,cid,votes,含fruit,含fruit中文翻译
42166,Ugxo1aTAOsHr63SKZA94AaABAg,0,i thought that those fruits were the fake plastic fruits but nah they are legit !,我以为这些水果是假塑料水果，但不，它们是合法的！
42160,UgyWFJ0q_64XfCLVhhN4AaABAg,0,they have alot of fruits. iwant to go thos place. make sure dka magugutom,他们有很多水果。我要去Thos Place。确保DKA Magugutom
40192,UgzsHhJWV9r2ZOR48yV4AaABAg,0,i admire you a lot. you are an extremely talented woman. i love watching your videos. your country is very blessed there are many fruits. and they have large crops.,我非常佩服你。你是一个非常有才华的女人。我喜欢看你的视频。您的国家非常幸运，有很多水果。他们有大农作物。
42158,UgzcKmhnAM9SEtyYlxt4AaABAg,0,what is the yellow fruits she gatheredfrom the tree?,她从树上收集的黄色水果是什么？
40350,UgxfjT4iHD_0dwEVuyB4AaABAg,0,in the end she said ... i love this fruit!,最后她说...我喜欢这个水果！
39777,UgzGFH1ikYE7aSYivPJ4AaABAg,0,8:50 what is the name of that fruit?,8:50那个水果的名字是什么？
40179,UgxGoeB-0zW8-bUm7wx4AaABAg,0,"she is beautiful n smart li ziqi, if i am there so i will buy her produce such fruit candies n others, i love to watch her video and her village is beautiful, thanks li ziqi !",她是美丽的n智能李齐（Li Ziqi），如果我在那里，所以我会买她的其他水果糖果，我喜欢看她的视频，她的村庄很漂亮，谢谢李Ziqi！
38232,UgzvWWkE1zjrZCzqpHJ4AaABAg,0,"yeah, i almost see my weekend in the summer and autumn. only fruits and vegetables are slightly different.",是的，我几乎在夏天和秋天看到了周末。只有水果和蔬菜略有不同。
38030,Ugya4_JTl65Dc4zTRFt4AaABAg,0,"this girl is beautiful, and her video is just a miracle of taste and aesthetics of manual labor. in our country, many women, in the presence of modern household gadgets, manage to look like lust, and here is a young woman who lives in harsh conditions of peasant life, without convection furnaces and multi -sides, manages to look like a chinese princess. how much hard physical labor! but she is so fragile, tender, with such elegant fingers! beauty in everything - in the surrounding nature, fruits of this earth, noble work and the results of this work, in it!",这个女孩很漂亮，她的视频只是味觉和手工劳动美学的奇迹。在我国，许多妇女在现代家用小工具的面前看起来像欲望，这是一个年轻的女人，她生活在农民生活的恶劣条件下，没有对流炉和多种方面，它看起来像中国人公主。多少艰苦的体力劳动！但是她是如此脆弱，温柔，手指如此优雅！一切都在所有事物上 - 在周围的本质上，地球的果实，高贵的作品以及这项工作的结果！
10466,Ugwazy0twUGCtePZj2J4AaABAg,0,hi ...what is the name of the big yellow fruit,嗨...黄色大水果的名字是什么
37909,Ugx5zndI6hC4rVRDoKt4AaABAg,0,dried fruits 09,干果09
10517,UgxhYfPK7IVIfcv77MV4AaABAg,0,"what a fertile ball, why not these fruits",多么肥沃的球，为什么不这些水果
10683,UgxOyMyezdOMUBbyE3l4AaABAg,0,fruits of hawthorn are called hawfinch,霍桑的果实称为霍芬奇
37661,UgwFDOkgYK2tSWj3OGd4AaABAg,0,people .... these fruits are from another planet ... big,人们....这些水果来自另一个星球...大
37535,UgxMnJjSTRCIRdPxFh94AaABAg,0,can i live here??? and damn good camera man or woman. and i reaaaallllly appreciate your wifi signal here ๐ and dammnnn that big ass mangoes lol. but why didn't you just pick that yellow fruit on the ground they seem okay still.,我可以住在这里吗？？？和该死的好相机男人或女人。我在这里感激您的wifi信号
5944,UgxzW9lg4WFJWBd30Fd4AaABAg,0,what the name of fruit?,水果的名字是什么？
37436,Ugw4opsLxBQAA7KbiQh4AaABAg,0,what was that yellow fruit ?,那黄色的水果是什么？
37378,Ugy5zFqCDE7jmHY8Edx4AaABAg,0,what is the fruit you take?,你吃什么水果？
37341,UgznV8YtzTza9HJlWEd4AaABAg,0,what is the yellow fruit of the yellow?,黄色的那个水果是啥啊
5833,Ugw4im_5B0b-ezv0xu94AaABAg,0,doesn't look like it's spring time. the fruits she's plucked are available mostly in between autumn and winter.,看起来不像春天。她所采摘的水果主要在秋天和冬季之间获得。
37264,UgzG8_G89Iem_JgxP154AaABAg,0,8:55 wtf those are the biggest grapefruit? i have ever seen,8:55 WTF那是最大的葡萄柚吗？我见过
37217,UgwXvtt9vzxcqUX9qn94AaABAg,0,bhut acchi life h y fruits hi ftuits,Bhut Akchi Life H y Fruits hi ftuits
37173,UgwHbYVbUsZJZlYjEw14AaABAg,0,itโ€s like eden so many fruits and types of nuts,就像伊甸园如此多的水果和坚果类型
37151,UgxLREj_QTnurbLdcpN4AaABAg,0,why does the fruit grow so big there? those are the largets grapefruit and mangos i have ever seen,为什么水果在那里如此大？这些是我见过的葡萄柚和芒果
10851,Ugyxol-lrA5Lr6xG-h94AaABAg,0,"hello, i am from argentina a question i wanted to ask you is what is the fruit you used to make the small skewers i know it but the other is not",您好，我来自阿根廷一个问题，我想问你是什么是你用来使小串我知道的水果，但另一个不是
37126,UgwA-4glOyOblf3Vlat4AaABAg.8uJNdG3PRmb8uXugKhsoMg,0,kenny โ€ข my grandma had something like that. she sadly passed away and the house was sold. she didnโ€t have any animals but we always had fruit trees.,肯尼•我的祖母有这样的东西。她可悲地去世了，房子被卖掉了。她没有任何动物，但我们总是有果树。
37010,UgwswEb9J5J_mO467_p4AaABAg,0,at 8:48 name of fruit please???,请在8:48水果的名称？？？
10930,UgzlZDpE1kiy4HrQRwd4AaABAg,0,what is the fruit at 0:32?,0:32的水果是什么？
10946,UgzlZDpE1kiy4HrQRwd4AaABAg.9FFRjM8f6pF9FOw-OQr04l,0,pomelo๏ผgrapefruit,Pomelo；葡萄柚
36576,UgxEy9w-0bA4M39U_ud4AaABAg,0,what are the big yellow fruits?,什么是黄色大果？
3760,UgwDMuqfClXLVKzFQ-B4AaABAg,0,just picking nuts and fruits like that. nature indeed abundantly provides if we do not destroy it. thanks liziqi.,只是挑选这样的坚果和水果。如果我们不摧毁它，自然确实会提供大量提供。谢谢Liziqi。
38140,UgwIy0FRk0AOLdMSnRd4AaABAg,0,in philippines we called that fruit โ€ castanias โ€ we can buy that out side the sm mall ...,在菲律宾，我们称这种水果为“ Castanias”，我们可以在SM购物中心买来。
38244,UgxqJss1bt8fyCC8yu94AaABAg,0,"wao, it looks so exciting to live like this in the countryside, with fruits and flowers everywhere, and beautiful landscapes. ๐ต๐ฆ๐‘",沃奥（Wao），像这样的生活在乡村，到处都是水果和鲜花以及美丽的风景，看起来真是令人兴奋。
40161,UgzIF1qhLOP6fHjYNYt4AaABAg.8sXR_f_yana8sYF2VQFKVa,0,"where ms li lives is not as cold as russia or canada's winter (i chose them as they are more representative so you may can imagine ). it's very humid and not that windy in winter there (sichuan province - southern area of china - famous for its spicy food).even it snows sometimes, it usually above 0 °c,and mostly cloudy. that's why some fruit trees and green vegies still grow in winter, especially late autumn and early spring",李女士的生活不像俄罗斯或加拿大的冬天那样冷（我选择了它们，因为它们是代表性的，所以您可以想象）。它很潮湿，冬天不是那大风（四川省 - 中国南部地区 - 以辛辣食物而闻名。这就是为什么一些果树和绿色蔬菜在冬季仍然生长，尤其是秋天和早春
38497,Ugz9CgMQsOv3I4gJCoZ4AaABAg,0,what plant is at the fruit table..soo nice,水果桌上的植物是什么。
40140,UgyP60npm0iFynpTQ6x4AaABAg.8sYfCNysqHb8s_-O3hZfxe,0,this is a traditional chinese snack.。it is a string of wild fruits strung with bamboo sticks and then glued with maltose。it has been recorded since the song dynasty。,这是一种传统的中国零食。
40060,Ugz7380j_-5thTD7KVJ4AaABAg,0,how rich everything looks like i would like to buy. the fruits that rich. blessings,我想买的一切都像我想购买的一切多么富裕。有钱的果实。祝福
9772,Ugwals9qraimKblasW54AaABAg,0,"yes it is afairytale,and the fairy os liziqi,she is so lucky to be born on such land which is full of fresh fruits,fresh vegetables,fresh non veg,she is blessed with all these,we can only imagine",是的，它是Afairytale，而童话OS Liziqi，她很幸运能在那个充满新鲜水果，新鲜蔬菜，新鲜蔬菜的土地上出生，她拥有所有这些，我们只能想象
39842,Ugyn2nJyIb6BPM6466x4AaABAg.8si1pvcPnPm8srBxHMOQ6i,0,"@nearby4539 thank you,in europe we did not know that fruits",@附近4539谢谢您，在欧洲，我们不知道水果
39836,Ugyn2nJyIb6BPM6466x4AaABAg,0,"what is that yellow fruit-the big one,somebody know the name?",那黄色的水果是什么 - 大果，有人知道这个名字吗？
44587,UgwEYOtbT53IJsBYJ994AaABAg,0,"so colorfull, many fruits there and your video quality is very good",如此丰富多彩，那里的许多水果，您的视频质量非常好
9775,Ugyw7IANzapMqrsowFB4AaABAg,0,different fruits i like it,我喜欢不同的水果
9849,UgzhiS_EZ-No-xi4qal4AaABAg,0,those candied fruits,那些蜜饯
39497,UgzruuHp_ESNThwAX4d4AaABAg,0,what is yellow fruit ?????,黄色的水果是什么?????
39412,UgwZc0pAZhq3BlF1F6p4AaABAg,0,"i just luv her videos but have a qstn hiw come she has all the fruit trees, herbs, nuts & vegetable near her house? where exactly does she she live???",我只是爱她的视频，但是有一个QSTN HIW来了，她在房子附近有所有的果树，草药，坚果和蔬菜吗？她到底住在哪里？？？
9958,UgzYj644TdNlOsVBw0J4AaABAg,0,i would like to know the name of the yellow fruit,我想知道黄色水果的名字
39288,UgxuO9NaXkf9yuC9l1h4AaABAg,0,"the first time i saw the tool for grapefruit, so cute",摘柚子的工具第一次见，好可爱呀
9959,UgzYj644TdNlOsVBw0J4AaABAg.9GaWO7kqbkf9GkpZgQ2o3W,0,"it's grapefruit, or mango",是葡萄柚或芒果
39228,UgyAKPEaf_-CKGMYGOJ4AaABAg,0,this fruit is found in arunachal india...,这种水果在印度阿鲁纳恰尔（Arunachal）发现...
39204,UgwbDvoofC3CJY6Jjpt4AaABAg,0,what are those big yellow fruits?,那些黄色的大果是什么？
39201,UgyhHrTGmp3pMsxc-eJ4AaABAg,0,i wonder what these huge yellow fruits are?,我想知道这些巨大的黄色水果是什么？
39085,UgxLU71sg7hnCXfai5l4AaABAg,0,what is that giant yellow fruit called?,那巨大的黄色水果叫什么？
38900,Ugz0jq36TBy4dEwFnQx4AaABAg,0,the fruit trees and living utensils in your hometown look so kind.,你家乡的果树和生活用具看起来那么亲切。
38809,Ugye0m3fXVdejBM1TlV4AaABAg,0,nature is beautiful. mandarin grows in warmer regions. where are the regions in china? and what is the name of the fruit that was cooked and red with the skewer and smaller than the apple? i wonder. thanks for the good video.,大自然是美丽的。普通话在温暖的地区生长。中国地区在哪里？煮熟的水果的名称是什么名字，与串相红，比苹果小？我想知道。感谢您的视频。
3548,Ugx9aD6lHK8fng3az1x4AaABAg,0,"seeing the fruits, flowers, cutie animals, make me feel like this is what heaven should look like",看到水果，花朵，可爱的动物，让我觉得这就是天堂的样子
38712,UgyTIqRLZhqPAlDE9FV4AaABAg,0,fresh fruits๐๐๐๐,新鲜水果
38703,UgxRutLQ2RnTJrIL3Md4AaABAg,0,do you need to pay for the fruit? or are you planted by your own fruits?,妳采集水果要付钱吗？还是妳采的水果是自己种的？
38531,UgyupA7qeJF1B_qbB8h4AaABAg,0,yall what is that big yellow fruit?!,你们那个大黄色的水果是什么？
44533,UgzANVz1vcLJsQAM7od4AaABAg,0,"what is this fruit, everyone, i am vietnamese",这是什么水果，每个人，我是越南人
44939,UgwDOHnkRq6c9w8bhKB4AaABAg,0,"i like eat peanut candy, in indonesia we called is tingting, and the seeds of the fruit or a sunflower, we called kuaci",我喜欢吃花生糖果，在印度尼西亚，我们称之为刺痛，水果或向日葵的种子，我们称为kuaci
44606,UgyVUylcNI_lbyLexvl4AaABAg,0,wow! my chinese princess cooked up a storm of fruits and nuts!,哇！我的中国公主煮了一片水果和坚果的风暴！
8223,UgwdqG_R4AZj5UohLwl4AaABAg,0,"chinese forests have a lot to eat ,are these fruit trees are natural or grown??",中国森林有很多食物，这些果树是天然的还是种的？
51047,UgzYYhCx7zcOnhA__Vh4AaABAg,0,"i love their videos, i am excited to see them, the weather and their landscape, the fruits/vegetables/seed seeds, as the animals and family and friendship relationships that have. each new video amazes me, as for example in this: the part of the popcorn was extraordinary",我喜欢他们的视频，我很高兴看到他们，天气和景观，水果/蔬菜/种子，就像动物和家庭和友谊关系一样。每个新视频都令我惊讶，例如：爆米花的一部分是非凡的
51000,UgzhbDMhrnOvfH7l4754AaABAg,0,"waw iyu the first fruit is really good i like it so much




","waw iyu第一个水果真的很好，我非常喜欢它




"
50903,UgxmG2wdFYPjiTnHSth4AaABAg.8qlbtwK52oe8qlq_1ExbRl,0,"feb 5th, is new year...so these will all last until then?? even the meat and fruits...hmmm
ok
all this will last until the 5th?","2月5日，是新年...所以这些都将持续到那时？甚至肉和水果...嗯
好的
所有这些都会持续到第五？"
50791,UgwJZgMTFCE9tlAbnd94AaABAg,0,the red fruit that look like apple /is that tiny apple,看起来像苹果的红色水果是那个小苹果
50757,Ugz-4kIgsLa6RpODZ1Z4AaABAg,0,looking at some tangerine grapefruit trees .... ripe but too eager. everything is available,看一些橘子葡萄柚树。...成熟，但太渴望了。一切都可用
50587,UgyIf9B7LC3o_ShFBdJ4AaABAg.8qlh0C1jtGZ8r5vqoiSCU7,0,@rongai1540 the citrus fruit is also called mandarin orange.,@rongai1540柑橘类水果也称为普通话。
1630,Ugy-UofAh8XSlKN-A9F4AaABAg,0,dry mango! the period of grapefruit harvest!,芒果干！柚子采收的期！
7691,UgxyN_5fKhn2mo9ONNR4AaABAg,0,but i would like more to leave the name of the ingredients and fruits,但是我想留下更多成分和水果的名称
7890,UgwY573-xeqgkh4hAvF4AaABAg,0,50 types of dry fruits name,50种干果名称
50572,UgygGrRN3QWKZRVU9lV4AaABAg.8qlhD6DMCmk8qlwHOjEZQW,0,can i ask what's the name of the small red fruits?,我可以问一下小红色水果的名字是什么？
1704,UgzQUr8C0Mq0Nn3hFI94AaABAg,0,i want to live there and be able to enjoy a paradise of fruits and nature,我想住在那里，能够享受水果和自然的天堂
50497,UgyQpxexhVzS2w8dvVV4AaABAg,0,amazing as always! all those goodies looked delicious. anyone know what the orange fruit was that she sliced and dried? looked alot like mango without the big seed. and granny's hat...love it!,一如既往的惊人！所有这些好东西看起来很美味。有人知道她切成薄片和干燥的橙色水果吗？看起来很像芒果，没有大种子。还有奶奶的帽子...喜欢它！
51550,UgzU8xmYyVrYDQIyTWV4AaABAg,0,"i really like your videos, and these delicious foods that you make, with your own fruits, very interesting,",我真的很喜欢您的视频，以及您用自己的水果制作的这些美味的食物，非常有趣，
8299,UgyJor9TjYEibNzqDBt4AaABAg,0,"glory be to god, on a sweet fruit",荣耀归于上帝，以甜美的水果
50265,UgxyLB0Tv9UpTgd2OfN4AaABAg,0,grapefruit is still produced in sichuan? intersection where can li ziyi be planted there?,四川那边还产柚子？？李子柒那里什么都能种啊？
50211,UgzC_AYMc9iKQDw54AR4AaABAg.8qlnUqpB5Ko8qm4UPH3eAj,0,see nostalgic not bored with great girls ... even the fruits you planted. china is so fertile,看到怀旧不对伟大的女孩感到无聊……甚至您种植的水果。中国是如此肥沃
50132,UgyGSVnXkTQC5-yTArx4AaABAg,0,"witam wszystkie filmy, które oglądałdałem są wspaniałe jested wielkim wrażeniem wszystkiego co robisz od dań po budowędzystkich urzą do domu a teen i okolica jest pi kna nawet w zimie są owoce na drzewach. ciekawy jestem jaki to rejon chin?. pozdrawiam iż yyczę szczęśliwei nowegogogo roku ksioycowego :))))) hello, all the movies i have watched are very exciting. i am very impressed by all you made. from dishes to all electrical home buildings, there are fruits on the trees even in winter. i want to know what is china's area? greetings, happy lunar new year :)))))).
nǐ hǎo wǒ guānkà innkuò de suǒu diànyǐng dū hěn jīngcǎi, wǒ duì nǐ suǒ zuò de yìnxiàng fēicháng shēnkè, cóng càiyáo diànqì jiājū di. e jiànshè, jíshǐ zài dōngtiān, shùmù shàng yěyǒu shuǐguǒ. wǒ xiǎng zhōngguó dìqū shénhòu? wènhòu , zhù nǐ nónglì xīnnián kuàilè :)))))).","Witam wszystkie filmy , które oglądałem są wspaniałe jestem pod wielkim wrażeniem wszystkiego co robisz od dań po budowę wszystkich urządzeń do domu a teren i okolica jest piękna nawet w zimie są owoce na drzewach. Ciekawy jestem jaki to rejon Chin ?. Pozdrawiam i życzę Szczęśliwego Nowego Roku Księżycowego :))) . 你好我观看过的所有电影都很精彩，我对你所做的一切印象非常深刻，从菜肴到所有电器家居的建设，即使在冬天，树木上也有水果。我想知道中国的地区是什么？问候，祝你农历新年快乐:)））。
Nǐ hǎo wǒ guānkànguò de suǒyǒu diànyǐng dū hěn jīngcǎi, wǒ duì nǐ suǒ zuò de yīqiè yìnxiàng fēicháng shēnkè, cóng càiyáo dào suǒyǒu diànqì jiājū de jiànshè, jíshǐ zài dōngtiān, shùmù shàng yěyǒu shuǐguǒ. Wǒ xiǎng zhīdào zhōngguó dì dìqū shì shénme? Wènhòu, zhù nǐ nónglì xīnnián kuàilè:)))."
50102,Ugyj40BX9DZ4gZjo05x4AaABAg,0,wow......fruits and fruits and fruits......please add english subtitles...plz plz plz,哇……水果，水果和水果……请添加英文字幕... plz plz plz
50082,UgzQf1nWg0SOIt7SFGt4AaABAg,0,"hello i would like to know what is the other red fruit she coated with sugar called, aside from the apples?",您好，我想知道除苹果外，她用糖涂了什么红色水果？
50004,UgxqcbhlWWnGjDxJbWN4AaABAg,0,there are grapefruit in winter ?!,冬天还有柚子啊?!
49850,UgyqBit12am_9HpfJSh4AaABAg,0,chestnuts with red red fruit are lake or gj z everyone,带红色水果的栗子是湖泊或GJ Z大家
49780,Ugxoscd8hUPLBtcvFd14AaABAg,0,can anyone say those fruits names in english,谁能说这些水果的名字
8399,UgxcGuSZ020CuDjJ-WR4AaABAg,0,"that nougat that she did with the marshmallows, nuts and dried fruit looks delicious",她对棉花糖，坚果和干果的那牛轧糖看起来很美味
49763,UgwLd1C8ybas1fcIUnl4AaABAg,0,"what were the smaller red fruits on sticks that you candied with the large red apples?
these videos are inspiring me to become more self reliant when it comes to growing and storing my own foods.","您用大红色苹果蜜饯的棍棒上的较小的红色水果是什么？
这些视频激发了我在种植和存储自己的食物方面变得更加自我依赖。"
51321,UgzGEuHy_EP1FtKuDll4AaABAg,0,what was that yellow fruit,那黄色的水果是什么
7042,UgwinxWIB5Rkppgi0Bx4AaABAg,0,one side she pick up all natural fruit and vegetables and then she eat a non veg... oh god really bad..,一侧她拿起所有天然水果和蔬菜，然后她吃了一个非蔬菜……哦，上帝真的很糟糕。
44832,UgxT5itTY_Vr5haC_yB4AaABAg,0,what is that big yellow fruit??,那黄色的大水果是什么？
52772,UgwFr8GQOhfOoXoJzbh4AaABAg,0,what is the name of the red colour fruit.. awesome video dear..,红色水果的名称是什么..真棒视频亲爱的..
6591,UgwWOIJLH6zLisDFyGB4AaABAg,0,"hi liziqi,
can you please tell me what fruit are on the 8:50.
many thanks","嗨，liziqi，
你能告诉我8:50的水果。
非常感谢"
6639,Ugwmexh6OoXVzeKihhN4AaABAg,0,the fruits looks so good,水果看起来很好
6660,Ugy0bBTAOgNVYABi4Cl4AaABAg,0,wow it was a lot of hard work what does she do with all the fruit and things that she dried and made does she go to the market and sell it?,哇，这是很多艰苦的工作，她对她干燥并做出的所有水果和事物做了什么？她去市场出售吗？
6840,UgzFBn6y2Ci0tHJwIp14AaABAg,0,9:19 what kind of fruits is it?,9:19它是什么样的水果？
6881,Ugys0cjwFM2EWjT4OCd4AaABAg,0,"guys, honestly? do you actually believe this is a real living person and not a media constructed identify? all those fastened veggie/fruit process - all during the same season. all vegg and fruit turned grown perfectly juicy and nice like from 5* mechlin restaurant. you kidding me? it looks like an actor with a bunch of people writing scripts and filming all of it nicely for your entertainment + a separate team who builds/cooks all the stuff for her. it's fake af. i really pity the ones who believe it's a real person with real home and household.",伙计们，老实说？您是否真的认为这是一个真正的活人，而不是构建的媒体？所有这些固定的素食/水果过程 - 全部在同一季节。所有的蔬菜和水果变成了完美多汁，就像5* Mechlin餐厅一样。你在开玩笑吧？看起来像是一位演员，有很多人编写脚本，并为您的娱乐活动 +一个独立的团队拍摄了所有内容，他们为她建造/烹饪所有东西。这是假AF。我真的很遗憾那些认为这是一个真正的家人和家庭的真实人。
52955,UgxmIR5buVHcjEeFB_B4AaABAg.8qlJU1gyc6t8qlLmeiJfg9,0,"tell me the other small fruit she used in fruit skewers!! the big is apple, only that i know!!",告诉我她在水果串中使用的其他小水果！！大的是苹果，我知道！
989,UgyhIc1BjbeKl0RNBy94AaABAg,0,mango!!!!! latin american tropical fruit !!!!,芒果！！！！！拉丁美洲热带水果！
52905,UgxrAPp4A_vm0mnBJ4h4AaABAg,0,yes i always see those fruit sugar coated candies in chinese movies sorry i dunno the name,是的，我总是在中国电影中看到那些果糖涂料的糖果，对不起，我不知道这个名字
52863,UgyPtSCSjH1mCfKP52x4AaABAg.8qlJlbWN48C8qlQynFjSX3,0,"i was working in bali if i saw vid, he missed his hometown in magetan under mount lawu which was cool but he was cooler because the vegetable fruit in the village was not in him just picking",我在巴厘岛工作，如果我看到vid，他错过了在劳图山（Mount Lawu）下的玛格坦（Magetan）的家乡
52813,UgzmC4TT0ryA6lGuSq54AaABAg,0,what is the fruit of rock sugar gourd,冰糖葫芦是什么果实
52783,Ugz3VLLtGNioORGKdxJ4AaABAg,0,what's name of fruit on 1.35?,1.35上的水果叫什么名字？
52601,UgyVK-hm92xqwMpJLIh4AaABAg,0,i always wonder why they don't touch the skin of that fruit. is it itchy or something? please tell me in a nice way. tsk. anyway. your video is great! thank you for uploading such a wonderful video. it calms me down. i love you. :),我总是想知道为什么他们不碰到那种水果的皮肤。是痒吗？请以一种很好的方式告诉我。 TSK。反正。您的视频很棒！感谢您上传如此精彩的视频。它使我平静下来。我爱你。 :)
51608,UgxO8_Tiu9fwx_QJNgB4AaABAg,0,what fruit is yellow,黄黄的是什么果
52349,Ugx3hiwJQTK7XyG1ka14AaABAg,0,what fruit is that?,那是什么水果？
6988,UgxXFmZ_MesaCZ7v8at4AaABAg,0,"it, the key, the fruit",它，钥匙，水果
52313,UgzLD_AQ-RB-64rsJKh4AaABAg,0,amazing farm all vegetable at fruit harvest ur farm love it harvest fresh food yummy,令人惊叹的农场所有蔬菜在水果收获的农场里，菲律宾收获新鲜食品美味
52196,UgwNDR_ScV9tYHnp03x4AaABAg,0,"wow you preserved all foods it's really awesome....
you have so many offseasonals fruits.
i wish i could also have such a beautiful place like yours❤
love your videos.
lots of love from nepal","哇，你保存了所有食物，真是太棒了。
您有很多休赛期的水果。
我希望我也可以像你这样美丽的地方❤
爱你的视频。
来自尼泊尔的很多爱"
52151,Ugya1mWwhHXbAHiz7-p4AaABAg,0,"i was also afraid of it as a child, and the popcorn was shouted. what kind of fruit is yellow? seeing strawberry sugar wants to eat, i also want to go to li ziyi for a trip!",我小时侯也很怕，爆米花呯一声。请问黄色那个是什么生果？看到草莓糖好想吃，我也很想去李子柒那里走一趟呀！
7018,Ugzyp6XKIcZ-1cSJ3zx4AaABAg,0,never eaten nuts when i was in japan 3 years. summer bearing fruit on the edge of the joir road nancap on the mixture,当我在日本三年时，永远不要吃坚果。夏天在乔伊尔路（Joir Road Nancap）的边缘上有水果
52110,Ugwr3x3_nCnXs3_FoKF4AaABAg,0,"mangos in nz have huge cores, you only get a tiny amount of fruit yet your seems majotty fruit. were being ripped off it seems.",新西兰的芒果有巨大的核心，您只得到了少量的水果，但您似乎是Majotty的水果。似乎被剥夺了。
52044,Ugww-mFX_evntkmNz1R4AaABAg.8qlPbo20PqS8qleWyt1mAr,0,"nonsense, where is there no mango selling on the roadside stalls on the fruit store supermarket?",废话，水果店超市路边小摊哪里没有芒果卖，东北那么冷都有的卖
51872,UgzL12oiKNMWWLyEFz54AaABAg,0,i can eat 3 grapefruit in one breath,我能一口气吃3个柚子
1115,UgxVRioTEGkZUvjC07R4AaABAg,0,"after hours, changgen's mother went to pick fruit to make money and make money. now when i arrived in the city, i really miss my mother!",小时后长根妈妈去摘果实赚钱现在到了都市我真的好想妈妈啊！
51675,Ugyk5VWCVc9Wn_Ll5FJ4AaABAg,0,"grapefruit shed, no one wants to eat",葡萄柚棚，没人愿意吃
49746,UgzzfQ_dHL8JN_GHFOh4AaABAg,0,"i think there is a video of teaching confectionery from dried fruit 4:34 thunderstorms like above from linh trang, everyone who wants to learn to do it, see: https://youtu.be/qjnfbds_e58",我认为有一段来自干果干糖果的视频4:34 thunderstorms，例如Linh Trang的上面的雷暴，每个都想学习的人，请参阅：https：//youtu.be/qjnfbds_e58
49745,UgxLJ2BqIVCdZLLyrQh4AaABAg,0,"full -year
fruit basket cabinets can add the spring festival couplet visual year flavor to the upper level","年味十足
水果篮 柜子可以加贴春联 视觉年味更上层"
49741,UgxTNp0GdKy5ubnR3jl4AaABAg,0,how can she live like somewhere with all type of fruits and vegetables??,她怎么能像所有类型的水果和蔬菜一样生活？
46451,UgwW6olgluXz6Fgtkp54AaABAg,0,where is this magical place?...so many fruits...,这个神奇的地方在哪里？...这么多水果...
46998,UgylT3H0-hrhPKAPSzJ4AaABAg,0,"her village is really beautiful, full of fruits, really a peaceful place",她的村庄真的很漂亮，到处都是水果，真的是一个和平的地方
46992,UgzpRa34F_sIPeo5gHx4AaABAg,0,"you must be living in china's type of climate which gives plenty of fruits, vegetables and animal as well.",您必须生活在中国的气候类型中，这也能赋予许多水果，蔬菜和动物。
46991,UgziptQlKaBLm3uSbDR4AaABAg,0,what are those small red fruits are they apples too?,那些小红色水果也是什么？
46980,UgwAEzhKWPoF8rl_Gxp4AaABAg,0,were those small round fruits apples?,那些小圆形水果苹果吗？
2780,Ugzw4iq0YatJowgr8yh4AaABAg,0,"help to find out the name of the stove, (pot) on which the girl is punishable by fruits.",帮助找出炉子的名称，（锅）女孩可以被水果惩罚。
46815,UgzpTmBvxN-7pmqz6J14AaABAg.8qrGwmUA9ya8qrNLz6-4Xg,0,"rock sugar gourd, use hawthorn fruit",冰糖葫芦，用的是山楂果
46803,Ugw_2srZPRCr-MAbOEl4AaABAg,0,ahhh... haven... how come she has such a variation of fruits.. :/,啊...避风港...她怎么有这样的果实变体..：/
46798,UgzpTmBvxN-7pmqz6J14AaABAg,0,"excuse me, what is the name of the five red fruits?",请问，那一串五颗红果子的名字是什么？
2836,UgyT-7zSw3QLks5_lKd4AaABAg,0,wow the whole setup was so fun..... fruit candies fire cute little puppies and sheep.... mountains greens grandma cute chef.... just so beautiful and nice,哇，整个设置真是太有趣了.....水果糖果射击可爱的小幼犬和绵羊....山脉绿色奶奶可爱的厨师....真漂亮又漂亮
8874,UgyMeNdlr3AEqZKYcDN4AaABAg,0,"how lucky to be born with all the riches of mother earth (food) on your doorstep, that through your own hard work you can add to your bounty, having the skills passed down through endless generations on the land they walked and nurtured and learnt to be able to utilise everything mother earth can provide from the seed, fruit, flower and roots, sadly most of us will not live in such a paradise, but watching liziqi shows us her life is a joy to behold, happy new year everyone.",很幸运能与您家门口的所有财富（食物）的所有财富出生，通过自己的辛勤工作，您可以将自己的赏金添加到赏金中，使他们在他们走路，养育并学会的土地上的无尽一代人传递了几代人能够利用地球母亲可以从种子，水果，花朵和根源中提供的一切，可悲的是，我们大多数人都不会生活在这样的天堂中，但是看着Liziqi向我们展示了她的生活，这是一个愉快的事，每个人都在新年快乐。
46474,Ugy8sj3dODCK6HDISRV4AaABAg,0,"ziyi girl
the grapefruit skin that is full can be used to make natural dishes   ","子柒姑娘
掉满地的柚子皮可以用来做天然洗碗精"
46394,UgwujM7QdjRr_EzcFQJ4AaABAg,0,"wow ... what a more talented, hardworking, ingenious and how rich all of you look ... it does not lose any fruit !!! everything takes advantage of nature ... i am admired !!!",哇...多么才华横溢，勤奋，巧妙，你们所有人都多么富有……它不会失去任何水果！！！一切都利用自然...我很钦佩！！！
1760,UgwPxzjdtZKPfMUyzrF4AaABAg,0,what fruit ?,什么水果？
