,cid,votes,含video,含video中文翻译
14578,Ugxnua3Ncp7s6tyOUMN4AaABAg,0,"just seeing this video makes me feel good
thanks for the video❤","只看这段视频让我感觉很好
感谢您的视频❤"
14579,Ugz5iiPFiRclb8gbYjp4AaABAg,0,pl are more interested in sweet recipe this most viewed video 60 m now,PL对甜蜜食谱更感兴趣，这是最受欢迎的视频60 m
14580,UgwystpQKC67YrxqHf54AaABAg,0,i watch these videos to relax and it always gets me sleepy ;( so thankful for these vids,我看这些视频放松，它总是让我困了；（感谢这些视频
14642,Ugw662B2vV1wpVlTcup4AaABAg,0,"i like your video somuch
and your house and garden all","我喜欢你的视频
还有你的房子和花园"
14665,UgwogA3wI7_G5UZbvAd4AaABAg,0,video is very good,视频很好
14682,UgwKjFYVNDpUe6qQrjd4AaABAg.9ASNNeBnOOm9AV5QMTUCKS,0,is frequent trending in the world because the video of her sister,由于她姐姐的视频，世界上经常出现趋势
14692,UgwwEvvxKE9_0iXYS7F4AaABAg,0,please can we see a video of her going to the market. pretty please...!,请我们可以看到她去市场的视频。请漂亮...！
14698,UgxanR8ERkm1vUSewod4AaABAg,0,"corona, let us enter korean videos",电晕，让我们输入韩国视频
14715,UgxXU7eibw24ZL3S29B4AaABAg.9APnFs8q1TY9BNn_wHes9z,0,they are all observed with the hearts of the lives of the older generation ~ i can learn it with my heart ~ i can learn:: i admire li ziyi very much ~ everyone may see the video for a few minutes ~ but the spirit of studying behind the video is very powerful,都是老一辈人生活的点滴用心去观察~用心去学~都能学会：：非常佩服李子柒~大家看到视频可能是几分钟~但视频背后去学习钻研的精神非常厉害
14721,Ugxssyz70F1-vUZmCPZ4AaABAg,0,hello you video very nice thank you sharing,您好，您的视频非常好，谢谢分享
14815,UgxXiaTqvU3E2fMgKMl4AaABAg,0,"cici &tow why the video is really good ,,, i really like cici ...",CICI
14824,Ugw2GA-0jI-F919eUrJ4AaABAg,0,"i watched this video a thousand times, but still love it❤️",我看了一千次这段视频，但仍然喜欢它❤️
14864,Ugz0lmztoGql7J5rttp4AaABAg,0,"please like and subscribe this kids videos 
https://youtu.be/k318jd1xjxm","请喜欢并订阅这个孩子的视频
https://youtu.be/k318jd1xjxm"
14539,UgxSpRTBy61EloJeUYZ4AaABAg,0,the pets in this video are so so cute,这段视频中的宠物是如此可爱
14883,UgxU9dy4MneOvKqZ-XB4AaABAg,0,beautiful video. where did all the wonderful treats go?????,美丽的视频。所有美好的零食都去了哪里？？？？
14920,UgxsyJwh7QqZfjFlbbp4AaABAg,0,why am i watching this video at midnight……,我为什么在午夜观看此视频呢？
14925,UgyrqW8qxr6q7xsCTmF4AaABAg,0,the video is amazing,该视频很棒
14975,UgxKMT6IfXW1_etWcMt4AaABAg,0,ive watched her videos over and over yet everytime it feels like im watching it for the first time,香港专业教育学院一遍又一遍地观看她的视频
14985,UgxdX5fXkF-mbsMF__54AaABAg,0,"the video you made is great. i really like it, i watch tv every day. vedio is perfect and great investment. i wish you good health and succeed",您制作的视频很棒。我真的很喜欢，我每天都看电视。 Vedio非常完美，投资巨大，祝您身体健康，取得成功
14995,Ugw-8A5XkyiaHph_p6d4AaABAg,0,i can't imagine there are people who comment negative in ziqi's videos. i doubt they have brain,我无法想象有人在Ziqi的视频中评论负面评论。我怀疑他们有大脑
15005,UgzecNYwucLn2NpW7sx4AaABAg,0,there is digimon soundtrack in this video,该视频中有Digimon配乐
15012,UgzlAY9umD3Rv2ZMO7R4AaABAg,0,"https://youtu.be/_duf8ac7usi please check our channel...like,share ..our videos.. please",https://youtu.be/_duf8ac7usi请检查我们的频道...喜欢，分享..我们的视频..请
15017,Ugyj5fqG1WQkjgS9t0R4AaABAg,0,tops the video off with puppies!,用小狗顶上视频！
15049,Ugz9eeCFNOhkG1b1iqt4AaABAg,0,i thought of skipping the video. but i watched it full. i don't know why? do you kno why?,我想到了跳过视频。但是我看着它。我不知道为什么？你知道为什么吗？
15067,UgyxVXF27KgMS5kjUWd4AaABAg,0,"hello liziqi, i had been following your videos, but it's been a while since you put anything, everything is okay? a hug",您好Liziqi，我一直在关注您的视频，但是自从您放任何东西以来已经有一段时间了，一切都还好吗？拥抱
15069,UgzHQ-VA7LnAsVBHx594AaABAg,0,i like your video creative,我喜欢你的视频创意
15094,Ugzu66eQ7icJEiI1wet4AaABAg,0,the quantity of comfort to its videos is not normal,视频的舒适度数量不正常
14566,UgwQze-fsvZWkktJXsl4AaABAg,0,"wow, i watched the dishes and videos well. you're great",哇，我很好地看了菜肴和视频。你很棒
14533,UgySq2wlWZYoeCki2EZ4AaABAg,0,i love it your all video. and you so preety. can cooking and do anything. i very respect.,我喜欢你的全部视频。而且你真是个预言。可以做饭和做任何事情。我非常尊重。
13861,Ugy85ciBQUliXxkSl-F4AaABAg,0,your videos are so beautiful just like you i follow you for some time and its awsome,您的视频是如此美丽，就像您关注您一段时间一样，它很棒
14107,UgxxMRWtWRqq8HpIiGF4AaABAg,0,i cannot like any of your videos after wuhan virus..,我不喜欢武汉病毒后的任何视频。
13863,Ugw7LCLPqqfjcWVUwv94AaABAg,0,"super, cool video, i watch your vidos",超级，很酷的视频，我看你的视频
13866,UgwGvlaNrQKPfqU22Kd4AaABAg,0,you are like a professional chef so you can do anything you know. your channel is the inspiration for the whole world .. i love your channel .. i always look forward to new videos ... prayagrajvideo.,您就像专业厨师，所以您可以做任何您知道的事情。您的频道是全世界的灵感。我喜欢您的频道。.我一直期待新的视频... Prayagrajvideo。
13887,UgyQJTCRvOH8VVCRM5V4AaABAg,0,nice your video,不错的视频
13891,UgzWeCCkBHLw4NuveTl4AaABAg,0,"what a good and cute video! health and happiness to you, kind people!",多么可爱的视频！对您的健康和幸福，善良的人！
13900,UgyZYG9WdcuVzwJiJe14AaABAg,0,"https://youtu.be/5f4hyqhixxk
beautiful video","https://youtu.be/5f4hyqhixxk
美丽的视频"
13938,UgzxNZb-uJ-FrFV1Oz14AaABAg,0,what a working woman i really like your videos and that beautiful place where you live,我真的很喜欢您的视频和您居住的美丽的地方
13954,UgxzPbrdtBWAyDsgJql4AaABAg,0,"hello, i look at your video and i don't know who is the sweet old age of you but you look that you love her and respect her a lot",您好，我看着你的视频，我不知道谁是你的年老，但你看着你爱她并非常尊重她
13959,Ugy-qel3Dz__pdt2Hzl4AaABAg,0,people who like her videos also like peace.,喜欢她的视频的人也喜欢和平。
13979,UgwFJizHrlY5wEHKGlt4AaABAg,0,i watched her videos because i miss my grandma so much. seeing her grandma makes me so happy.,我看了她的视频，因为我非常想念祖母。看到她的祖母让我很高兴。
14009,UgyFGaS-ZZyOPMuQx014AaABAg,0,an ad started and i change the video to something else,广告开始，我将视频更改为其他
14013,UgzpJtZ5Fc8j8jJPOLN4AaABAg,0,i always watched your videos and that cute baby sheep joined too!!,我总是看你的视频，那个可爱的婴儿绵羊也加入了！
14035,UgwhvRU4MXdXFWyx_nx4AaABAg,0,"ah, ah, i speak the same dialect with her. if someone wants to, maybe we can communicate with each other and learn different languages. by the way, i'd love to explain the special food in the video",啊，啊，我和她说同样的方言。如果有人愿意，也许我们可以互相交流并学习不同的语言。顺便说一句，我很想解释视频中的特殊食物
14070,Ugw-TXkei92J7MoDW1h4AaABAg,0,beautiful video with cute dogs....love it...❤️♥️❤️♥️,带有可爱狗的美丽视频。
14121,UgwcV7pV7J9p6PjqluF4AaABAg,0,i always love your video..,我一直爱你的视频。
14444,UgzIFqu4m7kwecgC8mB4AaABAg,0,the professional team is doing this video! lights and scenes are very good. video record method is very special,专业团队在做这视频啊！灯光，场景都很不错。视频记录手法很特殊
14128,UgxarBa7kzDbwAMyzSF4AaABAg,0,super video,超级视频
14171,UgxCm6qBsQNl147EpXx4AaABAg,0,this video is very very nice i like it,这个视频非常非常好，我喜欢它
14256,Ugw9KU9_5qXdYaUNr-14AaABAg,0,"i disliked this video:)
there's a huge team of ppl who make all these snacks and grow the vegetables and fruits for her. which she never mentions in her video.
she makes everyone think this is the life that you can have in the countryside, when the truth is, your probably gonna need 20 slaves if you want the life in the video.(or if your rich enough to afford 20 servants)
anyways, it's the very common way of getting famous on the internet, by making fake videos. she's fooling everyone but hardly anyone can see it. 
hands down to the 28k dislikers","我不喜欢这个视频:)
有一支庞大的PPL团队，为她制作所有这些小吃，并为她种植蔬菜和水果。她从未在视频中提到过。
她让每个人都认为这是您在乡村拥有的生活，当真相是，如果您想要视频中的生活，您可能需要20个奴隶。
无论如何，这是通过制作虚假视频在互联网上闻名的非常普遍的方式。她在欺骗所有人，但几乎没有人看到它。
动手28k的不喜欢人"
14261,UgzRs8cXLmx-H4tz5bp4AaABAg,0,"this video is meaningful, both love and value
that sister is so gentle and lovely
extremely support","该视频有意义，爱与价值
那个姐姐是如此温柔可爱
非常支持"
14269,Ugzjn4sswRy__mYmDBh4AaABAg,0,"have fun watching videos
i only created youtube for my channel through the viewers and subscribed to my support channel
thanks !
my channel: # đứcvlogs #","玩视频很有趣
我只通过观众为我的频道创建YouTube并订阅了我的支持频道
谢谢 ！
我的频道：＃™cvlogs＃"
14274,UgzPFAA0NanE0Hi8mvZ4AaABAg,0,"hi there, my name is helen pham original from saigon, vietnam. i'm living in beautiful dallas, texas, usa with my husband. 
my husband has over 30 years us immigration experiences. my videos shares our immigration knowledges, american's life and culture. 
welcome to my channel if you love america.","嗨，我叫来自越南西贡的海伦·潘（Helen Pham）。我和我的丈夫一起住在美国德克萨斯州的美丽达拉斯。
我丈夫有30多年的美国移民经历。我的视频分享了我们的移民知识，美国的生活和文化。
如果您喜欢美国，欢迎来到我的频道。"
14305,UgxqSZPgNExSpM_8H7B4AaABAg,0,"for translated the video, go to 3 point in the top of video, then you can see (translation), select english or any language you want. sorry for bad english i just speak arabic and french 
to translate the video. you can move to 3 points
at the top of the video, then you can see (translation), choose the english language or any language you want. sorry for the bad english language, i only speak arabic and french","对于翻译视频，请转到视频顶部的3点，然后您可以看到（翻译），选择英语或任何想要的语言。对不起，英语不好，我只会说阿拉伯语和法语
翻译视频。您可以搬到3分
在视频的顶部，您可以看到（翻译），选择英语或任何想要的语言。对不起，英语不好，我只会说阿拉伯语和法语"
14307,Ugx87QDA3g6rhywq_6l4AaABAg,0,"video high quality, and inspiring",视频高质量和鼓舞人心
14310,UgxJlFn6MgdqiONmvb94AaABAg,0,english v video,英语V视频
14326,Ugx4FTnT_lLVlBDkQQZ4AaABAg,0,"li ziyi, come on. your video made me recall my childhood.",李子柒，加油。你的视频让我回忆童年。
14335,UgyoObaVt-Eta9qO8C14AaABAg,0,"very cool video, i hope more users!",非常酷的视频，我希望更多的用户！
14346,UgzjcygIbJ7nb8CsEEd4AaABAg,0,how can some stupid people dislike videos like this？crap,有些愚蠢的人如何不喜欢这样的视频？废话
14388,UgwMrF1V3GrZ5QmEB6d4AaABAg,0,i love videos. :3 i wish you make video of body care. thank you,我喜欢视频。 ：3我希望您制作身体护理的视频。谢谢
8040,Ugz6IxDNzVy1W6qpOQp4AaABAg.9J99oWqCv519JkSsDaCvz2,0,@b.ineedsagforelsesadsongsw285 how can she herself shoot the video? camera moves when she walks,@b.ineedsagforelsesadsangsw285她自己如何拍摄视频？相机走路时移动
8032,Ugzm2dG5q3IZ-YpZhY14AaABAg,0,"encourage me for more nature videos my channel is like this, share, membership .. (beauty of arabia sea) https://youtu.be/vqehoyjqfds",鼓励我获得更多自然视频，我的频道就是这样，分享，会员。（阿拉伯海之美）https://youtu.be/vqehoyjqfds
17538,UgzdgTCnznOKghR-6dZ4AaABAg,0,why do so many people do n’t like it after watching very comfortable videos?,看了很舒服的影片 为什么这么多人按不喜欢
1303,UgyNYA4i6CiGyVS1X4J4AaABAg.9ei2Gwp7r7v9emrqc3dh41,0,he is in a lawsuit with the company and cannot upload the video,他正在与公司诉讼，无法上传视频
1790,UgwIWCpX56lzrN5TnaR4AaABAg,0,iam a waiting for your new videos,我等待您的新视频
1831,Ugz8KK7RrCzFz1bJfAh4AaABAg,0,i love it your all videos,我喜欢你所有的视频
1844,UgzNhkklZC5clrtUDcJ4AaABAg,0,5:59 what? i was scrolling through the video and got jumpscared!,5:59什么？我在浏览视频，然后跳了起来！
1869,Ugz6yfufIfSWdELTkHV4AaABAg,0,"take love from bangladesh.. we always support you and like and share your video. you are an inspiration for the new generation. you encourage us in many ways.
take love and support ❣️","从孟加拉国拿起爱。我们始终支持您并喜欢并分享您的视频。您是新一代的灵感。您以多种方式鼓励我们。
接受爱与支持❣️"
1876,UgwVYfVorrQbubYKgLZ4AaABAg,0,"wow the sounds so relaxing ☺️i enjoyed watching this video 
you can also visit my channel all about cooking different filipino dishes
link below

https://youtu.be/hfp6lfnwjyw","哇，听起来很放松☺️i喜欢看这部影片
您也可以访问我的频道，所有关于烹饪不同的菲律宾菜肴
下方链接

https://youtu.be/hfp6lfnwjyw"
1880,UgxDHjFpwol4QhpZSBx4AaABAg,0,so relaxing this video...i love it..and also i want that relaxing place✨,如此放松这个视频...我喜欢它..我也想要那个放松的地方✨
1884,UgwUQ8xeGQy21I7R-Uh4AaABAg,0,your video like me very much,你的视频非常像我
1902,UgzS4axqxJ7xlDREojV4AaABAg,0,i miss the video brother,我想念视频兄弟
1903,UgzdHBwusyp8BrLpImx4AaABAg,0,bhut accha lagta h video dehk ke,bhut accha lagta h视频dehk ke
1904,UgxWtv9JRQEHFFy6bb14AaABAg,0,working who made liziqi ever made a video again,使Liziqi再次制作了视频的工作
1905,Ugz3QppkXKuSycCqQOp4AaABAg,0,always happy when i looking at lidzi video,当我看利兹视频
1914,UgzFjgpnVKTz-8purLR4AaABAg,0,"your hug canal is also beautiful
i like tha all videos","你的拥抱运河也很漂亮
我喜欢所有视频"
1922,UgxIlN9vfQlXZMdCDsl4AaABAg,0,fast videos,快速视频
1959,UgxF7Cc00_hKfJIP9Op4AaABAg,0,for you my dearest liziqi you are blessed sacred beings blessed you are blessed sacred beings blessed you are amazing wonderful adorable wonderful good afternoon to you that the light of god father illuminates you today and always congratulations on the beautiful videos and congratulations on the delicious recipes that the prosperities be multiplied many times in your life love and light kisses in the heart,我最亲爱的liziqi对你来说，你是有福的神圣生物，祝福你是有福的神圣生物。在您的生活中，繁荣在您的生活中多次倍增
1960,UgxamudCpDYT9ITsD5N4AaABAg,0,he never pampers the animals he has close .. he does a lot of food but i have never seen that he does something good for the creatures he has there .. who and cats .. what does he eat those too ?? since they are not seen big in the next videos ... what happened to ??? it has only one goal .. the videos .... and more ....,他从不援助他关闭的动物。他做了很多食物，但我从未见过他为自己在那里的生物做的好处。.谁和猫..他也吃了什么？由于在下一个视频中没有看到它们很大...发生了什么？
1976,UgyT9bDQOGE_YMsCd0V4AaABAg,0,"miss u liziqi 
when u upload again your videos","小姐liziqi
当您再次上传您的视频时"
1988,UgzGkiPE0Vu4ktQOgex4AaABAg,0,video kiu vej nahi raha he?,视频kiu vej nahi raha吗？
1991,Ugz9-fHgvxyuehGJ_px4AaABAg.9a-kTGQh69-9a98pXCG2Ok,0,do you know why this person has always stopped the video?,您知道为什么这个人总是停止视频吗？
1998,Ugzl_gislpHIXxSuWlJ4AaABAg,0,hi... when will you be back making relaxing informative and stress reliever videos??? hope to see it soon,嗨...您什么时候会回来轻松的信息和压力缓解视频？？？希望很快看到它
2000,Ugziw_uXcH28xWoU2vh4AaABAg,0,"it feels like mk is listening to a healing song. the voice of the dp is very special, gentle emotion. watch the video, it's good for ntn r, jealous vs qiac qaa to listen to live or urgent lunn",感觉MK正在听一首康复歌曲。 DP的声音非常特殊，温柔。观看视频，这对NTN R是有好处的，嫉妒与Qiac Qaa听现场或紧急的Lunn
2019,Ugzo6T9krfVk6H_yfbh4AaABAg,0,"it is a shame that more videos are being uploaded. i would like to know how your grandmother and you follow.
will no more videos upload?","可耻的是，更多的视频正在上传。我想知道您的祖母和您如何跟随。
不会再上传视频了吗？"
2030,UgwyBGXND9u40ktJ2yR4AaABAg,0,where r u...i am waiting for your video,在哪里...我在等你的视频
2049,UgwsR8C_nbo-Av5M2kh4AaABAg,0,"i am fantasizing: can her new video be eaten ""little aries is now eating, and leave a message on the single photo of wide vegetable leaves: little aries, how are you?
it's been a long time, i miss you very much! i believe that you must grow a lot better now, but are you now? i miss you so much ...","我在 幻想：她的新视频 能否在“现在 小白羊正在吃，宽菜叶的 单张相片上留言：小白羊，你好吗？
好久不见，很想念你呀！相信现在的的你，一定长大好多了，但是你现在在那里？我好想念你喔⋯⋯"
2056,Ugxl6Hu3zrH0Ptbnt5R4AaABAg,0,"lovely videos... i know its 3 years ago but have to mention , the cloth strips or collars around the puppies necks look tight..",可爱的视频...我知道它是3年前的，但不得不提到，小狗脖子上的布条或项圈看起来很紧。
2061,UgxLslMyeh0OShMJG_d4AaABAg,0,very nice video ❤️,非常好的视频❤️
2064,UgycL3pRbjalcMQbMdx4AaABAg,0,"i like your video 
btw im from malaysian","我喜欢你的视频
顺便说一句，马来西亚人"
2065,Ugy_DwwIRvTkzRAXmt94AaABAg,0,"this is a well-staged production, much like a movie. they have a recognized brand and make most of their money selling products related to their videos. in reality farm life is fairly difficult, with long hours and little pay.",这是一部精美的作品，就像一部电影。他们有一个公认的品牌，并赚取与视频相关的大部分资金出售产品。实际上，农场生活非常困难，长时间且工资很少。
2073,Ugy0qCMd4wU2fZ34tlp4AaABAg,0,"the video is very good and meaningful, she knows how to cook",视频非常好且有意义，她知道如何做饭
2076,UgzgxoHWLlQq742F5dd4AaABAg,0,plz come back new videos liziqi,请回来新视频liziqi
1785,UgxlLfgFloCQol9CrYd4AaABAg,0,why no new videos anymore?,为什么不再有新视频呢？
1764,Ugyf9G4ePQhUh-EuHcx4AaABAg,0,i ❤️ your videos ❤️❤️❤️,我❤️你的视频❤️❤️❤️
1752,UgywCGCenN2_P4-E1X94AaABAg,0,very nice video,非常好的视频
1420,UgwuWkj_osDNsYDFv9Z4AaABAg,0,i am delighted with the video. thank you,我对视频感到高兴。谢谢
1314,Ugx_rAzQYPX4N86lBT54AaABAg,0,liziqi i miss you and grandmom.plz come back..please..upload videos..,liziqi我想念你和grandmom.plz回来.. please..upload视频..
1315,UgyXEkGLUO4wGwGtqAV4AaABAg,0,it's my favorite video โค๏ธโค๏ธ,这是我最喜欢的视频❤️❤️
1316,Ugwc_OsHumeJvYho51J4AaABAg,0,"liziqi, new video when? huehue really miss you",liziqi，新视频何时？ Huehue真的很想念你
1319,UgwjURlQZ-D2njSNTt54AaABAg,0,i miss her videos :(,我想念她的视频:(
1343,Ugymazgr80Y1xN2D6FN4AaABAg,0,what a relaxing and smoothing video โจ๐๐๐ค๐ธ,多么轻松而平滑的视频✨
1362,UgyO5ORHSzam1fqePG14AaABAg,0,the perfect video for night gatherings.,夜间聚会的完美视频。
1367,Ugx8-MaZ9sxf-ZKOKbt4AaABAg,0,"i still like the videos of the video when i go back and watch the video, i ca nโ€t tire of it",回去看视频还是喜欢那时候拍的视频，百看不厌
1378,Ugxas-Y_r_4oosb6hgN4AaABAg,0,liziqi where are you? why you donโ€t upload your video? what happened? really i miss u and your video so much. please come back๐ฅบ,liziqi你在哪里？为什么不上传视频？发生了什么？真的，我非常想念您和您的视频。请回来
1398,UgzoU74SGUShMpSc5PV4AaABAg,0,love your videos,爱你的视频
1405,UgyvLmLNrvizv_RSB7B4AaABAg,0,i see this video 100 times your videos are amazing ๐คฉโค๏ธ๐‘,我看到这段视频100次，您的视频很棒
1409,UgzaGbbJ9YBSg_I09Ch4AaABAg,0,pure relaxation is these videos,这些视频是纯粹的放松
1411,UgxaduP-gpQyCNonr7l4AaABAg,0,i love your videos!,我爱你的视频！
1419,Ugw0v74UizfpfWKbi7l4AaABAg,0,"thank you for the videos. you are so well done! everything in your hands is on, they say it when everything turns out. #=",谢谢您的视频。你做得很好！他们手中的一切都在亮着，当一切都出现时，他们会这么说。 ＃=
1431,UgwAcUXjjjd8xTG2RKZ4AaABAg,0,"where are youe๏ธโน๏ธโน๏ธโน๏ธโน๏ธโน๏ธโน๏ธโน๏ธ
its ben a long long time.
are taking so much time to increase views on your previous vedios?
as i can see there are a lot of views on this one too.
i hope you are alricht.
please come back soon, do't keep your true admires wait this much long.
sometimes i wonder ๐ค” maybe you have blocked me becape i'm an indian. but this can't be true.
please come back soon, don't let you really admire for so long.
sometimes i want to know if you stop me because i am an indian. but this cannot be true.
please come back.
where are you.
it has been a long and long time.
do i need to spend a lot of time to increase the number of views of your previous videos?
as i see, there are many views on this.
i hope you are okay","Where are you
Its been a long long time.
Are taking so much time to increase views on your previous vedios?
As I can see there are a lot of views on this one too.
I hope you are alright.
Please come back soon,don't keep your true admirers wait this much long.
Sometimes I wonder 'm an Indian. But this can't be true.
Please come back请快点回来，不要让你真正的仰慕者等这么久。
有时我想知道你是否阻止了我，因为我是印度人。但这不可能是真的。
请回来.
你在哪。
它已经很久很久了。
是否需要花费大量时间来增加您之前视频的观看次数？
正如我所看到的，对此也有很多看法。
我希望你没事"
1696,UgzWbDrje9QSnZcaX7l4AaABAg,0,"where did she get out of, where are the new videos ??",她从哪里来，新视频在哪里？
1454,UgwulJOosBawBiIMO5Z4AaABAg,0,hi lam bangladeshi l see your video,嗨，lam孟加拉国l看你的视频
1466,UgyBprkqVpAeTu6cvkB4AaABAg,0,"watching this video more than a few dozen times, it is really very attractive to viewers and the unique dishes looking at us really want to try and throw our injuries to you back sooner and do it sooner and do it. the videos placed more iron wish your family a happy day",观看此视频超过几十次，它对观众和看着我们的独特菜肴确实非常有吸引力你的家人快乐的一天
1482,UgwUqhj4JEwWTfDSw6J4AaABAg,0,this is super video i like this video and my grandma like this video,这是超级视频，我喜欢这个视频，我的祖母喜欢这个视频
1484,UgyujIWFvBT9MS616ZR4AaABAg,0,anyone who comes to tet holiday will open this video as if i don't go,参加Tet Holiday的任何人都会打开此视频，好像我不去
1553,UgwyITUSgcBkBysfBYJ4AaABAg,0,new video,新视频
1563,UgxAB_obecKD56bWeSl4AaABAg,0,wow i really like ur videos,哇，我真的很喜欢你的视频
1565,UgwwOybBahvP8b1L28F4AaABAg,0,plzzzz new videos,plzzzz新视频
1590,UgzeP6xDyAfEd4dAHxN4AaABAg,0,i love to see her videos,我喜欢看她的视频
1592,UgxZNP1k6X2zL0BBKQN4AaABAg,0,l love yor videos,我爱你的视频
1621,UgyKdCctpNvk3Wxt4914AaABAg,0,i wish there was no music. but this video makes me triggered!!,我希望没有音乐。但是这个视频使我被触发了！！
1642,UgxR352WR-qB6CpueZ14AaABAg,0,dear lili i love ypur way of cooking and your life its so relaxing i have many trouble on my life my dad passed away and my houses burned and my 2 cat died in ghe fire and after4 months the daughter's of my brother and their divorced mom fping bad mgic for my breast and i loose one breast and when i watching your video i forget all my troubles and i feel relaxing thank uou,亲爱的莉莉，我爱ypur的烹饪方式，你的生活如此放松，我的生活有很多麻烦，我父亲去世了，我的房子燃烧了，我的2只猫死于Ghe Fire，四个月后，我的兄弟的女儿和离婚的妈妈Fping我的乳房不好，我放松了一个乳房，当我观看您的视频时，我忘记了所有的麻烦，我感到很放松，谢谢
1670,Ugwilm_zfGWDBxwFnjZ4AaABAg,0,why don't you post new videos? all good?,您为什么不发布新视频？都好？
1673,UgxpCNf78P4NrPxdAlF4AaABAg.9bgGwKa4MiY9bgWRAFpJlD,0,umm that's her problem rn's not posting videos anymore,嗯，这是她的问题，以及为什么她不再发布视频
2081,Ugy8dEdm-NsVr6EkI_N4AaABAg,0,my food video is also wonderful https://youtu.be/xhkvh3wrhba,我的美食视频也很棒https://youtu.be/xhkvh3wrhba
2082,UgzEuZV_0uJ-xggojM94AaABAg,0,"niu, this single video is 100 million views",牛啊，这单个视频一亿浏览量了
2103,Ugz9CdNWnJIzgRacYsx4AaABAg,0,"perhaps because i grew up watching kyung -si and kung fu, i really like this kind of chinese video video ( *' *｀) i want to travel someday.",也许是因为我长大后看着Kyung -si和功夫，我真的很喜欢这种中文视频视频（ *' *｀），所以我想有一天旅行。
2690,UgzJ8bBx-kQQmURCxDB4AaABAg,0,nice video,不错的视频
2510,Ugy_k-LKJvkYEalR9y54AaABAg,0,"wow she's amazing. she knows everything and also she's very nice and beautiful ,keep it up , i always watching your videos and i really love it",哇，她很棒。她知道一切，而且她非常友善和美丽，保持它，我总是看你的视频，我真的很喜欢它
2539,UgxcKt0X-vw6ilId_8p4AaABAg,0,"under the new channel of liziqi, she can see her previous video. does that indicate that li ziyi won?",Liziqi的新频道下面能看到她以前的视频，那是不是说明李子柒赢了？
2540,Ugzal61-2EMvMA91i8J4AaABAg,0,"it's almost new year's eve, come to revisit this video, miss you, sister, sister",又快过年啦，来重温这个视频，好想你啊姐姐
2570,UgxYqrjr9b8atOZff7d4AaABAg,0,i miss uuuuu so much plssss uplod u r videos.realy love uuu i m waitting ur videos,我非常想念uuuuu plssss uplod u r videos.realy love uuu u u ting ur videos
2572,UgzN7UypPIzlPPFHvXR4AaABAg,0,your video information is greater. i like,您的视频信息量更大。我喜欢
2600,UgzvKdDNTwcyUHVa-XN4AaABAg,0,i watched many video of her but this is very nice one,我看了她的许多视频，但这非常好
2620,Ugx1iTyc44jsHKvgMth4AaABAg,0,"fantastic video i,""m sri lankan",很棒的视频我。
2630,UgzjoXPa_yJFI4yBcSJ4AaABAg,0,i enjoyed very much and i see the video,我非常喜欢，我看到了视频
2651,UgwW64_ppQaZj4onLd14AaABAg,0,"video in cambodai
https://youtu.be/xqgottrst1s","柬埔寨的视频
https://youtu.be/xqgottrst1s"
2668,Ugy9In269Ol_VxPgQaZ4AaABAg,0,i hope she will make new videos again,我希望她能再次制作新视频
2677,UgyKx4SseZvpX_9kied4AaABAg,0,"thiss video my most favorite one
when i saw dis first time
i'm just shocked how beautiful you r and your thoughts your work everything ❤️❤️❤️❤️❤️i just love your every videos
i hope you are doing well
i really misss youuu","这是我最喜欢的视频
当我第一次看到迪斯
我只是震惊了你的美好和你的想法，你的工作一切❤️❤️❤️❤早太郎
我希望你一切都好
我真的很想念你"
2684,UgwH2b8q7k2bahpZjGt4AaABAg,0,"this is the video of the video two years ago, what a great girl",这是两年前的视频好失落，多么棒的女孩子
2686,Ugz2lUiW_2t_Q-C-GAd4AaABAg,0,i like this video too much ♡,我太喜欢这个视频了♡
2693,UgwqagK-01OurxUF1XB4AaABAg,0,your videos refresh my mind,您的视频刷新我的想法
2466,Ugxb7r_aneWq1n_3OM94AaABAg,0,i miss ur videos and u liziqi,我想念你的视频和你liziqi
2716,UgxbTacrk5_u0ncD1714AaABAg,0,"cool i liked this video, i could be here in brazil kkkkkkkk",很酷，我喜欢这个视频，我可以在巴西kkkkkkk
2729,UgyG3rmlkescH2WtjEZ4AaABAg,0,very nice video good job,非常好的视频好工作
2734,UgxVe0xvbDrJPlvbiMN4AaABAg,0,we dont no ur language so plz mention in english i like ur every video love u,我们没有你的语言，所以英语中提到我喜欢你的每个视频爱你
2742,Ugx_z2wMjv-freVwhr94AaABAg,0,"hello alician kis, i am your fan, i like your video",你好艾丽西亚凯斯我是你的粉丝我喜欢你的视频
2743,Ugx6zb4UtyzCitSUFyh4AaABAg,0,it's been so long didn't seen a new video u thr,长期以来一直没有看过新的视频
2760,UgwtaCh5pVwqdxZvDqp4AaABAg,0,"when will the eldest sister upload a new video?
waiting for your new updates ✨","大姐什么时候上传新视频
Waiting for your new updates ✨"
2774,UgzNFHSQJdL3xMQJdad4AaABAg,0,"all the videos of leziki i watched
i feel very good to me.","我看过的Leziki的所有视频
我对我感觉很好。"
2777,UgwF7lJNrSG2lvzbsL14AaABAg,0,thank you for video,谢谢你的视频
2787,Ugy2eTMVmOzEStNfwIh4AaABAg,0,i miss your videos,我想念你的视频
