,cid,votes,time,含wow,含wow中文翻译
14960,UgyWVrXvvuEL5rEei9x4AaABAg,0,3 years ago,wow what a fascinating woman,哇，真是一个迷人的女人
14929,UgzwIIXFWeuNdfTN4TB4AaABAg,0,3 years ago (edited),"this is ground bamboo and pea n pork curry. we eat in northeast too. lots of bamboo here.
edit: n we also eat mollusc too. wow so much similar.","这是地面竹子和豌豆N猪肉咖喱。我们也在东北吃饭。这里有很多竹子。
编辑：n我们也吃软体动物。哇，非常相似。"
14775,Ugxjye8ouqroQr24eTp4AaABAg,0,3 years ago,wow,哇
14732,Ugy0nQVMu7A-wSrtdiZ4AaABAg,0,3 years ago,wowwwwwwwwwww,wowwwwwwwwwww
15792,UgzuxTG5qAEXkzyyubV4AaABAg,0,3 years ago,wow,哇
14551,Ugyq4W9FOL8a_YHMPnd4AaABAg,0,3 years ago,"wow, look at it. it's also the continent. this is the bamboo shoot.",哇，看看。这也是大陆。这是竹芽。
14447,Ugz_PsJaxe33DrxoTxJ4AaABAg,0,3 years ago,wow,哇
14412,Ugx_XaZvJOjoTwvC3Ol4AaABAg,0,3 years ago,https://youtu.be/jgsrni-wk-o wow ❤,https://youtu.be/jgsrni-wk-o wow
14376,Ugy_hryCRqI3ykzii8F4AaABAg,0,3 years ago,"wow, where can we find a place like this to live.?! it’s surreal and i’m like how in the world does she find everything she needs in one place. simply blessed",哇，我们在哪里可以找到这样的地方。这是超现实的，我就像她在一个地方如何找到所需的一切。只是有福了
14045,UgwY2497zukgnB2KR514AaABAg,0,3 years ago,wow,哇
14030,UgxY9xUpbew9KYKCcK14AaABAg,0,3 years ago,wow,哇
13986,Ugzz6KI8QYdAiVgpXL14AaABAg,0,3 years ago,wowwww she is so amazing,哇，她真是太神奇了
13946,UgxBm0YHwt2SH3zrhId4AaABAg,0,3 years ago,wow looks yummmy watching now,哇，现在看着
13927,UgxvVb7fVCXv68uNmgx4AaABAg,0,3 years ago,wow wow wow............without saying a word she is so interesting to watch!!,哇哇...............................................................................................................她很有趣看！
13474,UgyF9tEuMsV68gW_9F14AaABAg.95O4S11kPAl95UOXySfHRs,0,3 years ago,"i think your dishes have too much dish, brainless brains, wow",我看你菜吃多了脑子不好使哇
13289,UgwxeALqPQhMPwYdP5J4AaABAg,0,3 years ago,"wow, it's a bamboo shoot ...",哇，这是竹拍...
13126,Ugw_DeotX4Bz6BX1lcR4AaABAg,0,3 years ago,wow! river snail! good taste.,哇！田螺！好味道。
12928,UgwagVSL1ahK4J9P4rp4AaABAg,0,3 years ago,wow! it feels good to live in such beautiful place. thumbs up if you agree. no wonder why she's got millions of views and subscribers.,哇！住在如此美丽的地方感觉很好。如果您同意，请大拇指。难怪她为什么有数百万的观点和订户。
12927,UgxJmyDUV1AaVexIAtZ4AaABAg,0,3 years ago,"one video brought me here. subscribed. so much science (growing, harvesting, cooking) and (in) nature. wow.",一段视频把我带到了这里。订阅。如此多的科学（成长，收获，烹饪）和（在）性质中。哇。
15624,UgyBgw8CxohJiizLwZV4AaABAg,0,3 years ago,wow she eats a lot! she needs energy for her daily hard work!,哇，她吃了很多！她需要日常工作的精力！
15864,UgxUAHJtK9CEcxJUzoV4AaABAg,0,3 years ago,wow 0.o',哇0.O'
12905,UgySi8oYx7SpGbsh8W94AaABAg,0,3 years ago,wow,哇
17192,UgyEJ1__p-xCyRsmLdx4AaABAg,0,3 years ago,shes good wow,她好哇
19282,UgyNaTNtoUM-a7OU_fd4AaABAg,0,3 years ago,"wow!!!!
i like the area she living at she can pick almost everything for cooking","哇!!!!
我喜欢她住在她身边的地区"
19241,UgzdOH_G_1P6hs-XYdF4AaABAg,0,3 years ago,wow.... excellent,哇....好
19206,UgwnaONbag5BmYCy1g54AaABAg,0,3 years ago,wow i am in love,哇，我恋爱了
19191,UgyvFOErNRlKW92n4lJ4AaABAg,0,3 years ago,wow,哇
19043,UgxFq4uaFl_qu834Vxl4AaABAg,0,3 years ago,wow to good,哇好
19033,UgyTf4yx4K0F9neg_jl4AaABAg,0,3 years ago,wow,哇
18363,UgzpYq3S9uSD6XbOWDt4AaABAg,0,3 years ago,wow amazing ... #harikrishnasahu,哇，太棒了... #harikrishnasahu
18192,UgyEgHJbYzPgjzpU8gp4AaABAg,0,3 years ago,"wow bamboo shoots, big fungus, i want to take a bite",哇 竹笋哎 大木耳 好想吃一口
18120,UgygBtKLSZQfqxHPLI14AaABAg,0,3 years ago,wow and visual beauty,哇和视觉美
18014,Ugz1faF_FYXzUKxjKlp4AaABAg,0,3 years ago,wow nice me from nepal,哇，我来自尼泊尔
17598,UgwJu8DhwFze3iXYx_B4AaABAg,0,3 years ago,wow! i'm drooling,哇呀！我流口水啦
17504,UgyBMc2zcV1VhSjtbJV4AaABAg,0,3 years ago,"wow. i have no idea what most of this stuff is, but it looks delicious . . . including the cook. the music, the flora and fauna, the sensual sounds, all give a sense of peace and tranquility. except now i'm hungry!",哇。我不知道这些东西是什么，但是看起来很美味。 。 。包括厨师。音乐，动植物，感性的声音都给人一种和平与安宁的感觉。除了现在我饿了！
17438,UgwV-LNEpQJAbi0pmAJ4AaABAg,0,3 years ago,"wow! beauty, talent and a dream life. she's amazing.",哇！美丽，才华和梦想的生活。她太赞了。
17248,UgydTlwjHAgPBIZH5xB4AaABAg,0,3 years ago,i am a big fan of your videos....wow green...green..green....amezing,我是您的视频的忠实粉丝....哇绿...绿色..绿色.... amezing
17143,Ugw3V4mfinrYvtP86iJ4AaABAg,0,3 years ago,wow ~ so beautiful little sister,哇~好漂亮的小妹妹
15927,UgzvtIbISZmXUAEUYAJ4AaABAg,0,3 years ago,wow this girl has patience...,哇，这个女孩有耐心...
17138,UgzdMv4zY17yvb263LV4AaABAg,0,3 years ago,she is wonder wowen,她想知道哇
17016,UgxElZ5V6of1hDR5wb54AaABAg,0,3 years ago,i would love to try ur food. im impressed.wow.,我很想尝试你的食物。我留下了深刻的印象。
16851,UgyerxfEPfPZF5PERvt4AaABAg,0,3 years ago,wow! awesome!!!,哇！惊人的！！！
16827,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI93CBJflGTYo,0,3 years ago,"@tehkettybear wow. you are completely ignorant of the facts surrounding her videos, and her home. it's all real",@tehkettybear哇。您完全不知道她的视频和她的家中的事实。都是真实的
91,UgwloDAdcgQQu5WoiqF4AaABAg,0,3 weeks ago,wow,哇
16720,Ugz9QswB7B2kxJdUloN4AaABAg,0,3 years ago,wow. and i all i can do is boil spaghetti.,哇。我所能做的就是煮意大利面条。
16535,Ugx_QcyRzqwM59au90N4AaABAg,0,3 years ago,i'm single. your place is wow..,我单身。你的地方是哇..
16415,Ugz7fVxN7X-MG39wMKV4AaABAg,0,3 years ago (edited),wow ! amazing nowadays girls are more dependent by family..i always love her video..the forest give much.n it's rich she is beautiful she can be an actress..,哇 ！如今，神奇的女孩更依赖家人。我总是喜欢她的视频。森林给予了很多。
16380,Ugx2lQPSI_EdWFbEt_d4AaABAg,0,3 years ago,wow,哇
16249,UgwurmVTmnWpM_Mw8Bl4AaABAg,0,3 years ago,"cooks...makes furniture...wow.
liked, saved and subscribed..
","厨师...制作家具...哇。
喜欢，保存和订阅..
"
16191,UgwvZ0I5nPYYfu0AQ4J4AaABAg,0,3 years ago,wow i love the quality,哇，我喜欢质量
16088,UgybjbmasTSpm_hRh2h4AaABAg,0,3 years ago,you make this so easy! everything looks good and delicious looking. wow.. thanks for sharing.. love love love,您使这个变得如此简单！一切看起来都不错又美味。哇..谢谢你的分享..爱爱爱
16041,UgwaaTZb38Bcqu_toIR4AaABAg,0,3 years ago,wow ~!!!,哇〜!!!
15999,UgwCDHFGo_EhPTR9P6V4AaABAg,0,3 years ago,"wow, i really want to eat fried field snails.",哇，好想吃炒田螺呀。
12910,UgxqkOx-ELTfOKgfVZl4AaABAg,0,3 years ago,woww ......,哇......
12903,UgwOC45-0JEI12h3zFt4AaABAg,0,3 years ago (edited),wow,哇
8312,UgxCcr3er-vd5lAr29Z4AaABAg,0,2 years ago,just wow,哇
9358,Ugx5M3Q3CvrMZuaEUZR4AaABAg,0,2 years ago,wow,哇
10345,UgyapfTjgcjUagX8WWR4AaABAg,0,3 years ago,wow you are incredible to watch,哇，你很难以观看
10327,UgxkfQRVAXdrzXkHRGt4AaABAg,0,3 years ago,wow its so nice,哇，真是太好了
9889,UgwWw83qhyXpWNFJbMh4AaABAg,0,3 years ago,wow,哇
9854,UgxYg0S7QEEG-EfHFvB4AaABAg,0,3 years ago,wow,哇
9783,Ugy0HRx1BSijOJLhAt14AaABAg,0,3 years ago,wow your video is superb .... me from kerala๐,哇，你的视频很棒。...我来自喀拉拉邦
9775,UgxlvI6-CROSf0K2NoJ4AaABAg,0,3 years ago,wow sounds great bamboo soup,哇，听起来很棒的竹汤
9644,UgwsFV9cxgvP5uRBXmZ4AaABAg.99mkur8G6R69BazZAvTLxR,0,2 years ago,@blizzardahm9745 liziqi lives in sichuan too? wow. so that is why there are varieties of vegetables and fruits she can gather. ๐,@Blizzardahm9745 Liziqi也住在四川吗？哇。因此，这就是为什么她可以收集的各种蔬菜和水果的原因。
9553,Ugy3BQfuo-woKnJ60gR4AaABAg,0,3 years ago,"wow! i love the channel you have a great content and presentations! looks so yummy and healthy dishes. i leave you with a well deserved like๐‘, subscription, and the bell on๐””! hope to see you in my channel too to be friend and stay connected. sending love๐’•and support from ph๐ต๐ญ.๐โค",哇！我喜欢您的频道，您的内容和演示很棒！看起来很美味和健康的菜肴。我给您留下了当之无愧的
9499,UgyY2fUeyAXFbp-SJ5p4AaABAg,0,2 years ago,wow in nepal we make pickles of bamboos shoot which is sour in taste ๐๐,尼泊尔哇，我们做泡菜泡菜，味觉酸味
9485,Ugy6qZMx3FNHSMgSaIV4AaABAg,0,2 years ago,"wow, this bamboo shoot is too big",哇，这笋太大了吧
9483,UgzRH-qiWue5LEKg2Bt4AaABAg,0,2 years ago,"wow, drooling",哇，流口水
9463,UgwnOKwm-T9iKHHYKDV4AaABAg,0,2 years ago,wow,哇
9411,UgyX7fIsn-u_6oSehBN4AaABAg,0,2 years ago,"wow ! young lady you are excellent, excellent cookers . god bless you. your hometown is very beautiful place . i like very much your hometown .",哇 ！年轻女士，你很棒，很棒的炊具。上帝祝福你。您的家乡是非常美丽的地方。我非常喜欢你的家乡。
9399,UgxKRIftesrYS_n0XkZ4AaABAg.9A9h338bDsC9AGlC5fJPwI,0,2 years ago,"wow, what does it feel better than huanhuan snail? i haven't eaten li ziyi",哇，跟好欢螺比是什么感觉，没吃过李子柒的
9147,Ugz0C3a3x4ryluV13st4AaABAg,0,2 years ago,wow,哇
10448,UgzmVSwYNgdtAjN-LBN4AaABAg,0,3 years ago,wow we used to do this too back in my hometown,哇，我们曾经在我的家乡也这样做
9125,Ugwr4PZ1f19PkchqYT14AaABAg,0,2 years ago,wow.๐๐,哇
8928,Ugw0OdNcONxvvUMACkx4AaABAg,0,2 years ago,wow ;),哇 ;）
8850,UgwJcYKXBEoC4WeTChJ4AaABAg,0,2 years ago,wow so independent,哇，如此独立
8846,UgwwfU6u-1ihGUyNLq14AaABAg,0,2 years ago,wow ๐๐‘๐””๐””๐””๐””๐””,哇
8773,UgznNJabG48nzQkSdOR4AaABAg,0,2 years ago,wow ๐ฎ๐๐๐,哇
8743,UgzRCwEN33ZjBVW-amJ4AaABAg,0,2 years ago,wow๐,哇
8685,UgytbBlG8PDh6ax_RX94AaABAg,0,2 years ago,"wow!!!! what a more natural lifestyle .... impossible .... taking advantage of everything you have, wisely usufructing nature ... and the work and care that is seen in each of its movements ..... truly wonderful !!! they raise the category of goddess ... and by the way its beauty is the most beautiful thing one can imagine, i was speechless to describe it .... simply presents ...
ja, and here, we, among cheef masters and high -tech kitchens and books and recipe books .... among the voragines of light and overabundance, between the reflectors of the cameras and the flashes of fame ..... we do not self -prove to the category of cheef hight, because we cook some potatoes and some green in a soy sauce or some morondanga mejunje ...
that absolutely far we are from simplicity, humility and wisdom ....","哇！！！！多么自然的生活方式....不可能。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。他们提高了女神的类别……而且它的美丽是人们可以想象的最美丽的东西，我无语地描述了它。
JA，在这里，我们在Cheef Masters和高科技厨房，书籍和食谱书中。。。不是自我居住在cheef hight的类别中，因为我们在酱油或一些莫伦达加·梅朱杰（Morondanga Mejunje）中煮一些土豆和一些绿色...
我们与简单，谦卑和智慧绝对远。"
8680,Ugw4CaXfzj7gQDOBvth4AaABAg,0,2 years ago,wow such great cutting skills,哇，如此出色的切割技巧
8672,UgxD-KaWVfQRIZfqqlF4AaABAg,0,2 years ago,wow so nice and yummy it seems ๐ freshly prepared vegetables and food,哇好好吃，似乎是
8632,Ugwjni_Dsu_2sy1rEkx4AaABAg,0,2 years ago,wow the view is very good in the village ...,哇，村里的景色非常好...
8601,UgyOxIkvpLFuQtUG3h14AaABAg,0,2 years ago,"wow, that's awesome.",哇，太棒了。
8539,UgyhNd_cJc5O3HIlPDR4AaABAg,0,2 years ago,"wow, miss e, cook bamboo shoots",哇，E小姐，煮竹芽
8395,UgwRjegD8DGdjYronjN4AaABAg,0,2 years ago,where is she live.... her cooking style wow....,她住在哪里....她的烹饪风格哇。
8377,Ugx2VSRCTRVzJHKYvep4AaABAg,0,2 years ago,wow wat a life u live...,哇，你的生活...
10418,Ugzno2O7bbv-shbUomh4AaABAg,0,3 years ago,wow ❤️❤️,哇❤️❤️
10469,Ugzkheo3vlQ-nuhnSeB4AaABAg,0,3 years ago,wow andat is really creative,哇安特真有创意
12819,UgwRPm-ReMTBPqyGpKF4AaABAg,0,3 years ago,wowww,哇
12000,Ugz0mFC-Ay6si-uU1pZ4AaABAg,0,3 years ago,wow that very impressive everything is perfectly done very nice video good job chinese girl you and your team are very talented,哇，令人印象深刻的一切都完美地完成了非常好的视频，你和你的团队都很有才华
12725,UgxodQ3MRU4BPOQyXcJ4AaABAg,0,3 years ago,wowwwwww,wowwwwww
12706,Ugx4Zs1XOUwJvoGX0lF4AaABAg,0,3 years ago,wow.,哇。
12676,Ugxz_vI6HJf3ZkDv78B4AaABAg,0,3 years ago,"wow, she's very pretty",哇，她很漂亮
12656,Ugznu3FOGHEG3O-iXdN4AaABAg,0,3 years ago,wow so naturel,哇，所以自然
12629,Ugzf-xEHYXtezG1s0fB4AaABAg,0,3 years ago,great video. wow,很棒的视频。哇
12571,Ugx6CiMQrot2xRg3DIF4AaABAg,0,3 years ago,wow she's my idol,哇，她是我的偶像
12569,Ugy9i-hwFIVkDw6gxxN4AaABAg,0,3 years ago,"wow, i want to have a simple lifestyle like this.",哇，我想拥有这样简单的生活方式。
12558,Ugzj8UgBMrSqJItdNx54AaABAg,0,3 years ago (edited),the everything woman plants crops harvests climbs mountains swims rivers has a whole grocery store of food in the forest has acres and acres and acres of a cultivated garden works all manner of wonderment makes clothes makes utensils maintains 100 acre estate all by herself washes clothes makes clothes out of spider webs the wonder woman cooks all manner of fine cuisine. wow finds all manner and types of rare plants and mushrooms just a few feet into the woods,女人植物作物收获的所有东西攀登山脉河流河流在森林里有整个杂货店的食物，那里有英亩，英亩和一英亩的耕地花园作品，各种各样的奇观使衣服使餐具维护100英亩的庄园从蜘蛛网中脱颖而出，《神力女超人》烹饪各种美食。哇，发现各种方式和类型的稀有植物和蘑菇，仅几英尺
12453,Ugxp4TjvPHX3W4g2lWh4AaABAg,0,3 years ago,she's doing compulsory ads now? wow that arrogance lol.,她现在正在做强制性广告？哇，大声笑。
12408,Ugx_uLH-wlikfBuLP0h4AaABAg,0,3 years ago,wo wow this,哇，这是ww wi wi wi wi
12259,Ugw0AckF9-IEeyMSsgx4AaABAg,0,3 years ago,"wow，so good,i like it",哇，好，我喜欢
12198,UgyPZR8FHanBZd8iCDd4AaABAg,0,3 years ago,wow! you're amazing! lovely garden vegetable,哇！你太棒了！可爱的花园蔬菜
12146,Ugx80QK2oa6uZnkgzn14AaABAg,0,3 years ago,wow i love all your videos it's amazing ....stay safe,哇，我喜欢你所有的视频，这太棒了....保持安全
12128,Ugx_DftRBa7P4N_NriB4AaABAg,0,3 years ago,wow chinese girl is good at cooking vegetables,哇，中国女孩擅长烹饪蔬菜
11983,UgxWHusOCSusCeEcyW94AaABAg,0,3 years ago,the fast peeling of hard boiled egg part wow! 'm amazed,硬煮鸡蛋部分的快速剥离！
10471,Ugynf3LAVHAxSkhTv_Z4AaABAg,0,3 years ago,wow i love this place,哇，我喜欢这个地方
11841,UgyXRupjbCTFXuR4iMN4AaABAg,0,3 years ago,"city girl : wow thats her, lets take a selfie with her.
qizi : bixch please...","城市女孩：哇，这是她的，让我们和她一起自拍照。
Qizi：Bixch请..."
11795,UgxYKTQFx-ttoDkzyKN4AaABAg,0,3 years ago,wow,哇
11716,UgzfuZz_zzGhkxW5stx4AaABAg,0,3 years ago,wow i find my wife,哇，我找到我的妻子
11632,UgyvbG-7-SdcXcsLt2J4AaABAg,0,3 years ago,wow so beautiful,哇，如此美丽的
11631,UgyTNpF_A3Cx5jMK6wh4AaABAg,0,3 years ago,wow bamboos in china are sooo big no wonder panda live there... it's gonna be so fun to make bamboo cannon there hahaha,中国的哇竹子很大，难怪熊猫住在那里...在那里制作竹大炮会很有趣哈哈哈
11618,UgyCcKRj_VAKeMS9yGx4AaABAg,0,3 years ago,wow i want to eat noodles sekali ..,哇，我想吃面条Sekali ..
11530,Ugxav2Bv3G-GK7cyq514AaABAg,0,3 years ago,wow,哇
11466,UgzjHIPQ1ZVTt4FnuOd4AaABAg,0,3 years ago,wow nice girl,哇，好女孩
11464,Ugy8leJC4jYjVKRkOR94AaABAg,0,3 years ago,wow it must be very fortunate to be boyfriend of this decent lady,哇，成为这个体面的女士的男朋友一定很幸运
11451,Ugx4DBnQek4o_4H1lmF4AaABAg,0,3 years ago,wow nic im nepali,哇，尼克·尼巴利
11317,UgxtLMdS_TLGz3imc1d4AaABAg,0,3 years ago,just wow... what a woman,哇...一个女人
11311,UgzH_5QjuJ6zsBUHqGZ4AaABAg,0,3 years ago,"wow, it's a real drama or a movie. it's so amazing that there's a person like that. it's really amazing",哇，有一个人是一部真正的戏剧或电影真是太神奇了。
11252,UgzuSMc4eiv6JHmsebh4AaABAg,0,3 years ago,wow nice dear,哇，亲爱的
10904,UgyQqrj0cxqXDTlxKBN4AaABAg,0,3 years ago,wow i love tava,哇，我爱塔瓦
35404,UgzdjEqS9VxwP0GZ80B4AaABAg,0,3 years ago,woww,哇
