,cid,votes,time,含oh,含oh中文翻译
9528,UgxqCtHrvTzS35Wy--l4AaABAg.9H9CoV7Y4L-9Ixv_H6D5FV,0,2 years ago,"@ naimakhoiroh8991 india, kerala njnanum malayali aane",@ naimakhoiroh8991印度，喀拉拉邦njnanum malayali aane
9347,Ugw8QmeHtK9J29UimxB4AaABAg.9HIod9aRlJy9Hsod29DcOr,0,2 years ago,@user-es3qh5oh1g uuiiiii8,@user-es3qh5OH1g uuiiiii8
9277,UgzgRYzKh0pF-P0KiNl4AaABAg.9HRekanLubk9HRelPI-G69,0,2 years ago,"[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
want to drink tea ~ but can't find a reliable tea house?
want to drink tea ~ but are you afraid that your sister is unhealthy?
want to drink tea ~ but can't find honest tea sister?
want to drink tea ~ but can't find the cup that meets you?
it's okay ~ join lai: 76k8, let you enjoy the highest -end service
there are surprises every day every day, it is definitely your best choice
◆ trading is small, the biggest person ◆◆ integrity transaction, a ninno qianjin ◆
◆ credit is gold, wealth is silver ◆◆ conscience and morality,? just integrity ◆
service area: taiwan/taipei/taichung/kaohsiung/hsinchu/changhua/nantou/tainan
service time: 12:00 noon-before 4 am
service content full set of service shower oral sex aihara
all matched the delivery of the delivery without fixed points, the hotel is selected by the great self -selected self -selected self -selected self
this tea house is all with ~ meet ~ satisfaction ~ cash ~ transaction ~ can be shot and replace people","【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
想要喝茶~却找不到可靠的茶庄吗 
想要喝茶~却害怕妹妹不健康吗 
想要喝茶~却找不到诚实的茶姐吗 
想要喝茶~却找不到符合自己的那杯吗 
没事~加入赖：76k8，让你享受最高端的服务 
每天不断更新 天天有惊喜,绝对是您最佳的选择 
◆交易是小,做人最大◆◆诚信交易,一诺千金◆ 
◆信用是金,财富是银◆◆良心道德,?就诚信◆ 
服务地区：全台湾/台北/台中/高雄/新竹/彰化/南投/台南 
服务时间：中午12点-凌晨4点前 
服务内容 全套服务 淋浴 口交 爱爱 哈拉 
一律配合外送没有固定的点，旅馆的话由大大自选 
本茶坊都是以~见面~满意~现金~交易~可打枪换人"
9258,UgzgRYzKh0pF-P0KiNl4AaABAg,0,2 years ago,"[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
[18 forbidden] great taiwan service yue zhengmei +line: 76k8 [you can see if you add a lot of water girls]
want to drink tea ~ but can't find a reliable tea house?
want to drink tea ~ but are you afraid that your sister is unhealthy?
want to drink tea ~ but can't find honest tea sister?
want to drink tea ~ but can't find the cup that meets you?
it's okay ~ join lai: 76k8, let you enjoy the highest -end service
there are surprises every day every day, it is definitely your best choice
◆ trading is small, the biggest person ◆◆ integrity transaction, a ninno qianjin ◆
◆ credit is gold, wealth is silver ◆◆ conscience and morality,? just integrity ◆
service area: taiwan/taipei/taichung/kaohsiung/hsinchu/changhua/nantou/tainan
service time: 12:00 noon-before 4 am
service content full set of service shower oral sex aihara
all matched the delivery of the delivery without fixed points, the hotel is selected by the great self -selected self -selected self -selected self
this tea house is all with ~ meet ~ satisfaction ~ cash ~ transaction ~ can be shot and replace people","【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
【18禁】大台湾服务约正妹 +LINE:76k8 【加入有超多水妹可以看喔】 
想要喝茶~却找不到可靠的茶庄吗 
想要喝茶~却害怕妹妹不健康吗 
想要喝茶~却找不到诚实的茶姐吗 
想要喝茶~却找不到符合自己的那杯吗 
没事~加入赖：76k8，让你享受最高端的服务 
每天不断更新 天天有惊喜,绝对是您最佳的选择 
◆交易是小,做人最大◆◆诚信交易,一诺千金◆ 
◆信用是金,财富是银◆◆良心道德,?就诚信◆ 
服务地区：全台湾/台北/台中/高雄/新竹/彰化/南投/台南 
服务时间：中午12点-凌晨4点前 
服务内容 全套服务 淋浴 口交 爱爱 哈拉 
一律配合外送没有固定的点，旅馆的话由大大自选 
本茶坊都是以~见面~满意~现金~交易~可打枪换人"
9220,Ugx0CSckEQzt2EQoY2x4AaABAg,0,2 years ago,"john 14:6 kjv, ""jesus saith, i am the way, the truth, and the life: no man cometh unto the father, but by me.""

1 peter 2:24 niv, ""he himself bore our sins in his body on the tree, so that we might die to sins and live for righteousness; by his wounds you have been healed.""

john 3:16 kjv, ""for god so loved the world, that he gave his only begotten son, that whosoever believeth in him should not perish, but have everlasting life"". 

romans 3:23-24 niv, ""...for all have sinned and fall short of the glory of god, and all are justified by his grace through the redemption that came by christ jesus"".

john 8:12 kjv, ""i am the light of the world: he that followeth me shall not walk in darkness, but shall have the light of life"". 

jesus is the only way to god, the truth of salvation, and the breath/bread of life. 

accept jesus christ as your lord and saviour. sins separate us from god because he's holy. all sins will be forgiven and erased through faith in christ jesus. god ♥ you, is alive, merciful, faithful, truthful, and is waiting with his arms wide open for you! for jesus did not come to establish a religion, but to become a mediator between god and men.

through the grace of god, jesus was given to us by paying the price at the cross at calvary. repent and confess from your sins to jesus and ask him to forgive you. a sinner cannot save a sinner, only a sinless person can. that sinless being is jesus christ himself.

through the faith in christ jesus, the sick was healed; everywhere he went, he healed the blind, the mute, the deaf, the demon-possessed, raised the dead, as well as performed many miracles; he also walked on water, turned water into wine, calmed the storm with his command, and was raised up from the dead. miracles are still being seen today! jesus is our helper, our healer, our refuge/protection, and our strength for when time gets tough.

god is standing and knocking at the door waiting for your answer right now because the kingdom of heaven is coming.","约翰福音14：6 KJV，“耶稣说，我是道路，真理和生命：没有人会给天父，而是我。”

1彼得2:24 NIV，“他本人在树上的身体中犯了我们的罪过，这样我们就可以死于罪恶并为公义而活；通过他的伤口，您已经得到了治愈。”

约翰福音3:16 KJV，“因为上帝如此爱世界，以至于他赐给了他唯一的儿子，以至于谁相信他的人不应该灭亡，而是永生的生活”。

罗马书3：23-24 NIV，“……因为所有人都犯了罪，并没有上帝的荣耀，所有人都通过基督耶稣的救赎而被他的恩典所辩护。”

约翰福音8:12 KJV，“我是世界之光：跟随​​我的人不会在黑暗中行走，而应具有生命之光”。

耶稣是通往上帝的唯一途径，救赎的真理以及生命的呼吸/面包。

接受耶稣基督为你的主和救主。罪与我们与上帝分开，因为他是圣洁的。通过对基督耶稣的信仰，将宽恕和抹去所有罪。上帝♥你，活着，仁慈，忠实，真实，他的手臂宽大地等待着你！因为耶稣不是来建立宗教，而是成为上帝与人之间的调解人。

通过上帝的恩典，耶稣是通过在Calvary的十字架上付出代价的。从你的罪向耶稣身上悔改并承认，请他原谅你。罪人不能拯救罪人，只有一个无罪的人才能。那无罪的是耶稣基督本人。

通过对基督耶稣的信仰，病了。他到处走了，他治愈了盲人，沉默寡言，聋人，恶魔，抚养了死者，并表现出了许多奇迹。他还在水上行走，将水变成葡萄酒，用他的命令使暴风雨平静下来，并从死里复活。今天仍在看到奇迹！耶稣是我们的助手，我们的治疗者，我们的避难/保护，以及时间变得艰难时的力量。

上帝正在站着并敲门，因为天国即将到来，所以现在等待您的回答。"
8598,UgyT54eRMqai4lKkbv94AaABAg,0,2 years ago,"john 3:16 ~ for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life. god is loving and literally true love; god loves us and wants us not to perish but have everlasting (eternal) life! you don't have to go to hell it was created only for the devil and the fallen angels, but when you don't choose god you automatically (even if you don't realize or mean it) choose the opposite, which is the devi and eternal death, that's just how it is, and the devil and his minions fates are sealed which is why he wants to bring as many people down with him before he enters his eternal punishment/torture in the lake of fire and brimstone (with his minions/followers). but there's hope for us(the way to god)! and that way and hope is jesus! | john 14:6 jesus said to him, “i am the way, the truth, and the life. no one comes to the father except through me. | heaven is open for all through, and only through jesus christ! jesus is the doorway to the father (who house is heaven !) god gave us instructions in how to accept him which is accepting jesus, so again you do not want to miss out on this free gift from god then accept jesus in your heart today! we are not promised tomorrow! 

q: what must i do to be saved?

a: if you’re asking this question, you’re not far from salvation. getting saved is a blessed gift from god!

first of all, it is important to realize that there is only one way to god, and that is through jesus christ, the lord and savior of the world (john 14:6). the word of god says if you believe with your heart that god raised jesus from the dead, and confess jesus as your lord, you will be saved (romans 10:9-10).

( romans 3:23-24 )
for all have sinned and fall short of the glory of god, and all are justified freely by his grace through the redemption that came by christ jesus. 

there is a heaven to gain, and a hell to shun!

salvation is a free gift that god offers us because of his unconditional love through the sacrifice jesus made in our behalf: “but god showed his great love for us by sending christ to die for us while we were still sinners” (romans 5:8).

that should remove any doubts about you being worthy to be saved. salvation is not something we deserve, nor is it something we can earn. it is a gift that was purchased and paid for by the blood of jesus. through the cross, god laid the punishment for our sin on jesus so that we might have right-standing with god through faith in him (2 corinthians 5:21).

jesus was our substitute. he took the pain, penalty and punishment for our sin so that god could freely offer us salvation from our sin (isaiah 53:3-5). “for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life” (john 3:16). 

that if you confess with your mouth the lord jesus and believe in your heart that god has raised him from the dead, you will be saved (romans 10:9)

god does not hold the wrong things you’ve done in the past against you when you recieve salvation. you only need jesus to be saved and set free! right now, you can make a decision to receive jesus into your life by following these steps:

1. believe that jesus is the son of god and that he was raised from the dead.

2. accept jesus as your savior and proclaim him lord of your life.

if you desire to do this right now, pray the following prayer out loud and mean it with all of your heart and live out your new life in christ:

“heavenly father, i come to you in the name of jesus. your word says, 'everyone who calls on the name of the lord will be saved' (acts 2:21). i am calling on you.

“i pray and ask jesus to come into my heart and be lord over my life according to romans 10:9-10: ‘if you confess with your mouth that jesus is lord and believe in your heart that god raised him from the dead, you will be saved. for it is by believing in your heart that you are made right with god, and it is by confessing with your mouth that you are saved.' 'i do that now. i confess that jesus is lord, and i believe in my heart that god raised him from the dead.

i give you full control of my life. let only your will be done in my life, thank you for saving me. i receive the holy spirit, come live in me, seal me, in the name of jesus! 

“i am now reborn! i am a christian—a child of almighty god! jesus is the lord and savior of my life, i am saved, amen!”
.
you need to grow in relationship with jesus! don't just pray a prayer and live as you used to, get baptised, read the bible starting in john, and follow jesus not the world! heaven and earth will pass away but the word will never pass, follow jesus through it all! he is coming very soon so live like he will come tomorrow, because he might!","约翰福音3:16〜因为上帝如此爱世界，以至于他赐给了他独生子的儿子，以至于相信他的人不应该灭亡，而应该永生。上帝是爱，字面上的真爱。上帝爱我们，希望我们不要灭亡，而是拥有永恒的（永恒）生命！您不必去地狱，它仅是为魔鬼和堕落的天使创建的，但是当您不选择上帝时，您会自动（即使您没有意识到或刻薄）选择相反的事物，这就是Devi和永恒的死亡，就是这样，魔鬼和他的奴才命运被封印了，这就是为什么他想在他进入火湖和硫磺湖之前将他带到他永恒的惩罚/酷刑之前（与他一起他的奴才/追随者）。但是我们有希望（通往上帝的道路）！那样，希望就是耶稣！ |约翰福音14：6耶稣对他说：“我就是道路，真理和生活。除了通过我，没有人来找父亲。 |天堂可以通过耶稣基督开放，只能通过耶稣基督开放！耶稣是父亲的门口（上帝是天堂！）上帝给了我们关于如何接受他接受耶稣的指示，所以您再次不想错过上帝的免费礼物，然后今天接受耶稣呢明天我们不承诺！

问：我该怎么做才能保存？

答：如果您要问这个问题，那么您距离得救不远。得救是上帝的祝福礼物！

首先，重要的是要意识到只有一种向上帝的方式，也就是通过耶稣基督，世界的主和救主（约翰福音14：6）。上帝的话说，如果你内心相信上帝从死里复活了耶稣，并承认耶稣为你的主，你就会得救（罗马书10：9-10）。

（罗马书3：23-24）
因为所有人都犯了罪，而没有上帝的荣耀，并且通过基督耶稣所产生的救赎，他的恩典自由地证明了这一点。

有一个天堂可以获得避开的地狱！

救恩是上帝给我们提供的免费礼物，因为他通过代表我们做出的牺牲的牺牲而献出了无条件的爱：“但是上帝在我们仍然是罪人的同时为我们而死，向我们展示了他对我们的伟大爱”（罗马书5：8 ）。

这应该消除对您值得保存的任何疑问。救赎不是我们应得的，也不是我们可以赚取的东西。这是由耶稣的宝血购买和支付的礼物。在十字架上，上帝对我们对耶稣的罪进行了惩罚，以便我们可以通过对上帝的信仰与上帝直立（哥林多前书5:21）。

耶稣是我们的替代品。他为我们的罪恶接受了痛苦，处罚和惩罚，以便上帝可以自由地从我们的罪恶中拯救我们（以赛亚书53：3-5）。 “因为上帝如此爱世界，以至于他赐给了他独生子，以至于谁相信他的人不应该灭亡，而应该永生”（约翰福音3:16）。

如果您用嘴巴承认主耶稣，并相信您的内心将上帝从死里复活，您将被拯救（罗马书10：9）

当您获得救赎时，上帝并没有将您过去所做的错误。您只需要拯救耶稣并自由！现在，您可以通过遵循以下步骤来决定接受耶稣的生活：

1.相信耶稣是上帝的儿子，他是从死里复活的。

2.接受耶稣为您的救主，并宣告他的生命之主。

如果您想现在就这样做，请大声祈祷以下祈祷，并全心全意地祈祷，并在基督里过着新的生活：

“天父，我以耶稣的名来找你。您的话说：“每个呼唤主名的人都将被拯救”（使徒行传2:21）。我在呼唤你。

“我祈祷并要求耶稣进入我的内心，按照罗马书10：9-10成为我的一生：'如果您用嘴巴承认耶稣是主，并相信上帝将上帝从死里复活，您将被保存。因为它是通过相信自己的心，就是与上帝合作，而是通过嘴巴坦言被保存了。 '我现在这样做。我承认耶稣是主，我相信我的心，上帝将他从死里复活。

我给你完全控制我的生活。让我一生中只能完成您的工作，谢谢您救了我。我收到圣灵，以耶稣的名义生活在我里面，密封我！

“我现在是重生！我是基督徒 - 全能神的孩子！耶稣是我生命的主和救主，我被拯救了，阿们！”
。
您需要与耶稣建立关系！不要只是祈祷并像以前那样祈祷并生活，受洗，从约翰开始阅读圣经，并跟随耶稣而不是世界！天地会过去，但这个词永远不会过去，跟随耶稣通过这一切！他很快就来了，所以他的生活就像明天会来的那样，因为他可能会！"
8597,UgyOW7YXEj0NVvIbs8d4AaABAg,0,2 years ago,"true salvation that is found in christ alone, by grace through faith, not of good works lest anyone boasts! (ref. ephesians 2:8)

for all have sinned and fallen short of the glory of god! (romans 3:23) only god is perfect, so the perfect god came down in the form of man and died to save his imperfect creation from eternal destruction.

jesus cares for you, no matter who you are or what you've done.
he thought of you on that cross.

jesus loves whoever reads this(yes you!) and he is coming!! when many disappear from the earth, it's was the rapture! i pray you get ready and stay ready!

for today is the day of salvation! 
|romans 10:9-10 if you declare with your mouth, “jesus is lord,” and believe in your heart that god raised him from the dead, you will be saved. for it is with your heart that you believe and are justified, and it is with your mouth that you profess your faith and are saved.| god sent his one and only son to come die on the cross for us, he took that punishment that we deserve so u can have eternal life ( john 3:16 ) please accept christ and live for him today! our tomorrow is not promised but your place in eternity, either heaven and eternal life by accepting jesus christ (romans 10:9-10) or hell and eternal death by not accepting jesus christ is (john 12:48-49), is promised!! 

john 14:6 jesus saith unto him, i am the way, the truth, and the life: no man cometh unto the father, but by me.","仅在基督中，通过信仰而不是在基督中找到的真正的救赎，而不是善行，以免任何人夸耀！ （参考以弗所书2：8）

因为所有人都犯了罪和落下上帝的荣耀！ （罗马书3:23）只有上帝是完美的，所以完美的上帝以人的形式降下，死于拯救他不完美的创造中，以免永恒的破坏。

耶稣在乎你，无论你是谁或你做了什么。
他在那个十字架上想到了你。

耶稣爱读这个人的人（是的！），他来了！当许多人从地球上消失时，那就是狂喜！我祈祷你准备好准备！

今天是救赎的日子！
|罗马书10：9-10如果您用嘴宣告“耶稣是主”，并相信您的心，上帝将他从死里复活，您将被拯救。因为您相信并有理由是您的内心，正是您的嘴宣称自己的信仰并得救了。上帝派他的一个和独生子的儿子为我们而死，他接受了我们应得的惩罚，以便您可以永生（约翰福音3:16），请今天接受基督并为他生活！我们的明天不是应许，而是您在永恒中的地位，无论接受耶稣基督（罗马书10：9-10）或不接受耶稣基督是地狱和永恒的死亡（约翰福音12：48-49）。 !!

约翰福音14：6耶稣对他说，我就是道路，真理和生命：没有人会给天父，而是我。"
8595,UgzISwsnTJJJJUcYKhB4AaABAg,0,2 years ago,oh so this is what they eat in those traditional c dramas..,哦，所以这就是他们在那些传统的C戏剧中吃的。
8127,UgxZaCoIxGj0Fo7-VJZ4AaABAg,0,2 years ago,oh that's how to fetish kwaci so it won't be charred,哦，这就是恋物癖kwaci的方法，所以它不会被烧焦
8010,Ugyu82znzDoFCalzCnd4AaABAg,0,2 years ago,"can you share my song?
nǐ néng fēnxiǎng wǒ de gē ma
https://www.youtube.com/watch?v=qa7z5jf_zce&list=plbyylm1fipcp6ugnd13dzohytfndrhhhhhhhhhhhh","你能分享我的歌吗
Nǐ néng fēnxiǎng wǒ de gē ma
https://www.youtube.com/watch?v=qA7Z5JF_zCE&list=PLByYLM1fiPcP6U3UgNd13DZohyTFndrHH"
7927,UgxvfaJfz-OklvwbQft4AaABAg,0,2 years ago,"oh, real! fighting!",哦，真实！战斗！
7862,UgybE24KBynimaW_qPh4AaABAg,0,2 years ago,hlppp. z8)(npohelp c dup'ytwqq 4th go po,HLPPP。 Z8）（npohelp c dup'ytwqq 4th go po
7852,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVr-s9FJU_,0,2 years ago,"@kaahzvi5820 why so quiet? did your ccp bot malfunction or is it out of batteries? buy american instead of ccp made 3rd rate products, 50 cent army keyboard soldier. winnie the pooh is a dictator!",@kaahzvi5820为什么如此安静？您的CCP机器人故障还是在电池中脱颖而出？购买美国人而不是CCP制造的第三次税率产品，50 Cent陆军键盘士兵。小熊维尼是独裁者！
7832,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVDkkKKnNp,0,2 years ago (edited),@shinkurosetta2157 hahahahahahahaha oh i hit a nerve. goes str8 to defending anime. weeb loser. news flash: japan's rich historical culture is defined by more than 2d cartoons.,@shinkurosetta2157哈哈哈哈哈哈哈哈哈，哦，我打了一个神经。去捍卫动漫。 Weeb失败者。新闻快报：日本丰富的历史文化由2D漫画定义。
7533,Ugz33gk2n58Ad39Ysvt4AaABAg.9JfTa1DwsQJ9JtUfeh0Ewm,0,2 years ago,@orangebestboi8498 oh,@OrangeBestboi8498哦
7423,Ugy4yFFOJFwaZlMAfC54AaABAg.9Jn9HYbPQh09JyVoGNH-SX,0,2 years ago,@anasmohamed42222 bocz we are malayalis,@anasmohamed42222 bocz我们是马来亚人
7271,UgxRpj42RZtr1cf5y9R4AaABAg.9K2UziaglCb9K6Sizv0j_0,0,2 years ago,9ooooo9o0p02iohaminwp,9OOOOOOO9O0P02IOHAMINWP
7249,UgwKR34jDK92IwI0fh54AaABAg.9K5e4PorMv-9KBRQrlzcHI,0,2 years ago,"oh just bcs it’s literal translated from chinese guazi which means melon seeds, but we know those are from sunflowers ☺️",哦，只是bcs，它的字面翻译成中国番石榴，这意味着瓜子，但我们知道这些是来自向日葵的☺️
7194,UgzAVlxsswIVfh6xF4h4AaABAg,0,2 years ago,oh my god unbelievable u,哦，我的上帝难以置信的你
7042,UgwinxWIB5Rkppgi0Bx4AaABAg,0,2 years ago,one side she pick up all natural fruit and vegetables and then she eat a non veg... oh god really bad..,一侧她拿起所有天然水果和蔬菜，然后她吃了一个非蔬菜……哦，上帝真的很糟糕。
7003,UgwzFrRUg-vSZoWOwe94AaABAg,0,2 years ago,ohhh that snowflake crisp looked sooo good,哦，雪花脆皮看起来很好
6709,UgyfhZpMWB5HFrT2glp4AaABAg,0,2 years ago,ooooh my gad you very artiste beautiful ❤️❤️❤️,哦，我的gad，你非常艺术家美丽❤️❤️❤️
6582,UgwY7aEiSStLbvnl-yN4AaABAg,0,2 years ago,https://youtu.be/31xoha-horc,https://youtu.be/31xoha-horc
6330,UgxpLx5HMlRjLM4BAuV4AaABAg,0,2 years ago,"oh so the cage that i like to buy at alfa, he made",哦，所以我喜欢在阿尔法买的笼子，他做了
6187,Ugw-2P9xoaXY8HRK81J4AaABAg,0,2 years ago,oh to have her grip strength,哦，有她的握力
6072,UgxsRaUw8M5_wR41BsJ4AaABAg,0,2 years ago,"so beautifully done.. the sound, the colour.. oh god.",如此精美。声音，颜色..哦，天哪。
16730,UgxKTlCAdOs4VwXmy414AaABAg.98ULgDRBjBw98a00mcnZFN,0,3 years ago (edited),"santi sautu my boyfriend is actually wealthy, he hates when people mention that he has money, or mostly when people at school say, “oh you’re parents aren’t bad or mean to you because you’re rich” or “you have no problems because you have a lot of money.” most rich 
people are not like this and most of them don’t say stupid shit like this.","我的男朋友桑蒂·索图（Santi Sautu没问题，因为你有很多钱。”最富有
人们不是这样，他们中的大多数人都不会这样愚蠢。"
16735,UgzNPaqTnQeGrjsoBlt4AaABAg.98Tl0pLSUFY98Y4WPpNQJn,0,3 years ago,"oh, it is really a mango. so big.",哦，这确实是芒果。很大。
16814,UgxbyK0kg5c969471UF4AaABAg,0,3 years ago,"oh, when you are born with the original, visit the encouragement of the exact old fans of russian songs.",喔生与原额喔时参观鼓舞确切老欸歌迷俄国歌曲诶情况诶诶ㄍㄎ靠可全额前科问问看客呢特额怒哭
30070,UgxP3edOa1W8YmOSmMh4AaABAg,0,3 years ago,shin noh!,Shin Noh！
29975,UgzRxHSPrzwCB-WB-Od4AaABAg,0,3 years ago,ohh god...please make me liziqi grandma in my next birth.,哦，上帝...请在下一生中让我丽兹奇奶奶。
29868,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8xeZxh-V_uw,0,3 years ago,"ahmed yahya oh bro,there is no preparatory school in china,we only have high school๐",艾哈迈德·耶亚（Ahmed Yahya）哦，兄弟，中国没有准备学校，我们只有高中
29741,UgwCld0A8pZ6ACLgk414AaABAg,0,3 years ago,oh my god u r osm,哦，天哪，你是osm
29725,UgzzQLN5Wuyt80swk8N4AaABAg,0,3 years ago,oh those pets๐ they are very cute,哦，那些宠物很可爱
242,UgxUv7yN77a6dcjtBkp4AaABAg,0,1 month ago,aliens may be a combination of metal and carbohydrates -live live 2022.05.20,外星人有可能是金属和碳水化合物的结合体——乱聊直播2022.05.20
29365,UgzElNvzbxRee5Ugd6F4AaABAg,0,3 years ago,ohh so beautiful video,哦，如此美丽的视频
29241,UgxcycgGm6xZj9t-Pqt4AaABAg.8xyPsO771ym8yla0dVjNUV,0,3 years ago,@echocui3177 ohbh but i get stressed easely,@echocui3177 ohbh，但我很轻松
29081,UgzJ9VwMXamC4h4hxUV4AaABAg,0,3 years ago,"ohhhh i think the oven works like that: she puts the wood in for burning, then when it is up to the temperature she desires, she takes out the wood and put things in for baking and closes the โ€doorโ€. that way all the trapped heat will cook the food",哦，我认为烤箱的工作原理：她把木头放进去燃烧，然后当它达到她想要的温度时，她将木头拿出来，放东西以烘烤并关闭“门”。这样，所有被困的热量都会煮食物
28903,UgzdGI2kQj7mP9iE-f14AaABAg,0,3 years ago,ohh god!! she is living in a paradise :),哦，上帝！她住在天堂里:)
28769,Ugwd7tAyT9CE2jgCN5B4AaABAg,0,3 years ago,is this real ?๐๐๐๐ wow just waoh ๐ค—,这是真的吗？
28756,UgzR1ndblEXFk_aOPX94AaABAg,0,3 years ago,oh those cute animals always following her.,哦，那些可爱的动物总是跟随她。
28653,UgyodIRoJfSxP4XGEY54AaABAg,0,3 years ago,"grandpa, you are my dream lover. you are so perfect woohow (โ”ฏ_ ๅฎ) love to die",柒爷，你是我的梦中情人。你太完美了呜呜呜(┯_┯)爱死你了
28634,UgxAjLd6teJ_JI9qKFd4AaABAg,0,3 years ago,"oh god, on the beauty of being, o rit, if we live in this earth, and the full natural is 100/100, for sure when my life is good, and i was scout from cancer quickly. oh god, heal me a cure that does not leave the authority of me and all muslims, o lord",哦，天哪，关于存在的美丽，如果我们生活在地球上，而自然的100/100则可以肯定的是我的生活是我的慈善机构，而我很快就会从癌症中侦察。哦，天哪，医治我的治疗方法，不会离开我和所有穆斯林的权威
28518,UgyrweBzzK7IB7cotMR4AaABAg,0,3 years ago,"people down in the comment section talking about this is how life is supposed to be or this is what i want the current system this and that blah blah. realize that this is a relaxing video that is heavily edited. in reality there is no nice background music. and to do a simple task of washing your cloth you have to walk 30min down a mountain to wash them by the river, scrubbing them one by one with the soap you made from ash and fats. then carrying the wet cloth all the way back up the mountain which will take one hour. and at this point a average city dweller would have been worn out you realize that was just one routine, you haven't even started cooking lunch yet, so lets turn on the fire. oh yea by turn on the fire i mean go gather firewood and start it from tinder. but where is the chicken that you now need to make, oh it's happily looking for bugs in the yard, you got go grab the nearest one and slit its throat and watch it as the blood is slowly drained from the body. have fun guys that's just a tiny portion of the morning.",在评论部分讨论的人是生活应该是什么样的，或者这就是我想要当前的系统和那个等等的等等。意识到这是一个精心编辑的轻松视频。实际上，没有好的背景音乐。要做一项简单的任务来洗衣服，您必须走30分钟的山上将它们洗净河边，用灰烬和脂肪制成的肥皂一一擦洗它们。然后将湿布一直延伸到山上，这将需要一个小时。在这一点上，普通的城市居民会疲惫不堪。哦，是的，打开火，我的意思是去收集柴火，然后从Tinder开始。但是，您现在需要制作的鸡在哪里，哦，很高兴在院子里寻找虫子，您可以去抓住最近的鸡肉，割断喉咙，看着它，因为血液慢慢地从身体中排出。有有趣的家伙，这只是早晨的一小部分。
28454,Ugx7dMeuRlaz1t7mlRV4AaABAg,0,3 years ago,oh! i used to eat those all the time in china! 1:38,哦！我曾经一直在中国吃那些东西！ 1:38
28155,UgzTx_wmxDXGA6NFgIZ4AaABAg,0,3 years ago,"oh my, an ever17 fan as well? just kidding!",哦，我，也有Ever17的粉丝吗？只是在开玩笑！
28076,Ugxn7hEXPhq9KPFxFfl4AaABAg,0,3 years ago,candied hawthorns. oh god i love those,蜜饯霍桑斯。哦，上帝，我爱那些
28065,Ugz6zgO39z9T8aUaW3x4AaABAg.8yqxclxCKXT8yvEzPp-1E4,0,3 years ago,mohd nabil lol,Mohd Nabil哈哈
27944,UgxE8GMWmRQ0pNuBUe54AaABAg.8yxVfjb9y3A8z0Mmt97kYW,0,3 years ago,"oh really, when?",哦，真的，什么时候？
27574,Ugx4-nqbTZNmuTcHjtl4AaABAg,0,3 years ago,"obstoance, this in vietnam probably gone, oh childhood memories ...",障碍，这可能在越南消失了，哦，童年的回忆...
27354,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB94A91Ch4zZY,0,3 years ago,"oh, i also know english or use the app thanks, the google translate app",哦，我也知道英语或使用该应用，谢谢，Google Translate应用程序
27063,UgyJIozpNGfCOTx0Rc54AaABAg,0,3 years ago,"oh, good videos hard to describe",哦，好视频很难描述
26763,Ugy0kA_GsRV4BPOOL_B4AaABAg.8zhNgCHVXh-8zk8-sXaIIB,0,3 years ago,"sri mulyani sumoharjo 
what? arenโ€t u a female?","Sri Mulyani Sumoharjo
什么？你不是女性吗？"
26158,UgwQdehRp_7a7Gz3Xz94AaABAg.8zoNNAQmde-9-UhFUUHXZM,0,3 years ago,"chaohua zeng you ignore me first, you can not ignore me and many other disliking people because you get paid by her company cover up all the opposite views and opinions. we speak our own voice you speaks for money, that makes difference from me and you. you are obviously and unfortunately is on dark and evil side,. what you people make me feel disgusted that you are not just lie to the the chinese inchina not but came out using you tube to lie to the whole world.",Chaohua Zeng您首先不理会我，您不能忽略我和许多其他不喜欢的人，因为您的公司得到了掩盖所有相反的观点和观点的报酬。我们会说自己的声音，您会说钱，这与我和您有所不同。您显然是，不幸的是在黑暗和邪恶的一面。你们让我让我感到厌恶的是，您不仅对中国的Inchina撒谎，而且还用You Tube向全世界撒谎。
