,cid,votes,含happy,含happy中文翻译
49511,UgzhkzdxoQsc84yXsCF4AaABAg,0,happy new chinese year lovely girl,新中国新年快乐的女孩
49740,Ugwgp3ajMZZw_2evFhF4AaABAg,0,happy new year beauty,新年快乐美女
49501,UgxCiJWaZMDG4f18zZ14AaABAg,0,happy chinese new year! amazing gorgeous as always :),农历新年快乐！一如既往的惊人华丽:)
49761,UgzFrsbdeH3pfDV2Ibx4AaABAg,0,"well, give everyone a early years: happy new year, promotion and salary! intersection intersection intersection intersection intersection intersection intersection intersection intersection intersection",呦，在这给大伙拜个早年：祝新年快乐，升职加薪！！！！！！！！！！！
49762,UgwHjN7EatoudP547eh4AaABAg,0,happy new year.... delicious sweets..,新年快乐....美味的糖果..
49787,UgylisVsR-0xTLBHdsB4AaABAg,0,you are officially my happy pills! what a cutie 5:56,您正式是我的快乐药！多么可爱的5:56
49824,UgzIBsj1oBY1fIF5EQp4AaABAg,0,happy new year from armenia,亚美尼亚的新年快乐
49493,Ugxpb7XDJBHTBMy3Hfl4AaABAg,0,happy chinese new year,春节快乐
49799,UgyvnPBcf7dg88C6Kdx4AaABAg,0,happy new year!,新年快乐!
49473,Ugxi8iSlXuHN-NeJhFN4AaABAg,0,happy new year. thank you for these best video!,新年快乐。谢谢您的最佳视频！
49811,Ugyyh6RHI13kBLo_Z7l4AaABAg,0,"the dog retreats, the pig, you are happy",犬身而退，猪你幸福
49467,Ugz78Z3m-zm3ppWBSDF4AaABAg,0,omg.. wonderful life.. happy new year,天哪..美好的生活..新年快乐
49465,Ugw8QCVnSIdcIkuAAjF4AaABAg,0,"happy chinese new year, from malaysia",来自马来西亚的农历新年快乐
49461,UgwGb09hWvDTZUQtkNF4AaABAg,0,happy new year,新年快乐
49459,Ugze7doeLtbucw_Vuyt4AaABAg,0,happy new year. popcorn manufacturing machine is amazing.,新年快乐。爆米花制造机很棒。
16495,UgzO7Q9LG_oAD2wUg3p4AaABAg.98fdQ3AeW6l99c6j82ggPK,0,"@kobriks1 its better then wasting ur life time for sitting in the phone and being obsessed she's enjoying doing all this and u don't have lot of stress wasting ur brilliant life time for beautyful and fun life isn't that long but respect ur opinion i wish u a happy, long and healthy life❤️",@kobriks1更好，然后浪费您的终生坐在电话中并着迷于她喜欢做所有这一切，并且您没有太多的压力浪费您的美好生活时光，享受美好而有趣的生活并不长，但要尊重您的意见祝您幸福，漫长而健康的生活❤️
15493,UgwJYeUGSr596Cxbv8B4AaABAg,0,"so happy, four masters and apprentices, the little guy in the back is the same as relatives. ziyi himself is also happy.",好幸福，师徒四人，后面的小家伙跟亲人一样，子柒本人也乐在其中
15505,UgzZcBrWu5IDJhTAONV4AaABAg,0,"may you always be healthy, live in harmony with your family, and visit a happy place, where there is paradise -like vegetation, silent and nutritious recipes, and smart and smart people",愿您一直健康，与家人和睦相处，并参观一个幸福的地方，那里是天堂般的植被，静默着美味又有营养的食谱，还有聪明又聪明的人
49550,UgwBa0AandNcrI8JuPN4AaABAg,0,happy life for u dear......,亲爱的你的幸福生活……
49619,Ugy2kFFuAxt2cPZCM3F4AaABAg,0,happy new year! intersection,新年快乐！ ！
49632,Ugw4lqdL4U5fwt2GhuV4AaABAg,0,"so much work, but it all looks so good!
happy new years. i hope you are taking care of yourself as well.","这么多工作，但一切看起来都很好！
新年快乐。希望您也照顾好自己。"
49602,UgxASedpjNkZP0KVDYN4AaABAg,0,"happynewyear ♥ ️ this time, it's really cute. ? ?",Happynewyear♥♥这次，真的很可爱。 ？ ？
49600,UgxGs_ulVVFSgs7eqVJ4AaABAg,0,happy chines new year.......,Chines新年快乐.......
49652,Ugw7W7Ypu6-3BLhoefZ4AaABAg,0,happy spring festival!,春节快乐哟！
49596,UgzPrMIr-IOHlYM3iMh4AaABAg,0,i love it it was so peaceful and relaxing. happy chinese nee year everyone,我喜欢它是如此的和平和放松。大家
49666,UgyKhz_uVqMP2uiSocZ4AaABAg,0,happy new year!!!♡,新年快乐！！！
15602,UgzsxoZEcm7KOfbQrOp4AaABAg,0,"好 食 see you to be happy to make food, you are a good girl with a clever spirit.",柒柒看你做美食好幸福，你是个心灵手巧的好姑娘。
49595,Ugy5nzKDbFndzKt9_H14AaABAg,0,absolutely love these amazing treats! happy lunar new year! bonne année!,绝对喜欢这些惊人的零食！农历新年快乐！ BonneAnnée！
49676,UgzPZ1w0Puq3PxRPtgd4AaABAg,0,happy new year! greetings from italy!,新年快乐！来自意大利的问候！
16066,UgyRrJGIc09pBJgG8v14AaABAg,0,holy shittttt this is almost a 1m likes... wow i’m so happy.,神圣的shitttt这几乎是100万的喜欢...哇，我很高兴。
49695,Ugw9xMIg9p_Zzw7V-9R4AaABAg,0,happy chinese new year!,农历新年快乐！
16211,UgyGkfci-vd0Xg6uzFN4AaABAg,0,"watching her channel from only 1.2 million sub. only 2 years, now 10 million sub. i really like watching the beautiful idyllic in her videos. she is a wonderful girl. wishing you and her always healthy and happy ❤️❤️❤️❤️❤️",看着她的频道只有120万个子。仅2年，现在1000万个子。我真的很喜欢在她的视频中观看美丽的田园风光。她是一个很棒的女孩。祝你和她永远健康快乐❤️❤️❤️❤️❤️❤️
49704,UgyY_zC3w4Y7jjwimed4AaABAg,0,happy chinese new year！,农历新年快乐！
49706,UgycCd32IW9hMoqtZCd4AaABAg,0,happy new year,新年快乐
49561,Ugy6UV-YdSNIcw2NnCx4AaABAg,0,"kongsi fat choi ,, ni hao li ziqi ,,, happy chinese new year ... congratulations chinese new year ,,, i always look forward to the latest video with your grandmother ... greetings and love from indonesia",Kongsi Fat Choi，Ni Hao Li Ziqi，在农场新年快乐...恭喜农历新年
16287,Ugx5BJn9gC8Tc3rjZhx4AaABAg,0,wow their life is wonderful . i also like a life like her . she is so happy . i love nature a lot . but the modern technology is a very bad thing . may be there are good effect also . but the nature is wonderful amazing . there is no words to discribe that .,哇，他们的生活很棒。我也喜欢像她一样的生活。她很高兴。我非常爱大自然。但是现代技术是一件非常糟糕的事情。可能也有很好的效果。但是大自然真是太神奇了。没有话可以归因于此。
49816,UgxVTn9pevW9_HZSyZ54AaABAg,0,"you are amazing girl ..
happy new year..","你是很棒的女孩..
新年快乐.."
49447,Ugzu9abYlXYARcRd3Ol4AaABAg.8qm6ZkSKEFR8qn7KK3MqZR,0,yueming wu happy chinese new year ..,Yueming Wu春节快乐..
16660,UgxCabZErCzYKTyT_5J4AaABAg,0,"1 multi -technological multi -talented girl
wish you always happy and happy","1个多技术多重女孩
希望你永远快乐"
49172,Ugw_zhQvf3oMZ6r_fph4AaABAg,0,happy chinese new year! thank you so much for sharing your life with us. i just adore your videos. lots of love from alaska!,农历新年快乐！非常感谢您与我们分享生活。我只是喜欢你的视频。来自阿拉斯加的很多爱！
49941,UgwxYLhzKMVWn6hSWgZ4AaABAg,0,"happy new year!!
i like your channel very much","新年快乐!!
我很喜欢你的channel"
49953,Ugz0myWDvNGFYJ4UiO94AaABAg,0,happy new year.u r so devoted to ur work.cooking is ur passion.i love all ur videos.,新年快乐。
49964,UgzK9EU0Ya9s5bgYu0J4AaABAg,0,happy new year. sister bay! ☺,新年快乐。姐妹湾！☺
49975,Ugz2w212hLYfqrlSH-p4AaABAg,0,"fantastic as always ♡ 
n happy chinese new year ^-^","一如既往的奇妙♡
n春节快乐 ^ - ^"
49180,UgyszUO1pM_pvVHLVEd4AaABAg,0,happy new year!,新年快乐！
49976,UgzHauVWmmIVcQN6eSJ4AaABAg,0,happy newyear,快乐的纽约
49176,UgyY8B7LuE9pBNKdNRl4AaABAg,0,"happy new year, everyone!",祝大家新年快乐！
49173,UgytdnTm0ziC5TuuHuZ4AaABAg,0,"wow, what a feast! thanks and happy chinese new year li zi qi!",哇，真是个盛宴！谢谢，农历新年快乐李Zi Qi！
49993,Ugw2Cl9RtCnjSXyDnOB4AaABAg,0,"happy chinese new year.

","农历新年快乐。

"
15451,UgwsvYjHlnbpMPMMdj14AaABAg,0,i'm just happy there is still rural life like this out there in the world. it is beautiful,我很高兴仍然有世界上这样的乡村生活。它很美
49149,UgxpGFYkCVk185wYsdF4AaABAg,0,"happy new year 
love you country, keep going wonderful job","新年快乐
爱你的国家，继续做得很好"
49130,UgxXir9nL5AnXWRv-GN4AaABAg,0,happy new year sister,新年快乐妹妹
49128,Ugza3HEscSXe3lbXUzd4AaABAg,0,happy chinese new year,春节快乐
49994,UgxMwvdKM8IsnfNmbyF4AaABAg,0,happy new year sister ❤❤❤,新年快乐妹妹❤❤❤❤❤❤
49121,UgyCb8zOTuEMDdfm1jB4AaABAg,0,"stunning video again, so relaxing to watch. happy chinese new year to you and your family. mike",再次令人惊叹的视频，放松观看。春节快乐，祝您和您的家人。麦克风
49996,UgxVGQagA_PVjOG7dqh4AaABAg,0,happy new year and lots of love from australia!,新年快乐，澳大利亚有很多爱！
49120,UgzYzRjpCxUqlC0PW7V4AaABAg,0,happy new year dear,新年快乐亲爱的
49119,UgyPEJwbKB_h-AqRzaR4AaABAg,0,happy new year chenese,新年快乐Chenese
49185,UgzbTXsFxBI764stC494AaABAg,0,happy chinese new year!,农历新年快乐！
49199,UgyJOpd7XoJ70vuEHS54AaABAg,0,"happy chinese new year from algeria :*
les algeriens is a ? :put","阿尔及利亚的农历新年快乐：*
Les Algeriens是？ ：放"
49926,Ugxe615CdwqiUSzcNxp4AaABAg,0,happy chinese year!!,中国年快乐！！
49361,UgwFj8ATSKcAmXAFABd4AaABAg,0,"happy new year. i from vietnam , love you",新年快乐。我来自越南，爱你
49836,UgxDvbLHrogL9gFcfUl4AaABAg,0,happy new year,新年快乐
15368,Ugx_wh_ElZyYF7ResaB4AaABAg,0,i wish i were your family member to help you. you are so hardworking. i always feel peace and happy when i ever i watch you. i also want my life just like you. ❤lots of wishes for you and your family ❤,我希望我是您的家人来帮助您。你真努力。当我看着你时，我总是感到安宁与快乐。我也想要像你一样的生活。 ❤祝愿您和您的家人的愿望
49843,Ugy2Xy3S07FqoNjN7gd4AaABAg,0,happy new year,新年快乐
49438,Ugxjw6YpkThN-uwaniV4AaABAg,0,happy new year! happy new year's new year,Happy new year!柒姑娘新年快乐
49872,UgxlN-xWr3TPkkj4Zc54AaABAg,0,"happy new year, and thank you for amazing video",新年快乐，谢谢您的精彩视频
49879,UgzPTXp5br60-kmFC1h4AaABAg,0,"your mother -in -law's puppy is cute. hehe ~~.

happy new year to you! congratulations on getting rich!
받으세요 받으세요 많이 그리고. (그리고) 부자 되세요.

the spring festival is very happy!","你婆婆的小狗很可爱啊。呵呵~~。

祝你新年快乐! 恭喜发财!
새해 복 많이 받으세요. (그리고) 부자되세요.

春节过得很愉快!"
49880,Ugy9s7f_rgyKSuc394F4AaABAg,0,happy new year. recently found this channel and it brings me peace. happy blessings.,新年快乐。最近找到了这个频道，这使我和平。快乐的祝福。
49436,UgxjKJ-jtgA68XBu03Z4AaABAg,0,"happy new year, so amazing 好",新年快乐 好厉害
49427,UgwisB5C_tEeVyCNjOB4AaABAg,0,happy chinese new year,农历新年快乐
49897,Ugz22MW8TKYGnNwGkrp4AaABAg,0,"i was full, but when i saw the dishes, i still felt hungry, happy new year ☺","我吃饱了但是当我看到菜肴时我仍然感到饥饿, 新年快乐 ☺"
49421,Ugwc2G9zgVIeMLRaiRB4AaABAg.8qm7ZLnWwLu8to-wDj7bZx,0,"mira tay 
ehhhh, ok....i am chinese...
keep believing that if it makes you happy","Mira Tay
嗯，好的....我是中国人...
继续相信，如果这会让你开心"
49384,Ugx7q-0QSi_UWgrfSnp4AaABAg,0,happy new year love from nepal,尼泊尔的新年快乐
49904,UgyRroRGD1unRhddriF4AaABAg,0,im in love with all ur video you make me fell happy ❤️,我爱上了所有你的视频，你让我跌倒了❤️
49907,Ugx8VitxpZTypgbCtm14AaABAg,0,"wow .... i like your videos.
happy new year. i'm from thailand.","哇....我喜欢你的视频。
新年快乐。我是从泰国来的。"
49908,UgyTiyGOirZqe9iVy3J4AaABAg,0,"i want to see the arms of fellow countrymen.
happy viet nam and chinanew year","我想看看同胞的武器。
越南快乐"
49366,UgwhQ0nUKRz2LQEGUsV4AaABAg,0,happy new year! is miss sister waiting assistant?,新年快乐！小姐姐还差助理吗？
49363,UgwPlXXj4z6Rajku8Fx4AaABAg,0,"happy new year ~
the year of the pig make a fortune!","新年快乐~
猪年发大财！"
49153,UgzUlDMsnTDNhPJoFCl4AaABAg,0,happy chinese new year to you and your family. ❤,春节快乐，祝您和您的家人。 ❤
50699,UgwqR-5DtsNc_o4IFgp4AaABAg,0,happy new year.,新年快乐。
50353,UgzTthX-dyHVgLNd0Pt4AaABAg,0,mother -in -law is so happy!,婆婆好幸福喔！
3152,Ugx5Y3ZfZckI3rBgphV4AaABAg,0,peaceful so happy,和平如此快乐
3031,UgzKpbSOxQFRGz7cTph4AaABAg,0,i wanted to come to yours houes iam so happy when i see your video please replay,当我看到您的视频时，我想来找你的houes iam，请重播
51738,UgwJ0F44-Arsk0i78h54AaABAg,0,10:10 li zi qi is bringing that cone like a happy child!,10:10 Li Zi Qi带来了像快乐的孩子一样的锥！
51766,UgxlX-0zvNhGQuHCWzV4AaABAg,0,happy new year,新年快乐
2950,UgyGQMscCWxysPsWJJ94AaABAg,0,"ly tu that: the girl from poor and unhappy, introducing rural life and traditional chinese food to the world.

and what else? why do you have 16 million sub.

too compliment! great!","ly tu：来自贫穷和不开心的女孩，向世界介绍了农村生活和传统的中国菜。

还有什么？为什么您有1600万个子。

太称赞了！伟大的！"
51830,UgwdJjmFpF2QbgNCnnB4AaABAg,0,happy new year!,新年快乐！
51831,UgzbgH-Wk6SeawIv1uB4AaABAg,0,"ziyi, happy new year",子柒，新年快乐
51857,Ugz-Ia2LLZIUKuONW7F4AaABAg,0,happy chinese new year,农历新年快乐
2949,UgyfoTXysMYacEJ8CWF4AaABAg,0,"ly tu that: the girl from poor and unhappy, introducing rural life and traditional chinese food to the world.

and what else? why do you have 16 million sub.

very talented, overcome difficulties, commendable, wonderful!","ly tu：来自贫穷和不开心的女孩，向世界介绍了农村生活和传统的中国菜。

还有什么？为什么您有1600万个子。

非常有才华，克服困难，值得称赞，很棒！"
51873,UgzTO2P4190eiir43M54AaABAg,0,happy new year <3,新年快乐<3
2867,UgxqZ1Vmb2IEsrSJTYN4AaABAg,0,"like the food you made carefully, the fresh and natural environment that you live in, the bird's fragrance, the neighborhood is harmonious, and the family is happy and healthy. one day when i retired from the jewelry industry, it will definitely fly myself like you. come on! come on!",喜欢你精心制作的美食，喜欢你身处的清新自然、鸟语花香的自然环境，邻里和睦，阖家幸福安康❤很憧憬。有朝一日等我从珠宝行业中退出来，定会像你一样，全身心的放飞自我。加油加油！
51923,UgyIfhRuQchX4xx8Vlp4AaABAg,0,mrs. ty is very happy to have a billion! ❤️,泰太太很高兴拥有十亿美元！❤️
2749,Ugy_qo-NGAmEKQmlVTp4AaABAg,0,am so happy to see good people in this world and what a virtuous woman god bless her.,很高兴看到这个世界上的好人，以及多么贤惠的女人上帝保佑她。
2748,UgzKGchmTNjTDCx9y5R4AaABAg,0,"i wish i could be here
so happy","我希望我可以在这里
很高兴"
2483,UgxrmEoa5mOXS7KE6xN4AaABAg,0,"i am a vietnamese person, i will be in the channel for you, whoever shakes you happy, transferred what you know,",我是一个越南人，我将在您的频道中为您服务，无论谁摇晃您快乐，转移了您所知道的，
51948,UgxPD03Bw86UIqgNyWF4AaABAg,0,happy chinese new year,春节快乐
2465,UgyTgi17HBqkaLBUZNV4AaABAg,0,happy new year!,新年快乐！
51957,Ugy2M3lzBQsyroSOP_54AaABAg,0,happy new year to you and your granmother,祝您和您的Granmother新年快乐
51970,UgxZjMXuNr3VWvzlkCx4AaABAg,0,"you are amazing woman. i really happy see u , take care of your grandma. hope you have wonderful chinese new year. and prosperity and happiness always surround you. gbu",你是很棒的女人。我真的很高兴见到你，照顾你的祖母。希望您有美好的农历新年。繁荣和幸福总是包围你。 gbu
51982,UgzIL7Gxu6ERVcxm-th4AaABAg,0,happy new year,新年快乐
2315,UgzBK87a-r0D3_LXIRN4AaABAg,0,it would be very happy if we live in nature like that with friendly people.,如果我们与友好的人一起生活在大自然中，那将非常高兴。
52021,UgxPWoHkk2TdWjIAfiR4AaABAg,0,chinese new years... happy new year.. from indonesia...,农历新年...新年快乐..来自印度尼西亚...
51697,UgzY3AwLF769g-CScVh4AaABAg,0,happy new year,新年快乐
3292,UgxGwhEM2FTbJBzI9oF4AaABAg,0,there is a japanese subtitle ...! ! i'm happy……! ! ! ! ☺,有一个日语字幕...！呢我很高兴……！呢呢呢☺
12177,UgyCuVSlr-KS46FxWMd4AaABAg,0,"i like you, making it look like this. it is a happy life, very simple. i like it. i am happy to watch every time.",我喜欢你，使它看起来像这样。这是一种幸福的生活，非常简单。我喜欢。我很高兴每次都看。
51668,UgygsbHxYK0Dcj4VjjJ4AaABAg,0,happy chinese new year,春节快乐
51336,Ugz9-3w4IckykAAH0rN4AaABAg,0,"happy chinese new year, ms li ! 
best of health to grandma!","春节快乐，李女士！
对奶奶最好的健康！"
51348,Ugzsbwu_HlAEpz3ze9J4AaABAg,0,happy new year and everything you wish! happy new year to everyone!,祝各位新年快乐，万事如意!Happy New Year to everyone!
51400,UgzumPGBqhZBOtCRF8p4AaABAg,0,happy new year in ziyi,子柒 新年快乐
51414,UgyFqEwYUvA2XYPGqKl4AaABAg,0,happy chinese new year!,农历新年快乐！
51419,UgxLvZnka1dB8tCFboh4AaABAg,0,nice video y u nt show ur parents where is ur family advance happy new year,不错的视频，您的父母在哪里，您的家人在哪里开心新年快乐
51435,UgzDN6H32pKU3RxdWxF4AaABAg,0,happy new year,新年快乐
51437,UgwrSQVAnz27SM7ljZh4AaABAg,0,i wish i could like her...good job.....happy new year,我希望我能喜欢她...好工作.....新年快乐
51446,UgztzYKb2L3MVQIFXt94AaABAg,0,happy chinese new year,农历新年快乐
51449,UgxwrTbp-tC4otjK7tp4AaABAg,0,happy new year in ziyi,子柒新年快乐
3754,UgzY956yKSy0CnD_2cB4AaABAg,0,happy 100tr,快乐100tr
51491,Ugymu81_sCvF1CEhI6Z4AaABAg,0,yass yasss yasss ! thank u for sharing your vid! happy chinese new year,yass yass yasss！感谢您分享您的vid！春节快乐
51496,UgyIzzoK9Q3bQfEZ_n54AaABAg,0,happy lunar new year to china from viet nam,从越南到中国新年快乐
3574,Ugy7vn19bwqHNtTewFR4AaABAg,0,happy 100m views !,愉快的100m景色！
51521,UgxT1pN-uIjO6OncH7F4AaABAg,0,"oh my god, it's great, it's so beautiful, a lot of snacks in the new year, happy new year!子 子 柒",天呐，太棒了，太美好了，过年零嘴好多呀，新年快乐！子柒
51529,UgzuBsgsADJxoH5s_8V4AaABAg,0,is there anything you cannot do? this video has put me in awe. i really love it. please make some more. i'm a big fan of your videos. happy chinese new years from san francisco.,有什么你不能做的吗？这个视频使我敬畏。我很喜欢。请做更多。我是您视频的忠实粉丝。从旧金山度过的农历新年快乐。
51531,Ugx6FgQpTdWcud7raJR4AaABAg,0,happy chinese year. there are a lot of cooking.,中国年快乐。有很多烹饪。
51574,UgyY25G2ByhUTD7Nk0d4AaABAg,0,happy new year,新年快乐
51580,UgzACIH_ctwf1zTvi-14AaABAg,0,"happy new year to you, happy your family.",祝您新年快乐，您的家人快乐。
51621,UgzgcuKXSTgy3S271-14AaABAg,0,u are an angel your videos are amazing thank you soo much for given this wonderful vedios and happy chainees new year,你是一个天使，您的视频很棒，感谢您对这个美妙的Vedios和快乐的Chainees新年
51634,UgyKl2_QJCxM3muxDRx4AaABAg,0,hello! li ziyi. essence happy new year. essence,你好！李子柒。。新年快乐。。
51655,UgyabEPj4UzI2ShzGL94AaABAg,0,"the companionship of animals is really happy, sheep and puppy are super cute",有动物的陪伴真的幸福，羊咩咩跟小狗狗超级可爱
52054,UgxUXHERqO055FJhi7t4AaABAg,0,happy chinese new year advance,春节快乐
52090,UgwDazN6jGIA7ClGUWt4AaABAg,0,i love you so much <3 happy new year ^^,我非常爱你<3新年快乐^^
52125,UgxkHQmtsc5G7tyPvut4AaABAg,0,happy new year,新年快乐
52149,UgwQYtlYgovUry2XYuR4AaABAg,0,happy chinesse new year,新年快乐
52629,UgyYczNaNLXrgohJoht4AaABAg,0,happy new year. mother -in -law's health,新年快乐。婆婆身体健康
52634,Ugz3dfooz6znnCPkiPN4AaABAg,0,happy chinese new year!!!,农历新年快乐！！！
52673,Ugx_93sVzoroOzVUKIZ4AaABAg,0,happy new year,新年快乐
52687,UgyD8nxobW2bSidEfX94AaABAg,0,watching this video made me so happy,观看这段视频让我很高兴
52697,UgyV7LS9hUdrMW9LneF4AaABAg,0,happy new year in you,祝你新年快乐
52699,Ugya1BqJw485vm4RPa94AaABAg,0,"i love this place.., your family is really grateful and you live a happy in nature environment.",我喜欢这个地方。.您的家人真的很感激，您在自然环境中过着快乐。
52708,Ugz8qZuWv1tbbZOmNUR4AaABAg,0,happy new year!!!,新年快乐！！！
52710,UgwmkHiep1xVnik2Dyp4AaABAg,0,happy fairy year of the mountain,登山童年快乐
487,UgzgCeY967Nr4exFZ0x4AaABAg,0,i think i have to go there and then i’ll be relaxin and happy,我想我必须去那里，然后我会放松而快乐
445,UgxYEjwL4MoAVQ0ahdZ4AaABAg,0,"you must be like me, poor but i'm very happy,",你一定像我一样，可怜，但我很高兴，
52782,Ugy0mF_uB84VUv4YLq54AaABAg,0,like you. happy new year's day,喜欢你。祝你们元旦节快乐
52785,Ugwac2I3HeaMZ52_bMN4AaABAg,0,wishing everyone a happy tet,祝大家快乐的tet
52794,Ugyzf9sjO8rzI4buAzN4AaABAg,0,happy birthday ^^,生日快乐^^
52817,UgxfO0eY6-EAiLaKdPF4AaABAg,0,i wish you a happy life,祝生活愉快
52818,UgzlYfQZbP13ec9THMN4AaABAg,0,"lunar new year is coming, wish you and your family happy ❤❤",农历新年来了，祝您和您的家人快乐❤❤
52948,UgxEsEcoHc80fjDN3zh4AaABAg,0,"like đầu cmt đầu xem đầu nè việt nam điểm danh đi. sister, i wish you a spring festival happy and lucky blessing :)))",like đầu cmt đầu xem đầu nè việt nam điểm danh đi. 姐姐祝 你 有 一 个 春 节 快 乐 和 幸 福 :)))
52996,UgxMS4Lmy_3DxVffkBd4AaABAg,0,hooo hoooo... m so happy to c u,hooo hoooo ...我很高兴
53012,UgxZeCZ9LTx5-J1xqzF4AaABAg,0,"happy new year, best wish for u",新年快乐，祝你好运
53015,UgzsfbpoXhEsqsHDB-94AaABAg.8qlJPRHU09d8qlP18FbQr6,0,"i'm not gonna say what meat she just used.

the little lamb is living on a big farm now,....very happy with lots of new little friends","我不会说她刚刚用过什么肉。

小羔羊现在住在一个大农场上，....对很多新的小朋友非常满意。"
381,Ugz1iAItxgKhCwwyH-N4AaABAg,0,whomever decided to mess up her business needs some major karma. weinian company sucks buttmonkeys. down with corrupt stupid third party leches. i hope she is happy kicking lifes ass and surpassing everyone as she has always done. i'm glad she's done with being used by gross corrperations to make them money. be well princess. shes a fucking national treasure.,决定弄乱她的业务的人需要一些主要的业力。 Weinian Company糟透了Buttmonkeys。与腐败的愚蠢的第三方Leches一起。我希望她很高兴能像她一直这样做的那样踢生活屁股，并超越所有人。我很高兴她完成了被总体关联用来赚钱的工作。做好公主。她是一个他妈的国宝。
137,UgzJ-joYCc_rWs9e8yB4AaABAg,0,"where ever you are, whatever you do , be safe be healthy,be happy",无论您在哪里，无论您做什么，都要安全，要健康，快乐
52622,UgxDZA4in7SMby-IeO54AaABAg,0,happy new year and thanks for the content,新年快乐，感谢您的内容
52602,UgzRL3a4eMjy5FLc2K14AaABAg,0,happy new year,新年快乐
573,UgzEJjkmVSc0rQnVgQt4AaABAg,0,happy new year,新年快乐
52252,UgzKcKiqbx-LwLQlQWV4AaABAg,0,happy chinese new year,春节快乐
52164,UgyPmdExZ-EuMREvWqt4AaABAg,0,happy new year,新年快乐
52180,Ugwyx0dcUKTmYu0swjZ4AaABAg,0,it is very happy that the girl we love is always happy (fro m fan vietnam),很高兴我们爱的女孩总是快乐（越南粉丝）
1905,Ugz3QppkXKuSycCqQOp4AaABAg,0,always happy when i looking at lidzi video,当我看利兹视频
52205,Ugy9Y6Hqk8_cqFfyidB4AaABAg,0,"i missed your videos! your videos makes me feel happy and relax, you're amazing!",我错过了你的视频！您的视频让我感到快乐和放松，您很棒！
1466,UgyBprkqVpAeTu6cvkB4AaABAg,0,"watching this video more than a few dozen times, it is really very attractive to viewers and the unique dishes looking at us really want to try and throw our injuries to you back sooner and do it sooner and do it. the videos placed more iron wish your family a happy day",观看此视频超过几十次，它对观众和看着我们的独特菜肴确实非常有吸引力你的家人快乐的一天
52216,UgwGOwb4eF_tpjg02b14AaABAg,0,"happy new year 
vietnam january 31, 2019 (26 new year)","新年快乐
越南2019年1月31日（新年26）"
52219,UgysUxGQueurHHr0oUV4AaABAg,0,i love this video soo so much!!! happy new year!!!!!,我非常喜欢这个视频！！！新年快乐！！！！！
52229,UgxU3ps1PMBKsLaXtIR4AaABAg,0,happy new year,新年快乐，那个
52250,Ugy8_NbGIqXW63JRSXp4AaABAg,0,li ziyi ~ hello ~ your family has everything ~ so happy ~,李子柒～你好啊～你家什么都有～好幸福啊～
52263,Ugyd5N0t76pnEI3Vwgd4AaABAg,0,so proud of him. i love it i remember before the girls befor was happy and ejoy to kocking but now i dont no if the have like this..,为他感到骄傲。我喜欢它，我记得在女孩们对Kocking感到幸福和Ejoy之前，现在我没有这样的了。
52555,UgzBmkf7n1KP2BGRn_p4AaABAg,0,"love your video, happy for you",爱你的视频，为你高兴
1451,UgzXjdUq_ZWu_S2AVI54AaABAg,0,happy birthday! i wish i was there with you.,生日快乐！我希望当时我在你身边。
1276,UgzD6Kc0jYz1T1lifUh4AaABAg,0,something about this makes me really happy,关于这个的事情让我真的很高兴
52369,UgzLanPkJ8QRtOIEK3N4AaABAg,0,happy new year,新年快乐
52435,UgywioZ7U1n4joTya9Z4AaABAg,0,happy new year,新年快乐
52460,UgwyEED0vh_ZBNCMMj54AaABAg,0,happy chinese new year,春节快乐
52466,Ugz4LGSFqmyfubkCvXR4AaABAg,0,happy lunar new year!!!,农历新年快乐！！！
1134,Ugxf4NLXvbXEkwhnhDd4AaABAg,0,i like her lifestyle ๐ฅฐ i wish her happy future !!!,我喜欢她的生活方式。
913,UgyB4lA_CazzVVBs71J4AaABAg,0,"i like everything you prepare. tribute to this. i will send you a big hug and wish you a happy end of the year. gustavo:.
bleak","我喜欢你准备的一切。此致敬意。我送你一个大大的拥抱，祝你年底快乐。古斯塔沃：。
"
686,UgzNWKFsLsCeBzd8G2V4AaABAg,0,linda girl greetings from ecuador happy new year 2023,厄瓜多尔新年快乐的琳达女孩问候2023年厄瓜多尔，我打招呼，为您提供X的距离x整整一年的美好事物，并且您的生活美好。
51329,Ugz5xcLSOax51TYk-nZ4AaABAg,0,happy lunar new year!,农历新年快乐！
51322,Ugy5U7sHMCPXPY2xipp4AaABAg,0,happy new year!!!,新年快乐！！！
51300,Ugyr1pIF38P6I9Jb3T54AaABAg,0,happy lunar new year,农历新年快乐
50746,UgxrVlPLZCThnlbOqBt4AaABAg,0,"love your videos ❤️ i am from thailand 
happy chinese new year","爱你的视频❤️我来自泰国
农历新年快乐"
