,cid,votes,含happy,含happy中文翻译
30477,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39anSYqbUPgT,0,"@yolanday391 so much experience, skill, talent crushed by homelessness... it came from a little girl who was raised with the experiences of her elders. may her life always be a happy smile, hardworking woman.",@yolanday391如此丰富的经验，技巧，才华横溢的无家可归者……它来自一个小女孩，她的长者经历了。愿她的生活永远是一个快乐的微笑，勤奋的女人。
31561,UgyJGMV8YExZR71pJ5R4AaABAg.8yVBX2Ps8Uh8yVpQyOREI6,0,she also seemed kinda upset... or at least not as happy as she usually is,她似乎也有点沮丧...或者至少不像她平时那样快乐
30648,Ugw1JgxNn6cGrKgmMw14AaABAg,0,greetings from turkey your home is not getting yourself jealous of your living space. you are very elegant. may my lord give mother a long life. happy holidays.❤❤❤,来自土耳其的问候您的家不会让自己嫉妒自己的生活空间。你很优雅。愿我的主给母亲长寿。节日快乐
32228,Ugwm-XO7u_glj-7h-U14AaABAg,0,"am happy for ur beautiful video's , u r talented hard working women ☺ and one thing i want to say marry 
soon, ur 30 years old now 
, marry when ur grandmother
is alive and shes very old now , good for u . :)","对您的美丽视频感到高兴，他才华横溢的努力工作的女性☺我想结婚的一件事
很快，你30岁了
，当你的祖母嫁给
还活着，现在她很老，对你有好处。 ：）"
29310,UgxRuoAi72MtdDCxdIR4AaABAg,0,taking this one is too happy,接受这个太高兴了
27153,UgxwrDl0hpvzmsqySjh4AaABAg,0,there are vietnamese sub and so happy,有越南人，很高兴
29271,UgzUqoJiaf5gGjnFQH14AaABAg,0,happy eid mubarak and every year you are a thousand good.,快乐的穆巴拉克，每年你都会好一千。
27301,UgzmpVnu9k5Buyyg1qN4AaABAg,0,"my mood hasn't been really good because i've been under stress but watching your videos puts my heart at ease and soul at rest, much love to you and granny and i hope the both of you stay happy and healthy ❤",我的心情并不好，因为我承受着压力，但是观看您的视频使我的心放心，对您和奶奶的爱心，我希望你们俩都保持快乐和健康❤❤
33505,UgwDZis_ilwcsJnZDGN4AaABAg,0,u and ur grand ma alone can eat all this and be happy... aren't u selfish... we can just see and be happy and jealous too,你和你的大妈妈可以吃掉这一切，快乐...不是你自私的...我们也可以看到，快乐和嫉妒
33377,UgzLhUVxvPTDdRwTtul4AaABAg,0,"some plants in the liziqi video are in indonesia, happy to see so you can learn recipes",Liziqi视频中的某些植物在印度尼西亚，很高兴看到您可以学习食谱
27587,UgzyKkfrWwY_pBOTzUx4AaABAg,0,even the animals look super happy there!!!,甚至动物在那里看起来都很快乐！！！
27705,Ugy8AXaYfFQsM5gRDVZ4AaABAg,0,happy life with beautiful nature i like that so much !!,幸福的生活与美丽的自然，我非常喜欢！
33242,Ugyg2QS8EMCh08xcqlJ4AaABAg,0,marrying her should be very happy 应该,嫁给她应该很幸福
27749,UgxNbUv7FgKHWC7jak54AaABAg,0,such a quiet peaceful happy healthy life but she had a sad childhood..let her b happy now,如此安静的和平的快乐健康生活，但她度过了一个悲伤的童年。
27793,UgzhrDf9hJvkL78C2P54AaABAg,0,it's really happy to marry you. essence essence,娶到你真的是太幸福了吧。。。
27854,UgzpJrZs8Mj5fCxYeJF4AaABAg,0,"im from vietnam
i really like your videos that are so beautiful and peaceful in the end i wish you a happy and peaceful life","我来自越南
我真的很喜欢您的视频，最终是如此美丽与和平，我祝您生活快乐，和平"
27897,UgzM6Euo0Z3QwmZP07x4AaABAg,0,"with you with this, my grandma is so happy",有你这么陪着， 老奶奶好幸福哦
27923,UgzKyJyd3Ka3q0jV-QN4AaABAg,0,"her man will be lucky for her for sure im sad that its not me im just gonna wish liziqi a happily ever after life you deserve to be happy atleast i watch you in youtube everytime i see you, you make me smile....",她的男人肯定会为她而幸运的是，我很遗憾的是，这不是我，我只是希望利兹奇幸福地生活，你应该幸福地幸福，至少我每次见到你时都会在youtube上看着你，你会让我微笑。
33208,UgxB_u29noEsjMJj_Qt4AaABAg,0,"dear channel's owner. please tell to liziqi that her grandma is great woman. every time i see grandma - i'm happy she is in good health and mind. please, ask liziqi to keep adding her grandma to each video. thank you in advance!",亲爱的频道的所有者。请告诉Liziqi她的祖母是伟大的女人。每次我看到奶奶 - 我很高兴她身体健康和心灵。请让Liziqi继续将祖母添加到每个视频中。先感谢您！
33111,Ugw674Stc6xTtsZ6xJp4AaABAg,0,i'm wasting my time studying to have a better life... just take me there i promise i'll be the most happy person ever.,我正在浪费时间学习更好的生活……只要带我去那里，我保证我会成为有史以来最幸福的人。
28134,UgzHwuT38q9oh97rQGV4AaABAg,0,"i really like your videos, a peaceful and happy life",我真的很喜欢你的视频，一个和平与快乐的生活
28155,Ugy9HqQapBP-7405eHZ4AaABAg,0,hello anyone who can get this sister is happy and not worried about starving,你好任何能得到这个姐姐的人很高兴，不用担心挨饿
28178,Ugz7tjaBa4mb6ZZOl_h4AaABAg,0,see to happy how amazing these people taking natchure create thinks.,看到这些人进行natchure创造思想的奇妙之处。
28243,UgwUQCj2ur9SSTliafh4AaABAg,0,surely her grandmother is very happy to have a grandchild like her,她的祖母肯定很高兴有一个像她这样的孙子
32853,Ugy5m_Ft8q8yARk4VT54AaABAg,0,it's so high recently ~~ i'm so happy,最近好高产啊 ～～ 好开心
28414,Ugwrlo36TLlrTioxslR4AaABAg,0,can i live with you? please just one day i'll be happy,我可以和你住吗？请有一天我会快乐
28443,Ugy7zT9fwzLOtgsMRsh4AaABAg,0,"inspirational to my daughter and myself.she is twelve and probably a lot taller than you.felt so connected when we finally see you're amazing talent- the silk threads! then i prefer the tree ear fresh myself...°×° our thanks for introduction to your cultural cuisine, as well as some beauty of your country. her name is beth so we feel so connected .much love to grandma! ps!!! so happy that you keep your videos so natural and use so little technology that is not hand made! very very cool...and the food really entices inspires. fell in love with steamed buns!!!!!!",她和我自己的鼓舞人心。她十二岁，可能比你高很多。当我们终于看到你很棒的才华时，他们的联系如此紧密 - 丝绸线！然后，我更喜欢自己新鲜的树耳朵...°×°我们感谢您介绍您的文化美食以及您所在国家的一些美丽。她的名字叫贝丝（Beth），所以我们感到如此联系。与奶奶相爱！ PS ！！！很高兴您保持视频如此自然，并使用不手工制作的技术很少！非常非常酷...食物确实引起了启发。爱上了蒸的面包！
28737,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g95KgCAginYC,0,"5! handmade for the garden. https://youtu.be/hdwqe0bv3p8
out unnecessary bushes with your own hands.
if you write something on my channel-may you be happy!","5！花园手工制作。 https://youtu.be/hdwqe0bv3p8
用自己的手弄出不必要的灌木丛。
如果您在我的频道上写东西，您会很高兴！"
29059,UgyOsrjsA9jrby88Vct4AaABAg,0,see how happy your grandma laughed! your granddaughter is awesome! bleak,看老奶奶笑得多开心啊！您的孙女真棒！
32486,UgyaqLOx2YWuae3UKCp4AaABAg,0,"update again, too happy",又更新，太幸福了
30403,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39EooZZjj6o9,0,"every time she uploads it, i am very happy that i can see my grandma recover.",每次她上传我都很高兴我能看到奶奶康复了。
66,Ugwo5eW8oV4GXCguGcN4AaABAg,0,i'm happy to see his video because i also like nature greetings from malaysian,我很高兴看到他的视频，因为我也喜欢马来西亚的自然问候
23717,UgxjttBSIYypCvQC8M94AaABAg,0,i was so happy to see grandma's joyful laughter. you are awesome! intersection intersection,看到奶奶欢乐的笑声我就好开心。你真棒！！！
8326,UgwummLtO8ZsOziBO-V4AaABAg,0,"you remind me of a village that makes my soul happy. a year ago, i moved from banggoai to jakarta, where i lived there for about two weeks. but everything is salty. unlike my village, everything i arrived there is terrible and boring. i don't want to return to the city.",您使我想起了一个使我的灵魂快乐的村庄。一年前，我从Banggoai搬到了雅加达，在那里住了大约两个星期。但是所有的东西都是咸的，不同于我的村庄，我到达那里的一切都是可怕而无聊的。我不想回到城市。
8125,Ugz5mLQ5jhmyR6ws62F4AaABAg,0,"ziyi, you are great! don't care about those ""don't like"". not because these people don't like you, they don't like themselves deep inside. i hope that one day they can start learning to appreciate beauty, and then you can experience happiness. make sure yourself!
(you are! please ignore this who give your video ""dislike"". it's not before the people are not happy with you, deep double because the thes y are not happy with themselves. hopefully one day, they will start learning to enjoy beauty , they will start enjoying happiness!)","子柒，你很棒！不要在意那些“不喜欢”。不是因为这些人不喜欢你，内心深处他们是不喜欢他们自己。希望有一天他们能够开始学着欣赏美丽，然后就可以体会到幸福。保重自己! 
(you are great! Please ignore those who give your video ""dislike"". It's not because these people are not happy with you, deep down it's all because they are not happy with themselves. Hopefully one day, they will start learning to enjoy beauty, then they will start enjoying happiness! )"
7802,UgxHfFo6fYN-2gpkK054AaABAg,0,nice video. happy food,不错的视频。快乐的食物
7795,UgwHNtvNG4IYnohP7Zh4AaABAg,0,due wife koka happy birthday,应得的妻子科卡生日快乐
7762,UgzuVVEVSYmhGnBhECF4AaABAg,0,her mother must be very happy to live a life like that with beloved daughter like liziqi ๐ฅฐ๐ฅฐ๐ฅฐ,她的母亲一定很高兴与像Liziqi这样的心爱的女儿过上这样的生活
7478,UgwKyvltQzzuemdpqfV4AaABAg,0,thank you liziqi channel ........ food you have to make in summer. you amy who diligently gardening how happy i like see you,谢谢Liziqi频道........您在夏天必须做的食物。你艾米努力地园艺我喜欢见你多么高兴
7420,Ugz1A04d4sFchuXAM_t4AaABAg,0,watching this clip is very happy.,看这个剪辑非常高兴。
6586,UgxsW2niYKvq11v2tLl4AaABAg,0,"greetings from me, palembang city, south sumatra province. instragram: @permataintan120. happy to meet all the friends on youtobe. greetings brotherhood hopefully can be a good friend ... thank youhhhhhhhhhhhhhhhhhhh",我的问候，南苏门答腊省Palembang City。 Instragram： @permataintan120。很高兴在YouTobe上认识所有朋友。问候兄弟会希望能成为一个好朋友...谢谢你
6469,Ugz_Y-dC_jGQ6MiaW2Z4AaABAg,0,has so happy liziqi,有那么快乐的liziqi
6369,Ugy82nJHwxum38cSff54AaABAg,0,what a great scene nice view nice food good quality of shots nice angle i wish we all live happy life and simple life like this,多么美好的场景，美好的食物质量好，镜头好，我希望我们所有人都过上幸福的生活和简单的生活
6352,UgzrOgipSKHwc8hEvCV4AaABAg.9EsO86ldc5x9HGzX1VdNab,0,"hello hrithika! ๐ greetings from montana, usa. i live in a mountain valley with many cattle and bison ranches nearby. further east, the farmers grow wheat, hops, and potatoes on the plains. my neighbors breed beautiful paint horses, but the horses are not happy right now because it is snowing, lol",你好hrithika！
6219,Ugwieb5XHNbTYKh8afp4AaABAg,0,happy to see that not all chinese survive by eating insects and other unhealthy animals. fantastic healthy food on display.,很高兴看到并非所有中国人都可以通过吃昆虫和其他不健康的动物来生存。展出的奇妙健康食品。
6073,Ugw2k6PDHCPiiytZMMR4AaABAg,0,these videos always make me so happy.,这些视频总是让我很高兴。
6060,UgzSI6EOiq2t43g6Y994AaABAg,0,"happy to see this, beautiful and smart and diligent ๐’ช๐‘๐‘๐‘",很高兴看到这个，美丽，聪明和勤奋
5992,UgydA7zSxbUwaEtSiGV4AaABAg,0,it is not only say how cook meals but also shows the calmness and beuty of the nature i am very much happy about looking the surroundings it gives me mental relaxationโคโค,这不仅说烹饪饭，而且还表现出了自然的平静和善良，我很高兴看到周围的环境使我心理放松
5617,UgxsfrrYZwEkkYxSSOh4AaABAg,0,i had the same life as her when i was a kid but i was not happy,我小时候和她的生活相同，但我不开心
8189,UgyHMPlJfrzX5BnBh2J4AaABAg,0,all available in nature .... happy to see it ...,所有人都在自然界...很高兴看到它...
8374,Ugyzq448DSK1y8Y0edd4AaABAg,0,"how many wonderful things are you doing with your hands, you are a mystical princess that everything transforms it seems magic, the princesses eat pink petals my heart my precious one that you are very happy",你用手做了多少奇妙的事情，你是一位神秘的公主，一切都变化了，它看起来魔术了，公主吃了粉红色的花瓣，我的心我的心，你很高兴
5547,UgyqgE2uZxctANNqOjR4AaABAg,0,my friends say luosifen stink but i love it. so happy to see this video. >_<,我的朋友说luosifen臭味，但我喜欢它。很高兴看到这个视频。 > _ <
8747,UgzyF2O8KWVx1mvdltx4AaABAg,0,making granny happy is sooo fulfilling to ziqi ...dod blessed you ..๐’๐’๐’๐’,让奶奶开心对Ziqi非常满意...国防部祝福你..
12859,Ugz99Yy1xYeuze3pgHZ4AaABAg,0,do you get married? you are very happy to be your husband. essence i really want to be your husband,请问你结婚了吗，做你老公定很幸福。。真想做你老公
12830,UgzNzJKW5vDcusiNTeV4AaABAg,0,"swallowing, you can find the experience of ingredients in this kind of landscape, and you must be very happy",狂吞口水，这种山水间就能发现食材的经历，一定很开心
12537,UgweZmAx5VscZGpYrjN4AaABAg,0,she is living a happy life,她过着幸福的生活
12399,UgwBtO9kAOdfwcu2Ojx4AaABAg,0,"beautiful girls even hard to get this one, they will be happy for 3 generations",美丽的女孩甚至很难得到这个，他们将在3代
11892,Ugy_DOJ-Z1xYfDzGY1F4AaABAg,0,"#1 survive corona
#2 live happy with nature
#3 ummmm #3????
oops,
note: u live in a city that when this pandemic is over u will be seeing pollution and many different human activities. 
#1 survive
#2 live far far away
#3 live happy.","＃1生存在电晕
＃2与大自然幸福
＃3嗯＃3 ????
哎呀，
注意：您住在一个城市，当大流行结束后，您将看到污染和许多不同的人类活动。
＃1生存
＃2住很远
＃3生活快乐。"
11689,UgzS-9t0TZY9efExAwJ4AaABAg,0,so delicious happy cooking,如此美味的快乐烹饪
11382,UgwtSI_7Np0150ZTSQt4AaABAg,0,"i don't know if anyone is vietnamese. 
that's it. i wish you always happy and happy! ❤️❤️❤️❤️❤️","我不知道是否有人是越南人。 
就是这样。希望您永远快乐！ ❤️❤️❤️❤️❤️❤️"
11179,UgycRqxdonhII-hBWCR4AaABAg,0,"beautiful and wise, sister. sister. there are rare in the world that she will be happy in her life!",美丽贤淑能干姐姐.世间少有 愿她一生幸福快乐 ！
10203,Ugy3HmPRTHG4Nd7soHx4AaABAg,0,"having a wife like me is so happy, i can eat delicious food every day",有像我这样的妻子很高兴，我每天都可以吃美味的食物
10104,UgzjRP9MwE-YqPqKFZ54AaABAg,0,i am very happy to have found one of the best videos can be sure. it will not have a culinary chief of the seamstress. you and complete there is a singer i keep imagining ok you don't fans ... i love you a hug to your grandma admire them ..,我很高兴找到最好的视频之一可以肯定。它将没有裁缝师的烹饪负责人。你和完成的是我一直想像的歌手，好吧，你不粉丝...我爱你一个拥抱你的奶奶。
9902,Ugxhd76Uif3HfLtio3l4AaABAg.99ObePYf7Ds99_p35rvtLY,0,"@zhoulesley347 thanksgiving, may you happy every day!",@zhoulesley347 感恩，愿你开心每一天！
9862,UgzTRgbh6yYc1b6bK-l4AaABAg,0,"your videos make me happy,but i wanna se you happy not alone ,so please get married!!!!!!",你的视频让我开心，但我想让你不孤单，所以请结婚！
9450,Ugzg7B7HcNtQiRXEHa54AaABAg,0,"greetings from indonesia success sugih wane healthy sehat tentrem happy without limits.
please attend another
many knowledge for self, family and community.
coming soon in gus i love you.","来自印度尼西亚的问候成功sugih衰减健康的tentrem毫无局限。
请参加另一个
自我，家庭和社区的许多知识。
在古斯（Gus）即将来临，我爱你。"
9178,Ugztg3AWD6dCH_KutUp4AaABAg.9AMNSj7YvIf9BJ1mmJHHKR,0,@clarezhao3071 you are happy to live.,@clarezhao3071 你们自己活的开心就好了。
9085,UgxYd7u5eqo5tH-uaWZ4AaABAg,0,"grandma, be happy ๅฅฝ",奶奶你好幸福
5581,UgzRCetjIVsoQgu1oBR4AaABAg,0,it is necessary to be happy to be happy,有必要幸福快乐
5245,Ugxob_Ra8TEnzKgsAY14AaABAg,0,wonderful! good and happy life! ๐’ฏ eye,精彩的！美好而幸福的生活！
23281,UgyVLruaKoi-IsMCMNt4AaABAg,0,"i was happy to see the purslane, a breeze from our land",我很高兴看到爬行者，从我们土地上轻而易举
2290,UgwkokJL_XnIeLrP-Wd4AaABAg,0,"for those who wish to live with her to share her idealistic life there, you would see the camera crew, the make-up artists, the production team, which tidies up her mock home, position her urns, bottles on the shelves perfectly in the kitchen, sweeps the ash on the floor around her wood-burning stove…. all these are not visible in the camera. you may even find out her production team consists of 7 members with the names doc, happy, grumpy, bashful… and they sing high-ho as they go to work on the film set.",对于那些希望与她共同生活的人，您会看到摄制组，化妆师，制作团队，这些团队整理了她的模拟房屋，将她的ur骨，瓶子放在架子上，厨房，扫过她燃木炉周围地板上的灰烬……。所有这些都不可见。您甚至可能会发现她的制作团队由7名成员组成，名字是Doc，Happy，Grumpy，bashful的名字……他们在电影拍摄时唱着高声。
2168,Ugy134T0O0l0M_zW6JN4AaABAg,0,"i saw it for the first time. beautiful wooden, beautiful evening, clever food, gentle mother, you will be happy. ️however, you can't afford to be frustrated. please show a beautiful smile with your heart.
bible's allegement 14:10, the calm heart is good for your body.","我第一次看到了。美丽的木制，美丽的夜晚，聪明的食物，温柔的母亲，你会快乐的。配没有，您无法沮丧。请用你的心向美丽的笑容展现出美丽的笑容。
圣经的指称14:10，平静的心对你的身体有益。"
2003,Ugz_FnNetwA9zlJyNlh4AaABAg,0,"many happy christmas ⛄
good luck for you all","许多快乐的圣诞节⛄
祝大家祝你好运"
1934,UgygH51zXOBwk2hQ5PV4AaABAg,0,"no matter how close a person is to the soil and nature,
he returns to his essence and is happy ..
the rest is disappointing ..","不管一个人与土壤和自然有多近，
他回到了本质，很高兴。
其余的令人失望。"
