,cid,votes,time,含thank,含thank中文翻译
31898,UgzUJwSngSPFnArFgap4AaABAg,0,3 years ago,"sister ... i really like a person .. what is the date of uploading ... ㅜ
thank you so much for being able to heal while watching this broadcast!","姐姐...我真的很喜欢一个人..上传的日期是什么...ㅜ
非常感谢您在观看此广播时能够治愈！"
31907,UgyLCUs8ulPYN95-i3l4AaABAg.8yV2QCdQB988yVa6Iy_yQO,0,3 years ago,@douliu7856 didn't know you could eat bamboo. thank you.,@douliu7856不知道你可以吃竹子。谢谢。
31921,UgydUoZlhqRZbotTjeB4AaABAg,0,3 years ago,thank for vietnamese subtitles,感谢越南字幕
31938,Ugz5SQzSVIB9U4-q1np4AaABAg.8yV2HUWJ-2e8yVc1PktZDE,0,3 years ago,"@user-im6ns7wh8e is good, understand. thank you",@user-im6ns7wh8e 好的，明白了。谢谢您
31939,Ugz5SQzSVIB9U4-q1np4AaABAg.8yV2HUWJ-2e8yVd9B6YEjD,0,3 years ago,@walterwen8686 small question (´-ω-`) no need to thank,@walterwen8686 小问题哦(´-ω-`)不用谢
32003,UgyzicNg6rP3dOkDRol4AaABAg,0,3 years ago,when ever i feel stressed i watch ur vedios.. the music made me calm nd cool nd the visual provides peace of mind.... love u lot liziqi... thank u for making such peacefull vedios,每当我感到压力时，我都会看着ur vedios ..音乐使我冷静下来，视觉效果让您放心。
33107,Ugzxx6nO4hFOwDIbJq94AaABAg,0,3 years ago,thanks for the beauty :-),谢谢你的美丽:-)
33208,UgxB_u29noEsjMJj_Qt4AaABAg,0,3 years ago,"dear channel's owner. please tell to liziqi that her grandma is great woman. every time i see grandma - i'm happy she is in good health and mind. please, ask liziqi to keep adding her grandma to each video. thank you in advance!",亲爱的频道的所有者。请告诉Liziqi她的祖母是伟大的女人。每次我看到奶奶 - 我很高兴她身体健康和心灵。请让Liziqi继续将祖母添加到每个视频中。先感谢您！
31488,UgwUyESYva-00YZisfx4AaABAg.8yVCxkFMJj18yWBTq8Gkp5,0,3 years ago,@amyding5282 actually i was kind of confused about how she manages to post on youtube. i'm thankful that she can because this is one of the rare youtube channels that i can watch without regretting it.,@amyding5282实际上，我对她如何在YouTube上发布的方式感到困惑。我很感激她可以，因为这是我可以观看的罕见YouTube频道之一，而不会后悔。
34700,UgzchmV0aOwG9VziS7J4AaABAg,0,3 years ago (edited),"you are my queen in many things ❤️ thank you for your beautiful videos, and peaceful as well",您是我的女王，在很多事情上❤️感谢您的精美视频，也是和平的
34369,UgxoKAkElZs9MAbIZ7p4AaABAg,0,3 years ago,"thanks to liziqi's video, it's always full of happiness in me ~ ♥
thanks to liziqi i'm always happy inside ~ ♥","多亏了Liziqi的视频，我总是充满幸福〜♥
感谢Liziqi，我总是很高兴〜♥"
34399,UgxR1TodkCjomw77-4J4AaABAg,0,3 years ago,there is something so serene and peaceful about everything you do. thank you for sharing this part of your life with us.,您所做的一切都有如此宁静和和平。感谢您与我们分享生活的这一部分。
34414,UgzZ1vJHJd60Qv-IfOF4AaABAg.8yUUNuCDszt8yUWL4eGC9P,0,3 years ago,@thefelixkang turned out to be the case. i said how to see how to ferment the bamboo shoots in the past. it turned out to be reused. i always thought it was taken for a stubble. thank you for your confusion,@TheFelixKang 原来如此，我说怎么只见往里放笋没有其他东西是怎么发酵的，原来是重复使用，我一直都以为是取一茬换茬水。谢谢解惑
34520,UgxR315UhS7tsW9BhGR4AaABAg,0,3 years ago,thank u for helping me calm down my mind. these really help me relax and remind me how beautiful our earth is. life is a game. we will sometimes stay stuck on a level but we will keep going up until it’s game over. ahh it would be a bummer to leave this beautiful world. it’s sad but it’s life. a game called life which we all play without noticing. each one of u guys are precious,感谢您帮助我平静下来。这些确实可以帮助我放松身心，并提醒我我们的地球有多美丽。生命是一场游戏。有时我们会停留在一个水平上，但我们会继续上升到比赛结束。啊，离开这个美丽的世界将是令人沮丧的。很可悲，但这是生活。一个名为“生活”的游戏，我们都没有注意到。你们每个人都是宝贵的
34544,Ugzo0k4yX5FvRmvjCJl4AaABAg,0,3 years ago,"beautiful, thank you for your hard work absolutely beautiful",美丽，谢谢您的辛勤工作，绝对美丽
34551,UgxkxIfLVGAYrxzujZJ4AaABAg,0,3 years ago,thank u,谢谢你
34636,Ugxn3GffeKKbChLoB6d4AaABAg,0,3 years ago,"thanks for a new video!!
lovely !!","感谢您的新视频！
迷人的 ！！"
34797,Ugy1VEAOpYXcFUT7Ced4AaABAg,0,3 years ago,"always very excited to see a new offering from this brilliant teacher. and then..right on the tail of excitement- the peacefulness that comes from these amazing 
film-lessons gently shifts the experience to near meditation. 

thank you greatly, 

for enriching our lives.","看到这位出色老师的新产品总是很高兴。然后..在兴奋的尾巴上 - 这些令人惊奇的宁静
电影人将体验轻轻地转移到近乎冥想中。

非常感谢

丰富我们的生活。"
34272,UgzqVhOhYCkzIATG8xd4AaABAg,0,3 years ago,love your videos... you are amazing cooking thanks for being sharing your hard work by cooking...and to be showing how you love to cook...,喜欢您的视频...您真是太棒了，感谢您通过烹饪分享您的辛勤工作...并展示自己喜欢做饭...
34808,Ugx29m4i949lCr7dWhl4AaABAg.8yUSxGSbGfl8yUYRZ6ftdF,0,3 years ago,@user-rc8ow4gl5q thank you :),@user-rc8ow4gl5q谢谢:)
34870,UgyQ1umbae3nWC-oGFd4AaABAg.8yUSnw6UL8F8yUVCb66tPk,0,3 years ago,@user-eq9sh9pf6q thank you,@user-eq9sh9pf6q谢谢
34975,UgwYXcOeqHwUBWzRm1x4AaABAg,0,3 years ago,"you always inspire me, ziqi ❤️ thank you",你总是激发我的灵感，ziqi❤️谢谢你
35043,UgwRDPuDULjd4Z85QQh4AaABAg,0,3 years ago,"ahhh finally early for a video, thank you for your hard work",啊，终于很早就拍摄了视频，谢谢您的辛勤工作
35064,UgwbCRuMDF3SfXstgUV4AaABAg,0,3 years ago,thank you liziqi for inspiring us with wonderful videos,谢谢liziqi激发了我们精彩视频
35141,UgzbLK55PyqKbrKqlNZ4AaABAg,0,3 years ago,i am eagerly waiting for u r video mam .. thank u for fast uploads,我热切地等待您的视频妈妈..谢谢你的快速上传
35193,UgwPqxBZzr0qKV5cBB14AaABAg,0,3 years ago,"watching ziyi's video, comforting the tired heart, thank you!",看子柒的影片，慰藉疲惫的心灵，谢谢妳!
34304,Ugw0s12DTuoP0jHFh_t4AaABAg,0,3 years ago,thanks for the new episode,感谢新剧集
34265,Ugxs4YKLZVZOwktUi5F4AaABAg,0,3 years ago,"liziqi i respect you and your country and your delicious food technique how to make/cook food. but i m vegetarian but i do like your food recepie and ingredients which we can put or mix in our food, thank you very much. i watch your video all.",Liziqi我尊重您和您的国家以及您美味的食物技术如何制作/烹饪食物。但是我是素食主义者，但我确实喜欢您可以在食物中放入或混合的食物和食材，非常感谢。我全部观看了您的视频。
33224,UgxWPgFTSEPfwppuFQZ4AaABAg.8yUeKBDjPiR8ysLRWofGd0,0,3 years ago,@solerhongkong thanks for the reply :),@Solerhongkong感谢您的答复:)
33747,Ugx-TN-8QNIUe4lxqKl4AaABAg,0,3 years ago,please explain with english thank you love from indian arunachal pradesh,请用英语感谢印度Arunachal Pradesh的爱
33235,Ugws8YsFW5oAQP2FHF54AaABAg,0,3 years ago,"thank you for showing the beautiful natural scenery.
shangri -la ~~~","感谢您展示美丽的自然风光。
香格里-la ~~~"
33485,Ugxi62w6Jt8MlO_OpJl4AaABAg.8yUau3LzW8Y8yW1yuAb_Ty,0,3 years ago,thank you. i love you so much more. lol. also god bless. and also if you're interested check out my new project i'm singing like michael jackson. u don't have to. ok take care sister!! :) god bless you. https://www.youtube.com/watch?v=t4kqfqwjkpc,谢谢。我爱你更多。哈哈。也是上帝保佑。而且，如果您有兴趣查看我的新项目，我将像迈克尔·杰克逊（Michael Jackson）一样唱歌。你不必。好的，照顾姐姐！ ：） 上帝祝福你。 https://www.youtube.com/watch?v=t4kqfqwjkpc
33502,UgxtUidjIZ7-rPx4IdJ4AaABAg,0,3 years ago,i will say double thank you if you also please write in english ☺,如果您也请用英语写信，我会说双倍谢谢您
33535,UgzT6qIBac1hAp3OMGJ4AaABAg,0,3 years ago,thank you for this wonderful masterpiece. your work is very admirable. ☺️,谢谢你的精彩杰作。您的工作非常令人钦佩。 ☺️
33569,UgwuUhRjVgJxAcWR0Y14AaABAg,0,3 years ago,thank you so much for a peaceful and beautiful video that you don't need to know what you want to do even if you don't understand it.,非常感谢您的和平与美丽的视频，即使您不了解，也不需要知道自己想做什么。
33592,UgxiVATJg8r6Ok9oJYJ4AaABAg,0,3 years ago,"thank you 
can you say how you make the sauce?","谢谢
你能说你怎么做酱吗？"
33610,UgyLz7tVedeNtKg1frh4AaABAg.8yU_aSpthbH8yUeVtysrO2,0,3 years ago,@dimasletnii thank you very much,@dimasletnii非常感谢
33813,UgxA5ftvwRf3yWGBdul4AaABAg,0,3 years ago,thanks,谢谢
34261,Ugxb_4Ofu6tH5K_umwh4AaABAg,0,3 years ago (edited),can you put an english translation please from philippines. thank you.,您可以从菲律宾提供英文翻译吗？谢谢。
33887,UgyV3YT6bQZO1V6oxa54AaABAg,0,3 years ago,thank u di ..for making my day,谢谢你迪..为我的一天
33913,UgwTtPf6ow10Oi_Is1l4AaABAg,0,3 years ago,"hi liziqui, i love your videos and the way of life you carry, i love your grandmother, you are a very good girl, i like your meals and how you prepare them with so much love, thank you very much i give you, for teaching us so much, i wish you a lot of success in your life, may god bless you liziqui, i send you my love from my distant land in south america, from chile a greeting and hug of peace for you ....",嗨，丽兹基，我爱你的视频和你的生活方式，我爱你的祖母，你是一个非常好的女孩，我喜欢你的饭菜，以及你如何用如此多的爱做准备，谢谢你，我非常感谢你，我给你这么多教我们，祝您生命取得很多成功，愿上帝保佑您Liziqui，我从我遥远的南美遥远的土地上寄给您我的爱，从智利向您致意和和平拥抱。
33956,UgyINNqjDZl9zNgmGyB4AaABAg,0,3 years ago,thank you for the beautiful updates ❤️,谢谢您的美丽更新❤️
34132,UgyFAdWcOECeeY8Nfcd4AaABAg.8yUW8MqlCM28z13h8S4rol,0,3 years ago,"@lightz6584, thank you very much.
finally understood!","@lightz6584 ，非常感谢。
终于明白了!"
34238,UgzkqMsIl4DsCcgEilt4AaABAg,0,3 years ago,"her videos are promoting peace, soothness, treatment for depressive ones & hope that you can do anything. love you lizqi. thank you ❣️",她的视频正在促进和平，舒缓，对抑郁症患者的待遇，并希望您能做任何事情。爱你利兹。谢谢你❣️
34241,UgxGuDECn7UDlkYdRuh4AaABAg,0,3 years ago,"seeing you is worth anything i may be going through, either happy or sad, if ( god forbid) something were to take you away from us we would lose all joy.... thank you sweet liziqi, peace and love to you from the belly of the beast los angeles, california, usa",看到您值得我可能经历的任何事情，要么幸福或悲伤，如果（上帝禁止）某件事将您带离我们，我们将失去所有的快乐。...谢谢您，甜蜜的Liziqi，和平与爱。美国加利福尼亚野兽洛杉矶的肚子
34246,Ugy7m3aSIwFgl8WPpqx4AaABAg,0,3 years ago,back to back upload. thank you liziqi,返回返回上传。谢谢liziqi
31563,Ugwd-E6xOoHuAH8AJVF4AaABAg,0,3 years ago,"thank you for your beautiful images ... your know -how ...
too bad i do not have access to subtitles in french (or in english) to know all the ingredients, the name of plants or vegetables ... what season of the year ... where this little paradise is located ... i look forward to your next video ... thank you.","谢谢您的美丽图像...您知道 - 如何...
太糟糕了，我无法使用法语（或英语）的字幕来了解所有成分，植物或蔬菜的名称...一年中哪个季节...这个小天堂的位置...我看转到您的下一个视频...谢谢。"
31426,Ugx2Ltv9tjeWmdRq4xZ4AaABAg,0,3 years ago,"thanks for translating into vietnamese again, lost",感谢您再次转化为越南人，迷失了
28341,UgzR22i0mrDWTDowEA94AaABAg,0,3 years ago,thanks for the subtitles! i bet you could even make fermented fingertips and fingernails look delicious!,感谢您的字幕！我敢打赌，您甚至可以使发酵的指尖和指甲看起来很美味！
29862,Ugw0nj7YEFLLPl8T3hl4AaABAg,0,3 years ago,"wow, almost two million views after 14 hours! she deserves it. but let's not forget the skilled camera operator behind the scenes. greetings and thank you from new zealand.",哇，14个小时后，近200万次观看！她应得的。但是，不要忘记幕后熟练的相机操作员。问候，谢谢新西兰。
29696,Ugzt1qbheo1j3maRwJV4AaABAg,0,3 years ago,i love your videos - ... i feel comfortable when watching them! ... thank you for presenting something beautiful. the world is full of sufficient ugliness ♡,我爱你的视频 - ...看着它们时我很舒服！...谢谢您展示美丽的东西。世界充满了足够的丑陋♡
29710,UgxJdr8Tly6dKP0MA_F4AaABAg,0,3 years ago,"wow 2.3 m views in 18 hours, i think everyone very miss your video. thanks for upload liziqi!",哇2.3 m的景色在18小时内，我认为每个人都非常想念您的视频。感谢您上传Liziqi！
29772,UgyqWOLa5lKVWDy2Nbt4AaABAg,0,3 years ago,"i always watch your videos before i sleep,thanks for reminding me beauty of the nature",我总是在睡觉前观看您的视频，感谢您提醒我大自然的美
29807,UgzNVHH3tbPYjxp9Vcl4AaABAg,0,3 years ago,"more spectacular amazing high quality photography! it is like you bring us there with you, to experience the beauty of the natural surroundings. experiencing each process as you prepare the many unexplored foods that are new to many. and of course, it is always very pleasing to see your own beautiful personality that shows up in your work. thank you for another very soothing and delicious video!",更壮观的惊人高质量摄影！就像您将我们带到那里一样，体验自然环境的美丽。当您准备许多新的食物时，都会体验每个过程。当然，看到自己的工作中出现的自己美丽的个性总是非常令人高兴。谢谢您的另一个非常舒缓和美味的视频！
29822,Ugy5p3PJHaQYB0QceUt4AaABAg,0,3 years ago,awesome. english titles as well please. thanks for the subtitles.,惊人的。也请英语标题。感谢您的字幕。
29848,UgwWOdDXPvdIunzP9KZ4AaABAg,0,3 years ago,"hello and greetings a big hug from veracruz, mexico, and even after you do everything and show us that if you can, you have a sense of humor:
06:57 thank you 李子柒 liziqi for the whole.","您好，问候墨西哥的Veracruz一个大大的拥抱，即使您做了所有事情，并向我们展示，如果可以的话，您有一种幽默感：
06:57谢谢liziqi的整体。"
29861,UgxtHXVy-s0D381MSzl4AaABAg,0,3 years ago,"15 hours ago over 2 million viewers ! what do you think about her, anytime i watching liziqi i'm so relax and enjoy her ! thank you liziqi ❤️",15小时前，超过200万观众！您如何看待她，每当我看Liziqi时，我都会很放松并享受她！谢谢你liziqi❤️
29889,Ugy5oJpU0SHqKj4hQax4AaABAg,0,3 years ago,"thanks for your nice images......
can you hold the english info a little bit longer on the screen.....
to fast for my age.......","感谢您的漂亮图像……
您可以在屏幕上保存更长的英语信息吗？
为了我的年龄快速........"
29667,UgwsD5bLxaJhSr8Y2uZ4AaABAg,0,3 years ago,"the black fungus over here in america is called wood ear. great eating. thanks for keeping the english words on the screen long enough for me to read.
beautiful video","在美国这里的黑色真菌称为木耳。很棒的饮食。感谢您将英语单词保留在屏幕上足够长的时间，我可以阅读。
美丽的视频"
29892,UgxlJBpVwg6d4vil9at4AaABAg,0,3 years ago,"thank for these videos 
i really find them relaxing 
make sure you eat properly (don’t skip meals) and sleep well

greta job!!!","谢谢这些视频
我真的发现他们放松
确保您吃得正确（不要跳过饭菜）并睡得好

Greta Job ！！！"
29919,Ugzxmwc2NYIHfjGksjp4AaABAg.8yVxVy7d9MK8yW-AiGsWj6,0,3 years ago,jie yao oh thankyou . she could have made non spicy rice noodles . grandma is just soooooo cute,Jie Yao哦，谢谢。她本可以做出非辣米粉。奶奶真是太可爱了
29933,UgxgJL9s6PWdKxUumgt4AaABAg,0,3 years ago,thank you,谢谢你
29953,Ugyk_1KX-HhWt6B0aXl4AaABAg.8yVuvTRQd_W8yZOihty1JR,0,3 years ago,hello subscribed thank you,你好订阅谢谢
29971,UgwdcCDep-UrosHvp-B4AaABAg,0,3 years ago,looks good! thank you,看起来不错！谢谢
29981,UgwHjvEF_SVyoeKSFDB4AaABAg,0,3 years ago,"love to learn to live just like u,,!! thank u for sharning.",喜欢学会像你一样生活，！感谢您的分享。
29987,UgyAIpFcLVxzN8lNYUp4AaABAg,0,3 years ago,i think i'm healed while watching the video. let's thank you in the future ^_ ^♥,我想我在观看视频时被治愈了。我们将来谢谢你 ^_ ^♥
29677,Ugxl3WPDIlx43sbcfX54AaABAg.8yWUewsXb1K8yZOrnV3cyE,0,3 years ago,hello subscribed thank you,你好订阅谢谢
29654,Ugze0XHXBLPWx8-ZIhN4AaABAg.8yWXA3NHuRT8yWgueXeEqq,0,3 years ago,@jenny9343 thank you,@jenny9343谢谢你
30033,UgwWK1mdgWjy5kxtZ-t4AaABAg,0,3 years ago,"hello beautiful lady, wanted to thank you for all your wonderful videos they are absolutely beautiful. you are so blessed cant wait to see your next video.",你好美丽的女士，想感谢您的所有精彩视频，它们绝对美丽。您是如此幸运，等不及要看下一个视频。
29202,Ugz3wryxnwJrDqyKQ0Z4AaABAg,0,3 years ago,"bamboo shoots, one of my favorite plants. so artistic. thanks for sharing again.",竹芽，我最喜欢的植物之一。如此艺术。感谢您再次分享。
28412,Ugzm3ch-XXY--emYa9N4AaABAg,0,3 years ago,i like your videos thank you,我喜欢你的视频，谢谢
28429,UgwfgOIwlyv3TRYa-0V4AaABAg,0,3 years ago,please can we have an english translation along with these amazing films. it would teach us so much more. thank you and very well done.,请我们可以将英文翻译以及这些惊人的电影进行。它会教我们更多。谢谢你，做得很好。
28440,UgyyvMkf6ccZ0OmglUF4AaABAg.8yYSeimaIke8yYXeErjhJY,0,3 years ago,@gla41904 thanks!,@gla41904谢谢！
28443,Ugy7zT9fwzLOtgsMRsh4AaABAg,0,3 years ago,"inspirational to my daughter and myself.she is twelve and probably a lot taller than you.felt so connected when we finally see you're amazing talent- the silk threads! then i prefer the tree ear fresh myself...°×° our thanks for introduction to your cultural cuisine, as well as some beauty of your country. her name is beth so we feel so connected .much love to grandma! ps!!! so happy that you keep your videos so natural and use so little technology that is not hand made! very very cool...and the food really entices inspires. fell in love with steamed buns!!!!!!",她和我自己的鼓舞人心。她十二岁，可能比你高很多。当我们终于看到你很棒的才华时，他们的联系如此紧密 - 丝绸线！然后，我更喜欢自己新鲜的树耳朵...°×°我们感谢您介绍您的文化美食以及您所在国家的一些美丽。她的名字叫贝丝（Beth），所以我们感到如此联系。与奶奶相爱！ PS ！！！很高兴您保持视频如此自然，并使用不手工制作的技术很少！非常非常酷...食物确实引起了启发。爱上了蒸的面包！
28769,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g96xpqiyqUQh,0,3 years ago,"omg thanks, lol",天哪，谢谢
28875,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9AIjW3edEqD,0,2 years ago,"@meznaouirabie5110 thanks, glad to know you too.",@meznaouirabie5110谢谢，很高兴也认识你。
29200,UgxoMq3QTjDW18NCfYV4AaABAg,0,3 years ago,i love you very much. i am from iraq. thank you for the beautiful and wonderful videos ❤️❤️,我非常爱你。我来自伊拉克。谢谢你的美丽而精彩的视频❤️❤️
29281,Ugyir9O1BGVpBEjzstR4AaABAg,0,3 years ago,"the video is too good and meaningful!
thank you very much !!","该视频太好和有意义！
非常感谢 ！！"
29643,UgzF5P65kAMYh5xKVy54AaABAg,0,3 years ago,i like so with the subtitles to thank ly tu that loved me as a vietnamese who loves to see you,我很喜欢用字幕感谢爱我的越南人，他喜欢见你
29307,Ugw9TrLP6wDMDpgoTmF4AaABAg,0,3 years ago,"gorgeous, thank you.
https://youtu.be/zvwx_dwqptu","华丽，谢谢。
https://youtu.be/zvWX_dwQPtU"
29358,UgyRL2wZZ0I64bJOn9h4AaABAg,0,3 years ago,can you translate in english.thank you,你能用英语翻译吗？谢谢
29482,UgwYpk0F9h0FcUSd--x4AaABAg.8yWlGKQcUn78yYTldByo0r,0,3 years ago,"yangkip hongtsg is impossible, and the japanese are extremely able to speak. hundreds of japanese people have learned for a year and learned that chinese is basically hello, thank you.",Yangkip Hongtsg 没可能，日本人极其没有语言才能。认识的几百个日本人学了1年中文基本只会你好，谢谢。
29486,UgyNJWh2Z8E5A5JCPsl4AaABAg,0,3 years ago,"i don't regret subcribed your channel ziqi. thank you for make this beautiful video <3 ^-^


hello from indonesia","我不后悔向您的频道Ziqi列出。谢谢您制作这个美丽的视频<3 ^ - ^


来自印度尼西亚的您好"
29597,UgwFU-WD0hijU8vYj9h4AaABAg,0,3 years ago,cry me a river. love this so much. thank you 李子柒,为我泪流成河。非常喜欢这个。谢谢
29616,UgztGthTyv69w1GN8tJ4AaABAg,0,3 years ago,"lovely video.
i love watching your videos to see what tools and techniques you use, as well as your magnificent garden. you grow and harvest so much food, while i only seem to kill any plant i grow except for herbs.
thank you for the awesome videos you create!","可爱的视频。
我喜欢观看您的视频，以查看您使用的工具和技术以及宏伟的花园。您生长并收获太多食物，而我似乎只杀死除草药以外的任何植物。
感谢您创建的很棒的视频！"
29636,UgxgDlfo1BRtMuA_7vp4AaABAg,0,3 years ago,"it is so relaxing! love it! thanks! i am only wandering how many hundreds people are working in this place and taking care of everything. i am sure if the video where all these people working around will be made, there will be billions views. :)",太放松了！爱它！谢谢！我只是在徘徊在这个地方有几百人工作并照顾一切。我敢肯定，如果将制作所有这些工作的视频，将会有数十亿的观看次数。 :)
29994,UgzcmmcYPpWppXkdCDp4AaABAg,0,3 years ago,can anyone link a playlist with this kind of music? or name me the gener of this type of music. thanks,谁能将播放列表与这种音乐联系起来？或给我这个类型的音乐的生成。谢谢
30040,UgwYTgygFlamORI8Y-14AaABAg,0,3 years ago,relax while enjoy your appetizing and artful way you handle food and plants - the best way. thank you so much for each what you show to all of us viewers.,放松身心，享受您处理食物和植物的开胃和巧妙的方式 - 最好的方法。非常感谢您向我们所有人展示的内容。
31407,Ugy7WL4u54Gj1aOMBvF4AaABAg,0,3 years ago,another great video! thank you for sharing!,另一个很棒的视频！感谢你的分享！
31042,UgzbB0MHw1yhh198Xrt4AaABAg,0,3 years ago,"thank you cinderella, your video is super!",谢谢灰姑娘，您的视频超级！
30687,UgyBk8BxD0Da3VAjtC94AaABAg.8yVX6WaEN0Y8yW-C0kZSqf,0,3 years ago,@user-im6ns7wh8e stink? see what she added is stinky? thanks for informing,@user-im6ns7wh8e 臭吗？看她加的东西什么是臭的吗？谢谢告知
30689,UgyBk8BxD0Da3VAjtC94AaABAg.8yVX6WaEN0Y8yY48suhorS,0,3 years ago,"@user-im6ns7wh8e hmm, when will you try to return to china? thank you for your answer",@user-im6ns7wh8e 嗯，什么时候回国试下看，谢谢你的解答
30736,UgzL5nyy2lVkZjq6So14AaABAg.8yVUkjucOnr8yWVKOIo4Pz,0,3 years ago,"thank you for telling us , i don't know that",谢谢您告诉我们，我不知道
30783,UgwSgRiSNN1ytx1UMed4AaABAg,0,3 years ago,thanks! it is impossible for a beautiful shot to watch in mind.,谢谢！ 美丽的镜头不可能无动于衷地观看。
30813,UgzwRwPK4JLEuaZIRSh4AaABAg,0,3 years ago,thank-you for the added instructions liziqi!,谢谢您的附加说明Liziqi！
30954,UgzwGoc9tWSZUi0myDV4AaABAg.8yVQSrHBeQZ9ReVrbHlY0P,0,1 year ago,thank you ❤️,谢谢你❤️
30991,Ugyi4jx0v8daVNx8i9x4AaABAg,0,3 years ago,it is recommended that you go to xinjiang to take a picture of xinjiang. the country will thank you!,建议你去新疆拍 顺便把新疆情况展现一下 那样国家都会感谢你！
31124,UgxE8ItGR2DHjsKEnXR4AaABAg.8yVLob4MBB98yWzMrY78Bt,0,3 years ago,@franzpeters3824 thank you,@franzpeters3824谢谢
30642,UgyPDmkU-wWRPVKNQ2R4AaABAg,0,3 years ago,"did anyone realize she once upload the video but then dellete it, i remember watch some part of the video. and yeahhhh thanks for uploading again, i bet someone upload the wrong video",有人意识到她曾经上传视频，但随后删除了视频，我记得看了视频的某些部分。是的，谢谢您再次上传，我敢打赌有人上传了错误的视频
31135,Ugw2WElkzBoP_jXGvpJ4AaABAg.8yVLRYLxVO88yWkmzmQ4kN,0,3 years ago,stanley franco i found it!! thanks! it worked!!,斯坦利·佛朗哥（Stanley Franco）我找到了它！谢谢！有效！！
31143,Ugw2WElkzBoP_jXGvpJ4AaABAg.8yVLRYLxVO892YkuQp-HP8,0,3 years ago,sam zhai thank you very much. one day i hope to visit!,Sam Zhai非常感谢您。有一天，我希望参观！
31237,Ugx7lKx20T__l6hareB4AaABAg,0,3 years ago,thank you.......,谢谢.......
31286,UgzKbjbciWq_U6Pq7yF4AaABAg.8yVH9NJyD1g8yVtzG6BvN0,0,3 years ago,"thank you for your suggestion, i will wait for the holiday to find a chance to go to the asian supermarket in germany ❤️",谢谢你的建议，我会等放假找机会去德国的亚洲超市看看的❤️
31300,UgwVyr4HgxjJxgiX3w54AaABAg,0,3 years ago,"wow, it was strange how i stumbled upon your channel but i am thankful i did. you have such a calmness and tranquility to you. whatever you were eating looked amazing! now i am starving and i know where i live i could never find what you just cooked",哇，我偶然发现了你的频道很奇怪，但我很感激我做到了。您对您有如此镇定和宁静。无论您吃什么，看起来都很棒！现在我饿了，我知道我住在哪里，我永远找不到你刚煮的东西
31352,Ugx4YB7iKeUTL-aDjMd4AaABAg,0,3 years ago,thank you guys as sub,谢谢你们作为sub
31398,UgylAYnQnGNj8IdNnvV4AaABAg,0,3 years ago,dear liziqi and brother... thank you so much for listen our hope and request to make and share your video more often,亲爱的liziqi和兄弟...非常感谢您倾听我们的希望，并要求更经常制作和分享您的视频。
30684,UgxnXJcAI1oGiTfgkEl4AaABAg,0,3 years ago,"every time i see your videos, my soul calms down, thanks",每当我看到您的视频时，我的灵魂都会平静下来，谢谢
30611,UgxOU-U7P0uGZbmIkiZ4AaABAg,0,3 years ago,thanks for the mental video,感谢您的心理视频
30099,Ugy5rz-oH6oCrgNFhE94AaABAg,0,3 years ago,i have been following you. i watched every clip. you are beautiful. can you or ig or grateful? thanks.,我一直在关注你。我看了每一个片段。你很漂亮。你能不能或ig或感激不尽？谢谢。
30349,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw398R-pBB5oed,0,3 years ago,"thank you so much my friend verygood watching video, hahaha watching video wonderful",非常感谢我的朋友非常好看的视频，哈哈哈观看视频很棒
30151,UgwouXsuERctpNDEdl14AaABAg,0,3 years ago,❤️❤️❤️ these videos are so beautiful and relaxing ... it would be wonderful to understand the language or see them subtitled in spanish. thank you!!,这些视频是如此美丽和放松...理解语言或以西班牙语为字幕真是太好了。谢谢你！！
30152,UgyXR-GW7fmYFHTkdql4AaABAg,0,3 years ago,wow.. liziqi thank u so much for adding back to back video of your..❤❤❤,哇.. liziqi非常感谢您添加了您的背部视频..
30160,UgyPRXFwtaFKUX2zovl4AaABAg.8yVhkW6_tj48yXreTtaQHy,0,3 years ago,"@milo-ff6fc thanks, milo!!",@milo-ff6fc谢谢，米洛！
30166,UgwfWBNGvsSFrUUzzIJ4AaABAg,0,3 years ago,your hard work and dedication of your videos are so inspiring. thank you,您的辛勤工作和对视频的奉献精神是如此鼓舞人心。谢谢
30175,UgyV5YvkaYLWj7axgj94AaABAg,0,3 years ago,your. ideas just keep getting better & better! thank you,你的。想法不断越来越好！谢谢
30201,UgxRZVYv2mpT_pHEdYh4AaABAg,0,3 years ago,"thank you for the sub titles. you must have a lot more people there to eat other than the 2 of you. who all lives with you? i read somewhere that your brother does all the camera work now, so that is 3 of you i guess. love all the videos and hope you are enjoying doing them. may god bless you and help you to continue to be a success making your videos.",谢谢您的子标题。除了你们两个人以外，您必须有更多的人吃饭。谁和你一起生活？我在某个地方读到您的兄弟现在都可以完成所有相机的工作，所以我想是3个。热爱所有视频，希望您喜欢做。愿上帝保佑您，并帮助您继续成功制作视频。
30269,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw38zwGKebmyqZ,0,3 years ago,yolanda y is there a video of that? post a link please. thanks.,Yolanda Y有视频吗？请发布链接。谢谢。
30435,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39PKPl-AkeYX,0,1 year ago,thanks so,谢谢
