,cid,votes,time,含thank,含thank中文翻译
50635,Ugy1LPtR4xTYNmqyZn14AaABAg,0,4 years ago,happy chinese new year ..... thank you,农历新年快乐.....谢谢
50613,UgwQpEiHI1Lck_LiuKN4AaABAg.8qlgnS6bCyX8qn9gkn0L-G,0,4 years ago,@ttzhang1085 ohhhh that is so nice. and thank you for letting me know.,@ttzhang1085哦，真是太好了。并感谢您让我知道。
44031,UgyiAnXXUnZapXOgPPh4AaABAg,0,4 years ago,such a treat for the eye thank u for this wonderful video....,这样的眼睛享受，谢谢你的精彩视频。
45167,UgxsxD13jLquP9l1moZ4AaABAg,0,4 years ago,"wow, nice video! thanks for sharing! i am looking forward your next video!!! thumbs up!",哇，不错的视频！感谢分享！我期待您的下一个视频！！！竖起大拇指！
50588,UgyIf9B7LC3o_ShFBdJ4AaABAg.8qlh0C1jtGZ8ttEqu8WOsq,0,4 years ago,thank you!,谢谢你！
44121,Ugy97BCJnO7T4R1ghKd4AaABAg,0,4 years ago,you made my day thanks,你让我的一天谢谢
44125,UgyRKDyB6WWzJ4BLiA54AaABAg,0,4 years ago,i don't know many things she is doing. but i really felt like home. thanks.,我不知道她正在做的很多事情。但是我真的很像家。谢谢。
44253,UgwwB9Tic_f-je-fmLd4AaABAg,0,4 years ago,"this is so astetich for some reason and i'm living for it along with that background music, this was a stunning video thank you youtube for actually recommending something good for once",出于某种原因，这是如此的astetich，我为此而努力，这是一个令人惊叹的视频，谢谢YouTube实际上推荐了一次好东西
44315,UgwoxZ1i87qZjjoJ-nh4AaABAg,0,4 years ago,"this is a beautiful video.
you and grandma are wonderful people. thanks for letting me share your day.
greetings from canada.","这是一个美丽的视频。
你和奶奶是很棒的人。感谢您让我分享您的一天。
来自加拿大的问候。"
44396,Ugw4deBazQF9G6gziZZ4AaABAg,0,4 years ago,"waaa so pretty, thank you for sharing this with us!",Waaa非常漂亮，谢谢您与我们分享！
44712,Ugw5m5H1osVFaCfIv354AaABAg,0,4 years ago,"i am so glad that i have stumbled upon your channel. thank you so much for your videos.
❣️❣️","我很高兴我偶然发现了您的频道。非常感谢您的视频。
❣️❣️"
44783,UgwXWhbCqZE__CCsygB4AaABAg,0,4 years ago,love it.please help me support my channel subscribe and comment down thankyou from philippines,喜欢它。请帮助我支持我的频道订阅并发表评论，谢谢菲律宾
44918,Ugz-cx1WqrUPwDiEEIB4AaABAg,0,4 years ago,"assalam alaykoum, i'm so glad today sending you these words, i'm from an other culture, morocco, i like absolutely everything you do, you work too much, you live in an incredible environement, you're really a great woman..
big respect for you madam..
i'll be very glad if you contact me, and more happy if you decide someday to visit my country, you'll be my gest. thank you for everything.","Assalam Alaykoum，我很高兴今天向您发送这些话，我来自其他文化，摩洛哥，我绝对喜欢您所做的一切，您的工作太多了，您生活在一个令人难以置信的环境中，您真的是一个很棒的女人..
对你夫人的极大尊重..
如果您与我联系，我会非常高兴的，如果您有一天决定访问我的国家，您会很高兴，您将成为我的最新信息。谢谢你为我做的一切。"
45035,UgxbBGJ5ZND4SxBc5QV4AaABAg,0,4 years ago,"i love the beautiful interior including kitchen utensils and very minimal use of plastic, i enjoyed the video very much. thank you!",我喜欢美丽的室内装饰，包括厨房用具和塑料的最小使用，我非常喜欢该视频。谢谢你！
45073,UgyQrUY2CRZ4-0iTzt94AaABAg,0,4 years ago,thank you! happy chinese new year!,谢谢！农历新年快乐！
46484,UgylFTgJwKHg-f1DVtN4AaABAg,0,4 years ago,"thank you, let me see your video",谢谢你，让我看到您的视频
47,UgwuDEd9v3B0RZni7Od4AaABAg,0,10 days ago,"a beautiful, simple life full of vitality and life, thank you",美好，简单的生活充满活力和生活，谢谢
35896,UgzyIl4ynNRaf0evbep4AaABAg,0,4 years ago,these videos help me get to sleep thank you ๐๐,这些视频可以帮助我入睡，谢谢
13792,Ugz3VE9XKSoKGQ0e8Mt4AaABAg,0,2 years ago,hello friend greetings and thanks for sharing your respect,你好朋友问候，感谢您分享您的尊重
14080,Ugx4PyhqVpaCMANGOdN4AaABAg,0,2 years ago,thank you for the wonderful vacation.,谢谢您度过的愉快假期。
14089,UgyEB9nn0jPPxelnU6l4AaABAg.9B3c8OsMed-9B84VbwJBum,0,2 years ago,lee kevin thank you,李·凯文（Lee Kevin）谢谢
14118,Ugy3WnLkofhp199gM-94AaABAg,0,2 years ago,thanks god they are not eating the dogs,谢谢上帝，他们不吃狗
14195,UgxyJwjH5v5lt3M_sah4AaABAg,0,2 years ago,"the spirit of moving forward continues to friends and entrepreneurs of indonesian. i fly our enthusiasm all ... !!!
check mychannel for business information.entrepreneur and the world of civil engineering. greetings our respect. thank you very much","向前发展的精神继续向印度尼西亚人的朋友和企业家。我充满了我们的热情... ！！！
查看MyChannel以获取业务信息。企业家和土木工程世界。问候我们的尊重。非常感谢"
14269,Ugzjn4sswRy__mYmDBh4AaABAg,0,2 years ago,"have fun watching videos
i only created youtube for my channel through the viewers and subscribed to my support channel
thanks !
my channel: # đứcvlogs #","玩视频很有趣
我只通过观众为我的频道创建YouTube并订阅了我的支持频道
谢谢 ！
我的频道：＃™cvlogs＃"
14388,UgwMrF1V3GrZ5QmEB6d4AaABAg,0,2 years ago,i love videos. :3 i wish you make video of body care. thank you,我喜欢视频。 ：3我希望您制作身体护理的视频。谢谢
14453,Ugw1rBXtHffNvA1K5JR4AaABAg,0,2 years ago,hi guys :) 1 like 1 hug thanks visit here :),嗨，大家：:) 1喜欢1个拥抱，谢谢请访问:)
14578,Ugxnua3Ncp7s6tyOUMN4AaABAg,0,2 years ago,"just seeing this video makes me feel good
thanks for the video❤","只看这段视频让我感觉很好
感谢您的视频❤"
14580,UgwystpQKC67YrxqHf54AaABAg,0,2 years ago,i watch these videos to relax and it always gets me sleepy ;( so thankful for these vids,我看这些视频放松，它总是让我困了；（感谢这些视频
14649,UgyyADTK_2uPDL8Aw6t4AaABAg,0,2 years ago,a professional chef in the field deserves the prize for the best woman thank you and god bless you,该领域的专业厨师值得获得最好的女人的奖项，谢谢你，上帝保佑你
14713,UgyneO3FIxbWpos5AGF4AaABAg.9APrmI7u29G9ASRO00GxwS,0,2 years ago,"derius li thank u so much
really a very beautiful place
are u from china too?","德里乌斯李非常感谢你
真的是一个非常美丽的地方
你也是中国吗？"
14721,Ugxssyz70F1-vUZmCPZ4AaABAg,0,2 years ago,hello you video very nice thank you sharing,您好，您的视频非常好，谢谢分享
14762,UgyHN7-1eJZAcAKkNhd4AaABAg,0,2 years ago,thank you so much for inspiring me!,非常感谢您激发了我的启发！
14766,UgylyPMIl69zT5wyIz54AaABAg,0,2 years ago,can you order snowflake crispy! intersection thank you!,可以订购雪花酥吗！？谢谢妳！
14818,Ugxk4Y3eZgkxPj-vHih4AaABAg,0,2 years ago,thank huy nguyen for vietsub,感谢Huy Nguyen的vietsub
14875,UgyMF0iAqJ6msoyfCxp4AaABAg,0,2 years ago,"you motivate me, lizqi. i renovate one of our house with one room and plan to stay here during this quarantine. i plant some flowers and vegetables outside and hopefully i can fill the inside of the house with different kind of plants. thank you! this is like a therapy to me. i hope you, your grand mother, your coworker, the dogs and the lamb safe these days.",你激励我，利兹。我用一个房间翻新了我们的房子之一，并计划在这场隔离期间呆在这里。我在外面种一些花朵和蔬菜，希望我可以用不同种类的植物填充房屋的内部。谢谢你！这对我来说就像一种疗法。我希望您，您的祖母，您的同事，狗和羊肉和羊羔安全。
15103,UgzhmcYEICp6gcSKgHp4AaABAg,0,3 years ago,"thank you for this video, watching here while on community quarantine, hello everyone, keep safe",谢谢您的视频，在社区隔离时在这里观看，大家好，保持安全
15316,UgzxI2UFRCDopHKJuRx4AaABAg,0,3 years ago,"fantastic snacks ...
everything liziqi does is wonderful !!!
i would like to see a video where you can see what you feed and caress your puppies, is it possible?
thank you!!!
conxita ^: ^","很棒的小吃...
Liziqi所做的一切都很棒！！！
我想看一个视频，您可以看到您的幼犬喂食和爱抚您的幼犬吗？
谢谢你！！！
conxita ^： ^"
15422,UgwkLeD0rv1suvBtNRF4AaABAg,0,3 years ago,"hi good morning 
for youtube videos promotions you can contact me on whatsapp no. 9795725358.through adwords .
thanking you","嗨，早上好
对于YouTube视频促销，您可以在WhatsApp上与我联系。 9795725358.通过AdWords。
感谢您"
15494,UgwHbsPluGHGClZXt4p4AaABAg,0,3 years ago,planting my own little garden and watching your video are the only ways to make me feel inner peace during the pandemic and riots. thank you for those great videos. every shot is so delicately and beautifully made yet you live such a peaceful and natural life.,种植我自己的小花园和观看视频是使我在大流行期间感到内心和平的唯一方法。谢谢您的精彩视频。每次镜头都是如此精美，精美，但您过着如此宁静而自然的生活。
15535,Ugz2u2kTwp5yVb67l914AaABAg.99UqgISvocx99X4V9MDVNL,0,3 years ago,@user-fo5ji7jk2z thanks in my county that known as jambura,@user-fo5ji7jk2z在我的县感谢jambura
15631,UgyplJuUMACyK-W8lpZ4AaABAg,0,3 years ago,"the girl is good, hardworking, give her already to marry, otherwise he should be worn, she needs to give birth. i look with great pleasure. thank you.",这个女孩很好，勤奋，让她已经结婚了，否则他应该佩戴，她需要分娩。我很高兴。谢谢。
15711,Ugx_hbW11CMXxXxdF8t4AaABAg,0,3 years ago,"mexico, good afternoon excellent video, apology i see that the puppies are hungry, you can share a little with them thanks greetings",墨西哥，下午好的视频，道歉，我看到幼犬饿了，您可以与他们分享一点，谢谢问候
15714,Ugzp7lVpDalQ5asj4s94AaABAg,0,3 years ago (edited),"can someone tell me what's this stove (@4:03, @6:28) called and how it can be made? 
i am from india and found this wood fire stove at many cooking videos. i would like to make such for my home in india. can someone guide me. 
thanks. mateen","有人可以告诉我这个炉子是什么（ @4：03， @6：28），如何制作它？
我来自印度，在许多烹饪视频中发现了这个木火炉。我想为我在印度的家做这样的家。有人可以指导我吗？
谢谢。玛汀"
15737,Ugzp7lVpDalQ5asj4s94AaABAg.99Hz1J47n1599OhDWaHvH1,0,3 years ago,"@collinl1116 thanks. 
can you please point to me. thanks again.","@collinl1116谢谢。
你能指向我吗？再次感谢。"
15739,Ugzp7lVpDalQ5asj4s94AaABAg.99Hz1J47n1599R5TdNI5uY,0,3 years ago,"@collinl1116 no issues. thanks for the kind concerns though.
yes, i have gone through that earthen oven making video but didn't find the one am asking for.","@collinl1116没有问题。不过，感谢您的关注。
是的，我经历了制作视频的泥土烤箱，但没有找到一个正在要求的视频。"
15834,UgzDd_ScB6hoPD-gDNR4AaABAg,0,3 years ago,beautiful the view and the daily nature... inspire us peace... thank you for your receipies.,美丽的景色和日常自然……激发了我们的和平...谢谢您的收到。
15844,Ugz1C6f2DcmwAqVal854AaABAg,0,3 years ago,thank you so much for this episode.,非常感谢您的这一集。
15859,UgzhAXSu4amsNugcB4B4AaABAg,0,3 years ago,thank you for filming it,谢谢你拍摄
13844,Ugw6-JSLKheBCrNZ82N4AaABAg,0,2 years ago,this video changed my life. i love you liziqi. thank you for bringing peace to us through your videos. ❤,这个视频改变了我的生活。我爱你liziqi。感谢您通过您的视频为我们带来和平。 ❤
13686,UgySZiW7KBv7lCmct4x4AaABAg,0,2 years ago,thank you li tu that,谢谢你那个
19164,Ugz7GfDlR4YeU4t_6r14AaABAg.967vXqxs2yP96KE2CZBaS0,0,3 years ago,"please i need your help and support please subscribe to my channel and enjoy thank you : 
https://www.youtube.com/channel/uc3htyawtiwxfu0eobnbffmq?view_as=subscriber","请我需要您的帮助和支持，请订阅我的频道并享受谢谢：
https://www.youtube.com/channel/uc3htyawtiwxfu0eobnbffmq?view_as=subscriber"
13663,UgybJAfzop8acC1jTch4AaABAg,0,2 years ago,your are great i am from curacao thank you for your video,你很棒，我来自库拉科，谢谢你的视频
11317,UgwI1lvrULtGvN-Qubt4AaABAg,0,2 years ago,"hello, i am a girl who studies arabic language, and because of my living conditions, i decided to create this channel to spread my understanding of the country i learned, but i did not have enough funds, so i created the channel in order as my source of income, i ask your sisters to subscribe to my channel, thank you and everyone who support me",你好 我是一个学习阿拉伯语言的女孩，并且由于我的生活条件，我决定创建此渠道来传播我对所学习的国家埃及的了解，而我却没有足够的资金，所以我创建了该渠道以作为我的收入来源 所以，我请你姐妹们订阅我的频道，谢谢你和支持我的每个人
11511,UgzFzZs9K6Z14j22azN4AaABAg.9EWKCP4-g0E9EX2J5D0uvC,0,2 years ago (edited),"@user-ki5qz9hp4u woow, this fruit isn't grown in spain and i hadn't heard anything about it. thank you very much!! :-)",@user-ki5qz9hp4u woow，这种水果在西班牙没有种植，我没有听到任何信息。非常感谢！！ :-)
11512,UgzFzZs9K6Z14j22azN4AaABAg.9EWKCP4-g0E9Ehc7beJxZt,0,2 years ago,sy fan thank you so much! ๐,SY粉丝非常感谢您！
11598,UgzIqPk21FoWyg1ZZUF4AaABAg.9EOss8XUAU69EmqBD3dztg,0,2 years ago,@user-gt2bu3jm6p ๐ฒ๐ฅบ goodness.... thanks...!!!(โฏแด—โฏ),@user-gt2bu3jm6p
11619,Ugw20MV7PDQoYbZZ3xB4AaABAg,0,2 years ago,thank you,谢谢
11685,Ugxh6w5TN17SJnQ8eOt4AaABAg,0,2 years ago,"thank you, liziqi! your video let me remember my childhood back to 40 years ago. every chinese spring festival, whole family made fried peanuts, sunflower seeds, cakes, popcorns (exact same way in your video). although we were poor, but that was the happiest time of the year! my parents are still living in china now. but i have not calibrated the chinese new year with them for 20 years since i moved in na.๐ญ๐ญ๐ญ i will do it for next chinese new year! thanks again!",谢谢，利兹奇！您的视频让我记住我的童年，可以追溯到40年前。每个中国春节，全家人都制作了炸花生，葵花籽，蛋糕，爆米花（视频中的方式完全相同）。尽管我们很穷，但这是一年中最快乐的时刻！我的父母现在仍住在中国。但是自从我搬到Na以来，我没有与他们一起校准中春节。再次感谢！
11726,Ugy8Wib7HTyMjlfCMXJ4AaABAg,0,2 years ago,thank you! ๐€,谢谢！
11774,UgyV8rE0p1Z_fKQmbh94AaABAg,0,2 years ago,"i love your video, so peaceful. i want to ask you if is possible to add some tittle of the thing that you do and the products you use( there are many things that we dont know what it is) thank you and blessing.",我爱你的视频，如此和平。我想问一下您是否可以添加您所做的事情和使用的产品（有很多我们不知道是什么的东西）谢谢和祝福。
11797,UgyijpIDR-pZFjbKmIh4AaABAg,0,2 years ago,"thank you for sharing your daily life through videos and making people jealous of your life ๐ and realize that life is beautiful. this world is beautiful without war.
๐ greetings of peace ๐","感谢您通过视频分享您的日常生活，并使人们嫉妒您的生活，并意识到生活是美好的。没有战争，这个世界是美丽的。
"
11826,UgzRekDg_CalHBEHsgl4AaABAg,0,2 years ago,thanks you so sweet,谢谢你真可爱
11842,Ugz6gU6qj_aHxEf19gx4AaABAg,0,2 years ago,thank you for a good video,谢谢你的好视频
11918,Ugw2z34R0hkh2RnABTt4AaABAg,0,2 years ago,hai sister i like your videos very much very nice videos. my youtube channel is thamizhini's lifestyle please subscribe to my channel sister thanks in advance take care. i love your cooking very much.,hai Sister，我非常喜欢您的视频。我的YouTube频道是Thamizhini的生活方式，请订阅我的频道姐姐，谢谢。我非常喜欢你的烹饪。
11945,UgzUcls0htgBzVBfxfp4AaABAg,0,2 years ago,"good day. i came to you through the channel you are interested in, and i left it. i really like your video to the room on the canal, we will drink tea. thank you",美好的一天。我是通过您感兴趣的频道来找您的，我留下了。我真的很喜欢你的视频来到运河上的房间，我们将喝茶。谢谢你
11967,UgwvVLVUo_fyzjlhgwZ4AaABAg,0,2 years ago,"this was an amazing video!
it's an awe inspiring beautiful, & timeless representation of how families continue to use longstanding recipes to intice & inspire their children..and their children's children..to pass these traditions on to generations to come! 
the video is well produced & makes one long for simpler times when you & your family actively worked the land to provide for your family, & countless others in the neighborhood & in the community. 
many of their traditions are thousands of years old & just prove that instant gratification isn't always the most appreciated. 
now! i'm worried about your grandma! 
thank you both for sharing your world with other societies who are dumbstruck by your experience & attention to detail. simple... yet intricate.
.","这是一个了不起的视频！
这是一个令人敬畏的美丽而永恒的表现，表明家庭如何继续使用长期使用的食谱来掌握和启发他们的孩子。.将这些传统传给后代！
当您和您的家人积极地为您的家人提供土地，以及社区和社区中的其他其他人时，该视频的制作良好，并使您和您的家人积极地为您的家人提供土地时，使一个漫长的时间变得更加简单。
他们的许多传统已有数千年的历史，只是证明即时的满足并不总是最受赞赏的。
现在！我担心你的祖母！
感谢您俩与其他社会分享您的世界，这些社会因您的经验和对细节的关注而笨拙。简单...尚未复杂。
。"
12128,UgzQReBfyGQly1H_Tdh4AaABAg,0,2 years ago,when your hungry. and see this video my tummy is super noisy. lol thank you for sharing. pls continue vlogging. keep safe always. new friend here,当你饿了。并观看此视频，我的肚子超级嘈杂。大声笑谢谢您的分享。请继续视频博客。始终保持安全。新朋友在这里
12146,UgweBe48GVds-EjSLOd4AaABAg,0,2 years ago (edited),i'm inspiring about your video thank you i'm watching from the philippines,我正在鼓舞您的视频，谢谢我正在从菲律宾观看。
12302,UgzBWS6DrWzWkSUyKoJ4AaABAg,0,2 years ago,let me paste thanks to the link! https://youtu.be/4gdmvkse0di thank you!,让我粘贴链接！ https://youtu.be/4gdmvkse0di谢谢！
12369,UgzDnvSyhtT778JLpaV4AaABAg,0,2 years ago,"sept 2020, feeling hungry...see all the foodsssszz...appreciate all the process...tq liziqi coz at the same time u teach people how to be kind & thankfull for the food",2020年9月，感到饥饿...请参阅所有食品...欣赏所有过程... TQ Liziqi Coz同时您教人们如何善良，并感谢食物
12420,Ugw54O3hCwB6DnHCUhR4AaABAg.9DCbhy4Rkqs9DLCnFO-xl9,0,2 years ago,thank you :),谢谢 ：）
12480,UgyEyBEb_-eSdLxKRe94AaABAg,0,2 years ago,i was wondering what these big yellow fruits are? and why are they laying on the floor everywhere and not gathered up but only picked up from the tree? there must be a reason .... could someone please explain? thanks!,我想知道这些黄色大果是什么？为什么他们躺在各处的地板上，没有聚集，而只从树上捡起？一定有一个原因。...有人可以解释吗？谢谢！
12496,UgyaSPMOb6bo6zTVx314AaABAg.9D46DbEnF1v9DWSONLjJeQ,0,2 years ago,@jiddah7478 thank god btw where r u from,@jiddah7478感谢上帝，btw r u u ther
12534,UgyfQQY8Xom8kjNMLBh4AaABAg,0,2 years ago (edited),you are mesmerising and beautiful to watch. you inspire and amaze me and i love you and your videos. you are so strong and thoughtful. thank you.,你令人着迷，而且很漂亮。您激发了我的灵感，我爱您和您的视频。你是如此坚强和体贴。谢谢。
12620,UgwhCSwMrhbatRuRwkB4AaABAg,0,2 years ago,i do really like your videos. thank you so much for sharing with us,我真的很喜欢你的视频。非常感谢您与我们分享
12728,Ugz57VevqkRYCB2J4-t4AaABAg,0,2 years ago,"dear miracle chinese girl, we love you very much, you are a miracle, please translate what you call into russian so that we can understand. thanks. ❤❤❤ ❤",亲爱的奇迹中国女孩，我们非常爱你，你是一个奇迹，请将您所说的翻译成俄语，以便我们理解。谢谢。❤❤❤
12784,UgzaR9oZnYU668hRRkF4AaABAg,0,2 years ago,this was a class for me thank you,这是我的课，谢谢
12806,Ugx-LhB0EyAcmvIp9eV4AaABAg,0,2 years ago,"is there anything that li ziqi cannot do？this amazing, hardworking lady is the embodiment of all things bright and beautiful. you are simply the best ziqi and you deserve nothing but the very best. thank you for everything that your awesome videos bring to all of us.",李齐（Li Ziqi）做不到的事情是，这位神奇而勤奋的女士是万物明亮和美丽的体现。您只是最好的Ziqi，只有最好的东西。感谢您提供的真棒视频带给我们所有人的一切。
12940,Ugwal9Ot2ry4bqNv6BB4AaABAg,0,2 years ago,thanks,谢谢
13069,UgzNbWMZCJbrvc-uDDd4AaABAg,0,2 years ago,its a good thing there are english captions..thank you for inspiring us...,这是一件好事。
13224,Ugyi24OEhJNHvDVs9Ih4AaABAg,0,2 years ago,it is possible to translate for arabic and thank you,可以翻译成阿拉伯语，谢谢
15920,UgzYNGTH6E-kD5o-nlJ4AaABAg,0,3 years ago,thanks,谢谢
15989,UgwAbK_X4dln96WPCTN4AaABAg.992SR2Rs5X-9A9DYYWQHsU,0,2 years ago,me too. and thank god you are exist. you really kind. each of us has own purpose in this life.,我也是。感谢上帝，你存在。你真的很友善。我们每个人在这一生中都有自己的目标。
16028,UgyWfEenMgnm7qmhZ-J4AaABAg,0,3 years ago,let me guess ... this must be in lijiang somewhere ... because of the diversity of fruits in one place ... am i right? just wondering from what i have been told. thanks for sharing.,让我猜...这一定是在Lijiang的某个地方...因为一个地方的水果多样化...对吗？只是想知道我被告知的内容。感谢分享。
16070,Ugz88X4nvMsV-3dB4jZ4AaABAg,0,3 years ago,just elite skin of thamuz thanks.,只是萨穆兹的精英皮肤，谢谢。
18344,UgyDUr1aLaG7Dnm3Gmx4AaABAg,0,3 years ago,"beautiful. love every thing. i love with the sharp color and texture of the video. you are very talented and creative. 

would really appreciate if you would consider adding some english subtitles. thank you.","美丽的。爱每件事。我喜欢视频的鲜艳色彩和质感。您非常有才华和富有创造力。

如果您考虑添加一些英文字幕，真的很感激。谢谢。"
18383,Ugz02iI6L6UBhOhtxhV4AaABAg,0,3 years ago,thank you thank you for sharing this video. i smiling the whole time. ❤❤❤❤,谢谢谢谢您分享此视频。我一直在微笑。 ❤❤❤❤
18386,Ugwt6E0aLXWnRvXb6-Z4AaABAg,0,3 years ago,i̇ like her very much! bravo she is so hardworking girl. but after korona during all videos i was wared about this two pupis thanks god she dış not cooked tham,我非常喜欢她！她是如此勤奋的女孩。但是在所有视频中，科罗纳之后，我都被这两个小学家警告，感谢上帝，她没有煮过tham
18452,Ugxri84f2D3bRkOX0mJ4AaABAg,0,3 years ago,"i love everything about this video! but what i loved the most is your little puppies 
you inspired me in so many ways! thank you so much for such a beautiful peace of art!","我喜欢这个视频的一切！但是我最喜欢的是你的小狗
您以多种方式启发了我！非常感谢您如此美丽的艺术和平！"
18474,Ugz0d7QMTj1IPBEf5uJ4AaABAg,0,3 years ago,thank you hun,谢谢匈奴
18553,Ugyakm1483FXviQ5sBN4AaABAg.96mDuqOqWpQ96mK1bP6AGt,0,3 years ago,李亦姝 li yishu thank you so much. yes i really do enjoy chinese music!,li yishu非常感谢。是的，我真的很喜欢中文音乐！
18554,Ugyakm1483FXviQ5sBN4AaABAg.96mDuqOqWpQ96mKk_s1n2P,0,3 years ago,@mt.moriah_arts thank you so much,@mt.moriah_arts非常感谢
18576,UgxcHWYvvpcNgV3I2b94AaABAg.96k0lf-RA7A96mJBJ6HeUJ,0,3 years ago,"thank you so much for your support hope you like chinese music too, here is the link, https://youtu.be/rhqecmtkgqu",非常感谢您的支持，希望您也喜欢中文音乐，这是链接，https://youtu.be/rhqecmtkgququ
18578,UgzyT4FKT2MqdZq8HxR4AaABAg.96jWZpAu0s096mJE9sT_E0,0,3 years ago,"thank you so much for your support hope you like chinese music too, here is the link, https://youtu.be/rhqecmtkgqu",非常感谢您的支持，希望您也喜欢中文音乐，这是链接，https://youtu.be/rhqecmtkgququ
18599,UgwHCSOEaQbHUYfBq9J4AaABAg.96guUN3BWCr96mJINyvXLT,0,3 years ago,"thank you so much for your support hope you like chinese music too, here is the link, https://youtu.be/rhqecmtkgqu",非常感谢您的支持，希望您也喜欢中文音乐，这是链接，https://youtu.be/rhqecmtkgququ
18604,Ugy0QvWQ1lYg_czk4EJ4AaABAg,0,3 years ago,this is absolutely amazing...thanks for relaxing me during this horrible quarantine. saluti dall'italia.,这绝对是惊人的...感谢您在这个可怕的隔离期间放松我。 Saluti Dall'italia。
18605,UgzRbUhXHf0OU49Mz4N4AaABAg,0,3 years ago,"my favorite , thanks liziqi !!!",我最喜欢的，谢谢Liziqi！
18611,Ugx3Bkbt_uk4Hv_81I54AaABAg,0,3 years ago,"thank you for making a clip for us to watch. i like this way of life. stay with nature eat fresh food thank you from the heart
from thailand ❤️","感谢您制作剪辑供我们观看。我喜欢这种生活方式。与大自然保持联系吃新鲜食物谢谢你
来自泰国❤️"
18718,Ugx4bRW09UEp8FnpJ0N4AaABAg,0,3 years ago,bravo for the video i appreciate the dishes cooked by madame who has a lot of idea thank you continued like that bravo,勇敢的视频，我感谢夫人烹制的菜，他有很多主意谢谢你继续
18722,UgyMhBPlKMV7WTbzVVx4AaABAg,0,3 years ago,i love country life!! thank you for sharing,我喜欢乡村生活！感谢你的分享
18754,Ugz-bcF3hFObDgdEfnd4AaABAg,0,3 years ago,what wonders that benças love love thanks,什么想知道Benças爱的爱谢谢
18803,UgwEt0p2DCaFujl2x1N4AaABAg.96V6Wr4EwiX97QE54yBBKp,0,3 years ago,"how do i download it, say thank you",我如何下载，说谢谢
18814,UgwEt0p2DCaFujl2x1N4AaABAg.96V6Wr4EwiX9QKr39801Uj,0,1 year ago,"1, 
https://ok.me/qhil?nanoko official service


#thank you for pointing out everyone am!
thank you for the reorganization of the live distribution! the live distribution on this day was quite ridiculous! more than 10,000 people were watching (laughs). it was also exciting that i forgot to cut the camera and did one! i have to be careful in the future ...

! 
it is! #live distribution on this day was#very ridiculous! #more than 10,000 people were watching (#laughs)#after all the ginseng is the best! #it was exciting to have forgotten to cut the camera,#in the history of the person,#strong,#strong, #shinjin japanese ingredients 具 具 具 氏 氏 氏 氏 氏 氏 氏 氏 氏 氏 氏 族 氏mid -vulnerable, #less `'#morawa poverty. #shinsei, #survanity of human beings, a trivial refusal,#deprivation, a basic basic demand 們 們 種 種 種 種 種 種.#說 food, #stiflers, so refusal people. #contrary, #asshikai kai -kai, a quick -sighted meat, a nuakenhiro 找 找 找 找 找 找#other 們 kokai ryo, #cuts,#seasoning wako -puy -like vegetable japanese meat, #sdatistic food market for home -based households 蔬 蔬 蔬 蔬 蔬 蔬 蔬 蔬 會 會 會 會 且 且 且 且 且#malph peach powdering shiroki #shinical food stewed weather","1，
https://ok.me/qhil?nanoko正式服务


＃感谢您指出所有人！
感谢您对现场发行的重组！这一天的现场演出非常荒谬！有10,000多人在看（笑）。我忘了切开相机并做一台相机也很令人兴奋！我将来必须小心...

！
这是！ ＃这一天的活力分布非常荒谬！ ＃超过10,000人正在观看（#laughs）＃在所有人之后，所有人参是最好的！ ＃在人的历史上忘记剪相机非常令人兴奋， #less`'#Morawa贫困。 #shinsei，#survanity of humans，一个琐碎的拒绝，＃剥夺，基本的基本需求们们种种种种。 #contrary，#asshikai kai -kai，快速壮观的肉，nuakenhiro找找找找找找＃其他们kokai ryo，＃剪切，＃调味wako -puy -puy -like菜日本肉，#Sdatistic Food Market for Home -Bate -Bate -Bate -Bate -Bate -Bate -Bate Highths蔬蔬蔬蔬蔬蔬蔬蔬蔬蔬蔬蔬Shiroki #shinical Food炖天气"
18887,UgyEfIzIhe83jbdfqMd4AaABAg.96TadymVebc96dWyXzYhzF,0,3 years ago,@franciscolee1275 wow really i didn't know thanks,@franciscolee1275哇，我真的不知道谢谢
18900,UgxWl3-taH-tVrZk9JV4AaABAg,0,3 years ago,"oh,i love your videos. thank you!",哦，我爱你的视频。谢谢你！
18938,UgwB2hpizEJckvp9Azp4AaABAg,0,3 years ago,thank you ♡,谢谢
18949,Ugwkx1xK_Wkf8uj1xtt4AaABAg.96PicudqRt_96h6A0QT5I4,0,3 years ago,"@raffaelesai9976 i know, thank you duck",@raffaelesai9976 我知道啦，谢谢鸭
19003,UgxKt0oeOUEfZ3TbA1B4AaABAg.96LVgsVB8cE96M2Mz9JgE4,0,3 years ago,"li xiang, thank you",李翔 谢谢
19055,Ugw0U3HcaI-WINoQCrx4AaABAg.96GzaiWSLlM96KE3EXjEM2,0,3 years ago,"please i need your help and support please subscribe to my channel and enjoy thank you : 
https://www.youtube.com/channel/uc3htyawtiwxfu0eobnbffmq?view_as=subscriber","请我需要您的帮助和支持，请订阅我的频道并享受谢谢：
https://www.youtube.com/channel/uc3htyawtiwxfu0eobnbffmq?view_as=subscriber"
