,cid,votes,time,含lol,含lol中文翻译
17452,Ugw4Y6TdDjlU9zRkSHR4AaABAg.92kMx1rS9LO92th6SQRHEA,0,3 years ago,holy shit i thought i was the only one lol i thought i was watching an old chinese tv series,天哪，我以为我是唯一一个我以为我正在看古老的中国电视连续剧的大声笑
13050,Ugx2weaijBPcDLJUcg14AaABAg,0,3 years ago,she had to also capture the slurping sounds lol,她还必须捕捉声音大声笑
17461,UgyxjCNw7PcHy00mFTh4AaABAg.92kFCYuSK5v92uh4iwKhsv,0,3 years ago,lol,哈哈
17491,UgzYg9lV4WPYoS1mPOd4AaABAg.92jkWAaeg_e92uc1WPaq2P,0,3 years ago,@user-vg7mo6kc9c have you been to cali? a lot of rich people there do live like the kardashians lol.,@user-vg7mo6kc9c您去过卡利吗？那里的许多有钱人确实像卡戴珊人一样生活。
17631,UgxW81R99cPbf3bu0s54AaABAg.92iL8s-QtKf92mFNgFy3U7,0,3 years ago,qianmu yi lol same except not american wifi,黔木易 LOL SAME EXCEPT not American WiFi
17833,UgwDBMySq77P5dnBw_d4AaABAg.92fmx7GUYAk92pZGGy9aR1,0,3 years ago,excuse me are you talking about me? lol,对不起，你在谈论我吗？哈哈
17837,UgyGRafbscw26QOjFKB4AaABAg.92fl-udgELU92irsJLe66p,0,3 years ago,hesh lol cause chinese people don't need deodorant,赫什大声笑，因为中国人不需要除臭剂
17891,Ugx0I0aBDiU-FPsWBER4AaABAg,0,3 years ago,thanks for the english subtitle. its been hard watching chinese video without english subtitle for none chinese viewer lol,感谢您的英文字幕。很难看中文视频，没有英文字幕，没有中文观众大声笑
12780,UgxuKpn6MeGJB2VchL14AaABAg.96M6U9v0MLP96pvDLUkBNI,0,3 years ago,@kabalieaswaran3775 you misread my message buddy ，i was just kidding，lol,@kabalieaswaran3775你误读了我的消息好友，我只是在开玩笑，大声笑
12742,UgzyrwTqQ8RePRqrTGd4AaABAg,0,3 years ago,everything but the snails lol,除了蜗牛，一切都大声笑
12453,Ugxp4TjvPHX3W4g2lWh4AaABAg,0,3 years ago,she's doing compulsory ads now? wow that arrogance lol.,她现在正在做强制性广告？哇，大声笑。
18250,UgzvA8nKEoWRLZQlqaZ4AaABAg,0,3 years ago,11k dislikes... i am genuinely curious as to why? i mean... i guess it's not exactly a tutorial? lol,11k不喜欢...我真的很好奇为什么？我的意思是...我想这不是一个教程吗？哈哈
12324,UgwrdD0tPznAR5A5hdl4AaABAg.96n-G9KzXSD96wAocZsbkV,0,3 years ago,"green pope actually the price of land in rural china isn’t that expensive, but she’s definitely rich lol.",绿色教皇实际上在中国农村的土地价格并不昂贵，但她肯定很富裕。
18484,UgyjfLr-Lqkia0PcM0d4AaABAg.92TzF23kYKN92bg7BOC9WX,0,3 years ago,the video is so beautiful and relaxing that you feel sleepy lol,视频是如此美丽而轻松，以至于您感到困倦
18823,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792VkzKI9Vty,0,3 years ago,i dislike it cause i found dianxi xiaoge cooking is more cleaner that this one!!! lol,我不喜欢它，因为我发现dianxi xiaoge烹饪比这更干净！！！哈哈
16619,UgwG6EGI9KhD1FkfuKZ4AaABAg.92t3bTvXZ7H934SLCEmwBL,0,3 years ago,there's like 50 different answers on here lol,这里有50个不同的答案
16480,UgyS_eXUHWOUd7w_zjh4AaABAg,0,3 years ago,"dam ! it dont take much to make her happy... i'm sold ! she is worth her weight in gold , low maintenance and very pretty , i dont see one electric powerline anywhere. my kinda girl , shes an asian pearl ♡ ... i think i'm in love lol !",dam！让她开心并不需要太多...我卖了！她值得以黄金，低维护和非常漂亮的重量，在任何地方我都看不到一个电力线。我的女孩，她是亚洲珍珠...我想我恋爱了大声笑！
16451,Ugy-3nMzYcYNOPDOuDx4AaABAg.92vNFNAds9T9310cqw8G54,0,3 years ago,"the only time i saw one was in harvest moon, lol!",我唯一看到一个人是在收获月亮的时候，大声笑！
15446,UgxM6M0zpu3k7SD32RR4AaABAg.93FjALA-hss9I6d332xAqB,0,2 years ago,"@straitarrow5784 lol. have you watched chinese government propaganda lately? it's not as slick as this. 
if li ziqi is just a paid ""actress"" as you claimed her to be, at least she's got actual consummate cooking skills. also, she's actually farming & chopping stuff. good luck seeing fan bingbing ""acting"" like this. 
don't be that petty betch jealous of whoever's playing her fake grandma cashing in those government cheques lawl.","@straitarrow5784大声笑。您最近看过中国政府的宣传吗？它并不像这样光滑。
如果李齐（Li Ziqi）只是您声称自己的付费“女演员”，至少她拥有真正的烹饪技巧。另外，她实际上是在耕种和切碎的东西。祝您好运，看到粉丝bingbing这样的“表演”。
不要那个小的贝奇嫉妒谁在那些政府支票劳尔（Lawl）弹伪装的人。"
14526,Ugz2r8asfn7L3leDMDh4AaABAg,0,3 years ago,i wonder what they call those mushrooms that where growing on the side of the bamboo shoot we have them in america and i have heard some pretty interesting names for it ( at least i think they are the same thing lol),我想知道他们称这些蘑菇是什么，在竹芽侧面生长，我们在美国拥有它们，我听到了一些非常有趣的名字（至少我认为它们是同一件事，大声笑）
14579,Ugyro1AET5YcAN-T_Jl4AaABAg,0,3 years ago,i wonder if this is staged. if so they are way better than survivor lol,我想知道这是否上演。如果是这样，他们比幸存者好。
14654,UgwdSu3uHAaEVRvtR294AaABAg,0,3 years ago,did she self-record this vid ? or someone did it as cameraman ? she lived in village and editing her own videos with laptop ? no wi-fi ? sounds fishy.. lol..,她是自我录制的吗？还是有人作为摄影师做过？她住在村庄，用笔记本电脑编辑自己的视频？没有Wi-Fi？听起来很腥..大声笑..
14368,UgyeasYjN_Kdlqbh-5t4AaABAg,0,3 years ago,okkkkk but these angles and how clean the shots are like b what im here for it but damn seems weird ya know lol,好的，但是这些角度以及镜头有多干净，就像我在这里做什么，但是该死的，看起来很奇怪，你知道
15036,Ugyog24GEF9SBEa0ygB4AaABAg,0,3 years ago,i played harvest moon and always thought the bamboo shoots there are weird looking. turns out they look exactly like the real ones only rounder in the game lol i feel bad for my ignorance :'),我打了收获月亮，总是认为那里的竹芽看起来很奇怪。事实证明，它们看起来完全像是真正的游戏中的真正圆形大声笑，我对我的无知感到难过：'）
15133,Ugzdcq4xzb_xdcrexid4AaABAg,0,3 years ago,"dont know how i found this channel but now i'm binge watching. these people eat like gods,lol",不知道我是怎么找到这个频道的，但是现在我狂热地看着。这些人像神一样吃东西，大声笑
15152,UgzkcIA56q4T4mnHGl94AaABAg.93Utqyhe_A194Eh8_l0iOR,0,3 years ago,get in line buddy lol,排队伙伴大声笑
15258,UgywEsMS8N-cs2bqxTN4AaABAg.93MWuXFnRNr94Lmpx907xn,0,3 years ago,"i agree, worth more then any gold on earth lol.",我同意，比地球上的任何黄金更值得大声笑。
15302,Ugze2ngPz_-VPbIndax4AaABAg.93JzQ2cg-xK94NnAbK-jrK,0,3 years ago,richard j winarta then teach me. lol,理查德·J·温塔（Richard J Winarta）然后教我。哈哈
15535,UgzxQ7xU6Un0w8H-iWB4AaABAg,0,3 years ago,"none of what i just watched looked appetizing at all...... like, nothing, literally. but was calming 2 watch, that’s for sure. looks can be deceiving though, that i know. i’d try it, just wouldn’t want 2 watch it be prepared! lol",我刚刚看过的一切都没有看起来像是开胃的……就像，一无所有。但是正在平静2手表，这是肯定的。我知道，看起来可能是欺骗的。我会尝试的，只是不想2观看它做好准备！哈哈
14010,UgxW--ESPD4TLT8xHMp4AaABAg,0,3 years ago,i would call this an over produced pile of crap. lol you too can make this meal over a six day period. wtf lol who watches this and thinks i can do that too.,我将其称为过度产生的废话。大声笑您也可以在六天的时间内做这顿饭。 wtf大声笑，他看着这一点，并认为我也可以做到这一点。
15850,UgxmZXmiUsGmNxlbb5x4AaABAg,0,3 years ago,i would like to marry her lol,我想嫁给她大声笑
15945,UgwMRdT6Ru8x4_2Pj554AaABAg.931UgpmuCiw936PAxCAqh9,0,3 years ago,"niharika v adhupia because she is probably a model or actress ..this is china ..they can duplicate anything fool
anyone ...this may be one big giant set in a film studio ..who knows lol.....they can imprison millions of ppl in a jail ..make artificial rain ..they can do anything","Niharika v Adhupia因为她可能是模特或女演员..这是中国..他们可以复制任何傻瓜
任何人...这可能是电影制片厂中的一个大巨人。"
15985,UgzPHT-PlUHdzSXUQpN4AaABAg,0,3 years ago,lol the bush she used is write outside my window growing wildly,大声笑她使用的灌木丛是在我的窗外写得疯狂的
15993,Ugxn53PckixC3pIVyCB4AaABAg.930lKCGRtEx933uqBGRaQT,0,3 years ago,lol...most villages people know what can eat and what can't.... don't teach them to live a life that they did for a thousand years,大声笑...大多数村庄人们都知道可以吃什么，什么不能吃。。。
14243,UgwJqYgX-xqef8IuaVN4AaABAg,0,3 years ago (edited),"she would be a great wife, who's ever is the lucky guy well done lol.",她将是一个伟大的妻子，曾经是一个幸运的家伙，大声笑。
16179,UgyRAGT7jN0PjwTEn9J4AaABAg,0,3 years ago,"looks nice, but i am not a fan of gastropods lol",看起来不错，但我不喜欢腹足动物大声笑
14098,UgzcxKn2cl2Q0BsPLtN4AaABAg,0,3 years ago,"i love you and the grandma, this was relaxing and satisfying lol",我爱你和奶奶，这是放松而令人满意的哈哈
14085,UgzYwgy9n0KvD6XZ7b94AaABAg,0,3 years ago,marry me lol,嫁给我大声笑
14075,UgwMMchXSHiNr6Dp4714AaABAg.94X-OXeU5p895pUh5lJAVY,0,3 years ago,manok l cuz i went to philippines and their water r pretty clean ( at least more clean than my city lol),Manok L Cuz我去了菲律宾，他们的水很干净（至少比我的城市更干净）
11802,UgydDUWQq4VL4VxBn9N4AaABAg,0,3 years ago,lol,哈哈
18852,UgzU-pdSoeroWmPjZot4AaABAg.92GzIqaTO7892g__DVlUvq,0,3 years ago,"​ @user-jd5cs7te2r lol, that's insulting...its a girl, not a dude.",@user-jd5cs7te2r，这是侮辱性的……它是一个女孩，而不是一个家伙。
19153,UgyL36VAr3xFKNwipyt4AaABAg.923E6ue2Tl292EiotNvye0,0,3 years ago,michael sterling is this google translator？lol,迈克尔·斯特林（Michael Sterling）是这个Google翻译？大声笑
23845,UgxeR11GxMPaqNc25F94AaABAg,0,3 years ago,ok she's got money to buy herself a phone and a internet line but she doesn't have money to buy herself a modern knifes lol if you ask me it's a little funny this video,好吧，她有钱可以买电话和一条互联网线，但是如果你问我，她没有钱购买现代刀具大声笑，这有点有趣
10824,Ugyl3d_LVvdGWhYXrP54AaABAg.98KcxOySBVt98lMoITFIbC,0,3 years ago,"yeah i often eat luosifen by buying online and just 20min ,the rider will send it to me lol",是的，我经常通过在网上购买luosifen，只有20分钟，骑手将其发送给我大声笑
23257,Ugx5VsnUwvV3aih37h14AaABAg.8znT4HyokJX9-D29T9aO0B,0,3 years ago,lol,哈哈
23522,UgygjeNBMAqByjghF2d4AaABAg,0,3 years ago,"lol who is the muddy vietnamese sub?
please receive the lower one !!!","大声笑谁是泥泞的越南潜艇？
请收到较低的一个！！！"
23641,UgyAbgJo3EpZSsYNAZp4AaABAg,0,3 years ago,liziqi loves a good knot of scallion onions lol i started to tie mine in a knot the same way,利兹奇（Liziqi
23649,UgzuK8p2uyWhMBSKJnd4AaABAg.8zeGo5ApctX8zpvWy3qQXm,0,3 years ago,@mhm5712 lol!!,@MHM5712大声笑！
10671,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU799_20SXqohP,0,3 years ago,@mango_kerapu can you not read? whats with the accusation of hypocrisy? you ccp funded too? lol,@mango_kerapu你不能阅读吗？指控伪善是什么？您也资助了CCP？哈哈
10366,UgzOhAf0sg2LzijmoAR4AaABAg.98ojNybWPIt98sfpniWm_R,0,3 years ago,farming is hard work ..lol ),农业是艰苦的工作。
23692,UgxE9eVwQ6nscCpDO494AaABAg,0,3 years ago (edited),"you wasted the best part of the bamboo shoot that is under the ground, lol",您浪费了地面下的竹芽中最好的部分，大声笑
23708,UgzrlWRsBKHrf21TrSt4AaABAg,0,3 years ago,aaa～lovely 李子柒 eating me.（look my id）.lol,AAA〜可爱李子柒吃我。
9997,UgxHcX9pGWbaU6W7vhx4AaABAg.99Fk3HzG9la99IpI9cEd2K,0,3 years ago,lol. you can try to go to a chinese restaurant with only asian ethnic people eating in it. that means you will get authentic chinese food.,哈哈。您可以尝试去一家只有亚洲族裔人在里面吃饭的中国餐厅。这意味着您将获得正宗的中国菜。
23003,UgyMrGbbtyLUf0LyWAV4AaABAg,0,3 years ago,omg!!! im boutta die yall!!! from the dinner she cooked!!! i luv food so so much! & especially when its home cooked!!! im crying right now! bcuz i the meal is da bomb! and i cant have any!!!#drooling a huge pool! lol,我的天啊！！！我是boutta die yall ！！！她煮的晚餐！！！我这么爱食物！ ＆尤其是当房屋烹饪时！！！我现在在哭！ bcuz i这顿饭是炸弹！而且我不能！＃流口水！哈哈
23881,Ugw3Cxr5gIo_5_pT_454AaABAg.8z_VHkNqWWZ8zeSNbd5aaM,0,3 years ago,lol!,大声笑！
24049,UgyZkDEPUjL9nIbRs2p4AaABAg,0,3 years ago,grandma your lucky with delicious foods lol,奶奶你的幸运美味的食物大声笑
9524,UgxsOeJ-5PLTdgQw-oZ4AaABAg.99yK0cde_7Q9AL69sd-Sjc,0,2 years ago,always lol,总是大声笑
9275,UgwEP7RdPcnqcIi10lh4AaABAg.9AIFk-3PcmY9AN0QGBPgfX,0,2 years ago,"lol ! in our country we called it ""cat ear mushroon"" or just short ""cat mushroon"" ๐ idk why tho !",哈哈 ！在我们的国家，我们称其为“猫耳朵穆斯林”，或者只是简短的“猫Mushroon”。
8628,Ugze6seJcwaCzE0TDjt4AaABAg,0,2 years ago,"people are lucky for getting views on their video, i'm the only unlucky here lol",人们很幸运能在他们的视频上观看，我是这里唯一不幸的人
24753,UgywjeuRIp_tgmm9JFZ4AaABAg.8zELGJr7hDb904O7PQHwwJ,0,3 years ago,mcdonald is junk food. lol,麦当劳是垃圾食品。哈哈
24969,Ugy9d3xHpaJYaCfremx4AaABAg,0,3 years ago,welcome in sundance lol,欢迎圣丹斯大声笑
25414,Ugy-8L7pSMNTDdoqbYF4AaABAg,0,3 years ago,she would be a perfect wife. lol,她将是一个完美的妻子。哈哈
14439,Ugzmc0B8o9ur4Y1QRod4AaABAg.94CWh5dBXqR96prLw8CMar,0,3 years ago,"@mp-ut6eb no need to apologized , i was just kidding,but if you insist ,please say sorry to the west,because you disgraced their language,lol",@mp-ut6eb无需道歉，我只是在开玩笑，但是如果您坚持，请向西方表示抱歉，因为您丢下了他们的语言，大声笑
23032,Ugyjqcg4IWS3VMICfIZ4AaABAg.8zryAjA2w8i8zwPk1OqXPT,0,3 years ago,jp lol,JP大声笑
22988,UgygG2oDEhWd8ba5dWB4AaABAg.8zsuvKy1A-k9-8RtYYWrNg,0,3 years ago,"hahahaha, do you feel bad about bamboo? the meat that eats the mouth is obtained by killing animals, and people can live with spiritual food. lol",哈哈哈哈，心疼竹子吗？吃到嘴的肉都是杀动物得来的，人可以靠精神食粮活下去lol
19294,UgzdpOxEpEGdB_0ZBoV4AaABAg,0,3 years ago,ah that poor snail....lol,啊，那可怜的蜗牛....大声笑
21833,Ugwo328BzqQUL97_p_l4AaABAg.9-VL_JqhOiU9-cPxYIu4AD,0,3 years ago,lol,哈哈
19318,UgxuZDyD7lOhUYx-Nrl4AaABAg.91y6gdkKAqE9259dJLR_P_,0,3 years ago,lol,哈哈
19323,Ugx3eGH6LzVv2n3UCcJ4AaABAg,0,3 years ago,i wanna save up and just go live with her lol,我想保存起来，和她一起上映
11645,Ugx7H5PE15ss_n6ZinN4AaABAg.97O4c4Tr6M_97dhusTZEwU,0,3 years ago,whifi prahesti i know those weeds too i think are. mexicans food berdolagas lol,我认为我也知道那些杂草。墨西哥人食物berdolagas大声笑
19835,Ugy-5C41dWu1aj9mHup4AaABAg,0,3 years ago,this lady got me. crushing hard lol,这位女士得到了我。粉碎硬哈哈
19985,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq92volgyQwes,0,3 years ago,@sweetanzu2231 lol face care doesn't stop the sun.,@sweetanzu2231大声笑的脸护理不会阻止阳光。
20225,Ugx9vqfzrdTM88sO_ap4AaABAg,0,3 years ago,18m guys with that asian fever! lol,18m的亚洲发烧的家伙！哈哈
20395,Ugz9aJpPsoDUFlr5FKV4AaABAg.90wN59sxGc991h8uIXeK8s,0,3 years ago,@schievel6047 then it's ok rather than being a lazy ass person lol,@schievel6047那没关系，而不是一个懒惰的人大声笑
20817,UgwJiWhXYYGYOQgP9DN4AaABAg,0,3 years ago,@0:45 i really thought she was going to find princess kaguya at some point lol,@0：45我真的以为她会在某个时候找到Kaguya公主
21737,UgxdYfLeaQjNniuzUjV4AaABAg,0,3 years ago,is she looking for a husband? lol,她在寻找丈夫吗？哈哈
11394,UgyLMGDc3dd-DTX3kA94AaABAg,0,3 years ago,i cud just marry her lolzzzzzzz,我只是嫁给她的lolzzzzzzzz
11059,UgweetUnmxYDjS1sJ_V4AaABAg.9836H75Au8T983QMzDiO1f,0,3 years ago,those snails are different from the snails we see crawling on the ground. they are the eatable kind and its actually pretty good but i wouldn't eat it. lol,这些蜗牛与我们看到的蜗牛在地面上爬行的蜗牛不同。它们是可食用的种类，实际上很好，但我不会吃。哈哈
22256,Ugz4LC23PwoUJuNlMHR4AaABAg.9-8exwjxveM9-BceBWGzls,0,3 years ago,lol that was more like a couple of weeks. it takes time for the pickled veggies,大声笑更像是几周。腌蔬菜需要时间
22426,Ugxf0U_unXMMBm4_65F4AaABAg.9-44izPIuzi9UipMPjLgtF,0,1 year ago,@cyouchin5381 it's a work.... your comment doesn't aged well lol,@cyouchin5381这是一项工作。...您的评论不好大声笑
11335,Ugy9gzBGhlIdrn8T5sR4AaABAg,0,3 years ago,i need her garden. lol she really find everything,我需要她的花园。大声笑她真的找到了一切
22524,Ugy52jz_JMe6yJCuauh4AaABAg,0,3 years ago,"7.6k disliked her or her videos must be jealousy chinese city girls lol. these are fantastic videos you people must learn from her. she’s very famous in the worlds, especially in the us",7.6k不喜欢她或她的视频一定是嫉妒的中国城市女孩大声笑。这些是您必须向她学习的很棒的视频。她在世界上非常有名，尤其是在美国
22578,Ugx1bKbNrXtERTciX7F4AaABAg,0,3 years ago,excellent as always. i enjoy the taste of bamboo shoots but the prep time and other things you have to do to it keeps me away lol.,一如既往。我喜欢竹芽的味道，但是准备时间和您必须做的其他事情使我离开了大声笑。
22648,Ugx0_bMR_-yKFOXd4Th4AaABAg,0,3 years ago (edited),beautiful girl....wish i get a wife like her.....lol,美丽的女孩....希望我有一个像她这样的妻子.....大声笑
22701,UgwF0QHFpdDa_khnVpV4AaABAg.8zx_ifeabJ29-2vOeVWbVo,0,3 years ago,lol no you're just lazy and week; they probably weighed twenty pounds at most.,大声笑不，你只是懒惰和一周；他们最多可能重20磅。
22773,Ugzyn_9YbUIjgFxcPo14AaABAg,0,3 years ago,so they live up to 200 years lol,所以他们辜负了200年
22925,Ugy-FVgEG_pXKaIFgCF4AaABAg,0,3 years ago,"i would never eat a snail , but after seeing how much love you put into this meal ...i might give it a try lol",我永远不会吃蜗牛，但是看到你在这顿饭里放了多少爱...我可能会尝试一下
1463,UgwlZPcOyCZjw5VGsBJ4AaABAg,0,1 year ago,71m view???????? i think people from the world loves this kind of videos........haha 71m views and 16.8m subscribers lol you are kidding me,71m查看??????????我认为世界上的人们喜欢这种视频........ Haha 71M观看次数和1680万订阅者大声笑，您在开玩笑
