,cid,votes,time,含hope,含hope中文翻译
29867,UgwwOUdFSjieTBEzNEZ4AaABAg.8yW3QPbsfW08yW4XEdG2ER,0,3 years ago,"you are right ,but some people can use vpn or shadowsocks bypassing the firewall, although our domestic internet has enough content, some well-educated people with good english proficiency hope to communicate with the outside world. so you will see many people from china",您是对的，但是有些人可以使用绕过防火墙的VPN或Shadowsocks，尽管我们的国内互联网有足够的内容，但有一些受过良好教育的英语水平的人希望与外界进行交流。因此，您会看到许多来自中国的人
29832,Ugz7ZsnwqpcnK-EJYHd4AaABAg,0,3 years ago,"like millions of others i really enjoy watching liziqi videos but i have a two part question that hopefully some of her other fans can answer. does she really live as depicted in the videos and is she popular in china? i get the impression from some of her videos that she is an international celebrity. regardless, i love the girl!",像数百万人一样，我真的很喜欢观看Liziqi视频，但是我有一个两部分问题，希望她的其他一些粉丝可以回答。她真的像视频中所描绘的那样生活吗？她在中国很受欢迎吗？我从她的一些视频中得到她的印象，说她是国际名人。无论如何，我爱那个女孩！
29781,UgwERjqmsa4d-mRYa394AaABAg,0,3 years ago,hope she has a grand daughter who will take care of her just like she is taking care of grandma.,希望她有一个大女儿，她会像照顾奶奶一样照顾她。
29322,UgwM8yJOAEQFpqdrxHN4AaABAg,0,3 years ago,"send you chaptervlog
i hope you stop the inserting meaningless sentences into the videos of ly tu that. what you do it doesn't help at all and is not necessary. working must be mindful, especially the tasks related to translation.
dear, chaptervlog
i hope you stop added vietnamese sub in liziqi's video. because you don't stop me understand anything she added in the video. it's just like a joke, i hope you stop it.","向您发送Chaptervlog
希望您将毫无意义的句子插入到Ly Tu的视频中。您所做的根本无济于事，也没有必要。工作必须是注意的，尤其是与翻译有关的任务。
亲爱的，Chaptervlog
希望您停止在Liziqi的视频中添加越南潜艇。因为您不会阻止我理解她在视频中添加的任何内容。就像一个玩笑一样，我希望您停止它。"
29037,UgzVX1s3HdmhWmmILgN4AaABAg.8yXyAuH9Z1Y8yeZBxjiWzp,0,3 years ago,i will hope that they do not eat. this simply cannot.,我希望他们不吃。这根本不能。
28206,UgxsFJGgnR3iZcLK6Cx4AaABAg,0,3 years ago,"oh my god! there is nothing the food and restaurant, i hope i am too much",天啊！ 食物和餐馆没什么两样，我希望我太过分了
29022,UgyyO39E0adZygADnix4AaABAg,0,3 years ago,i hope you will accept you one day.,希望有一天道你接纳你玩。
28990,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9EufoNm1vXS,0,2 years ago,"https://youtu.be/mrg92zrwkeg


i hope you guys enjoy this","https://youtu.be/mrg92zrwkeg


我希望你们喜欢这个"
28698,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g93GkW5KuWon,0,3 years ago,"it's indeed a lot of ingredients collected from the surrounding wild land for a single cooking session. hopefully they were able to store some of thd leftovers in a fridge? but nevertheless, cooking like that every other day would quickly strip the surrounding lands of viable natural ingredients and one would need to go to market yes : )",确实是从周围野生土地收集的许多成分进行一次烹饪。希望他们能够将一些TH剩菜存储在冰箱中吗？但是，尽管如此，每隔一天的烹饪就会迅速剥离可行的天然成分的周围土地，并且需要去市场上的是是:)
28473,UgzP1I41BpzcFFt7EhJ4AaABAg,0,3 years ago,"it's too easy to be sprayed on weibo or say here. grandpa, the biggest weakness of your video now is the soundtrack of the soundtrack. especially this section is broken. perhaps the chinese creator is not too studying the background music part, either copied, and all copies. either the show is completely, i hope the grandfather can see it",微博上留言太容易被喷还是这里说吧，柒爷你现在视频最大的软肋不足就是配乐方面，尤其这个一段一断，或许中国创作者通病就是不太研究背景音乐这一部分，要么全抄，要么完全出戏，希望柒爷能看到
28396,UgzHbFCoIESbxsbnz8t4AaABAg,0,3 years ago,"makes me wonder how secluded they are or how they’re doing, considering china’s huge food scandals. a large portion of china’s food production at the farm stage is very dangerous because crops are blasted with chemicals and animals are shot up with so many chemicals as well that the farmers aren’t even aware of what they’re putting into their livestock, but they know it yields results. it’s scary over there, but i’m relieved to see that there are some able to live peacefully in the countryside and live off the land without fear of poisons and toxins in their food. i hope i’m able to visit some regions as this someday, where food is handled with much care and thought for those eating it.",考虑到中国的巨大食品丑闻，让我想知道他们有多僻静或做得如何。中国在农场阶段的粮食生产中很大一部分是非常危险的他们知道这会产生结果。那在那儿很恐怖，但是我很高兴看到有些人能够在乡村和平生活，远离土地，而不必担心食物中会有毒药和毒素。我希望我能够访问一些地区，如有一天，食物对食物的食物充满了照顾和思考。
28221,UgzvUXzlx4Hpc_AfBAB4AaABAg.8yZtNJOZ_7p8yiO4hyh1CW,0,3 years ago,"@mendezmirango but ur earlier statement didnt prove that u admire this video ...although it was not my intention to make such small issue to an argument ... i jst said that to make ur view clear on promoting videos

so there is no need to inhance this argument.
i hope my words arent rough to make u upset ...","@mendezmirango，但您的早期声明并未证明您欣赏这段视频...尽管我不是打算向一个论点提出如此小的问题...我JST说，这使您的观点清楚地宣传了视频

因此，无需引入这个论点。
我希望我的话让你不高兴..."
28946,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9CTClNm4XNz,0,2 years ago,"hi,can you please help me by showing some support...im new to youtube and i post some original content:) 
hope you have a lucky day today<3 
https://youtu.be/2xduqaupq40","嗨，您能通过表现出一些支持来帮助我...我是YouTube的新手，我发布了一些原始内容:)
希望你今天有幸运的一天<3
https://youtu.be/2xduqaupq40"
16475,UgwdkuWBU6SBm_-9GpJ4AaABAg,0,3 years ago,i hope youtube is paying you?,希望YouTube付给您？
20460,UgxHJy9EJAPoepAgSMR4AaABAg,0,3 years ago,"anyone who thinks she is beautiful and cooks just as delicious as me
yes (like) 
no (comment) 
ifpossible.i hope that everyone and international friends will support me 
thanks you people very much","任何认为她很漂亮并且做饭和我一样美味的人
是（喜欢）
没有意见）
如果有可能。我希望每个人和国际朋友都会支持我
非常感谢你们"
5912,Ugw15dtT8pewlHfM-Yp4AaABAg,0,2 years ago,"https://youtu.be/laep28f9mlu.
guys also watch my recipe i hope you like it my videos n pls don't forget subscribe also. thanku","https://youtu.be/laep28f9mlu。
伙计们也观看我的食谱，希望您喜欢我的视频，请不要忘记订阅。感谢你"
6586,UgxsW2niYKvq11v2tLl4AaABAg,0,2 years ago,"greetings from me, palembang city, south sumatra province. instragram: @permataintan120. happy to meet all the friends on youtobe. greetings brotherhood hopefully can be a good friend ... thank youhhhhhhhhhhhhhhhhhhh",我的问候，南苏门答腊省Palembang City。 Instragram： @permataintan120。很高兴在YouTobe上认识所有朋友。问候兄弟会希望能成为一个好朋友...谢谢你
6555,UgzjtcEc1YQ_o0QrzC54AaABAg,0,2 years ago,"she is truly an inspiration. ๐i watched almost every videos in her channel. โค๏ธ makes me want to live a simple life too. to everybody enjoying it as well i wanna share with you my friend's music and hopefully liziqi notice it too (would be truly awesome ๐). he writes very good music for free and it's a nice way to enjoy life even on quarantine. let's all share positivity and love. you can check the link below! ๐€

https://m.youtube.com/channel/ucdexl2evplsj8dvfv4cmcga","她确实是一个灵感。 

https://m.youtube.com/channel/ucdexl2evplsj8dvfv4cmcga"
6409,UgzXKR_PlrjuHvOq-eF4AaABAg,0,2 years ago,i am one of your fan i keep on following you and i already watch all your vedios. i hope you could recognize me ๐ i am a small youtuber โค๏ธ,我是您不断关注您的粉丝之一，我已经看着您所有的Vedios。我希望你能认出我
6304,UgyFdhbWHCZe1PyLh2V4AaABAg.9Eu8AizLBF89Ewylel8wVK,0,2 years ago,i think we all hope that for her grandma <3 may she live to a strong and vigorous eleventy-one!,我认为我们都希望她的祖母<3愿她活着一个强大而有力的高度！
6092,UgxwTv_O2nbXpJepYqd4AaABAg,0,2 years ago,i hope one day i would get my wife like her ๐ฅฐ,我希望有一天我能像她一样能得到我的妻子
5981,UgxvAuJTFlMG5TuJm3F4AaABAg,0,2 years ago,"if you are new here, here is absolutely everything you need to know about liziqi ( li ziyi ): 

in 1990, li ziyi fell to the ground in mianyang, sichuan. her parents divorced when she was very young. later, her father died, and li ziyi became an orphan. his stepmother didnโ€t treat her well. li zizhen mentioned on weibo that he had had a half-dead experience when his stepmother dragged her hair into the gutter and was beaten. 

grandpa and grandma distressed granddaughter, and finally decided to take li ziyu home and live. when li ziyi was in fifth grade, his grandfather died again, and it was difficult for his grandma to raise her to continue school. at the age of 14, li ziyi had to drop out of school and go to the city alone to work hard, and began an 8-year wandering life. her first life was very hard. she slept in a park chair and scratched her head for two months. 

li ziyi has also worked as a waiter in a hotel, with a monthly salary of 300 yuan. in order to earn more income, she went to learn to play discs and sang in the bar. later, when talking about the matter, li zizhen frankly said: โ€i didnโ€t say that i liked music at that time, just to live, i felt that it was well paid.โ€ 

in 2012, because grandma was ill once, li ziyi was worried that she would regret it later, throwing away all work and returning to grandma. โ€being closer, i feel more at ease.โ€ 

after returning, li ziyi opened a taobao shop, but the business has been up and running, and he barely eats. in 2015, under the influence of his younger brother, li ziyi was exposed to the short video platform meipai. until 2016, seeing that his younger brother had some fans on meipai, and holding more fans can improve the mentality of taobao business, li ziyi re-entered meipai to prepare for his own video program. 

the reason why she chose to shoot videos in this style is closely related to her childhood environment. 

in an interview with the living room of sina club, li ziyi mentioned, โ€all these things that are self-sufficient in the countryside, for me, they are jealous. in the short video, she chose to start from the most familiar places. 

in the beginning, li ziyi gave himself a topic called โ€four seasons change, eat while you eatโ€. after the suggestion of meipai editor, it became โ€ancient foodโ€ and it is still used today. 

in september 2016, a new opportunity came quietly, which also became an important promoter for li ziyu to get more attention in the future. sina weibo began to openly search for more outstanding short video creators for resource support. 

as mentioned at the beginning of the article, liu tongming brought her weibo resources support. 

one day in september 2016, li feng, an ancient short video blogger, accidentally received a private weibo message from โ€mr. lโ€. mr. l expressed his love for li ziyuโ€s video content, felt that he had fulfilled his taoyuan dream, and hoped to meet her. 

for a long time after that, li ziyi received mr. lโ€s private letter. โ€it would be a shame for such a good video to let this person see it. this is uschinaโ€s proud traditional culture should be seen by people in china and around the world. โ€mr. l said in a private message. 

at first, after seeing these private messages, li ziyi didnโ€t care too much, even worrying about encountering a liar. until one day, mr. l came to the city where li zizhen was, and wanted to ask her to have a meal and talk. mr. lโ€s politeness and clear logical thinking made li slowly drop his initial alert. 

this accidental meeting has completely changed the life trajectory of li zizhen. not long after the meal was over, with the help of mr. l, li zizheng was supported by a large wave of resources on sina weibo, accelerating her popularity and allowing li zizhen to rush into the queue of the net influencer on the head. 

this experience is partly recorded in a diary of li zizheng that year. some insiders close to the senior executives of weinian technology confirmed to tencentโ€s โ€shenwangโ€ that the โ€mr. lโ€ is actually liu tongming, and his pseudonym was publicly reported. daxiong liu, the founder of wei nian technology, an mcn company to which li zizhen now belongs. 

on december 8th, the reading volume of a weibo topic labeled โ€is li ziyi a cultural outputโ€ climbed to 800 million. li zizheng was once again on the hot search list. 

the video created by li ziyi and her has become a phenomenon worthy of study now. 

extensive overseas communication is an important reason for li zihuanโ€s renewed attention. some people say that she has filmed a desirable rural life and spread the charm of traditional chinese culture and cuisine. others think that her video is not completely true to reflect chinaโ€s rural life. 

even the queries that have been popular since the explosion have been brought up again, such as being a dj, being a rich second generation, whether the video is from my own hands, is there a strong push behind it, and the video is true for rural life itโ€s still just a fiction for character setting. 

an insider of weinian technology told tencentโ€s โ€deep webโ€ that li ziyi was of ordinary origin, and the relevant video content was produced by li ziyi himself. the popularity was not the initiative of the company and himself. in fact, both li zihuan and the micro-reading team behind him were quite low-key, and they were very enthusiastic and declined all the current interview needs. 

until august 17, 2018, li ziyiโ€s eponymous tmall store officially opened. six days after going online, the store with only five products at that time had sales of over 150,000 and sales of over 10 million. a year later, the total sales of 21 products displayed in the li zizhen flagship store exceeded 1.3 million, with total sales reaching 71 million. 
the value behind li ziyiโ€s ip is being quickly tapped. 

li ziyi started from scratch and gained the first fans with his own strength. but now the popularity and gains of fame and fortune are obviously no longer just her achievements. 
according to tianyan search, โ€deep webโ€ shows that mcn hangzhou weinian technology co., ltd., which li ziyi belongs to, was established on february 28, 2013, with a registered capital of rmb 5.208 million. according to the introduction, wei nian is an entertainment entertainment company that incubates kol into ip through short videos and extends to consumer brands. 

the information of qixinbao shows that there are more than 100 pieces of intellectual property information of the trademark โ€li zihuanโ€. the applicant companies are hangzhou weinian technology co., ltd. the product categories include food, clothing, shoes and hats, dyes and fats, beer and beverages, financial property management, catering and accommodation. 

not only that, wei nian also has inextricable links with li ziyuโ€s companies. 

according to the eye inspection, li jiajia (should be the original name of li ziyu) established sichuan ziyu culture communication co., ltd. on july 20, 2017, and wei nian is its shareholder, holding 51% of the shares. supervisor, li jiajia holds 49% of the shares. 

according to other data, there are as many as 50 beneficiary companies behind hangzhou weinian technology co., ltd., including greenland holdings, zte, xinhua media, vanke, light media, etc. . 
among the shareholders of weinian technology, sina weibo is particularly eye-catching. 

from wei nian technology to sina weibo, li ziyi gradually has the best cards that internet celebrities are looking forward to. 
in her own words, she changed from โ€a little transparent to a person who is so useless to societyโ€. after entering the public view and being noticed by more people, li ziyiโ€s sense of responsibility has also become heavier. 
โ€i want to do what i can to do more things that are good for society, such as the spread of traditional culture, non-heritage cultural craftsmen, and i want to show these old things to everyone so that more people know. li ziyi said. 

source: https://www.ww01.net/en/archives/33757","如果您在这里是新手，那么这绝对是您需要了解的有关Liziqi（Li Ziyi）的一切：

1990年，李齐伊（Li Ziyi）跌倒在四川米扬（Mianyang）。她的父母很小的时候就离婚了。后来，她的父亲去世了，李齐伊成为孤儿。他的继母对她不好。李·齐兴（Li Zizhen）在微博上提到，当他的继母将头发拖入排水沟并被殴打时，他有半死的经历。

爷爷和奶奶使孙女感到沮丧，最后决定带李Ziyu回家。当李齐伊（Li Ziyi）五年级时，他的祖父再次去世，他的祖母很难抚养她继续上学。李齐（Li Ziyi）在14岁时不得不辍学，独自去城市努力工作，并开始了八年的流浪生活。她的第一人生非常艰难。她睡在公园椅上，挠头两个月。

Li Ziyi还曾在酒店担任服务生，每月薪水为300元。为了赚取更多的收入，她去学习演奏唱片并在酒吧里唱歌。后来，在谈论此事时，李·齐兴（Li Zizhen）坦率地说：“我不是说当时我喜欢音乐，只是为了生活，我觉得这是付出的。”

2012年，由于奶奶曾经生病，李齐伊（Li Ziyi）担心她后来会后悔，扔掉所有工作并返回奶奶。 “靠近，我感到更加放松。”

返回后，李Ziyi开了一家淘宝商店，但业务一直在运行，他几乎没有吃饭。 2015年，在他的弟弟的影响下，李齐伊（Li Ziyi）接触了短视频平台Meipai。直到2016年，看到他的弟弟在Meipai上有一些粉丝，并且拥有更多的粉丝可以改善淘宝业务的心态，Li Ziyi重新进入Meipai，为自己的视频节目做准备。

她之所以选择以这种风格拍摄视频与她的童年环境密切相关的原因。

李·齐（Li Ziyi）在接受西那俱乐部（Nina Club）的客厅采访时说：“所有这些在农村自给自足的事情，对我来说，它们嫉妒。在简短的视频中，她选择从最熟悉的地方开始。

一开始，李齐伊（Li Ziyi）称自己为“四个季节变化，吃饭时吃饭”。在Meipai编辑的建议之后，它变成了“古老的食物”，并且今天仍然使用。

2016年9月，一个新的机会悄悄地出现了，这也成为李Zyu将来更加关注的重要推动者。 Sina Weibo开始公开寻找更多出色的简短视频创建者以获得资源支持。

正如文章开头所述，刘·汤明（Liu Tongming）为她带来了微博的资源支持。

2016年9月的一天，古老的简短视频博客作者Li Feng意外收到了“先生先生的私人微博消息”。 L”。 L先生表达了对李Ziyu的视频内容的热爱，觉得他已经实现了他的作陶王的梦，并希望与她见面。

此后很长一段时间，Li Ziyi收到了L先生的私人信。 “这样一个好视频让这个人看到它是可惜的。这是中国和世界各地的人们应该看到USCHINA骄傲的传统文化。 “先生。我在一条私人消息中说。

起初，在看到这些私人消息后，李Ziyi并不在乎太多，甚至不必担心遇到骗子。直到一天，L先生来到了李·齐兴（Li Zizhen）所在的城市，并想请她吃饭和聊天。 L先生的礼貌和清晰的逻辑思维使李慢慢地放弃了最初的警报。

这次偶然的会议彻底改变了李·齐兴（Li Zizhen）的生活轨迹。用餐结束后不久，在L先生的帮助下，李·Zizheng（Li Zizheng）得到了Sina Weibo的大量资源的支持，加快了她的知名度，并允许Li Zizhen赶到头部网络影响者的排队。

这种经历部分记录在那年的李Zizheng日记中。一些与温尼安技术高级管理人员接近的内部人士证实了腾讯的“申旺”，即“先生先生L”实际上是刘·汤明（Liu Tongming），他的化名是公开报道的。 Wei Nian Technology的创始人Daxiong Liu是Li Zizhen现在属于的MCN公司。

12月8日，一个标有“是文化产出”的微博主题的阅读量攀升至8亿。李Zizheng再次在热门搜索列表中。

Li Ziyi和她创建的视频现在已成为一个值得研究的现象。

广泛的海外沟通是李齐伊安（Li Zihuan）重新关注的重要原因。有人说她已经拍摄了理想的乡村生活，并传播了中国传统文化和美食的魅力。其他人则认为她的视频并非完全正确地反映中国的乡村生活。

自从爆炸再次提出以来一直很受欢迎的疑问，例如成为DJ，成为富人的第二代，无论是我自己的视频，是否有强烈的推动力，视频是真的对于农村生活，这仍然是角色环境的小说。

Weinian Technology的一位内部人士告诉Tencent的“ Deep Web”，Li Ziyi是普通的，相关的视频内容是由Li Ziyi本人制作的。受欢迎程度不是公司和他本人的倡议。实际上，他背后的李·齐伊安（Li Zihuan）和微读团队都非常低调，他们非常热情，拒绝了当前的所有采访需求。

直到2018年8月17日，Li Ziyi的同名TMALL商店正式开业。上网六天后，当时只有五种产品的商店的销售额超过150,000，销售额超过1000万。一年后，李Zizhen旗舰店展示的21种产品的总销售额超过130万，总销售额达到7100万。
Li Ziyi的IP背后的价值正在迅速挖掘。

Li Ziyi从头开始，并以自己的力量获得了第一批粉丝。但是现在，声名和财富的受欢迎程度和收益显然不再只是她的成就。
根据Tianyan Search的说法，“ Deep Web”表明，Li Ziyi属于的McN Hangzhou Weinian Technology Co.，Ltd。于2013年2月28日成立，其注册资本为5.208亿元。根据引言，Wei Nian是一家娱乐娱乐公司，通过简短的视频将KOL孵化为IP，并扩展到消费者品牌。

Qixinbao的信息表明，商标“ Li Zihuan”有100多种知识产权信息。申请人公司是Hangzhou Weinian Technology Co.，Ltd。产品类别包括食品，服装，鞋子和帽子，染料和脂肪，染料和脂肪，啤酒和饮料，金融物业管理，餐饮和住宿。

不仅如此，Wei Nian还与Li Ziyu的公司建立了不可忽视的联系。

根据眼睛检查，李亚吉亚（应该是李祖的原始名称）于2017年7月20日成立了四川Ziyu文化传播公司有限公司。主管Li Jiajia持有49％的股份。

根据其他数据，Hangzhou Weinian Technology Co.，Ltd。的背后有多达50家受益公司，包括Greenland Holdings，ZTE，新华社媒体，Vanke，Light Media等。
在Weinian技术的股东中，Sina Weibo特别引人注目。

从Wei Nian Technology到Sina Weibo，Li Ziyi逐渐拥有互联网名人期待的最佳卡片。
用她自己的话说，她从“有点透明变成了一个对社会无用的人”。在进入公众观点并被更多人注意到之后，李齐的责任感也变得更加重。
“我想尽我所能，做更多对社会有益的事情，例如传统文化，非遗产文化工匠的传播，我想向所有人展示这些旧事物，以便更多的人知道。李Ziyi说。

资料来源：https：//www.ww01.net/en/archives/33757"
5950,Ugy_43VmM3TLgWlkxWt4AaABAg,0,2 years ago,"fans (liziqi), can i help me? ..

i am from sabah, just a month open youtube channel cover, please support me? .. please subscribe to my youtube channel, don't forget to watch my video cover guys

~ may all the people see my comment, i wish you a cheap sustenance and a long life, amen

i want to be like a successful youtuber2, hmmp๐”๐” .. hope you can help ๐‘๐‘
#accept_kasih_admin_channel_ini๐","粉丝（Liziqi），我可以帮我吗？

我来自沙巴，只有一个月的打开YouTube频道封面，请支持我？

〜也许所有人都看到我的评论，祝您廉价的寄托和长寿，阿们

我想成为一个成功的youtuber2，hmmp
＃ACCEPT_KASIH_ADMIN_CHANNEL_INI"
5601,UgzY48n0KHW0jKBksbh4AaABAg.9G8OVTterlX9JybDgVJRkZ,0,2 years ago,i hope she is ๐ฅบ,我希望她是
6822,UgwigFyMXaPb_cQxxnl4AaABAg,0,2 years ago (edited),that is some feast. now i'm hungry. they've made a paradise... i hope people create little paradises all over the world.,那是一些盛宴。现在我饿了。他们已经建立了一个天堂...我希望人们在世界各地创造小天堂。
5487,UgyvC0zdox_RcDJUAUh4AaABAg.9GOFskXFXco9Ic_1cPHphi,0,2 years ago,"humility is the fear of the lord;
its wages are riches and honor and life (proverbs 22:4)

those who are rich, do not be arrogant nor put your hope in wealth,
which is so uncertain, but put your hope in god, who 
richly provides us with everything for our enjoyment (bible, 1 tim 6:17)","谦卑是对主的恐惧。
它的工资是财富，荣誉和生活（谚语22：4）

那些富有的人，不要自大，也不将您的希望投入财富，
这是如此不确定，但是将您的希望放在上帝身上
丰富为我们提供一切享受的一切（圣经，1蒂姆6:17）"
5406,Ugx70n0hClap1ULoHuJ4AaABAg,0,2 years ago,"i am the loyal fans of li ziyi channel. recently i was really moved by something. i did not think that many people would see the truth at first, but recent more and more netizens resonated, giving more and more courage, let everyone see it to see what happened in this world? for our descendants, we will never do a word of righteousness and support justice. i hope everyone will spread together.
ๅซ paste each episode of the link to the browser.



# ็ฌฌไธ€ ็ฌฌไธ€ #

https://gtv.org/?videoid=53d9cadaed5626f98b8fba



# ็ฌฌไบ ็ฌฌไบ #

https://gtv.org/?videoid=5f5e70e2daed5626f993d789



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f6c741b1a6c13725df8ef7c



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f83351106847a4c651064b8



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f87a13206847a4c6512f795



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f8b4cb606847a4c651536e7



# episode 7 #

https://gtv.org/?videoid=5f948af806847c651a7ead



# episode 8 #

https://gtv.org/?videoid=5f989990e7d0c633de29cf7f



# episode 9 #

https://gtv.org/?videoid=5f9bdfc2ad3f0f61d29b8fef



# ็ฌฌ ็ฌฌ #

https://gtv.org/?videoid=5f9e8ea3ad3f0f61d2ab0e06","我是李子柒频道忠实fans，最近被一些东西真正打动着，我一开始传播真相并没觉得很多人会看见，但近期越来越多的网友共鸣，给越来越多勇气，让大家看看这个世界真是都在发生些什么，为了我们的后代们，绝不做不吭声的孬种，支持正义，希望大家一起传播 。 




# 第一集 # 

https://gtv.org/?videoid=5f53d9cadaed5626f98b8fba 



# 第二集 # 

https://gtv.org/?videoid=5f5e70e2daed5626f993d789 



# 第三集 # 

https://gtv.org/?videoid=5f6c741b1a6c13725df8ef7c 



# 第四集 # 

https://gtv.org/?videoid=5f83351106847a4c651064b8 



# 第五集 # 

https://gtv.org/?videoid=5f87a13206847a4c6512f795 



# 第六集 # 

https://gtv.org/?videoid=5f8b4cb606847a4c651536e7 



# 第七集 # 

https://gtv.org/?videoid=5f948af806847a4c651a7ead 



# 第八集 # 

https://gtv.org/?videoid=5f989990e7d0c633de29cf7f 



# 第九集 # 

https://gtv.org/?videoid=5f9bdfc2ad3f0f61d29b8fef 



# 第十集 # 

https://gtv.org/?videoid=5f9e8ea3ad3f0f61d2ab0e06"
5259,UgwF0fdUDgD_3zGX4sl4AaABAg,0,2 years ago,"you are really an amazing woman! i just hope someday i will get a chance to visit and tour your garden, itโ€s a paradise! canโ€t wait to watch your incoming videos..take care always!mmmwah!",你真的是一个了不起的女人！我只希望有一天我会有机会参观和参观您的花园，这是一个天堂！迫不及待地想看您的传入视频。永远照顾！嗯！
5194,UgxRt8noXIBnJP99Gud4AaABAg,0,2 years ago,hope one day i will be able to revive a life like such a childhood,希望有一天我能够恢复像童年这样的生活
5053,Ugy72vq6YsgZ-AkBRBN4AaABAg.9HuwWEkEEpD9KPLWs7VLBm,0,2 years ago,"@imahmamah2538 haloo mom, hopefully healthy as a family ...",@imahmamah2538 haloo妈妈，希望像一家人一样健康...
4383,UgxfPhTg5rd8_sskW-J4AaABAg,0,2 years ago,"hello, thank you for your video! but i have a warm reminder: now more and more people pay attention to environmental protection and ecology. screws are the heroes who maintain the water ecological environment. the former taihu cyanobacteria incident was because the screws were prefeted in large quantities, causing the ecological environment to lose balance. therefore, i hope a small amount of fishing screws, don't fish a lot. thank you! ❤️",你好，谢谢你的视频！不过我有个温馨提示：现在越来越多的人注重环保、重视生态。螺丝是维持水生态环境的功臣，曾经的太湖蓝藻事件就是因螺丝被大量捕食，使生态环境失去平衡。因此希望少量的捕捞螺丝，千万别大量的捕捞。多谢！❤️
3733,Ugwlapd11JgrLpIsl6Z4AaABAg,0,2 years ago,"endccp.com
falundafa.org
we solemnly declare that all those who have participated in other organizations of the communist party and the communist party (the mark of the beast) of the communist party and the communist party, quickly exit and erase the evil mark. once who liquidates this magic religion, the record stored in the epoch times can testify the statement of withdrawn from other organizations from the communist party and the communist party. skynet is restored, and good and evil are distinguished; those who have been deceived by the most evil magic religion in history, those who have been beaten by evil beasts, please seize this fleeting opportunity! method 1: by the upper right corner of the epoch times website, the retiring party and retirement team. method 2: write the name of voluntarily withdraw from the communist party of china and post it in a legal area. please also tell you some friends in mainland china for use: short -wave radios can hear the 24 -hour chinese broadcast of hope in the 6-8mhz frequency band.
9199999777777766660","EndCCP.com
Falundafa.org
我们郑重声明：所有参加过共产党与共产党其它组织的 (被邪恶打上兽的印记的)人，赶快退出，抹去邪恶的印记。一旦谁对这个魔教清算时，大纪元储存的记录可以为声明退出共产党和共产党其它组织的人作证。天网恢恢，善恶分明；苦海有边，生死一念。曾被历史上最邪恶的魔教所欺骗的人，曾被邪恶打上兽的印记的人，请抓住这稍纵即逝的良机！方法一：到大纪元网站右上角的退党区退党团队。方法二：用化名写上自愿退出中共党团队组织并张贴在合法区域。也请告诉您在中国大陆的一些朋友用：短波收音机在6～8MHz这个频段就可以收听到希望之声24小时的华语广播。
9199999777777766660"
6698,Ugx6Rdcniw59ysjZ1nZ4AaABAg.9EZ0tR_sHgw9FlW2j8tzPe,0,2 years ago,shopee,shopee 有啊
7089,Ugx6Ci2YZ7WbDuqS2Uh4AaABAg.9DVp5VRZ8Ap9EufnOEA02l,0,2 years ago,"https://youtu.be/mrg92zrwkeg

๐โคโโโคโค๐๐โคโคโค๐
i hope you guys enjoy this","https://youtu.be/mrg92zrwkeg


我希望你们喜欢这个"
3120,UgxK7tTx9vC9pt59mmJ4AaABAg.9Pk50gyAGkX9dedNT2p-WB,0,10 months ago,"hello guys, hope you all doing good. after a pandamic, many of us struggling to earn for our basic needs. intelligent people making money online by using their own talent and knowledge. if the people have their own website or a youtube channel, they earn money. but some of us don't know that skill, even if v have also, v don't bother. there is a chance to earn money online by doing affiliate marketing. i started earning recently. i wish to share the link with u guys. try to make money to fulfill our least desires. get registered free and start earning.thank you. aff.dhgate.com/#/?invitationcode=ptukga3gti",大家好，希望大家一切都好。经过狂热之后，我们中的许多人都在努力为我们的基本需求赚钱。聪明的人通过使用自己的才能和知识在线赚钱。如果人们拥有自己的网站或YouTube频道，他们会赚钱。但是我们当中有些人不知道该技能，即使V也没有，V也不打扰。有机会通过进行会员营销来在线赚钱。我最近开始赚钱。我想和你们分享链接。尝试赚钱来满足我们最小的欲望。免费注册并开始赚钱。谢谢。 aff.dhgate.com/#/?invitationcode=ptukga3gti
8125,Ugz5mLQ5jhmyR6ws62F4AaABAg,0,2 years ago,"ziyi, you are great! don't care about those ""don't like"". not because these people don't like you, they don't like themselves deep inside. i hope that one day they can start learning to appreciate beauty, and then you can experience happiness. make sure yourself!
(you are! please ignore this who give your video ""dislike"". it's not before the people are not happy with you, deep double because the thes y are not happy with themselves. hopefully one day, they will start learning to enjoy beauty , they will start enjoying happiness!)","子柒，你很棒！不要在意那些“不喜欢”。不是因为这些人不喜欢你，内心深处他们是不喜欢他们自己。希望有一天他们能够开始学着欣赏美丽，然后就可以体会到幸福。保重自己! 
(you are great! Please ignore those who give your video ""dislike"". It's not because these people are not happy with you, deep down it's all because they are not happy with themselves. Hopefully one day, they will start learning to enjoy beauty, then they will start enjoying happiness! )"
