,cid,votes,time,含hope,含hope中文翻译
26401,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy95vqLhPm0Bn,1,3 years ago,"bug bug hey hope youโ€re better now. hu
ghug","bug bug嘿，希望您现在更好。胡
胡格"
26402,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy95yic1BYtUF,1,3 years ago,"good for you i hope you are still fighting,best wishes from china",对您有好处，我希望您仍在战斗，来自中国的良好祝愿
26407,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy96dMNZlmBLg,1,3 years ago,"6 months later, i hope you're doing well :3",6个月后，我希望您一切都好：3
26412,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy96q7RluDpDH,1,3 years ago,you have akind heart and agreat soul because you had depressed but u thanked her and gived her agreat positve enargy so all of us thank u alot and hope u happy all the time๐,您有Akind的心脏和顽强的灵魂，因为您沮丧，但您感谢她，并为她的镇定态度刺激了，所以我们所有人都非常感谢您，并希望您一直快乐
21178,UgzAKSpnhIUI9E3VkgV4AaABAg.93wCSUJRgM994VwyzvmC-2,1,3 years ago,hope we can also find our own beautiful life and feel happy and be healthy,希望我们也能找到自己美丽的生活，感到快乐和健康
20914,UgxbKRpBovS4jA6rNqJ4AaABAg.946AnDac2eu95Az35X9lJp,1,3 years ago (edited),"i hate living in the cities. both my parents grew up on the countryside and got to grown their own food. i'm tired of this fake, ultra-processed food and the constant noise and pollution (light pollution too). from the summers i spent in my grandmother's village, life was so simple and calm. we got to eat real food and spend time in nature. i wish i could move out to the countryside. i want to have my own garden and maybe some chickens. i'm too young and don't have much money now, but one day in the future i will. i've noticed many people my age wanting to reconnect with nature again. i hope this becomes a revolution for our generation",我讨厌住在城市。我的父母都在乡村长大，并自己种植了自己的食物。我厌倦了这种假的，超级加工的食物以及持续的噪音和污染（也是光污染）。从我在祖母的村庄度过的夏天，生活是如此简单和平静。我们必须吃真正的食物，并花时间在大自然中。我希望我可以搬到乡村。我想拥有自己的花园，也许还有一些鸡。我太年轻，现在没有太多钱，但是将来有一天我会。我注意到许多我这个年龄的人都想再次与自然重新建立联系。我希望这成为我们这一代的革命
35722,Ugzbxvo6LWE3UTHGuAJ4AaABAg,1,4 years ago,omg...i love ur content so much...it is like a paradise...one day i hope i can live in natural place like u.,天哪...我非常喜欢您的内容...就像一个天堂...有一天，我希望我能像U一样生活在自然的地方。
24951,UgzR-xTjqHNZNhbE0Sh4AaABAg,1,3 years ago,i had hope that at some point he would caress dogs and all he has done is put a host to one: __,我希望在某个时候他会爱抚狗，而他所做的只是将一个主持人放在一个：__
41605,UgzkoiR7mdKgNvapDxJ4AaABAg,1,4 years ago (edited),life's not like this for everyone in china. i'm worried about that dude who makes iphones in a sweatshop.hope he gets some rest.no offence to this video person. she looks calm and serene and multi talented as well.,对于中国的每个人来说，生活不是这样。我担心那个在汗衫中制作iPhone的家伙。希望他会休息一下。她看起来很镇定，宁静，多才华。
9388,UgyTMFkniKgCY9zWhPZ4AaABAg.9HG5RlR62ZW9IBJsAyfox2,1,2 years ago,my experience with this unregulated company has been a complete nightmare. i lost a very huge amount to them. i had to take actionable steps to initiate a charge back through the help of a forensic expert you can contact her via mail sunshinewilliams120@gmail.com she was able to recover my funds within a week. hopefully this information can help any one that has been a victim.,我在这家不受监管的公司的经验是一场噩梦。我对他们损失了很大的损失。我必须采取可行的步骤在法医专家的帮助下发起收费，您可以通过邮件sunshinewilliams120@gmail.com与她联系，她能够在一周内收回我的资金。希望这些信息可以帮助任何曾经是受害者的人。
3963,UgwxXqJprNv-ONrCh4V4AaABAg,1,1 year ago,what is the hope of whether glory be to god,荣耀是否归于上帝有什么希望
13849,Ugznj4JRL5M0XwmoIoJ4AaABAg,1,2 years ago,i love you very very very much and i hope to meet you⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦❤️⁩⁦♥️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦♥️⁩⁦❤️⁩⁦♥️⁩⁦❤️⁩⁦♥️⁩⁦♥️⁩⁦❤️⁩⁦♥️⁩⁦❤️⁩⁦♥️⁩⁦❤️⁩⁦♥️⁩⁦❤️⁩⁦♥️⁩⁦♥️⁩⁦❤️⁩⁦♥️⁩,我非常非常爱你，我希望见到你♥谢♥谢♥♥茨展展园ad大秀秀♥♥资产♥资产adadeadk业务♥资玛稿adadkedadkedadkedadkedadkedadkedadkedadkedad大秀ad网adad大秀ad网adad大秀ad网adadkedadkedadkedadkedadkedadkedadkedadkedadkedadkedadkedadkedad大秀ad网❤️❤️❤️❤️❤️❤️❤️❤早太郎♥从♥该♥资q资源♥资q资源❤️♥谢❤️♥♥♥资深
1520,Ugx_FVAqTTxDvheeMjl4AaABAg.9cbxwW5r0ZX9fZZ-7VWxgC,1,9 months ago,"@user-nl9tp1li2c this is hard to listen to , i hope she is doing good .",@user-nl9tp1li2c这很难听，我希望她做得好。
1554,UgwBWeSTAercNkO69vR4AaABAg,1,1 year ago,"came from ludwig's stream, such a pleasant channel to watch <3 we miss you, hope everything is going alright!!",来自路德维希（Ludwig）的溪流，如此令人愉悦的频道，可以观看<3我们想念您，希望一切顺利！！
8469,UgxUnutDBCiAAcRDaqt4AaABAg,1,2 years ago,"dear ziqi, hope you can publish a recipe book with pretty pictures in it ❤️",亲爱的Ziqi，希望您可以在其中出版一本带有漂亮图片的食谱书❤️
2441,UgxOgEc2E_h14m_zBS94AaABAg,1,1 year ago,"ziyi, i haven't seen your film for a long time (i can only watch the old review), i hope you can defeat the person who is stinging to your channel, let us see the original zi yan",子柒，好久没看到你的影片(只能看旧的回顾)，希望你能战胜觊觎你频道的人，让我们再看到原本的子柒
2482,UgwXRCONq-D_hNGWmzR4AaABAg,1,1 year ago,really missed liziqi videos hope she uploads soon in her channel,真的错过了Liziqi视频，希望她能尽快上传到频道
2557,UgwhItNGfuk8UdLHHxN4AaABAg,1,1 year ago,"i have a big hope that she can get out of her management company's rigid control and live a free life. everything is gonna be alright and best wishes to you, my loved sister!",我非常希望她能摆脱管理公司的严格控制并过上自由的生活。我所爱的姐姐一切都会好起来，祝你好运！
43649,UgyVlgIWjqoF7xWlCGp4AaABAg,1,4 years ago,"you are a very beautiful and diligent woman, i hope there is a wife like you.",你是一个非常漂亮和勤奋的女人，我希望有一个像你这样的妻子。
3109,UgxOmVcNjg5M7HVqgrZ4AaABAg.9Uj6vnQUDIe9Und7ETH_nW,1,1 year ago (edited),"perhaps because you are real (and genuine), and she is a high production fantasy. 

i hope you get more subs and views and i wish you the best.","也许是因为您是真实的（和真实的），而她是一个很高的生产幻想。

希望您能获得更多的潜艇和观点，并祝您一切顺利。"
3113,UgzCFR_UGuy9_haex0h4AaABAg,1,1 year ago,"ziyi, do you know which winter is very cold; you can take a few months of rest+bring your friends and relatives to build a factory in taiwan? i hope you come to welcome the new future! my product is sorted out? take good care of the plan! transportation and installation service modern new house toilet toilet toilet product septic tank breakdown pool! i have n’t been in business for a long time! i waited for a long time before i met you! it's not easy!",子柒妳可知道妳哪冬天非常寒冷的地方；妳可以休几个月+带着亲朋好友一起来台湾建厂好吗？我期盼妳来迎接新未来！我我家产品整理出来？好好照顾规划出来营业！运销安装服务现代新房厕所马桶下除理产品化粪池分解池！我已很久没营业了！我等了好久几十年才遇見妳！真不容易啊！
3259,UgzS8pZY2WAAuhEB3l14AaABAg,1,1 year ago,"cici ziqi .... i hope you are always healthy and god always blessed you with happiness. i swear to miss your content that calms the heart, makes the spirit to learn to cook and love nature. love u always",Cici Ziqi ....我希望您永远健康，上帝总是以幸福祝福您。我发誓要想念您的内容，使您的心脏平静，使精神学会做饭和爱自然。爱你总是
3802,UgzIwSDrah5yAbzNTR14AaABAg,1,1 year ago,"no matter what in the future, i hope you and mother -in -law are well!",无论以后怎样，愿你和婆婆安好！
3892,UgwXNhv5epBUTbg0kBJ4AaABAg,1,1 year ago,"i was born in taiwan, yearning for china
after all, i will leave this land that raises me
go to the free country that yearn is yearning
even if i can't go to china now, i will go one day, i will go
i hope when i arrive in china, the people there can remember my name","我生在台湾，向往中国
我终究会离开这片生养我的土地
前往日夜向往的那片自由国度
就算现在去不了中国，终有一日我会去
我希望到达中国时，那里的人民都能记住我的名字"
11665,Ugx_KeRofiRNOFANKrt4AaABAg,1,2 years ago,hope you can make more vietsub videos ??,希望您可以制作更多的vietsub视频？
14111,UgwADWeYDU3usj8YpzR4AaABAg.9B2oZO_mhJG9B6LWkIgmgk,1,2 years ago,"whoever she marries, woman or man, i simply hope they treat her right.",无论她结婚，女人还是男人，我都希望他们对待她的权利。
44147,UgymUsyD_tmXlhnalMl4AaABAg,1,4 years ago (edited),"gotta love how they got the great camera and lighting setup and it's a professionally produced video. perfect hair, clothing and makeup for a video like this. the small animals, the road full of fruit on the ground perfectly arranged, everything looks fake and staged. i bet they eat mcdonald's all the time and they don't even eat the stuff on these videos, it's just for the money. the only things they probably eat from this video are the puppies and baby sheep once they grow up and are no longer cute enough for the videos. i hope they upload the video when they eat those dogs.",要喜欢他们如何获得出色的相机和照明设置，这是一个专业制作的视频。完美的头发，衣服和化妆，用于这样的视频。小动物，地面上充满水果的道路完美排列，一切看起来都是假的和上演的。我敢打赌他们一直都在吃麦当劳，甚至都不在这些视频上吃东西，而是为了钱。他们可能会从这个视频中吃的唯一东西是一旦它们长大后，它们就不再足够可爱，无法使用这些视频。我希望他们在吃那些狗时上传视频。
4749,Ugxk9IS7CSEdknVXpvh4AaABAg,1,1 year ago,"lots of stock food came from you cook, hopefully that's it aq too",您的厨师有很多库存食物，希望就是这样
