,cid,votes,含amazing,含amazing中文翻译
41667,UgxP_Cj06aZmLa2bSqp4AaABAg.8ruzrnHtE3L8sH8OUB1h2a,0,"@theburchperch8666 i never used the word fake, i just said all it is shot like a movie with pre-planned directions, beautifully caught scenes and amazing cinematography. those are the facts. there is no need to even argue on this, it's not like i am hating on her something.",@theburchperch8666我从来没有使用过伪造的字，我只是说它的镜头像一部电影，带有预先计划的方向，精美的场景和令人惊叹的摄影作品。这些是事实。甚至无需为此争论，这并不是我讨厌她的事情。
41771,Ugxqq8BTIXn3pnOtq0p4AaABAg,0,this woman is amazing! she looks so magical :),这个女人很棒！她看起来很神奇:)
41778,UgyoMjhIedG_NGVvzbR4AaABAg,0,is her stone oven a dog with a bone in his mouth? cute..... i can't stop watching these videos. so amazing. she is a true artist in everything she does.,她的石头烤箱是嘴里有骨头的狗吗？可爱.....我不能停止观看这些视频。如此惊人。她是她所做的一切的真正艺术家。
41781,UgyOC8-zQs3TU4Mrz_B4AaABAg,0,she's amazing. love from pakistan,她太赞了。来自巴基斯坦的爱
41853,UgxhZNe7ft7tiBMohoB4AaABAg,0,"it's amazing!! no need market, you can take anything you want",太奇妙了！！不需要市场，您可以采取任何想要的东西
41878,UgzH93zhpCF4fdQcUbp4AaABAg,0,that's amazing..,太棒了..
42041,UgzzrE0Xg20LFLXK1OB4AaABAg,0,really u so amazing... i love ur all video... i hope somedays i will go to ur place... we love u from indonesia,真的，你真是太神奇了...我爱你所有的视频...我希望有一天我会去你的地方...我们爱你来自印度尼西亚
42044,Ugw3Ds8ke62sABbQwgd4AaABAg,0,amazing,惊人的
42122,Ugx51uGD0ahvGr7uJ494AaABAg,0,you are amazing.,你很棒。
42164,UgzK_HLv1UDQXg54aPZ4AaABAg,0,how can i get this amazing food to me??? can that amazing woman send these to europe? wow wow,我怎么能给我这个惊人的食物？？？那个了不起的女人可以把这些送到欧洲吗？哇
42171,UgzDALVnZzLowqiE_L54AaABAg,0,amazing lady,神奇的女士
42401,Ugz5Lr6BERpGMhTKZCV4AaABAg,0,"wow, mesmerizing. she's amazing! love this!",哇，令人着迷。她太赞了！喜欢这个！
42604,UgxJCVRGoeOHzSp5Til4AaABAg,0,very clean very amazing,非常干净非常令人惊奇
42419,Ugww5AaIaM083ziRi5l4AaABAg,0,"wawww ,,,, thanks u for amazing video","wawww ,,，感谢您的精彩视频"
42429,UgzL3n8rg82Agwidprt4AaABAg,0,omg you're amazing tbh !!!!!!!,天哪，你很棒的tbh !!!!!!!
42454,UgwuAmF_EoJxCtJBAAV4AaABAg,0,"i'm in awe right now, this is the most amazing video and work ethic i have ever seen. i love it❤",我现在很敬畏，这是我见过的最神奇的视频和职业道德。我喜欢它
42466,UgzIh5PdoWblVEfdI5Z4AaABAg,0,what an amazing women,多么了不起的女人
42489,Ugxq78C8ich2ziSkY154AaABAg.8rdOJ-4z6dI8rg1OC5XU_A,0,you guys have amazing food too. i love love italian food and as a business every thing from italy. god bless,你们也有很棒的食物。我喜欢意大利美食，作为意大利的所有事情。上帝保佑
42496,UgzZ8ZZU0r1hJRGcxmR4AaABAg,0,beautiful video ! what camera did you use to film the quality is amazing.,美丽的视频！您用什么相机拍摄质量是惊人的。
42504,UgzTnkl8-gzZFuHl6tZ4AaABAg,0,"there are so many people. essence essence essence essence well, i want to say this is not this. it's amazing, i also want to make new year's goods by myself, but my hand has my own ideas",居然这么多人。。。。。好吧我想说的不是这个。好厉害啊，我也想自己做年货，奈何我的手它有自己的想法
42509,UgyJ1U43L5APjLLoDH54AaABAg,0,amazing. i fell in love from silently watching this woman & her passion.,惊人的。我默默地看着这个女人和她的激情坠入爱河。
42524,UgyGnxpvaWlWDRXaDe94AaABAg,0,such a beautiful video...i loved it a lot.. n the cute puppys n sheep the way they were following is just amazing and lovely lot of love to them,如此美丽的视频...我非常喜欢它.. n可爱的小狗N绵羊像他们所关注的方式真是太神奇而可爱的爱对他们很可爱
42533,Ugz45zpAKRCnnyaBXPx4AaABAg,0,"one of the best cooking video ever. smooth with beautiful scenery, soothing music, wonderful people n culture, just amazing♥♥♥",有史以来最好的烹饪视频之一。风景优美，舒缓的音乐，美妙的人文化，令人惊叹的♥♥♥
42549,Ugy699_P1RW1744Om2N4AaABAg,0,first l got on othet channel of corean girl who cooks a lot and shows their life over there. and now this one. these people are living in peace with mother-nature. evrything is so beautiful! now l got to see real life on thst part of the world. and this is so amazing! i see so many people are enjoying these vodeo's! ceep up..,首先，L登上了Corean Girl的Othet频道，她经常做饭并展示了那里的生活。现在这个。这些人与母亲和平相处。 evrything是如此美丽！现在我看到了世界各地的现实生活。这真是太神奇了！我看到这么多人喜欢这些Vodeo！ ceep。
42554,Ugza50XzABU9UhfGa6t4AaABAg,0,"ghibli feeling is amazing ...
splendid","吉卜力的感觉很棒...
灿烂"
42560,UgxsboD4rBxbDgyFG0x4AaABAg,0,very very nice but good amazing,非常非常好，但很棒
42597,Ugz4NoZPGUuPcAGRKx54AaABAg,0,i really really love this typ of life...evry min working with nature...it's amazing...,我真的很喜欢生活的这个类型... Evry Min与自然合作...太神奇了...
44122,UgzbQCwxy8pWPkoLM2x4AaABAg,0,it's was amazing i think this place was hevan,我认为这个地方是Hevan，真是太神奇了
44243,UgyA-7I40KFXCEramTB4AaABAg,0,you are great chef. you are amazing woman.,你是伟大的厨师。你是很棒的女人。
47069,Ugwt6CKln8xCPEDp3bV4AaABAg,0,your so amazing.. happy chinese new year..,你真是太神奇了..春节快乐..
46392,UgxbkiHulJ4WjYF43mJ4AaABAg,0,wow you're amazing! that's so beautiful besides it looks super tasty,哇，你很棒！除了看起来超级美味，那真是太漂亮了
45672,UgwcdrUNhrn-KNGzYAl4AaABAg,0,so amazing ❤,太神奇了
45684,UgyjG6429NQAc_2bywN4AaABAg,0,"puppies and goat follower, always amazing video.. very relaxing",幼犬和山羊追随者，总是很棒的视频..非常放松
45840,Ugx43aQQr6WZkZnm1ql4AaABAg,0,so amazing,好厉害
45880,UgzjgyzUFdyAh0_GmuF4AaABAg,0,your video always amazing..,您的视频总是很棒。
45886,UgyIo6CBaw_n37J1kRV4AaABAg,0,so amazing,如此惊人
45935,UgwomKC8OrTpeZf1o4V4AaABAg,0,love this channel she is amazing every thing so perfect,爱这个频道，她真是太完美了
45937,Ugwho6lYJm6WnBLz-bN4AaABAg,0,omg i just love the ambiance of where you cook and live amazing in every way great job,天哪，我只是喜欢您烹饪的氛围
45990,Ugz89i41wA_HvV5tQDh4AaABAg,0,"you are an amazing woman, at my mother's place had a huge tree of these nuts i always took to cook",你是一个了不起的女人，在我母亲的家中有一棵我总是做饭的坚果的巨大树
46027,UgxgiqpHe9tMcNfkJX14AaABAg,0,amazing,惊人的
46061,UgwWovQvxM_BkyNc8wp4AaABAg,0,your amazing,你的惊人
46091,Ugz_DAarGlFTwG2OwAx4AaABAg,0,you are amazing. when you cook please instruct in english also. i don't know chinese language. it's so helpful all,你很棒。当您做饭时，请用英语指示。我不知道中文。一切都很有帮助
46117,Ugy4_gWa8Bff1MYrasN4AaABAg,0,wow amazing!.,哇，太棒了！。
46259,UgwxyLziimTKG_8ZiJp4AaABAg,0,amazing,惊人的
46295,UgxxfyX4GnoYPOeHtlB4AaABAg,0,my fav episode! amazing and delicious! happy new year!,My fav episode! Amazing and delicious! 新年快乐！
46397,UgyrZ-qRwuklI-E-PIx4AaABAg,0,"since i cannot travel, the presence of your channel makes me travel to a place i have never dreamed of ...
you are amazing","由于我无法旅行，您的频道的存在使我前往我从未梦想过的地方...
你很棒"
45576,UgzUMjnb2C2gWzoDiF54AaABAg,0,greetings from poland. your films are amazing.,来自波兰的问候。您的电影很棒。
46403,Ugz6ZCXWYBgxYuPNSEl4AaABAg,0,❤️amazing!,❤mazing！
46406,Ugz606q8rOCbxeBExuV4AaABAg,0,such beautiful videos! i’m hooked! would love to have a place similar to you. your garden and home are amazing! storage of foods is so organized !,如此美丽的视频！我迷上了！很想有一个与您相似的地方。您的花园和家很棒！食物的储存是如此有条理！
46413,UgzLDnRKk7GtdSk-LDl4AaABAg,0,"this is so peaceful, everything in this video is so beautiful, thank you so much for sharing this amazing video with us",这是如此宁静，这段视频中的所有内容都非常漂亮，非常感谢您与我们分享这个令人惊叹的视频
46414,UgzdvvQxIn-_q_-FbYN4AaABAg,0,you are amazing!..,你很棒！
46450,Ugz1oPiaMOAnF5I_Dqh4AaABAg,0,super girl.....amazing,超级女孩.....惊人
46482,UgznZcBxbXqbv3qqUCN4AaABAg,0,"love this ...was the cooking skills self taught or through school..omg shes amazing, she will get many blessings from grandma",爱这个...是自学或通过学校的烹饪技巧。
46520,Ugzz268xbyk_Lsbmh7Z4AaABAg,0,"great video as always. that's a nice way of living.
food is a great journey and amazing to taste new things in live. my kids are the same, watching my channel and telling me daddy cook that tomorrow.","一如既往的精彩视频。那是一种很好的生活方式。
食物是一次很棒的旅程，可以在现场品尝新事物。我的孩子是一样的，看着我的频道，告诉我爸爸明天做饭。"
46705,Ugx_3FzJl0YdzVOhbgh4AaABAg,0,this woman very amazing.,这个女人很棒。
46728,Ugym1mFIFU74cGIzNNZ4AaABAg,0,is it possible to order this amazing snacks ?,是否可以订购这种惊人的小吃？
46774,UgxBjd42me40-nmlMqF4AaABAg,0,"wow, so amazing. best wishes from bangladesh.",哇，太神奇了。孟加拉国的最良好祝愿。
46809,UgwQPjLnxp8SJPci7_14AaABAg,0,wow amazing. i want to live there ❤,哇，太棒了。我想住在那里❤
46893,UgxWIz0buto1sCaeJZt4AaABAg,0,amazing!!!!!!!!!not melon seeds..sunflower seeds ;p...and the hat of grandmother is the funniest thing ever .,令人惊叹！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
46970,UgwSQ0L2J-0BsyvrnDR4AaABAg,0,what have i came across... amazing,我遇到了什么……令人惊奇的
47025,UgxTQj9htvKqZRo5kDB4AaABAg,0,amazing!!! wishing you and your family a very happy chinese new year!!!!!!,惊人的！！！祝您和您的家人度过春节快乐！
45631,UgwpdgOToXDxtVLXmyN4AaABAg,0,wow this video was amazing! first one i've ever seen from this channel. thank you youtube for this recommendation!,哇，这段视频很棒！我从这个频道见过的第一个。谢谢YouTube的建议！
45565,UgxNw6zCm5rSydwq8hR4AaABAg,0,amazing...my dreams r to have a natural environment like u have around you,太神奇了...我的梦想r像你周围有一个自然环境
44245,Ugx_jsadh817XhVRXnJ4AaABAg,0,amazing and supper cute,令人惊叹的晚餐可爱
44692,Ugy2lFmc5-sxwara5il4AaABAg,0,omg looks like film.amazing❤️❤️❤️,OMG看起来像电影。
44248,UgyT6Yoxt0Tv_cinO114AaABAg,0,"hi i am new here, i am from pakistan. my city name is gilgit-baltistan .you are looking so cute and your work is so amazing .this is really high quality foods.i like your work and every things. love you <3 :*",嗨，我是新来的，我来自巴基斯坦。我的城市名字是吉尔吉特·巴尔蒂斯坦（Gilgit-Baltistan）。爱你<3：*
44275,UgwdvZ8kxHoYTNur0NF4AaABAg,0,"i love your life, how amazing.",我爱你的生活，多么神奇。
44321,UgxVW-wSv4mPqN_1rpd4AaABAg,0,her food always looks so amazing ..... and good ....something cooked not raw ...can't stop watching her,她的食物总是看起来很棒.....好.....煮熟的东西不是原始的...不能停止看着她
44388,Ugxn7TrWJ_1i3_ZiPVR4AaABAg,0,incredible she is amazing chef she cook really good i like it,令人难以置信的她是很棒的厨师，她真的很好，我喜欢它
44391,UgwNAFweF_rIq3Wv4Wp4AaABAg,0,where are you come from ? you are amazing.,你来自哪里？你很棒。
44401,UgwpL4_svP-kOKNDwUB4AaABAg,0,amazing... it's dreamland,太神奇了...这是梦境
44409,UgzVmyb9WCEdTMHqKrJ4AaABAg,0,"seriously who videos her? really great videos but who records, edits, etc? its amazing =)",认真的人给她录像？真的很棒的视频，但是谁记录，编辑等？它的惊人=）
44432,UgwhR51bLNFBmMOY-HV4AaABAg,0,amazing...,惊人的...
44448,Ugz9WrVWmFUu5CqKSr14AaABAg,0,the girl has a quiet and amazing time,这个女孩有一个安静而美好的时光
44467,UgyNahjB4Z2S-rmSAq94AaABAg,0,amazing young girl,惊人的年轻女孩
44553,Ugwo9_ZgZ-XYEmAFV394AaABAg,0,wow it's really amazing,哇，真的很棒
44567,Ugz2r0TqlWW51PvygQN4AaABAg,0,"i was suppose to go too bed , but watching her was amazing!!!!",我本来想去的睡觉，但是看着她真是太神奇了！！！
44615,UgwN90fPOrOvpSGiPQt4AaABAg,0,amazing place and beautiful nature life style and look like amazing nature and delicious food. what place of china it is?,令人惊叹的地方和美丽的自然生活方式，看起来像令人惊叹的自然和美味的食物。它是哪个中国的地方？
44622,Ugy3SzD9Tp_HfZj6uCN4AaABAg,0,who's the camera man? hehehehe such an amazing video,谁是相机的人？呵呵呵呵这么神奇的视频
44742,UgwUmHhYIItQKUquTkZ4AaABAg,0,amazing girl,惊人的女孩
45481,Ugx8E1mv-craf51hIH54AaABAg,0,my god she is amazing,天哪，她很棒
44814,Ugydcgt9QQvrHRvCL0l4AaABAg,0,amazing,惊人的
44851,Ugx_9LBUvCKT_tFA5Qx4AaABAg,0,amazing,好厉害
44888,Ugwwy_U-B5SDg15NuC14AaABAg,0,amazing,惊人的
44916,UgzuTW0WWVVACu2E3Dl4AaABAg,0,"the grandma is so cute 
i love this video is amazing","奶奶是如此可爱
我喜欢这个视频很棒"
44925,UgyuWZeUKDcr-22CWwF4AaABAg,0,amazing work!.,惊人的工作！
44935,UgyltJQU42aHl54lOVB4AaABAg,0,this was so amazingly beautiful...everything looked so delicious and clean....love it,这真是太漂亮了...一切看起来都很美味和干净。...喜欢它
45117,UgxQyqipnCvTzYEvmFR4AaABAg,0,so amazing.,如此惊人。
45174,Ugzi5ev0kjRTUS5mwYF4AaABAg,0,amazing !!!!,惊人的 ！！！！
45178,UgxK4oK1W5WvS8oN6OV4AaABAg,0,is it a village ...i mean being villager you own quite big land it's so traditional to do every thing with your hands ..amazing,是一个村庄吗？
45194,UgyaB4kpg5Y94byOroF4AaABAg,0,amazing work,惊人的工作
45232,UgzgN3_pec8PwFnusXl4AaABAg,0,amazing,惊人的
45274,UgwU52AHSnlXw2xK1tx4AaABAg,0,"i feel like i'm in heaven! what a piece of work! dear, congratulations! u are amazing. greetings from brazil!",我觉得我在天堂！多么的工作！亲爱的，恭喜！你很棒。来自巴西的问候！
45412,UgxKQ6cVYLyxdfXfqLN4AaABAg,0,can i stay there learn to cook? cause you are amazing! i like that cheznut.. its so delicious,我可以留在那儿吗？因为你很棒！我喜欢那个芝士。
45428,UgwDnGUxql_NTfNz-9N4AaABAg,0,"it looks weak, but it's amazing to have a heavy pot.",看起来很虚弱，但是有一个沉重的锅真是太神奇了。
43743,UgwvL2e4TxsQCBOwBnt4AaABAg,0,"where do you live?'s just amazing..... i loved everything location, food, fruits and grandma.... just send me some candies.....",你住在哪里？
31084,Ugx-1ro5oUMM9wDacnV4AaABAg,0,what a wonder woman !!!!!!amazing girl!!!!!,真是个神奇女人！
36223,Ugy6Ktpf0JgkVEAE73x4AaABAg,0,she's amazing,她太赞了
14574,Ugy1eGVBDEut0pGqaWR4AaABAg,0,it's amazing,太奇妙了
13564,UgzhsM_A1na3vxQs_Lx4AaABAg,0,amazing,惊人的
13706,Ugxr5zc_Va5gDxaYDx94AaABAg,0,amazing.,惊人的。
13756,Ugyr7pKohw4lBbYlj194AaABAg,0,we watch all your videos it's amazing places it's your own place,我们观看所有视频，这是您自己的地方很棒的地方
13777,UgwR9B5gqCa3Mw4dQi14AaABAg,0,it's feel amazing,感觉很棒
13778,UgyfsaXAX6OdB0UD25l4AaABAg,0,amazing.....i wana eat everything....itx really yummy,太棒了.....我wana吃了一切.... iTx真的很好吃
13814,UgzB7fKenet_XiLgPt54AaABAg,0,its amazing！like her everything,它的惊人！喜欢她的一切
13851,UgwroCWXbKAhgAUZGhN4AaABAg,0,amazing life,惊人的生活
