,cid,votes,time,含sichuan,含sichuan中文翻译
1448,UgxfJ4coUz1zI-UC2SN4AaABAg.9_OaZ4dG4Xr9_ZoepERARz,0,1 year ago,@ superryaraajput8178 sichuan,@ superryaraajput8178四川
2104,Ugyc-JHRGn6uDyEaYoR4AaABAg,0,1 year ago,do you need to take care of help from your home? do you know that i am looking for you in sichuan? please come back to taiwan to come to pingtung factory to see if i am? today i went to kaohsiung dasheng company and said that i would transfer me to the new construction site on duty! do you quickly join my favorite person to come to taiwan to help my factory plan? taiwan pingtung rebuilt homeland to promote cross -strait exchanges and cooperation platforms! gongtong entrepreneurship to join the store to open a shop together!,子柒妳的家需要要人照顾帮扶持帮忙吗？妳奶奶知道我在四川找妳吗？请回台湾来屏东工厂看看我好吗？我今天去高雄大圣公司说要给我调到新的工地现场值勤务工作！妳赶快加入我的最爱的人来台湾帮忙我工厂规划好吗？台湾屏东重建家园推动两岸交流合作平台！工同创业加盟开店一起来看看吧！
3237,Ugw_ghAFpcTVaV9M4Vx4AaABAg,0,1 year ago,"i consider kyoto's japanese food ""obanzai"" to be the world's best healthy food. japanese food, such as recent sushi, tends to eat unbalanced and can cause disease such as beriberi, hypertension, and diabetes.
this chinese video series shows the essence of japanese cuisine. i think it's in the mountains of sichuan province, but i was impressed to see such a wonderful food culture in china.","我认为京都的日本食物“ Obanzai”是世界上最好的健康食品。日本食品（例如最近的寿司）倾向于吃不平衡，并可能引起贝里伯利，高血压和糖尿病等疾病。
这个中国视频系列展示了日本美食的本质。我认为这是四川省的山，但在中国看到如此美妙的饮食文化印象深刻。"
3911,UgzL8KrmMeCjSXHsCs54AaABAg,0,2 years ago,"the video occasionally talks with her mother -in -law, without subtitles, only sichuan talents can understand, haha. (this bamboo shoot is bigger than my brain. my mother -in -law said, what are you doing, the bamboo shoots we have dug in previous years ...)",视频里面跟婆婆偶尔的对话，没有字幕，只有四川人才能秒懂，哈哈。（这个笋子比我脑壳还大，婆婆说，你这算啥子哦，我们往年挖的笋子……）
3927,UgzL8KrmMeCjSXHsCs54AaABAg.9LicT_rORKf9LqTVRWiL4V,0,2 years ago,"@coconutboy8198 well, sichuan dialect is special? can't say traditional characters?",@coconutboy8198 咋，四川话特殊？不能用繁体字说？
8692,UgyZwfoARVAVpv6Dh594AaABAg.9B2H58-910M9BAb9GEivZx,0,2 years ago,"@yuhongli6786 maybe, maybe, the habits of various places are different. sichuan may be eaten like this, maybe she treats screws as field snails.",@yuhongli6786 也许是吧，各地的习惯不一样。四川可能就是这么吃的，也许她把螺丝当田螺一样。
4817,UgziDyj0ln09IzW5wux4AaABAg.9I_78G5c4D_9Ih8aCrNrjy,0,2 years ago,"sichuan province, southwest china.

not sure what town/county or city in sichuan ziqi is.","中国西南部四川省。

不确定四川Ziqi的城镇/县或城市是什么。"
5026,UgyHmbqOMbnaeWlBRhl4AaABAg.9I-aLTIZhWw9I2tFTR5WgC,0,2 years ago,"she is a sichuan girl, that's why.",她是一个四川女孩，这就是为什么。
5169,UgzsVxKd9bWGYEnddQ14AaABAg.9HMnRyp2H9c9HSBONyYE4u,0,2 years ago,she lives in sichuan province of china.,她住在中国四川省。
5351,Ugxg_AgRj66lqRsoMqJ4AaABAg.9Gg87NtDx5g9HSCU-CyYFK,0,2 years ago,she lives in sichuan province of china. an interview with her: https://youtu.be/j9cfvcxoyh4,她住在中国四川省。对她的采访：https：//youtu.be/j9cfvcxoyh4
5673,UgwX8FtkmwqUl1XK9MV4AaABAg.9G3AdwVsw4w9I6d5mMwe5n,0,2 years ago,"earthy, nutty, toasted rapeseed oil is the plant oil of sichuan, as integral to their cuisine as olive oil is to italian & spanish cooking. sichuanese cuisine just doesn't taste the same if you use canola (cold-pressed rapeseed, without those toasted, nutty notes) or peanut oil (more for cantonese cooking). the lightest of edible oils, boasting โ€“ at 6% โ€“ a lower level of saturated fat than any other, rapeseed oil is high in monounsaturated fats, with considerably higher levels of vitamin e. 
lard is, of course, the supreme animal fat in chinese cuisine, & then chicken or goose fat.","泥土，坚果，烤的油菜油是四川的植物油，是其美食不可或缺的，因为橄榄油是意大利和西班牙烹饪的。如果您使用菜籽（没有烤的坚果味）或花生油（更多用于广东话烹饪），那么四川美食就不会味道相同。最轻的可食用油（以6％的含量）比其他任何其他菜籽油都高的饱和脂肪水平低，其单不饱和脂肪含量高，维生素E含量更​​高。
当然，猪油是中国美食的最高动物脂肪，然后是鸡肉或鹅脂肪。"
5981,UgxvAuJTFlMG5TuJm3F4AaABAg,0,2 years ago,"if you are new here, here is absolutely everything you need to know about liziqi ( li ziyi ): 

in 1990, li ziyi fell to the ground in mianyang, sichuan. her parents divorced when she was very young. later, her father died, and li ziyi became an orphan. his stepmother didnโ€t treat her well. li zizhen mentioned on weibo that he had had a half-dead experience when his stepmother dragged her hair into the gutter and was beaten. 

grandpa and grandma distressed granddaughter, and finally decided to take li ziyu home and live. when li ziyi was in fifth grade, his grandfather died again, and it was difficult for his grandma to raise her to continue school. at the age of 14, li ziyi had to drop out of school and go to the city alone to work hard, and began an 8-year wandering life. her first life was very hard. she slept in a park chair and scratched her head for two months. 

li ziyi has also worked as a waiter in a hotel, with a monthly salary of 300 yuan. in order to earn more income, she went to learn to play discs and sang in the bar. later, when talking about the matter, li zizhen frankly said: โ€i didnโ€t say that i liked music at that time, just to live, i felt that it was well paid.โ€ 

in 2012, because grandma was ill once, li ziyi was worried that she would regret it later, throwing away all work and returning to grandma. โ€being closer, i feel more at ease.โ€ 

after returning, li ziyi opened a taobao shop, but the business has been up and running, and he barely eats. in 2015, under the influence of his younger brother, li ziyi was exposed to the short video platform meipai. until 2016, seeing that his younger brother had some fans on meipai, and holding more fans can improve the mentality of taobao business, li ziyi re-entered meipai to prepare for his own video program. 

the reason why she chose to shoot videos in this style is closely related to her childhood environment. 

in an interview with the living room of sina club, li ziyi mentioned, โ€all these things that are self-sufficient in the countryside, for me, they are jealous. in the short video, she chose to start from the most familiar places. 

in the beginning, li ziyi gave himself a topic called โ€four seasons change, eat while you eatโ€. after the suggestion of meipai editor, it became โ€ancient foodโ€ and it is still used today. 

in september 2016, a new opportunity came quietly, which also became an important promoter for li ziyu to get more attention in the future. sina weibo began to openly search for more outstanding short video creators for resource support. 

as mentioned at the beginning of the article, liu tongming brought her weibo resources support. 

one day in september 2016, li feng, an ancient short video blogger, accidentally received a private weibo message from โ€mr. lโ€. mr. l expressed his love for li ziyuโ€s video content, felt that he had fulfilled his taoyuan dream, and hoped to meet her. 

for a long time after that, li ziyi received mr. lโ€s private letter. โ€it would be a shame for such a good video to let this person see it. this is uschinaโ€s proud traditional culture should be seen by people in china and around the world. โ€mr. l said in a private message. 

at first, after seeing these private messages, li ziyi didnโ€t care too much, even worrying about encountering a liar. until one day, mr. l came to the city where li zizhen was, and wanted to ask her to have a meal and talk. mr. lโ€s politeness and clear logical thinking made li slowly drop his initial alert. 

this accidental meeting has completely changed the life trajectory of li zizhen. not long after the meal was over, with the help of mr. l, li zizheng was supported by a large wave of resources on sina weibo, accelerating her popularity and allowing li zizhen to rush into the queue of the net influencer on the head. 

this experience is partly recorded in a diary of li zizheng that year. some insiders close to the senior executives of weinian technology confirmed to tencentโ€s โ€shenwangโ€ that the โ€mr. lโ€ is actually liu tongming, and his pseudonym was publicly reported. daxiong liu, the founder of wei nian technology, an mcn company to which li zizhen now belongs. 

on december 8th, the reading volume of a weibo topic labeled โ€is li ziyi a cultural outputโ€ climbed to 800 million. li zizheng was once again on the hot search list. 

the video created by li ziyi and her has become a phenomenon worthy of study now. 

extensive overseas communication is an important reason for li zihuanโ€s renewed attention. some people say that she has filmed a desirable rural life and spread the charm of traditional chinese culture and cuisine. others think that her video is not completely true to reflect chinaโ€s rural life. 

even the queries that have been popular since the explosion have been brought up again, such as being a dj, being a rich second generation, whether the video is from my own hands, is there a strong push behind it, and the video is true for rural life itโ€s still just a fiction for character setting. 

an insider of weinian technology told tencentโ€s โ€deep webโ€ that li ziyi was of ordinary origin, and the relevant video content was produced by li ziyi himself. the popularity was not the initiative of the company and himself. in fact, both li zihuan and the micro-reading team behind him were quite low-key, and they were very enthusiastic and declined all the current interview needs. 

until august 17, 2018, li ziyiโ€s eponymous tmall store officially opened. six days after going online, the store with only five products at that time had sales of over 150,000 and sales of over 10 million. a year later, the total sales of 21 products displayed in the li zizhen flagship store exceeded 1.3 million, with total sales reaching 71 million. 
the value behind li ziyiโ€s ip is being quickly tapped. 

li ziyi started from scratch and gained the first fans with his own strength. but now the popularity and gains of fame and fortune are obviously no longer just her achievements. 
according to tianyan search, โ€deep webโ€ shows that mcn hangzhou weinian technology co., ltd., which li ziyi belongs to, was established on february 28, 2013, with a registered capital of rmb 5.208 million. according to the introduction, wei nian is an entertainment entertainment company that incubates kol into ip through short videos and extends to consumer brands. 

the information of qixinbao shows that there are more than 100 pieces of intellectual property information of the trademark โ€li zihuanโ€. the applicant companies are hangzhou weinian technology co., ltd. the product categories include food, clothing, shoes and hats, dyes and fats, beer and beverages, financial property management, catering and accommodation. 

not only that, wei nian also has inextricable links with li ziyuโ€s companies. 

according to the eye inspection, li jiajia (should be the original name of li ziyu) established sichuan ziyu culture communication co., ltd. on july 20, 2017, and wei nian is its shareholder, holding 51% of the shares. supervisor, li jiajia holds 49% of the shares. 

according to other data, there are as many as 50 beneficiary companies behind hangzhou weinian technology co., ltd., including greenland holdings, zte, xinhua media, vanke, light media, etc. . 
among the shareholders of weinian technology, sina weibo is particularly eye-catching. 

from wei nian technology to sina weibo, li ziyi gradually has the best cards that internet celebrities are looking forward to. 
in her own words, she changed from โ€a little transparent to a person who is so useless to societyโ€. after entering the public view and being noticed by more people, li ziyiโ€s sense of responsibility has also become heavier. 
โ€i want to do what i can to do more things that are good for society, such as the spread of traditional culture, non-heritage cultural craftsmen, and i want to show these old things to everyone so that more people know. li ziyi said. 

source: https://www.ww01.net/en/archives/33757","如果您在这里是新手，那么这绝对是您需要了解的有关Liziqi（Li Ziyi）的一切：

1990年，李齐伊（Li Ziyi）跌倒在四川米扬（Mianyang）。她的父母很小的时候就离婚了。后来，她的父亲去世了，李齐伊成为孤儿。他的继母对她不好。李·齐兴（Li Zizhen）在微博上提到，当他的继母将头发拖入排水沟并被殴打时，他有半死的经历。

爷爷和奶奶使孙女感到沮丧，最后决定带李Ziyu回家。当李齐伊（Li Ziyi）五年级时，他的祖父再次去世，他的祖母很难抚养她继续上学。李齐（Li Ziyi）在14岁时不得不辍学，独自去城市努力工作，并开始了八年的流浪生活。她的第一人生非常艰难。她睡在公园椅上，挠头两个月。

Li Ziyi还曾在酒店担任服务生，每月薪水为300元。为了赚取更多的收入，她去学习演奏唱片并在酒吧里唱歌。后来，在谈论此事时，李·齐兴（Li Zizhen）坦率地说：“我不是说当时我喜欢音乐，只是为了生活，我觉得这是付出的。”

2012年，由于奶奶曾经生病，李齐伊（Li Ziyi）担心她后来会后悔，扔掉所有工作并返回奶奶。 “靠近，我感到更加放松。”

返回后，李Ziyi开了一家淘宝商店，但业务一直在运行，他几乎没有吃饭。 2015年，在他的弟弟的影响下，李齐伊（Li Ziyi）接触了短视频平台Meipai。直到2016年，看到他的弟弟在Meipai上有一些粉丝，并且拥有更多的粉丝可以改善淘宝业务的心态，Li Ziyi重新进入Meipai，为自己的视频节目做准备。

她之所以选择以这种风格拍摄视频与她的童年环境密切相关的原因。

李·齐（Li Ziyi）在接受西那俱乐部（Nina Club）的客厅采访时说：“所有这些在农村自给自足的事情，对我来说，它们嫉妒。在简短的视频中，她选择从最熟悉的地方开始。

一开始，李齐伊（Li Ziyi）称自己为“四个季节变化，吃饭时吃饭”。在Meipai编辑的建议之后，它变成了“古老的食物”，并且今天仍然使用。

2016年9月，一个新的机会悄悄地出现了，这也成为李Zyu将来更加关注的重要推动者。 Sina Weibo开始公开寻找更多出色的简短视频创建者以获得资源支持。

正如文章开头所述，刘·汤明（Liu Tongming）为她带来了微博的资源支持。

2016年9月的一天，古老的简短视频博客作者Li Feng意外收到了“先生先生的私人微博消息”。 L”。 L先生表达了对李Ziyu的视频内容的热爱，觉得他已经实现了他的作陶王的梦，并希望与她见面。

此后很长一段时间，Li Ziyi收到了L先生的私人信。 “这样一个好视频让这个人看到它是可惜的。这是中国和世界各地的人们应该看到USCHINA骄傲的传统文化。 “先生。我在一条私人消息中说。

起初，在看到这些私人消息后，李Ziyi并不在乎太多，甚至不必担心遇到骗子。直到一天，L先生来到了李·齐兴（Li Zizhen）所在的城市，并想请她吃饭和聊天。 L先生的礼貌和清晰的逻辑思维使李慢慢地放弃了最初的警报。

这次偶然的会议彻底改变了李·齐兴（Li Zizhen）的生活轨迹。用餐结束后不久，在L先生的帮助下，李·Zizheng（Li Zizheng）得到了Sina Weibo的大量资源的支持，加快了她的知名度，并允许Li Zizhen赶到头部网络影响者的排队。

这种经历部分记录在那年的李Zizheng日记中。一些与温尼安技术高级管理人员接近的内部人士证实了腾讯的“申旺”，即“先生先生L”实际上是刘·汤明（Liu Tongming），他的化名是公开报道的。 Wei Nian Technology的创始人Daxiong Liu是Li Zizhen现在属于的MCN公司。

12月8日，一个标有“是文化产出”的微博主题的阅读量攀升至8亿。李Zizheng再次在热门搜索列表中。

Li Ziyi和她创建的视频现在已成为一个值得研究的现象。

广泛的海外沟通是李齐伊安（Li Zihuan）重新关注的重要原因。有人说她已经拍摄了理想的乡村生活，并传播了中国传统文化和美食的魅力。其他人则认为她的视频并非完全正确地反映中国的乡村生活。

自从爆炸再次提出以来一直很受欢迎的疑问，例如成为DJ，成为富人的第二代，无论是我自己的视频，是否有强烈的推动力，视频是真的对于农村生活，这仍然是角色环境的小说。

Weinian Technology的一位内部人士告诉Tencent的“ Deep Web”，Li Ziyi是普通的，相关的视频内容是由Li Ziyi本人制作的。受欢迎程度不是公司和他本人的倡议。实际上，他背后的李·齐伊安（Li Zihuan）和微读团队都非常低调，他们非常热情，拒绝了当前的所有采访需求。

直到2018年8月17日，Li Ziyi的同名TMALL商店正式开业。上网六天后，当时只有五种产品的商店的销售额超过150,000，销售额超过1000万。一年后，李Zizhen旗舰店展示的21种产品的总销售额超过130万，总销售额达到7100万。
Li Ziyi的IP背后的价值正在迅速挖掘。

Li Ziyi从头开始，并以自己的力量获得了第一批粉丝。但是现在，声名和财富的受欢迎程度和收益显然不再只是她的成就。
根据Tianyan Search的说法，“ Deep Web”表明，Li Ziyi属于的McN Hangzhou Weinian Technology Co.，Ltd。于2013年2月28日成立，其注册资本为5.208亿元。根据引言，Wei Nian是一家娱乐娱乐公司，通过简短的视频将KOL孵化为IP，并扩展到消费者品牌。

Qixinbao的信息表明，商标“ Li Zihuan”有100多种知识产权信息。申请人公司是Hangzhou Weinian Technology Co.，Ltd。产品类别包括食品，服装，鞋子和帽子，染料和脂肪，染料和脂肪，啤酒和饮料，金融物业管理，餐饮和住宿。

不仅如此，Wei Nian还与Li Ziyu的公司建立了不可忽视的联系。

根据眼睛检查，李亚吉亚（应该是李祖的原始名称）于2017年7月20日成立了四川Ziyu文化传播公司有限公司。主管Li Jiajia持有49％的股份。

根据其他数据，Hangzhou Weinian Technology Co.，Ltd。的背后有多达50家受益公司，包括Greenland Holdings，ZTE，新华社媒体，Vanke，Light Media等。
在Weinian技术的股东中，Sina Weibo特别引人注目。

从Wei Nian Technology到Sina Weibo，Li Ziyi逐渐拥有互联网名人期待的最佳卡片。
用她自己的话说，她从“有点透明变成了一个对社会无用的人”。在进入公众观点并被更多人注意到之后，李齐的责任感也变得更加重。
“我想尽我所能，做更多对社会有益的事情，例如传统文化，非遗产文化工匠的传播，我想向所有人展示这些旧事物，以便更多的人知道。李Ziyi说。

资料来源：https：//www.ww01.net/en/archives/33757"
6892,Ugykg0ipfBeQ5iPpjEJ4AaABAg.9DsQ5tNaoRQ9ENvSszk45f,0,2 years ago,"she is from mianyang, sichuan",她是四川绵阳的
8002,Ugy-7mykZE4hsgYFRi14AaABAg.9CDNERnnuTU9CQc22bElac,0,2 years ago,"mianyang, sichuan province","mianyang, sichuan province"
8283,Ugzw28u0jHwWAm1g8Tp4AaABAg,0,2 years ago,it is good to know you after the propaganda of mr. cui! are you a girl in sichuan? listening to your dialogue with grandma seems to be sichuan dialect.,经过崔老师的宣传认识了你，真好！您是我们四川的姑娘吗？听您跟奶奶的对话好像是四川话。
8451,Ugw_W5ELwDeydS0Dd2t4AaABAg.9BPFTs__JOR9BPRQ807dhH,0,2 years ago,sichuan,四川人
8630,Ugy9fWu9dBU19L2fazF4AaABAg,0,2 years ago,miss sichuan so much,四川小姐
13953,UgyZe_JjqvsSDQWxADZ4AaABAg.94kMuv-7KAo95sRkRoJg_7,0,3 years ago,li jingwen sichuan mianyang,李静雯 四川绵阳
14198,Ugx1kFRYu_JM92lGXc14AaABAg.94OrmTj7uxK94QlYx-XRnV,0,3 years ago,"i don't know how to do it, because this is not a traditional sichuan cuisine, it is guangxi cuisine. i haven't been idle, i have helped a lot in the video before",姥姥很可能不会做，因为这不是传统的四川菜，是广西菜。姥姥没闲着啊，之前视频里帮过很多忙
14958,UgyZkbFJE4Kf2qY7mGt4AaABAg.93j0G2tsZQe93lw6s0HEJk,0,3 years ago,"sichuan, china
li ziyi is from sichuan","中国四川
李Ziyi来自四川"
18296,Ugy16ZH4s7aNsTlNpmt4AaABAg.92Xe45m8gA092_wYHSmkee,0,3 years ago,@jahidulislam-ms4bi sichuan,@jahidulislam-ms4bi四川
17607,Ugzu-zfanPEQk7mmLW14AaABAg,0,3 years ago,"sister sister, how to use a machete to cut the bamboo shoots? bachelor is used in his hometown to cut firewood.
na, a show group was well made, and the good scenery of our sichuan was out!","幺妹儿，切笋子怎么用的弯刀？弯刀在老家都用来砍柴。
呐个节目组弄得好，把我们四川的好风光都排出来了！"
17626,Ugy8_drWdVCcrpXhotR4AaABAg.92iOjyLRCpT92qJwA53E7U,0,3 years ago,"the same is from sichuan, but we have to soak beans.",同是四川的，但我们泡豇豆要晒过来泡。
17629,Ugy8_drWdVCcrpXhotR4AaABAg.92iOjyLRCpT92thsyvQUyk,0,3 years ago,@user-nm5ui6dk7j sichuan mianyang dialect,@user-nm5ui6dk7j 四川绵阳话
17667,Ugx-789caf4xMxmb2Ah4AaABAg,0,3 years ago,"sichuan is a good place, what grows. there are many varieties of vegetables and vegetables in the garden.",四川是好地方，种什么长什么。园里好多品种蔬果。
17697,UgwOBpzLGFEgV2EqQ9t4AaABAg,0,3 years ago,"welcome to china, welcome to sichuan, it’s full of yummy food and it’s such a peaceful and relaxing place. then you will know the real china.",欢迎来到中国，欢迎来到四川，里面充满了美味的食物，它是一个宁静而轻松的地方。然后，您将知道真正的中国。
17717,Ugyq20sSrsHj5YXUi2l4AaABAg.92huIBS1Mwn92vBh3tszhk,0,3 years ago,"she lives in sichuan - home of really spicy cuisine and beautiful scenery. it's also a place that experiences a lot of earthquakes resulting in significant death tolls. mother natures gives and taketh. this river snail dish she made is a bit stinky though, but is very popular in china right now.",她住在四川 - 真正辛辣美食和美丽风景的家。这也是一个经历大量地震的地方，导致重大死亡人数。母亲的天性给予和take。她制作的这条河蜗牛菜有点臭，但现在在中国很受欢迎。
17843,UgzO9Km9KHVTDN8SOkF4AaABAg,0,3 years ago,"the bacon is so comfortable, our food in sichuan. there are bacon back to pot meat. rotten meat cowpea. too much too much.",腊肉好安逸，我们四川的美食。还有腊肉回锅肉。烂肉豇豆。太多太多。
18054,UgxNzblNTTBQhDh93jR4AaABAg,0,3 years ago,"good li ziyi! i am also from sichuan, and i am really proud of you.",好样的李子柒！我也是四川人，真心为你感到骄傲。
18182,Ugx5Xn5THg29DFjhdsV4AaABAg,0,3 years ago,it's a stun like sichuan accent murmur,咋个愣个像四川口音喃
18184,UgxXXUPDo0jttbl9CUR4AaABAg,0,3 years ago,it's sichuan dialect,说的还是四川话诶
595,UgwLlfUTUuT4nNpn2gp4AaABAg,0,8 months ago,"-the late, i just cook the kitchen -what smoke sichuan -",- 晚了，我只是煮厨房 - 四川烟 -
18372,Ugw4IaqLPE8FlVhw_454AaABAg.92W5lpmGklf92aVz1EvCh1,0,3 years ago,it's not rich. essence most of them have things in the southwest. sichuan kimchi is very rich ~~~~~,不算丰富啊。。多是西南有得东西。四川的泡菜是很丰富~~~~~
15203,UgxRBLYxMxWtFN6WAOR4AaABAg.93SiGorADId93YQeGfFj-w,0,3 years ago,sichuan,四川
18517,UgwI13ufZjbDEFs610x4AaABAg.92T_hiH8mdT92Wsxa1mGtP,0,3 years ago,"are you in china? free charging vpns are very big. what are the oil pipes? of course, the purpose of making money for videos is to make money! live in sichuan. just life you see, do you think the life in the video is beautiful? of course, not most people are like that, but you need to look at things too pessimistic. ——plip from chongqing",你是国内的吗？免费的收费的VPN都大把的啊，上个油管算啥啊，拍视频当然赚钱为目的啊！住四川。就你看到的那样的生活，你觉得视频里的生活美好吗？当然不是大部分人都那样但你需要的是看待事物不要过于悲观。——来自重庆的回复
18555,UgxScn8iSxTuE8w2jvR4AaABAg,0,3 years ago,"my dad used to live in the same rural area in sichuan china, and he told me many ways to cook like several staffs in this video, and i am able to make sour beans and sour bamboo root myself, learned from my dad. there are still many chinese ppl living in that way, instead of nice, peace, organic, deliciousness shown in this video, that's really hard working and way too difficult in real life.",我父亲曾经住在中国四川的同一个农村地区，他告诉我多种方式像这段视频中的几个员工一样做饭，我能够自己制作酸豆和酸竹根，从我父亲那里学到。这种视频中仍然有许多中国人的生活，而不是善良，和平，有机，美味，这在现实生活中确实很难工作，而且非常困难。
18715,UgyNz-iyGYluOpTDb5l4AaABAg,0,3 years ago,sichuan improved version#四 四 蛳 蛳,四川改良版的#柳州螺蛳粉
18749,Ugzsvx9qbHniYFQgvE94AaABAg.92KJHeQtbXJ92OPqiJRytP,0,3 years ago,"kira chen, you know sichuan very much",Kira Chen 你很了解四川嘛
18925,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92Uns338HEG,0,3 years ago,"terry kong mianyang, sichuan",Terry kong 四川绵阳
18929,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92X5-PuYoxf,0,3 years ago,@terrykong3366 from sichuan.,@terrykong3366 四川的吧
18932,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92Z3wSvnb9d,0,3 years ago,rural children in sichuan are here,四川农村孩子来了
18945,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92dtxvy9fI0,0,3 years ago,"terry kong is not guangxi, it is sichuan. the news said that she started shooting by herself, but later there were assistants",Terry kong 不是广西吧，是四川。新闻说开始是她自己拍，后来有助理了
19000,Ugw1cZqeV_fUti3ordl4AaABAg.92C9VVriOb_92GyCDLks82,0,3 years ago,this is in sichuan,这在四川
19091,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392PCVLatTQA,0,3 years ago,"asian food is not chinese food, and even chinese food has many different types. that liziqi cooked is sichuan food.",亚洲食品不是中国食品，甚至中国食品也有许多不同的类型。 liziqi煮熟的是四川食品。
19156,UgxAj1vIZ39a487i8dF4AaABAg.922pOygmRMB92CHwbkYIv8,0,3 years ago,sichuan,四川
17599,UgyPJr4NMca9cZQYsZ54AaABAg,0,3 years ago,"the pride of the people of mianyang, the pride of sichuan, the pride of china!",绵阳人的骄傲，四川的骄傲，中国的骄傲！
17473,Ugy1TGs6vAwmKv5ryPl4AaABAg,0,3 years ago,flavor of my hometown，sichuan,我家乡的风味，四川
17447,UgxwP5sr-dm5KOjqpDd4AaABAg,0,3 years ago,"i always like white women,but she change my view,chinese in sichuan also white and beautiful",我一直喜欢白人女人，但她改变了我的看法，四川中文也是白人和美丽
17323,Ugxuo1_Lpj9SRmqXnm14AaABAg,0,3 years ago,"the years are quiet, a sichuan bitch",岁月静好婊，四川母狗一条
15215,UgyDYfw-nlFZ9JgCVH54AaABAg,0,3 years ago,"as a sichuanist, i look at it and eat it.",作为四川人的 我 看着就眼馋 吃起来巴适 做起来安逸 生活起来惬意 这就是田园生活
15252,UgzcR4V_int2txTYXYB4AaABAg.93N7hTxdaHi93P1kHg873f,0,3 years ago,sichuan province of china,中国四川省
15505,Ugybhdd6smzbF3P-k2R4AaABAg.93EKE_PmD1493HoZzcEUE7,0,3 years ago,† risti †/listi sichuan province,†Risti†/Listi Sichuan省
15649,UgxHe2T4bJwytYHbuUl4AaABAg,0,3 years ago,my wife said a sichuan dialect. the gramma is a shichuan person,老婆婆说了一句四川话。the gramma is a ShiChuan person
15715,Ugylc6No4Jw-Oler12F4AaABAg.936PIbRqsC7936jNdFgQKf,0,3 years ago,"the videos were made in her home village in sichuan province, southwest of china. next to home county to great panda as i know.",这些视频是在她位于中国西南部四川省的家乡制作的。据我所知，旁边是家乡大熊猫。
15790,UgwDRpKcXqjtMDTq3a54AaABAg,0,3 years ago,"spring, summer, autumn and winter in japanese movies. however, the camera technology is very good. sichuan girls are also very good. to tell the truth, the life of the real people can really move the heart of the world. it is the real cultural output",和日本电影 小森林 春夏秋冬差不多。不过，摄像技术非常不错。 四川姑娘也非常不错。 说真话，反应真实老百姓的生活才能真的打动世界的心，是真的文化输出
15806,UgzWQkTfL_cKjPYJwtN4AaABAg.934RDr5ldK8934RQPLmKa_,0,3 years ago,derp trolling guangxi province called water snail rice noddle. she is in sichuan province but she can get similar materials,DERP拖钓广西省称为水蜗牛米头。她在四川省，但她可以得到类似的材料
15875,UgzWmIT-ijnORpW0ncB4AaABAg.932Y2dKXMM7934sgMu1SqA,0,3 years ago,"mianyang, sichuan",四川绵阳
15876,UgxW-R-7PhbXuSI_YK54AaABAg,0,3 years ago,is sichuan girls all such cheerful and optimistic character?,四川姑娘是不是都是这种开朗乐观的性格？
15896,UgxW-R-7PhbXuSI_YK54AaABAg.932O60QZSdY936IVIc_z7F,0,3 years ago,boxi lee found that those popular internet celebrities are all from sichuan people,boxi lee 发现那些爆红的网红都是四川人
16033,UgzYU26lhiA0rwODaat4AaABAg,0,3 years ago,"people from sichuan, tie up!",四川人，扎起！
16056,UgySwiLYG1pvS8HabZR4AaABAg,0,3 years ago,come on sichuan fellow! you are the best!,四川老乡加油！你是最棒的！
16089,UgxqseQd_81SZtBTeDl4AaABAg,0,3 years ago,"li ziyi, where are you from sichuan? your home reminds me of guangyuan's environment",李子柒你是四川哪里的？ 你的家提醒我广园的环境
16309,UgwPsK9eIO5cdCAQHc14AaABAg,0,3 years ago,"i heard xiaoqi's sichuan dialect in a foreign country, which made me miss home so much",在异国他乡听到小柒的四川话，让我好想家
16389,UgzwGITKQLsjqnmotyd4AaABAg.92vu5wyg244933nZYADzsk,0,3 years ago (edited),lissandra freljord sichuan pingwuxian is where is is from,Lissandra Freljord 四川平武显 is where is is from
16395,UgzwGITKQLsjqnmotyd4AaABAg.92vu5wyg244936CSnkTzpU,0,3 years ago,"lissandra freljord sichuan province, my hometown.",Lissandra Freljord Sichuan省，我的家乡。
16497,UgyClNhSrmo_2MuVmeN4AaABAg.92uRsnJir9D92wvg6fBKZb,0,3 years ago,"@stilljason1 her hometown is mianyang, sichuan. she has also made a video of lanzhou ramen",@stilljason1 她家乡是四川绵阳。她还做过兰州拉面的视频呢
16498,UgyClNhSrmo_2MuVmeN4AaABAg.92uRsnJir9D92wwd1JzQxS,0,3 years ago,"@user-jl3lr9ix2w you mean to go to lanzhou, you don’t use hahaha, okay, sichuan mianyang, i am here",@user-jl3lr9ix2w 你意思是去兰州也没有用哈哈哈 好吧 四川绵阳我来了
