,cid,votes,time,含sichuan,含sichuan中文翻译
23916,UgzxrukpuR8GJsslIS94AaABAg,1,3 years ago,"ashamed, it was born to a sichuan person. she had eaten it. mango and apple sichuan were available, but it was not produced by her area. wild chestnut should not be so big. the bacon was hung too short and was stolen by a dog. last year, my sausage was stolen by the dog. the mud baked oven is not every family. it โ€s delicious for two months to dry the beef. if you go down the mountain, you have to be moldy. so many fruits should be placed in the cellar, and each household has a waste.",惭愧，生为一个四川人居然有没吃过的，芒果和苹果四川有，但不是她那个地区出产的，野生板栗应该没有那么大。腊肉挂得太矮了，要被狗偷，去年我家的香肠就被狗偷了，那个泥巴烤炉也不是每家都有，家里人口多，又有能做事的老人才行，下雨就坏了，牛肉干要晾两个月才好吃，下山就要发霉，蛋烘糕要趁热吃，不能放。那么多果子应该放地窖，每家每户都有，浪费了。
27595,UgzQwnmjnXh7tNb6x3V4AaABAg.8zEFZGHz7218zOm5WqrYLT,1,3 years ago,its the sichuan province of china,它是中国四川省
45648,Ugy_SOfTULz5QkNFIvZ4AaABAg.8r1PhfdW4RM8r1cwQ2uMN5,1,4 years ago (edited),"yes, she is chinese from mianyang in sichuan province. her videos are only posted in china. youtube and facebook videos are uploaded by her fans.",是的，她是来自四川省的Mianyang的中国人。她的视频仅发布在中国。 YouTube和Facebook视频由她的粉丝上传。
7182,Ugxoo8aMnngc31II8bV4AaABAg.9KBxLM1N2CR9KLcFQ5AHg_,1,2 years ago,sichuan province,四川
39142,Ugw0FARd-Z8u-DKb_QV4AaABAg.8swOBGI3k718t3wnLhmajE,1,4 years ago,a small country of sichuan province of china,中国四川省的一个小国
52980,UgzVUw4UnqLW7N-jjil4AaABAg.8qlJT4zF0708qlMOmsUiPn,1,4 years ago,"bishan shui is not what you will live with li ziyi. if you like the place or rural country in sichuan, you can go to rent a house to feel sichuan. i feel that we can still sichuan.",碧山水 并不是和李子柒住一起就会什么的，你要是喜欢四川那个地方或农村可以去租一套房子感受一下四川，我感觉我们四川还是可以
33232,UgxZz1pTb3rcCQJ7AA54AaABAg.8vOil57dxRE8vRb3JPRmmV,1,4 years ago,"she is chinese, her home is in sichuan, china, and it is also the hometown of giant pandas. the girlโ€s childhood was very unfortunate, and the teenager left the school to work in a foreign land. after her father died, she returned to the beautiful and poor countryside to accompany her grandmother. her grandfather was a country banquet chef who inherited her grandfather's traditional cooking techniques and learned her grandmother's sewing and fabric skills. 
filming helped her financial situation, and now she has a great team. 
we wish this beautiful girl and wish her grandmother health.","她是中国人，她的家在中国四川，也是巨型熊猫的家乡。女孩的童年很不幸，这名少年离开学校在异国工作。父亲去世后，她回到美丽而贫穷的乡村陪伴祖母。她的祖父是一位乡村宴会厨师，她继承了祖父的传统烹饪技巧，并了解了祖母的缝纫和面料技巧。
拍摄有助于她的财务状况，现在她拥有一支出色的团队。
我们希望这个美丽的女孩并祝她祖母健康。"
34297,UgxtThxXpVWJhpOJcXN4AaABAg.8v6Ni7ikPlh8v6QM9FMIzl,1,4 years ago,"sichuan, china","sichuan,china"
32083,Ugxl31TReVYHeqCwVO94AaABAg.8vzN-N6rZam8vzXrJnnTsw,1,4 years ago,sichuan,四川
34895,UgxPeS14kDzh-l5DnFt4AaABAg.8uph70UFuys8uqKzd1wkhd,1,4 years ago,"northern sichuan mountains, jiuzhaigou and wolong",川北山区，九寨沟和卧龙附近
30800,UgxeqIcbo9_LKZ-4-5V4AaABAg.8wkHiHftbbh8wqd3fhR_Kd,1,3 years ago,"ulufah syair sulaiman village in mianyang city, sichuan province.",Ulufah Syair Sulaiman 四川省绵阳市的一个村庄。
30649,UgxZ9NT45QGcN79x_dJ4AaABAg.8wtjdgfHbBH8xAbzGTdbWu,1,3 years ago,"rural area of mianyang city, sichuan province, china",中国四川省Mianyang City的农村地区
30256,Ugw7YgqGYq1LP6iGAi14AaABAg,1,3 years ago,"girl, you are so beautiful, you can also eat so much, and your hometown is beautiful and there are many fruits. i hope to have the opportunity to go to your hometown. may i ask if you are from sichuan?",妹子你长得美，还那么会做吃的，而且你的家乡风景好美，水果也多，希望有机会去你家乡走走，请问你是四川的吗？
28061,UgxRCqNyAugB1eul1Np4AaABAg,1,3 years ago,"i envy ziqian's pastoral life is not only foreign friends, but i am also very envious of sichuan people like her. i also grew up in rural sichuan. she is mianyang, northeast of sichuan, and i am in southwestern sichuan. the green mountains and green water scenery are very good. although she is not as delicate and her lifestyle is not as traditional, it is naturally real. vegetables and some fruits (strawberries, apples, pears, plums ...) are really self -sufficient. essence nothing to live in my childhood life ~",羡慕子柒田园生活的不仅是各位外国朋友，和她一样同是四川人的我也非常羡慕。我也在四川农村长大，她是川东北绵阳，而我在川西南。青山绿水风景非常好，虽然吃的没有她精致，生活方式也没有她那么传统，但亲近自然是真的，蔬菜和部分水果（草莓、苹果、梨、李子...）真的能自给自足。怀恋一去不复返的童年生活了～
2644,UgwPqnH1HfJzwIQtd7t4AaABAg.9XBDfNVnlsH9bVMi0GbyhI,1,1 year ago,"sichuan province, near chengdu city.",四川省，成都市附近。
37405,UgxAgHJPFotwv4NTHtJ4AaABAg.8u6godWGacy8uH79fOdsno,1,4 years ago,welcome to sichuan china,欢迎来到中国四川
4680,Ugzi272HlbmNrKjW_6l4AaABAg.9QjN9q6regU9QjOiQ8znOK,1,1 year ago,"she is in china, sichuan [south western region], li ziqi makes traditional food.",她在中国，四川（西南地区），李齐（Li Ziqi）制作传统食物。
38449,Ugw6VX6WzlIr6pAa93Z4AaABAg.8tXqTe4SQef8tkpgD9dYw5,1,4 years ago,"sichuan, china","Sichuan, China"
28690,Ugx8BogTVVQfJx6JlTd4AaABAg.8yMZPzFiIT58yRjdYIwkVL,1,3 years ago,china sichuan,China sichuan
28378,UgwJE7dHd7dr8ZYIgrZ4AaABAg.8y_gdl3onWb8yeHJNRqzG_,1,3 years ago,"the place where she lives is a village in mianyang , sichuan province, in china. currently she lives with her grandmother and puppies, the nature as well.",她居住的地方是中国四川省米扬的一个村庄。目前，她还与祖母和幼犬住在一起。
43068,UgysYoaOLRiGb_YzRpF4AaABAg.8rRsNRh4kv18rSV7EzJzIO,1,4 years ago,"mianyang in sichuan province, china.","Mianyang in Sichuan province, China."
32984,UgxxOUkIOi6ps9xpIfB4AaABAg,1,4 years ago,"i wanna introduce some background of ziqi for people to know better about her. she was born in sichuan province in china. she actually suffered a lot of difficulties while she was a child, her father died early and her mother left her, she was raised up by her grandma. since her family was pretty poor, she dropped off from school since she can't afford the money. she went to cities and did a lot of hard jobs but when her grandma's health went bad, she quit the jobs and decided to move back to the village her grandma. she started to do self-online business to make money but it was not successful at first, but while chinese short-video industry developing, she started to make the first chinese ancient food cuisine and that video attracted a lot of people to watch. while she got more successful, it appeared a lot of against voices online, they assumed she used different people to act and she had a huge team to edit these videos. the worst thing is that some people even set up cameras in her house to see the shooting process whether it is fake or not.


under so many pressure, she had to move with her grandma to a much more remote place so that people can not find them. she suffered so many difficulties and finally achieved success but she still continues living and surviving, try to express the most beautiful scenery for us to watch. i really wanna appreciate all the hard work you did and every updated video represents an increasing quality. 


don't get injured, take care of yourself, you already did good enough, your videos motivated so many people all around the world, you overcome the language barrier and show the world the best of your life and china. as a chinese person, i really wanna say thank you.","我想介绍Ziqi的一些背景，让人们对她的了解得更好。她出生于中国四川省。实际上，她小时候遇到了很多困难，父亲早就死了，母亲离开了她，她的祖母长大了。由于她的家人非常贫穷，因此由于她负担不起钱，因此她离开了学校。她去了城市，做了很多艰苦的工作，但是当奶奶的健康状况不佳时，她辞去了工作，决定搬回祖母的村庄。她开始从事自我键盘的业务来赚钱，但起初这并没有成功，但是当中国短视频行业发展时，她开始制作第一家中国古老的食品美食，该视频吸引了很多人值得关注。尽管她取得了更大的成功，但似乎在网上反对声音，但他们认为她用不同的人表演，并且有一支庞大的团队来编辑这些视频。最糟糕的是，有些人甚至在她的房子里设置了相机，以查看射击过程是否是假的。


在这么多的压力下，她不得不和祖母一起搬到一个更偏远的地方，以便人们找不到它们。她遇到了很多困难，并最终取得了成功，但她仍然继续生活和生存，试图表达我们最美丽的风景。我真的很想欣赏您所做的所有辛勤工作，每个更新的视频都代表着质量的提高。


不要受伤，照顾好自己，您已经做得足够好了，您的视频激发了世界各地的许多人，您克服了语言障碍，并向世界展示了您的生活和中国。作为一个中国人，我真的想说谢谢。"
22825,UgzBCPkK5gE5-wR3HY94AaABAg,1,3 years ago,"mom is supported, our pride in sichuan",央妈都力挺了，咱四川的骄傲
46577,UgyZKLANMDq2uctGTll4AaABAg.8qt6fMEP0wz8qtTEqOviAz,1,4 years ago,"hahahaha, as a sichuan native, sichuan women are really so smart and capable, otherwise sichuan will not be the highest place in chinese women. but don't look at the sichuan women who can cook with a kitchen knife, they can also threaten her husband kneel on the washboard with a kitchen knife hahaha, joking.",哈哈哈哈 作为四川人，四川女人确实如此精明能干，不然四川也不会是中国女性地位最高的地方了。不过别看四川女人很贤惠拿着菜刀可以做饭，他们也可以拿菜刀威胁老公跪搓衣板哈哈哈，开个玩笑。
19719,UgxbOUAezwQnpe7nBpF4AaABAg,1,3 years ago,this is where liziqi's living in sichuan province how beautiful https://www.youtube.com/watch?v=ih1l6wb7lhu&list=plwxmmy5furvwpfsdfm8wbnn9hdc-ws8nc&index=2,这就是Liziqi居住在四川省的地方
46580,UgyZKLANMDq2uctGTll4AaABAg.8qt6fMEP0wz8qvhDe2lLoq,1,4 years ago,"@rpmngk8003 yes, so our girl in sichuan is also called hot girls.",@rpmngk8003 是的，所以我们四川的女孩也叫辣妹子，做菜辣，脾气辣，身材也辣哈哈。
19776,UgzmQ-ENkjs0c6wmtyh4AaABAg.95Jnp0OjZJ095j7aU9bL4K,1,3 years ago,"welcome to china sichuan ,may be you can meet liziqi",欢迎来到中国四川，可能是你可以遇到liziqi
17648,UgyHmciTFIrR5pgoAix4AaABAg,1,3 years ago,chinese beauty! from sichuan,中国美女！来自四川
23382,Ugz-LbsLalm0sczeeDJ4AaABAg,1,3 years ago,sichuan is really a good place,四川真是个好地方
15376,Ugyq9tDLl0u0sdW_ETl4AaABAg,1,3 years ago,"sichuan fellow, early",四川老乡，早哟
45133,UgzPGjikk5x-FoxWby94AaABAg.8r7jMFaf8L48r7sEqJp39k,1,4 years ago,sichuan china,sichuan china
43587,UgzVv2H4wMGhFY1vTdR4AaABAg,1,4 years ago,"it turned out to be a sichuan girl. no wonder you have such a good look. do you have a channel on bilibili? the rural areas are so good now, letting us cities envy to death. it costs 15 yuan a pound to buy sugar oranges in the new year.",原来是四川妹子，难怪这么好看，你是在bilibili有频道吗？农村现在真好，让我们这些城市人羡慕死了，过年买点沙糖桔居然要15块钱一斤。
22050,UgzAxlwojcR3HGOmm9x4AaABAg,1,3 years ago,the plant biodiversity in sichuan is remarkably interesting. they both have fruits that grow in tropical regions as well as in temperate regions.,四川的植物生物多样性非常有趣。他们都有在热带地区以及温带地区生长的果实。
22048,UgwZd2-C7RDBa3B3PYN4AaABAg,1,3 years ago,"li ziqi mianyang, sichuan",李子柒四川绵阳
45135,UgzPGjikk5x-FoxWby94AaABAg.8r7jMFaf8L48r9gySWaQCJ,0,4 years ago (edited),"@user-cq7ik7dy3z chen cheng，chengdu city, sichuan province, china, hometown of pandas。hope your country will be rich and strong again",@user-cq7ik7ik7by3z陈成，中国四川省的成都市，潘达斯·霍普的家乡您的国家将再次富有而强大
37491,UgwfOPlpAzHJTD9xWVR4AaABAg.8u1vXNvazvc8u94x_v8Omt,0,4 years ago,channel title ? ๆๅญๆ’ (li zi qi) is just her name . she is chinese girl live in sichuan province.,频道标题？李子柒（li zi qi）只是她的名字。她是住在四川省的中国女孩。
51656,Ugyqq2qqZl3LTTRgTNd4AaABAg.8qlTc0QzAba8qlU09erEKX,0,4 years ago,sichuan people!,四川人！
45842,UgyOpfWmEe0oAncDtbd4AaABAg,0,4 years ago,"you sichuan people are so good, high sugar, high spicy",你们四川人身体真好，高糖，高辣
52335,UgxfJDJvTpAxl-BK2jN4AaABAg.8qlNOcV5LDT8qtWQsBy5TQ,0,4 years ago,sichuan province in china,中国四川省
43112,UgwyyLONsSzI4Iyw90h4AaABAg.8rRKab9BgbJ8rSVUhBVH_V,0,4 years ago,"sichuan province, china.",中国四川省。
38011,UgzMAiD0SjjOt7W_TcB4AaABAg.8thiWvVwHO-8tjKCjuEd4c,0,4 years ago,sini are in china sichuan,Sini在中国四川
37359,Ugz4f1lN9bWekk7R8Kl4AaABAg.8u9AcVkbldE8uJd_k7RVaA,0,4 years ago,"sichuan,china๐จ๐ณ welcome!:)",四川，中国欢迎！:)
51052,Ugy5VnHAK0sDd0Hdc114AaABAg,0,4 years ago,"sichuan is really a good place, it seems that everything is produced by all crops",四川真是好地方，好像什么作物都产
38377,Ugye3_5jXS-UcerUzbp4AaABAg.8tZqVeuXmch8tmzxiPc613,0,4 years ago,"yes,it's in sichuan, china",是的，是在中国四川
50823,UgzcTzhK5BBds6HJyZV4AaABAg.8qld0zlkwk68qlsI34BBEL,0,4 years ago,"fender fanderwell you got it mianyang, sichuan province",Fender Fanderwell，您得到了Sichuan省Mianyang
46002,UgzppJo6RhbFUmU93554AaABAg,0,4 years ago,"i a fan. 
i'm curious about sichuan peppers.are they really spicy ?","我是粉丝。
我对四川辣椒感到好奇。他们真的很辣吗？"
45124,Ugx20UZvkNZHwgaX9Ht4AaABAg,0,4 years ago,"winter in sichuan is a feeling of mixing autumn and winter in the north. it looks like autumn is not autumn, and it is like winter. very dreamy.",四川的冬天是北方的秋天和冬天混在一起的感觉。似秋非秋，也似冬非冬。 很有梦幻感。
45838,Ugy9uir3fS9pCBU_S914AaABAg,0,4 years ago,may i ask girl li sichuan like the day of the lunar calendar like taiwan on the eighth night of the lunar calendar? can you shoot your shooting situation?,请问 李姑娘 四川有像台湾一样农历初八晚上天公吗? 你可以拍你们拍摄的情形喔
36338,UgxsO9yb299ChwtqzB94AaABAg,0,4 years ago,"seeing your video today, i find that you are really a talented girl, and you should be from sichuan.",今天看到你视频，发觉你真的是个才女，听你说话应该是四川的。
45835,UgwuSDXAfx-jklukEq54AaABAg,0,4 years ago,"everyone asked me if this video was filmed in sichuan?
everyone let me ask this video to be filmed in size?","每个人都让我问这个视频是否在四川拍摄?
Everyone let me ask this video to be filmed in Sichuan, right?"
45401,UgyXlPyY0J2WmDg94g94AaABAg.8r4vqh-l6VQ8r4whIeMlRy,0,4 years ago,"mianyang, sichuan, china",中国四川绵阳
45468,Ugxk0yPgtZzdis7RXdN4AaABAg.8r40AN21Zwt8r5HbXMje_G,0,4 years ago,"sichuan province, china.",中国四川省。
52990,UgzVUw4UnqLW7N-jjil4AaABAg.8qlJT4zF0708qlRGNYtkKO,0,4 years ago (edited),"@xieyuxie9343 my sister married sichuan people, they did not live there, she would go back to see her daughter every year.",@xieyuxie9343 我妹妹嫁给了四川人，他们都没有住那边，她每年会回去看她女儿。
33643,Ugwi6MPmUUHVJiZrO-V4AaABAg.8vCZsi2p9r29JyFEnA5DV6,0,2 years ago,"@user-xs7ny2ys2f have you like, never been to sichuan before or",@user-xs7ny2ys2f您喜欢，从未去过四川或
34167,UgwwsJPvwbrWOMAkqUF4AaABAg.8v9qZycm_Xh97VC8rbadYd,0,3 years ago (edited),"tarik is the fact that i have not fabricated, because i live in western china. i walk through in qinling and southwest for a long time. the sichuan and southwestern southwest of li ziyi are so good that there is no pollution in north china. i do nโ€t like many problems in china, such as freedom of speech and bureaucracy, but i just put forward my own point of view. there is no problem with the policy of xi qingshan and green water. if nausea, don't reply, thank you.",Tarik 我说的是事实，没有编造，因为我就生活在中国西部，我在秦岭和西南长期穿行，李子柒所在的四川以及西南整体就是这样环境很好，并没说华北没有污染。中国有很多问题我也不喜欢，比如言论自由和官僚主义，但是环境污染这点我只是提出我自己的观点，习青山绿水这个政策没有问题很好，看问题也要分开看。如果恶心，就不要回复了，谢谢。
34265,UgwyFNUmo3aa2fkh_bl4AaABAg,0,4 years ago,"like the japanese movie ""little forest"", sichuan girl is very capable.",像日本的电影《小森林》，川妹子很能干。
45402,UgyXlPyY0J2WmDg94g94AaABAg.8r4vqh-l6VQ8r5DAT3eqib,0,4 years ago,"she, li zi qi is from sichuan province, china.",她，李齐（Li Zi Qi）来自中国四川省。
34539,Ugw08lsxQFbTVNQy6vJ4AaABAg,0,4 years ago,the little girl marries the end? sichuan shi shi,小妹嫁人末？四川人仕
34584,UgxcGtcw7bUMCCByl794AaABAg.8uzQdj7XXCi8v-QtOemHSI,0,4 years ago,sichuan,四川
36546,Ugw-pa77AeB64s2M7lN4AaABAg,0,4 years ago,sichuan?,四川的？
34791,UgzDn9GNgHsWYwOfG314AaABAg.8usnfCu0ou98vPi1gLwtdf,0,4 years ago,sichuan my dream destination for nature and food,四川我梦dream以求的大自然和食物目的地
52983,UgzVUw4UnqLW7N-jjil4AaABAg.8qlJT4zF0708qlNMzUnw1b,0,4 years ago,come on my sichuan,来啊我四川的
35141,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-92S0lHWXEdS,0,3 years ago,"same as me, sad.from sichuan province of china",和我一样，悲伤。从中国四川省
35277,UgzKYbRaBHufnolNte94AaABAg.8uiI-EBZ3rY8uiety8sfMv,0,4 years ago,"mianyang city, sichuan province",四川省绵阳市
45201,UgwRtr6jiZ92V_7zuu14AaABAg.8r7EhUYq4EK8r7ycMmk33j,0,4 years ago,mianyang sichuan china,绵阳 四川 中国
35631,Ugxq5AogYh16tQtSC-x4AaABAg.8ubk02XO75B8v6qSMad9Oj,0,4 years ago,@fenghongkai sichuan dialect,@fenghongkai 四川方言
38674,UgxXyh9l2Jz0L8AM1al4AaABAg.8tOJS7hoilM8tOiaRJa5yg,0,4 years ago,"sichuan province, china. where wild panda is living :)",中国四川省。野生熊猫在哪里:)
38595,UgzeWmqVtU1FEnay24J4AaABAg,0,4 years ago,where is sichuan,四川哪里的
46488,UgxUg-OhlN3-K_qlQix4AaABAg,0,4 years ago,"li ziyi's videos have always brought me a sense of stability in my heart. the beautiful paintings intertwined with nature, family, and gourmet food give people deeply washed the soul. i like everything to her, i want to marry a woman like her, but i am afraid of her omnipotent big machete. don't think that sichuan girl's knife is only used to kill chickens _ (• ̀ω • ́ ""∠ ) _ _ _",李子柒的视频一直都带给我内心安定的感觉，那种人与自然、家庭、美食所交织的绝美绘卷，给人以灵魂深处的洗涤。我中意她的一切，我想娶她那般的女子，但我却畏惧她那把无所不能的大砍刀，不要以为四川妹子的刀是只用来杀鸡的_(•̀ω•́ 」∠)_
39068,Ugz6i13F2sZcT1Z05FV4AaABAg,0,4 years ago,"she is from our sichuan. she is called li ziyi. the place where she lives is a countryside in mianyang, sichuan province, china. i can only help you here",她是我们四川人，她叫李子柒，她住的地方是中国四川省绵阳市某乡下。只能帮你们到这儿了
47072,Ugw6o--djXGVe_dnTX14AaABAg,0,4 years ago,i mainly look at the sichuan scenery. the process is not necessarily good. but just like,我主要看四川风景，看过程，其实味道不一定好。但是就是喜欢
40253,UgwdRCiOnL612wge_5F4AaABAg,0,4 years ago,is sichuan so good?,四川这么好吗？
40469,UgzjXStFSRZY7umVvJF4AaABAg.8sJnNGcvx238sNXVmTZ497,0,4 years ago,look up sichuan cuisine,查找四川美食
40511,UgwcnsuGFthLoh6TOP14AaABAg,0,4 years ago,"determine you are from sichuan, and live in western sichuan",确定你是四川人了，而且住在川西
47713,UgzjSAWHzCakMN34yNB4AaABAg,0,4 years ago,"in this season, there are mangoes in sichuan?",这个季节，四川有芒果？
33209,UgxPRLL3ZZjE1GCvxlJ4AaABAg,0,4 years ago,"where are you from sichuan? listen like a fellow, and you really want to visit!",你是四川哪儿的，听着像是老乡，好想参观下！
47509,UgwMHlc_RSCeUpwsFwp4AaABAg.8qo_Wnb9HLm8qok9MqQj4y,0,4 years ago,"hometown of panda, sichuan province.",熊猫的故乡，四川省。
47493,UgwiWxyj-WOOKSBVubN4AaABAg,0,4 years ago,"it should be western sichuan, sichuan is originally rich in products. it is not surprising to pick these in the wild. girl’s hands are very good, but it is rare.",应该是川西，四川本就是物产丰腴，野外采摘这些不足为奇，女孩的手很巧，却是难得
40843,UgyjCCDZPsCLqrH1JfR4AaABAg.8s64Ok3Elpd8sLK32wfUtg,0,4 years ago,mianyang in sichuan province,Mianyang in Sichuan province
39137,UgxxIezwqgChzygwPhZ4AaABAg,0,4 years ago,"seeing so many foreign friends who like you, happy for you, beautiful sichuan girl, you are really good.",看到这么多外国朋友喜欢你的视频，替你开心，美丽的四川女孩，你真的很优秀。
40932,UgyS7CAxyKsDRGcS4214AaABAg.8s3nojrjAaN8s3wC6lbxGg,0,4 years ago,"https://liziqi.tmall.com/ this is her flagship store in a chinese top online retailer. however, you should know that the business is very very very big, she cannot cook or made all these products by herself. most of the products are from authorized outsourcings. and even if you buy, i am not sure if these foods will suffer problems from mail systems or customs since you are in the eu. the best way is to go to sichuan and you will definitely get a chance to have dishes and snacks as she made, and enjoy beautiful sceneries there.",https://liziqi.tmall.com/这是她在中国顶级在线零售商中的旗舰店。但是，您应该知道，业务非常非常大，她不能自己做饭或制造所有这些产品。大多数产品来自授权外包。即使您购买了，我不确定这些食物是否会遇到邮件系统或海关问题，因为您在欧盟中。最好的方法是去四川，您肯定会有机会在她制作的菜肴和零食，并在那里享受美丽的风景。
41450,UgwRSr3p-IuuRUZwp3F4AaABAg,0,4 years ago,where are you in sichuan?,你在四川哪？
43592,UgzBggbotwWpOGoAZY94AaABAg.8rKSJbedPe-8rPyAfSq8I5,0,4 years ago,"mianyang in sichuan province, china.","Mianyang in Sichuan province, China."
42332,UgxPZ8d5EfrHV9O2_xp4AaABAg.8rgsYxhRkqc8ro2qRjUn48,0,4 years ago,sichuan china,四川 中国
42696,UgyjrzSOjwKL_IEJDLN4AaABAg.8rZIJoWe1N_8r_lsW3x8rD,0,4 years ago,"mian yang, sichuan, china","Mian Yang, Sichuan, China"
43415,UgxJ8nKKBMTK-Bnlzwd4AaABAg.8rMD8fCdtlf8rMtj-jEmck,0,4 years ago,"sichuan, china.","Sichuan, China."
43272,UgwpJO2cQEEd5OGaELR4AaABAg,0,4 years ago,"i’m also from sichuan, but li ziqi is way more environmental friendly than me!",我也来自四川，但李齐q（Li Ziqi）比我更环保！
46829,UgyloAfQ2tscXsISd8J4AaABAg,0,4 years ago,happy new year in sichuan fellow!,四川老乡 新年快乐！
47775,UgwKyBScvYyFmFhtD2x4AaABAg.8qnz1Oio17o8qoFGTvmIsj,0,4 years ago,peppercorns sichuan pepper,花椒 Sichuan pepper
45540,UgwPzw17i8SUYNcIh-d4AaABAg.8r2pZpZ5Vla8r3-9Pzuzmw,0,4 years ago,"chinese, from sichuan province in china.",来自中国四川省的中国人。
48405,UgwrpY68aPGwFgoloqN4AaABAg,0,4 years ago,"i remembered the small snacks i have eaten in these years when i was a kid. as sichuan people, i really miss it.",我想起我小时候吃的这些年货小零食了。作为四川人真的好怀念啊。
43076,UgyLi1wY7FgD-F-zbIl4AaABAg,0,4 years ago,"it is pleasant also to discover your neighbours. they do help much in chinese village. when he build house, or need help for the pears season, or wrapping of fruits for when the buyers come to the village, the neighbours help my father in law very much. and he helps a lot in return also . when i arrived 17 years ago , i was astonished by even the well drilling process, i loved being carted away in a tricycle, must have been because i had only lived in france or london or munich . god , i love sichuan food, more recipes please! vegetarian ones please! vegetarian hotpot? with tofu pi, kailan, and mushroom.lots of mushroom. much love from beijing!",发现您的邻居也很愉快。他们在中国村庄确实有很多帮助。当他建造房屋，或者需要在梨季的帮助，或为买家来村庄的水果包装时，邻居会非常帮助我的岳父。而且他也有很多回报。当我17年前到达时，即使是井井有条的过程，我也感到惊讶，我喜欢在三轮车上搬走，这一定是因为我只住在法国，伦敦或慕尼黑。天哪，我爱四川食物，请更多食谱！请素食！素食热锅？与豆腐，凯兰和蘑菇一起使用蘑菇。来自北京的爱！
39358,UgyoAybGdMGS1fXGH5p4AaABAg.8ss4jJHp9am8svLuk8Keyb,0,4 years ago,"hehe,it's hard to not agreed , she is beautiful indeed. but ur praises would be too much for her. she will rejected it rightaway, she was so down to earth as a living goddes, she lived in sichuan province with her grandma as a simply cute village girl and grand doughter , left behind her job as dj for grandma,start her own product and mark on taobao mall, lets see more her other videos on her channel ,so we'll gain comforts once get to know her",呵呵，很难不同意，她确实很漂亮。但是您的赞美对她来说太多了。她会拒绝它，她像一个活着的女神一样脚踏实地，她和祖母一起住在四川省，是一个简单可爱的乡村女孩和大doughter，留下了她作为DJ的工作，开始了自己的产品，开始了自己的产品和马克在淘ao购物中
50772,Ugzv-4rPilGNM7QnacN4AaABAg.8qle2ZvEpLS8qlrkwZV815,0,4 years ago,sichuan province somewhere in the moutains,四川省的某个地方
45091,UgzUq45SEUCaoId5nmJ4AaABAg.8r83PNp9G0Z8r8EMlWwFZb,0,4 years ago,sichuan province,四川
50265,UgxyLB0Tv9UpTgd2OfN4AaABAg,0,4 years ago,grapefruit is still produced in sichuan? intersection where can li ziyi be planted there?,四川那边还产柚子？？李子柒那里什么都能种啊？
49546,Ugw1U6RKW00kys1ccXB4AaABAg.8qm4-9HK7Wc8qmG_1hsrJ-,0,4 years ago,"@user-dk5qj7nk5l is good, now china is getting better and better. welcome to sichuan, there are many snacks",@user-dk5qj7nk5l 挺好的，现在中国越来越好了，欢迎光临四川，小吃超多
44842,UgxtkwGEUZzWA51FvCl4AaABAg.8rABMjbfxdf8rCpIj8DXfH,0,4 years ago,"sichuan china, the panda province",四川中国，熊猫省
44301,UgyHtUEt5vrWVIeO0Ql4AaABAg,0,4 years ago,great sichuan girl,大四川妹子
39897,Ugwv_43zWMpQTVC0pfZ4AaABAg,0,4 years ago,"except for sichuan dialect is really. essence to be honest, it's a bit unreal. unreal ...",除了四川话是真的以外。。说实话有点不真实。unreal...
43816,UgxVjnvLUNU2LqR4JzJ4AaABAg,0,4 years ago,i’m a chinese who is from sichuan province. first time i watched her video i thought she was an actor who living in big city only go to the countryside for those videos. actually there are some people who is doing those stuff even some companies bcz they can earn money from this. but now i don’t think so. her video makes me want to go back to china and live in a countryside.,我是四川省的中国人。我第一次看她的视频时，我以为她是一个演员，住在大城市，只去乡村看这些视频。实际上，有些人即使有些公司也可以从中赚钱。但是现在我不这么认为。她的视频让我想回到中国并住在乡村。
46583,UgyZKLANMDq2uctGTll4AaABAg.8qt6fMEP0wz8r0A1o-ipQB,0,4 years ago,"@shu7110 is not laughing, i believe it is true, sichuan girls are very spicy.",@shu7110 不是说笑，我信是真的，四川姑娘非常辣。
46715,Ugwj4WudxIqNocKTylJ4AaABAg,0,4 years ago,it seems that sichuan is a good place. she is an internet celebrity. it is said that there are 20 million fans.,看来四川是个好地方啊，她是网红，据说粉丝2000万人。
39948,UgxczcR9lgAfHMmtouB4AaABAg.8sfI44bYOxd8shY-RpI0eE,0,4 years ago,"shramona rajguru she lives in sichuan province, china",Shramona Rajguru她住在中国四川省
40161,UgzIF1qhLOP6fHjYNYt4AaABAg.8sXR_f_yana8sYF2VQFKVa,0,4 years ago,"where ms li lives is not as cold as russia or canada's winter (i chose them as they are more representative so you may can imagine ). it's very humid and not that windy in winter there (sichuan province - southern area of china - famous for its spicy food).even it snows sometimes, it usually above 0 °c,and mostly cloudy. that's why some fruit trees and green vegies still grow in winter, especially late autumn and early spring",李女士的生活不像俄罗斯或加拿大的冬天那样冷（我选择了它们，因为它们是代表性的，所以您可以想象）。它很潮湿，冬天不是那大风（四川省 - 中国南部地区 - 以辛辣食物而闻名。这就是为什么一些果树和绿色蔬菜在冬季仍然生长，尤其是秋天和早春
