,cid,votes,含love,含love中文翻译
14584,UgylFxkG40bbZWf9_hl4AaABAg,49,"she is beautiful
she good at cooking
she is hard working
she is love her grandmother","她很漂亮
她擅长烹饪
她在努力工作
她爱祖母"
2974,UgxG_0rGSXX1DvWsRxF4AaABAg,48,it was quite sometime when i realize that thid wasn’t her first video but this was the first one i saw and i keep coming back. the shots and the blend pf the music is almost fairy tale like. everyone should know and appreciate how much hard work went into this video and i love every second and minute of it.,有时我意识到，这不是她的第一个视频，但这是我看到的第一个视频，我一直回来。镜头和混合PF音乐几乎是童话故事。每个人都应该知道并欣赏这段视频中的辛勤工作，我喜欢它的每一分钟和分钟。
50413,UgwmMZ5xdhF2Ac0JS9l4AaABAg,48,i love your videos. god bless!!! happy chinese new year,我爱你的视频。上帝保佑！！！农历新年快乐
4980,UgwIeCZTs9WO61RW-V14AaABAg,48,i love how she takes care of her grandma,我喜欢她如何照顾祖母
14119,UgwdK_RLg87nT1M_T2d4AaABAg,47,i don't know why i really like liziqi.. so natural.. cute.. wnderfull life in her village make my heart so happy.. love you liziqi.. from indonesia,我不知道为什么我真的很喜欢Liziqi ..如此自然..可爱.. Wnderfull的生活使我的心变得如此快乐..爱你Liziqi ..来自印度尼西亚
52032,Ugzdk1HPTpfp3h7txhl4AaABAg,47,"know what i like most about her style of living? the only plastic products i see are her toothbrush and the bags. everyone is bitching and moaning how much plastic is polluting our environment, yet not a damn thing is done; except, this girl is living with minimal plastic. she got my utmost respect and love.",知道我最喜欢她的生活方式吗？我看到的唯一塑料产品是她的牙刷和袋子。每个人都在bit子和抱怨塑料多少污染我们的环境，但没有该死的事情。除此之外，这个女孩的塑料最小。她得到了我的最大尊重和爱。
4138,UgwFwTgWme_yL7LQ6tR4AaABAg,47,"if i can live with here, my age probably be over 100 years! i love the nature around her home... especially the natural and fresh foods. good luck for you!",如果我能在这里生活，我的年龄可能超过100年！我喜欢她家周围的大自然……尤其是天然和新鲜食品。祝你好运！
5418,UgzXFPB-s3SfFJ2RZc54AaABAg,46,"she is the strongest woman that i have ever seen with multi-skills from the engineer, landscaper, and chef. big love from farmer's son.❤",她是我在工程师，园丁和厨师的多技能中见过的最坚强的女人。农民儿子的大爱。
48768,UgybwK2k0FOUHGKknTt4AaABAg,46,"1 of the longest video of her till date, love it",她到目前为止最长的视频中的1个，喜欢它
49557,UgyidXRXRSH_MAKrKKB4AaABAg,46,"i like how she takes care of her grandmother, it shows how much she loves her. beautiful and fascinating video as usual!",我喜欢她如何照顾祖母，这表明她有多爱她。像往常一样美丽而有趣的视频！
22415,UgxKcQ7dpNNpmXNzxD54AaABAg,46,i love how she uses modern tools and doesn't try to show off like them primitive survival channels.,我喜欢她如何使用现代工具，也不会试图像原始生存渠道那样炫耀。
31990,UgxoZwaSr0HRmhoQL-54AaABAg,44,seriously girl.... is there anything you can't do?? love your videos ๐‘๐‘,认真的女孩....你有什么你不能做的吗？爱你的视频
22113,Ugz_rMHrYJ9bOe3QpG94AaABAg,44,"she's living the real life. while we all are here gossiping ,scamming ,runnin after money .hurting each other .political issues. she's living the life that i wish i had ,one with nature .all the freshness around her....i really love and admire her hard work ๐ข๐ข๐ข๐ง๐๐",她过着现实生活。虽然我们所有人都在这里闲聊，骗子，奔跑，互相抚养。政治问题。她过着我希望的生活，与大自然的生活。她周围的新鲜感。。。
26244,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy8zsIVAARk1n,44,"lovely, you are taking the first steps of treating your depression and eventually living the life you dream to live in! god bless!",可爱的是，您正在采取第一步来治疗抑郁症，并最终过着梦dream以求的生活！上帝保佑！
13845,UgwC3w1V9TVaQSDZPA94AaABAg,42,"how to love your homeland in order to be able to show the nature and everyday life of people in rural areas so beautifully and unobtrusively! bravo! very talented! and what a rich nature of china, just delight!",如何爱您的家园，以便能够如此美丽，毫不客气地展现人们在农村地区的自然和日常生活！勇敢！很有天赋！中国的丰富本质，只是高兴！
50315,Ugyv4PCsL3UpbiQ0fi14AaABAg,42,"happy new year dear may your life full of love,happy and gratitude... love you dear...",新年快乐亲爱的愿你的生活充满爱，快乐和感激...爱你亲爱的...
26105,Ugx9Um_0Pwrd-8gxIYx4AaABAg,41,"why on earth would you dislike this video, i love this so much",为什么在地球上您不喜欢这个视频，我非常喜欢这个视频
49862,UgxfcZpYpNLvxRKPSbp4AaABAg,40,5:56. 9:46. so cute so lovely.,5:56。 9:46。太可爱了。
20202,UgzV4DNCTtBWjzkqTCB4AaABAg.94nOZTTSF06950m7vFwDOk,39,omg yes! i love how they followed her ๐ฅฐ,天哪！我喜欢他们如何跟随她
50636,UgxL-kG-pFDEm8qdyyt4AaABAg,39,"thanks to all videos that i have learned to live in different ways, understand nature, love it, respect it, and enjoy my silence moment. may the universe full of your blessings.
i am a work from bolivia -south america. i hope to share some photos of my place where i live with you.","感谢所有我学会以不同方式生活的视频，要了解自然，去爱它，尊重它，享受我的沉默时刻。愿宇宙充满你的祝福。 
我是来自玻利维亚 - 南美洲的作品，我希望与大家分享一些我住的地方的照片。"
22828,UgxeONDnwrQlHsaOEqd4AaABAg,38,"i'm from china, and i'm proud of liziqi, who presents our culture and civilization, even if who brings back all my old childhood memories in village, wonderful years, also i miss my grandmother so much. chinese always love peace and hardworking from time immemorial . welcome every friends to visit china.^_^",我来自中国，我为利兹奇（Liziqi）感到骄傲，利兹奇（Liziqi）呈现了我们的文化和文明，即使谁带回了我在村里的所有童年记忆，也很想念我的祖母。中国人总是喜欢远古时代的和平与勤奋。欢迎每个朋友访问中国。^_^
42715,UgykQi5WLI8pw7KzNat4AaABAg,38,i just thought to myself 'this is beautiful' when i saw the beginning but when the digimon music actually kicked in at 5:16 i genuinely fell in love with this channel.,当我看到开始时，我只是想着自己“这是美丽的”，但是当数码兽音乐实际上在5:16开始时，我真正地爱上了这个频道。
37577,UgzyTwBIRtNni_75EWt4AaABAg,37,you are the most beautiful and talented youruber from china. love you.,您是来自中国最美丽，最有才华的您。爱你。
9072,Ugzlg9uPKu0sY-5Lbgx4AaABAg,37,i absolutely love this woman. despite living in the mountains shes able to do so much. all i want in life is to sit down and have a meal she cooked.,我绝对爱这个女人。尽管住在山上，她能够做很多事情。我一生中想要的就是坐下来煮一顿饭。
4823,UgwFw-ruF-1UogWFAX54AaABAg,37,omg! i love how cute the animals are and how they followed her in the beginning! so cute,我的天啊！我喜欢这些动物在一开始如何跟随她的可爱！太可爱了！
47902,Ugwxb_pQgGhGPj7AkIN4AaABAg,37,happy chinese new year !!! love from india,农历新年快乐！！！来自印度的爱
47324,UgyokK6B7E47XLXi7OJ4AaABAg,37,"happy chinese new year to u and grandma!!! 
i love watching ur videos! the life u live is beyond beautiful...","在春节快乐，你和奶奶！！！ 
我喜欢看你的视频！你的生活超越美丽..."
23362,Ugwogx_XFxCEMi5X33N4AaABAg,36,"if you look at her hands closely u can tell she is really farmer , really real videos ,i love it",如果您仔细地看着她的手，您可以告诉她她真的是农民，真的很真实的视频，我喜欢它
48589,UgyTBvQ7nse-MDxc8814AaABAg,35,"would love to live there, smell the nature, grow your own fruits and vegetables, no pollution",很想住在那里，闻到大自然，种植自己的水果和蔬菜，没有污染
5764,Ugxl3_aEEeHJs88R2VZ4AaABAg,35,"am i seeing a sheep? 

those puppies are so lovely
your channel won our hearts. so natural, so peaceful. ❤️❤️

","我看到绵羊吗？ 

那些小狗是如此可爱
您的频道赢得了我们的心。如此自然，如此和平。 ❤️❤️

nagaland"
45304,UgzSeHaJn7aYhJQSgsl4AaABAg,33,everything is so peaceful and lovely,一切都是如此宁静，可爱
45109,UgyJgsDlPebcN5HbriZ4AaABAg,33,wanted to cook something...but instead i ended up looking at this beautifull girl for more thank 2 h! 'm just in love with this channel! congrats,想煮一些东西...但是我最终看着这个美丽的女孩，更多地感谢2小时！
49362,Ugys4c6j_DQ2Wt0tRsp4AaABAg,32,your grandma is the happiest grandma to have you by her side. love to see you care for elderly woman.,您的奶奶是最快乐的奶奶，让您陪在她身边。很高兴看到您关心老年女人。
52653,UgzRe_opCUvJK7GVPTR4AaABAg,32,5.59 i love you...,5.59我爱你...
50038,UgxHMaRcAUqVKMIAxIl4AaABAg,31,happy chinese new year <3 love from malaysia,农历新年快乐<马来西亚的爱
6925,Ugz18_v8Xqv-b4x54Q54AaABAg,31,"i have been signed for a long time! i love this girl! tell me, is this another world? there are no evil neighbors and greedy relatives! like is definitely!",我已经签了很长时间了！我爱这个女孩！告诉我，这是另一个世界吗？没有邪恶的邻居和贪婪的亲戚！就像绝对！
50515,Ugxzj5kcfkl1MfusWId4AaABAg,30,"i'm from spain, i love your videos!",我来自西班牙，我喜欢您的视频！
51663,UgxsxcKZBTEGLcFy4n54AaABAg,30,amazing video. the nature is so beautiful and the food looks really delicious. i love it how you show everyone how our ancestors lived⚒️because of your videos i want to visit china. greetings jasmin,惊人的视频。大自然是如此美丽，食物看起来真的很美味。我喜欢它，您如何向所有人展示我们的祖先如何居住⚒️，因为我想访问中国的视频。问候茉莉
28180,Ugwog3eU6SdvvmNLfHp4AaABAg,30,"beautiful relaxing nature. beautiful woman. cute grandma. sweet animals. delicious foods.
amazing, just amazing. i love that.","美丽的轻松自然。美丽的女人。可爱的奶奶。甜动物。美味的食物。
太神奇了，真是太神奇了。我喜欢那个。"
50036,UgyQLkCzrfLZfBONlFh4AaABAg,30,happy chinese new year to li zi qi & lovely popo :),李齐和可爱的popo的农历新年快乐:)
3906,UgzJbirvQMEOcrjgEHF4AaABAg,29,"i love this video, i don't get tired of seeing it. i have seen it many times",我喜欢这个视频，我不会厌倦看到它。我看过很多次
35011,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-8v4DWzwzTUM,29,"you all say that but this life is potentially the only life she can have in china. we have the opportunity to get an education, and she may not. she may love this life, but she may not have ever accessed education at a higher degree, even if she wanted to. again, though, these are all maybes. i don't know her or her life, but i know that in china women aren't exactly usually offered the option to go off and gain a good education, and this life is the only that they are raised into.",你们都这么说，但是这一生可能是她在中国唯一可以拥有的生活。我们有机会接受教育，她可能没有。她可能喜欢这一生活，但即使她愿意，她也可能从未获得过更高学位的教育。但是，这些都是母狗。我不认识她或她的生活，但我知道在中国，妇女通常并不是提供享受良好教育的选择，而这一生是她们唯一的成长。
