,cid,votes,含love,含love中文翻译
30157,Ugw0R05j4OLZF-VzUW54AaABAg,0,i love these foods but i am my pepper do not consider eating so much peppers.,我喜欢这些食物，但我的胡椒粉不考虑吃那么多辣椒。
30147,Ugw_RKEeT3NrOHGTMPl4AaABAg,0,i love its content,我喜欢它的内容
30142,UgyPRXFwtaFKUX2zovl4AaABAg,0,"i love liziqi's videos!!! but i have so many questions......like is the garden a communal one for a group of people or relatives? who plants, weeds and waters the garden? who owns the land where she gathers other foods from? looking forward to the next video!",我喜欢Liziqi的视频！！！但是我有很多问题……就像花园是一群人或亲戚的公共问题吗？谁的植物，杂草和水在花园里？谁拥有她从那里收集其他食物的土地？期待下一个视频！
30128,UgwBR_q3vfkXvHhQHRx4AaABAg,0,love ur rustic kitchen ....n the scene at5:16,爱你的乡村厨房.... n现场5：16
30122,Ugwl2pRW9lkWsNx9Bfl4AaABAg,0,i love you liziqi!!!! all the way from brazil!!!,我爱你liziqi !!!!一路从巴西到巴西！！！
30117,Ugzb2LnAvTefUXnNzf54AaABAg,0,"i love bamboo shoot and long beans.
edit: i love pork and snail cook together","我喜欢竹芽和长豆。
编辑：我喜欢猪肉和蜗牛厨师"
30114,Ugx9FfkqtQRAN1KjpW94AaABAg.8yVjX92hb-k8yZeMN5DC3P,0,"yan control archives hehe, i also love to eat",颜控档案馆 嘻嘻，我也爱吃
30370,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39AG6NFJdcxf,0,@mutfaginizdayim lovely,@mutfaginizdayim可爱
30112,Ugx9FfkqtQRAN1KjpW94AaABAg.8yVjX92hb-k8yXxeel6Fuv,0,"jiali liu is very stinky to me, but my friend loves to eat",Jiali Liu 对我来说螺狮粉很臭，但我朋友超级爱吃
30100,Ugy5BmPOIsX2FY3HP-h4AaABAg,0,"what a beautiful and relaxing channel. 
i love to see her cooking for her grandmother. she is very respectful.
i also love seeing her little dog. i always look forward to seeing the dog or dogs in different vlogs. 
this is a wonderful channel. i always watch every vlog a few times.","多么美丽而轻松的频道。
我喜欢看到她为祖母做饭。她非常尊重。
我也喜欢看到她的小狗。我一直期待看到不同视频博客的狗或狗。
这是一个很棒的频道。我总是看几次视频博客。"
34444,UgwApJ5nF_TJ5U3iPi54AaABAg,0,love her so much ❤️,非常爱她❤️
30080,UgwINw6KYxDKK3r5fxB4AaABAg,0,snail powder is super super superb. big love! intersection,螺蛳粉超级超级超级好吃。大爱！！
30078,UgxFXJKr-rrvuMuKX1h4AaABAg,0,lovely video! i just kept thinking of animal crossing for some reason when she was harvesting the bamboo shoots. >_<,可爱的视频！当她收获竹芽时，我只是出于某种原因一直在想着动物穿越。 > _ <
30068,UgxqxMMnHUg81k2huxR4AaABAg,0,vire good am in iraq love you,Vire好是伊拉克爱你
30046,Ugz1r3schcPA9zsGFB54AaABAg,0,love the use of so many vegetables in your cuisine. lovely video as always.,喜欢在美食中使用这么多蔬菜。一如既往的可爱视频。
30045,UgwCJC2yGZHL4YKpDCN4AaABAg,0,much love,很多爱
30017,UgxUTdhLJ9-2bUBJJuV4AaABAg,0,"so soothing and calming, fills me with peace. i love your videos!",因此，舒缓和平静，使我充满了和平。我爱你的视频！
29981,UgwHjvEF_SVyoeKSFDB4AaABAg,0,"love to learn to live just like u,,!! thank u for sharning.",喜欢学会像你一样生活，！感谢您的分享。
29978,UgyHbtugEEWkQ7Qnib14AaABAg,0,love you,爱你
29968,UgwNG5K0KG_vm_O4NYB4AaABAg,0,love you,爱你
34457,Ugz9sAYJrf57sju7s5Z4AaABAg,0,"very admiring a talented young girl who is very good at taking care of her grandmother well, loves liziqi!",非常欣赏一个才华横溢的年轻女孩，她非常擅长照顾祖母，喜欢Liziqi！
30350,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw398XX4UEtOm3,0,"xao faye if grandma were to live 200 years due to good life habit, everyone should rejoice as you still have her to love and care for. yes? i should think so. i would be.",Xao Faye如果奶奶由于良好的生活习惯而活了200年，那么每个人都应该为她爱和关怀而欢欣鼓舞。是的？我应该这样认为。我会。
30401,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39EbjymFdbY8,0,"grandma loves river snails, problem is they give her gas like mt. pinatubo.",奶奶爱蜗牛，问题是他们像Pinatubo山一样给她加油。
29434,UgzgAx48DdKREPyrHS54AaABAg,0,i fucking love this girl bro,我他妈的爱这个女孩兄弟
30645,Ugz5vvhwj2IY6RsowrB4AaABAg,0,i love your video always:),我总是爱你的视频:)
30824,Ugw78qNR-x_vc5z8LaJ4AaABAg,0,"i'm brazil, i love your vídeos! congratulacions",我是巴西，我爱你的vídeos！恭喜。你很漂亮！
30823,UgxLmahkTn5Jobty6rh4AaABAg,0,"i love all her videos, especially the dog!",我喜欢她的所有视频，尤其是狗！
34391,UgyCGEWlZTF1UDxybgB4AaABAg,0,love you from indonesia,从印度尼西亚爱你
30787,Ugyj9vUu0loj3ZYS2Kp4AaABAg,0,girl....i love everything you do till i heard the sound of you slurping the noodles....,女孩....我爱你所做的一切，直到我听到你的声音sl着面条....
34404,UgxGN84ZYBXs1vedPLp4AaABAg,0,i love u so much,我非常爱你
30744,Ugyf7LZnh9iC1rRqELh4AaABAg,0,i love ur video...love from mizoram aizawl,我爱你的视频...来自米佐拉姆·艾扎尔的爱
30710,UgzPROz0dRyZEtm-Jml4AaABAg,0,"i love your videos, i know you will not understand what i wrote here most amoooo",我喜欢您的视频，我知道您最不明白我在这里写的是最amoooo
34405,UgzDEZ6ghV4zvoFa-sF4AaABAg,0,i love you ziqi,I love you ziqi
34406,Ugxxg7KbMyvbI6s6NEd4AaABAg,0,"my favorite one young bamboo , big dream to having beautiful garden like yours. i love you liziqi !!!",我最喜欢的一个年轻的竹子，拥有像您这样美丽花园的大梦想。我爱你liziqi！
30698,UgwqaMwXggT2HbDU8AN4AaABAg,0,so i've been watching some of her videos now and i love them. but i can't help but ask if she is married or not. dont in chinese tradition do they have kids to pass on the culture?,所以我现在一直在看她的一些视频，我爱他们。但是我不禁问她是否结婚。他们不以中国的传统有孩子来传递这种文化吗？
30679,UgzfoBzC1nfpx5OxQFV4AaABAg,0,sister i love you ❤️,姐姐我爱你❤️
23636,Ugyxw-Xz0SO7VYp-SpR4AaABAg,0,lot's of love from india,来自印度的爱
30673,UgwMo8TzJYI65FEwxS94AaABAg,0,i love the food she makes! it looks delicious all organics. it just amazing how she does things. it seems like she doesn't not need a men to do many things. i would love to be in the table and enjoy her food.,我喜欢她做的食物！它看起来很美味，所有有机物。她如何做事真是太神奇了。看来她不需要男人做很多事情。我很想在桌子里享受她的食物。
30617,Ugwr7t81zknF9TEQXat4AaABAg,0,you are very hardworking love your videos wanna live at your place best of luck dear,您非常努力地爱您的视频，想在您的位置最好的好运，亲爱的
30500,UgxVcx1X8edWyVYEV9J4AaABAg,0,my love prinsisa love you thank you,我的爱Prinsisa爱你谢谢你
34411,UgxQOotfa_GjCRhA6yd4AaABAg,0,"i love your video 
your very beautiful.....❤ 
i like you... liziqi","我爱你的视频
你非常漂亮.....❤
我喜欢你... liziqi"
30597,Ugy00QBa79kh26yvu6p4AaABAg,0,"am from nagaland it very similar our culture n dish n i love bamboo shoot, pork n snail",我来自那加兰邦，这非常相似，我们的文化n n n i我爱竹芽，猪肉n蜗牛
30588,UgxFa9KIcc3vjiU2KPd4AaABAg,0,new video my love,新视频我的爱
30569,UgzVMBCXcI6LwY0vQ094AaABAg,0,"i love to see how this woman does everything with grace, lightness, technique ...",我喜欢看到这个女人是如何用优雅，轻巧，技巧来完成一切的...
30564,UgwNE1zUwl1VfkXJlNB4AaABAg,0,"it's delicious in the world, no wonder pandas love bamboo so much!",人间美味，怪不得熊猫那么爱吃竹子！
34412,UgxmUgPIUrAYXWmsvqB4AaABAg,0,"chinese princes love you,bravo. greece athens",中国王子爱你，布拉沃。希腊雅典
30549,UgxQemKgbvD4B-n_X8J4AaABAg.8yVcysOnAIo8yVkFsvcUKJ,0,"thank you, love to understand more of their lives.",谢谢，喜欢了解他们的生活。
30535,Ugyj8_BU07MhMfhprU14AaABAg,0,4.7k in just 10 hours!!!amazing.mis s liziqi whole universe love and appreciate your hardworking.keep amazed us with your new video,4.7k在短短10个小时内！！令人惊叹。
30523,UgwFoW3gL2wnlnZJCTx4AaABAg,0,hello beautiful!! awesome and relaxing video again from you. love you!,你好美丽的！！您的视频再次很棒。爱你！
30511,UgzsJPh6Uig6nlA127V4AaABAg,0,hee hii my love liziqi miss you everyday dear,hee hii我的爱liziqi每天想念你亲爱的
34419,Ugyim8UGq80jVpnTzyB4AaABAg,0,"in philippines we called it ""labong"" yummy love from philippines",在菲律宾，我们称其为菲律宾的“ Labong”美味的爱
30510,Ugxtv497vf3Q6dBlYAx4AaABAg,0,thanks for very good videos i love,感谢我喜欢的很好的视频
30509,UgxCYhZuRKpAhHEkWuF4AaABAg,0,i love these videos,我喜欢这些视频
29966,UgzseQQMoMBwXErHSdd4AaABAg,0,"super girl! lizgi, do you have a love? in what a country you would want to win? what is the dream? sprash and ponumable, what's my questions on the replacement ...
超级 女孩! 丽兹, 你 有 有 有 国家? 你 在 做 什么 梦想? 我 问 并 理解 我 的 问题 仍然 没有 答案 ......","超女！利兹吉，你有爱吗？您想在哪个国家 /地区赢得胜利？梦是什么？ Sprash and ponumable，我对替代者有什么疑问...
超级！丽兹，你？有？你？你？什么？我？"
34474,UgyefR4ZXcuUvXpnWZx4AaABAg,0,i love bamboo shoots.,我喜欢竹芽。
29956,Ugzbg4_xYptC9h68YH54AaABAg,0,not sure why many poeple be hating this beautiful lady... she is like the gooddess of fresh air.. 't mind her teaching me all this i would love learning something new in my life,不知道为什么有很多人讨厌这个美丽的女士...她就像新鲜空气的好人。
29643,UgzF5P65kAMYh5xKVy54AaABAg,0,i like so with the subtitles to thank ly tu that loved me as a vietnamese who loves to see you,我很喜欢用字幕感谢爱我的越南人，他喜欢见你
29724,UgzKCnpgW6a8MTV_a4t4AaABAg,0,i love all your videos. they soothe my mind.,我喜欢你所有的视频。他们抚慰我的想法。
29723,UgxrJXZVFcSWHmB9GRB4AaABAg,0,i love to see your videos,我喜欢看你的视频
29703,UgzpH3BE2koNS4RrEgp4AaABAg.8yWSez1D5Ga8yZUd7OELN2,0,"anne godwin 
ive just subscribed to your channel
happy day's anne! 
i agree, with your comment wonderful that she provides english subtitles isn't.
i just love this channel! 
and all the people, who take the time to give a comment, l just enjoy reading them all. 
have a nice day! everybody.♥
moira 
from england.","安妮·戈德温
我刚刚订阅了您的频道
快乐的一天的安妮！
我同意，您的评论很棒，她提供的英语字幕不是。
我只是喜欢这个频道！
所有的人都花时间发表评论，我只是喜欢阅读所有内容。
祝你今天过得愉快！大家。♥
莫伊拉
来自英国。"
29698,UgzvuNZ8qm46n4CLjY14AaABAg,0,this is the best content in yt i love this channel and lizi <3,这是我喜欢这个频道和lizi <3的最佳内容
34511,Ugx2PnLSiImq4N83K-94AaABAg,0,why is this girl channel so similar to north east india culture...but just better???love you liziqi,为什么这个女孩频道与印度东北部的文化如此相似...但是更好？
29697,Ugy6oIsM9NR3DK10m6B4AaABAg,0,i always watch your video and ilove being natural,我总是看你的视频，而我很自然
29696,Ugzt1qbheo1j3maRwJV4AaABAg,0,i love your videos - ... i feel comfortable when watching them! ... thank you for presenting something beautiful. the world is full of sufficient ugliness ♡,我爱你的视频 - ...看着它们时我很舒服！...谢谢您展示美丽的东西。世界充满了足够的丑陋♡
29690,UgyyoW6fLkG2HF7IXXd4AaABAg,0,you are incredible and beautiful t_t i love you already,你是不可思议和美丽的t_t我已经爱你
34513,Ugwqi4rEiZWXiImlg1V4AaABAg,0,i love your videos and i love you so much liziqi,我爱你的视频，我非常爱你liziqi
29689,Ugz9wFN4TLu67skRVx94AaABAg,0,i’m in love.,我恋爱了。
29686,Ugxr22ucvz4Z51eVGRN4AaABAg,0,i love you,我爱你
29684,Ugxn55yXhRxlhHbCe8d4AaABAg,0,l love you from my heart ..,我从我心中爱你..
29669,UgxGH3LVqmpnTd_Id594AaABAg,0,i loved u good gril,我爱你很好
29636,UgxgDlfo1BRtMuA_7vp4AaABAg,0,"it is so relaxing! love it! thanks! i am only wandering how many hundreds people are working in this place and taking care of everything. i am sure if the video where all these people working around will be made, there will be billions views. :)",太放松了！爱它！谢谢！我只是在徘徊在这个地方有几百人工作并照顾一切。我敢肯定，如果将制作所有这些工作的视频，将会有数十亿的观看次数。 :)
29941,UgwXRqEEOe7eVt4RXxZ4AaABAg.8yVwQ7m2WOY8yYErwywnVR,0,i love that song!,我喜欢那首歌！
29618,Ugy-mR2gsxKqM-w1uLB4AaABAg,0,love love,爱爱
29616,UgztGthTyv69w1GN8tJ4AaABAg,0,"lovely video.
i love watching your videos to see what tools and techniques you use, as well as your magnificent garden. you grow and harvest so much food, while i only seem to kill any plant i grow except for herbs.
thank you for the awesome videos you create!","可爱的视频。
我喜欢观看您的视频，以查看您使用的工具和技术以及宏伟的花园。您生长并收获太多食物，而我似乎只杀死除草药以外的任何植物。
感谢您创建的很棒的视频！"
29597,UgwFU-WD0hijU8vYj9h4AaABAg,0,cry me a river. love this so much. thank you 李子柒,为我泪流成河。非常喜欢这个。谢谢
29583,Ugww0N63ZvwQttDGfwp4AaABAg,0,"""hey, zai"" haha love from vn",“嘿，Zai”哈哈爱来自vn
29582,UgyIWxNAkcQQNefLcfJ4AaABAg,0,vietsub's channel is not the right content and is annoying for viewers. vietnamese subtitle content is very silly and not good at all. we look forward to reviewing the vietnamese subtitles. i love you and your youtube channel ❤️,Vietsub的频道不是正确的内容，也不对观众感到烦恼。越南字幕内容非常愚蠢，一点也不好。我们期待审查越南字幕。我爱你和你的YouTube频道❤️
29578,Ugy1-NXnVr8xGPxceE54AaABAg,0,love cj so much,如此爱CJ
34526,UgxJfWAqVi9J0EMO16h4AaABAg,0,love your videos from saudi arabia,爱您来自沙特阿拉伯的视频
29495,UgzFMd5eIWewG6kBjRV4AaABAg,0,love to watch all yr videos.,喜欢观看所有视频。
29494,UgxFkHa-hEpE8XBrobl4AaABAg,0,these who love her dish like,这些喜欢她的菜的人
29471,UgyBKFGMlyRC6VSPLf94AaABAg,0,much love from greece,来自希腊的很多爱
34537,UgyUieem38jTnsuUj_x4AaABAg.8yUTkWn7vLy8yUZOGrEsnp,0,love ❤️,爱❤️
29443,UgxPJV5oD4VIaD37BXF4AaABAg,0,"i love to watch her as a strong, inspiring and intelligent woman and her village is very beautiful",我喜欢看着她是一个坚强，鼓舞人心和聪明的女人，她的村庄很漂亮
29438,UgxWmmRMqvR9JcM3UwZ4AaABAg,0,big love li ziyi,大爱李子柒
34509,Ugz3HInaY3-Z42tXZgt4AaABAg,0,love you,爱你
29741,UgxNgOmLDKCUg1RL9wt4AaABAg,0,"i know it’s hard work to live like this, but i would love it. being self reliant is fantastic.",我知道这样的生活很艰难，但我会喜欢的。自我依赖是很棒的。
29757,Ugw3Fr_zD9O58MEsRud4AaABAg,0,i love life here,我热爱这里的生活
29762,UgwBqqxksdgptUsiouB4AaABAg,0,"each & every videos are wonderful. i love your place, especially your kitchen",每个视频都很棒。我爱你的地方，尤其是你的厨房
29931,UgwaibhtWSsXHgRgh9Z4AaABAg,0,"
but your video thats amazig sister.
i need live place like this
ist look like fairy story 
much love from","
但是您的视频就是Amazig姐姐。
我需要这样的住所
IST看起来像童话故事
来自"
29916,UgzCuEVgsM7ypQt8VRR4AaABAg.8yVxk9OaMEK8yWIm46qZCl,0,serifos my love 10000%,Serifos我的爱10000％
29914,Ugx-IpBgJdaM5DADGkB4AaABAg,0,hi. i'm from morocco and i really love your videos .. and i like how you deal with your grandma . love you,你好。我来自摩洛哥，我真的很喜欢您的视频。.我喜欢您如何与奶奶打交道。爱你
29912,UgzvBhojnRx-2saAArZ4AaABAg,0,its called usoi in our manipuri culture and we love it,它在我们的Manipuri文化中被称为Usoi，我们喜欢它
29908,UgxNyaOlUGPtgm1Ns1V4AaABAg,0,"we love watching this youtube channel, so relaxing. the best of its breed.",我们喜欢看这个YouTube频道，所以放松了。最好的品种。
34480,UgyfeyjRnf-tPVssCoR4AaABAg,0,"today i went back to school and found that c came out more than 10 minutes ago, unfortunately i couldn't see it sooner. always supporting c ❤️ e is vietnamese, recording my mother tongue may not understand but i still want to write to express my heart. love",今天，我回到学校，发现C出现了10分钟以上，不幸的是，我再也看不到它。总是支持c❤️E是越南人，写我的母语可能不理解，但我仍然想写信来表达我的心。爱
29904,Ugx0DX1JKD6PtRIk2fl4AaABAg,0,hi lizi.. new subscriber here. . ... finding your channel was like finding heaven on earth.. sending you all love! ♥️,HI Lizi ..这里的新订户。 。 ...找到您的频道就像在地球上找到天堂。 ♥谢
29900,Ugz8d8lq1s5egqlGl7d4AaABAg,0,your always so dammm beautiful and your so talented keep it up...❤️❤️❤️❤️love you,你总是那么贵族美丽，你如此才华横溢...❤️❤️❤️❤早太chove you you you
34481,UgxEiYmGGWuxpDa--Fd4AaABAg,0,do you make your own rice noodles as well? of so i would love to see the process for that! have a lovely evning from the united states.,您也自己做米饭吗？因此，我很想看到这个过程！从美国有一个可爱的杂志。
29887,UgxTDmeCpKMnFNOmTJh4AaABAg,0,i love that the grandma is never without her fan :d,我爱奶奶永远没有她的粉丝：D
29881,Ugxyst4GnKFNoJepKGx4AaABAg,0,"her channel is not only beautifully done, but it is calming as well. i’d love to spend a week with her and her grandmother.",她的频道不仅完成了，而且也很平静。我很想和她和她的祖母共度一周。
29879,Ugy1wSSHkxFj0o_dM2h4AaABAg,0,i love how most of the comments are english so that i can understand you guys.,我喜欢大多数评论是英语，以便我能理解你们。
29865,UgzII7816rvWEmtho7h4AaABAg,0,i love the the longer videos,我喜欢较长的视频
29863,UgznN6wSZZKQh2eTyFd4AaABAg,0,i love bamboo shoot,我爱竹芽
29859,UgwYSU5anfUhzG2W4px4AaABAg,0,nature at its finest. love the bamboos,自然最好。爱竹子。舒缓的声音
29857,UgwnTrpnGfMeuN1DOx14AaABAg,0,"i would love to just sit there and eat, such a peaceful place. take care, liziqi. ^^",我很想坐在那里吃饭，这是一个宁静的地方。保重，liziqi。 ^^
29854,UgxmemrFEtshVICnf3d4AaABAg,0,love her pottery n pots she cooks w want to buy for me waiting for a sale.,爱她的陶器n锅，她煮了我想为我买的，等待销售。
29832,Ugz7ZsnwqpcnK-EJYHd4AaABAg,0,"like millions of others i really enjoy watching liziqi videos but i have a two part question that hopefully some of her other fans can answer. does she really live as depicted in the videos and is she popular in china? i get the impression from some of her videos that she is an international celebrity. regardless, i love the girl!",像数百万人一样，我真的很喜欢观看Liziqi视频，但是我有一个两部分问题，希望她的其他一些粉丝可以回答。她真的像视频中所描绘的那样生活吗？她在中国很受欢迎吗？我从她的一些视频中得到她的印象，说她是国际名人。无论如何，我爱那个女孩！
34487,UgxhSibuqurKB5fpiYN4AaABAg,0,kalash i love it,卡拉什我喜欢它
29831,UgwEDYK2ACuxt4j_7yR4AaABAg,0,recently high -yield videos. love you,最近很高产视频。爱你
29820,UgxLk34Is_WtDEOyL1d4AaABAg,0,"so beautiful, all from her garden and growing fresh around her. i saw she used purslane, too! i love it.",如此美丽，全都来自她的花园，周围新鲜。我看到她也用了马推！我喜欢它。
34495,UgwZymVX_jbHvu-7rLJ4AaABAg,0,i love liziqi ❤️,我爱liziqi❤️
29812,UgwiPGsq39avhF_ROHp4AaABAg,0,yuk on the snails..but awesome your still the most purfect.. woman on the planet..much-loved,Yuk在蜗牛上..但真棒，您仍然是最纯净的..女人在地球上。
29802,UgxmkRNUkYHN6M25DI94AaABAg,0,love grandma's laugh.,爱奶奶的笑声。
29796,UgzwofymmK14dDRZTVN4AaABAg,0,love,爱
29793,Ugz1qnpdTsbs_PIEp0J4AaABAg,0,<3 i love your video,<3我爱你的视频
29791,UgxGccXdxPO-9yyUxVR4AaABAg,0,i love,我爱
30675,UgwIXe7ZkOugbZS_HfJ4AaABAg,0,i just love her videos! such a hard working young woman,我只是喜欢她的视频！这么努力的年轻女子
15,Ugwtn6yYeED4GU0GCUd4AaABAg,0,i love your video and thanks ❤,我爱你的视频，谢谢❤
23623,UgwQzqjiAIaR0rrpKJp4AaABAg,0,i love you,我爱你
8128,Ugyys0FDj4OoouWuEsZ4AaABAg,0,love from india ๐๐๐,来自印度的爱
8180,UgzhirAW_zNNUg4Q0j14AaABAg,0,love love,爱了爱了
8187,Ugz8PGn25T-pC7Eyd1d4AaABAg,0,i'm vegetarian but i love every single thing made by her ๐๐๐๐๐,我是素食主义者，但我喜欢她做的每件事
8191,UgxTHdfW38ztqpLlpTN4AaABAg,0,love youuu,爱你
8272,UgxkS0LtNovi5UaXow54AaABAg,0,i love you,我爱你
8288,UgwJQTGHt0SBUU0gNhx4AaABAg,0,"i love these videos, these places๐๐๐๐",我喜欢这些视频，这些地方
8294,UgywJRFPoKe159pvrzJ4AaABAg,0,i dol ilove you,我爱你
8306,UgwyMmRzXXe2-nJYOtB4AaABAg,0,linda young i love how kitchens thanks for sharing,琳达（Linda Young）我喜欢厨房如何感谢您的分享
8327,UgziIYubtU3iO0NvFL54AaABAg,0,i love your place,我爱你的地方
8336,UgwlV1mfu7b7LmOGFVZ4AaABAg,0,i want to eat your tasty food it's look delicious... love from india,我想吃你的美味食物，看起来很美味...来自印度的爱
8338,Ugy8rnuqGGUWlCJz1xV4AaABAg,0,i love no drama..usually young bamboo cook in various recipes.in my country usual for coconut milk soup or filled spring roll for traditional meal/snack..,我不喜欢戏剧。通常在各种食谱中年轻的竹作厨师。在我的乡下，通常要椰奶汤或填充的春卷传统餐/小吃。
8353,UgzAU2GAVdBN2eFob3Z4AaABAg,0,i love bamboo curry,我爱竹咖喱
8390,UgzPQb1DFfTe1HmDz894AaABAg,0,love the nature โค๏ธ,爱大自然❤️
8396,UgxwdD4N6YPbmL6n8x94AaABAg,0,i love this kind of food,我喜欢这种食物
8410,Ugy9YUhj5FAfWG7B3Yl4AaABAg,0,canโ€t believe how they eat their food. all that slurping. love the lifestyle but the manners on eating is a little too much.,不敢相信他们如何吃食物。所有的湿透了。热爱生活方式，但饮食的举止有点太多了。
8433,UgzslL7Dr_Uya0Cxvp94AaABAg,0,i love her,我爱她
8175,UgxRq6EV4AsDkzq_fvF4AaABAg,0,"wow, apparently he is a lover of bamboo shoots too๐",哇，显然他也是竹芽的爱好者
8114,UgzP0fe-RxJuN7s_7oV4AaABAg.9C4sB9okv1Z9CAL8wAxD49,0,"siput sedut...i don't eat but i don't mind scoop the gravy/curry, but i love bamboo shoot@ rebung๐",Siput Sedut ...我不吃东西，但我不介意烤肉汁/咖喱，但我喜欢竹芽@rebung
8504,UgxJFQue676DIISWZE94AaABAg,0,i love to eat bamboo shoots yummy ๐๐,我喜欢吃竹芽好吃
8104,UgwN6ccQrCw27_v1_u94AaABAg,0,amazing ๐ i love it ๐,很棒的
7762,UgzuVVEVSYmhGnBhECF4AaABAg,0,her mother must be very happy to live a life like that with beloved daughter like liziqi ๐ฅฐ๐ฅฐ๐ฅฐ,她的母亲一定很高兴与像Liziqi这样的心爱的女儿过上这样的生活
7787,UgztrdQuNHSdncr093p4AaABAg,0,"hi i really love your talent,
who are you?","嗨，我真的很喜欢你的才华，
你是谁？"
7815,UgxoGd2fEni-stgFYLd4AaABAg,0,since finding this channel ... love it ... greetings from indonesia๐๐,自从找到这个频道以来...喜欢它...来自印度尼西亚的问候
7858,UgzbZsdwFVGgHSA12yl4AaABAg.9CNVtbLkub_9EXgRjmbU1Q,0,ya it is and i'm from northeast love's to eat bamboo shoot,是的，我来自东北爱，吃竹芽
7918,UgwwyPF8YPI9z_f2q_R4AaABAg,0,love it,爱它
7938,Ugx4pH8RJzLNFMH4kQ54AaABAg,0,"while i watching all her videos,i always seem to be hungry...haha!!! i love her cooking method",当我观看她所有的视频时，我似乎总是饿了...哈哈！我喜欢她的烹饪方法
7979,UgyCqhtdDFJ5Qv81B7F4AaABAg,0,love from india tripura,来自印度的爱
7984,UgwmcFArp1g8atYwiHh4AaABAg,0,love you,爱你
8016,UgzX3pOzTHCeNN7gGkl4AaABAg,0,enjoy the beauty and humbleness and cooking .. theres no need to speak look and enjoy and learn .. love this channel,享受美丽，谦虚和烹饪。.无需说话，享受和学习。
8029,UgxVcGJH_yqrQLLLaOR4AaABAg,0,"beatiful girl.beatiful live ,,verry lovely",美丽的女孩。美好的现场直播，verry可爱
8042,UgwESuP7uQe5hBSyWAF4AaABAg,0,super love snail powder,超爱螺蛳粉
8048,UgxBjaV_vk-oIeMIXoh4AaABAg,0,lots of love from indiaโคโคโคโค,来自印度的很多爱
8066,UgxJIUiaD3bCj1Nv0ON4AaABAg,0,love this video...amazing,喜欢这个视频...惊人
8070,UgxjzcnTreqgycwXwMt4AaABAg,0,love from india,来自印度的爱
8098,UgzFTJtfA4llYCl3aAp4AaABAg,0,"even though i love you, but you can't read my comments ๐ญ",即使我爱你，但是你也无法阅读我的评论
8501,UgzLndE2aoarIifS5Gh4AaABAg,0,love this life,爱这个生活
8529,UgyDxBqB-l9LClDrvDR4AaABAg,0,hard work i am sure but the ingredients and meals you cook are awesome i love the fact that mom is there too,我敢肯定，努力工作，但是您烹饪的食材和饭菜很棒，我喜欢妈妈也在那里的事实
23622,Ugyw5iNP2HL53_b3l3N4AaABAg,0,i love this video....,我喜欢这个视频。
9053,UgzhzWVbJJOaHS4REKt4AaABAg.9AX5_LiL_FU9C2GOmyfa61,0,i love youhttps://youtu.be/e2wvhiyntfq,我爱你https：//youtu.be/e2wvhiyntfq
9069,Ugz139-Js_Ry1rGE3_V4AaABAg,0,lovely girl! love you.,可爱的女孩！爱你。
9078,UgymQ-I60wARBJkmR7J4AaABAg,0,i would like to make a few weeks work holiday at they resident. i would love it to explore this live style. ๐ฅฐ,我想在居民度假几个星期。我很乐意探索这种现场风格。
9081,UgxOp3TCIdBlMSVPAnd4AaABAg,0,i love to eat,都是我爱吃的
9123,Ugx5rVDXsFhimU6pJfR4AaABAg,0,this bamboo shoot field could feed the whole country and export worldwide. the shoots are very big and healthy. i love fresh bamboo shoots,这个漫步场可以养活整个国家并在全球范围内出口。拍摄非常大健康。我喜欢新鲜的竹芽
9128,Ugy5RWPLdjVNRfP1VyN4AaABAg,0,she is so cool at doing things without glove,她擅长无手套做事
9228,Ugztg3AWD6dCH_KutUp4AaABAg.9AMNSj7YvIf9C2GW-D_BkR,0,i love โค๏ธ you https://youtu.be/e2wvhiyntfq,我爱你https://youtu.be/e2wvhiyntfq
9235,UgyKo1dwPOfSCyi6KMJ4AaABAg,0,love u beauty,爱你美丽
9258,Ugz1efBmqrBf1anXbrF4AaABAg,0,i would love to have some of all of it,我很想拥有一些
9269,UgxDiSfU1pkj1lzcxNx4AaABAg,0,love you,爱你
9292,Ugxe-ntQxaa3oBihdNF4AaABAg,0,i love.her channel and i love her grandmother.,我爱她的频道，我爱她的祖母。
9293,UgxJYK7EQoN6h9iQfIR4AaABAg,0,love from pakistan very beautiful video,巴基斯坦的爱非常美丽的视频
9299,UgxMQswEtRWuOuwt7Vl4AaABAg,0,i love you,我爱你
9382,UgzKhFn_wS7yNE7E_KN4AaABAg,0,"i really like your kitchen, your vegetables, the fruits, you make them pushed to your home, your homemade shopping, i love it.",我真的很喜欢您的厨房，您的蔬菜，水果，您将它们推到家里，自制购物，我喜欢它。
9383,UgzjEtbek3mA5XIbMNB4AaABAg,0,love from pakistan,来自巴基斯坦的爱
9420,UgykeaoQVXoEJSFWavF4AaABAg,0,lovely fairytales on this channel.,这个频道上可爱的童话。
9067,UgyCXaCjqrZz9AuB2Vh4AaABAg,0,love life and like watching your video,爱生活 喜欢看你的视频
