,cid,votes,time,含cute,含cute中文翻译
23443,UgyBcEe4ZLjPJ1F1iEt4AaABAg,12,3 years ago,i love the scary sound of popcorn machine made and the happiness it brings. the scene is full of joy and love. wish you and your grandma a very happy new year! ps granny's hat is soooooo cute!,我喜欢爆米花机的可怕声音及其带来的幸福。场景充满喜悦和爱。祝您和您的祖母新年快乐！ PS Granny的帽子太可爱了！
6610,Ugz-gaDFl2TK0bHZWYl4AaABAg,12,2 years ago,"love those dogs and sheep, they look so cute following around.",爱那些狗和绵羊，它们看起来很可爱。
9184,UgzfoBX6awgjR5pkPBZ4AaABAg.9HbSlE6g8JG9Hf7Hn5Kpaq,12,2 years ago,it was so cute she love her grandma,太可爱了，她爱她的奶奶
22248,UgxYj7GM93Btzj82BJZ4AaABAg,11,3 years ago,"hahaha, when i saw popcorn, li ziyi jumped up, so cute!",哈哈哈，看到爆米花的时候李子柒跳起来的样子，太可爱啦！
20266,UgwV4aBH9Gc9-lOb9Dh4AaABAg,11,3 years ago,3:19 is it a dog shape? so cute~,3:19它是狗的形状吗？好可爱〜
14242,Ugz2NGiRqNI2H2aDiBx4AaABAg.9AufvFz_EHN9B1jGBhg3bs,10,2 years ago,so cute.. isn't it-??,太可爱了..不是吗？
16801,UgxLbA8BT79T3l5C2Jp4AaABAg,10,3 years ago,okay we all know she is from heaven but can we appreciate this little cute puppies running around?,好吧，我们都知道她来自天堂，但我们能欣赏这只可爱的小狗吗？
11786,UgyYrZKcsCGbYkca0Hd4AaABAg,10,2 years ago,5:59 i can't stop laughing haha she's so cute,5:59我不能停止笑哈哈，她真可爱
14276,Ugzep9gjfBURyWfZMid4AaABAg,10,2 years ago,oh my god puppies and sheep look cute walking behind her footsteps,哦，我的上帝幼犬和绵羊看起来很可爱
16928,UgzgwUE4Wp6CycMnnkp4AaABAg,10,3 years ago,it's so cute with popcorn,爆米花真可爱
51829,UgyGW7dvyjsu8cGmJbB4AaABAg,10,4 years ago,"i am too cute to be scared, right? ////",被吓到也太可爱了吧////
51835,Ugzjjt8YvbQuecvylrx4AaABAg,9,4 years ago,5:59 omfg she's so cute,5:59 OMFG她是如此可爱
45884,UgzRndfRMOqVxbkwpbd4AaABAg,9,4 years ago,grandma lookin' cute in her scarf hood with ears >d<,奶奶在她的围巾中可爱，耳朵> d <
20334,UgyxldoC1tJcTnoxxjd4AaABAg,9,3 years ago,too cute,太可爱了
26061,UgzomqH_z9GmVzQqbs54AaABAg,9,3 years ago,her grandmother looks so cute at the table with her precious hat.,她的祖母戴着珍贵的帽子在桌子上看起来很可爱。
5881,UgwcMRrt3tR-PzH40Mp4AaABAg,9,2 years ago,"it looks delicious 吃
the last scene is so cute 芒 芒 芒 芒 最后 最后 最后 最后 奶 ~","看起来好好吃
最后那一幕好可爱"
23321,UgwEYeZGKyG8ZV_RnN54AaABAg,9,3 years ago,grandma's hat is so cute ~,奶奶的帽子脖围好可爱啊～
45904,UgyrkzwUURFvDIkQDcV4AaABAg,9,4 years ago,the puppies and the lamb are so cute it’s like a fairytale!,幼犬和羔羊是如此可爱，就像童话一样！
45872,UgzO7lfQRj8y3zVrhVZ4AaABAg,9,4 years ago,"man these videos are so refreshing and addictive. every single element is excellently executed in such detail from the recipes, the emotional angle (the grandma/ family relationship, how to be resourceful/ independent etc), the camera shots to the editing. i hope you never stop uploading, as i'll never tire of these. hope you are well, happy new year",这些视频是如此令人耳目一新和上瘾。每个元素都可以从食谱，情感角度（奶奶/家庭关系，如何机智/独立等）中进行如此详细地执行。希望您永远不会停止上传，因为我永远不会厌倦这些。希望你一切都好，新年快乐
25352,UgwJVpehKaKELcdYy8p4AaABAg.9-RhCpaDX1W90Lk2jMzBox,9,3 years ago,"and how the grandma barely moved, just smiled the whole time. the grandma is so cute.",以及奶奶几乎没有动的，一直微笑着。奶奶真可爱。
9229,Ugy82InRh_9sLDImhON4AaABAg,9,2 years ago,animal dog and sheep are very cute (=^・^=),动物狗和绵羊很可爱（=^・^=）
30176,UgwW9wJ4obSNcdcHfDF4AaABAg,9,3 years ago,9:50 it's so cute ใ… ใ… ใ…  โฃ โฃ,9:50太可爱了ㅠㅠㅠ❣❣
18130,Ugy0nFDU8xJAuqyqIBx4AaABAg,9,3 years ago,"the puppies and baby lamb follow her everywhere, why is no one talking about this cuteness?!",幼犬和婴儿羔羊在任何地方都跟随她，为什么没有人在谈论这种可爱？！
32280,Ugx678sLlGtdoqFjWBd4AaABAg,8,4 years ago,"perfect combination of brain with beauty !!! love those cute puppies and the environment around !! 
so satisfying","大脑与美丽的完美结合！！！爱那些可爱的小狗和周围的环境！
如此令人满意"
30744,UgyQTTjlmsXVbY8UeNl4AaABAg,8,3 years ago,her little lamb and puppy follow her everywhere shaking their little tail and it us so cute.,她的小羔羊和小狗随处可见她的小尾巴，我们真可爱。
24044,Ugze6XqYYJhKvkITGGt4AaABAg,8,3 years ago,7:46 grandma looks so cute ๐๐๐,7:46奶奶看起来很可爱
49094,UgxM0eHMyMomAlAvEZp4AaABAg,8,4 years ago (edited),"omg this video is cuteness overload! i love the bit where she covers grandma's ears and she jumped when all the pressure was released. she was concerned about grandma's ears even though she's scared. shows you how much she cares about her grandma. grandma was just all giggles. i've replayed that bit a few times already. annnd the bit at the end where she peeks in through the door way and pops in with the snacks. as always, thank you for these awesome videos! they're relaxing, and always puts a smile on our face. happy new year!",天哪，此视频是可爱的超载！我喜欢她覆盖奶奶耳朵的位，当所有压力都释放时，她跳了起来。即使她很害怕，她也担心奶奶的耳朵。向您展示她对祖母的关心程度。奶奶只是傻笑。我已经重播了几次。刻有钻头在她的门口偷看，然后用小吃弹出。与往常一样，谢谢您的这些很棒的视频！他们很放松，总是在我们的脸上露出微笑。新年快乐！
24442,UgwoLvdgOdvEpmVFHEF4AaABAg,8,3 years ago (edited),"her grandma and her grandpa is lucky because of her, she cook healthy original food, good job keep up the cooking!! ziqi was cute.",她的祖母和爷爷很幸运，因为她，她煮健康的原始食物，做得好，保持烹饪！！ Ziqi很可爱。
20758,UgymEMxdokUm2hsakcd4AaABAg,8,3 years ago (edited),"5:53 this sound, i'm not used to listening many times w i'm so cute that my ears are holding my ears โช
9:27 it's very cold grandmother โช w","5:53这个声音，我不习惯很多次听我的耳朵，以至于我的耳朵握住耳朵♪
9:27这是非常冷的祖母♪"
36740,UgzPktXGEwldoHv7SPt4AaABAg,8,4 years ago,"it is so cute and pacifying!
autumn is a warm channel!)","它是如此可爱和安抚！
秋天是一个温暖的频道！）"
44818,UgzPb7YvGfjjdXx1tmF4AaABAg,8,4 years ago,dog is h too cute,狗太可爱了
13212,UgxSru8jYNAbhiOUwrN4AaABAg,8,2 years ago,"what a cute little and lamb, the sugar gourd",好可爱的小
20205,UgzV4DNCTtBWjzkqTCB4AaABAg.94nOZTTSF06956ZAVGp_a0,8,3 years ago,so cuteโฃ๏ธ,太可爱了
19807,Ugw8gM4JiOwZ6GvXYtV4AaABAg,8,3 years ago,mother -in -law's hat is so cute,婆婆的帽子好可爱
11310,UgxvKzuGVjlpu1AVXBh4AaABAg,7,2 years ago,"haha, a sheep, two dogs follow the son qi, snoring and snoring, so cute duck",哈哈 一只羊 两只狗 跟着子七 呼噜呼噜的走 好可爱鸭
24607,UgyN_2jdHlje_oIoRix4AaABAg,7,3 years ago,"in addition to the beautiful li ziyi and grandma, the cute wang wang and the puppets also appear.","除了美丽的李子柒及慈祥奶奶, 可爱的汪汪及咩咩们也上镜."
24485,UgzujmKCwvpRS8OGfLd4AaABAg,7,3 years ago,love your dogs they are so cute and love they you too. they are so happy to see you! adorable.,爱你的狗，它们是如此可爱，也爱他们。他们很高兴见到你！可爱。
29772,UgzKSt_j19Q1fuWaTF94AaABAg,7,3 years ago,this video is very relaxing... and she is so cute and she knows everything i love it,这个视频非常放松...她是如此可爱，她知道我喜欢的一切
23860,UgzAmAEVg5LLMRTawEF4AaABAg,7,3 years ago,so beautiful and her animals so cute theyโ€re walking and fallowing her almost everywhere she go.๐’•โค๏ธ,如此美丽，她的动物是如此可爱，以至于她几乎到处走走了她。
13774,Ugx1snz-e0fJOvrJjoN4AaABAg,7,2 years ago,it look so cute when she was feeding her grandmother the dried mango,当她喂祖母干芒果时看起来真可爱
50604,UgyCRqV8mZCnnJP4FtJ4AaABAg,6,4 years ago,so cute. i love your video.,太可爱了。我爱你的视频。
24782,Ugx5iLgj8tn0fWgNmA14AaABAg,6,3 years ago,"a cute dog found here too! !
how is it so cute ... ...
surely, it looks like the owner โค","一只可爱的狗也在这里找到！呢
怎么这么可爱... ...
当然，看来所有者❤"
16920,UgwGH105yjj6fBllAjt4AaABAg,6,3 years ago,"i went to block my grandmother, but i didn't move at all
it's cute","我去阻止了祖母，但我一点都没有动
它真可爱"
29815,UgygIa79VU2vgKBzdyd4AaABAg.8xTvD0vzAJp8xnswlUWCPp,6,3 years ago,cute.. ๐๐‘,可爱..
16877,UgxP4XpX9FyxLq0z3Ft4AaABAg,6,3 years ago,"the puppys and the lamb is following you like kids his mother , soooo cute -",小狗和羔羊在跟随你，就像他的母亲的孩子一样可爱 -
25212,UgwGFRrsWRPOE7AQFfp4AaABAg,6,3 years ago,"she is so hard working, and her grandma is so cute!",她的工作很努力，她的祖母真可爱！
28892,UgyRW2uW7aCyVCo0Ubd4AaABAg,6,3 years ago,"i love her videos
i love how aesthetic is her garden,house, everything...
how cute her animals are
and i love that she is not using modern things.. i love how she doing it like in the really old old old life... i just love her channel! โค๏ธโค๏ธ","我爱她的视频
我喜欢她的花园，房子，一切的美学...
她的动物有多可爱
我喜欢她不使用现代事物。我喜欢她在真正的旧生活中的样子……我只是爱她的频道！ ❤️❤️"
52696,UgzxuYEpKHQFps1hNAx4AaABAg,6,4 years ago,it's so cute when sister ziyi was scared,子柒姐姐被吓到时好可爱
42692,UgxF16Hnjfbussabw8B4AaABAg,6,4 years ago,"i love her, very cute and smart, healty life with healty view",我爱她，非常可爱又聪明，治愈的生活，可欣赏
25576,Ugw3Hl_x9judsdWAH6F4AaABAg,6,3 years ago,"the doggos be like ""me too hooman"" when she starts eating the mango hahaha, what a cute video",当她开始吃芒果哈哈哈时，狗狗就像“我太an”一样，这是一个可爱的视频
26070,UgwbcBgUdIfXWeQE-SZ4AaABAg.8zpxgw6y6kQ8zuoSIwmJtX,6,3 years ago,@minjeonglee3953 you think you want it now because it's cute. what about taking care of it or when it gets older and not so cute anymore? โบ,@Minjeonglee3953您认为您现在想要它，因为它很可爱。照顾好它或不再那么可爱的时候如何？ ☺
23803,Ugzuo0H-2DBz_BDukiR4AaABAg,6,3 years ago,"omg your kitty cat oven is so cute, i have never seen anyone else.with such an outdoor oven. you should sell those from your channel.",天哪，你的小猫猫烤箱是如此可爱，我从未见过其他人。您应该从频道出售这些东西。
5098,Ugw1JZD14qqd0oraswR4AaABAg,6,1 year ago (edited),this is cute when she got scared,当她害怕
51968,UgxSzpxtxjYmR-0P9FJ4AaABAg,6,4 years ago,she is so cute,她是如此可爱
6237,Ugw46oSolHhVE2TyyzN4AaABAg,6,2 years ago,the three little farts are too cute ~,三个小跟屁虫也太可爱了～
18202,UgzJBhuaA5svpXUcve94AaABAg,6,3 years ago (edited),"i love how that puppy at the beginning was watching her do that like ""ooh maybe i learn something. wait what was that?"" hahaha

edit: also the stuff she is cooking looks sooo good. it makes me hungry.

edit #2: meanwhile i'm still growing potatoes.

edit #3: that puppy near the end was like: ""awww i want some "" haha he/she is so cute.","我喜欢那只小狗一开始看着她做的，就像“哦，也许我学到了一些东西。等等？”哈哈哈

编辑：她正在烹饪的东西看起来很好。这让我饿了。

编辑＃2：与此同时，我仍在种土豆。

编辑＃3：末尾的那只小狗就像：“噢，我想要一些"
34411,UgwDAMugis9OnEJ9BMp4AaABAg,6,4 years ago,those puppies are sooo cute. your night sky is fantastic and breath taking. wow!!,那些小狗太可爱了。您的夜空是奇妙而呼吸的。哇！！
12862,UgxFWm-44G4PmDY3zNx4AaABAg.9CdwK7sIXZo9D1LESx_Kn0,6,2 years ago,"she is eat this puppies.
so cute","她正在吃这个小狗。
太可爱了"
7402,UgxkBvQCb8PNmiFP66R4AaABAg,6,2 years ago,omg how cute that baby sheep following her like a dog,天哪，那只婴儿绵羊像狗一样可爱
11839,Ugy6f45sPwJBMt3Gu2J4AaABAg,6,2 years ago,"following the dog and the sheep, it's so cute!",狗和羊一起跟着，太可爱了!
18353,Ugw6A0D59PHQXICC4WR4AaABAg.972UPWJAdq6976LUBw3fZ_,6,3 years ago,thanh le yeah，she’s so cute,是的，是的，她真可爱
21387,UgyVpb8AHhpysfs4TMV4AaABAg,6,3 years ago,ooh...the cute animals following her everywhere...that means she treats all creatures oook,哦...到处都是她的可爱动物...这意味着她对待所有生物oook
19564,UgyAINwbF9DopOHkwj54AaABAg,5,3 years ago,0:43 it's so cute to touch the night with your dog,0:43与您的狗一起碰到夜晚真是太可爱了
19865,UgxzPPXKfY1JhGGiU7J4AaABAg,5,3 years ago,"im so jealous. she living my dream life.i wanted to live in a farm, grew my own food and have a lot of cute pets.but my husband prefer to live in city.",我很羡慕。她过着我梦dream以求的生活。我想住在一个农场，种自己的食物，有很多可爱的宠物。但是我丈夫更喜欢住在城市。
25810,Ugww5Q2p1CAkYLwmmXZ4AaABAg,5,3 years ago,it's so cute to eat while packaging ..... like ๐๐,边包装边吃太可爱了.....喜欢
15342,UgxELZuQHMJLzzxegGN4AaABAg,5,3 years ago,"it's really amazing video ,when ever i watch this video i feel it is new one ....how cute little puppies around her",这真是太神奇的视频，每当我观看此视频时，我都会觉得这是新的。
52277,UgwYChUuMm5hH0crDYN4AaABAg,5,4 years ago,5:59 was the cutest reaction,5:59是最可爱的反应
