,cid,votes,time,含god,含god中文翻译
4951,UgwdgbCbxdU5Z7T-fQR4AaABAg,0,2 years ago,"my brother, and god does not become, abu haak, what is hi",我的兄弟，上帝没有变成，阿布·哈克（Abu Haak），什么是嗨
4841,UgxXcbs9jfqMZBxEjed4AaABAg,0,2 years ago,i like to see you happy happy your happiness is transmitted you are very beautiful and very special apart too intelligent you have to thank god for every day my beautiful lady gives you,我喜欢看到你快乐的幸福，你的幸福传播了你非常美丽，非常特别的聪明，你每天都要感谢上帝，我美丽的女士给你
4821,UgzhXhpc5__04H-6a0J4AaABAg,0,2 years ago,god amazing,上帝神奇
4777,UgyaXgF76E2Ga3WvYzZ4AaABAg,0,2 years ago,god = nature = good life and living longer,上帝=自然=美好的生活和更长的生活
4762,Ugyq6h7HAlFb8ucWqiZ4AaABAg,0,2 years ago,god bless. a beautiful life. the most beautiful view. in the world. i wish i could live in this place,上帝保佑。美好的生活。最美丽的景色。在世界上。我希望我可以住在这个地方
4713,UgyRinKyneWTx26XZF94AaABAg.9Itl1VvWWfT9JG97wYjqes,0,2 years ago,"@lliilllyllii god, the world of rude .. god guides you and explains your chest",@lliilllyllii上帝，粗鲁的世界..上帝指导你并解释你的胸部
4694,Ugx8bcLHiX8K5qnlA-d4AaABAg,0,2 years ago,wow this woman is perfect in what makes my god very beautiful and this whole food should be a delight,哇，这个女人是完美的，使我的上帝非常美丽，整个食物应该很高兴
4552,UgzFbP98_Ms_JGN6Lch4AaABAg,0,2 years ago,god loves everyone,上帝爱每个人
4302,UgyF0NBibtPGRAtML9N4AaABAg,0,2 years ago,god i love the music to this chanel,上帝，我爱这个香奈儿的音乐
2595,Ugxu-cAf1_BjOWH4XTp4AaABAg,0,1 year ago (edited),"look the color of the vegetables, they are green and soil is sweet, god willing ♥",看看蔬菜的颜色，它们是绿色的，土壤是甜的，上帝愿意♥
4190,Ugzmel6E_1L8iHIQ3qJ4AaABAg,0,2 years ago,ohhh my god,哦，我的上帝
3548,UgxpHZlvFksMw_Zt8C54AaABAg,0,2 years ago,god is meant,上帝的意思是
3499,Ugxv5MeaMr-BezMoR454AaABAg,0,2 years ago,"

how do you atone for god, and you are a dead, so i will revive you 
how do you dispyve in allah, who bestowed life up you when you were like, then he will cause you to die and will again bring you back to life so that you will be recurned to be.
(al-quran, surah baqarah, ayat-28)

every slimm viewer should sugges to liziqi about islam.this is true love.no one can go heven with islam.","伊斯兰只有真正的宗教。没有上帝，而是真主和先知穆阿玛德（ﷺ）是他关于伊斯兰教的Messenger.u Shulad研究。你会得到真正的道路和桃子。

你如何为上帝弥补，你已经死了，所以我会振兴你
当您喜欢的时候赋予您生活的真主，您将如何派遣生活，然后他会导致您死亡，并再次使您重新栩栩如生，以便您将被拒之门外。
（Al-Quran，Surah Baqarah，Ayat-28）

每个Slimm的观众都应该向Liziqi提出有关伊斯兰教的建议。这是真正的爱。没有人可以与伊斯兰教一起去。"
3459,UgwurUN--2Uczk4St2x4AaABAg,0,2 years ago,"jesus loves us. worship the one true god, jesus christ. life on earth is temporary. read your holy bible to know the living god.",耶稣爱我们。敬拜一个真正的神，耶稣基督。地球上的生活是暂时的。阅读您的圣经以了解永生的上帝。
2919,UgxPvOvojwHVt-OJyaB4AaABAg,0,1 year ago,"ziyi, you are the favorite dish of chong min, taiwan pingtung chongmin, taiwan pingtung! ！! cute woman! qingmei bamboo horse inner heart! jun is strong! i am on this island in taiwan! waiting for you! wait for the rain! wait for a god -secret fairy to come to taiwan to pick up people!",子柒妳山上采竹笋子台湾屏东崇闵最喜欢的这道菜了！柒爱儿！可爱的女人！青梅竹马内心！骏强起来！我在台湾本岛！等妳！等雨停！等一个神密的仙女下凡来台湾接人！
2870,UgzlklBUo0QIht1-LTp4AaABAg,0,1 year ago,"are you into marry and divorce? then you are a sinner. are you married to more than one person? repent!! marriage is between a man and a woman. marriage is for better and for worse until death separates (matthew 19:3-6). ‘wherefore they are no more two but one flesh. what therefore god has joined together let no man put asunder (separate)’. cheating on your wife or husband is sin. proverbs 28: 13 says, ‘‘he that covers his sins shall not prosper...you must repent of them, confess and forsake them (1 john 1:9). 
are you into worldliness? don’t you know that friendship with the world is enmity with god? (james 4:4; ii john2:15-17). so, you must stop bleaching your body or painting your mouth, eyes, hands and legs or fixing attachments, weave-on, earrings (genesis 35:2-4), bangles, chains and frying or perming your hair. tattooing your body is satanic. are you one of those that put on nude dresses, short skirts, transparent dresses to seduce men or women (a seducer or a promoter of lust is a sinner – mathew 5:28) 

perhaps you wear trousers as a woman? (read deuteronomy 22:5), that is an abomination (revelation 21:8, 27). therefore, make up your mind, repent and give your life to jesus christ. are you spoilt? jeremiah 4:30 says, ‘‘and when thou art spoiled, what wilt thou do? though thou clothest thyself with crimson, though thou deckest thee with ornaments of gold, though thou rentest thy face with painting, in vain shalt thou make thyself fair; thy lovers will despise thee. they will seek thy life’’. (2 kings 9:30; hosea 2:13; exodus 33:1-6) 
a christian is not a sinner and a sinner is not a christian (i john 3:9). if you must be a blessed child of god, then you must repent of your sins and give your life to jesus christ. if you believe jesus christ today, righteousness of god will come into your life and abundant life will be your portion (1 john 11-12). if you neglect this call to repentance and salvation and die, you will not escape fire of hell (hebrews 2:3). it is foolishness and sin to say or think that there is no god (psalm 14:1; 9:17). luke 13:3, jesus said, ‘i tell you, nay: but except ye repent, ye shall all likewise perish’. cut off every besetting sin (hebrew 12:1-2; mark 9:43-48). 

if you have decided now (2 corinthians 6:2) to give your life to jesus christ and to forsake your sinful lifestyle, please say this prayer: 
almighty god, i come unto you in the name of jesus. father i confess that i am a sinner. all my sins i confess to you. 
i am very sorry for all my sins (mention those you can remember). lord i promise you that from today i will never continue in them anymore. i believe that jesus christ died and rose again on the third day for my justification. 
almighty god, use the blood of jesus to wash my sins away. lord jesus, come into my heart, be my lord and personal saviour. i surrender my life to you. cancel my name from the books of death and write it in the book of life. give me power to sin no more. in jesus name i pray. amen!! 
'the lord's chosen charismatic revival movement'. 
www.tlccrm.org or www.tlccrm.org/chosentv 
https://www.youtube.com/user/iamachosen1 
1john 1","您是结婚和离婚吗？那你是一个罪人。您与一个以上的人结婚了吗？悔改！！婚姻是男人和女人之间的。婚姻是更好，更糟的，直到死亡分开为止（马太福音19：3-6）。 ‘因此，除了一个肉之外，它们不再是两个。因此，上帝加在一起的是什么，没有人将其放在（分开）”。欺骗你的妻子或丈夫是罪。箴言28：13说：‘掩盖他的罪过的人不会繁荣……你必须悔改他们，承认并抛弃它们（约翰一书1：9）。
你是世俗的吗？您不知道与世界的友谊与上帝仇恨吗？ （James 4：4; II John2：15-17）。因此，您必须停止漂白身体或绘画嘴巴，眼睛，手和腿，或固定附件，编织，耳环（创世记35：2-4），手镯，链条以及煎炸或刺穿头发。纹身你的身体是撒旦的。您是穿上裸色连衣裙，短裙，透明的连衣裙引诱男人或女人的人之一（诱惑者或欲望的促进者是罪人 - 马修5:28）

也许你像女人一样穿裤子？ （阅读申命记22：5），这是一种可憎的（启示录21：8，27）。因此，下定决心，悔改，将您的生命献给耶稣基督。你被宠坏了吗？耶利米书4:30说：‘‘当你宠坏时，你做什么？尽管您用深红色给您带来最大的衣服，尽管您用黄金装饰着您的最大饰物，尽管您用绘画租了脸，但您徒劳地让您公平地让自己公平。你的恋人会鄙视你。他们会寻求你的生活’。 （2 Kings 9:30; Hosea 2:13;出埃及记33：1-6）
基督徒不是罪人，罪人不是基督徒（约翰一书3：9）。如果您必须是上帝的幸福孩子，那么您必须悔改自己的罪，并将生命献给耶稣基督。如果您相信今天的耶稣基督，上帝的公义就会进入您的生活，那么丰富的生活将是您的一部分（约翰一书11-12）。如果您忽略了悔改，救赎和死亡的呼吁，您将不会逃脱地狱之火（希伯来书2：3）。说或认为没有上帝是愚蠢和罪（诗篇14：1; 9:17）。路加福音13：3，耶稣说，‘我告诉你，不：但是，除了你们悔改，你们都会同样灭亡。”切断所有困扰的罪（希伯来语12：1-2；马可福音9：43-48）。

如果您现在决定（2哥林多前书6：2）将您的生命献给耶稣基督，并放弃您的罪恶生活方式，请说出这种祈祷：
全能的上帝，我以耶稣的名来给你。父亲我承认我是罪人。我向你认罪的所有罪过。
我为自己的所有罪恶感到非常抱歉（提及您记得的那些）。上帝，我向你保证，从今天开始，我将永远不再继续前进。我相信耶稣基督在第三天为我的理由而死。
全能的上帝，用耶稣的宝血将我的罪恶洗净。主耶稣，进入我的内心，成为我的主和个人救主。我向你投降。从死亡书中取消我的名字，然后在生命书中写下它。不再赋予我罪的力量。我以耶稣的名祈祷。阿们！
“主选择的魅力复兴运动”。
www.tlccrm.org或www.tlccrm.org/chosentv
https://www.youtube.com/user/iamachosen1
1john 1"
2742,Ugz2fZx1gtfRBahpUyh4AaABAg,0,1 year ago,"i am a sibling of jesus christ and a son of god. i am ""the king of kings"" revelation 19:16. i brought the corona virus (god technology). ""the end of the world"" will be this year. tell people.",我是耶稣基督的兄弟姐妹，也是上帝的儿子。我是“国王之王”启示录19:16。我带来了电晕病毒（上帝技术）。 “世界末日”将是今年。告诉别人。
2713,UgziSlbnJBz0citWlvl4AaABAg,0,1 year ago (edited),"when god created humans he placed them in a garden 
like liziqi's","当上帝创造人时，他把它们放在花园里
像liziqi's"
2640,UgzhA59SeGRgrlDqEu54AaABAg,0,1 year ago,"by god, we live with you, a security month, my son",靠上帝，我们和你一起生活，一个安全月份，我的儿子
10261,UgwYVKcylh4qVxjJrnJ4AaABAg,0,3 years ago,god is my salary,上帝是我的薪水
10555,UgyBw9PEGP_lHQwxqEl4AaABAg.98e8mRXCz-o9EwZdNdUK98,0,2 years ago,"i supplicate god that a ton of satisfaction went to your life and you and your family remain consistently cheerful. 

consequently of my supplicate would you be able to please subcribe my account.thanks ahead of time for following","我恳求上帝，您的生活充满了满足感，您和您的家人一直保持开朗。

因此，我的恳求您是否可以请求我的帐户。"
10556,UgyBw9PEGP_lHQwxqEl4AaABAg.98e8mRXCz-o9EwZeSgBU3C,0,2 years ago,"i supplicate god that a ton of satisfaction went to your life and you and your family remain consistently cheerful. 

consequently of my supplicate would you be able to please subcribe my account.thanks ahead of time for following","我恳求上帝，您的生活充满了满足感，您和您的家人一直保持开朗。

因此，我的恳求您是否可以请求我的帐户。"
16523,Ugzelb93PAte28byGzt4AaABAg.92u07LUNSp6939ODbxIflq,0,3 years ago,godbless you,上帝祝福你
17181,Ugy3mjbNdqKWgwvekXt4AaABAg.92n1N2o1ULk92neQxQZa-a,0,3 years ago,which word is not clean? godfather? should that say a lover?,是哪个字不干净？干爹？那应该说情人？
17164,Ugy3mjbNdqKWgwvekXt4AaABAg,0,3 years ago,"this is not important, the important thing is that the entire video was the help of her godfather to help her operate",这个不重要，重要的是整个视频是她干爹帮她运作的
17097,UgzUuFjm5Qx7ZVkIU054AaABAg,0,3 years ago,it is a female mirror goddess.,这是一个女性镜子女神。
17050,UgwzP5DPmpRsIhCfz3B4AaABAg,0,3 years ago,"oh my god, look hungry",我天，看饿了
17010,UgzXKpj5JVIL08PEj8B4AaABAg,0,3 years ago,"my god, it looks really ugly",我的天，看起来真的难吃
16915,UgyCSMkKkrKzjqCOQfF4AaABAg,0,3 years ago,youare bleesing god,你会流血上帝
16804,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI936uhbOQNnn,0,3 years ago,maybe cause god is disguised as a pig or a snail or a bamboo shoots and they cut him down. maybe hell. idk something wacko like that. hope not,也许是因为上帝被伪装成猪，蜗牛或竹芽，然后他们将他砍倒。也许地狱。 IDK类似的东西。希望不是
16752,Ugyvxbt-trccShpJTr94AaABAg,0,3 years ago (edited),"she is my dream wife just plain and simple woman no drama just only about family. i feel so at peace watching these videos
my god i wish i lived their","她是我梦dream以求的妻子，只是简单而简单的女人，没有关于家庭的戏剧。我感到和平观看这些视频
我的上帝，我希望我活着"
16610,UgwG6EGI9KhD1FkfuKZ4AaABAg.92t3bTvXZ7H932R3YBEt8b,0,3 years ago (edited),"whoever marries her is blessed by her and the god.

i am a taiwanese boy

miss li is really sweet -hearted and beautiful

a fragrance of turbid dust

i hope that in the ancient spiritual trajectory, you can encounter more fresh and noble souls like you

thanks!","Whoever marries her is blessed by her and the God. 

我是台湾男生 

李小姐真是脸甜心善人美 

混浊尘世的一道清香 

希望在亘古的精神轨迹中能够遇到更多像妳这样清新脱俗的高贵灵魂 

谢谢！"
16514,UgwIBDBCUqkDvtgF2bF4AaABAg,0,3 years ago,praise god,赞美神
17232,Ugx01YV-aIZ8ekcEYkZ4AaABAg,0,3 years ago,"ahua, you have a godfather, and you still want to become famous and admire",阿花，你都有干爹了，还这么努力想成名，佩服
16438,UgwpErs_OrAv-g3AC0d4AaABAg,0,3 years ago,"i love you ,you is my god",我爱你，你是我的上帝
16277,UgyLctOBOcpmogteMPd4AaABAg,0,3 years ago,"the guy shooting the video is very lucky. her skills are great ( as one engineer to another). good for her; to be able to do all this and show us ways we have not seen. to the jealous, well they are their own problem; was it something she said? my wife sent me these knowing that i would very much appreciate learning from the example i am watching. as an american, i am very pleased with her work. plus, i am a total fan of giant bamboo and have been fascinated since childhood at all of the things that can be done with it. god is good.",拍摄视频的家伙非常幸运。她的技能很棒（作为另一个工程师）。对她有好处；能够做到这一切，并向我们展示我们从未见过的方式。嫉妒，他们是他们自己的问题；她说的话吗？我的妻子寄给我这些知道，我非常感谢我从我的示例中学习。作为美国人，我对她的工作感到非常满意。另外，我是巨型竹子的全部粉丝，从小就迷上了所有可以做的事情。上帝是好的。
16253,Ugw7VEPIyN6okXHiL8F4AaABAg,0,3 years ago,hi im from the philippines and i love watching your videos❤❤❤ god bless u more,嗨，我来自菲律宾，我喜欢看你的视频❤❤❤上帝保佑你更多。
16230,UgzAaAML9y3kP2s-h5J4AaABAg,0,3 years ago,"what have i discovered, a crazy new place called hell on earth, really meaning heaven on earth.



this ladie, really knows how to live her life and take care of her grandma, dang bruh, these kids'l kill a bitch rather than taking some god damn, fucking leaves.



this ladie, is just so fucking dope bruh, i'm smacked, i've been smacked all day. ""ay bruh, what more can a man ask for"", you feel me.







but man, rip [juice wrld] - bruh, i wish u were still here, i was tryna hangout wit u, one day cuz ,'




nah, yeah, nd rip [xxxtentacion] - i hope hes doing good up in heaven, . they all died way too young and way before their time. some doing things that could've just been prevented.




but yeah bruh, i'm smacked, and i hope you have a good night.","我发现了什么，这个疯狂的新地方叫做地狱，确实意味着地球上的天堂。



这位女士，真的知道如何过上她的生活，并照顾她的祖母，Dang Bruh，这些孩子杀死了一个bit子，而不是拿起该死的神，他妈的叶子。



这个女士，真是太他妈的涂料了，我被打了，我整天都被打了。 “嗯，一个人还能要求什么”，你感觉到我。







但是，伙计，rip [juice wrld] - 布鲁，我希望你还在这里，我是tryna gotnagout wit u，有一天，因为




不，是的，nd rip [xxxtentacion] - 我希望他在天堂做得好。他们都死了太年轻，而且在他们的时间之前。有些人在做可以预防的事情。




但是，是的，布鲁，我被打了，希望你过夜。"
16164,Ugznz2b5IDa1Wgd7n8d4AaABAg,0,3 years ago,my god that food looks so yummy...very talented and beautiful young lady,我的上帝，食物看起来很美味...非常有才华和美丽的小姐
16059,Ugyz07F6PPDIEDGCh414AaABAg.93-c4U3C9BY932R7nYzZxR,0,3 years ago (edited),"whoever marries her is blessed by her and the god.

i am a taiwanese boy

miss li is really sweet -hearted and beautiful

a fragrance of turbid dust

i hope that in the ancient spiritual trajectory, you can encounter more fresh and noble souls like you

thanks!","Whoever marries her is blessed by her and the God.

我是台湾男生

李小姐真是脸甜心善人美

混浊尘世的一道清香

希望在亘古的精神轨迹中能够遇到更多像妳这样清新脱俗的高贵灵魂

谢谢！"
15583,UgwhFyfMQXa7VvElSXx4AaABAg,0,3 years ago,"calm and sounds are comfortable, and the most wonderful add the girl sweet, god. you change me",平静和声音很舒适，最美妙的女孩，天哪，上帝。你改变我
15332,UgwnZ2_ha69JRuWH3-F4AaABAg,0,3 years ago,"oh my god, this video is by no means she can shoot alone.","天哪,这视频绝不是她自己一个人能拍出来的。"
15183,Ugx7uxu4kY65k0Ks2Xp4AaABAg,0,3 years ago,"god, i am very sweet life, as if he were in heaven",天哪，我是非常甜蜜的生活，好像他在天堂
17227,Ugyyx51OUJN9esABqIh4AaABAg,0,3 years ago,"but your godfather will be cut off the leeks soon, you pay attention to keep some private house money",不过你干爹马上会被割韭菜了，你注意保留些私房钱
115,UgxSBzesC426qERjNGl4AaABAg,0,3 weeks ago,"where did you disappear, we lost you, by god, i hope you will be fine and you will do beautiful videos for us",你在哪里消失了，我们迷失了你，上帝，我希望你会好起来的，你会为我们做漂亮的视频
15037,UgwiElNPBrYs8vp-P1t4AaABAg,0,3 years ago,"a blessed friday, o god, make this day a good opening for me, my family, al -hababi, and my friends, and for everyone who prayed for our beloved muhammad, may god bless him and grant him peace.",上帝啊，一个有福的星期五，这一天对我，我的家人，艾尔·哈比和我的朋友们来说，这是一个很好的开放，并为每个为我们心爱的穆罕默德祈祷的人，愿上帝保佑他并赐予他和平。
19012,UgxTDyysXQg7KyXc1lN4AaABAg,0,3 years ago,"welcome to the tett ... godii, suganteh in indonesia wae ..., i'm a very very liziqi, greetings from her bandung basketball ,. #ba is the most uncomfortable",欢迎来到Tett ... Godii，印度尼西亚Wae的Suganteh ...，我是一个非常非常liziqi，她的万隆篮球的问候。 #BA是最不舒服的
20003,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq9WjS46TA_Om,0,1 year ago,"@fragatron yes, i've seen it in weibo. my god are they jealous, they said she was faking it and wanting to get the attention of guys and when she proved them that she started by herself and she gets injured by doing it; they said she wants to gain attention by using her wounds.",@fragatron是的，我在微博中看到了它。我的上帝是嫉妒的，他们说她正在伪造它，想吸引男人的注意，当她证明她自己是自己开始的，并且通过这样做受伤。他们说，她想使用伤口来引起关注。
19735,UgzKYmfFOfbaM8yQU3Z4AaABAg,0,3 years ago,ur so hard working lady god bless u and grandma,你是如此努力的女士上帝保佑你和奶奶
19693,UgyCmxslq3IjvQiMmZ94AaABAg.91b9Iwityop92PBiBsQ6LC,0,3 years ago,"@mmwang9124 enjoy enjoy....these type of people should appreciated...becos of those only, few portin of nature in the world is still in nature ....i pray god to bless a healthy and wealthy life to her and the supporters of her...",@mmwang9124享受。..她的支持者...
19667,Ugx71AYPvGVMAhM8AB54AaABAg,0,3 years ago,"thank you for sharing with us these lovely videos. may god bless you, continue to provide for you, and keep you & your grandma safe and healthy. remember that he loves you.",感谢您与我们分享这些可爱的视频。愿上帝保佑您，继续为您提供服务，并确保您和您的奶奶安全健康。记住他爱你。
19430,UgznjGfyZ0DJPfz1jPh4AaABAg,0,3 years ago,"loving nature and her cooking style is awesome,i love it i want to have a wife like her.tq for sharing with us,may god bless you...",爱的大自然和她的烹饪风格很棒，​​我喜欢它，我想和她这样的妻子与我们分享，愿上帝保佑你...
19303,UgwZqolDi469E5ZLrCd4AaABAg,0,3 years ago,goddess .. sorceress ..,女神..女巫..
19251,UgziwElqluNcYdbfbmt4AaABAg,0,3 years ago,goddess,女神
19227,UgwF0a5YMmd4BAsvppR4AaABAg,0,3 years ago,thank god for 2 minute noodles!!!,感谢上帝2分钟的面条！！！
19079,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392G-0G3DAuh,0,3 years ago,"@chicagodaisyflower tunisians aren't really black are they? eitherway, i don't live in the usa, and i don't know many african americans.",@chicagodaisyflower突尼斯人不是真的是黑色的吗？要么，我都不住在美国，而且我不认识很多非洲裔美国人。
18982,Ugz2-WaG-lVyMGeBRT14AaABAg,0,3 years ago,li ziyi is my godness,李子柒 is my godness
17469,UgzBG0WAnuOvoHMJRgN4AaABAg,0,3 years ago,my god! i would eat all this,我的上帝！我会吃所有这一切
18799,UgwdJyrAwADaNPr19v54AaABAg,0,3 years ago,só cruel to fry alive a living being...thank god for karma,Só残酷地炸毁活生生...感谢上帝为业力
18796,Ugyr0ZHB1XTN7FeekRF4AaABAg,0,3 years ago,life like this is a dream...god gave everything to survive easily but we make everything so difficult..such a peaceful life..so refreshing.,像这样的生活是一个梦想...上帝付出了一切容易生存，但我们使一切变得如此困难。
18764,UgzuUvwOo8WJBlH5AKR4AaABAg,0,3 years ago,brave lady god bless my mother ahe always remembered how they was living in there land grand grand mother.they done all .the turkish came took all,勇敢的夫人上帝保佑我的母亲啊，我一直想起他们在那里生活的方式。
18359,UgyAc6WPO1bfl2sMqqZ4AaABAg,0,3 years ago,god,天啊螺蛳粉
18348,Ugyx6K5-MFt8_NXZsDx4AaABAg.92WmOfrdVfQ92_X9wN5Jvx,0,3 years ago,"​ @valenciabbk lets talk facts and civilized: 
1. i am and will be a chinese whatever in looking or paper. and dissappointly not in any party . i am physically and psychologically intact not blind in anyway. i dont like the word 'blind' u used, which is very offensive and disgrace.
2. hongkong is a beautiful modern and democracy city as many other citys in china and hopefully will be so soon again. all chinese (included inland chinese) had/has the right to go to the street to speak out their different thoughts/demands. you never heard? pls do research or learn history from the books even youtube instead of the official westen medien. 
3. violence was/is/will not be tolerent in any country in this world. 
4. independence of taiwan? oh, big question and frankly i dont really care it happens or not because i have no idea what and how will everything change based on my poor knowledge about politics and financial aspects. you should better ask the people who live there. i hope oneday i could visit my taiwan-friends, only the reason of food is enough. 


suggestions for u to learn more about china and more if u are interested:
https://www.youtube.com/channel/ucaslyjhr4wc7qhyuaivxb6g
https://www.youtube.com/channel/ucvvik8oq2vnzsci4vr9o4dg
https://www.youtube.com/channel/ucgrhgv7atbftqk8dxwidktg


god bless more peace and happiness for this insane world. this talk is ended from my side. bye...","@valenciabbk让我们谈论事实并文明：
1.无论外观或纸张，我都是中国人。并且在任何政党中都不感到失望。无论如何，我在身体和心理上都不是盲目的。我不喜欢您使用的“盲人”一词，这非常令人反感和耻辱。
2.香港是一座美丽的现代和民主城市，就像中国的许多其他城市一样，希望再次如此。所有中国人（包括内陆中国人）都有/有权上街说出他们不同的想法/需求。你从未听说过吗？请在YouTube而不是官方Westen Medien中从书籍中进行研究或学习历史。
3.暴力是/is/is/ins/is in in in in in in in in ins in in is in is in is in is ins in is/is is in is in in th这个国家的任何国家都不会容忍。
4.台湾独立？哦，大问题，坦率地说，我真的不在乎它是否会发生，还是因为我不知道一切都会根据我对政治和财务方面的知识而发生什么变化。您应该最好问住在那里的人。我希望我可以拜访我的台湾朋友，只有食物的原因就足够了。


建议您了解有关中国的更多信息，如果您有兴趣，更多有关中国的信息：
https://www.youtube.com/channel/ucaslyjhr4wc7qhyuaivxb6g
https://www.youtube.com/channel/ucvvik8oq2vnzsci4vr9o4dg
https://www.youtube.com/channel/ucgrhgv7atbftqk8dxwidktg


上帝保佑这个疯狂的世界更多的和平与幸福。这场演讲是从我身边结束的。再见..."
18099,UgzQujZJDlgKGs_IJDd4AaABAg,0,3 years ago,watch my god more than 20 million,两千多万观看我的天
18060,UgxBNOEbXvea0YqCmJl4AaABAg.92bpytRnG4Q92cqYQOK1Vq,0,3 years ago,"let me tell you why it’s fake, and totally a lie: 1. the pictures here were never a real life of rural life in china before, neither today. it’s an acting. she is a good actress. 2. it’s true she made her meal from scratch. looks like all natural and organic. however through these videos she sells products all made by industrial line. none of those are organic. 3. she has official youtube channel itself shows somehow she is privileged to break chinese law to show so called “chinese value” to the world. i am not saying the law is good. i am just curious who backs her to do this. 4. her videos are generating 84,000,000 chinese yuan (12,000,000 usd) a year partnering with a privileged government backed family to show you a fairy tale, a quiet and soothing life far from business and industry. if this is not lie, what the hell would a lie be like? ! 5. i didn’t say i hate ccp, you said that. i didn’t even mention these three letters. if you hate ccp, may god bless you.....","让我告诉你为什么这是假的，完全是谎言：1。今天，这里的照片从来都不是中国的乡村生活，今天都不是。这是一个表演。她是一个好女演员。 2.确实，她从头开始吃饭。看起来所有天然和有机。但是，通过这些视频，她出售了由工业系列生产的产品。这些都不是有机的。 3.她的YouTube官方频道本身表明她有幸违反中国法律，向世界展示了所谓的“中国价值”。我并不是说法律是好的。我只是好奇谁支持她这样做。 4.她的视频每年产生84,000,000个中国人民币（12,000,000美元），与一个有特权的政府支持的家庭合作，向您展示一个童话故事，远离商业和行业的安静而舒缓的生活。如果这不是谎言，那谎言会是什么样？呢5.我不是说我讨厌CCP，你这么说。我什至没有提到这三个字母。如果您讨厌CCP，愿上帝保佑您....."
18011,UgytpKGTEf2F49-42n14AaABAg,0,3 years ago (edited),"god fuck, the asmr",上帝他妈的，asmr
17508,Ugzg7IpvRvZvocqkJzR4AaABAg,0,3 years ago,"once with this beauty and his experience in cooking and cooking, and god loved her, is it a forbidden man without a man",有一次美丽和他在烹饪和烹饪方面的经历，上帝爱她，是一个没有男人的被禁止的人
15133,Ugzdcq4xzb_xdcrexid4AaABAg,0,3 years ago,"dont know how i found this channel but now i'm binge watching. these people eat like gods,lol",不知道我是怎么找到这个频道的，但是现在我狂热地看着。这些人像神一样吃东西，大声笑
14975,UgxTooFvxvI5rVoNq7p4AaABAg,0,3 years ago (edited),"god look at her, she will probably live to be 150, away from all the crap of modern life. just going about her business, sourcing her ingredients, cooking real food that her ancestors probably have passed down the recipes for years and years.",上帝看着她，她可能活到150岁，远离现代生活的所有废话。只是从事她的业务，采购自己的食材，烹饪真正的食物，她的祖先可能已经降低了食谱多年。
10557,UgyBw9PEGP_lHQwxqEl4AaABAg.98e8mRXCz-o9EwZfTPHJJr,0,2 years ago,"@ralfhtagnong9862 i supplicate god that a ton of satisfaction went to your life and you and your family remain consistently cheerful. 

consequently of my supplicate would you be able to please subcribe my account.thanks ahead of time for following","@ralfhtagnong9862我恳求上帝，一吨满足您的生活，您和您的家人仍然一贯开朗。

因此，我的恳求您是否可以请求我的帐户。"
11376,Ugwpfpaoj2IC6VTFzmh4AaABAg,0,3 years ago,"i hope how to marry my wife is like that, my god i love it",我希望如何嫁给我的妻子那样，我的上帝，我爱它
12645,UgwcZHbSRfA3CXlZZYx4AaABAg,0,3 years ago,"please give me a one chance to visit this place.....
i want to stay in place just for one day....
i request you....please
i swear to god, i don't hurt any things.","请给我一个机会去这个地方.....
我想待一天。
我要求你....请
我向上帝发誓，我什么都没伤。"
12378,UgzfE9hQqxq8oPy4RTN4AaABAg,0,3 years ago,the way of life depicted in these videos represents the peak of human purpose to me. we are here not to be servants of material wealth but to exist in gratitude of the gift of god and nature.,这些视频中描述的生活方式对我来说代表了人类目的的峰值。我们在这里不是要成为物质财富的仆人，而是要以上帝和自然的恩赐来生存。
12351,UgwZ5zieWN0l_Uyf_Yx4AaABAg,0,3 years ago,"o god, it's so cool to see it, the nature is still beautiful, and all there is",天哪，看到它真是太酷了，大自然仍然很美，还有一切
12329,UgzZFBwBYUl_eT34JkF4AaABAg,0,3 years ago,what a wonderful peaceful life. god bless u,多么美好的和平生活。上帝保佑你
12302,UgwY6NOFYUS1PBUsM2t4AaABAg,0,3 years ago,"what a beautiful person, god bless her ❤️",多么美丽的人，上帝保佑她❤️
12143,UgyFVNJGb6bgiG3JmZh4AaABAg,0,3 years ago,god bless you,上帝祝福你
11959,UgyYeGTURas6kGUpLG54AaABAg,0,3 years ago,the god always have the ( torah),上帝总是有（律法）
11619,UgzjneX4sNDexI-XELJ4AaABAg,0,3 years ago,goddess!,女神！
