,cid,votes,time,含god,含god中文翻译
31362,UgzY6dftNLsV1oyPT294AaABAg,4,3 years ago,"god bless
simplicity in life is the basis of happiness","上帝保佑
生活中的简单是幸福的基础"
6290,UgzgRD4cBNjlTsjtQqF4AaABAg.9MUDqSufHY-9NA0hZ6Q42X,4,2 years ago,my god .... !!!!,我的上帝 .... ！！！！
22045,UgwYRN9UxlIHfOqfDjd4AaABAg,3,3 years ago,"she started by herself alone and did everything herself until she achieved certain success. now she is having a small team. 

she is making millions now for godโ€s sake! she can and should have any help as she please. 

li ziqi earned everything and she deserves it","她独自一人开始，自己做了一切，直到她取得了一定的成功为止。现在她有一个小团队。

她现在为了上帝的缘故而赚了数百万美元！她可以并且应该得到任何帮助。

李齐（Li Ziqi）赢得了一切，她应得的"
3879,Ugxr0TP6OoIK96HlZ5Z4AaABAg,3,1 year ago (edited),ohh my god i haven't seen like this scenery in my hole 15 years of life,哦，我的上帝，我没有在我的洞15年的洞中看到这种风景
4316,UgyE6dyIHnuMSUZIqhF4AaABAg,3,1 year ago,98m oh my god...waiting for 100m view,98m哦，我的上帝...等待100m的视图
16740,Ugx53dRaunGipg_w8uF4AaABAg,3,3 years ago,"i just love liziqi. she is a modern princess and is just amazing. but... she is not a goddess like all ya’ll think she is. she is human just like us. this video is proof that humans are not perfect, even is they are hardworking and talented. (https://www.youtube.com/watch?v=auw1_2xbywm) watch till the end and you’ll see what i mean.",我只是爱Liziqi。她是一位现代公主，真是太神奇了。但是...她不是像所有人一样的女神。她像我们一样是人类。该视频证明了人类并不完美，即使他们在努力工作和才华横溢。 （https://www.youtube.com/watch?v=AUW1_2XBYWM）直到最后，您就会明白我的意思。
27249,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB9-H1fdL3An3,3,3 years ago,"thanks for sharing, i think she is adorable and a strong woman and soul. god bless her and her grandma in all things.",感谢您的分享，我认为她很可爱，是一个坚强的女人和灵魂。上帝保佑她和她的祖母在万物中。
49963,UgwDzmW82gFPio8IM-14AaABAg,3,4 years ago,i love your fod it looks so god,我爱你的福特，看起来如此上帝
34890,UgxooFtfyoqKGMfzZq94AaABAg,3,4 years ago,"i like that girl, very hard worker , god bless you sister.",我喜欢那个女孩，非常勤奋，上帝保佑你妹妹。
4813,UgxiGL3akJqHmH4rU754AaABAg,3,1 year ago,"dad, i live her life, god willing",爸爸，我过着她的生活，上帝愿意
15375,UgzVisZKSY35SNDgC2l4AaABAg,3,3 years ago,"by god, you are a million men",上帝，你是一百万人
45494,UgxglR6Jm_CUvQrL5T94AaABAg.8r3ZX_2tI028rB9IHjRixw,3,4 years ago,"@user-vo9ny2ym8n, may god reward you with the best of my brother. his shape will be given their paradise.",@user-vo9ny2ym8n，愿上帝用我兄弟的最好的奖励你。他的形状将得到他们的天堂。
23130,UgzjEliq5BAjaGR8Ujh4AaABAg,3,3 years ago,"u r a great girl who livining with u r grand ma .god bless u dear sis in our malayalam ""devam annugrahikatte pegalle"" & u r grand ma",一个伟大的女孩，他和你一起居住的大玛利亚。
26786,UgzvYOt0H_2OgL8sLth4AaABAg,3,3 years ago (edited),"liziqi you are a very special girl, i wish i was as talented as you are hopefully you will find your prince one day. god bless you and lots of love to granny ๐’–๐’–๐๐ฌ๐ง",Liziqi您是一个非常特别的女孩，我希望我像您希望有一天能找到您的王子一样有才华。上帝保佑你，对奶奶的爱心很多
5163,UgzjNVMnOPQFvuE1_rF4AaABAg,3,1 year ago,"i didn't know that chinese village 
life is so creative god bless you and good luck fore your future","我不知道那个中国村庄
生活是如此有创造力的上帝保佑你，祝你好运，在你的未来 -"
11824,UgxRcfrxnDTijDAGuUB4AaABAg,3,2 years ago (edited),"there is no limit to what she can do and make, god bless her and her grandma",她可以做的事情没有限制，上帝保佑她和她的奶奶
47570,Ugw4bWu0E0MNxMxjeWZ4AaABAg,3,4 years ago,my god that was a tour de force! she keeps topping herself with these videos...that was the 'sweets' episode....,我的上帝，那是巡回演出！她一直在这些视频中登上自己的角色...那是“甜蜜”情节。
45492,UgxglR6Jm_CUvQrL5T94AaABAg.8r3ZX_2tI028rAoNJGOy6l,3,4 years ago,"may god bless the mercy and blessings of god, haha, may god preserve the arabs, may god bless our prophet muhammad and his family and companions as a whole.",愿上帝保佑上帝的怜悯和祝福，哈哈，愿上帝保留阿拉伯人，愿上帝保佑我们的先知穆罕默德及其家人和整个同伴。
40193,Ugw_unPNoBL6NxI9xud4AaABAg,3,4 years ago,"god is the creator of what he sees and what he does not see, then our lord is above the rich. praise be to god.",上帝是他所看到的和他看不见的东西的创造者，然后我们的主在富人之上。赞美上帝。
32464,UgyJoPFhPcaTzR8sdXx4AaABAg,3,4 years ago,"you are such a talented women, a lot of patience...oh my god!!! what not!!! and you are leading such a beautiful and amazing life๐
just keep going!!!!","你是一个才华横溢的女人，很有耐心...哦，天哪！没有什么！！！而且您过着如此美丽而神奇的生活
尽管继续！！！！"
19350,Ugwjy2wmVkRAs5D8TaV4AaABAg,3,3 years ago,"i wish i can hug her and say thank you for this video, nothing i watch in these days that interest me. this videos of her, i could watch forever. her videos makes me forget from all of my problems. it touches my soul. god bless her!",我希望我能拥抱她，并说谢谢你的视频，这几天我没有看过我。她的视频，我可以永远看。她的视频使我忘记了所有问题。它触动了我的灵魂。上帝保佑她！
18874,Ugw1RLlQs4O3DHvuhNd4AaABAg,3,3 years ago,if god is a girl then she is .,如果上帝是一个女孩，那么她就是。
3006,Ugwd0pK_N6WgFl1wlDB4AaABAg,3,1 year ago,"god, how delightful it is",上帝，这是多么令人愉快
26306,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy902mt914TRQ,3,3 years ago,miti bug go miti bug!!! u got this dude. keep going!! we r proud of u. u should be proud of urself too. god bless. u got this!!!,miti bug go miti bug ！！！你得到了这个家伙。继续前进！！我们为U而感到自豪。您也应该为自己感到自豪。上帝保佑。你知道了！！！
8109,UgwVLkBNUBTrYyg0di54AaABAg.9J0m4WqTlO09JxKmHs3LUE,3,2 years ago,"@user-la3mh9zn2v, o god, bless muhammad and the family of muhammad and the hurry of their vagina",@user-la3mh9zn2v，天哪，祝福穆罕默德和穆罕默德家族以及他们的阴道急
35765,UgxBws1KEuWZaE4_SN54AaABAg,3,4 years ago,oh my god i just realised those pancake roles were the same eggrolls shishimanu from ninja hattori liked!,哦，天哪，我刚刚意识到那些薄煎饼角色是忍者Hattori喜欢的Eggrolls Shishimanu！
48995,UgwHeR_OpGyIHruSfkR4AaABAg,3,4 years ago,"god, i love i love videos, i love the day",上帝，我爱我爱视频，我爱这一天
22713,Ugz868TIoML7fugmKo94AaABAg,3,3 years ago,"i love the dried meat and snowflake cake. it looks so delicious! "" food from the gods""",我喜欢干肉和雪花蛋糕。看起来很美味！ “来自众神的食物”
18580,UgzDLXBBVbrqzb3BgpR4AaABAg,3,3 years ago,"it is possible for the first arab youth comment, but god willing, you will do what i do not describe, because now women are modern things, most of them do not know cooking and you do not work for them.",第一个阿拉伯青年评论可能是可能的，但是上帝愿意，您会做我不描述的事情，因为现在女性是现代事物，大多数人不知道烹饪，而您不为他们工作。
32616,UgzB8g7xi9aMF1JVfs94AaABAg.8vj7Fl_oJ-U8wx8ju7uqYK,3,3 years ago,"frydac definitely bot simple, you are right. this lady saying it's simple, must be crazy๐ i don't find anything simple, everything has a level of complexity in it, the video making, and not to mention all the cooking, and every day chores. it might look like a simple country life, not fancy, but yet so busy life, they don't go to the super market and buy almost anything. they make it. god bless those people and the girl for taking the time in making this video. that's the life i aim to live in few years.",Frydac绝对简单，您是对的。这位女士说这很简单，一定是疯狂的。它看起来像是一种简单的乡村生活，而不是花哨的生活，但是如此繁忙的生活，他们并没有去超级市场购买几乎任何东西。他们做到了。上帝保佑那些人和女孩花时间制作这部视频。那是我打算在几年中生活的生活。
33857,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd4915hcqptGMz,3,3 years ago,i do believe this is how god intended it to be. but i wont speak for my lord,我确实相信这就是上帝的意图。但是我不会代表我的主说话
13038,UgycyTPtT7cD70YCnWl4AaABAg,2,2 years ago,i find that she ran her story with a madness and her life is wonderful and showed her with the cooking and the work that she used to do with what god willing.,我发现她疯狂地播放了自己的故事，她的生活也很棒，而且她在烹饪以及她过去与上帝愿意做的工作非常艰难。
10094,Ugz9teFE6G-_fbzLTEV4AaABAg.9GS8QbE7mJ29H0t6PVEw11,2,2 years ago,@tubaamirichannel6890 actually she used to film things by herself but thank god she have a person who can help her now,@tubaamirichannel6890实际上她曾经自己拍摄事物，但感谢上帝，她有一个可以帮助她的人
17813,Ugz0kIB34lX2bVRQWbJ4AaABAg,2,3 years ago,"oh my god! youtube recommended your video and i loved it, it's the kind of video that i need in this moments all videos talking about the virus sick my mind! :(.. meanwhile your videos bring me the peace that i needed. thank you",我的天啊！ YouTube推荐了您的视频，我喜欢它，这是我在这一刻所需的那种视频，所有关于病毒病我的想法的视频！ :( ..与此同时，您的视频带给我我需要的和平。谢谢
22098,UgyyFd7L3PllQX9i5pN4AaABAg,2,3 years ago,"i donโ€t know, i will say, i see in the chinese, but i loved the girl, this is a simple person and the best thing is that she does not depend on technology, she does every need a carpentry that you meet a cook that she meets with separation and sews her meeting with a farmer. nature, masterpiece, this is not possible for beauty. glory be to god. life is like this, and all girls and sixties remain.",我不知道，我会说，我在中文中看到，但我爱这个女孩，这是一个简单的人，最好的是她不依赖技术，她确实需要您遇到的木工厨师她会遇到分离，并缝制了与农民的会面。大自然，杰作，这是不可能的美丽。荣耀归于上帝。生活就是这样，所有女孩和六十年代都保留下来。
28265,UgxwOQqpkeX3F4zaFH54AaABAg,2,3 years ago (edited),"dear lizigi, i have been watching your video, i appreciate your respect for nature, because it brings you healthy food, and i will not speak chinese, i will focus on preparing your recipes to prepare your recipes above, whether food or food embroidery. although we all have problems, i think they are very happy. congratulations to your care and care for grandma. god bless you. by the way, i am from brazil. except for living in the uk for several years, i only know some countries from europe. forgive my chinese writing, it is my first time","亲爱的Lizigi，我一直在看你的视频，我很欣赏你对大自然的尊重，因为它为你带来健康的食物，而且我不会说中文，我会把注意力集中在准备你的食谱上，无论食物还是美食 刺绣。虽然我们都有问题，但我认为他们住的地方很开心。恭喜您对奶奶的关心和照顾。上帝保佑你。顺便说一句，我来自巴西，除了在英国生活了几年之外，我只认识一些来自欧洲的国家。 Forgive my chinese writing, it is my first time"
