,cid,votes,time,含woman,含woman中文翻译
37568,UgyjBrhLR1Pi9Z_IYsB4AaABAg,0,4 years ago,the dedication of this woman and something beautiful to see her beauty and something unique,这个女人的奉献精神和美丽的东西，看到她的美丽和独特的东西
37554,UgwjXoQoMmOltsTyYc14AaABAg.8tz_v3NMZTD8u9JEVG8APc,0,4 years ago,"her mother died, her father was married to another woman and now her father is also dead. her childhood is very unhappy",她的母亲去世，父亲嫁给了另一个女人，现在她的父亲也死了。她的童年很不开心
37535,UgxMnJjSTRCIRdPxFh94AaABAg,0,4 years ago (edited),can i live here??? and damn good camera man or woman. and i reaaaallllly appreciate your wifi signal here ๐ and dammnnn that big ass mangoes lol. but why didn't you just pick that yellow fruit on the ground they seem okay still.,我可以住在这里吗？？？和该死的好相机男人或女人。我在这里感激您的wifi信号
8879,UgxmfSYbCtUgnWRnCN14AaABAg,0,2 years ago,is there anything she can't do... she's so strong... i wish to be a strong woman of the mountains.. but i'm stuck in the four walls just like everyone else.,有什么她做不到的……她是如此坚强...我想成为一个山上的坚强女人。但是我像其他所有人一样被困在四堵墙里。
37383,UgxkJn-bNihCyEvE7Kh4AaABAg,0,4 years ago,you are a woman to admire,你是一个欣赏的女人
38417,Ugw8cDmQUzzrfrlzAsZ4AaABAg,0,4 years ago,great woman. handyman.,伟大的女人。勤杂工。
38513,UgzbIiqUm66hW1ReQcd4AaABAg,0,4 years ago,woman & nature ๐’๐๐ธ,女人与自然
39462,UgwVjjKooULMufVRf5l4AaABAg,0,4 years ago (edited),"ancient world what happen to you? shen zhou (china), the land of mysteries, techniques... another time another place...in shen zhou (china) you can play love...but in shen zhou (china) you can't play with love, because you will fell in love immensely, beautiful woman and knowledge.",古老的世界，您会发生什么？ Shen Zhou（中国），《神秘之地》，《技巧》……另一个地方...在宁（中国），您可以扮演爱...但是在沉（中国），您不能与爱一起玩耍，因为您将伟大，美丽的女人和知识坠入爱河。
38587,UgxiRNumLwX8CgN4JpN4AaABAg,0,4 years ago,my respect for you woman ...,我对你的女人的尊重...
39437,UgxM0YfRL4cKu_f6GWR4AaABAg,0,4 years ago,people that wonderful woman,那个很棒的女人
6656,Ugxg9VYrE2XkC6YN8St4AaABAg,0,2 years ago,"this woman is a complete fraud. this is all a sham to just earn money. she doesn't live this life, she just makes videos to get likes and take people's money. if you look at her filming it's a full set up with professional lighting, sound equipment and cameras. lies!",这个女人是一个完全的欺诈行为。这是赚钱的虚假。她没有这个生活，她只是制作视频来获得喜欢并拿走人们的钱。如果您看她的拍摄，那将是一个完整的设置，其中包括专业照明，声音设备和摄像头。谎言！
39362,UgzCzpPU9UGS3gAo8GJ4AaABAg,0,4 years ago,she is a multi talented as well as beautiful woman.,她既有才华横溢又是美丽的女人。
39325,Ugyf91IEKVxun3WmXAV4AaABAg,0,4 years ago,"oh, it's really great, if i find a woman like you, i'm going to marry her tomorrow morning, can you marry me ???",哦，真的很棒，如果我找到像你这样的女人，我明天早上要嫁给她，你能嫁给我吗？？？
39321,UgzOScNFmwMXdeUV4IV4AaABAg,0,4 years ago,what a woman u are ๐๐ฆ๐น,你是一个女人你是
39298,UgwEI12sfxI7TSF3dpV4AaABAg,0,4 years ago,never in my life would i find my ideal woman...,我一生中从来没有找到理想的女人...
39271,UgzBnHdrrDOWKIei45t4AaABAg,0,4 years ago,i love this woman. ๐๐€๐๐ฝ๐‘‘,我爱这个女人。
39253,Ugx_Va5A0zCv0jY9z3J4AaABAg,0,4 years ago,"when i saw your first video, i knew you were not a simple woman!",从看到你的第一个视频的时候，我就知道你不是一个简单的女子！
39114,UgxdVHm9VB-Jn8mQFE14AaABAg,0,4 years ago,she is an amazingly beautiful woman in more ways than one!,她是一个令人惊讶的美丽女人，而不是一个！
39109,UgzXjPNG5N0VlOvfZXJ4AaABAg,0,4 years ago,"people in various languages โ€โ€like li ziyi, an oriental woman",各种语言的人都喜欢李子柒这个东方女子
39096,Ugy8YJPQjPhY47aAbuR4AaABAg,0,4 years ago,"wow, i want to marry this woman",哇，我想嫁给这个女人
6795,Ugzmc8En2MtNaSWa4c14AaABAg,0,2 years ago,steady woman cool,稳定的女人很酷
39054,UgxBBC0UeTxAQTbZpsJ4AaABAg,0,4 years ago,why do i find it so sexy to see a woman like that?,为什么看到这样的女人如此性感？
39006,UgwZ3Fkmy26eNUGwXZ94AaABAg,0,4 years ago,i fell in love with that woman ๐๐,我爱上了那个女人
38988,UgxmuXFj_D_lYFMOq5V4AaABAg,0,4 years ago,"damn that's one very resourceful woman
damn that professional editing
you ain't fooling me with this is a typical life of chinese village girl.
but gimme more","该死的是一个非常机智的女人
该死的专业编辑
你不会因为这是中国乡村女孩的典型生活。
但是gimme更多"
38969,Ugz1LwDi0DEHmzcaP-F4AaABAg,0,4 years ago,she is the woman of my dreams ๐,她是我梦dream以求的女人
6943,Ugy8IxahBsHSnxeStrR4AaABAg,0,2 years ago,besides being beautiful ... super competent ... kd feminists look at a real woman,除了美丽...超级胜任... KD女权主义者看着一个真正的女人
38932,UgyWbgNsCr-JXHlTH0V4AaABAg,0,4 years ago (edited),omg ๐ what a miracle place ๐’–๐’–๐’–๐ and a beautiful and strong woman ๐,天哪
38913,UgxJ0Qcc_M2Z-KRO9WF4AaABAg,0,4 years ago,so much respect for this woman. thank you so much.,非常尊重这个女人。太感谢了。
38777,Ugw-EyMUznR601BQv-x4AaABAg,0,4 years ago,what a hardworking woman and what a great heart she has.. i really like your way of living and your video.,多么勤奋的女人，她拥有多么伟大的心..我真的很喜欢您的生活方式和视频。
38770,UgxX9It5RiOM4VDOyq54AaABAg,0,4 years ago,beautiful woman k cute kitchen greetings from tampico,美丽的女人k可爱的厨房问候
38766,UgwBMmiqZibjVWZ3Szp4AaABAg,0,4 years ago,"this woman is surprising. ""and admirable ๐‘",这个女人令人惊讶。”令人钦佩的
7013,UgyBFmnWL2yYfJFX-Od4AaABAg,0,2 years ago,it's a polite and beautiful life. this woman is a wonderful person.,这是一种礼貌而美好的生活。这个女人是一个很棒的人。
38647,UgzKqBoIMDWY005k_Jx4AaABAg,0,4 years ago,i'm shocked by this woman!,我对这个女人感到震惊！
7217,UgwcuG9MlFVAtJa1fAB4AaABAg,0,2 years ago,"unfortunate these dogs and lamb, when they gets older, they will find themselves in this wok, this woman, like she catches a chicken and with a cleaver kills it, she will catch a dog kills and eat it too, terrible nation that eats dogs",不幸的是，这些狗和羊羔，当它们变老时，他们会发现自己陷入困境，这个女人，就像她捉住了鸡肉，用切肉刀杀死了它，她会抓住狗并吃掉它，吃了一只狗
7331,Ugxbf2_7_rr9S72PRON4AaABAg.9JwzlYQW9wa9LpGRVjwOe3,0,2 years ago,@calliemendoza8563 if she wasn't beautiful / physically to his liking he would just say she's a strong woman or kind woman.,@calliemendoza8563如果她不漂亮 /对他的喜好，他只会说她是一个坚强的女人或善良的女人。
38620,Ugw8Nk_bTSXWW8ya-Bh4AaABAg,0,4 years ago,i bet her grandmother is happiest woman ever,我敢打赌她的祖母是有史以来最快乐的女人
39359,UgyoAybGdMGS1fXGH5p4AaABAg.8ss4jJHp9am8swF-PZ-KXr,0,4 years ago,@mariannaachmad1340 thanks for the info. she is a talented woman. the landscape is great. fine camera work,@Mariannaachmad1340感谢您提供的信息。她是一个才华横溢的女人。风景很棒。精细的相机工作
41771,Ugxqq8BTIXn3pnOtq0p4AaABAg,0,4 years ago (edited),this woman is amazing! she looks so magical :),这个女人很棒！她看起来很神奇:)
41554,UgyL1HKK2YVyXtd_OJd4AaABAg,0,4 years ago,<3 lovely! such a skillful lady. i wish i'll have a wonder woman like her in my life!! ^0^,<3可爱！如此熟练的女士。我希望我一生中有一个像她这样的神奇女侠！！ ^0^
47242,UgyHRRmjDQtbEvXUMF54AaABAg,0,4 years ago,it's really a beautiful woman. i want such a bride.,这真的是一个美丽的女人。我想要这样的新娘。
48473,Ugz-W5cz6asbmZsK2WR4AaABAg,0,4 years ago,the woman of my dreams,我梦dream以求的女人
48446,Ugz377uXYODJtnlcDEJ4AaABAg,0,4 years ago,"i love you, is a great woman",我爱你，是一个伟大的女人
48205,UgyNYwN8pmJPb5QvEWJ4AaABAg,0,4 years ago,what a working woman i love your video,我爱你的视频多么工作的女人
1878,UgwubblQRUIRTzOMa6x4AaABAg.9alLKkFliGr9apNlDmkCpc,0,1 year ago,"i agree, liziqi is a great, great woman ❤",我同意，利兹奇是一个伟大的伟大女人❤
48078,UgwnU6OkBvY5emSaUcN4AaABAg,0,4 years ago,"the woman eats in all videos, but we are weak or i don't understand it",女人在所有视频中都吃东西，但我们很虚弱，或者我不明白
2124,Ugz9aO6tM7xlsZxzgbl4AaABAg,0,1 year ago,what a beautiful woman,多么美丽的女人
48017,UgwjhiTm3xVmiEVtWpp4AaABAg,0,4 years ago,super woman,超级女人
47967,UgwypvAf3G21vWkzbTd4AaABAg,0,4 years ago,is there anything you can't do? your a superwoman!,有什么你不能做的吗？你是女超人！
47887,Ugzxb8ONs_4gXn8MIRV4AaABAg,0,4 years ago,wonderful woman,了不起的女人
47419,Ugz9cUIaUIYCCHGnQnh4AaABAg,0,4 years ago,happy chinese new year to the world! li ziyi is really a strange woman and do everything!,Happy Chinese new year to the world! 李子柒真是个奇女子，啥都会做！
47406,UgwTRu_uycRnG2KCM2Z4AaABAg,0,4 years ago,what amazing woman ... congratulations.,多么了不起的女人...恭喜。
2301,UgyVMuleUxPJ5P1z2th4AaABAg,0,1 year ago,i love this chinese woman,我爱这个中国女人
47254,UgwyUKlQf9qgvcqRHhZ4AaABAg,0,4 years ago,the woman prepared quite a winter you know,那个女人准备了一个你知道的冬天
47191,UgybcW1U4kNj5OMsBsl4AaABAg,0,4 years ago,"she is the woman with whom every man dreams, she is beautiful, hardworking, she knows how to cook, home, humble, dominates culinary arts, agriculture, gardening, it is asian, etc. etc .... let's marry. i love you",她是每个人都梦想着她美丽，勤奋的女人，她知道如何做饭，家，谦虚，统治烹饪艺术，农业，园艺，是亚洲人等。我爱你
46092,Ugzv9Vuqmo79HTCJzc54AaABAg,0,4 years ago,dream and not a woman !!,梦想而不是女人！
47026,UgwT4xTRtaAYRYDl18h4AaABAg,0,4 years ago,my mom wants me to marry such a woman,我妈妈要我嫁给这样的女人
47024,UgyaqnzjxW3W-CVpXGd4AaABAg,0,4 years ago,is this woman looking for husband,这个女人在寻找丈夫吗
2490,Ugyg0ahHT-ZJCh4SFQF4AaABAg,0,1 year ago,"im wondering,its your daily life??or just acting for youtube??why you can do anything???chinese people mostly woman is so strong",我想知道，这是您的日常生活？
46757,UgxfJBmGIbQ4N0lha6N4AaABAg,0,4 years ago,beautiful video greetings to virtuous woman,对贤良女人的美丽视频问候
46706,UgxXHyEoHx8m86_5gHl4AaABAg,0,4 years ago,this brought tears to my eyes it's like a dream come true life. what a woman!,这使我的眼睛流泪，就像一个梦想成真。那个女人！
46705,Ugx_3FzJl0YdzVOhbgh4AaABAg,0,4 years ago,this woman very amazing.,这个女人很棒。
46698,UgwdDuZtefnWh0jM3ct4AaABAg,0,4 years ago,"it's inspirational and motivating. i'm glad i'm not the only woman out there who likes staying busy, spending time around my animals, and doing hard laborous jobs",这是鼓舞人心的。我很高兴我不是唯一一个喜欢保持忙碌，在动物周围花时间并做艰苦工作的女人
46609,UgwaNfLt_5OS9oDv8It4AaABAg,0,4 years ago,"in modern society, this one is called a talented woman!",在现代社会中，这位，才称的上是才女!
2676,Ugwwf63jCoYcm4MJLn94AaABAg,0,1 year ago,you are one strong woman. i hope you go really far in life,你是一个坚强的女人。我希望你在生活中走得很远
2749,Ugy_qo-NGAmEKQmlVTp4AaABAg,0,1 year ago,am so happy to see good people in this world and what a virtuous woman god bless her.,很高兴看到这个世界上的好人，以及多么贤惠的女人上帝保佑她。
46488,UgxUg-OhlN3-K_qlQix4AaABAg,0,4 years ago,"li ziyi's videos have always brought me a sense of stability in my heart. the beautiful paintings intertwined with nature, family, and gourmet food give people deeply washed the soul. i like everything to her, i want to marry a woman like her, but i am afraid of her omnipotent big machete. don't think that sichuan girl's knife is only used to kill chickens _ (• ̀ω • ́ ""∠ ) _ _ _",李子柒的视频一直都带给我内心安定的感觉，那种人与自然、家庭、美食所交织的绝美绘卷，给人以灵魂深处的洗涤。我中意她的一切，我想娶她那般的女子，但我却畏惧她那把无所不能的大砍刀，不要以为四川妹子的刀是只用来杀鸡的_(•̀ω•́ 」∠)_
46354,UgzId49vgzwfKE9gjed4AaABAg,0,4 years ago,marrying this woman is a very good idea,嫁给这个女人是一个很好的主意
46153,Ugx1KvWKR0G6oSfhfy54AaABAg,0,4 years ago,we already wanted to have such a woman in our lives,我们已经想在生活中有这样的女人
48553,UgxmpADqwo0aH-NKRuh4AaABAg,0,4 years ago,what a beautiful woman and very intelligent,多么美丽的女人和非常聪明
48726,Ugy2U8ary2__maB0fk94AaABAg,0,4 years ago,"real great .... very all i respect for you and funny is 2 puppy with 1 shelves baby that you don't always go with you because you are family everything is dear, u grandma really funny woman and dear grandma, gbu.",真是太好了。...我非常尊重你，有趣的是2个小狗，有1个货架宝贝，你并不总是和你一起去的，因为你是家人，你是亲爱的，你奶奶真的很有趣的女人和亲爱的奶奶，gbu。
48810,UgwHDzR9d3obIYlIbxd4AaABAg,0,4 years ago,the old woman with how well eats .... reaches 200 years of life xd,那个老妇人的饮食习惯。
48861,UgxC71iz559QQ6TASPV4AaABAg,0,4 years ago,wonder woman,神奇女侠
52489,Ugzhc9uag82su4w3x794AaABAg,0,4 years ago,yeah soo nice..you art woman.,是的，太好了..你的艺术女人。
52107,Ugz6zE0w0uU4zhl0pql4AaABAg,0,4 years ago,chinese woman so beatiful,中国女人如此美丽
51970,UgxZjMXuNr3VWvzlkCx4AaABAg,0,4 years ago,"you are amazing woman. i really happy see u , take care of your grandma. hope you have wonderful chinese new year. and prosperity and happiness always surround you. gbu",你是很棒的女人。我真的很高兴见到你，照顾你的祖母。希望您有美好的农历新年。繁荣和幸福总是包围你。 gbu
51887,Ugzulh5vFCIhualcItl4AaABAg,0,4 years ago,"japanese people 
how old is this woman?","日本人
这个女人多大了？"
389,UgwhzzFMEviyhn56CmZ4AaABAg,0,2 months ago,i think she's a very amazing woman.,我认为她是一个非常了不起的女人。
51809,UgzbZVRstd8lv63Zv8p4AaABAg,0,4 years ago,hello you are a very special woman everything you prepare looks very rich,你好，你是一个非常特别的女人，你准备的一切看起来都很丰富
51410,Ugwatuvj486cixakqap4AaABAg,0,4 years ago,i like this woman who is talented.,我喜欢这个才华横溢的女人。
674,UgzW9evk5fcxilS46cx4AaABAg,0,5 months ago,how beautiful is the woman,女人有多美丽
865,UgwGuKdqG3KMC6hL1mZ4AaABAg,0,6 months ago,"i was watching her days for corona ... a period in which we were isolated, yasser bint, really icon and an example for a persistent woman, a psychological comfort with her. her personality. i hope her return soon.",我正在看她为Corona的日子...我们被孤立的时期，Yasser Bint，真正的偶像和一个持续的女人的榜样，对她的心理安慰。她的个性。我希望她能尽快回来。
51265,Ugz_YE4ED-FhmSxvbDV4AaABAg,0,4 years ago,strange woman,奇女子呀
1131,UgxwlJBoMYE1B7QOVyZ4AaABAg,0,8 months ago,"woman, leaves me with my mouth open, of admiration, that talent, the truth can almost not believe that you do everything that shows us in your videos, here in santander/colombia we say that woman such a verraca, (as fulfilled) .",女人，让我张开，钦佩，那种才华，真理几乎不敢相信您在录像带中展示了我们的一切，在桑坦德/哥伦比亚，我们说那个女人这样的女人（如很满足）。
50998,UgxPnUzzKMnUaXeBT7t4AaABAg,0,4 years ago,that woman so incredible everything that does both food and crafts make it so easy god just give me a single gift of this woman! hahaha greetings from chile,那个女人如此令人难以置信的一切，既有食物和手工艺品，都使它变得如此简单，上帝给了我这个女人的一份礼物！智利的哈哈哈问候
50984,Ugy8HNz_Iw7dbi2q8654AaABAg,0,4 years ago,"you are amazing, you are perfect, i love you a woman !! ❤️",你很棒，你很完美，我爱你一个女人！ ❤️
50893,UgzZbAywK9J47TXNjFR4AaABAg,0,4 years ago,so nice u . i like your video so much. u r the super woman.,好你。我非常喜欢你的视频。你是超级女人。
50478,UgwXyEmRfpbnWhSbpKN4AaABAg,0,4 years ago,"what a woman u r , wow i'm just amazed, hats off u girl, and my 'm a staff nurse and having 2 children's.",真是个女人，哇，我只是惊讶，戴上你的女孩，我渴望你和新年快乐，享受印度的爱。继续发布，我非常喜欢你，我是一名员工护士，有2个孩子。
1194,UgygzzjXUo1ISLk57ol4AaABAg,0,9 months ago,whoever gets her is now the best woman in the world,谁得到她是世界上最好的女人
50173,Ugw_PmeqNQmOlRqwnH54AaABAg,0,4 years ago,you are very awesome great & strong woman.. amazing 'm from indonesia,你是非常棒的伟大而坚强的女人..令人惊讶的
50160,UgyrxA1qgbXnjKBCKAl4AaABAg,0,4 years ago,"one woman production machine that outdone the work of 10, all done with style and grace.",一台女性生产机器超过了10件作品，全部完成了风格和优雅。
50070,UgyqlJDuUAgSQvviiaN4AaABAg.8qlq2wk98Uh8qmFiods2iu,0,4 years ago (edited),"you must be high, and you must know that the man who pays respect, care, filial piety, and cherish this woman can do it. on the contrary, there are many examples that men do not practice.",必须才高八斗，懂付出尊重、关心、孝心、惜缘此女子的男子得之，反之，男子无修为即得而后离的例子多的是。
49894,UgwjQRHUimfkWd8vjuh4AaABAg,0,4 years ago,superwoman,女超人
1260,UgxKG7DJiBF7J2PHCSd4AaABAg,0,9 months ago,"the home page ๐ก & the house is very clean well maintained, a beautiful woman who is very smart, from starting to plant, process/ cook into any food can be done, very inspiring.",主页
49645,UgyXF6Elf5QVz0shtht4AaABAg,0,4 years ago,if i could give you a thousand likes you are a very hardworking woman that god bless you,如果我能给你一千个喜欢你是一个非常勤奋的女人，上帝保佑你
49470,Ugx7qmBxZ-JmD60d_xB4AaABAg,0,4 years ago,very talented woman,非常有才华的女人
1287,Ugyxte63M_61IgugGx94AaABAg,0,10 months ago,you are a beautiful woman. it brings peace to see a face as wonderful as yours,你是个美丽的女人。看到一张像你一样美妙的脸，这使和平
49191,UgymBXR8hra1AI9gUdJ4AaABAg,0,4 years ago,she’s superwoman.,她是女超人。
1629,UgygAmJDX0b6I3BXryJ4AaABAg,0,1 year ago,"cute, this woman is good too.",可爱，这个女人也很好。
48909,UgzTm-yR8oI208rng654AaABAg,0,4 years ago,i am so impressed with this woman and her family.,这个女人和她的家人给我留下了深刻的印象。
46103,Ugy3L2u5P2PYWaoaYO54AaABAg,0,4 years ago,"it's really beautiful, beautiful environment, beautiful woman, so beautiful heart.",真的好美，好美的环境，好美的女子，好美的心。
46050,Ugz2QsRcQmNINOWJXrB4AaABAg,0,4 years ago,hi li ziqi i am very fan of your videos. you are a talented woman. full of gifts and an inspiration to all. please continue to upload more videos. i'm from the philippines.,嗨，李Ziqi，我非常喜欢您的视频。你是一个才华横溢的女人。充满礼物和所有人的灵感。请继续上传更多视频。我来自菲律宾。
41617,UgxSrqLTYRlE_a18hrJ4AaABAg,0,4 years ago,this woman lives in a live-action ghibli movie and i could not be more envious.,这个女人生活在一部真人电影中，我再也不会羡慕了。
42986,UgwF3B4DwJ41oqwKcpJ4AaABAg,0,4 years ago (edited),"this woman is beautiful.
worker and dedicated, a love
<3 what i would give for someone like her.","这个女人很漂亮。
工人和敬业，爱
<3我会给像她这样的人。"
4733,UgwXubXnJzzHrPz3OyZ4AaABAg,0,1 year ago,who get this woman so lucky,谁让这个女人这么幸运
43483,Ugy2PuTJ-xL_iStRQ_B4AaABAg,0,4 years ago,the woman seems depressed by the sound of the music she's playing,女人似乎对她播放的音乐的声音感到沮丧
43480,UgyWXFEWJABwG64pPvR4AaABAg,0,4 years ago,"i was in love with the woman, what a sweet woman",我爱上了那个女人，多么可爱的女人
43476,Ugzhk06knzma3krlN8B4AaABAg,0,4 years ago,"everything is so nice - lambs, nature and girl needlewoman",一切都很好 - 羔羊，大自然和女孩针女
4735,UgzRDUyEx5lFc9Dssqd4AaABAg,0,1 year ago,"you are soooos strong ،
woman you are amazing 
i hope i could live your life","你太强壮了，，
女人你很棒
我希望我能过你的生活"
43380,Ugwf_jtKOP8PJI86Q-B4AaABAg,0,4 years ago,release this woman back to ancient times still live well =))),将这个女人释放回远古时代仍然过得很好=）））
4786,UgzEnDkWA5nFFmBLZ7p4AaABAg,0,1 year ago,she lives our dreams with the woman sisi :),她与女人sisi一起实现我们的梦想:)
43336,UgxQMti6IDosL-DoE594AaABAg,0,4 years ago (edited),'allah she is as nice and very calm as allah gives me a pious woman!,她像真主给我一个虔诚的女人一样友善，非常镇定！
4839,UgxBp0Ig_cNCT8uCgY94AaABAg,0,1 year ago,"this woman is pure beauty, not just for the way she looks but also for the way she lives her life.",这个女人是纯粹的美丽，不仅是为了她的外表，而且是为了她的生活方式。
43195,UgyXpWLUX3r5wYZLH6t4AaABAg,0,4 years ago,this is the type of woman i need to marry.. smart beautiful and motivated... i love the culture ! i need more please,这是我需要结婚的女人的类型。.聪明美丽而有动力...我喜欢这种文化！我需要更多
43159,Ugxo0ZgwYyTJCwF9XhV4AaABAg,0,4 years ago,a small woman can do this much.,一个小女人可以做很多事情。
43122,UgzJS4QGC1FvCwJXRg94AaABAg,0,4 years ago,great woman,伟大的女人
43116,UgxY_3fQLGfn4CBPr014AaABAg,0,4 years ago,"i love you, congratulations, my friend, you are a beautiful woman, and you are also talented. i like your videos, from peru, american greetings.",我爱你，恭喜你，我的朋友，你是一个美丽的女人，你也很有才华，我喜欢你的视频，来自秘鲁，美国的问候。
42962,UgwOP5uITb6TMEapg2x4AaABAg,0,4 years ago,"great quality , like how its made. 
greets from a half chinese half thai woman 
who lives in germany, im not often in asia 
to visit family so this is nice to see.","质量很高，就像它的制作方式一样。
问候一半中国半女人
住在德国的人，我不经常在亚洲
拜访家人，所以很高兴看到。"
45990,Ugz89i41wA_HvV5tQDh4AaABAg,0,4 years ago,"you are an amazing woman, at my mother's place had a huge tree of these nuts i always took to cook",你是一个了不起的女人，在我母亲的家中有一棵我总是做饭的坚果的巨大树
42697,UgzwGnBDWi42GeqeCn14AaABAg,0,4 years ago,what a beautiful woman how much simplicity and talent,多么美丽的女人多么简单和才华
42509,UgyJ1U43L5APjLLoDH54AaABAg,0,4 years ago,amazing. i fell in love from silently watching this woman & her passion.,惊人的。我默默地看着这个女人和她的激情坠入爱河。
42502,Ugz_QY6MvOSw6KUIf8V4AaABAg,0,4 years ago,what i wouldn't give to end up with a peaceful woman such as her. just a pipe dream for a kid in the middle of no where.,我不会给像她这样的宁静女人。只是一个没有什么地方的孩子的梦想。
42449,UgxlnmsHRexcxeGPrIt4AaABAg,0,4 years ago,that woman is genius,那个女人是天才
42314,UgyH0nK7aSU2mRWUamx4AaABAg,0,4 years ago,"i am in love with this woman so pretty and cooks so well, and the oven with ears haha ​​very nice, very nice culture, here women are complicated all to prepare simple things and if they do not have comforts just do not prepare anything, the culture is so pretty oriental greetings from chile",我爱上了这个女人如此漂亮，做饭很好，耳朵的烤箱哈哈非常好，非常好的文化，在这里，女人都很复杂，可以准备简单的东西，如果他们没有舒适感， ，这种文化是智利如此漂亮的东方问候
4841,Ugxfm8s8DOBucTYy6LF4AaABAg,0,1 year ago,you are so beatiful woman,你是如此美丽的女人
42164,UgzK_HLv1UDQXg54aPZ4AaABAg,0,4 years ago,how can i get this amazing food to me??? can that amazing woman send these to europe? wow wow,我怎么能给我这个惊人的食物？？？那个了不起的女人可以把这些送到欧洲吗？哇
4860,UgydF8dLZA6BxZP3HBh4AaABAg,0,1 year ago,you are so rich woman,你是如此有钱的女人
41977,UgzPWbjbPN10rT2wbzl4AaABAg,0,4 years ago,"i was like why's she cooking in such large amount, ah now i get it, she's a business woman, and it is such good way to live life, in farms. and i was pretty bumped that it only had 200k views until i saw the subscribers number.",我就像她为什么要大量做饭，啊，现在我明白了，她是一个女商人，这是在农场里生活的好方法。我很震惊，直到我看到订户编号为止，它只有200k的观看次数。
37344,Ugyi3p4pt5eEjEk4i894AaABAg,0,4 years ago,"her mother died, her father was married to another woman and now her father is also dead. her childhood is very unhappy",她的母亲去世，父亲嫁给了另一个女人，现在她的父亲也死了。她的童年很不开心
41724,UgxmvzZQcWRNJR7Ta3d4AaABAg,0,4 years ago,the woman of my dream,我梦dream以求的女人
41641,UgxmuHG-Sy8VqgGYXr54AaABAg,0,4 years ago,"it is impressive everything this young woman is never seen in other channels,",令人印象深刻的是，这个年轻女子从未在其他频道中看到的一切，
41620,UgxBntdniy6jAYiBCVt4AaABAg,0,4 years ago,the hardest working modern day woman i’ve ever seen. ❤️,我见过的最努力的现代女人。 ❤️
43644,UgwFCAr4bDjOO_-p6CB4AaABAg,0,4 years ago,"great woman, i hope more of her videos",伟大的女人，我希望她的视频更多
43665,UgyQOMHSLXvoPZVvYeF4AaABAg,0,4 years ago,this woman does work ahh !!!,这个女人确实工作了啊！！！
3731,UgziqjQqhIdru4BMBmF4AaABAg,0,1 year ago,"you are the greatest woman l have ever seen. you are devoted, kind, loving, dedicated, truthful, hard working, dedicated to your demands, inherited your ansters gift that you got great job on all you do to show this world the great gift you have l truly admire you , your foods, your talent, your contribution to this world. you are truly amazing and l can't find the perfect words to describe you but you are special my child god bless you with all your talent l watch all your videos and always amazed with your talent wish l could eat some if those delicious foods too with your grandma so loving bye my friend",你是我见过的最伟大的女人。您忠于，善良，充满爱心，敬业，诚实，努力工作，致力于您的要求，继承了您的Ansters礼物，您在向这个世界展示您拥有的伟大礼物上所做的一切都非常佩服您，您的食物，您的食物，您的食物，您的食物，您的才华，对这个世界的贡献。你真是太神奇了，我找不到描述你的完美词，但是你很特别，我的孩子上帝保佑你所有的才华l观看你的所有视频，并且总是对你的才华希望我能吃些美味的食物，如果那些美味的食物也可以吃些和你的奶奶如此爱见我的朋友
43810,Ugx-CdUm_vE432_eKY54AaABAg,0,4 years ago,"hello good morning, how are you, i love your videos, you are an incredible, very intelligent and very hardworking woman god bless you cordial greetings from costa rica",你好早上好，你好吗，我爱你的视频，你是一个令人难以置信的，非常聪明且非常勤奋的女人，上帝保佑你哥斯达黎加的亲切问候
2980,UgwuzU-kDNwUGyqRxMt4AaABAg,0,1 year ago,she is a superwoman.,她是一个超级女性。
45910,UgxWLanHrQ_TB7_eM0V4AaABAg,0,4 years ago,"this is beautiful
this woman has so much love and talent. strength and life has more than many of us. what a bless","这很漂亮
这个女人有很多爱与才华。力量和生活比我们许多人更多。多么祝福"
45756,Ugw99ATdOTpfSLjz_BB4AaABAg.8r0DpRagQy88r2qjpS-XVj,0,4 years ago,"@razerblade9508 oh give it a rest. there have been precedents to this. china won't be exactly surprising the world by posting propoganda videos, just go on google and watch them for yourselves. 
my query was just that, a query. not an accusation. to which you vociferously agreed btw. talk about hypocrisy. it will be very pleasant to me if these turn out to be just videos by a woman who is talented. but looking at the quality of the videos, i know there's a crew working for her. i don't know whether it's propoganda or not. but i hope it isn't. so think before you type.","@razerblade9508哦，休息一下。有先例。通过发布宣传视频，只需使用Google并亲自观看它们，中国就不会使世界完全奇怪。
我的查询就是一个查询。不是指控。您对此表示赞同。谈论虚伪。如果这些事实只是一个才华横溢的女人的视频，那对我来说会非常愉快。但是看着视频的质量，我知道有一个船员为她工作。我不知道是否是宣传。但是我希望不是。因此，在输入之前先三思。"
3071,Ugwjy0LTKiFynzNzcM94AaABAg,0,1 year ago,what is the stupid woman doing here?! only foolish guys follow suits here!,愚蠢的女人在这里做什么？只有愚蠢的家伙在这里效仿！
45500,UgxwpEkNCHxYHUUx34N4AaABAg,0,4 years ago,this woman worked in that video more than me in a whole year!,这个女人在整整一年都比我在那段视频中工作了！
45476,UgztJNUe99V93OwvQzJ4AaABAg,0,4 years ago,hard working woman... with nature.. love it.. so sweet.,努力工作的女人...与大自然..爱它..如此甜蜜。
