,cid,votes,含feel,含feel中文翻译
22232,UgwTvU5vIyeO-Wq5leh4AaABAg,1,"delicious,yum.... i feel so hungry",美味，百胜....我感到很饿
22250,UgzQXfczMy32iGlP9aF4AaABAg,1,thank you for making my heart smile and feeling relaxed ๐๐๐๐,感谢您让我的心微笑，感到放松
14240,UgwchI37wN07m2HybS14AaABAg.9AvWxbCK_i69BIoWNyHz5k,1,"right? i feel the same. i think it's because we share the same experience of prepping and stocking up for the new year. we might not hand make all that snacks, but the general sentiment is the same. prepping for the coldest but also happiest days of the year. being busy like a worker bee but filled with anticipation for the new year.",正确的？我也是这么感觉的。我认为这是因为我们分享了新年的准备和库存相同的经验。我们可能不会把所有零食都交给我们，但是普遍的情绪是相同的。准备一年中最冷但最快乐的日子。像工人蜜蜂一样忙碌，但充满了新年的期待。
48648,UgxyEQzHA0ACV2K9T-J4AaABAg,0,"it feels like my grandparents and nurses of the new year. at that time, hou had no money and a lot of things. i rarely went out to buy it! simple",给我的感觉就像是爷爷奶妈那辈人过年的气氛，那时侯没钱好多东西都是自己弄很少出去买！简简单单的
48464,UgwLuixiYDao6N1XZXB4AaABAg,0,"i like the nature of the girl, authenticity, and unwillingness. her works make people feel comfortable, heal, and awesome. remind me that the world is still beautiful and hopeful.","喜欢柒姑娘的自然, 真实,不矫情. 她的作品让人看了舒服, 疗愈, 给力. 提醒我这世界还是美好的有希望的."
48578,UgwJRVRIu_dPdBjRt9R4AaABAg,0,"i love this girl. the channel make me feel like i'm in a different time. like when people didnt have phones
instead completed chores and felt accomplished. and actually did something proactive.","我爱这个女孩。频道使我觉得自己在不同的时期。就像人们没有电话
取而代之的是完成琐事并感到成就感。实际上做了一些积极主动的事情。"
36951,UgwFYQu0ZjqOQGWD12d4AaABAg.8uLfY_QL-Tn92LjeAG_s7i,0,maribelle darnell i feel hungry only,Maribelle Darnell我只感到饥饿
47083,UgxZmLzgSu6N67zDyD54AaABAg,0,"was this channel inspired by almazankitchen? i feel like the style is very similar. i mean, i get the whole japanese social media zen vibe that i know a lot of other chinese channels have been following, but i just feel like the style reminds me so much of almazankitchen.",这个频道受Almazankitchen的启发吗？我觉得风格非常相似。我的意思是，我知道我知道许多其他中国频道一直在关注的整个日本社交媒体禅宗氛围，但我只是觉得这种风格使我想起了Almazankitchen。
48664,UgxO5xURd6JZzLOpPBN4AaABAg.8qmeC3Lx1YV8u8QfLEXdF2,0,asina p i feel you,asina p我觉得你
47016,UgyH1SR0-eKb6Y_bsmt4AaABAg,0,"i love your videos !!! you have become my new creator of favorite content! they are so magical, so charming, sometimes i feel that i'm really there, keep doing it, we will receive them with love.",我爱你的视频！！！您已经成为我最喜欢的内容的新创建者！他们是如此神奇，如此迷人，有时我觉得我真的在那儿，继续这样做，我们会以爱情接收他们。
48823,UgwDFR-p0h_KvZHA1oN4AaABAg,0,you are very pretty i want to learn to cook like you why i live from feels chinese 4 daughters and a son send you a big hug god bless you a lot,你很漂亮，我想学会像你一样做饭
36952,UgwFYQu0ZjqOQGWD12d4AaABAg.8uLfY_QL-Tn93PwUUp2yTY,0,same feeling,同样的感觉
48860,UgxUpDJj76zL3xIrXMV4AaABAg,0,"thank you sooo much for uploading a longer video than as usual...watching ur videos r pleasure to the eyes...♥♥ it feels soo relaxing while watching,i didn want the video to come to an end...great work...!!♥♥",非常感谢您上传的视频比往常一样。看着您的视频愉快……♥♥观看时感觉很放松，我不希望视频结束...伟大的作品... !!♥♥
47113,UgxZmLzgSu6N67zDyD54AaABAg.8qpzniBVj1S8qrLV3eGjf3,0,"@smartpants6 https://www.weibo.com/mianyangdanshen
big = more popular, higher chance of people know the channel. i said ""i doubt it"" not ""impossible"", so in a way, i still acknowledge that there's a chance that you're right. i was just offering my opinion.

so, is that your impression of me? that i'm being butthurt? i thought we were just having a discussion. please don't put ""feelings in my brain"", so to speak.","@smartpants6 https://www.weibo.com/mianyangdanshen
Big =更受欢迎，人们知道该频道的机会更高。我说“我对“不是“不可能””的怀疑，所以从某种意义上说，我仍然承认有可能你是对的。我只是发表自己的意见。

那么，这是您对我的印象吗？那我是Butthurt吗？我以为我们只是在进行讨论。可以这么说，请不要在我的大脑中放“感觉”。"
36893,UgwtUE3vqhBVnr1oB414AaABAg,0,he has no humans it feels good,他没有人类感觉很好
36281,UgytFURbzqjtC2_a9Z54AaABAg,0,i feel so happy so relaxed at ease. then theres an ad haha.,我感到非常高兴。然后有一个广告哈哈。
36605,Ugz45VoENGPeUMRpOtF4AaABAg,0,i feel like iโ€m watching a ghibli movie itโ€s so intriguing:3,我觉得我正在看吉卜力电影，这很有趣：3
36762,Ugy82RTggGms4M6iwTV4AaABAg,0,one of the finest video ever i seen ...feel like a pure traditional ..love it๐ท๐ท๐‘,我看过的最好的视频之一……感觉就像是一个纯粹的传统。
36750,UgyI7JvH-Zd6OGDiLLZ4AaABAg,0,this feels like it should be in a ghibli movie sksjskjs that seems like such a nice peaceful life,感觉应该是在吉卜力电影中
47562,UgyXIUiuEMXro3ArlIt4AaABAg,0,feel hungry....good,感到饥饿....好
47756,Ugxj_VPDVmFlWVfywhR4AaABAg,0,"you are beautiful and good! the lamb is so cute! they also have feelings and pain, don't kill them after raising!",您漂亮又有好手艺！小羊好可爱！它们也有感情和疼痛感觉，养大后不要杀了它们！
47780,UgxKel3DK7WqorJg_WR4AaABAg,0,am i the only one who watch this because it makes me feel relax? and honestly it just reminds me how beautiful earth is and how peaceful our life could be!,我是唯一因为我感到放松而观看这件事的人吗？老实说，它使我想起了地球有多美丽，我们的生活有多宁静！
47538,Ugz6eShVkhn9IPKoaFZ4AaABAg,0,it feels like we are lost here,感觉我们在这里迷路了
47892,UgxFjMXzax0BQj0ridl4AaABAg,0,her videos embody the feel of studio ghibli food. i'm so glad i found this channel!,她的视频体现了吉卜力工作室食品的感觉。我很高兴找到了这个频道！
36733,UgyXTtE95ZXdeMgh6Y54AaABAg,0,"i love these videos but i feel like more ppl should be concerned for the dogs. they almost jumped into the pit of fire and could've been hurt or scared by the uncle popping the popcorn. ... and they look like they're underweight and haven't been fed that well. i'm not accusing you for treating them poorly, but do try to take care of them and watch them around unsafe places, thank you!",我喜欢这些视频，但我觉得PPL应该关注狗。他们几乎跳入火坑里，叔叔爆米花可能受到伤害或害怕。 ...而且他们看起来像体重不足，而且还没有得到很好的喂食。我不是指责您对他们的治疗很差，但是请尝试照顾它们，并在不安全的地方观看它们，谢谢！
47473,Ugytxg9y_O_4IXas15B4AaABAg,0,it feels like doing everything is free and does not spend money kkk,感觉就像做一切都是免费的，不花钱
48048,UgyTXADvf9KSUquVl314AaABAg,0,i feel very happy to watch her make all kinds of snacks.,看着她做各种零食都觉得很幸福，过年才应该要这样才对啊
47304,UgwoE4vc_b6IRDbn-0R4AaABAg,0,"you seems to be living in an area that provides everything you need, or you have set it to be so. 
maybe you and your family has been working for years to make it possible. 
i fall in love with your abilities and skills. your videos feels very harmonious. 
thank you and happy new year. from denmark.
peter.","您似乎生活在提供所需的一切的领域，或者您已经将其设置为这样。
也许您和您的家人已经工作了多年以使其成为可能。
我爱上了您的能力和技能。您的视频感觉非常和谐。
谢谢你，新年快乐。来自丹麦。
彼得。"
36375,Ugx6AwUN4-E8M-y8IgF4AaABAg,0,i love your videos so much ! i feel free while watching it and i started to see my life in a new perspective,我非常喜欢你的视频！我在观看时感到自由，我开始从新的角度看自己的生活
47267,UgzOSCKOOEnll2hwTxZ4AaABAg,0,"this project is big, i feel that i can't finish every month",这工程大了，每一个月感觉干不完
47151,Ugypwcl9ZW4R-1MlDsd4AaABAg,0,"i’m feeling hungry i
love","我饿了
爱"
47117,UgxZmLzgSu6N67zDyD54AaABAg.8qpzniBVj1S8qsARV8N9UX,0,"426firefly bilibili is one of the top video sharing sites in china. you saying that is kinda proving my point. plus, what does it matter? i'm not saying almazankitchen is super popular necessarily. it's already been shown that she started posting videos on weibo in 2016, while they started in 2015. it may also be that she and almazankitchen got their style from some other channel or she got her style from someone copying almazankitchen. it doesn't matter. i'm just saying that it looks really similar, so i wanted to ask her if she was inspired by almazankitchen. not as an insult, but simply as a way of sharing in the joy over the style. now, i'm sorry that you feel i offended the dignity of your goddess.",426firefly bilibili是中国顶级视频共享网站之一。你说这有点证明了我的观点。另外，这有什么关系？我并不是说Almazankitchen一定是超级受欢迎的。已经显示出她于2016年开始在微博上发布视频，而他们于2015年开始。这也可能是她和Almazankitchen从其他一些频道中获得了他们的风格，或者她从复制Almazankitchen的人那里获得了风格。没关系。我只是说它看起来真的很相似，所以我想问她是否受到Almazankitchen的启发。不是作为侮辱，而只是作为分享风格的喜悦的一种方式。现在，很抱歉您感到我冒犯了您女神的尊严。
36588,Ugxx2Sgkzo8Fym8YnUR4AaABAg,0,this is amazing i feel happiness when i see it iwish to visit this place,当我看到它访问这个地方时，我会感到幸福，这真是太神奇了
48153,UgzbCxmEKlDDbaoIOnR4AaABAg,0,"hello , i am not good to much good in english but i want to tell you something : your video really pretty , but i want to tell you about my reagin and it’s the islam , i just want you read about it and maybe allah help you to find the way , its not like isis but its about the one god 

my allah help me and i feel , and when i read quran sometime i feel like it read my mind and i feel its good for my hart 

so if you want you can search about it and now the truth 

allah help you","您好，我的英语不好，但我想告诉您一些事情：您的视频真的很漂亮，但我想告诉您我的理由，这是伊斯兰要找到道路，它不像ISIS，而是关于一个神的

我的真主帮助我，我觉得，当我阅读古兰经时，我觉得它读了我的想法，我觉得它对我的hart有好处

因此，如果您愿意，您可以搜索它，现在是事实

真主帮助你"
36566,Ugwt9HCIbQb6pCDaJvh4AaABAg,0,"she has a life full of peace, i feel a little envy...",她的生活充满了和平，我有点羡慕...
47736,UgwUXe76brFFiNWoZ454AaABAg,0,i feel like lost!,我感觉迷路了！
48196,UgwJ_gAPygwD3blXGCl4AaABAg,0,it feels like a show,感觉像作秀
48226,UgwApDLVyBnG0Aq6hxh4AaABAg,0,couldn't be more happier am so glad i found this channel i feel so refreshed to go to work now ...❤❤,再也不会更快乐了，我很高兴我发现这个频道我感到很清楚地去上班...❤❤
47116,UgxZmLzgSu6N67zDyD54AaABAg.8qpzniBVj1S8qrPsF4nCx8,0,"@smartpants6 i did look at them and now i know. in fact, i am subscribing to them on youtube right now, their channel is good. ""you were defending your goddess."" and that is your assumption. like i said, don't put ""feelings in my brain"". i like zi qi, sure, but i don't worship her.",@smartpants6我确实看着它们，现在我知道了。实际上，我现在正在YouTube上订阅它们，它们的频道很好。 “你在捍卫你的女神。”这就是您的假设。就像我说的那样，不要把“在我的大脑中”放置。当然，我喜欢Zi Qi，但我不崇拜她。
41764,UgxlypRsK7Ki9nYor0Z4AaABAg,0,"looking at how complicated her dishes look, i feel ashamed for my town's cuisine. if my people weren't so proud of our cuisine, i wouldn't be. but seeing this, we were so proud of nothing. 
im not from a culinary school or anything. but just like her, i learned from other people in my locality. 
.
also.. 
what kind of a popcorn cooker is that? that should be a weapon","看着她的菜肴的复杂性，我为我的镇美食感到羞耻。如果我的人民对我们的美食不那么自豪，那我就不会。但是看到这一点，我们一无所获。
我不是来自烹饪学校或其他任何东西。但是就像她一样，我从当地的其他人那里学到了。
。
还..
那是什么样的爆米花炊具？那应该是武器"
50077,UgzTFeN46NIceL3Ox3N4AaABAg.8qlpzlgQ2g68r2K_WTNTMn,0,also watch many videos of this type but the feeling of dislike of tu that,还观看了许多这种类型的视频，但对Tu的不喜欢的感觉
49521,UgyrcpvD1zbYInsUIxV4AaABAg.8qm53uZF6V38qm5qbiO_5G,0,"it feels just like a pineapple, i used to collect 50 kg within 3 days with bare hands.",感觉就像是菠萝一样，我曾经用裸手在3天内收集50公斤。
51790,UgxyVuEJujDR8xECZUZ4AaABAg,0,i feel relaxed when i see her videos. big fan of her.luv u from india,当我看到她的视频时，我感到很放松。她的忠实粉丝。来自印度的luv u
35368,Ugya5b-rZSVuUwiFBYh4AaABAg,0,"ยฟwhy does everything in her videos looks so cute? the environment, the food, the sheep and the puppies, those pomelos, and obviously her. damn, everything is captivating... i wonder if this is her everyday life; if so, i'm just feeling jealous.",„为什么她的视频中的所有内容看起来都这么可爱？环境，食物，绵羊和幼犬，那些pomelos，显然是她。该死的，一切都令人着迷...我想知道这是否是她的日常生活。如果是这样，我只是嫉妒。
51973,UgyCMG9OuK3UrMLKgMN4AaABAg,0,fk the soundtrack is from digimon n now im feeling nostalgic n sad n relaxed all at the same time,FK配乐来自Digimon n现在我感到怀旧n sad n同时放松了
35241,UgyNqSBxQ1unsoLPgsR4AaABAg,0,"the good girl is full of vitality and watching you busy to make a lot of things, so i feel so happy ๐ฅณ",好能干的姑娘 元气满满 看着你忙忙碌碌的做出好多东西就觉得好开心
51981,UgzxiFeCbVJsSN9KZdp4AaABAg,0,"this is very inspiring, it feels like to have an environment like clean air, clean water, plants all fertile",这是非常鼓舞人心的，感觉就像拥有清洁空气，清洁水，植物一样肥沃的环境
35070,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-8vrU7gbdSuf,0,i like to think if she would feel proud of me before doing anything,我想想她是否会在做任何事情之前为我感到骄傲
35068,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-8voLQpcA2PX,0,i feel the same way. this girl knows so many things. she's so smart and hardworking. she looks so happy. i honestly envy people who manage to live so beautifully and peacefully. that place is gorgeous.,我有同样的感觉。这个女孩知道很多事情。她是如此聪明和勤奋。她看起来很高兴。老实说，我羡慕那些设法如此美丽，和平地生活的人。那个地方很漂亮。
52155,Ugydz4Ro8seD1fvnQrh4AaABAg,0,"your videos always make me feel peaceful. and my dream is live in the place like your area when i grow old. with beautifu scenery, nice weather, warm sun, foggy road",您的视频总是让我感到和平。我的梦想像我长大时一样在您所在的地方生活。拥有美丽的风景，良好的天气，温暖的阳光，有雾的路
52200,UgxN7pOSNzGVFsbVb0J4AaABAg,0,every time i saw her video....i feel like....gone to old days....very special feeling....love from india,每次我看到她的视频。...我觉得....去了过去....非常特别的感觉。...来自印度的爱
52205,Ugy9Y6Hqk8_cqFfyidB4AaABAg,0,"i missed your videos! your videos makes me feel happy and relax, you're amazing!",我错过了你的视频！您的视频让我感到快乐和放松，您很棒！
34899,UgxuS734B8L7Hi0nGRV4AaABAg,0,now i feel like a lazy american,现在我感觉像个懒惰的美国人
34892,Ugyy0a61b1EdL-0x4Md4AaABAg,0,it feels like i'm watching real life version of some kind of mental healing japanese anime. my soul is completely purified....awesome video!!!,感觉就像我在看现实生活中的某种心理康复的日本动漫。我的灵魂完全纯化了....很棒的视频！！！
34795,UgzI9CoxDX_LpPvuneJ4AaABAg,0,there is a li ziyi who feels hungry ๆ่ง,有李子柒 感觉不会饿
34779,UgyQpM0HVnaBQhUMEap4AaABAg.8usp0Ub-hJg8vLdc4IqgFh,0,damn i feel you ๐’”,该死的我觉得你
52213,Ugxq7t-wAgg5kzVSTkd4AaABAg,0,"always feeling jealous about your lifestyle,, lot's of love from bangladesh ❤️",总是对您的生活方式感到嫉妒，孟加拉国的很多爱
52226,UgzoezDrzCEUJ5AYqwh4AaABAg,0,"in recent years, i feel that i don't feel much chinese new year,
i don't know why i really feel that the new year is coming after watching ziqi's video, and i am looking forward to this new year this year","最近几年都觉得没什么过年的感觉，
不知道为什么看完子柒的影片后才真的觉得过年快到了，也很期待这次的过年"
52261,UgxKg0-Ym6OXq13OoDR4AaABAg,0,"i like it. follow every clip. because i feel that it looks fun when cooking, i like to open it. still ask to keep the clip to watch. i like it. from thailand",我喜欢它。遵循每个剪辑。因为我觉得它看起来很有趣烹饪时，我喜欢打开它。仍然要求保持剪辑观看。我喜欢。
52278,UgxtUn7iyyWTInZbVf14AaABAg,0,"i feel nostalgic when watching the video, i miss my simple life in my country, my village our life was simple like this....",观看视频时，我感到怀旧，我想念我在我的国家中的简单生活，我的村庄我们的生活很简单。
52329,Ugz1Y7g_h614OzL2FQt4AaABAg,0,i love your video very much. i feel rilex,我非常喜欢你的视频。我感到莱利克斯
52451,Ugw2h392Gglb4bn9rid4AaABAg,0,i feel like the lunar new year is already here now!!!,我觉得农历新年已经在这里！！！
52508,UgxUmJ3LVj5_M0p5rEh4AaABAg,0,i feel hungry,我感到饥饿
34665,Ugya9QtZTJJmLpItsu94AaABAg,0,this video make me feel so good,这个视频让我感觉很好
34643,Ugzh7Wrl08aKQIOJHpx4AaABAg,0,"foreigners feel novel when watching this, we look at this feeling, this is what we canโ€t return",外国人看这个感觉新奇，我们看这个感觉怀念，这是我们回不到的曾经
34535,UgzxGIPg46-ZM8xsvwp4AaABAg,0,is this the real life or just for videoshoot.. i really feel the reality.. oh gorgeous๐’–,这是现实生活还是仅仅是为了视频。我真的感觉到现实..哦，华丽
52624,Ugy36m5psleL1ebogCh4AaABAg,0,"you have enough steminer.never feel tiered.love from india,assam.",您有足够的茎。
34505,UgzBNPaiy0-Px0aeJnl4AaABAg,0,these videos feel like the intro to an anime before the villians attack the village and destroys the main character's life.,这些视频感觉就像是在Villians攻击村庄并摧毁主角的生命之前的动漫的介绍。
51863,UgziZ7OVW6TCN7A0RC94AaABAg,0,it's so relaxing to watch your videos.. but now i feel like addicted,观看您的视频真是太放松了。但是现在我觉得上瘾了
35583,UgyS4q4WmiU-XzawC1B4AaABAg,0,feels like im dreaming....,感觉就像我在做梦。
36167,UgwhyjBHrqY9Dy3Wxkh4AaABAg,0,i feel like these videos are straight out of a studio ghibli film.,我觉得这些视频直接来自吉卜力工作室电影。
51767,UgwltZjkPVs8qgPQybx4AaABAg,0,thank you for the good video. i feel so comfortable ^^,谢谢你的视频。我感到很舒服^^
49538,Ugy-GIvC6ZypyJOAZ6J4AaABAg,0,"this episode make me feel warm, i love it.",这一集让我感到温暖，我喜欢它。
49631,Ugz7_mCoYBUr_v3VUKF4AaABAg,0,i feel healing,觉得疗愈
49651,UgzO85At0v5SeByC2Ph4AaABAg,0,"i feel like i'm alive.
it is a fulfilling ideal life ☺️
i also want to live like this. first of all, i have to be a hard worker","我觉得我还活着。
这是一个充实的理想生活☺️
我也想这样生活。首先，我必须成为一个勤奋的人"
49759,UgxizEqj_8IwSudzuDV4AaABAg,0,"whenever i am irritable, i feel that you will follow the precipitation after watching your film, and sometimes you will smile unconsciously, because that is my dream of life, i have the opportunity to fly over and see the good mountains there. water.",每当心浮气躁的时候，看了妳的影片心情就会跟着沉淀，有时候还会不自觉会心一笑，因为那是我梦想的生活，有机会希望能飞过去看看那边的好山好水。
49950,UgyAFQR-4Y7wcy8S27t4AaABAg,0,today i feel so gloomy... but your video make me smile. thank you~,今天我感到很沮丧...但是你的视频让我微笑。谢谢你〜
50053,Ugygcmar2JXn-ntZJYh4AaABAg,0,this is the feeling of the new year,这才是新年的感觉
36965,UgwFYQu0ZjqOQGWD12d4AaABAg.8uLfY_QL-Tn9AH75bU4wwi,0,"when watching these videos, i feel calm in my heart",看这些视频时，我感到内心平静
36003,UgyhyXflybsr2hUCb_B4AaABAg.8uYsqKM0ju78urPLnjEg96,0,true ...i loved it .its so melancholic and beautiful feelings .,是的...我喜欢它。它是如此的忧郁和美丽的感觉。
35939,Ugxy7FWYfYuT9JVoPXd4AaABAg,0,where does she live?! why is this place so beautiful?! just watching one video making me feel at peace!! <3,她住在哪里？！为什么这个地方这么美丽？只是看一个视频让我感到和平！ <3
50133,UgxzzYVDoafPIAl0UIJ4AaABAg,0,even if i don't understand chinese i will stil watch your videos! it is just so relaxing and i feel so peaceful thank you! happy lunar new year!,即使我不了解中文，我也会观看您的视频！真是太放松了，我感到非常宁静，谢谢！农历新年快乐！
50477,Ugzzz3OdisGfheRJm_l4AaABAg,0,"when i was in the video, i thought it was when i was in the countryside. as the stars will really fall, the sky shines. you can feel it indirectly. awesome !!",当我在视频中时，我以为是我在乡下的时候。随着星星的真正落下，天空闪耀。您可以间接感觉到它。惊人的 ！！
50520,UgxbH2T4WQSlJbuWeLN4AaABAg,0,thank you for uploading! i feel like watching harvest moon because of the bgm,谢谢您上传！由于BGM
50545,UgxsCZ0HjcyK1FN6KA54AaABAg,0,so christmas feel,好有圣诞feel
50710,UgwAjufo7DPkHsdtfe94AaABAg,0,if you see this. life feels without beben,如果您看到这个。没有贝本的生活感觉
35925,UgwrFQ_6IkLtyX0HLZt4AaABAg,0,"every time i look at it, i feel so hungry oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh? i want to eat popcorn flowers and peanuts.",每次看都感觉好饿哦哦哦哦，想吃爆米花花生瓜子雪花酥糖葫芦牛肉干芒果干……
35897,Ugwt93y2KDhBpVVhept4AaABAg,0,i feel the serenity when i watch this amazing lady,当我看这位出色的女士时，我感到宁静
51222,UgwJugLv-xVVSrlbdT94AaABAg.8qlYTLV3Tce8qlqYT3LYjx,0,@nonenone-jb5xq feels particularly profitable!,@nonenone-jb5xq 觉得特别利！
51258,Ugw_p_xhPxUEc0u7CQ54AaABAg,0,"i don't know y whenever i see this girl time freezes and i am feel so good .....the entire video i just smile ....n the food that she makes is so mouth watering and delicious .....thanks for making me feel so amazing 
#spreadinghappyness♥️","每当我看到这个女孩的时间冻结时，我都不知道你感觉很好.....整个视频我只是微笑.... n她所做的食物是如此令人垂涎和美味。感谢让我感到如此惊人
＃传播愉快的♥️"
35817,Ugxk3mJ5SFGn7TacFvt4AaABAg,0,where does my sister live? i want to see your home! feeling your spring festival snacks are delicious!,姐姐住在哪里？我想看你家！感觉你的春节小吃品好吃呀！
51332,Ugzl5PWv7cp7cjKE-1l4AaABAg,0,feel comfortable,舒服的感觉
51483,UgzMdoKKH6vnq9AkBVt4AaABAg.8qlVU62cmRG8qlbhldyPoK,0,feelsgoatman your head is broken？,感觉到我的头被打断了？
51553,Ugw0-dQBiOXlCY2qNhp4AaABAg,0,"usually in the past videos. miss li showed a little sentimental. in the process of uncle popcorn, she covered her grandmother's ears and exclaimed. it was rare to see the girl's feelings.","通常在以往的视频中.李小姐多少都显示有点多愁善感状。在大叔爆米花的过程中,她掩着奶奶耳朵,雀跃地惊呼.才难得地一睹那少女的情怀。"
51577,UgzEHkoH-D-r3lAEtYh4AaABAg,0,"watch for quite a long time but never left a comment. i really like scenery, mountains and forests, dishes made from the things i planted, .... it feels like the real writing novels that really appear before my eyes. thanks for everything!",注意相当长的时间，但从未发表评论。我真的很喜欢风景，山脉和森林，由我种植的东西制成的菜肴。...感觉就像是真正出现在我眼前的真正写作小说。谢谢你的一切！
51764,UgysBVb4zvFB3NwroC54AaABAg,0,i love u sister. ..i don't understand ur language. ...ur life....and of course ur food. i am vegetarian ...bt watching ur vedios. ....i feel like living a life with u....lots of love from india,我爱你姐姐。 ..我不懂你的语言。 ...你的生活....当然还有你的食物。我是素食主义者... BT看着您的Vedios。 ....我觉得自己和你一起生活....来自印度的很多爱
35609,UgyVWcNmS9eaDsyNwlN4AaABAg,0,suddenly i feel wanna be a village girl ^^,突然我想成为一个乡村女孩^^
36958,UgwFYQu0ZjqOQGWD12d4AaABAg.8uLfY_QL-Tn96hqJA_R6Xn,0,im feel also peace when om watching too โบ,我也看着我也感到和平☺
37487,UgzGDLQS2PVPIZuqwUJ4AaABAg,0,i love that place... i can feel the peace in it...,我爱那个地方...我能感觉到它的和平...
46906,Ugxiu5Rqtun1a8vMJWh4AaABAg,0,"mom, i feel that i am in love",妈妈我感觉我恋爱了
40293,UgxxqoG5v31WuiGOSF94AaABAg.8sRHyZHBCD38samNmFdTzy,0,i feel same way,我也有同样的方式
40714,Ugw3Ph2rNga7WOsv4s54AaABAg,0,it's just me or at 5:17 kinda remembered me digimon song? and the video itself makes me feel like i'm in heaven since it's so calm and lovely. but i know that since i've been raised in a city i'll never survive normally like her. you are awesome <3,只是我还是5:17记得我的Digimon歌曲？视频本身使我觉得自己在天堂，因为它是如此平静和可爱。但是我知道，自从我在一个城市长大以来，我将永远无法像她那样正常生存。你很棒<3
42629,UgysNPrX5fyPV_FakZR4AaABAg,0,"i am not interested in nature, but their interest in cleanliness .. and their feelings are working on clean .. the thing that unfortunately is missing in most arab countries",我对大自然不感兴趣，但他们对清洁感的兴趣。.他们的感受被用来清洁..不幸的是，大多数阿拉伯国家缺少的东西
42682,UgxtJz4EUs6mM_Irxxl4AaABAg,0,"usually, people who don't eat chinese food. but watching you do and feel like eating
the lakes are very cute.","通常，那些不吃中国食物的人。但是看着你做的，感觉就像吃
湖泊很可爱。"
42774,UgyXbV6dyRMHdi8LSZl4AaABAg,0,it feels strange,感觉很奇怪
40640,UgwTbjNd5BhKpxXiH-h4AaABAg,0,"beautiful.
i feel lovely to work in a hurry","美丽的。
我很高兴工作很高兴"
40587,Ugw1dbYa6mNHCpKfRrZ4AaABAg,0,"although it is a video of ""carefully planning and deliberate production"", i still make me feel happy and quiet",虽然是“精心策划 刻意制作”的视频 但仍旧让我感到幸福 安静
42804,UgxiZnMAVM0m6nhTO9N4AaABAg,0,"ae vietnam 't know what people feel. although i have only 18 years old now, what do people think?",Ae越南
42985,UgxA-N0AprMBuScf5QN4AaABAg,0,"i would love to write in words what i feel to see this video but it is impossible, thanks for sharing.",我很想用文字写我想看这段视频的东西，但这是不可能的，感谢您的分享。
43031,Ugw9GZs9TOFagMN7TCV4AaABAg.8rSFVREWTcL8rdn1uVMTtU,0,"@roseangel7903 start by making one meal a week then two then three, change is amazing and you will feel always better for it.",@Roseangel7903从一周一餐然后两顿饭然后三个开始，更改是惊人的，您会总是感觉更好。
40534,UgzE91HFyOTLDemvB5R4AaABAg,0,it feels so hard!,感觉好辛苦！
40400,Ugwduf6Ls536zZh-KOl4AaABAg,0,i got the digimon feeling,我得到了数码兽的感觉
43222,Ugyhy_OfNAE2XdxfUON4AaABAg,0,of feels asmr,感觉asmr
40298,UgzoBPSJyV75f7kwd894AaABAg,0,"i feel sad for the hungry puppy

wǒ wèi jī'è de xiǎo gǒu gǎndào nánguò","我为饥饿的小狗感到难过

Wǒ wèi jī'è de xiǎo gǒu gǎndào nánguò"
43235,Ugwvkn4bqxTDiplXTC94AaABAg,0,her vids make me feel grateful,她的视频让我感到感激
43724,UgxNzJ6PZiQymaiNV3R4AaABAg.8rIvoP8deLE8revtqhh6VL,0,"don't want to sound mean, but this seems to good to be true. it gives me huge propaganda feels. perfect mix of cultural revolution, traditional lifestyle and modern world reduction. a huge big add for a more sustainable way of life? china 2050? 
the message itself is a beautiful one: work hard, live simple, honour your elders and don't copyy the west.","不想听起来卑鄙，但这似乎是真的。它给了我巨大的宣传感觉。文化革命，传统生活方式和现代世界的完美结合。为更可持续的生活方式增添了巨大的巨大添加吗？中国2050年？
信息本身是一个美丽的信息：努力工作，生活简单，尊重您的长者，不要在西方复制。"
43236,UgyRv4769st-Ihrq0xZ4AaABAg,0,i like this kind of life. it feels like you live in a movie life,我喜欢这种生活。感觉就像你生活在电影生活中
43334,Ugw7EfmPsf-EscgbYKF4AaABAg,0,that music...your life style feeling good....oh my god i want to see you... love from india,那种音乐...你的生活风格感觉很好。。。哦，天哪，我想见你...来自印度的爱
40183,UgxgHQDmOQyE8VWZjUx4AaABAg.8sXQBF4grAT8saWOHYJX2q,0,"@yirect1162 yes, it feels very proud",@yirect1162 是的呢，感觉很骄傲
40146,UgwH8wwtDdPF_DAjmIR4AaABAg,0,i feel like im watching a movie.,我觉得我正在看电影。
43398,UgwL3DJ7dk08ACKjfNt4AaABAg,0,"like this way of life, feeling peaceful, not busy, happy, fresh, independent, in the midst of abundant nature",就像这种生活方式一样，在丰富的大自然中感到和平，不忙，快乐，新鲜，独立
