,cid,votes,含watch,含watch中文翻译
6497,UgxzX06sixTQGjcrUbV4AaABAg,28,watching these videos makes me realize how terrible and far we have detached ourselves from true life. no wonder people have some much chronic stress and health issues.,观看这些视频使我意识到我们已经与真实生活脱节了。难怪人们会有很多慢性压力和健康问题。
13413,Ugy1r1ukYlGOCEX02C94AaABAg.9BoMps1mmw-9CSt_RgAlle,28,"@theanimarium9612 we can still get on with vpn no problem, it's not completely banned. the thing is youtube is not some platform that mainland chinese people use regularly anyway, so most of time people are not interested in getting on here. we use bilibilli and weibo etc. to watch videos.",@theanimarium9612我们仍然可以继续使用VPN，这不是完全禁止的。问题是，YouTube并不是中国大陆人们经常使用的平台，因此大多数时候人们对进入这里不感兴趣。我们使用Bilibilli和Weibo等观看视频。
22889,UgwmY7-7oRmSmYPbylZ4AaABAg,28,"finally youtube recommended something iโ€ll forever thankful for !!๐ญ๐ญ her channel is so relaxing and i canโ€t stop watching her vidoes 
2019/ 2020 
whereโ€s my late squad at ??!","终于，YouTube推荐了一些我永远感谢的东西！！她的频道很放松，我无法停止观看她的视频
2019/2020
我晚期的球队在哪里？"
19627,UgyVXzLMBUAlVF5vRst4AaABAg,27,"omg these videos are so satisfying to watch, makes me wanna learn cooking.",天哪，这些视频非常令人满意，让我想学习烹饪。
26761,UgzEKGRRRBF_SEuGJYN4AaABAg,27,"i watched almazan kitchen and her vids appeared in the recommendation. for once, thks youtube ๐",我看着Almazan Kitchen，她的视频出现在推荐中。一次，YouTube
7057,Ugz87DXCZXoEkKUWMhh4AaABAg,26,"whenever i watch her, it instantly gets me motivated to do absolutely anything.",每当我看着她时，这立即使我有动力去做任何事情。
14950,UgzH0Mc0df0fv7-DYzp4AaABAg,26,"i feel motivated when i watch her channel.
i feel like i wanna clean the mess up on my room","当我看着她的频道时，我会感到有动力。
我觉得我想清理房间里的混乱"
14505,UgwcbymnYMKqZHvQGp14AaABAg,26,"this video has been watched many times, and today i found out that the number of clicks exceeded 60 million! this can only be done by ziyi. admire, move, admire. i hope she will last!",此视频已经看了许多遍，今天才发现点击人数超过了六千万!这只有子柒才能做到。佩服，感动，赞叹。希望她盛况长存！
29378,UgzaUi1BnSKxfZDQprN4AaABAg,25,"omg the dogs are soo cute ! after watching, iโ€ll never complain about hard work ๐ช",天哪，狗太可爱了！看完之后，我永远不会抱怨辛勤工作
14989,Ugx-huIVh5dFs965IHJ4AaABAg,24,who is watching this in quarantine and thought at the first part it was like the demon slayer( kimetsu no yaiba) song?,谁在隔离中观看这首歌，并在第一部分想到就像恶魔杀手（Kimetsu no Yaiba）歌曲？
19620,UgwT6rri1UbJxG7Y5-x4AaABAg,23,does she have her own little store... shes so relaxing to watch,她有自己的小商店吗？
1514,Ugx_FVAqTTxDvheeMjl4AaABAg,23,"this is actually better then watching slice of life show , it is just so wholesome",实际上，这比观看人生表演更好，这是如此有益健康
17289,UgxFaFQaeRDk_IUPuQN4AaABAg,21,"the legendary video with the highest playback volume, come and watch.",传说中播放量最高的视频，前来围观一下。
45932,Ugz168wNlbRHQ1J66rx4AaABAg,21,"u r my favourite... my 5 year old daughter also like u. she always tell dat""mamma am watching ur friend video."" dat makes me happy",你是我最喜欢的...我5岁的女儿也喜欢你。她总是告诉dat“妈妈正在看你的朋友视频”。 DAT让我开心
37011,UgwE6az0IF1Y3ITxy3x4AaABAg,21,you really are a beautiful and very good girl. i often watch your videos very well and meaningfully.,你真的是一个美丽而非常好的女孩。我经常很好地观看您的视频。
44470,UgwVU7yQZgXNC9n_mhZ4AaABAg,21,every second.. i stuck with this net problem.. iam not leaving till the end... love it. and who else is watching this in 2019.,每一秒..我坚持了这个网络问题.. iam直到最后才离开...喜欢它。还有谁在2019年观看。
4494,Ugz_tai02hJCgkXmdrV4AaABAg,21,was just hanging out and watching this and realized we got english cations again❤️,只是在闲逛，看着这个，意识到我们又得到了英国阳离子❤️
34726,UgxdLfohPguCQF7GD6Z4AaABAg.8uuiHXSSyea8v5xgeSr-r9,21,no.. i want it stick on youtube. just watch the ads to support her.,不..我想要它粘在YouTube上。只需看广告支持她即可。
43794,UgyyBm-8_ZYK8anhOLN4AaABAg.8rIMvIWiIC08rJu6Rwr-lK,21,"she started uploading her videos in 2016, and in may 2017 she hired a photographer who worked on tv and an assistant for her team, you can watch her early videos (all by herself)in weibo.
her original channel http://weibo.com/u/2970452952","她于2016年开始上传视频，并于2017年5月聘请了一位摄影师，他在电视上工作并为她的团队助理，您可以在微博中观看她的早期视频（全部）。
她的原始频道http://weibo.com/u/2970452952"
28652,UgzPJkjRzJIR4lb5H9h4AaABAg,20,"after watching every videos of her, my dreams have been changed",观看了她的每个视频后，我的梦想已经改变
51534,Ugwfoieqk1hVCkXbwWh4AaABAg,20,"watch ziyi's video, fried my tofu balls. zhu ziyi and her mother -in -law's lunar new year's year of the pig! i wish the chinese lunar new year pig in the year of the pig in the year of the pig in the year of the pig in the year of the pig in the year of the pig in the year of the year of the pig!",看子柒的视频，炸我的豆腐丸子。祝子柒和婆婆农历猪年平安健康！祝天下华人农历猪年平安健康，吉祥如意！
7593,UgwTI7dQPta4CmB7AGh4AaABAg,20,"i like ziqi so much. forever full of positive energy and skills. watching her video is a great enjoyment and happiness. i also like her chinese windbreaker, so beautiful and comfortable. blessing ziqi, come on!",太喜欢子柒了。永远充满了无限的正能量和技能。看她的视频真是一大享受和幸福。我也好喜欢她的中国风衣着，真漂亮舒适。祝福子柒，加油！
26126,UgwQdehRp_7a7Gz3Xz94AaABAg.8zoNNAQmde-9-06TkIai9_,20,"@user-sc8cy5qc6e it doesn't matter if her videos are fake or real, what matter is the positive vibes it brings to it viewers. real life is very stressfull and suffocating watching her videos make us calm and happy and it doesn't matter if she makes billions or trillions out of it.",@user-sc8cy5qc6e她的视频是假的还是真实的，它带给观众带来的积极共鸣。现实生活中的压力很大，看着她的视频令人窒息，使我们平静而快乐，无论她赚了数十亿美元或数万亿美元都没关系。
19811,UgzyjnYzf5fCj_83dm54AaABAg,19,after watching this whenever i think about what a goddess would look like this woman comes to mind,每当我想到一个女神会像这个女人时看什么
33779,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48w2m0SsWpiH,19,"@kathaleenwood2426 ugliness is two drug addicts murdering a young woman, then cutting her body up and dumping it in a river. which is what happened to nichole. now ... people like you can watch this video and not understand that it is highly produced, that she is deceiving her followers. you have clearly not read through the comments on her videos where people are putting themselves down and judging themselves against this fakery. i have watched many how-to videos on yt and they don't lie to their followers. they show how long it actually takes to make things. they show how dirty you get when you do probably 75% of the things she does. idgaf, she'll eventually be exposed but people will follow her anyway because they'd rather have her fake feel-good life rather than deal with real, difficult things like nichole alloway's murder.",@kathaleenwood2426丑陋是两个吸毒者谋杀一名年轻女子，然后将她的身体倒在河里。尼科尔发生了什么事。现在...像您这样的人可以观看此视频，并且不明白它是高度生产的，她在欺骗她的追随者。显然，您没有阅读她的视频评论，人们将自己放下来并判断自己反对这个伪造的评论。我已经在YT上观看了许多操作视频，但他们不对追随者撒谎。他们表明实际需要多长时间。他们表明，当您做她所做的事情的75％时，您会感到多么肮脏。 IDGAF，她最终会暴露出来，但无论如何人们都会跟随她，因为他们宁愿拥有她的假感觉，而不是处理像Nichole Leceray的谋杀案这样的真实，困难的事情。
38541,Ugx1P89G_Bd-0LVKkF54AaABAg,19,"when i watch your videos i feel peaceful, you are a wonderful human being and depending on what i saw, i think you are really talented and experienced in such young age .
amazing .","当我观看您的视频时，我会感到和平，您是一个很棒的人，根据我所看到的，我认为您在如此年轻的时候就非常有才华和经验丰富。
惊人的 。"
4892,UgwNudhPDlwl0It7h9h4AaABAg,19,i don't know how many times i've watched this. it's addicting.,我不知道我看过多少次。这令人上瘾。
18512,UgxxYvHDiF1Y9HkMc9x4AaABAg,18,"cool video！ i watched with great pleasure. everything is natural, and i think everything is delicious. the quality, not the collision.",很酷的视频！我非常高兴地看着。一切都是自然的，我认为一切都很美味。质量，而不是碰撞。
39097,Ugz7DJuzNP_-Qm-B-UR4AaABAg,18,"i feel comfortable to watch
its arab follow -up from iraq, how many arabs, and it is like you like","我很舒服看
它的阿拉伯跟随 - 来自伊拉克，多少阿拉伯人，就像您喜欢"
22452,Ugzk2hZzSJPMNCq5HPR4AaABAg.92v_huHNonN9393Xg_lP7o,18,i bet none of you cant even get off your phone while you all watch this on your bed/couch. stop lying to yourselves,我敢打赌，当你们都在床/沙发上观看时，你们甚至都无法下车。停止撒谎
42628,UgwfE9uRUBjkCMDzOlV4AaABAg,18,"watch the video !!!
subscribe to ~~","好好看的视频啊!!!
订阅了~~"
4405,Ugx5IhjLdlsIx_x9sQB4AaABAg,17,im crying after watching this how caring she is...,我看着这是多么关心后哭了...
6059,UgypDTBfFVTh94R9RAB4AaABAg,17,"watching more than 90 million times, all kinds of languages, so scary! it's so beautiful, i can really evoke my childhood memories",9000多万次观看，各种语言评论，好吓人啊！太美了，真的能勾起童年回忆
6246,UgyfvAs8v50Q9qktIkx4AaABAg,17,"thank you ziyi! after watching the video, get healing, and you can face the new week tomorrow. may you, grandma, family members are good. bleak",谢谢子柒! 看完影片，得到疗愈，明天又可以好好面对新的一周。愿妳，奶奶，家人都好。
28153,UgyfZt1srEV6MZYvEt94AaABAg,17,"li ziqi, let me tell you something, the world is still great because it has someone like you. i mean, the world needs a lot like you. i promise i'll watch all your videos everytime i get a chance, too bad i just found out your channel today. no, it's not bad, it's great coz i had a chance to find this out, i subscribed right away. keep it up!",李齐（Li Ziqi），让我告诉你一些事情，世界仍然很棒，因为它有像你这样的人。我的意思是，世界需要很多像你一样。我保证，每当我有机会时，我都会观看您的所有视频，太糟糕了，我今天刚刚发现您的频道。不，这还不错，很棒，因为我有机会找到这个问题，我立即订阅了。继续努力吧！
