,cid,votes,含culture,含culture中文翻译
29038,UgzVX1s3HdmhWmmILgN4AaABAg.8yXyAuH9Z1Y8yf0AXGMkPq,0,"@user-dw6rn9zh6c pay attention, there are always a lot of both May 2018 and there are still 3 videos there, and for the last month there are. ONE that the NP is growing)? Or she loves the pappis so that she constantly selects them, and how she grows up in Forest))!? Just their culture is like this. T.B.Do, see on Liz: it also squeezes calories, carbohydrates, vitamins and fats for all that is around and gives nature: vegetable and animal, it is simply apparently popular In European countries, in the USA, with us, and not just in Asia. And apparently she realizes that it will be living for us, and this is so: it is full of varieties! But the puppy, for them, like Borsuk- Superproof, even capable of treating tuberculosis with its fat. Turn to me: such a ""practical"" Korean, Japanese woman, legged, Chinese)) Whoever she is, will not miss this product !! (therefore, the little puppies are always disturbed in the video. I can’t judge: such as a culture, for Muslims shock and fu, that we eat pigs, I just think not to show, not to tell about it. If she prepares and uses everything that is in her household! And this is not honest according to her Relations towards us. Haith, I would have respected her more for honesty. I didn’t hide it particularly. Imea is a little knowledge about their culture, seeing her video and a little in my head. It’s hard to understand. Calm. By the way) By the way) by the way) I have today D.R. !!) and they gave me a puppy !! Dobermanchik)",@user-dw6rn9zh6c注意，2018年5月总是有很多两者，那里仍然有3个视频，在上个月。他们，以及她在森林中长大的方式）！！！！！！！！！！！！！！！！！！它显然在欧洲国家，在美国，与我们一起在亚洲而受欢迎。显然，她意识到它将为我们生活，这就是如此：它充满了品种！但是小狗，因为那只小狗，因为他们像Borsuk-Supphrove，甚至能够用脂肪治疗结核病。转向我：这样的“实用”韩国，日本女性，腿，中文））无论她是谁，都不会错过此产品！小幼犬总是在视频中被打扰。我无法判断：例如一种文化，对于穆斯林震惊和fu，我们吃猪，我只是认为不要表现出来，不要说出它。如果她准备并使用一切那是在她的家中！根据她与我们的关系，这是不诚实的。海斯，我会以诚实的态度更尊重她。我并没有特别掩饰。我的脑海里有点。很难理解。顺便说一句），顺便说一句），我今天拥有的），他们给了我一只小狗！dobermanchik） 。
24781,UgxcnBBth62vg028lN54AaABAg,0,"Without an exaggerated expression of Internet celebrities, it presents the true feelings of Chinese food culture. The old grandmother's calm smile is the true love of Li Ziyi filial piety! I like snail powder, more pink plums!",没有网红夸张的表情，呈现的是中华美食文化返璞归真的感情。老奶奶从容的笑意，是李子柒孝心大爱的真情流露！喜欢螺蛳粉，更粉李子柒！
28878,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9ANTVxRsU_o,0,@fafa-rd4wx I like Chinese culture but I don't know if they live like that,@fafa-rd4wx我喜欢中国文化，但我不知道他们是否这样生活
4656,Ugx7LHe9fz89VGUG3j14AaABAg,0,i think she is a modern chef...then back to hometown to expose her great culture and food...because her beauty look so different,我认为她是一名现代厨师...然后回到家乡，揭露她的伟大文化和食物...因为她的美丽看起来如此不同
25074,Ugyzh27Kf8rzN_xkXh94AaABAg,0,In my culture and this china culture same thing,在我的文化和这种中国文化相同的事物中
4726,UgwjJMJF4X27Sartz-94AaABAg,0,hey china~~ dont steal other countries’ culture... plz... korean soft power is much stronger than any other country in Asia... and most western countries know that these days..,嘿，中国~~不要窃取其他国家的文化... plz ...韩国软实力比亚洲的任何其他国家都强得多……而且大多数西方国家都知道这几天。
4790,Ugz-9AfuXVyzFJJ4yi54AaABAg.9IcflViauGt9OEN2SerbuG,0,"If you don't know the history of Korea and China, you shouldn't deal with it with humor. China attacked Korea for nearly 5,000 years and attempted to take away Korea's everything. However, Korea has protected Korea's land and culture for 5,000 years. South Koreans have never claimed that the obvious Chinese culture is ours. However, China is constantly insisting that the obvious Korean culture is its own. China is simply trying to take ours easily, ignoring all the evidence in history.",如果您不知道韩国和中国的历史，那么您就不应该以幽默来处理它。中国袭击了韩国近5，000年，并试图带走韩国的一切。但是，韩国保护了韩国的土地和文化已有5，000年了。韩国人从来没有声称明显的中国文化是我们的文化。但是，中国一直坚持认为明显的韩国文化是它的。中国只是试图轻松地占领我们的，而忽略了历史上的所有证据。
4846,UgzTEFpdleh7t-2g3cp4AaABAg,0,It is a dirty people who say that Korean culture and food are to be used!,这是一个肮脏的人，他们说要使用韩国文化和食物！
28499,UgwOMx-oii66dWJNupx4AaABAg,0,Let more people around the world understand Chinese culture!,让全世界更多人了解到中国文化 加油！
28424,Ugy9FZTNho70WiwstmJ4AaABAg,0,Love her sm... but I’m American... (even though I’m also half Chinese)... and I like visibly flinched when she salted those poor snail. Is this a culture thing lol?,爱她的SM ...但是我是美国人...（即使我也是一半中文）...而且当她腌制那些可怜的蜗牛时，我很喜欢很畏缩。这是文化的东西吗？
7806,Ugx6sVyKbx_lKLs_OzR4AaABAg.9COMX-1pHNr9CRJuhV-4mD,0,@aravindnxmusic thai culture and indic cultures do have cultural similarities.,@aravindnxmusic泰语文化和表明文化确实具有文化相似之处。
5110,UgxjQ2Z9ijBBXelbOIV4AaABAg,0,"I am from Iraq. I am one of the most fans, but I see I feel agriculture sweet, I love agriculture and I have plants",我来自伊拉克。我是最多的粉丝之一，但我看到我感到农业很甜，我喜欢农业，而且我有植物
5765,UgwxpT789p_NgBLw_6F4AaABAg,0,Jiajia ... The beauty of more beautiful people is beautiful and beautiful. Let you! Eat hard and be the best ... truly make the beauty of Chinese culture really made the same way!,佳佳...多美的名呀人美性情也美真是天性使然完全不做作，妳的孝顺、知足、惜福、感恩...一切一切都是良善的演示，温、良、恭、俭、让非妳莫属！吃得苦苦方为人上人...真正的把中华文化之美给实实在在地做出来好样的！
26521,UgymyEvYpLbA7_zw6qR4AaABAg,0,Thank you Li Ziyi for promoting the Chinese culture,感谢李子柒把中华文化发扬光大
5981,UgxvAuJTFlMG5TuJm3F4AaABAg,0,"If you are new here, here is absolutely everything you need to know about Liziqi ( Li Ziyi ): 

In 1990, Li Ziyi fell to the ground in Mianyang, Sichuan. Her parents divorced when she was very young. Later, her father died, and Li Ziyi became an orphan. His stepmother didnโ€t treat her well. Li Zizhen mentioned on Weibo that he had had a half-dead experience when his stepmother dragged her hair into the gutter and was beaten. 

Grandpa and Grandma distressed granddaughter, and finally decided to take Li Ziyu home and live. When Li Ziyi was in fifth grade, his grandfather died again, and it was difficult for his grandma to raise her to continue school. At the age of 14, Li Ziyi had to drop out of school and go to the city alone to work hard, and began an 8-year wandering life. Her first life was very hard. She slept in a park chair and scratched her head for two months. 

Li Ziyi has also worked as a waiter in a hotel, with a monthly salary of 300 yuan. In order to earn more income, she went to learn to play discs and sang in the bar. Later, when talking about the matter, Li Zizhen frankly said: โ€I didnโ€t say that I liked music at that time, just to live, I felt that it was well paid.โ€ 

In 2012, because grandma was ill once, Li Ziyi was worried that she would regret it later, throwing away all work and returning to grandma. โ€Being closer, I feel more at ease.โ€ 

After returning, Li Ziyi opened a Taobao shop, but the business has been up and running, and he barely eats. In 2015, under the influence of his younger brother, Li Ziyi was exposed to the short video platform Meipai. Until 2016, seeing that his younger brother had some fans on Meipai, and holding more fans can improve the mentality of Taobao business, Li Ziyi re-entered Meipai to prepare for his own video program. 

The reason why she chose to shoot videos in this style is closely related to her childhood environment. 

In an interview with the living room of Sina Club, Li Ziyi mentioned, โ€All these things that are self-sufficient in the countryside, for me, they are jealous. In the short video, she chose to start from the most familiar places. 

In the beginning, Li Ziyi gave himself a topic called โ€Four Seasons Change, Eat While You Eatโ€. After the suggestion of Meipai editor, it became โ€Ancient Foodโ€ and it is still used today. 

In September 2016, a new opportunity came quietly, which also became an important promoter for Li Ziyu to get more attention in the future. Sina Weibo began to openly search for more outstanding short video creators for resource support. 

As mentioned at the beginning of the article, Liu Tongming brought her Weibo resources support. 

One day in September 2016, Li Feng, an ancient short video blogger, accidentally received a private Weibo message from โ€Mr. Lโ€. Mr. L expressed his love for Li Ziyuโ€s video content, felt that he had fulfilled his Taoyuan dream, and hoped to meet her. 

For a long time after that, Li Ziyi received Mr. Lโ€s private letter. โ€It would be a shame for such a good video to let this person see it. This is usChinaโ€s proud traditional culture should be seen by people in China and around the world. โ€Mr. L said in a private message. 

At first, after seeing these private messages, Li Ziyi didnโ€t care too much, even worrying about encountering a liar. Until one day, Mr. L came to the city where Li Zizhen was, and wanted to ask her to have a meal and talk. Mr. Lโ€s politeness and clear logical thinking made Li slowly drop his initial alert. 

This accidental meeting has completely changed the life trajectory of Li Zizhen. Not long after the meal was over, with the help of Mr. L, Li Zizheng was supported by a large wave of resources on Sina Weibo, accelerating her popularity and allowing Li Zizhen to rush into the queue of the net influencer on the head. 

This experience is partly recorded in a diary of Li Zizheng that year. Some insiders close to the senior executives of Weinian Technology confirmed to Tencentโ€s โ€Shenwangโ€ that the โ€Mr. Lโ€ is actually Liu Tongming, and his pseudonym was publicly reported. Daxiong Liu, the founder of Wei Nian Technology, an MCN company to which Li Zizhen now belongs. 

On December 8th, the reading volume of a Weibo topic labeled โ€Is Li Ziyi a cultural outputโ€ climbed to 800 million. Li Zizheng was once again on the hot search list. 

The video created by Li Ziyi and her has become a phenomenon worthy of study now. 

Extensive overseas communication is an important reason for Li Zihuanโ€s renewed attention. Some people say that she has filmed a desirable rural life and spread the charm of traditional Chinese culture and cuisine. Others think that her video is not completely true To reflect Chinaโ€s rural life. 

Even the queries that have been popular since the explosion have been brought up again, such as being a DJ, being a rich second generation, whether the video is from my own hands, is there a strong push behind it, and the video is true for rural life Itโ€s still just a fiction for character setting. 

An insider of Weinian Technology told Tencentโ€s โ€Deep Webโ€ that Li Ziyi was of ordinary origin, and the relevant video content was produced by Li Ziyi himself. The popularity was not the initiative of the company and himself. In fact, both Li Zihuan and the micro-reading team behind him were quite low-key, and they were very enthusiastic and declined all the current interview needs. 

Until August 17, 2018, Li Ziyiโ€s eponymous Tmall store officially opened. Six days after going online, the store with only five products at that time had sales of over 150,000 and sales of over 10 million. A year later, the total sales of 21 products displayed in the Li Zizhen flagship store exceeded 1.3 million, with total sales reaching 71 million. 
The value behind Li Ziyiโ€s IP is being quickly tapped. 

Li Ziyi started from scratch and gained the first fans with his own strength. But now the popularity and gains of fame and fortune are obviously no longer just her achievements. 
According to Tianyan search, โ€Deep Webโ€ shows that MCN Hangzhou Weinian Technology Co., Ltd., which Li Ziyi belongs to, was established on February 28, 2013, with a registered capital of RMB 5.208 million. According to the introduction, Wei Nian is an entertainment entertainment company that incubates KOL into IP through short videos and extends to consumer brands. 

The information of Qixinbao shows that there are more than 100 pieces of intellectual property information of the trademark โ€Li Zihuanโ€. The applicant companies are Hangzhou Weinian Technology Co., Ltd. The product categories include food, clothing, shoes and hats, dyes and fats, beer and beverages, Financial property management, catering and accommodation. 

Not only that, Wei Nian also has inextricable links with Li Ziyuโ€s companies. 

According to the eye inspection, Li Jiajia (should be the original name of Li Ziyu) established Sichuan Ziyu Culture Communication Co., Ltd. on July 20, 2017, and Wei Nian is its shareholder, holding 51% of the shares. Supervisor, Li Jiajia holds 49% of the shares. 

According to other data, there are as many as 50 beneficiary companies behind Hangzhou Weinian Technology Co., Ltd., including Greenland Holdings, ZTE, Xinhua Media, Vanke, Light Media, etc. . 
Among the shareholders of Weinian Technology, Sina Weibo is particularly eye-catching. 

From Wei Nian Technology to Sina Weibo, Li Ziyi gradually has the best cards that internet celebrities are looking forward to. 
In her own words, she changed from โ€a little transparent to a person who is so useless to societyโ€. After entering the public view and being noticed by more people, Li Ziyiโ€s sense of responsibility has also become heavier. 
โ€I want to do what I can to do more things that are good for society, such as the spread of traditional culture, non-heritage cultural craftsmen, and I want to show these old things to everyone so that more people know. Li Ziyi said. 

Source: https://www.ww01.net/en/archives/33757","如果您在这里是新手，那么这绝对是您需要了解的有关Liziqi（Li Ziyi）的一切：

1990年，李齐伊（Li Ziyi）跌倒在四川米扬（Mianyang）。她的父母很小的时候就离婚了。后来，她的父亲去世了，李齐伊成为孤儿。他的继母对她不好。李·齐兴（Li Zizhen）在微博上提到，当他的继母将头发拖入排水沟并被殴打时，他有半死的经历。

爷爷和奶奶使孙女感到沮丧，最后决定带李Ziyu回家。当李齐伊（Li Ziyi）五年级时，他的祖父再次去世，他的祖母很难抚养她继续上学。李齐（Li Ziyi）在14岁时不得不辍学，独自去城市努力工作，并开始了八年的流浪生活。她的第一人生非常艰难。她睡在公园椅上，挠头两个月。

Li Ziyi还曾在酒店担任服务生，每月薪水为300元。为了赚取更多的收入，她去学习演奏唱片并在酒吧里唱歌。后来，在谈论此事时，李·齐兴（Li Zizhen）坦率地说：“我不是说当时我喜欢音乐，只是为了生活，我觉得这是付出的。”

2012年，由于奶奶曾经生病，李齐伊（Li Ziyi）担心她后来会后悔，扔掉所有工作并返回奶奶。 “靠近，我感到更加放松。”

返回后，李Ziyi开了一家淘宝商店，但业务一直在运行，他几乎没有吃饭。 2015年，在他的弟弟的影响下，李齐伊（Li Ziyi）接触了短视频平台Meipai。直到2016年，看到他的弟弟在Meipai上有一些粉丝，并且拥有更多的粉丝可以改善淘宝业务的心态，Li Ziyi重新进入Meipai，为自己的视频节目做准备。

她之所以选择以这种风格拍摄视频与她的童年环境密切相关的原因。

李·齐（Li Ziyi）在接受西那俱乐部（Nina Club）的客厅采访时说：“所有这些在农村自给自足的事情，对我来说，它们嫉妒。在简短的视频中，她选择从最熟悉的地方开始。

一开始，李齐伊（Li Ziyi）称自己为“四个季节变化，吃饭时吃饭”。在Meipai编辑的建议之后，它变成了“古老的食物”，并且今天仍然使用。

2016年9月，一个新的机会悄悄地出现了，这也成为李Zyu将来更加关注的重要推动者。 Sina Weibo开始公开寻找更多出色的简短视频创建者以获得资源支持。

正如文章开头所述，刘·汤明（Liu Tongming）为她带来了微博的资源支持。

2016年9月的一天，古老的简短视频博客作者Li Feng意外收到了“先生先生的私人微博消息”。 L”。 L先生表达了对李Ziyu的视频内容的热爱，觉得他已经实现了他的作陶王的梦，并希望与她见面。

此后很长一段时间，Li Ziyi收到了L先生的私人信。 “这样一个好视频让这个人看到它是可惜的。这是中国和世界各地的人们应该看到USCHINA骄傲的传统文化。 “先生。我在一条私人消息中说。

起初，在看到这些私人消息后，李Ziyi并不在乎太多，甚至不必担心遇到骗子。直到一天，L先生来到了李·齐兴（Li Zizhen）所在的城市，并想请她吃饭和聊天。 L先生的礼貌和清晰的逻辑思维使李慢慢地放弃了最初的警报。

这次偶然的会议彻底改变了李·齐兴（Li Zizhen）的生活轨迹。用餐结束后不久，在L先生的帮助下，李·Zizheng（Li Zizheng）得到了Sina Weibo的大量资源的支持，加快了她的知名度，并允许Li Zizhen赶到头部网络影响者的排队。

这种经历部分记录在那年的李Zizheng日记中。一些与温尼安技术高级管理人员接近的内部人士证实了腾讯的“申旺”，即“先生先生L”实际上是刘·汤明（Liu Tongming），他的化名是公开报道的。 Wei Nian Technology的创始人Daxiong Liu是Li Zizhen现在属于的MCN公司。

12月8日，一个标有“是文化产出”的微博主题的阅读量攀升至8亿。李Zizheng再次在热门搜索列表中。

Li Ziyi和她创建的视频现在已成为一个值得研究的现象。

广泛的海外沟通是李齐伊安（Li Zihuan）重新关注的重要原因。有人说她已经拍摄了理想的乡村生活，并传播了中国传统文化和美食的魅力。其他人则认为她的视频并非完全正确地反映中国的乡村生活。

自从爆炸再次提出以来一直很受欢迎的疑问，例如成为DJ，成为富人的第二代，无论是我自己的视频，是否有强烈的推动力，视频是真的对于农村生活，这仍然是角色环境的小说。

Weinian Technology的一位内部人士告诉Tencent的“ Deep Web”，Li Ziyi是普通的，相关的视频内容是由Li Ziyi本人制作的。受欢迎程度不是公司和他本人的倡议。实际上，他背后的李·齐伊安（Li Zihuan）和微读团队都非常低调，他们非常热情，拒绝了当前的所有采访需求。

直到2018年8月17日，Li Ziyi的同名TMALL商店正式开业。上网六天后，当时只有五种产品的商店的销售额超过150,000，销售额超过1000万。一年后，李Zizhen旗舰店展示的21种产品的总销售额超过130万，总销售额达到7100万。
Li Ziyi的IP背后的价值正在迅速挖掘。

Li Ziyi从头开始，并以自己的力量获得了第一批粉丝。但是现在，声名和财富的受欢迎程度和收益显然不再只是她的成就。
根据Tianyan Search的说法，“ Deep Web”表明，Li Ziyi属于的McN Hangzhou Weinian Technology Co.，Ltd。于2013年2月28日成立，其注册资本为5.208亿元。根据引言，Wei Nian是一家娱乐娱乐公司，通过简短的视频将KOL孵化为IP，并扩展到消费者品牌。

Qixinbao的信息表明，商标“ Li Zihuan”有100多种知识产权信息。申请人公司是Hangzhou Weinian Technology Co.，Ltd。产品类别包括食品，服装，鞋子和帽子，染料和脂肪，染料和脂肪，啤酒和饮料，金融物业管理，餐饮和住宿。

不仅如此，Wei Nian还与Li Ziyu的公司建立了不可忽视的联系。

根据眼睛检查，李亚吉亚（应该是李祖的原始名称）于2017年7月20日成立了四川Ziyu文化传播公司有限公司。主管Li Jiajia持有49％的股份。

根据其他数据，Hangzhou Weinian Technology Co.，Ltd。的背后有多达50家受益公司，包括Greenland Holdings，ZTE，新华社媒体，Vanke，Light Media等。
在Weinian技术的股东中，Sina Weibo特别引人注目。

从Wei Nian Technology到Sina Weibo，Li Ziyi逐渐拥有互联网名人期待的最佳卡片。
用她自己的话说，她从“有点透明变成了一个对社会无用的人”。在进入公众观点并被更多人注意到之后，李齐的责任感也变得更加重。
“我想尽我所能，做更多对社会有益的事情，例如传统文化，非遗产文化工匠的传播，我想向所有人展示这些旧事物，以便更多的人知道。李Ziyi说。

资料来源：https：//www.ww01.net/en/archives/33757"
6351,UgzrOgipSKHwc8hEvCV4AaABAg.9EsO86ldc5x9HAquMZgWAc,0,Simple u need a 5 acres on land first and a degree combination of agriculture & cooking I'm like your big brother ๐‘,简单，您首先需要5英亩的土地，而农业和烹饪的学位结合在一起，我就像你的大哥哥
6556,UgyM6lbg1utjBNTqpNB4AaABAg,0,That pagoda with chilly you eat same my country North Thailand. becouse i think we are nere culture.,那个宝塔和寒冷的人，你在北泰国吃同样的国家。因为我认为我们是文化。
27483,UgzIITh8Yk5MKvJa4LJ4AaABAg,0,Traditional Chinese culture,中国传统文化
29116,Ugxqnvaz49m7k_hSN9d4AaABAg,0,"Yearning for antiquity is because of the complement of nature and the busyness of life for life to make people feel satisfied.
In the city, watching the culture of fast food, and after over and over, there are only empty emptiness.
In the forest, the grass fragrance earthencaries have a kind of unspeakable comfort.","向往古色，就是因为那种与自然相辅相成，为生活而忙碌的充实让人感觉满足。
城市里，看快餐文化度日，一遍又一遍过后，只余下呆坐的空虚。
山林里，嗅着草香土芳，却有种说不出的惬意。"
25560,UgwiqYQ94HEgGCtrFbp4AaABAg,0,"Who ever wants to have such hardship the only aim is to earn more and more money so that life will be in great comfort.....
Is the Chinese culture is like that you are showing or something different?","曾经想拥有如此艰辛的人唯一的目标是赚取越来越多的钱，以使生活充满舒适.....
中国文化就像您正在展示的一样吗？"
25705,Ugwg2lNfAJyTx3PQomR4AaABAg,0,"Sometimes I wonder! Why do I love this culture so much? All from its landscapes, its culture, its history, its gastronomy, everything ..
Vaces I think in another life, I was born in that place!","有时候我在想！为什么我如此热爱这种文化？全部来自其景观，文化，历史，美食，一切。
我认为在另一种生活中，我出生在那个地方！"
27055,UgzHBuFon3Yg8BYAKd94AaABAg,0,"Seeing the last one from the first video, it can spread Chinese culture abroad. It is really great. Come on liziqi",从第一个视频看到最后一个，能把中国文化传播到国外，真的很棒
26986,UgyXlCzsgpu8UUah-hd4AaABAg,0,"In North East India, there are several famous dishes made with bamboo shoot especially pork dishes and pickled dishes. In Assamese we call it ""Gaaj"". Common Asian culture",在印度东北部，有几种著名的菜肴，尤其是猪肉菜和腌制的菜肴。在阿萨姆语中，我们称其为“ gaaj”。共同的亚洲文化
26085,UgzRfV_d8bhEyrkx0Jl4AaABAg,0,"I always watch with great pleasure your channel! You live in a very beautiful place, just a paradise! The nature is amazing. Very colorful videos, I see a lot from your culture for the first time. The girl is just Cinderella, a craftswoman on all hands! It is clear that a whole team is working on the channel that makes such a successful project. All videos look in one breath. Thank you for getting to know your cuisine, nature, culture! Successful to you and long life to the channel!",我总是很高兴您的频道！您住在一个非常美丽的地方，只是一个天堂！大自然很棒。非常丰富多彩的视频，我第一次从您的文化中看到了很多。这个女孩只是灰姑娘，一位手上的工匠！显然，整个团队都在研究这一成功项目的渠道。所有视频一口气看。感谢您了解您的美食，自然，文化！对您来说成功，频道长寿！
7804,Ugx6sVyKbx_lKLs_OzR4AaABAg.9COMX-1pHNr9CPmpMKdC_Q,0,Manipuri Meitei Hindu culture is similar to Thai culture in many ways,Manipuri Meitei印度文化在许多方面都与泰国文化相似
26609,Ugx4P_DEcvEU_RMfCAd4AaABAg,0,You are phenomenal Liziqi...a true artist. Thank you for taking the time and inviting us into your life & sharing all the recipes that are so imporatant to your culture. ♥️,你是一个了不起的liziqi ...真正的艺术家。感谢您抽出宝贵的时间并邀请我们进入您的生活，并分享所有对您文化如此重要的食谱。 ♥谢
27273,UgzxKOFW0Se8XZv9-XV4AaABAg,0,"Oh my gosh, I'm India we have the same food culture maybe we are brother and sister a very long time ago. But now we had landed here far from China.",哦，天哪，我是印度，我们有相同的饮食文化，也许我们很久以前是兄弟姐妹。但是现在我们已经降落在远离中国的地方。
4630,UgxVrRCd7-Kkz6iqx7N4AaABAg,0,"As cultures change, here absorb food is bad education, there is normal ...",随着文化的变化，这里吸收食物是不良教育，正常...
8426,Ugy9YUhj5FAfWG7B3Yl4AaABAg.9BRX-p_fxNC9BVOm9AgL2Y,0,"Not to be rude to you but I'd like you to know that it's part of their culture. If you don't make any slurping sound or any sound like eating, to them it looks like you're not enjoying your food and a very disrespectful gesture to the person who made the food. We have different cultures and saying that while watching this video is a bit offensive to these people you're referring not liking their eating ""manners"". Don't say such things to people who have different race, learn to know their culture first before commenting this kind of things.",不要对你无礼，但我希望你知道这是他们文化的一部分。如果您没有发出任何刺耳的声音或任何声音，那么对他们来说，对他们做饭的人来说似乎不喜欢食物，也不是非常尊重的姿态。我们有不同的文化，并说在观看这段视频时，对这些人不喜欢他们的饮食“举止”有些冒犯。不要对有不同种族的人说这样的事情，请在评论这种事情之前先了解自己的文化。
4612,Ugwy1EqVzQt7VkZ60Kl4AaABAg,0,Chinese culture is so fabulous. Rissima.,中国文化真是太棒了。 rissima。
32331,UgxkbKrdL0gqibLXe2R4AaABAg,0,"Good morning, beach from South Carolina. I like your work and creativity very much. Thank you for letting me integrate your culture. Bless you and your family. I can ask what type of edible oil you use?",早上好，从南卡罗来纳州的海滩。我非常喜欢你的工作和创造力。谢谢你让我融入你的文化。祝福你和你的家人。我可以问你用什么类型的食用油？
32391,Ugyu_7CW5BRQSCfFkc54AaABAg,0,I hope kids these days keep their culture alive like liziqi,我希望这些天的孩子像利兹基一样能使他们的文化活着
2167,Ugzj2i7ctDyPYEETZfd4AaABAg,0,Hope to respect the culture and food of other countries,希望尊重其他国家的文化和食物
32623,UgxUYr2RAj4ikC1wUWN4AaABAg,0,I really like your culture and cuisine!,我真的很喜欢您的文化和美食！
