,cid,votes,含culture,含culture中文翻译
20847,UgzeKSTt5w-4ez7Udr94AaABAg,1,"Your video are so beautiful! They are so full of color, details, love. The photography, is simply fantastic. Perfect light, timing. Precise gesture, that tell stories of the Chinese countryside culture so interesting for me that I live in Italy and that would be almost impossible to discover. Thank you for sharing, you are great",您的视频真漂亮！他们充满了色彩，细节，爱。摄影简直太棒了。完美的光线，时机。精确的手势，讲述了中国乡村文化的故事，这对我来说是如此有趣，以至于我住在意大利，这几乎是不可能发现的。谢谢你的分享，你很棒
40410,Ugz1cqU60G6Yp40M6Mx4AaABAg,0,"The food looks amazing , I've never correlated the raw ingredients with Chinese food.. i don't like heavy food . When i see her cook with grace down to picking the foods from a tree or ground it really lights up my curiosity for more culture taste testing , eating sushi does not make the cut",食物看起来很棒，我从来没有将原料与中国食物相关联..我不喜欢重物。当我看到她的恩典烹饪以从树或地面捡起食物时，它确实点燃了我对更多文化口味测试的好奇心，吃寿司不会削减
34967,UgxWLhX_56gKf0Dc6g54AaABAg,0,Her videos always make me think of the filial piety virtue in Asian culture.,她的视频总是让我想到亚洲文化中的虔诚美德。
47042,UgxESqzmSf6CNj5BC8t4AaABAg,0,I swear really to see this video ... try Indonesians make this kind of kya ... our culture is a lot ... where is the sound of Indonesian people who like to watch this vlog kya me,我真的发誓要看这段视频...尝试印度尼西亚人使这种kya ...我们的文化很多...印尼人喜欢看这个视频博客kya me的声音在哪里
42533,Ugz45zpAKRCnnyaBXPx4AaABAg,0,"One of the best cooking video ever. Smooth with beautiful scenery, Soothing music, wonderful people n culture, just amazing♥♥♥",有史以来最好的烹饪视频之一。风景优美，舒缓的音乐，美妙的人文化，令人惊叹的♥♥♥
47150,UgyKrdYyY8P_KzIpveV4AaABAg,0,"A big hello from INdia, though Im truly vegan but i love watching your videos,love the details,the way things are shot, i mean its really very peaceful to watch, and good to know the ancient culture...thumbs up",来自印度的一个大招呼，尽管我确实是素食主义者，但我喜欢观看您的视频，喜欢细节，拍摄方式，我的意思是它真的很安静，很高兴知道古老的文化...
42669,Ugxgucv39CAxQ6oeOSh4AaABAg.8r_EdN9yxN78rg_OgX2OjX,0,What culture do you cook. Tel me the link,你做什么文化。给我电视链接
39898,Ugz0qrNBWuhEVH_ojMd4AaABAg,0,Wonderful videos in life according to nature ... they are delightful ..... greetings from Poland .... agriculture,根据自然的生活中的精彩视频...他们很愉快.....来自波兰的问候。
45980,Ugz_jlogN6PgagJkyqh4AaABAg,0,"Hummm mouth -watering, strong girl, trained in the responsibilities, different culture from the western where most just want fank, dance to the floor, floor, floor in the mouth of the ""bottle"", and make children for the grandparents to raise, or worse, in orphanages.",康姆嘴里 - 处水，坚强的女孩，接受过责任的训练，与西部的文化不同，那里的文化不同，那里只想狂热，在地板上跳舞，地板，地板，“瓶子”的地板，让孩子们供祖父母抚养或更糟糕的是，在孤儿院。
42807,UgysGxgQ5Ehy45ioJZ14AaABAg.8rX2wKoQhq08rfyUT08aTV,0,What is the relationship between Jean OU and traditional culture,Jean ou 跟传统文化有什么关系
42808,UgysGxgQ5Ehy45ioJZ14AaABAg.8rX2wKoQhq08rh_rP2td3r,0,liu Shilong's traditional food culture plus modern elements,liu shilong 传统饮食文化加上现代元素嗷
39366,UgzY3g-yfP_2OsJEbpd4AaABAg,0,It felt like I watched a movie or something. I wanna live here. It felt like American culture. I love this place and this video. I am subscribing,感觉就像我看过电影之类的东西。我想住在这里。感觉就像是美国文化。我喜欢这个地方和这个视频。我正在订阅
45287,UgyQ4eDHo7rDm6pUXqN4AaABAg,0,"There are already lost wisdom and values ​​that have already been lost in Japan, and traditions and cultures that have been backed up by them.
In Japan, such everyday scenery cannot be shot anymore.

Channel registration! !","在日本已经失去了智慧和价值观，以及他们支持的传统和文化。
在日本，这种日常风景再也不会被拍摄了。

渠道注册！呢"
49757,Ugx3vU1h9LEkUlN89Ut4AaABAg,0,Wow. I m from Bangladesh. I thought there is huge difference between Bangladeshi food and Chinese food. After watching her video I found there are lots similarities between this two food culture. This video are quite relaxing.,哇。我来自孟加拉国。我认为孟加拉国食品和中国食品之间存在巨大差异。观看了她的视频后，我发现这两种饮食文化之间有很多相似之处。该视频非常轻松。
50107,Ugz08Y_ddr_KNA3SNbR4AaABAg,0,She really manages to show the beauty of rural chinese lifestyle. I know it is not 100% realistic but the essence is there. Really nice work refining chinese culture in these high quality videos!,她确实设法展示了中国农村生活方式的美丽。我知道这不是100％现实的，但本质在那里。在这些高质量的视频中，非常出色的工作精炼中国文化！
34792,UgzDn9GNgHsWYwOfG314AaABAg.8usnfCu0ou98vQv7WRpg0T,0,My NameChina is a magnificent country.. I'm obsessed with the culture and basically everything..I even tried to learn mandarin by myself. Definitely my travel destination for the next summer :),我的纳米奇纳（Namechina）是一个宏伟的国家。我痴迷于文化，基本上是一切。我什至尝试自己学习普通话。绝对是我明年夏天的旅行目的地:)
48504,UgzgXVHRhDAG_OqNFkl4AaABAg,0,Your culture and cooking are a wonder!,您的文化和烹饪是一个奇迹！
42810,UgysGxgQ5Ehy45ioJZ14AaABAg.8rX2wKoQhq08rmQjahD04G,0,"This is called folk culture, not Chinese traditional culture",这叫民俗文化，不叫中华传统文化
43195,UgyXpWLUX3r5wYZLH6t4AaABAg,0,This is the type of woman I need to marry.. Smart beautiful and motivated... I love the culture ! I need more please,这是我需要结婚的女人的类型。.聪明美丽而有动力...我喜欢这种文化！我需要更多
34667,UgzKrl4tWfiah8TRp_14AaABAg,0,Wow surprises me I love what you do greetings from South America Peru I love your culture we see you,哇，让我感到惊讶，我爱你从秘鲁提供的问候，我爱你的文化，我们见到你
39691,UgyJEbz_T-OOeEv3ZL94AaABAg,0,"Tremendous culture as production, preserve natural spaces with (environmental policy) and its natural herbology that is concentrated in medicine ..",巨大的文化作为生产，保留（环境政策）及其自然草药的自然空间，集中在医学上。
45769,Ugw99ATdOTpfSLjz_BB4AaABAg.8r0DpRagQy88rB4aakRNKs,0,"For those of you who were unfortunately following this particular thread, I am going to delete most of what I have posted, because I just realized what a fool I was, trying to interfere with the beauty of nature, talking nonsense to the beautiful song of a chirping bird about politic! 

The reason for my foolishness is because I totally forgot about a beautiful and true story told by none other than Mr. Joseph Campbell himself. 

This is how the story goes;
Accompany a Western priest on a visit to Japanese temple, standing in aw in front of a beautiful Buddhist statue, the priest turns around and whispers to Mr. Campbell “ it is ashamed that my religious believe wouldn’t allow me to fully appreciate the shear beauty of this culture that creates this piece of art.”

欲辨已忘言。","对于那些不幸的人遵循这一特定主题的人，我将删除我发布的大部分内容，因为我只是意识到自己是个傻瓜，试图干预自然之美，对那首美丽的歌曲说话一只关于政治的鸟！

我愚蠢的原因是因为我完全忘记了约瑟夫·坎贝尔先生本人所讲的一个美丽而真实的故事。

这就是故事的发展。
陪伴西方牧师参观日本寺庙，站在一个美丽的佛教雕像前，牧师转过身来，对坎贝尔先生小声说：“我的宗教信仰不允许我完全欣赏剪切这种文化的美丽创造了这种艺术。”

欲辨已忘言"
34615,UgwyzTXSiQyCK4r9d-J4AaABAg,0,"I know you don't talk or understand Spanish, but I delight with your culture and what you do. CONGRATULATIONS.",我知道您不说话或了解西班牙语，但我对您的文化和您的工作感到高兴。恭喜。
47191,UgybcW1U4kNj5OMsBsl4AaABAg,0,"She is the woman with whom every man dreams, she is beautiful, hardworking, she knows how to cook, home, humble, dominates culinary arts, agriculture, gardening, it is Asian, etc. etc .... Let's marry. I love you",她是每个人都梦想着她美丽，勤奋的女人，她知道如何做饭，家，谦虚，统治烹饪艺术，农业，园艺，是亚洲人等。我爱你
39674,Ugy8JrOfnAXhjoMxeLJ4AaABAg.8smvMBgNR-o8t9fTXByfMm,0,"I like to see almost everything from Chinese culture from their movies, meals, customs their place will see some their songs for a child who sings a song to his mother is very pretty sure he will take a tender video and udam child who is crying Everyone looks like ๐๐‘๐‘๐‘",我喜欢看电影，餐点，习俗的几乎所有内容都会为一个孩子看一些歌曲，他对母亲唱歌很肯定，他会拍摄一个温柔的视频和乌达姆的孩子，他们在哭泣所有人看起来像
45768,Ugw99ATdOTpfSLjz_BB4AaABAg.8r0DpRagQy88r9LsiHdSCf,0,"@designqq8905 Hmm. Okay, I see where my comment singed you. Let me make it clear that you are reading a lot of things into it. No, I don't mean that if I see a joint project by China, I should jump to the conclusion that it is propaganda. That's your interpretation, I hope that you will admit your mistake when you see it. Because that's not what I meant. 
When I said, 'Knowing I shouldn't, if you are right....', I meant that I wouldn't disrespect or disregard or be ignorant of the hurt it might cause people who know the truth, whatever it may be, since I have no access to it, which is why, the former comment was followed by my desire of confirmation. Don't conveniently choose to see one part and ignore the other. 
I can see your point that the subtitles are inconsistently strewn over videos, and had it been truly propaganda, it would have been differently so. Wish you had said it sooner. 
As for me asking you to read the thread, I truly believed you didn't. Since your comment about semantics was wrongly placed. I was talking about My language. However, I didn't mean to condescend to you, and if you felt bad about it, then I apologize. Hope you will accept it. If you feel that, that was my intention, let me assure you it wasn't. And no, I don't mean that just because you belong from China, I see all Chinese people that way. You have absolutely no grounds to base that upon. I merely enquired about it. And I am having a reasonably calm discussion with a stranger on a dangerous virtual platform, does that indicate that I am putting everyone in the same category? As for technology, I know for a fact that she has an iMac, a professional editing machine. She edits her own videos. Before you twist that as well, let me make it clear that she doesn't do it on her phone, is all I am saying. I can't help but feel like a lot of your feelings about my comments are culled from your perception of how the world sees China. And please stop seeing it from the angle that I am criticizing her videos. I can't press enough on the fact that I never did. I am very glad to know that she is a positive source of inspiration for the people of China. So please, I insist you stop dragging that cat through the mortar. I have been courteous to you, and apologized if your sentiments were hurt. I will have to request you stop misinterpreting my every word. And you did read things that you wanted to read. Since I didn't mean them, I know I am speaking the truth. 
Yes, every country does try to promote itself, and I will wager that a lot of it is actually propaganda. My country does it, so does the others. The difference is that the people have a right to prove them wrong on a public platform. We have the right to criticize them openly and call them on their misrepresentation. And here, the remark is about the government, not your culture or people. 
Finally, I will reiterate that my intention was not to hurt your feelings. You think there was an ulterior motive. There wasn't. You think that I think the apples don't fall far from the tree. I don't. And my deduction was just that, presence of a crew. That could indicate a joint project of a political nature, but in this case, as you rightly suggested, it doesn't, since the subtitles are spare. 

Now, I am tired of explaining things again and again. I hope you understand. And good day.","@DesignQQQ8905 hmm。好吧，我看到我的评论在哪里唱歌。让我清楚地表明您正在阅读很多东西。不，我并不是说，如果我看到中国的联合项目，我应该得出这样的结论：这是宣传。那是您的解释，希望您在看到错误时会承认自己的错误。因为那不是我的意思。
当我说：“知道我不应该，如果你对... ，由于我无法访问它，这就是为什么，前者的评论之后是我对确认的愿望。不要方便地选择看到一部分而忽略另一部分。
我可以看到您的观点是，字幕在视频上不一致，如果确实是宣传，那将是不同的。希望您早日说。
至于我要你阅读线程，我真的相信你没有。由于您对语义的评论被错误地放置了。我在谈论我的语言。但是，我并不是要屈服于您，如果您对此感到难过，那我深表歉意。希望你会接受。如果您觉得那是我的意图，让我向您保证不是。不，我并不是说仅仅因为您属于中国，我都会看到所有中国人。您绝对没有理由以此为基础。我只是询问它。而且我正在与一个危险的虚拟平台上的陌生人进行相当平静的讨论，这是否表明我将每个人都属于同一类别？至于技术，我知道她拥有一台专业编辑机器的iMac。她编辑自己的视频。我只说，在您扭转这一点之前，让我清楚地表明她不在手机上做到这一点。我忍不住想像您对世界如何看待中国的看法，您对我的评论的许多感觉都被淘汰了。并且请不要从我批评她的视频的角度看到它。我从未做过的事实不足。我很高兴知道她是中国人民的积极灵感。所以，我坚持要你停止将那只猫拖到砂浆上。我对你很有礼貌，如果你的情绪受伤，道歉。我将不得不要求您停止误解我的每个单词。您确实阅读了想阅读的东西。由于我不是他们的意思，所以我知道我在说实话。
是的，每个国家都试图提升自己，我会敢打赌，其中很多实际上都是宣传。我的国家也这样做，其他人也这样做。不同之处在于，人们有权在公共平台上证明他们是错误的。我们有权公开批评他们，并致电他们的虚假陈述。在这里，言论是关于政府的，而不是您的文化或人民。
最后，我将重申我的意图不是伤害您的感受。您认为存在别有用心。没有。您认为我认为苹果不会落在树上。我不。我的推论就是，船员的存在。这可能表明一个政治性质的联合项目，但是在这种情况下，正如您正确建议的那样，这不是，因为字幕是备用的。

现在，我厌倦了一次又一次的解释。我希望你明白。和美好的一天。"
43822,Ugz3qq6VvJkZeg6WVsV4AaABAg,0,"Beautifull! 
(I need you translate youtube, please!) 
Wonderful knowledge of other cultures","美丽！ 
（我需要你翻译YouTube！）
其他文化的奇妙知识"
44441,UgyuqjPnn8nIDk1YXc94AaABAg,0,Love your clips and the culture that simple but it’s beautiful.,喜欢您的剪辑和简单的文化，但它很美。
44546,UgyUgMjKuoMNfd0UdpR4AaABAg,0,The people in rural china are more cultured than the one dwelling in thr cities,中国农村的人民比在城市中的住所更具文化
44918,Ugz-cx1WqrUPwDiEEIB4AaABAg,0,"Assalam alaykoum, i'm so glad today sending you these words, i'm from an other culture, morocco, i like absolutely everything you do, you work too much, you live in an incredible environement, you're really a great woman..
BIG RESPECT FOR YOU MADAM..
I'll be very glad if you contact me, and more happy if you decide someday to visit my country, you'll be my gest. Thank you for everything.","Assalam Alaykoum，我很高兴今天向您发送这些话，我来自其他文化，摩洛哥，我绝对喜欢您所做的一切，您的工作太多了，您生活在一个令人难以置信的环境中，您真的是一个很棒的女人..
对你夫人的极大尊重..
如果您与我联系，我会非常高兴的，如果您有一天决定访问我的国家，您会很高兴，您将成为我的最新信息。谢谢你为我做的一切。"
42491,Ugz3hVq8pXHLdjAMjU14AaABAg,0,Channels with culture and healing have been subscribed. I personally like to watch 10 minutes videos,有文化又疗愈的频道已订阅，个人喜欢看10分钟影片
35094,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-8x19751aqwu,0,"@User-MF5OT3WU5C, I am sorry for this confusion. I never want to offend anyone, but I have given up my time and live in working women's shoes. I have done a lot of work for the charity there, and I like to understand the culture there. Americans should be grateful to what they have, not unreal lifestyles they will never pursue.","@user-mf5ot3wu5c 哦,我为这种混乱感到抱歉。我从来不想冒犯任何人,但我已经放弃了我的时间,住在工作女鞋那里。我为那里的慈善事业做了很多工作,我喜欢了解那里的文化。美国人应该感激他们拥有的东西,而不是他们永远不会追求的不真实的生活方式。"
40443,Ugw7ROfxk9M_6Ex4nlB4AaABAg,0,"Young people in contemporary China should return to their own culture. Modern Chinese young people have more than westernized, and they have reached the point of flooding. Those who have conditions must return to their parents, grandparents, and put those traditional craftsmanship. The customs, diet inheritance, these are our identity passwords, the imprint of our thousands of years of historical culture, and the foundation that we distinguished from others.",当代中国的年轻人，更多的应该回归自己的文化，现代的中国人年轻人西化有余，已经到泛滥的地步了，有条件的一定要回到自己父母，爷爷奶奶身边，把那些传统的手艺，习俗，饮食继承下来，这些都是我们的身份密码，是我们几千年历史文化的烙印，是我们区别于其他人的根本。
38970,UgyRcHC0dukpGMqe1Pt4AaABAg,0,"Cool, you are well done, I'm just delighted, so interesting to watch another culture.",酷，你做得很好，我很高兴，看另一种文化很有趣。
40460,UgxeSonWjh8xD4Pljzt4AaABAg,0,"Delighted with your work and dedication, totally different from our culture, surely the food is delicious, Brazil, Sobral CE.",对您的工作和奉献精神感到高兴，与我们的文化完全不同，食物肯定很美味，巴西，Sobral CE。
38618,UgyU-dMWFV2lGuZ1-7h4AaABAg,0,"Latin American American Japanese culture
https://www.youtube.com/watch?v=-xucg_pmszu","拉丁美洲美国日本文化
https://www.youtube.com/watch?v=-xucg_pmszu"
34160,UgwwsJPvwbrWOMAkqUF4AaABAg.8v9qZycm_Xh8vf9bRidTvk,0,"A Gemini Star is really abominable, Vietnamese do this! Do they understand Chinese characters, do they understand Chinese culture? Foreigners also opened their eyes to see the text in the video, Chinese characters, not Vietnamese!",A双子星 真可恶，越南人这么做！他们懂汉字吗，懂中国文化吗？老外也睁眼看看视频中的文字，是汉字，不是越南语！
40566,UgyAwdz1I5AEnmq5pjp4AaABAg,0,"Watching 11.5 million times, adding glory to the world's local culture! You should send you a prize!",卧槽，1150万次观看，为向世界宣传中华本土文化增光添彩了！应该发个奖给你！
38282,UgwINb0egf34Jrii8R94AaABAg,0,I love that she eats some of the food she makes while making them. proof that snacking while cooking transcends cultures ^^,我喜欢她在制作它们时吃一些食物。证明零食超越文化的零食^^
38226,UgxSzVkbsJ7hO5WNgMR4AaABAg,0,"Thank you for your efforts to inherit and spread our beautiful culture, you are the most beautiful Chinese girl I have ever seen! Thank you sincerely!",感谢您为传承、传播我们美丽的文化做出的努力，您是我见过的最美的中国女孩！真诚地向您说声谢谢！
48100,UgzQ0ZHjeB3O_R4NCvV4AaABAg.8qnTOIGXokZ8qqKYE7Tqr8,0,"@Chihacthien-gs9lk is also Asian ""Happy Lunar New Year"" on Weibo by the people who are cursed by the people because it must be ""Chinese New Year"", so I think Vietnamese people should also show a little patriotic attitude, by using it. Tet Holiday for example.
PS, though serious, but the culture creates the country, from everyday words. Small, as on the world map they write ""East Sea"" is the sea ""South China"", and that is the issue of sovereignty, right? I am not very political, but even though I am very admiring Chinese culture, like to listen to Chinese music, watch Chinese movies, read love language, watch Happy Camp, love Luo and Hoa Than Vu. But that is only a good aspect that we see. If you have seen some Chinese films about the Vietnamese border war, you will see the filmmaker misrepresented and made your country (no matter how bad he won) and China lost in the English position. How is Hung. It is just a movie, not to mention education or economics. So hope you sympathize if you seem serious the problem. ♡ (∩o∩) ♡ I just want to be honored in China and Vietnam.","@chihacthien-gs9lk也是亚洲人
PS虽然很严重，但文化是用日常言语创造的。小规模，就像世界地图上一样，他们写着“东海”是“中国南海”，这就是主权的问题，对吗？我不是很政治性，但是即使我非常欣赏中国文化，喜欢听中文音乐，看中文电影，阅读爱情语言，观看快乐的营地，爱情lu和hoa，而不是vu。但这只是我们看到的一个好方面。如果您看过一些有关越南边境战争的中国电影，您会看到电影制片人歪曲了陈述，并使您的国家（无论他赢得多么糟糕）和中国在英国职位上迷失方向。这只是一部电影，更不用说教育或经济学了。因此，如果您似乎很严重，希望您同情您。我只想在中国和越南获得荣誉。"
37873,Ugx96nmEjMuRBOZJfKF4AaABAg.8tlyuvqiSVV8uCDaiLDHMU,0,"This is part of Chinese culture. Respect the elder, take care of them when they get old.",这是中国文化的一部分。尊重长者，当他们变老时照顾好他们。
37690,UgwF71KnpxVxQiw6ChJ4AaABAg,0,I love japani girls... Any one love im frm India .. I like Japanese culture,我爱日本女孩...任何一个爱我是印度的。我喜欢日本文化
36863,UgxBGMCzeYz0Yf4mcYF4AaABAg,0,Thank you for insisting on using Chinese and maintaining our culture. Thanks.,感谢你坚持使用中文，维护我们的文化。谢谢。
40819,Ugx3uOR94K1qguoFu2B4AaABAg,0,Very interesting your culture and education ... greetings ... from Mexico ...,非常有趣的您的文化和教育...问候...来自墨西哥...
41054,Ugxhgdw_7cjS7BUGd7h4AaABAg,0,"Although there is controversy, I like it, but she has always been inheriting Oriental culture! Great child",七七的视频，虽然有争议，但是我喜欢，她一直都在传承东方文化！了不起的孩子
36615,UgwNtGCmTH241TriWKV4AaABAg,0,Wow I would love to spend a month with her just to learn. Very interesting learning other cultures. Far better than how us Americans are living these days.. Your an inspiration. Great video.thank you,哇，我很想和她一起度过一个月的学习。学习其他文化非常有趣。远胜于美国美国人的生活。很棒的视频。谢谢
39363,UgxNLeWrf9HFDtDYWXN4AaABAg,0,Beauty videos will make more foreigners fall in love with Chinese culture and come on!,美女的视频会让更多的外国人，爱上中国
46384,UgzheQh3lqKH1EvFUZZ4AaABAg.8qv-xnvCyIE8qyqPMmDnQB,0,"@mjt4789 https://www.youtube.com/watch?v=QUJz0mYS6Ow&t=160s

Look at the pinned comment. If you put it on google translate, it says this, ""Hello everyone, here is the official authorized channel of Li Zi Qi's overseas YouTube distribution. Thank you for your love and support for the channel and the children. We will promptly send the most exciting content to everyone, and hope that everyone can continue to like and support Li Zi Qi. And the official channel, share it with friends around you, share this pastoral artistic life with everyone, and share our excellent Chinese traditional culture with foreign friends. Thank you all, we continue to work harder~""","@mjt4789 https://www.youtube.com/watch?v=qujz0mys60＆t = 160S

看看固定的评论。如果您将其放在Google翻译上，它说：“大家好，这是Li Zi Qi的海外YouTube发行的官方授权渠道。谢谢您对频道和孩子的爱和支持。我们将立即发送最多的发送对每个人都令人兴奋的内容，并希望每个人都可以继续喜欢并支持李Zi Qi和官方渠道，与周围的朋友分享，与每个人分享这种牧师艺术生活，并与外国朋友分享我们出色的中国传统文化。谢谢大家，我们继续努力工作〜”"
36400,UgxXNXa7XMuYvqU6OMp4AaABAg,0,"I think what I like about this is that she doesn't live like one of those people who try to travel back in time, only using technology from this time period or only wearing clothes of this fashion. She uses modern tools and methods all the time. But this isn't about traveling back in time, it's about keeping her culture a living culture, and I guess reminding me at least, that a simple life is not a bad life.",我认为我喜欢的是，她不像那些试图回到过去的人一样生活，只能使用这段时期的技术或仅穿这种时尚的衣服。她一直使用现代工具和方法。但这并不是要回到过去，而是要让她的文化成为一种活着的文化，我想至少提醒我，简单的生活并不是一生。
41318,UgxyVQDmw462Yd6tWpt4AaABAg,0,"Google's translation wrongly explained the content written when translated into Chinese. Feel the differences between different cultures. I am not a linguist.
It's interesting. Confirm with me. Thank you friends
Как. упрощал, мог мог, для ""гугла"", хрен знает что он там.","谷歌翻译错误地解释了翻译成中文时所写的内容。感受不同文化之间的差异。我不是语言学家。
这很有趣。跟我确认一下。谢谢各位朋友
П.С. Упрощал , как мог, для ""гугла"" , хрен знает что он там напереводил."
39082,UgzXOQVkg2UULGsGWON4AaABAg,0,"Videos like this are a FANTASTIC promotion of traditional Chinese culture. I`m from Canada, this was wonderful to watch :-)",像这样的视频是中国传统文化的绝佳推广。我来自加拿大，这真是太好了:-)
45983,UgzknUCy4nQEV-L5COp4AaABAg,0,"I have some questions.(Sorry, I can't read Chinese...) What is the title of this video? and Why she prepared those many foods? for party? I really enjoy your video and Chinese culture. Have a good day:)",我有一些问题。（对不起，我看不懂中文...）该视频的标题是什么？为什么她准备了很多食物？参加聚会？我真的很喜欢您的视频和中文文化。祝你有美好的一天：）
35701,UgxZyHzmMxeDYF72VAV4AaABAg,0,Thank you for sharing your culture with us โค,感谢您与我们分享您的文化❤
35673,Ugwd68x0zPbFASLMsvh4AaABAg,0,This makes my heart happy. You are so beautiful and I love your culture. And your cute puppies.,这使我的心开心。你是如此美丽，我爱你的文化。还有你可爱的小狗。
39428,UgzW2p_uO7cFatOcCvZ4AaABAg,0,"I have followed for a while there is a beautiful chef, the place where it lives is very nice. Maybe it is the culture, I do not like it why I do not like how the animals are treated. You think",我跟随一段时间有一个美丽的厨师，它的住所非常好。也许是文化，我不喜欢它为什么我不喜欢对动物的治疗方式。您认为
35293,UgyWJspE8OJf5k0AGyd4AaABAg,0,"my mom is Chinese and my dad is from new york, we went to live in China for 7 years when I was 3 years old and the culture of Chinese people is absolutely amazing. This brings back so many childhood memories",我妈妈是中国人，我的父亲来自纽约，我们3岁那年在中国住了7年，中国人的文化绝对令人惊奇。这带回了很多童年的回忆
35154,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-93LZhYS9LFP,0,This is culture!,这是文化！
35130,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-91mh0QbgW1j,0,"@therewasnochill8997 I don't know if you are aware, you have a very limited understanding of the world or other cultures, you should travel more and educate yourself more.",@thenwasnochill8997我不知道您是否知道，您对世界或其他文化的了解非常有限，您应该更多地旅行并对自己进行更多的教育。
42314,UgyH0nK7aSU2mRWUamx4AaABAg,0,"I am in love with this woman so pretty and cooks so well, and the oven with ears haha ​​very nice, very nice culture, here women are complicated all to prepare simple things and if they do not have comforts just do not prepare anything, the culture is so pretty Oriental greetings from Chile",我爱上了这个女人如此漂亮，做饭很好，耳朵的烤箱哈哈非常好，非常好的文化，在这里，女人都很复杂，可以准备简单的东西，如果他们没有舒适感， ，这种文化是智利如此漂亮的东方问候
35309,UgzeofukNwvheRiQaWR4AaABAg,0,"I am telling you I have my backpack ready, I would love to learn all about their culture very much.",我告诉你我已经准备好了背包，我很想非常了解他们的文化。
936,UgzoaibwrOzti_vh7Ad4AaABAg,0,"Chinese culture, real life, is really the happiness that other nations are equivalent, not powerful. If you know enough is the most.",中国文化，现实生活确实是其他国家是同等的，不强大的幸福。如果您知道足够多。
34126,Ugx247col2MoHOB0Qeh4AaABAg.8vA3n2VQ0cm8vtITu4TZEf,0,"Lovely M, you don't like Li Ziqian, a team also promoted Chinese culture, and asked you to be a dull brain. If you can do better than her, I don't need to bark, I will shut up. The problem is that you only have the ability to press the keyboard.",Lovely M 你们不喜欢李子柒滚就是了，有团队也宣传了中国文化，要你个呆逼玩意装的脑壳子不好使出来丢人现眼？你要是能比她做得好，不用你吠，我也会闭嘴，问题是你也只有按键盘的本事啊
12666,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9DyqK-b-YkT,0,"​ThatOneAsianBroChick Only an idiot will assume Philippines was part of china. Geographically speaking it is not even close in culture, lifestyle, and knowledge. Ah I will not argue with idiots. Please comment away.",Thatonoesianbrochick只有一个白痴会假设菲律宾是中国的一部分。从地理上讲，它在文化，生活方式和知识方面甚至都不是亲密的。啊，我不会和白痴争论。请发表评论。
8502,UgzVPZQrTKCOeKYpiu54AaABAg,0,"Please respect that China itself has a kimchi culture. If you don't want to see his video, leave right now.
Narrow democracy only makes Koreans hate from other countries.
There are 18 million Koreans in China, and do you admit that Chinese Koreans share the same traditional culture as Koreans? .
In China, there are dozens of kimchi soaked in China.
We are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8503,UgzgG65dlc4qTkYKVFB4AaABAg,0,"Please respect that China itself has a kimchi culture. If you don't want to see his video, leave right now.
Narrow democracy only makes Koreans hate from other countries.
There are 18 million Koreans in China, and do you admit that Chinese Koreans share the same traditional culture as Koreans? .
In China, there are dozens of kimchi soaked in China.
We are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8504,UgwYNRrUDtOnDkAinhJ4AaABAg,0,"Please respect that China itself has a kimchi culture. If you don't want to see his video, leave right now.
Narrow democracy only makes Koreans hate from other countries.
There are 18 million Koreans in China, and do you admit that Chinese Koreans share the same traditional culture as Koreans? .
In China, there are dozens of kimchi soaked in China.
We are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8505,Ugz3KrinNkdeGuY2l9d4AaABAg,0,"Please respect that China itself has a kimchi culture. If you don't want to see his video, leave right now.
Narrow democracy only makes Koreans hate from other countries.
There are 18 million Koreans in China, and do you admit that Chinese Koreans share the same traditional culture as Koreans? .
In China, there are dozens of kimchi soaked in China.
We are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
