,cid,votes,time,含nice,含nice中文翻译
42094,UgytYM73sIAbkLTX_kR4AaABAg,0,4 years ago,she so nice and beautiful..i want to marry her..really,她真漂亮..我想嫁给她..真的
79,UgyifseBnuj3nIj5zlZ4AaABAg,0,2 weeks ago,"i am your fan, your all video a is very very nice,i am so happy",我是您的粉丝，您的所有视频A非常好，我很高兴
30338,Ugy9lkIF3-XLlc1YHJR4AaABAg,0,3 years ago,your cooking style is very nice please see your home garden,您的烹饪风格非常好，请参观您的家庭花园
7253,UgzXvJYzOsXlv9112hh4AaABAg,0,2 years ago,what a nice gardenjust beautiful,多么漂亮的园艺美女
7392,UgwUcK00j6BkblQ3uLx4AaABAg,0,2 years ago,"omg it's a nice 
i love you","天哪，这很好
我爱你"
7489,Ugz608r9x4y7t1rBASl4AaABAg,0,2 years ago,very nice,很不错
7539,Ugz33gk2n58Ad39Ysvt4AaABAg.9JfTa1DwsQJ9Lmn3rUjxUn,0,2 years ago,nice,好的
7548,UgwPzpBdWEPrK383Yth4AaABAg,0,2 years ago,"money
nice","钱
好的"
7620,UgzgTqP-mDGd0TFa2fR4AaABAg,0,2 years ago,why i watch your videos. it is very feel and nice dream .good luck,为什么我观看您的视频。这是非常感觉和美好的梦想。运气好
7777,UgzRLGoygrA_T3wmIWV4AaABAg,0,2 years ago,nice cooking,不错的烹饪
7948,Ugxvwy-r5lcmiJnCuEp4AaABAg,0,2 years ago,nice,好的
7964,UgxRmEi1tZ5G_u3MuyZ4AaABAg.9JHbnFlWvYI9JIVV_YSMNQ,0,2 years ago,nicetomeetyou.pleasevisitthesiteforabetterexperience,neTomeetyou.pleasevisitthesiteforabetterexperience
8013,Ugz4m5VFl2Y4SegzISd4AaABAg,0,2 years ago,nice video,不错的视频
8068,UgzuQIiFOrii7FrOJ_94AaABAg,0,2 years ago,"a nice place .
simple life","一个好地方。
简单的生活"
8128,Ugy-1EmJ5BXAFosgwo94AaABAg,0,2 years ago,wow nice sister,哇好姐姐
8182,Ugwtgj9Q_393TWFHaVt4AaABAg,0,2 years ago,"good health to your hands, very nice posts, i expect everyone to my food channel, i would be glad if you subscribe and support",您的手健康状况良好，非常好的帖子，我希望每个人都进入我的美食频道，如果您订阅并支持
8241,UgxRGRCtX_ZO9MSba-l4AaABAg,0,2 years ago,"i’m sure she never made even one whole food in this channel’s movies. this channel is by chinese government with professional cuisiniers, culturists, especially pro-level audiovisual producer to advertise communism and china. we know even youtube is banned in china.(so they use bilibili) but they need a promotion channel to advertise nice images of china to the world.",我敢肯定，她在这个频道的电影中也从来没有做过全部食物。该渠道由中国政府与专业的美食，文化家，尤其是在广告中宣传共产主义和中国的支持级别的视听生产商。我们知道甚至在中国禁止YouTube。
8332,Ugzy-lLU5i6SDszSW2B4AaABAg,0,2 years ago,liziqi nice cooking,利兹奇好烹饪
8349,Ugw3ADc3oK1w77ejsU14AaABAg,0,2 years ago,nicee,很好
8370,UgwlJ3RoqkgqfVYYsDl4AaABAg,0,2 years ago,have a nice life i love u,有一个美好的生活，我爱你
8407,UgxefiSJuGEGOuqcpBF4AaABAg,0,2 years ago,nice,好的
8410,Ugw-iTc33kWLghWP-Qh4AaABAg,0,2 years ago,very nice,很不错
8512,Ugwo3Trvbjrt0TJgKDZ4AaABAg,0,2 years ago,"so nice liziki,i love u.",很好的利兹基，我爱你。
8523,UgwAMMYKmc_uTqDLjgR4AaABAg,0,2 years ago,nice,很好
8627,UgxP89mW8pCGuo_lx_54AaABAg,0,2 years ago,"你 是 什 你 不 上 不是 不 不 不
what do you mean? you did not forget tiananmen last time and said that democracy will surely recover.

上次 说 香 加 的 的 是?
so what did you say to support hong kong protests?

赞 维 维 人 人 独 独, 欢 欢 啊
it is welcome to agree with the independence of the uighurs

看 你 语 说 怀 刘晓 刘晓, 你 是 人 啊
i'm a good person to see liu xiaobo in korean that i miss it.

你 文 问 过 ""想 人 人民 人 怎 的 的 的 吗?""
did you ask how tibetans wanted to know how they were suppressed by the communist party?

在 这 见 ""轮"" 炼 炼 炼, 真 高兴。
it's really nice to meet falun gong practitioner here. do you know the next collection?

习 的 的 的 的 独 独 ""的 讲 讲 文 文 的 的。
i heard a speech in korean that i oppose xi jinping's dictatorship. now it's time to move into action.

天安 门 门 关 关 进 顺 顺
tiananmen activities are going well

小心 被 当 逮 逮 / 一 结 就 销毁
be careful not to get caught in the authorities.","你你你上不是是不
您是什么意思？您上次没有忘记天安门，并说民主肯定会恢复。

上上说加的的？
那么，您说的是支持香港抗议活动？

赞维维人独，欢欢欢
欢迎同意维格尔人的独立性

看你说怀，你你是人人
我是一个好人，我想念我很想念的刘海奥波。

你文问问想想人怎的的的？
您是否问过藏人想知道他们是如何被共产党压制的？

在这见“轮”炼炼，真真真真
在这里认识Falun Gong的实践者真是太好了。你知道下一个收藏吗？

习的的独独独的的讲讲文的。
我听到韩国人的讲话说我反对习近平的独裁统治。现在是时候采取行动了。

天安天安门关进顺顺
天安门的活动进展顺利

小心 /一 /一一结就
注意不要被当局抓住。"
8701,Ugyj1rxInTkJCGg8i_x4AaABAg,0,2 years ago,her life is nice and open the soul i hope my life is like hers,她的生活很好，敞开了灵魂，我希望我的生活就像她
8793,UgyMEx4NKObOm_eSms54AaABAg,0,2 years ago,very nice,很不错
8829,Ugy__bmwUEMTYydS7b54AaABAg,0,2 years ago,nice,好的
8831,UgwiQMlv4SvVAaKAE7N4AaABAg,0,2 years ago,wow nice thank you for sharing super yummy,哇，很好，谢谢您分享超级美味
7277,Ugw3JOTepmUMjETsyeZ4AaABAg,0,2 years ago,did someone noticed the digimon song at 5:40? nice,有人在5:40注意到Digimon歌曲吗？好的
7192,UgwENvXXGCwO4WbhYFh4AaABAg,0,2 years ago,looks nice. congratulations.,看起来不错。恭喜。
5752,UgxTy3v9wE1TsGxxzPp4AaABAg,0,2 years ago,nice saw,锯
7155,UgzdDLXBgtLJTFaetC14AaABAg.9KE6sKRqOTh9Lc3Wa69djs,0,2 years ago,"she's not very nice to the dogs, i guess because you can't eat something you name.",我想她对狗来说不是很好，因为你不能吃你命名的东西。
6003,Ugyqr7WaiMUabI5U1cN4AaABAg,0,2 years ago,nice video ❤️,不错的视频❤️
6109,UgwUvDKB-Jxsfyp9LGV4AaABAg,0,2 years ago,nice,好的
6230,Ugz77cPCud1Ahhb2zFp4AaABAg,0,2 years ago,nice❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,很好
6304,UgyCeHJc8TM1r6nnmCV4AaABAg,0,2 years ago,nice,好的
6311,Ugz8JRj5XSWNQ_YysDd4AaABAg,0,2 years ago,barbie doll is very nice i and and this video is very nice nice sir this is this is the part of you,芭比娃娃非常好，这段视频非常好，先生，这就是你的一部分
6316,Ugzedd4O0AZRS7TRvQh4AaABAg,0,2 years ago,"i love your videos, amazingly done. one question though, what do you feed your dogs? it wouldn’t be nice to see. they always follow you and such sweet puppies. so want to see more of them",我爱你的视频，做到了。一个问题，你喂狗什么？看到不好。他们总是跟随你和如此可爱的小狗。所以想看到更多
6329,UgwfRORlLqrDuKMHFSF4AaABAg,0,2 years ago,so nice love it,真好爱它
6340,UgwE_WsEHinDog8jhoV4AaABAg,0,2 years ago,nice,好的
6383,Ugykv2IfJG9jDKIS16V4AaABAg,0,2 years ago,nice video..nice background music..nice content...i love it...,不错的视频.. Nice Background Music .. Nice内容...我喜欢它...
6435,Ugxge8Kl_sT4QbHcU6l4AaABAg,0,2 years ago,hello everyone. nice to meet you. i do sculpture work ❤8,大家好。很高兴见到你。我做雕塑工作❤8
6464,UgxBYp-bRfBKuIHCp4F4AaABAg,0,2 years ago,corn and marshmallows? nice one. all made by herself? sure. but nice images.,玉米和棉花糖？好一个。全部由她自己制作吗？当然。但是不错的图像。
6477,Ugz8ZEoOpUqoTGN5gWF4AaABAg,0,2 years ago,"wow. it's just nice to watch. i feel that life is abundant, simple and peaceful",哇。很高兴观看。我觉得生活丰富，简单且和平
6478,UgyBdx_7WbRIC8MK2cV4AaABAg,0,2 years ago,nice mem sabscreib my youtube chanel,不错的MEM SABSCREIB我的YouTube Chanel
6489,UgyQJL1-iGMYH-ElPgx4AaABAg,0,2 years ago,nice,好的
6590,Ugwc-RstJuSFPvlW7hF4AaABAg,0,2 years ago,i like this nice place and fresh air,我喜欢这个不错的地方和新鲜空气
6622,UgyGmtaawFclYPPuFI14AaABAg.9LZ9-LxWety9LZUPfc4N4u,0,2 years ago,"@wp4484 hiding behind a name that it? besides, look up the facts on the video in detail covered by wion. then let's get back... it's easy to make comments based on ethnicity with no solid grounds.. fu but have a nice day ;)",@wp4484躲在一个名字后面吗？此外，请详细介绍Wion涵盖的视频中的事实。然后让我们回来...很容易根据种族发表评论，没有坚实的立场。
6655,Ugyc7JUBZyjuM-AnhGN4AaABAg,0,2 years ago,"this is really like a dream just try and compare how a real farmer's 
life really looks in china nothing like that in reality but yes it is a 
nice dream :)","这真的就像一个梦，只是尝试比较真正的农民的
实际上，生活在中国确实没有什么像这样的事实，但是是的，这是一个
好梦 ：）"
6764,Ugy68dvMgEzQcUaLt-x4AaABAg,0,2 years ago,nice,好的
6819,Ugx1ctmFmVeUjczI8dZ4AaABAg,0,2 years ago,a video worth watching is really nice.,值得一看的视频真的很好。
6852,UgxhTLXDySSLYGvK6eZ4AaABAg,0,2 years ago,very nice post,非常好的帖子
6881,Ugys0cjwFM2EWjT4OCd4AaABAg,0,2 years ago,"guys, honestly? do you actually believe this is a real living person and not a media constructed identify? all those fastened veggie/fruit process - all during the same season. all vegg and fruit turned grown perfectly juicy and nice like from 5* mechlin restaurant. you kidding me? it looks like an actor with a bunch of people writing scripts and filming all of it nicely for your entertainment + a separate team who builds/cooks all the stuff for her. it's fake af. i really pity the ones who believe it's a real person with real home and household.",伙计们，老实说？您是否真的认为这是一个真正的活人，而不是构建的媒体？所有这些固定的素食/水果过程 - 全部在同一季节。所有的蔬菜和水果变成了完美多汁，就像5* Mechlin餐厅一样。你在开玩笑吧？看起来像是一位演员，有很多人编写脚本，并为您的娱乐活动 +一个独立的团队拍摄了所有内容，他们为她建造/烹饪所有东西。这是假AF。我真的很遗憾那些认为这是一个真正的家人和家庭的真实人。
7008,Ugy7uPCCK4u6v-iCZzR4AaABAg,0,2 years ago,nice,好的
7025,UgxC-wwSJnh1OgcE-EV4AaABAg,0,2 years ago,"sorry, although this is nice, not my cup of tea...time is gold.",抱歉，尽管这很好，但不是我的茶...时间是黄金。
7070,UgyjQTqggogkYtfsZWZ4AaABAg,0,2 years ago,nice,好的
7106,Ugxzvo_kKnpgITs_hIp4AaABAg,0,2 years ago,nice yr,很好
8837,UgxDvgHcpg8cLngF2pd4AaABAg,0,2 years ago,nice,好的
8891,UgygqiNr7XccP6VtUeJ4AaABAg,0,2 years ago,nice https://youtu.be/23z2wdrw8eo,不错的https://youtu.be/23z2wdrw8eo
8907,Ugwol0nKSFBA0ftjm7N4AaABAg,0,2 years ago,nice place i miss u chennai is not bade,好地方，我想念你钦奈不是巴德
8917,UgxUiUnL8YEvOOx1XbF4AaABAg,0,2 years ago,she so kind and she so nice,她真友善，她真好
10233,UgzJfqrfB2ua6BlKTBp4AaABAg,0,2 years ago,"ohhh, beatiful nature, beatiful eats, beatiful girl!
=nice video๐๐๐","哦，美丽的大自然，美丽的饮食，美丽的女孩！
=不错的视频"
10303,UgwVJxl6kgTCae30FVR4AaABAg,0,2 years ago,nice,好的
10334,Ugy7YOhoV5iI81qgdp54AaABAg,0,2 years ago,nice cooking from asam(india),来自阿萨姆（印度）的美好烹饪
10364,Ugz-N7ah55YJv7npkWJ4AaABAg,0,2 years ago,nice family ๐ถ๐๐๐,好家庭
10381,UgzvUANpUa3nk0QyLt94AaABAg,0,2 years ago,"wow nice
please help to subscribe my channel for more new cooking video 
@ucumvcbwqxqzhgbb4cvbedhq/videos","喔不错哟
请帮助订阅我的频道以获取更多新烹饪视频
@ucumvcbwqxqzhgbb4cvbedhq/videos"
10394,Ugx7eWiiWU2JYOP4CT94AaABAg,0,2 years ago,nice,好的
10485,UgzWm-lXlRy-l4ir60J4AaABAg,0,2 years ago,nice,好的
10559,Ugxz2PkmRBibDGuLw3x4AaABAg,0,2 years ago,"nice recipe .. 
check out my recipe you will love it. 
https://youtu.be/v9lcuzoqtdg","不错的食谱..
查看我的食谱，您会喜欢的。
https://youtu.be/v9lcuzoqtdg"
10577,Ugziewdl4kBQ_-ZtlCp4AaABAg,0,2 years ago,nice place,好地方
10584,UgxaWL4qsAcu1weFlVh4AaABAg,0,2 years ago,nice sister . what you do with this food items you will sell or it is for your own purpose aa,好姐姐。您将使用这些食品来做什么，或者出于自己的目的而出售
10642,Ugz_MTH4dKu73RymSQl4AaABAg,0,2 years ago,soo niceee and very hard work girl๐‘๐‘๐‘,soo nicee和非常努力的女孩
10666,Ugyi-mVXWlJZavFYkit4AaABAg,0,2 years ago,nice,好的
10687,UgzQFv-aUc7A5Lw5FxN4AaABAg,0,2 years ago,hi liziqi my name is aminur islam you all videos very nice and food looking very nice thanks,嗨，liziqi，我叫Aminur伊斯兰
10750,UgwKx27sSMBGfZYlOiR4AaABAg,0,2 years ago,nice,好的
10799,Ugxa2C3yHn8iD4w6Oi54AaABAg,0,2 years ago,very nice ๐‘,非常好
10891,UgzE4Gk09_5pkwx_Y1R4AaABAg,0,2 years ago,that. nice ๐๐’–,那。很好
10981,UgwlZYCpIJGE7FLyVjh4AaABAg,0,2 years ago,so nice and cute i love it,很好可爱，我喜欢它
11068,Ugw5reQOk-06pcmyPLV4AaABAg,0,2 years ago,very nice to eat.,吃得很好。
11077,UgzIHrXdfKN0ACRxdQJ4AaABAg,0,2 years ago,wow so nice .,哇好吧。
11190,UgxDqmaXJWw1fHBj8UR4AaABAg,0,2 years ago (edited),"the subtitles are too fast.. atimes it's a guess work - what she's doing..... ????๐ค” plz improve the quality if video.. else, its just a kinda interesting documentary video with nice background music,.. about one chinese village girl that's to her works.... everyday' chores... wonder, what's this really all about???...๐ค”",字幕太快了。。。关于她作品的一个中国乡村女孩。。。。。。。。。。。。。。。。。
11273,UgyokDAfsXhcTz9IYAl4AaABAg,0,2 years ago,nice making,不错的制作
11379,UgzNK_gJSV8lho0kq294AaABAg,0,2 years ago,"she is truly an inspiration. ๐i watched almost every videos in her channel. โค๏ธ makes me want to live a simple life too. to everybody enjoying it as well i wanna share with you my friend's music and hopefully liziqi notice it too (would be truly awesome ๐). he writes very good music for free and it's a nice way to enjoy life even on quarantine. let's all share positivity and love. you can check the link below! ๐€
https://m.youtube.com/channel/ucdexl2evplsj8dvfv4cmcga","她确实是一个灵感。 
https://m.youtube.com/channel/ucdexl2evplsj8dvfv4cmcga"
11385,UgzjFfViU0pEMz0zlVx4AaABAg,0,2 years ago,very nice recipe please visit tamil channel,非常好的食谱，请访问泰米尔频道
11453,UgxeuHNeoyNXuo_ExVR4AaABAg,0,2 years ago,nice video delicious food ๐๐ yummy,不错的视频美味
11483,UgxP1DyO43jGO-yKXHJ4AaABAg,0,2 years ago,nice,好的
10200,UgzSbiIEdbQ3y1HhJ3d4AaABAg,0,2 years ago,nice,好的
10195,Ugx16QwNLWSrwhMfwa14AaABAg,0,2 years ago,"do u feed ur dogs, cats , sheep etc. it been very nice u do video on your animals pls. love ur videos xxx",你喂你的狗，猫，绵羊吗？爱你的视频xxx
10074,Ugxl55KYVrG2QRoCREF4AaABAg,0,2 years ago,very nice,很不错
9543,UgwDXbQRNxu9lVJXOMR4AaABAg,0,2 years ago,nice video,不错的视频
8953,Ugw149YYxFqIh4KMYXt4AaABAg,0,2 years ago,"nice
visit my channel plz
#kitchenandlifestylewithambreen","好的
访问我的频道PLZ
#kitchenandlifestylewithambreen"
9026,UgwjGSW-g3rba1lJzfR4AaABAg,0,2 years ago,nice❤️,很好❤️
9041,UgxMqIVjLTzSyDS9bi94AaABAg,0,2 years ago,nice video pls feed ur dog,不错的视频请给您的狗
9204,Ugw7ixpvnqbhzdkBG8R4AaABAg,0,2 years ago,"very nice video is this
my sister see 3 or four times
see this video","非常好的视频是这个
我姐姐看到3或四次
请参阅此视频"
9221,Ugw3yDOXsIlPF42-hv94AaABAg,0,2 years ago,nice channel,不错的频道
9235,UgyYH-bK015O7KRcZSZ4AaABAg,0,2 years ago,very nice,很不错
9254,UgxqGuzZ_sCQ97M8pYV4AaABAg,0,2 years ago,nice,好的
9313,UgyJcmxM0rVWoMmIbLF4AaABAg,0,2 years ago,nice of,很好
9405,UgzOIgKCKH5uUJYVIwN4AaABAg,0,2 years ago,she is so nice girl,她是如此的好女孩
9418,UgzsaImzrNL1adCXra14AaABAg,0,2 years ago,wow... nice video....,哇...不错的视频...
9539,Ugz07zIZJQLr3DlrCch4AaABAg,0,2 years ago,wow... nice place,哇...好地方
9580,Ugxv1BeTXRzUC-ej7oh4AaABAg.9H4PahxTxp29HDCUjZSTkx,0,2 years ago,"@ht4300 bless you! thank you for the information! it is nice to see such a beautiful landscape in other parts of the world. 
-
i live in the countryside of usa, where there are a lot of rolling hills and lakes. but there are no mountains like the ones featured in the video.","@ht4300祝福你！感谢您的信息！很高兴在世界其他地区看到如此美丽的风景。
- 
我住在美国的乡村，那里有很多起伏的山丘和湖泊。但是，没有像视频中的山脉那样的山脉。"
10027,UgxifQKHlBD4TjGrsSx4AaABAg,0,2 years ago,subscribe to our channel for a nice meal https://www.youtube.com/watch?v=b2xysqxnvjg&t=286s,订阅我们的频道，以供一顿美餐https://www.youtube.com/watch?v=b2xysqxnvjg&t=286S
9661,Ugwkf94fmN2iLS4VeAx4AaABAg,0,2 years ago,very nice,很不错
9685,UgxOVkgsEa8PDGZqaBd4AaABAg,0,2 years ago,very nice calm i like this life thanks i'm from morocco,非常好平静，我喜欢这一生，谢谢，我来自摩洛哥
