,cid,votes,time,含super,含super中文翻译
33058,UgyTWmyBvRkc3cSrLPF4AaABAg.8vVYJy8QOaA8w4yBC_OFDq,0,4 years ago,colorfullyme iโ€m sure they hunt and i highly doubt they get there meat from a super market,我敢肯定他们狩猎，我非常怀疑他们从超级市场上得到那里的肉
4414,UgxqYtzjXbsRdi0AEjF4AaABAg,0,1 year ago,"come on! who lives in a fairy tale land, had doggies and a lamb following her around? super freaking cool! i love it!",快点！谁住在童话般的土地上，有狗狗和羔羊跟随她？超级酷酷！我喜欢它！
32978,UgzbLYZDGHyZ7E2a43V4AaABAg,0,4 years ago,now i just appreciate everything i buy from supermarkets.,现在，我只是感谢我从超市购买的一切。
32928,UgwIZ4lasnIpU0GIWYB4AaABAg,0,4 years ago,"meanwhile i'm here watching her amazing hard work, laying on my bed after sleeping for a long while ๐ i really want to be like her, but imma super lazy potato :"")",同时，我在这里看着她出色的辛勤工作，睡了很长时间后躺在床上
4430,Ugxe1JzIfPcb8oZV_d54AaABAg,0,1 year ago,super,极好的
4647,UgzXwjLuu7VEJvU923d4AaABAg,0,1 year ago,superrrrrrrr,SUPERRRRRRRR
32550,UgzqYvkbpdS15ijjHat4AaABAg,0,4 years ago,"these are chestnuts ??? i come from georgia. as a child, she collected the floor but not fried, but loved boiled ones anymore. i strung like beads on a rope. super. health to you and well -being ๐ค—",这些是栗子？？？我来自佐治亚州。小时候，她收集了地板，但不油炸，但不再喜欢煮沸的人。我像绳子一样串起珠子。极好的。对您的健康和良好的健康
4689,UgyCDut5k2LYWUX81wl4AaABAg,0,1 year ago,you are super,你很棒
32233,Ugw98zMUT5-2W4KP6xF4AaABAg.8vxydkDtngx9Nc3LvwweiU,0,2 years ago,ikr she's like superhuman in a fantasy world,ikr她就像一个幻想世界中的超人
4935,Ugwq6TvNsrozAyIeSSt4AaABAg,0,1 year ago,super,极好的
5206,UgxtO8jJxyjaOdeEQRd4AaABAg,0,1 year ago,super,极好的
27527,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB9JNFqa-6fxV,0,2 years ago,"super lodestar, stony crab and corn, and seafood soup โโโโโ 
https://www.youtube.com/watch?v=peag6qxbv_k&t=1111s","超级Lodestar，石质螃蟹和玉米以及海鲜汤☟☟☟☟☟
https://www.youtube.com/watch?v=peag6qxbv_k&t=1111s"
27340,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB947E2MZP5z_,0,3 years ago,jeiel david china has super fast mobile network...,杰伊尔·戴维（Jeiel David China）拥有超级快速移动网络...
27154,UgzQIflTUUXeuvn_0oR4AaABAg,0,3 years ago,super. everything has. i wish i had a wife like this ahahah,极好的。一切都。我希望我有一个像这样的妻子
24993,Ugw04Uimwmp5r-6XhsZ4AaABAg.9-yq5NvA-dW91gYdOecIEw,0,3 years ago,"@oc-cpa finally you came up with a good question in the last of your reply? yes, why a miserable chinese who doesn't have the freedom of speech or freedom of press could even show up in this website? shouldn't you questioning about what you have been told by the western media now? you are so self-righteous to say people are worldview distorted and brainwashed bla bla by only knowing that i'm a chinese and i speak for china. look who is brainwashed now? i think a mature adult should know to see things dialectically. we or i never say that xi made himself president for life is right or good. actually we were very upset with this even though we know that chinese political system is originally not democratic. but after thinking about the time when all my americans friends had to choose a worse president out of the worst, and the time when the british ordinary voted for brexit but was shocked by the result because they were suppose to vote it for fun, i do think that it might not be a bad thing. because ordinary people have no idea what and who they are voting(americans votes for what they have been promised by the candidates, but god knows if the promises can really became real. most of the time they are fulled by the candidates, or in the end the voted president didn't make his promise come true if though they might want to keep his promises). if xi is a good president and can lead the chinese to better economy and a more united country, why could let him be a life president? i know you would start your noble democracy literature like other westerners. but fuck off democracy! democracy is not the only right way to run a country. actually, is democracy a right way is a good question as well. look at how the democracy has decreased or stopped the economy in most western countries! even america, look at how old their highways are and the terrible road conditions; the average annually income hasn't change much in 10 years, not even mentioning other western countries. they are falling. i like what the former president of singapore lee kuan yew said: countries like us who need to catch up do not need democracy. we have to gather our resources and use it to one and only goal. that is what suitable for us. and now look at what a marvelous country he managed to build from nothing! no homeless, super safe society with diverse culture and people from different background. thus your democracy doesn't work and suits others. don't be bully judging others by thinking only your way is the right way. that is very immature thought. but you are not immature in only that aspect, look at how funny you said about nathan rich. he said things you didn't familiar but contradict to what you thought then you said this person has no integrity but just to please the chinese. why do you stop trying to be a truth-fighter now by criticizing about his content but instead to attack this person? cause you know you don't have the ability to say it out loud that what he had said was unreal. you want to but you cannot.only i and other who truly have ever lived in china can have that right to say if what he said is true or fake. we were arguing if the content in the western media is true or not right? why come to nathan rich's videos, you switched to just subjectively judging a person instead of arguing the objective video contents? so stop lecturing about your so called ""freedom of speech"" cause it's actually not existing in america either. youtube's algorithms has set limits to the reviews of videos which contents the authority don't want you to see. so don't be childish, believe what you have seen by your real eyes. that's why i recommend nathan rich's videos cause the chinese current situations described by him is the one i know of and experienced. i live outside china but i do go back every now and then. i worked and lived in the states from 2012-2018 in a world top tech company having top 5-10% american annually income, but i still feel the huge problems of american society. the extreme white left politicians, the stupid law of letting the criminals to go away if the assets amount they get from robbery or stealing is under $975, the unavoidable frequent car window broking robbery, the drug problem, the disgusting streets of sf with homeless and their shits. your democracy just don't work that well, ok? just accept the truth that not everyone want this and they can live a good life without this. after my american greencard application got current, i had to make a choice if i really wanted to live here and raised my child in a society like this. our answer was no and my family voted by our own feet--we moved out of the states. so all the above came from a person who had really lived in both china and america, sorry to let you down and snapped your face about your brainwashed and worldview distorted conclusion. but if you insist by saying this poor chinese is just so deeply brainwashed even your great truth teller western media couldn't save her back in 7 years, feel free to say so.",@oc-cpa终于在回复的最后一个回复中提出了一个很好的问题吗？是的，为什么一个没有言论自由或新闻自由的痛苦的中国人甚至会出现在本网站上？您现在不应该质疑西方媒体所告诉您的内容吗？您是如此自以为是，以至于人们只知道我是中国人，而我为中国说话，人们就被世界观扭曲和洗脑了。看谁现在被洗脑了？我认为一个成熟的成年人应该知道辩证的事情。我们或我从未说过习近平使自己终身总统是正确的。实际上，即使我们知道中国政治制度本来不是民主的，我们对此感到非常沮丧。但是，在考虑了我所有的美国人朋友都必须从最糟糕的情况下选择更糟糕的总统的时间，而英国普通人投票赞成英国脱欧，但对结果感到震惊，因为他们本来应该投票赞成娱乐，我确实如此认为这可能不是一件坏事。因为普通人不知道他们在投票的是什么（美国人都投票赞成候选人所承诺的东西，但上帝知道承诺是否真的可以变得真实。在大多数情况下，他们都被候选人或在结束选票的总统不会做出他的诺言，尽管他们可能想兑现他的诺言）。如果习近平是一名好总统，可以带领中国人走向更好的经济和更加统一的国家，为什么让他成为终身总统？我知道您会像其他西方人一样开始您的崇高民主文学。但是，滚蛋民主！民主并不是经营一个国家的唯一正确方法。实际上，民主是正确的方法也是一个很好的问题。看看大多数西方国家的民主如何减少或阻止经济！甚至美国，看看他们的高速公路年龄多大和可怕的道路状况。每年的平均收入在10年内没有变化太大，甚至没有提及其他西方国家。他们跌倒了。我喜欢新加坡前总统李·库恩（Lee Kuan Yew）所说的：像我们这样的国家，需要赶上的国家不需要民主。我们必须收集我们的资源，并将其用于一个唯一的目标。那就是适合我们的。现在看看他设法从一无所有地建立了一个奇妙的国家！没有各种文化和来自不同背景的人的无家可归，超级安全的社会。因此，您的民主不起作用并适合他人。不要通过仅思考自己的方式来欺负他人是正确的方法。那是非常不成熟的想法。但是，您并不是在这方面并不成熟，请看看您对Nathan Rich的说法有多有趣。他说您不熟悉的事情，但与您的想法相矛盾，然后您说这个人没有诚信，而只是为了取悦中国人。为什么您现在不再试图通过批评他的内容而试图成为真相战斗机，而要攻击这个人？因为您知道您没有能力大声说出他所说的是虚幻的。您想，但您不能。只有我和其他曾经住在中国的人可以说他说的是真的还是假的。我们在争论西方媒体中的内容是正确的吗？为什么要参加内森·里奇（Nathan Rich）的视频，您改用了主观评判一个人而不是争论客观视频内容？因此，不要再对您所谓的“言论自由”进行讲授，因为它实际上也不存在于美国。 YouTube的算法已设定了视频评论的限制，该视频内容不希望您看到。因此，不要幼稚，相信您的真实眼睛所看到的。这就是为什么我推荐内森·里奇（Nathan Rich）的视频，原因是他所描述的中国当前情况是我知道和经历的。我住在中国以外，但我不时地回去。从2012年至2018年，我在一家世界顶级科技公司中工作并居住在美国，每年获得5-10％的美国收入，但我仍然感到美国社会的巨大问题。极端白人左派政客，如果他们从抢劫或偷窃的资产金额不到975美元，那是让罪犯离开的愚蠢法律，这是不可避免的经常发生的车窗经纪抢劫，毒品问题，令人恶心他们的狗屎。您的民主制度不太好，好吗？只要接受并非每个人都想要这个的事实，没有这个，他们就可以过上美好的生活。在我的美国绿色申请中申请后，如果我真的想住在这里并在这样的社会中抚养我的孩子，我必须做出选择。我们的回答是否定的，我的家人用自己的脚投票 - 我们搬出了美国。因此，以上所有内容都来自一个真正生活在中国和美国的人，很抱歉让您失望，并为您的洗脑和世界观扭曲了结论。但是，如果您坚持说这个可怜的中国人被深深地洗脑了，即使您的伟大真相teller teller teller媒体无法在7年内拯救她，请随时这样说。
24695,UgyjIzov_-UaQTDpwxx4AaABAg,0,3 years ago,too much active in this video. super working girl.i really empressed by herself.,在此视频中过于活跃。超级工作的女孩。我真的被自己求婚。
24176,UgyWNDOFqCz2C3oyfIR4AaABAg,0,3 years ago,"grandma, i make super big lake candy for you :)))",奶奶，我为你做超级大湖糖果:)））
23889,UgzFUcE6SoHzQUcuYHJ4AaABAg,0,3 years ago,sister super,姐姐超级
7462,Ugwc0N2NaaARb9TY1K14AaABAg,0,2 years ago,superb,高超
23736,UgyeVilZ9oq-J0SZyXZ4AaABAg,0,3 years ago,fairy life! intersection super yearning! intersection,神仙生活！！超级向往！！
23331,Ugw7K4D7v_Y8CC4NMvB4AaABAg,0,3 years ago,it's beautiful super ๐,这是美丽的超级
7495,Ugwol0YdfD9BybOqe8l4AaABAg,0,2 years ago,super,极好的
22739,UgzS7Wu1BJvILi_-Njp4AaABAg,0,3 years ago,waaayw super ๐๐๐๐๐๐๐ค—,waaayw超级
22601,UgwRhjfGNbEvQ0cWOrJ4AaABAg,0,3 years ago,omg what aah super woman,天哪，啊，超级女人
7496,UgzEnkMJ7yM03TvEmgl4AaABAg,0,2 years ago,super,极好的
22531,UgzBg6tOElZ7jBnpChJ4AaABAg,0,3 years ago,i swear this girl has super powers.,我发誓这个女孩有超级力量。
22323,UgweMyQQ_-Bi-n0TL7F4AaABAg,0,3 years ago,super girl not like modern bombings,超级女孩不像现代爆炸
22279,UgxIPOftdVQUP_4AxoF4AaABAg,0,3 years ago,"hi sister your life super
i miss a this life
meyyappan....","嗨姐姐你的生活超级
我想念这一生
Meyyappan ...."
7541,Ugz33gk2n58Ad39Ysvt4AaABAg.9JfTa1DwsQJ9M65KRP0wpU,0,2 years ago,"@reubennelson4086 we do this in vietnam, i used to live like this due to poor conditions back then but it is really really fun, invent new things, cook food without electric appliance, my father build a small farm and i had a pet baby goat xd, it was super cute.",@reubennelson4086我们在越南这样做，当时我经常过这样的生活，但这真的很有趣，发明新东西，不用电气烹饪食物，我的父亲建造了一个小农场，我有一只宠物婴儿山羊XD，它非常可爱。
7547,Ugzn6aVf7r9hbYgNMgJ4AaABAg,0,2 years ago,super,极好的
7618,Ugx3vRfS-UPfh1KG4iF4AaABAg,0,2 years ago,superb.....,高超.....
7837,UgykxnwFHQcNdtcTpVF4AaABAg.9JNs6vbdvmr9JVN79i0w5x,0,2 years ago,"@kaahzvi5820 you cannot be this braindead, attacking people's hobbies and claiming moral superiority. if only you know the oppression of the chinese people, you'll be shitting yourself. but the ultra nationalist in you is blinding you to the truth. wake up.",@kaahzvi5820您不能成为这个脑脱头，攻击人们的爱好并声称是道德上的优势。如果您知道中国人民的压迫，您就会自欺欺人。但是，您中的超民族主义者使您对真理蒙蔽了双眼。醒来。
21730,UgwxlN_0SWYMRpelTcF4AaABAg,0,3 years ago,her house is itself a super market....so many things she preserve....wow!,她的房子本身就是一个超级市场。
8007,UgyV-H8jvnPqTET6QWx4AaABAg,0,2 years ago,super woman i have never seen before this.,我从未见过的超级女人。
21428,Ugx4h7yFDLkjJ00aVsp4AaABAg,0,3 years ago,i find it super cute the puppies and little lamb keep following her,我发现幼犬和小羊肉一直跟着她
21415,Ugz-LrBxEaAbArRUxnt4AaABAg,0,3 years ago,sweet super sister,可爱的超级姐姐
24834,UgxFeQj77k0bS8VEYjp4AaABAg,0,3 years ago,super dear,超级亲爱的
25010,Ugw9uqxmJydPPxZltOp4AaABAg,0,3 years ago,i like your all videos........ and your garden super...... really,我喜欢你的所有视频........和你的花园超级......真的
6820,UgyigHyMeT9Gly-qVN94AaABAg,0,2 years ago,what is this lady some kind of superhero?? lol crazy,这位女士是什么超级英雄？大声笑疯狂
25035,UgxNgJR-dAn5yiaXVER4AaABAg,0,3 years ago,super medam,超级医学
27067,Ugwx8taMimaD-VVR-Cl4AaABAg,0,3 years ago,she's a super girl,她是一个超级女孩
6943,Ugy8IxahBsHSnxeStrR4AaABAg,0,2 years ago,besides being beautiful ... super competent ... kd feminists look at a real woman,除了美丽...超级胜任... KD女权主义者看着一个真正的女人
26028,UgxX2zGf9aOvY-Y1IY94AaABAg,0,3 years ago,"who is this super girl? so pretty, so talented, surrounded by the bounty of nature, self-sufficient and strong girl creating exquisite dishes and stuff all by herself without much effort.",这个超级女孩是谁？如此漂亮，如此才华，周围是自然的赏金，自给自足的女孩，她自己创造精美的菜肴和东西，而无需付出太大的努力。
905,UgzEkNaxiQQEZg-Cb954AaABAg,0,6 months ago,superb ๐โค๏ธ,出色的
25992,Ugx_dwUyroer-APbayd4AaABAg,0,3 years ago,super super super cute,超级超级可爱
25917,Ugzvg6OV6X5dNYAmWUd4AaABAg,0,3 years ago,super,极好的
7031,UgzC5a34wwMtgERAeqJ4AaABAg,0,2 years ago,superb,高超
7056,UgwYo0IZ20TUedb4mzB4AaABAg,0,2 years ago,super akka big fan,超级akka大粉丝
25604,UgxHntkBWOx5RviR26V4AaABAg.9-8nFm2JC9c9-Hnm8Woo8O,0,3 years ago,"come on, life is part of chinese culture, as well as super wonderful history and beautiful scenery.",加油，生活是中国文化的一部分，还有超级精彩的历史和美丽的风景。
25577,UgzXWvvVtZaoxWIh-DB4AaABAg,0,3 years ago,is this the same super woman who built her own house from scratch ? the setting and that oven looks familiar .,这是从头开始建造自己的房子的那个超级女人吗？设置和烤箱看起来很熟悉。
25549,UgzeNxEdb5foKmb_Ioh4AaABAg,0,3 years ago,like super,喜欢超级
7210,UgxN7TvYG0kzTE_PrQt4AaABAg,0,2 years ago,ur dogs and lamp aare so cute superb,您的狗和灯Aare如此可爱
25446,UgyW8U3KvUJcW9GIE114AaABAg,0,3 years ago (edited),"go to supermarket : no
harvest and make your own snack : yes","去超市：不
收获并自己做小吃：是的"
25373,Ugz5ZS0ZGdM9orrNwxV4AaABAg,0,3 years ago,very nice super talent all videos super๐‘๐‘๐‘๐‘๐’๐’๐’๐’,非常好的超级人才所有视频超级
25289,UgwiLg3409nbE3jL9cJ4AaABAg,0,3 years ago,her husband is super lucky. her kids are the luckiest ๐,她的丈夫超级幸运。她的孩子是最幸运的
25282,UgxeJCdJg8iqX1znOYJ4AaABAg,0,3 years ago,super,极好的
25144,UgzqStBkdtAzGi_SuJl4AaABAg,0,3 years ago,you are superb after watching your videos i am in love with sweetheart you are osam now my dream is to meet you. bcoz you are so cute and genius,观看了我爱上甜心的视频之后，您真是太棒了，您现在是Osam，我的梦想是与您见面。 bcoz你真可爱而天才
25130,UgzJ1bas1qiCQFWrRMd4AaABAg,0,3 years ago,i am just love this video i r superb๐๐‘,我只是喜欢这个视频，我很棒
25100,Ugxfzb6CoSbvZu6Lsx14AaABAg,0,3 years ago,super woman,超级女人
25082,UgyrC3FeiDWZrpIDPN54AaABAg,0,3 years ago,super ๐‘,超级
25079,Ugwj6Seym7usuaYYM2F4AaABAg,0,3 years ago,"you are very sweet !!! you are super !!! i rest when i look at you! you are calm and peacefulness at once! you are prosperity! thank you, i only put thoughts with you in order !!!",你很可爱！你是超级！我看着你时我休息！你一次镇定和宁静！
827,UgxsY_LSk5didK5Rund4AaABAg,0,6 months ago,super,极好的
