,cid,votes,time,含girl,含girl中文翻译
43476,Ugzhk06knzma3krlN8B4AaABAg,0,4 years ago,"everything is so nice - lambs, nature and girl needlewoman",一切都很好 - 羔羊，大自然和女孩针女
35241,UgyNqSBxQ1unsoLPgsR4AaABAg,0,4 years ago,"the good girl is full of vitality and watching you busy to make a lot of things, so i feel so happy ๐ฅณ",好能干的姑娘 元气满满 看着你忙忙碌碌的做出好多东西就觉得好开心
52263,Ugyd5N0t76pnEI3Vwgd4AaABAg,0,4 years ago,so proud of him. i love it i remember before the girls befor was happy and ejoy to kocking but now i dont no if the have like this..,为他感到骄傲。我喜欢它，我记得在女孩们对Kocking感到幸福和Ejoy之前，现在我没有这样的了。
52180,Ugwyx0dcUKTmYu0swjZ4AaABAg,0,4 years ago,it is very happy that the girl we love is always happy (fro m fan vietnam),很高兴我们爱的女孩总是快乐（越南粉丝）
43868,UgwsBwtIyY3Is56o5aV4AaABAg,0,4 years ago,i want to ask if this girl alr marry or wut xd i'm waiting for him to become my wife .... haahahaha,我想问这个女孩是嫁给还是XD，我在等他成为我的妻子。
35453,UgzjYmuYrur-uwUBvcl4AaABAg,0,4 years ago,what a good content! in my country they should change soap operas for videos like this. what a working and talented girl.,多么好的内容！在我的国家，他们应该为这样的视频更改肥皂剧。真是个工作和才华横溢的女孩。
43889,UgxbkRp4-ScGdMJPK3N4AaABAg,0,4 years ago,you are so sweet girl....and your grand maa also sooooo sweet...,你是如此可爱的女孩....你的大玛娜也太甜蜜了...
43913,UgwSelW2QZ7WMfP4mTN4AaABAg,0,4 years ago,amazing girl and wonderful dogs,惊人的女孩和美妙的狗
52101,UgweZ7nGrG_cN0YAUDF4AaABAg,0,4 years ago,"your video so nice and amazing. i saw about 20 videos or more within 2 days. 
you are so cute, beautiful, creative, strong girl and i love the way you take care of your grandmother.
love and respect you from vietnam.","您的视频真是太好了。我在2天内看到了大约20个视频或更多视频。
你是如此可爱，美丽，富有创造力，坚强的女孩，我喜欢你照顾祖母的方式。
爱和尊重你的越南。"
52014,UgwYlEIAuf_xvwWcTVd4AaABAg,0,4 years ago,i'm waiting for your videos like a girl waiting for her crush to come..... your video make my day.... thank you soo much,我正在等待您的视频，就像一个女孩一样，等待着她的迷恋来.....您的视频使我的一天....谢谢你，非常感谢
51920,Ugw5L6nd_dynyLdnM614AaABAg,0,4 years ago,i regularly watching ur video. it's really interesting to watch. u r the most energetic girl ever i saw. ur pets are very cute.,我经常看你的视频。观看真的很有趣。我见过的最有活力的女孩。你的宠物很可爱。
35360,UgztZsNaxvof_xExcKt4AaABAg,0,4 years ago,"the hardshop, smart girl!",硬店，聪明的女孩！
43914,UgyJMclordPOKJCeeGh4AaABAg,0,4 years ago,"so cute little animals following her, i enjoy watching her making things and cooking hard working girl.",如此可爱的小动物跟着她，我喜欢看着她做东西并烹饪努力工作的女孩。
35370,Ugxxx5Bb9PYQkSmPq_h4AaABAg,0,4 years ago,"no words , she's strong super supper talented girl .. god bless you always girl .โค๏ธ",没说，她是坚强的超级晚餐才华。上帝保佑你永远是女孩。
35439,Ugx4ouEZ51JDPcbqnDl4AaABAg,0,4 years ago,"well done girl. here is such a wife, and not these fools with iphones who cannot even fry the eggs",做得好的女孩。这是这样的妻子，而不是这些傻瓜，iPhone甚至无法炸鸡蛋
51850,UgzxKVe81wg0Eemi6Up4AaABAg,0,4 years ago,a great girl,一个伟大的女孩
35449,UgyC4i-yaKLVkE_-5ZF4AaABAg,0,4 years ago,"but as this girl does, she is intangable! absolutely fantastic",但是就像这个女孩一样，她是无形的！绝对精彩
43348,UgxfOmv-VGiRnMlvrm54AaABAg,0,4 years ago,"u r p e r f e c t !!! be blessed , beautiful and intelligent girl!",u r p e r f e c t ！！！祝福，美丽而聪明的女孩！
52370,UgwVi6Lw0luYnhJYlwx4AaABAg,0,4 years ago,health to a girl. support with likes. when will the channel appear about our village?,对一个女孩的健康。支持喜欢。我们村庄的频道何时会出现？
35068,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-8voLQpcA2PX,0,4 years ago,i feel the same way. this girl knows so many things. she's so smart and hardworking. she looks so happy. i honestly envy people who manage to live so beautifully and peacefully. that place is gorgeous.,我有同样的感觉。这个女孩知道很多事情。她是如此聪明和勤奋。她看起来很高兴。老实说，我羡慕那些设法如此美丽，和平地生活的人。那个地方很漂亮。
52415,UgyY4tmGgIiokJxRwIh4AaABAg,0,4 years ago,this is a #girlpower!,这是#girlpower！
52446,UgxTEzJ0dnCDd0OqnYV4AaABAg,0,4 years ago,"you are amazing relented girl,i appreciate you, good job,keep it up,i like your vedio, love from pakistan",你真是太卑鄙的女孩了，我很感激你，好工作，保持努力，我喜欢你的吠陀，巴基斯坦的爱
34539,Ugw08lsxQFbTVNQy6vJ4AaABAg,0,4 years ago,the little girl marries the end? sichuan shi shi,小妹嫁人末？四川人仕
34564,UgwL1QogSZLibZltdSt4AaABAg,0,4 years ago,this girl is versatile hahaha,这个女孩是多才多艺的哈哈哈
43647,UgxJkPP5UvrXT5Tq-854AaABAg,0,4 years ago,"i am from palestine, i love this girl, she is beautiful and dangerous",我来自巴勒斯坦，我爱这个女孩，她是美丽而危险的
34573,UgzurQhlQhOp0-yV4GJ4AaABAg,0,4 years ago,this girls grind is unreal,这个女孩磨是不真实的
43734,UgzCC95tx9QqMozDGtp4AaABAg,0,4 years ago,what area is it? is the girl chef? do you have a restaurant? what her name?,它是哪个区域？是女厨师吗？你有餐厅吗？她的名字是什么？
34600,UgwsmwvcLDkPPQyKcIB4AaABAg.8uzOrtFqjkV9NMpvuuSMlv,0,2 years ago,"such a smart girl, hardworking,!",如此聪明的女孩，勤奋，！
34623,UgzgLyT0lqqL0vDTcEB4AaABAg,0,4 years ago,fate of girls but looking at cx want to have a wife like this ๐๐๐๐,女孩的命运，但看着CX想要有这样的妻子
34624,UgzWQhD6btRJ5mw0z9x4AaABAg,0,4 years ago,really love this girl๐๐๐,真的很喜欢这个女孩
43735,UgyFZEUURxwybRQdxcJ4AaABAg,0,4 years ago,"words are unable to describe and beauty the scenery, and this girl is actually creating what is the most beautiful ..",言语无法描述和美景风景，这个女孩实际上在创造最美丽的东西。
43742,UgzhoT3wABS8Vmcc4zZ4AaABAg,0,4 years ago,love you grandma and girl,爱你奶奶和女孩
34712,UgwRrHrF5PQRUWihrcR4AaABAg,0,4 years ago,a full functional rural girl.,一个全功能的乡村女孩。
52820,UgxgpfjIsmw-YoIIS4B4AaABAg,0,4 years ago (edited),"as always great video ... music, the situation. adore))). i am not tired of admiring a sweet girl",一如既往，很棒的视频...音乐，情况。崇拜）））。我不厌倦欣赏一个可爱的女孩
43821,Ugxrpwumt0rq6AI9YIZ4AaABAg,0,4 years ago,hard working girl,努力工作的女孩
52726,UgzLVbRLpq3S182iqEF4AaABAg,0,4 years ago,i would like to live like this girl,我想像这个女孩一样生活
52685,Ugyry5MFQgBJM3GbBtl4AaABAg,0,4 years ago,"my girl,i love you!!!",我的女孩，我爱你！
34826,UgwbJa7fHlYLWy4VhbJ4AaABAg,0,4 years ago,"i really like her. i have never seen a girl like her. i admire her very much, hoping that there is a place where she visits her, the vision is peaceful and beautiful.",我真的很喜欢她，我从来没有见过像她这样的女孩，我非常敬佩她，希望有一次访问她的地方，视野平和而美丽。
34845,UgzTPQkwFFofphAGN2R4AaABAg,0,4 years ago,how nice would be to live with this girl,和这个女孩一起生活真是太好了
43629,UgzD3T9LhS-_xblBwxl4AaABAg,0,4 years ago,"incredible, everything he knows how to do, that girl so hardworking, surprising and everything looks delicious",令人难以置信，他知道该怎么做的一切，那个女孩如此努力，令人惊讶，一切看起来都很好吃
52585,Ugwakm4vb5YaoJsIl2Z4AaABAg,0,4 years ago,respect from egypt beautiful girl,尊重埃及美丽的女孩
52465,UgzA0asnu3ZvsWEPaUx4AaABAg,0,4 years ago,i fallen love with this girl......,我爱上了这个女孩……
34887,UgylGnWT5mz6ItB1jk14AaABAg,0,4 years ago,i love this girl,我爱这个女孩
52450,UgyG37s36_REMTToRkh4AaABAg,0,4 years ago,i really want to know the real accoubt youtube of this girl. i think everybody love to upload her vidio. we,我真的很想知道这个女孩真正的YouTube。我认为每个人都喜欢上传她的视频。我们这么多
43626,UgzhENjP2QpaSSRCmE14AaABAg,0,4 years ago,"i like this video too much.
the girls that come out are cute and all the foods that come out look delicious. the shooting is good. what kind of video is this?","我太喜欢这个视频了。
出来的女孩很可爱，所有出来的食物看起来都很好吃。射击很好。这是什么样的视频？"
34931,Ugw6mWciz-TbbUPTqL94AaABAg,0,4 years ago,this girl is a beautiful and delicious chef.,这个女孩是美丽而美味的厨师。
34971,UgwEE8JmMVDXmjItSm54AaABAg,0,4 years ago,"when she covered her grandmothers ears, this girl is so pure",当她遮住祖母的耳朵时，这个女孩是如此纯净
43323,Ugy_0Udq4_8NFkZVDRB4AaABAg,0,4 years ago,woww ur so awesome...i luv tat girl ...,哇，你真棒...我爱tat女孩...
51669,UgywUmnD4VcB6S3J-114AaABAg,0,4 years ago,love you girl...,爱你的女孩...
38107,UgxNvH7D-G4k5m6fmZR4AaABAg,0,4 years ago,the girl of a dream),梦想中的女孩）
50590,UgzlWHWYiIFTlIpoALF4AaABAg,0,4 years ago,...... yes one girl can do everything...... you are my inspiration dear .....,......是的，一个女孩可以做所有的事情……你是我的灵感亲爱的.....
50783,Ugx8Hbd3uy-G_zXKcX94AaABAg,0,4 years ago,it's amazing! my girl!,厉害了!我的姑娘！
35664,UgwkS3lTq41fJe7CzS54AaABAg,0,4 years ago,disney make a movie about this girl she is a princess,迪士尼拍了一部关于这个女孩的电影，她是公主
35672,UgxcrGDApl6sM696JbZ4AaABAg,0,4 years ago,clever girl๐‘๐‘๐‘๐‘,聪明的女孩
43093,Ugwp34CsUNtkes-oNKd4AaABAg,0,4 years ago,this girl is an angel.,这个女孩是天使。
50761,Ugz2eQnm808Nyc-LUBJ4AaABAg,0,4 years ago,perfect girl...,完美女孩...
50702,Ugyzgc-in65f-HmTu1V4AaABAg,0,4 years ago (edited),beautiful girl,来自印度尼西亚的美丽女孩
35707,Ugz0r8HCuSjtrWHzpBZ4AaABAg,0,4 years ago,"it's a pretty girl
what teaches us ... what she
different meals, desserts
and some activities ....
would like to be in place
it is a pride and joy of having
examples ... how is video
my thousand congratulations ๐’๐’๐’๐’","这是一个漂亮的女孩
什么教我们...她
不同的饭菜，甜点
还有一些活动...
想到位
这是一种骄傲和喜悦
示例...视频如何
我一千个祝贺"
50697,UgzZTSUhym41TtV8qZt4AaABAg,0,4 years ago (edited),5:55 is the best moment for me. kind and caring act plus your cute reaction. such an adorable girl...,5:55是我的最佳时刻。善良和关怀的行为加上您可爱的反应。如此可爱的女孩...
35729,UgxXWzf2mpV_56Hhs6Z4AaABAg,0,4 years ago,marry me girl,嫁给我的女孩
35735,UgxPzShfhLcD_Q8BpW14AaABAg,0,4 years ago,this girl's life is very good,这个女孩的生活很好
35741,UgyieLSkPn1PIdUBTl94AaABAg.8uaHFugLNuw8udbBrXVN9t,0,4 years ago,"i agree with you, arkady !!! the girl is smart, hostess ๐‘๐‘๐‘๐น๐น๐น๐น such a wife, daughter -in -law, daughter just a treasure !!! โ๏ธchat is the man who will meet such a woman in his path ๐‘orn :))",我同意你的看法，阿卡迪！！！这个女孩很聪明，女主人
50695,UgxqxvNQS4BuwLrAbMZ4AaABAg,0,4 years ago,"a lamb, two little milk dogs, small roads in the country, little girl. my heart is melted. cure. thanks.",一只小羊，两只小奶狗，乡间的小路，小姑娘。我的心都化了。治愈。谢谢。
35753,Ugy6qNbSFd6gOIwwTVN4AaABAg,0,4 years ago,this girl is so hard working! her videos look like scenes from an ang lee movie. thank you for sharing your simple but awesome life to us.,这个女孩是如此努力！她的视频看起来像是一部Ang Lee电影中的场景。感谢您向我们分享您简单但很棒的生活。
35457,UgzjS9-3iSr46MxQoTZ4AaABAg,0,4 years ago,i very very love it that song and this girls :') very very relax,我非常喜欢那首歌和这首歌：'）非常非常放松
35767,UgzeK0CeKM8xUCsBilt4AaABAg,0,4 years ago,"magic girl, i love you so much",魔术女孩，我非常爱你
35774,UgwmZSRorwLuqBpAJKV4AaABAg,0,4 years ago,"this girls life is so confusing to me, does she just make stuff everyday? and she has the most professional video production yet no running water or modern appliances?! what",这个女孩的生活使我感到困惑，她每天都在做东西吗？她的视频制作最多，但没有自来水或现代电器？什么
50542,Ugz9SnfCsiR_C2J6_FB4AaABAg,0,4 years ago,beautiful girl,美丽的女孩
43092,Ugz8NZVboYH5ehdkAvl4AaABAg,0,4 years ago,chinese girls are good and beautiful,中国女孩很好
35921,UgzU9qYtw65T0fcobWR4AaABAg,0,4 years ago,"incredible girl, she knows everything)))",令人难以置信的女孩，她知道一切）））
43083,UgzdO5xMT3auE0U6M354AaABAg,0,4 years ago,natural food & nice girl.,天然食物和好女孩。
43077,Ugy88zrvMSt4BV3OMct4AaABAg,0,4 years ago,"what a beautiful girl! 
how incredible and fantastic you are 
greetings from mexico
peace and blessings.","多么美丽的女孩！ 
你真是令人难以置信和奇妙。
来自墨西哥的问候
和平与祝福。"
35943,UgxmWGBPYNkCVZqPca14AaABAg,0,4 years ago,i want to visit this girl!,我想拜访这个女孩！
35944,UgwIFJokkipDbJUoZNd4AaABAg,0,4 years ago,if we all lived like this girl i doubt there wold be anything wrong with the world,如果我们都像这个女孩一样生活，我怀疑世界有什么问题
35974,Ugz4Vogin_lcXms_oex4AaABAg,0,4 years ago,iโ€m not see my girl china beautiful like it!,我看不到我的女孩中国美丽！
50494,UgxkPaXYK0mOKo9vqdh4AaABAg,0,4 years ago,mom i found perfect girl for me,妈妈，我为我找到了完美的女孩
36170,UgxvZHAxy195V8qDWjJ4AaABAg,0,4 years ago,"i love the life of this girl, the only bad thing is that i do not understand, it could be translated into spanish too, thanks",我喜欢这个女孩的生活，唯一不好的事情是我不明白，它也可以翻译成西班牙语，谢谢
50818,UgzwcIBafhFopxcGqGV4AaABAg,0,4 years ago,i love you girl .. i really idolized you,我爱你的女孩..我真的崇拜你
50914,UgwWZEP-VoVPHINETsl4AaABAg,0,4 years ago,hehe ~~ you cute little girl ~~ it's been a long time since i saw it ~~ haha ~~ there are more than 2 million subscription rates ~~ come on ~~ haha ~~~,呵呵~~妳这只可爱的小丫头~~好久不见了喔~~哈哈~~难得有200多万的订阅率~~加油~~呵呵~~~
51029,UgxsD3UO6Ndki9dML0B4AaABAg,0,4 years ago,"u r very talented and independent girl.
keep it up","非常有才华和独立的女孩。
继续努力吧"
35657,UgwRC4ADJQaSLbJMNVl4AaABAg,0,4 years ago,"the girl is very talented, i bet there is nothing she canโ€t do. but the vids are a little bit unrealistic . no one lives like that at a farm. everything is too clean, too tidy. besides there is no actual need to use fire every time you cook. wood-fired oven is better than electric one in many cases, but for frying and boiling you need to be super-expert to use open fire. thus for me it just seems like intentionally making your life harder while not adding any extra-value to the final result. and she never uses neither water lines nor washing machine in the video. this is just absurd: you just can not keep the house as clean without water lines. and animals are so tidy, i bet they are washed and brushed everyday. the vids are very good just as fairytales, but those comments saying about the ยซ real life ยป the girl lives are just killing me",这个女孩很有才华，我敢打赌，她无能为力。但是视频有点不现实。没有人像这样的农场生活。一切都太干净了，太整洁了。此外，每次您做饭时都无需使用火。在许多情况下，燃木烤箱比电动烤箱要好，但是要煎炸和煮沸，您需要超级专家才能使用开火。因此，对我来说，似乎有意使您的生活更加艰难，同时又不为最终结果添加任何额外价值。而且她从未在视频中使用水管也不使用洗衣机。这只是荒谬的：如果没有水管，您就无法保持房屋的干净。动物是如此整洁，我敢打赌它们每天都洗和刷。视频和童话一样很好，但是那些关于“现实生活”的评论是女孩的生活只是在杀死我
51623,Ugw4HMvKUcVe2W4rn1F4AaABAg,0,4 years ago,angel girl :),天使女孩:)
51620,UgxXwKAwcSoT6OaIhYN4AaABAg,0,4 years ago,wanna marry you sweet girl,想嫁给你甜美的女孩
43284,UgxhZo624_03t86XIXF4AaABAg,0,4 years ago,i love this girl,我爱这个女孩
51553,Ugw0-dQBiOXlCY2qNhp4AaABAg,0,4 years ago,"usually in the past videos. miss li showed a little sentimental. in the process of uncle popcorn, she covered her grandmother's ears and exclaimed. it was rare to see the girl's feelings.","通常在以往的视频中.李小姐多少都显示有点多愁善感状。在大叔爆米花的过程中,她掩着奶奶耳朵,雀跃地惊呼.才难得地一睹那少女的情怀。"
43262,UgyKTEtT8d2SnY3L-pp4AaABAg,0,4 years ago,wow you’re making me hungry in the middle of the night. girl you’re certainly good at cooking... very talented.,哇，你在半夜让我饿了。女孩，您当然擅长做饭...很有才华。
51463,UgwJf9wSFccHBrmCdbx4AaABAg,0,4 years ago,"it's brilliant!!! beautiful girl, beautiful nature.your video i can see forewer.",这个棒极了！！！美丽的女孩，美丽的大自然。我可以看到前面的视频。
43229,UgwjR-BgB95IL62bURJ4AaABAg,0,4 years ago,"what a girl she is, there is no pain on her face while doing his work, she is loving it, god bless u",她是个女孩，做他的工作时脸上没有痛苦，她爱它，上帝保佑你
51430,UgzrnSx4A2xAD4uSXAJ4AaABAg,0,4 years ago (edited),"i want that girl for 2 century and now i had met .
from cambodia","我想要两个世纪的女孩，现在我见面了。
来自柬埔寨"
43221,UgzfrHpkwrz9p6yh2jZ4AaABAg,0,4 years ago,god bless you girl,上帝保佑你的女孩
35518,UgyluuBqzHTd4zkYFMZ4AaABAg,0,4 years ago,to perfect to be real. beautiful place beautiful food and an adorable girl.,完美成为现实。美丽的地方美丽的食物和一个可爱的女孩。
35524,UgxBo467A9fIYOgy5-h4AaABAg,0,4 years ago,"russian brother! if you look at this comment, write the name of this girl. thank you.",俄罗斯兄弟！如果您看这个评论，请写这个女孩的名字。谢谢。
51315,UgzeULJ9XOgOv5xjaW94AaABAg,0,4 years ago,"the person is so good, whoever takes this sister must cultivate very badly, mik is a girl but also fans nak,",这个人是如此的好，无论谁带这个姐姐都必须非常糟糕地培养，米克是一个女孩，但粉丝nak，
51258,Ugw_p_xhPxUEc0u7CQ54AaABAg,0,4 years ago,"i don't know y whenever i see this girl time freezes and i am feel so good .....the entire video i just smile ....n the food that she makes is so mouth watering and delicious .....thanks for making me feel so amazing 
#spreadinghappyness♥️","每当我看到这个女孩的时间冻结时，我都不知道你感觉很好.....整个视频我只是微笑.... n她所做的食物是如此令人垂涎和美味。感谢让我感到如此惊人
＃传播愉快的♥️"
35544,UgwQqfa2zTxCK2a11sN4AaABAg,0,4 years ago,what a pretty girl and what a wonderful life !,多么漂亮的女孩，多么美好的生活！
35580,Ugwj-OnqBbi0aqd2uy54AaABAg,0,4 years ago,she is the real rich girl in the world,她是世界上真正有钱的女孩
35609,UgyVWcNmS9eaDsyNwlN4AaABAg,0,4 years ago,suddenly i feel wanna be a village girl ^^,突然我想成为一个乡村女孩^^
51147,UgybZa7TNbdpXTJ-Vr94AaABAg,0,4 years ago,hello greetings from el salvador this girl always surprised me i have learned a lot although sometimes i change the ingredients if i can't find but try to follow all your steps simply excellent thanks for sharing,萨尔瓦多的问候你好，这个女孩总是让我感到惊讶，尽管有时候我找不到成分，但如果找不到，但尝试遵循所有步骤，只是非常感谢分享
51137,UgygDa6eoekspulgsmp4AaABAg,0,4 years ago,perfect girl,完美女孩
51125,UgxRSs7NYzsP0jFNoK14AaABAg,0,4 years ago,damn girl u got no home but a paradise....,该死的女孩，你没有家，只有天堂。
51122,UgyK7i7wijCmr3HlVY14AaABAg,0,4 years ago,beautiful girl and hard working girl,美丽的女孩和努力工作的女孩
43203,Ugy0RjjxCDOmAHDGC254AaABAg,0,4 years ago,"this girl is special, very friendly, sweet and intelligent. continue so dear and will be much more successful. congratulations on your beautiful videos. a great and good life for you and your family.",这个女孩很特别，非常友好，甜美和聪明。继续如此亲爱的，将会更加成功。恭喜您精美的视频。对您和您的家人来说是美好而美好的生活。
51108,UgzldHPv7ca63JYvuDp4AaABAg,0,4 years ago,im a girl.... bt..... after im see this vedio im totaly waste....,我是一个女孩.... bt .....在我看到这个vedio im totaly浪费....
43194,UgwdTgZIerJXpABk1HR4AaABAg,0,4 years ago,the dream girl,梦想中的女孩
43188,UgwV4zyLHE7XeNiCe-d4AaABAg,0,4 years ago,can anyone tell me anything about this amazing girl? i mean - does she run a shop? why is shewrapping up the snacks?,谁能告诉我这个惊人的女孩？我的意思是 - 她经营一家商店吗？为什么要吃小吃？
43149,UgwP5WXfLq5OIbyhkuB4AaABAg,0,4 years ago,cute girl!!!!! love you,可爱的女孩子！！！！！爱你
38103,Ugz6_1dlF4PpVHXnKCF4AaABAg,0,4 years ago,such a beautiful nature. skillful girl. i really liked her video.,如此美丽的天性。熟练的女孩。我真的很喜欢她的视频。
38123,UgxvIpSvFhQZ9owd01B4AaABAg,0,4 years ago,nice work girl and lovely gorgeous beautiful girl great job,好工作的女孩和可爱的华丽美丽的女孩出色的工作
38113,Ugzte9gaWf7bDfooOE94AaABAg,0,4 years ago (edited),i want to have a life like the girl. it seems fun ๐,我想像女孩一样过着生活。似乎很有趣
45034,UgzaldRnZtBbL0eehPl4AaABAg,0,4 years ago,"very hardworking the girl, always very active !!!",非常勤奋的女孩，总是非常活跃！！！
40579,UgxpZzp3dD1eLKJvvW54AaABAg,0,4 years ago,luckiest girl on earth. she is so close to nature. love it,地球上最幸运的女孩。她接近大自然。爱它
45392,Ugx3WC1d4wBgvs_rsJV4AaABAg,0,4 years ago,love this girl so much. any opportunity for volunteer ???,非常爱这个女孩。志愿者有任何机会吗？？？
45365,Ugy3P4dj7a46R2jU9oR4AaABAg,0,4 years ago,what a hardworking girl),多么勤奋的女孩）
40590,Ugz2bzfcY2-_2Li6CXx4AaABAg,0,4 years ago,"i hate this girl vkl too
the grandparents often say which heaven's hate
so i hate this girl vl then god has given me this to me, guys","我也讨厌这个女孩vkl
祖父母经常说天堂的仇恨
所以我讨厌这个女孩VL，然后上帝给了我这个给我这个，伙计们"
40594,Ugx613JfAGuf9vbbwoN4AaABAg,0,4 years ago,"the girl is lovely, knowing how to find happiness in her place. really hope ly that can find a partner. live with her in the fairy.",这个女孩很可爱，知道如何在她的地方找到幸福。真的希望能找到合作伙伴。和她一起住在童话中。
45341,Ugw-Qc-P8Q1q1s3fPGR4AaABAg,0,4 years ago,"no bazaar women's girl, no market, bird bird",没有集市妇女女孩，没有市场，鸟鸟
45270,UgxgKy0ciUNwrDk-H8t4AaABAg,0,4 years ago,i want to marry this girl and spend every spring holiday in this place with her,我想嫁给这个女孩，每个春天的假期在这个地方和她一起度过
45260,UgwqzPtEzGSNXCzR1bh4AaABAg,0,4 years ago,i love channel and i love girl this,我爱频道，我爱女孩这个
42109,UgwZFs69lIbHa8ufqZ54AaABAg,0,4 years ago,little sheep little​ dog and beautiful​ girl love​ you​ from​ thailand,小绵羊小狗和美丽的女孩从泰国爱你
40641,UgyqRZ8OKfegIKlgVaJ4AaABAg,0,4 years ago,"what a beautiful, sweet and economic girl. miracle.",多么美丽，可爱和经济的女孩。奇迹。
45104,Ugz-iOzQISwIVEOWh-V4AaABAg,0,4 years ago,"you are a very beautiful girl, take me to find her! =) i am from russia",你是一个非常漂亮的女孩，带我去找她！ =) 我来自俄罗斯
45087,UgyL8jGwFOCZQhdALpl4AaABAg,0,4 years ago,who says girls need to wear nice clothes to look pretty? shes already pretty with that cooking skills and kind heart.,谁说女孩需要穿漂亮的衣服看起来漂亮？她的烹饪技巧和善良的心已经很漂亮。
40651,UgyfZGU67dEBHAkbYuF4AaABAg.8sDo1LJxTBg8sGAUQAZN8H,0,4 years ago,hmmmm... ok you a boy oh girl,嗯...好吧，你一个男孩哦女孩
41106,UgxkMBoC4FEEipdVjgV4AaABAg,0,4 years ago,she's the kind of girl that i want for wife,她是我想要妻子的那种女孩
40792,UgwajJxtS4NFaXgTxT54AaABAg,0,4 years ago,a handy and pretty girl. great mistress.,一个方便而漂亮的女孩。伟大的情妇。
45032,UgzTNgjVC1-rT6nRL894AaABAg,0,4 years ago,where can i find a good girl,好贤惠的女孩哪里找
40796,Ugy8udDo04RJPVa-usJ4AaABAg,0,4 years ago,a girl with 100 men,一个有100个男人的女孩
40868,UgzYO1SAGek6M1hTIDh4AaABAg.8s5fXzfQoT18s6T14n0Zp6,0,4 years ago,"no, dianxi feeds her dog. you never see this girl feed those pups.",不，戴安克斯喂她的狗。您永远不会看到这个女孩喂这些幼犬。
40875,UgxV8Q5skIn9Ptmv-yV4AaABAg,0,4 years ago,the girl is sooooo cute,这个女孩太可爱了
40880,Ugw501-tb8pMya9FRVB4AaABAg,0,4 years ago,"why is it all that? standard rural girl, everything is good.",为什么这一切？标准的乡村女孩，一切都很好。
40915,UgwtN6ltF7yb4ptOqn54AaABAg,0,4 years ago,"dude fuck off my corporate job , i wanna leave usa and go to this place where this girl is .... i wanna live like her",杜德（Dude）他妈的我的公司工作，我想离开美国，去这个女孩所在的地方....我想像她一样生活
40919,UgyUo90KFlbU_h4sZQ94AaABAg,0,4 years ago,"realy i love the vedio,she is pretty,wonderful girl......realy no words to say. it is wonderful place .",真是我爱吠陀，她是漂亮，很棒的女孩……真是没说。这是很棒的地方。
40998,Ugx0Ka-ja7EvBy1JLQZ4AaABAg.8s2oNtK5O4j8s3OfVGG1Yh,0,4 years ago,"i know, right? she's just a bullshit artist. making it seem that she's such a sweet, compassionate simple girl but i bet she has a ton of money and doesn't give a fuck about animals. it's all about aesthetics and getting a big following to get that $$.",我知道，对吧？她只是一个胡说八道的艺术家。看来她是一个如此可爱，富有同情心的简单女孩，但我敢打赌她有很多钱，并且没有对动物的他妈的。这一切都与美学有关，并获得了大量的追随者来获得$$。
41003,Ugx87czEjT0RQaSct5B4AaABAg,0,4 years ago,beautiful girl,几靓女
41040,Ugxbg8aue9mUHGM7yk94AaABAg,0,4 years ago,this girl is seriously the coolest human in the world,这个女孩是世界上最酷的人类
44995,UgxhqwZHdW9Z9UafbNl4AaABAg,0,4 years ago,i love u and ur video. u are a hard working girl. u so cute.....,我爱你和你的视频。你是一个勤奋的女孩。你好可爱.....
45436,Ugwr5VARrHZPzykJzLV4AaABAg,0,4 years ago,happy propos day. i love you .i am a girl,提案日快乐。我爱你。我是一个女孩
42111,UgxfzQXOvZOLfOJXcmN4AaABAg,0,4 years ago,if i were a boy i know she would be dream girl❤,如果我是男孩，我知道她会成为梦想的女孩❤
44448,Ugz9WrVWmFUu5CqKSr14AaABAg,0,4 years ago,the girl has a quiet and amazing time,这个女孩有一个安静而美好的时光
40510,Ugz284kDpjqsLgoWpOd4AaABAg,0,4 years ago,oh now i see they had bussiness thats why they had a farm im amazed she is a pretty good girl,哦，现在我看到他们有忙碌这就是为什么他们有一个农场，我惊讶她是一个非常好的女孩
45847,UgzrtQDx9C_PCuqtJPp4AaABAg.8r-ToPzAgO28r6epaMDfTW,0,4 years ago,"@user-qc9un1kq1v hmm so sad, if the gorvernment doesn't ban youtube in your county(pr china,right?) maybe this girl has more 15m subs",@user-qc9un1kq1v hmm太伤心了，如果gorvernment在您的县（PR中国，对吗？）也许这个女孩有更多1500万的潜艇
45838,Ugy9uir3fS9pCBU_S914AaABAg,0,4 years ago,may i ask girl li sichuan like the day of the lunar calendar like taiwan on the eighth night of the lunar calendar? can you shoot your shooting situation?,请问 李姑娘 四川有像台湾一样农历初八晚上天公吗? 你可以拍你们拍摄的情形喔
45825,Ugw_yINugxNo6D25grJ4AaABAg,0,4 years ago,the smart girl !!!,聪明的女孩！！！
40113,UgzU7pPz_G4Qw0Fxi2B4AaABAg,0,4 years ago,golden hands of the girl immediately visible to automatism brought skills,女孩的金色手立即可见自动化带来技能
40198,UgyboAWlkdcDJxfY0zh4AaABAg,0,4 years ago,i am in love and i don't even know this girl,我恋爱了，我什至不认识这个女孩
