,cid,votes,time,含girl,含girl中文翻译
29649,Ugw48LZev49nTOpSdq14AaABAg,0,3 years ago,"oh, a barefoot girl! :-)",哦，赤脚女孩！ :-)
29764,Ugwwemu-pdeCdeQaXZ94AaABAg,0,3 years ago,girls have been so high recently,妹子最近好高产啊
29806,Ugw64EAJsIiLE3XhLzp4AaABAg,0,3 years ago,sweet girl . blagodariu.,甜美的女孩 。 Blagodariu。
29824,Ugz8wNxbMHGVmZGrOwN4AaABAg,0,3 years ago,a very hardworking girl.,一个非常勤奋的女孩。
29828,UgyDVpVW3xaT62ctpXN4AaABAg,0,3 years ago,you are a very excelent cook and very worker girl♥️,你是一个非常杰出的厨师，非常有工具的女孩♥️
29832,Ugz7ZsnwqpcnK-EJYHd4AaABAg,0,3 years ago,"like millions of others i really enjoy watching liziqi videos but i have a two part question that hopefully some of her other fans can answer. does she really live as depicted in the videos and is she popular in china? i get the impression from some of her videos that she is an international celebrity. regardless, i love the girl!",像数百万人一样，我真的很喜欢观看Liziqi视频，但是我有一个两部分问题，希望她的其他一些粉丝可以回答。她真的像视频中所描绘的那样生活吗？她在中国很受欢迎吗？我从她的一些视频中得到她的印象，说她是国际名人。无论如何，我爱那个女孩！
29844,UgwJ_8FzALOKcuXGcPJ4AaABAg.8yW4hWvo9PV8yW9HRlcns2,0,3 years ago,"@user-rac8qs3bb2e, may you be with you, a girl, can we speak, and god does not speak to him",@user-rac8qs3bb2e，愿你和你在一起，一个女孩，我们可以说话，上帝不跟他说话
29852,UgwX4x7c8nTLNcyCmiN4AaABAg,0,3 years ago,this girl is really a princess,这个女孩真的是公主
29860,Ugy8tKx8FZvwTgBmUYZ4AaABAg,0,3 years ago,hard working girl! that looks way better than any ramen,努力工作的女孩！看起来比任何拉面都要好
29897,Ugyj0Sha1B1SkU6qNPd4AaABAg,0,3 years ago,this girl is amazing!,这个女孩很棒！
29966,UgzseQQMoMBwXErHSdd4AaABAg,0,3 years ago,"super girl! lizgi, do you have a love? in what a country you would want to win? what is the dream? sprash and ponumable, what's my questions on the replacement ...
超级 女孩! 丽兹, 你 有 有 有 国家? 你 在 做 什么 梦想? 我 问 并 理解 我 的 问题 仍然 没有 答案 ......","超女！利兹吉，你有爱吗？您想在哪个国家 /地区赢得胜利？梦是什么？ Sprash and ponumable，我对替代者有什么疑问...
超级！丽兹，你？有？你？你？什么？我？"
30070,UgylRiFzwPFV2BUEC2t4AaABAg,0,3 years ago,"two women, grandmother and grand daughter are bringing traditional sichuan life to the entire world. i hope the chinese people are aware and recognise the great contribution women and girls have made for their families and their nation throughout their history, because there has been appalling disrespect for girls during the one child policy. this is why 30 million men cannot find a wife, due to the widespread selective abortion of infant girls. can the chinese people now see the value of women?",两个女人，祖母和大女儿正在为整个世界带来传统的四川生活。我希望中国人民意识到并认识到妇女和女孩在整个历史上为自己的家人和国家做出的巨大贡献，因为在一个儿童政策中，人们一直对女孩感到不尊重。这就是为什么3000万男人由于堕胎的婴儿堕胎而找不到妻子的原因。中国人现在可以看到女性的价值吗？
30310,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw392n1_yJL8-Y,0,3 years ago,so many people all arround the world tell me where do i fine someone like you girl ..love from malaysia,这么多人都在世界上告诉我，我在哪里可以罚款像你这样的女孩。
30335,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw395XgMp1Pk-X,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
30462,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39Tld61seAYp,0,1 year ago,"@1292liam the girl lost her parents when she was 6 or 7 years old , the old lady is her grandma.",@1292liam女孩在6或7岁时失去了父母，老太太是她的祖母。
30477,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39anSYqbUPgT,0,1 year ago,"@yolanday391 so much experience, skill, talent crushed by homelessness... it came from a little girl who was raised with the experiences of her elders. may her life always be a happy smile, hardworking woman.",@yolanday391如此丰富的经验，技巧，才华横溢的无家可归者……它来自一个小女孩，她的长者经历了。愿她的生活永远是一个快乐的微笑，勤奋的女人。
27376,UgxTzKNhb3gTEyWHoUN4AaABAg,0,3 years ago,i love that girl,我爱那个女孩
27254,Ugx559REYrsuK76HWnR4AaABAg,0,3 years ago,"it deserves the name of the kingdom of tianfu, sichuan is really a good place (li ziyi is really a good girl)",真不愧天府之国的名号，四川真是个好地方（李子柒真是个好姑娘）
27225,UgxBsCcPsB_TA7EMF8l4AaABAg,0,3 years ago,she is a perfect girl,她是一个完美的女孩
24782,UgzZiU-_8XeiNcL0TT54AaABAg,0,3 years ago,i love this girl very talented and beautiful..,我爱这个女孩很有才华和美丽。
24804,UgwtMaJYWgH8Fwh6ecd4AaABAg,0,3 years ago,great girl. beautiful picture. the story is very good. thanks.,太棒了，小女孩。美丽的图画。故事很好。谢谢。
24810,UgwKIPXQROU0pjvVKBJ4AaABAg,0,3 years ago,"what great dishes, what a wonderful girl. it is a pity it is not clear that you are using what vegetables you use. in estonia, many of them do not grow. but it would be interesting to know the exact recipes. i enjoy the video. great content. and the girl is beautiful. many russian -speaking viewers would be interested in translation. thank you and good luck in everything.",多么美好的菜，多么美好的女孩。遗憾的是，您正在使用使用的蔬菜。在爱沙尼亚，其中许多人没有增长。但是知道确切的食谱将很有趣。我喜欢视频。很棒的内容。女孩很漂亮。许多讲俄语的观众会对翻译感兴趣。谢谢你，祝一切顺利。
33557,UgyvoX-E0SvjBXMsq_p4AaABAg,0,3 years ago,as a girl i really proud of you and your hard work,作为一个女孩，我真的为您和您的辛勤工作感到骄傲
24837,Ugwo1qWAvnaiIPyswaV4AaABAg,0,3 years ago,"oh great, now you look more like a down-to-earth farm girl than an other-worldly fairy. now you're more reachable.",哦，太好了，现在您看起来更像是一个脚踏实地的农场女孩，而不是一个超凡脱俗的童话。现在，您更可以接触。
33296,UgwLocw83kcih4I2jLB4AaABAg,0,3 years ago,"no sub yet,, but ima keep watchin',, that's how much i love my girl,,",还没有sub，但是ima继续看，那就是我多么爱我的女孩，
24869,UgwLxzFq15-VWa8er2R4AaABAg,0,3 years ago,you beautifull n smart girl,你美丽n聪明的女孩
33249,Ugy9QZ2CPSoSY4Ljryp4AaABAg,0,3 years ago,host girl <3,主持女孩<3
24961,UgzVZGA6VezLDFI4RU54AaABAg,0,3 years ago,what a great girl 的,好厉害的姑娘
24963,UgyACT4YmvwYstdnbbh4AaABAg,0,3 years ago (edited),"in the mountains and forests, there is a good cook girl-from vietnam",在山区和森林中，有一个很好的厨师女孩从越南处
33241,UgyFIUeKctp8_HAnc9J4AaABAg,0,3 years ago,girl i want video how to make a dog house￦¥,女孩我想要视频如何制作狗屋￦¥¥
24995,UgxJsRZf2yo8BYXHNol4AaABAg,0,3 years ago,nice girls,很好的女孩们
25013,UgwQW3UdVHZ64R7jt3Z4AaABAg,0,3 years ago,the pretty girl is next time.,靓女下次整咩啊。
25016,UgxlOCFBpElb4EV22Ax4AaABAg,0,3 years ago,sichuan girl,四川妹子
25036,UgwLSv-QH-hB4XOOrm54AaABAg.8z992rp_hkp8zCl7xXUVvO,0,3 years ago,wish western girls were like this.,希望西方女孩像这样。
33216,Ugz0Df4Ur9aA7YgAgph4AaABAg,0,3 years ago,"almost no plastic life, want to save the earth, learn from it, learn from this girl...",几乎没有塑料生命，想要拯救地球，向它学习，向这个女孩学习...
25084,UgwKknj7A2sEYpi09AJ4AaABAg,0,3 years ago,i just watch the girl,我只是看女孩
32519,UgxdyLyVt8zX4Dc7PKt4AaABAg,0,3 years ago,nature girl ...amazing!,大自然女孩...惊人！
25095,UgxuD0ytS0Qk38Ic7wR4AaABAg,0,3 years ago,"this is really amazing& u wanna just let everything behind & go to live there with her & taking care of her mom or grandma i don't know.it makes me feel sorry about losing my life & time without spending more time with my mom 
god bless you girl","这真是太神奇了。这让您感到很开心，您想让一切都在后面，与她住在一起。这让我对失去生活和时间感到难过，而不必花更多的时间与妈妈在一起
上帝保佑你女孩"
25101,UgyWlYYhGbo7wyIti0x4AaABAg,0,3 years ago,i need a girl like you . lots of love to u,我需要一个像你这样的女孩。对你有很多爱
25110,Ugw-pUVElqGiI9Ge_R94AaABAg,0,3 years ago,you are beautiful girl)))) i want you to become my wife))))),你是美丽的女孩））））我要你成为我的妻子））））））））
25144,UgwsWQ1IvjX8YDzvLKd4AaABAg,0,3 years ago,rural girl,乡村女孩
24786,Ugz5E_5lTzj7zyJLhpt4AaABAg,0,3 years ago,i like this girl,我喜欢这个女孩
24759,UgwosKJ3aSX7dNlrDXx4AaABAg,0,3 years ago,a beautiful girl and does everything perfectly!,一个美丽的女孩，完美地做了一切！
25154,UgwOSkWdprDJehXzxcF4AaABAg,0,3 years ago,"beautiful girl , beautiful place , peaceful life。",美丽的女孩，美丽的地方，和平的生活。
24734,Ugx8k4mGPrymd8zYmod4AaABAg,0,3 years ago,very hard working girl see looks after her grand parents... very glad to see your video.,非常努力的女孩看到照顾她的祖父母...很高兴看到您的视频。
23732,Ugyj5kXFQxXFeYrgHRN4AaABAg,0,3 years ago,a simple girl. make sure you like it,一个简单的女孩。确保您喜欢它
23911,UgwGlahT2sg1gqnq06x4AaABAg.8z_9teQwaxG8z_tkR5qTqo,0,3 years ago,"i'm in china, usa has many beautiful girls too,if you have time, welcome to china。",我在美国，美国也有许多美丽的女孩，如果您有时间，欢迎来到中国
23938,Ugwr9W6z3eGB5RqhoHd4AaABAg,0,3 years ago,a beautiful girl of this doing all this alone and with this skin and this beautiful hair. i doubt.,一个美丽的女孩，独自一人做所有这一切，并用这种漂亮的头发和美丽的头发。我怀疑。
23974,Ugw_HnB_75CES5N3SOh4AaABAg,0,3 years ago,good girl :3,好女孩：3
23981,UgyvL7sLOCzC0P9bG4p4AaABAg,0,3 years ago,"from the headline, the oil pipe is very large. ziyi people are beautiful. a great girl.",从头条过来，油管播放量很大哦。子柒人美做事情麻利。好棒的姑娘。
24138,Ugydc9dfAer9v7we40d4AaABAg,0,3 years ago,"hey girl!, look at dogs",嘿女孩！，看狗
24159,UgzYMC1xz2r5nkB54J54AaABAg,0,3 years ago,really peaceful and osm.. and beautiful girl... jesus bless you,真的和平与osm ..和美丽的女孩...耶稣祝福你
24180,UgxnCykNW464vZoHWVx4AaABAg,0,3 years ago,she is that obedient adventurous girl who lives in the best natural environment n does everything which i can never do :(,她是一个生活在最好的自然环境中的服从冒险的女孩，做我永远做不到的一切:(
24328,UgzyTuljJ64-07NKC5h4AaABAg,0,3 years ago,i am a girl please marry me,我是一个女孩，请嫁给我
24485,Ugx47vAcfGHJP-ZUqr14AaABAg,0,3 years ago,cat cute girl,猫可爱的女孩
24489,Ugzpg66zvGpkMMgEkKR4AaABAg,0,3 years ago,is she the same girl who cooks at the office?,她是在办公室做饭的那个女孩吗？
24542,UgyVZN2woh5r8A0P2td4AaABAg,0,3 years ago,"makes me too hungry to watch your video, but good job girl!!!!!!",让我太饿了，无法观看您的视频，但是好工作的女孩！
24578,UgznTUWtH9DSrrevh6l4AaABAg,0,3 years ago,the girl is so cute,女孩是如此可爱
24583,Ugw_gfxZun-iCN-eOg54AaABAg,0,3 years ago,i love you girl.<3,我爱你的女孩。<3
24591,UgwXDKwVeUaER3laa2V4AaABAg,0,3 years ago,"honestly, as a chinese girl, i didn't even know what bamboo looked like in its original form. kudos to her and everyone who lives in a village back in china/asia. my mom tells me stories of village life before she came to the us and i didn't really understand it until watching these videos!",老实说，作为一个中国女孩，我什至不知道竹子的原始形式是什么样的。对她和住在中国/亚洲一个村庄的每个人都表示敬意。我妈妈在来美国之前告诉我乡村生活的故事，直到观看这些视频，我才真正理解它！
24596,Ugxllho9pEtoAPwTz1p4AaABAg,0,3 years ago,wow. i want to marry this girl,哇。我想嫁给这个女孩
24648,UgxMJZE593DQRC8F7rB4AaABAg,0,3 years ago,vietnamese girls for life❤,越南女孩生命❤
24673,Ugx2AH3LpSyiJ0rPtwd4AaABAg,0,3 years ago,this girl looks temporarily every crime like the airport,这个女孩看起来像机场一样暂时犯罪。
33633,Ugw8gxCPZ_wl2qFELSB4AaABAg,0,3 years ago,awesome i wish to come thr nd stay with this girl....... feeling happy while seeing this,太棒了，我想和这个女孩在一起。
24716,UgwXWkuP13mluhoceTd4AaABAg,0,3 years ago,"i am vietnamese. i really admire chinese people and culture. especially you, a very beautiful girl, very good at multi -talented. i really admire you. wishing you a lot of health is always beautiful and loved by many people. unfortunately, the chinese government always invaded vietnam to we haizzzz ... !! vietnam",我是越南人。我真的很欣赏中国人民和文化。尤其是你，一个非常漂亮的女孩，非常擅长多才能。我真的很佩服你。祝您很多健康总是美丽和受到许多人的喜爱。不幸的是，中国政府总是将越南侵入我们哈伊兹兹...！越南
24721,UgxTKJB0ASHAXjqxTsd4AaABAg,0,3 years ago,beautiful girl !,美丽的女孩 ！
25145,Ugy-noVUwtWNSB2U9cd4AaABAg,0,3 years ago,https://youtu.be/nmkoi8mc_zo pretty chinese girl dance,https://youtu.be/nmkoi8mc_zo
25219,UgxrccG7yBokmjPZtGd4AaABAg,0,3 years ago,"i heard that this girl was very poor, but she could do anything.",我听说这个女孩很穷，但是她可以做任何事情。
27192,Ugydvgkybu2iq0Cyp2l4AaABAg,0,3 years ago,liziqi my favorite girl in tha world,liziqi我最喜欢的女孩
26063,UgzY64VyRYjxIjfu-hB4AaABAg,0,3 years ago,"i really like your videos, i am a kitchen fan and i enjoy you prepare the dishes. that you also do with much love and with a wonderful cleaning and perfection. but regardless of food, their videos convey a lot of peace and positive energy. and you seem to me a very nice and beautiful girl. very good person. thanks for your videos.",我真的很喜欢您的视频，我是厨房迷，我很喜欢您准备菜肴。您也充满爱心，清洁和完美。但是，无论食物如何，他们的视频都传达了很多和平与积极的能量。在我看来，你似乎是一个非常漂亮和美丽的女孩。很好的人。感谢您的视频。
26163,UgxrAqWJrdbH-IxgSNF4AaABAg,0,3 years ago,"beautiful girl, i will guard you.",美丽的女孩，我来守护你。
26165,UgyosPX5XAHsta47qAJ4AaABAg,0,3 years ago,well done! work beloved girl,做得好！工作心爱的女孩
26207,Ugw0eywdxmftoaAfAgp4AaABAg,0,3 years ago,"where is this, the girl married me",这是哪里啊，妹子嫁我
33129,Ugz0xEcFUrdq3d7LJ_V4AaABAg,0,3 years ago,"if you see this girl, marry. don't disappoint him.",如果你看到这个女孩，结婚。不要让他失望。
26250,UgyYxcg0YE0VDoQ5SCF4AaABAg,0,3 years ago,"honestly, how do the boys in her village not feel the slightest bit intimidated it's no wonder we don't see any around cause they probably would be standing around hoping there was a hole in the ground so they could crawl into it and cry with their ego's deflated to the point of unrecognisable shame
i know i would find it very hard keeping up with her , cause this lass she certainly does everything diy, cooking, cleaning, making her own clothes... etc
the true definition of what girl power should be.","老实说，她村里的男孩们如何觉得丝毫受到恐吓自我的屈曲到无法识别的耻辱点
我知道我会很难跟上她，因为她肯定会做所有DIY，烹饪，清洁，做自己的衣服的一切……等等
女孩力量应该是什么的真实定义。"
26366,Ugw6MEvF8yebJrrFM7F4AaABAg,0,3 years ago,"which little girl is this ~ how can i steal other people’s farm work everywhere, fruits ~",这是哪家小姑娘~怎么到处偷采别人的农作，水果~
26389,Ugyezk4JMA1cb3JQZVR4AaABAg,0,3 years ago,"oh girl, i love your video's",哦，女孩，我爱你的视频
26442,UgySs8l9DmJQKWHNgll4AaABAg,0,3 years ago,love romantic beautiful girl,爱浪漫的美丽女孩
26464,UgwmlWkmN50X-fYMvH14AaABAg,0,3 years ago,i love this girl,我爱这个女孩
26503,Ugw14IAt7MmrZSz6uRB4AaABAg,0,3 years ago,little girl and bamboo shoots,小女孩和竹芽
26513,UgyjHEdr9qn3VYMLQEJ4AaABAg,0,3 years ago,and im a girl,我是一个女孩
26546,Ugw0DB-GcSaaeVJifmJ4AaABAg,0,3 years ago,good young girl,好年轻女孩
26569,Ugy3z_Dk38hbrHNrciR4AaABAg,0,3 years ago,"great girl '
i am from indonesia, west java","伟大的女孩'
我来自印度尼西亚，西爪哇"
26597,UgwhL01VaDscIlXiNY14AaABAg,0,3 years ago,i am very impressed with the girls in sichuan.,对四川女孩儿印象特别好，勤快，持家，能干。
26635,UgyZnZbnuE1-MMwoWtd4AaABAg,0,3 years ago,this girl is super powerful 超,这位女生超厉害欸
26742,UgyHyfKouKFM_IZUKax4AaABAg,0,3 years ago,that girls has so power n energy...,那个女孩的能量如此之大...
26919,UgxJbEDrObljAByFzEV4AaABAg,0,3 years ago,the little girl is very beautiful,小姑娘很漂亮
26924,UgxYNIvIWLukPxfduUN4AaABAg,0,3 years ago,"i love this girl. i created a paradise on earth, a craftswoman !!!",我爱这个女孩。我在地球上创建了一个天堂，一个工匠！！！
27021,Ugxn-6t1CwFl1Yn6HwR4AaABAg,0,3 years ago,what's a beautyful girl....,什么是一个美丽的女孩...
27072,Ugxn0T8xyRAbC1PLhbR4AaABAg,0,3 years ago,do you guys see this girl?,你们看到这个女孩吗？
27075,UgzDh_34Ukst1J1mC2R4AaABAg,0,3 years ago,what is vietnamese girl or what?,什么是越南女孩或什么？
26085,UgzRfV_d8bhEyrkx0Jl4AaABAg,0,3 years ago,"i always watch with great pleasure your channel! you live in a very beautiful place, just a paradise! the nature is amazing. very colorful videos, i see a lot from your culture for the first time. the girl is just cinderella, a craftswoman on all hands! it is clear that a whole team is working on the channel that makes such a successful project. all videos look in one breath. thank you for getting to know your cuisine, nature, culture! successful to you and long life to the channel!",我总是很高兴您的频道！您住在一个非常美丽的地方，只是一个天堂！大自然很棒。非常丰富多彩的视频，我第一次从您的文化中看到了很多。这个女孩只是灰姑娘，一位手上的工匠！显然，整个团队都在研究这一成功项目的渠道。所有视频一口气看。感谢您了解您的美食，自然，文化！对您来说成功，频道长寿！
26054,UgxZ9rUE3drRA2se_TZ4AaABAg,0,3 years ago,didnt skip the ads cause i want you to get the coins girl! you deserve it ❣️,没有跳过广告，因为我要你得到硬币女孩！你应得的❣️
25222,UgwIYpbhx4iyRkNwIZ14AaABAg,0,3 years ago,this girl is great,这个女孩很棒
26047,Ugy9UGe-kRiwz4JMHD94AaABAg,0,3 years ago,girl good craftsmanship,姑娘好手艺
25253,UgwMhG2soUHwgMs-ET94AaABAg,0,3 years ago,whoever has a new blessing to get this girl,谁有新的祝福来得到这个女孩
25260,UgyF2vE2jMmpVl5y_m94AaABAg,0,3 years ago,how happy i get a girl like this is a wife,我有像这样的女孩多么高兴
25376,UgyAh7gza2y4EuysP9N4AaABAg,0,3 years ago,the girl that everyone wants to get married. :))),每个人都想结婚的女孩。:)））
25446,Ugy5YgAVcmqT-pQu83t4AaABAg,0,3 years ago,how old is this girl? she is amazing.,这个女孩多大了？她很棒。
25484,UgzvlnOnTYHy6_6V_VZ4AaABAg,0,3 years ago,"everything is so beautiful...the foods , the house...the land. is she real village girl ? i'm in lovee",一切都是如此美丽...食物，房子...土地。她是真正的乡村女孩吗？我在爱情
25520,Ugw0VlWA-K8Y4LN451B4AaABAg,0,3 years ago,beautiful girl,美丽的女孩
25542,Ugx5c1zWGNUjXJWrhGd4AaABAg,0,3 years ago,really a virtuous girl,真是个贤惠的姑娘
25565,UgzXFS-6zPT3S1z3brh4AaABAg,0,3 years ago,"liuzhou's snail powder is really authentic and delicious, and there are many beautiful girls. that is, the girl liuzhou is too fierce, more fierce than the one on my house ...",柳州的螺蛳粉是真的正宗好吃，靓妹也多。就是柳州妹仔太凶了，比我家那边的还凶......
25585,Ugwzo0sT0EhY9pwN1-d4AaABAg,0,3 years ago,i like to have this girl,我喜欢这个女孩
33171,Ugwg1zIlZ6O3KVoqHzZ4AaABAg.8yUf63ay4nS8yV38E96KLg,0,3 years ago,she isn’t vietnam....she’s chinese girl. we are look alike but not the same....,她不是越南。...她是中国女孩。我们看起来像一样，但不一样....
25708,Ugxt-KB0DEK6lez7wfp4AaABAg,0,3 years ago,be my wife girl,做我的妻子女孩
25820,UgzWk4Ur1G52eFrllep4AaABAg,0,3 years ago (edited),"who is this girl ..? 
so hard working 
i wanna marry her
but how where is from .. .??
anyways keep continue i make video i watch it .","这个女孩是谁..？
如此努力
我想嫁给她
但是什么是来自..？
无论如何，请继续我观看视频。"
25861,UgzcaSpX6zU3udTRW-V4AaABAg,0,3 years ago (edited),"ah, this. essence essence i. essence essence ah. essence essence the green skirt is a girl in tianfu, two feet are like frost, younger sister, ah, i died",啊，这。。。我。。。啊。。。青裙缟袂天府女，两足如霜不穿屦，小姐姐，啊，我死了
25887,UgwKbFoYkHbkS23Hp1t4AaABAg,0,3 years ago,"ziqi is so beautiful and peaceful girl, as beautiful as food she cooks",Ziqi是如此美丽和宁静的女孩，就像她烹饪的食物一样美丽
25897,UgxYDkLMfXAS-0tjK3R4AaABAg,0,3 years ago,smart girl...,聪明的女孩...
25944,UgxBsztybtV9hwif3Jh4AaABAg.8yws93FKWqS8z7_CtvNRmS,0,3 years ago,https://youtu.be/nmkoi8mc_zo pretty chinese girl dance,https://youtu.be/nmkoi8mc_zo
25949,UgwcaPfsBWwJAPjtNe94AaABAg,0,3 years ago,"good girl, you can marry one, the intake",好女孩，你可以嫁给一个，摄入量
19869,UgxkfpwJU9Xm_ZA2I2Z4AaABAg,0,3 years ago,very beautiful girl),很漂亮的女孩）
26020,UgwWe2aPlr4nhTTYAPZ4AaABAg,0,3 years ago,what a real girl is the most beautiful person.,好实在的姑娘 勤劳的人最美丽
26024,Ugyp7ZUlGlsBRbAvLJd4AaABAg,0,3 years ago,"this poor girl has to do all of the work, plus cook. that's a lot of work..",这个可怜的女孩必须做所有的工作，再加上厨师。这是很多工作。
26038,Ugz3YfdbH-18Y52bBKN4AaABAg,0,3 years ago,"it's so beautiful, when the bamboo shoots are beautiful, the girl is beautiful",真美啊 包笋子的时候被姑娘美到了
52,UgzsuJXAwmCwF-Hk3Gp4AaABAg,0,2 weeks ago,"beautiful cute girl lovely body shape the shape of the white flesh skin is pinky ruddy nu nu nu nu a shiny glossy glossy smooth smooth soft and smooth, beautiful and fragrant too fragrant.","Beautiful cute girl lovely body shape The shape of the white flesh skin is pinky ruddy nu nu nu nu a shiny glossy glossy smooth smooth soft and smooth, beautiful and fragrant too fragrant."
17282,Ugz3iesR7mhHF9_w0i14AaABAg.92ll8oODWFL92pzrETTHi6,0,3 years ago,"ofc not. mina from japan, this girl from china",OFC没有。来自日本的Mina，这个来自中国的女孩
19801,Ugxg4RJ2ECK45XeSY0x4AaABAg,0,3 years ago,"i thought that beautiful and hardworking girls were only in fairy tales.
you are just amazing!!!","我以为美丽而勤奋的女孩只是在童话中。
你真是太神奇了！！！"
9069,Ugz139-Js_Ry1rGE3_V4AaABAg,0,2 years ago,lovely girl! love you.,可爱的女孩！爱你。
8643,UgyaI2aLW1URfZP0d354AaABAg,0,2 years ago,"cool girl well done, beautiful.",酷女孩做得好，美丽。
8646,UgxXc5t_DrYKwsmkFT14AaABAg,0,2 years ago,apparently the girl of the orphan lives with her grandmother. littleman !! survival,显然，孤儿的女孩和她的祖母住在一起。利特曼！生存
8761,UgyjQAAwdGIcw4RwQal4AaABAg,0,2 years ago,i like every video hardworking girl good skills,我喜欢每个视频勤奋的女孩良好的技能
8787,UgwRRBpv5eHdcC-tBy94AaABAg,0,2 years ago,oh something that does not know to be this girl that barbara ... i just met this channel and i will add them to all my family and friendships ... to see if we learn a little and stop being complaining and us we get to be something productive .... thank you liziqi channel excuse me if i'm wrong and it's not your name.,哦，不知道是芭芭拉（Barbara）的一个女孩...我刚遇到了这个频道，我会将它们添加到我所有的家庭和友谊中...看看我们是否学到一点，不要再抱怨，我们就可以去提出生产力。...谢谢Liziqi频道，请问我错了，这不是您的名字。
8849,UgwXVg7A-DBLaNG3D4J4AaABAg,0,2 years ago,watching just because a girl is beautiful bat,只是因为一个女孩是美丽的蝙蝠
8851,UgyBVVsMufaDPnL87HR4AaABAg,0,2 years ago,"so good, girl ... โฅ ๏ธ โฅ ๏ธ โฅ ๏ธ",好的，女孩...♥♥♥)♥♥
8864,UgxKq7dSL9GUX5xoJwN4AaABAg,0,2 years ago,"great girl๐‘๐ท
whatever we compliment would only be less
keep it up๐‘๐‘๐‘
can you arrange for english subtitles
also the editing is too much we cannot track what you are doing
wish more young people follow your footsteps
best wishes","伟大的女孩
我们称赞的一切只会少
保持上升
你能安排英文字幕吗
另外，编辑太多了，我们无法跟踪您在做什么
希望更多的年轻人跟随你的脚步
最好的祝愿"
8869,UgzlMA5u9Wox5i8TGm54AaABAg,0,2 years ago,japanese girls.,日本女孩。
8934,UgztSBaqnZDj9fLlPU14AaABAg,0,2 years ago,"what is cool is that throughout the video you can see such a delicate and fine girl, with a very relaxing music an idyllic tranquility and elegance and at eating some noise that scares ๐คฃ๐คฃ๐คฃ๐คฃ",很酷的是，在整个视频中，您都可以看到一个如此细腻而细腻的女孩，带有非常轻松的音乐一种田园诗般的宁静和优雅，并且吃一些恐惧的噪音
8946,UgyhE1861fbtudbHkHF4AaABAg,0,2 years ago,the girl really looks like mina from twice,这个女孩真的看起来像是两次的Mina
8994,Ugwu3W_Z_46KnIlEP554AaABAg,0,2 years ago,it's a girlfriend,这是一个女朋友
9082,Ugxs36aSWO27HFvWFqN4AaABAg,0,2 years ago,"nature-super, the girl is so hardworking",大自然，这个女孩是如此努力
8600,UgwF_8doW0sURRg3xH54AaABAg,0,2 years ago,to good girl,给好女孩
9115,UgxsNf4AZJaXydfbRVl4AaABAg,0,2 years ago,"the girl is agile, cooking deliciously!",这个女孩很敏捷，烹饪美味！
9155,UgzZ7nfnLKDGnF0sXzt4AaABAg,0,2 years ago,you are the best girl,你是最棒的女孩
9245,UgzN0j87Vg88eAHL-wR4AaABAg,0,2 years ago (edited),looking at this girl is like rural girls in vietnam ๐ป๐ณ. my house often makes sour bamboo shoots. can eat gradually decades. the fish stock is delicious,看着这个女孩就像越南的乡村女孩。可以逐渐吃几十年。鱼汤很美味
9246,UgyU8DukyOYRFkaPzb54AaABAg,0,2 years ago,beautiful girl โค๏ธ๐ณ food nice,美丽的女孩❤️
9265,Ugwe1EOxwsrNBSzojjV4AaABAg,0,2 years ago,beautiful and creative girl.inspiration...,美丽而有创造力的女孩。灵感...
9303,UgyV-vuMfAOHDSfUenx4AaABAg,0,2 years ago,why are the girls in small villages be more beautiful than the city?,为什么有时候小村落的姑娘反而比城市的还美呢？
9317,UgzScfiwxBqkI8zKoUN4AaABAg.9AFn1flxwDp9AFnncR-Qd1,0,2 years ago,she is a single girl,她是一个单身女孩
9395,UgyjRaugdEm48pefTdl4AaABAg,0,2 years ago,she is really diligent...and beautiful girl..,她真的很勤奋……美丽的女孩..
9402,UgzmFfmh6wdqBXT-h-94AaABAg,0,2 years ago,girls in the countryside are so beautiful,乡下的女孩是如此美丽
9470,UgyscX8HNAyE5uDtx6Z4AaABAg,0,2 years ago,perfect cooking girl.,完美的烹饪女孩。
9492,UgwEM-pHJTCqyEDm0_J4AaABAg,0,2 years ago,such a caring and dedicated girl... luv ya....,这样一个有爱心和敬业的女孩... luv ya ....
8641,UgzC2GT7bjx1NKGqtmR4AaABAg,0,2 years ago,masterchef is nothing compare this girl...,MasterChef没有什么比这个女孩...
8588,UgxvTfJ4PjQdI7r7PSZ4AaABAg,0,2 years ago,i think she is a super girl..,我认为她是一个超级女孩。
9506,UgwGBHoJ0ZET_rT1CRV4AaABAg,0,2 years ago,how hard this girl is too hard,这个女孩有多艰难
8029,UgxVcGJH_yqrQLLLaOR4AaABAg,0,2 years ago,"beatiful girl.beatiful live ,,verry lovely",美丽的女孩。美好的现场直播，verry可爱
