,cid,votes,time,含kind,含kind中文翻译
15585,Ugz7M5M6aRkqQwERpdZ4AaABAg,0,3 years ago,running a youtube channel which is prohibited in her country? it cant be possible unless this is kind of state-running business,在她的国家运行YouTube频道？除非这是一种国家运营的业务，否则这是不可能的
15247,UgxfnUzyFN59pjwo7bd4AaABAg,0,3 years ago,i want to say that the powder used is not the kind of tough powder used in the authentic snail lion powder. it is definitely not delicious.,我想说用的粉不是正宗螺狮粉用的那种有吃起来韧性的粉，肯定不太好吃，这期用料太不走心
17095,UgwSuv1ncXtExNMui0l4AaABAg,0,3 years ago,why are foreigners watching it? do foreigners like this kind of cooking style?,怎么都是外国人在看啊？外国人喜欢这种做饭风格吗？
15232,Ugz7zi2aPHehxt7yF-t4AaABAg,0,3 years ago,this is some kind of paradise right for those who love to eat a respectable respect,对于那些喜欢吃可敬尊重的人来说，这是某种天堂
15167,Ugx07gnhTp7xRM1DwI94AaABAg,0,3 years ago,"the girl's skin -slippery hands are not right with the kind of rough and heavy village aunt. whenever you have a heavy thing or do a rough work, you will not see people. use too much for body. take a glove to photography. it is common for labor to carry gloves to make rough work. there is never a joke for them.","女孩的皮滑手嫩跟做那种粗糙重工的村姑对不上。每当背重东西或做粗活时都是见影不见人。用得太多替身了。载手套来摄影吧。现在劳工载手套做粗活是很普遍的现象,从来不见有人笑话他们。"
15015,Ugy_lzwrKRELltIjqeZ4AaABAg,0,3 years ago,what are you soaking a bamboo? what kind of brine?,你在浸泡什么？什么样的盐水？
14963,UgyhQc5u5ggY8FMhixF4AaABAg,0,3 years ago (edited),the hard -working and kind woman is the most beautiful! guiqiu: please be my wife!,勤劳善良的女人最美！跪求：请你成为我的妻子！
14820,Ugw5CdZojcXgqMiRast4AaABAg,0,3 years ago,"your video makes people feel comfortable and like this kind of life. although i know this is shooting, i really hope that there is such a life in the world",你的视频让人感觉很舒服 喜欢这种生活 虽然明知道这是拍摄 但是真希望世界上有这种生活
14808,UgyAYD8p2flGorIuWqV4AaABAg,0,3 years ago,"this kind of life is too fake, in the chinese dream, isn't guizhou just died of college students, 2020 ah",太假了这种生活，是在中国梦里的，贵州不是刚刚去世了大学生吗，2020啊
10085,Ugzu4tkftUj6LGKZsW54AaABAg,0,3 years ago,"got kinda sad when she cooked the snails, but i understand it's what's normal where she's from",当她煮蜗牛时，有点难过，但我知道这是她来自
15894,UgzBGDcftLfnMCMhxZN4AaABAg,0,3 years ago,"this is what ancient chinese do. they admire a free and natural life. but 200 years ago, western countries invade china, and force china to turn. still we admire this kind of life, but first we need to be strong enough to protest ourselves.",这就是古代中国人做的。他们欣赏自然自然的生活。但是200年前，西方国家入侵中国，迫使中国转向。我们仍然欣赏这种生活，但首先我们需要足够强大来抗议自己。
15928,UgwMRdT6Ru8x4_2Pj554AaABAg,0,3 years ago,"why does she look like a model? with that kind of labor and hard work every day, there's no way her skin will be so flawless. beautiful video but she makes it look easier than it really is.",她为什么看起来像模特？每天都有这样的劳动和努力工作，她的皮肤绝不会如此完美。美丽的视频，但她看起来比实际更容易。
15966,Ugw91FAM2i7Yh4kNPzN4AaABAg,0,3 years ago,it kinda looks like laksa,有点像Laksa
15990,Ugyt53_ud5EPwk46hRB4AaABAg,0,3 years ago,kindergarten cop music,幼儿园警察音乐
16069,UgyaFTqKiW7HiNMx_FJ4AaABAg,0,3 years ago,"the picture of picking beans is so kind! when i was a kid, i lived in the countryside. this was how i picked the beans. i didn't take the basket without taking it.",摘豇豆的画面好亲切啊！我小时候住在农村，就是这样摘豇豆的，不拿筐子，直接摘下来搭在胳膊上抱着☺️
16155,UgwQmwt3bLXwye3i6Xp4AaABAg.92zkaLDVV4u95DSwFidXuN,0,3 years ago,"yes, cannot agree more. being close to nature is kind of a human nature i guess. we are lossing it",是的，不能同意更多。我想接近自然是一种人性。我们正在丢失它
16198,UgxYQHkjcO6ec1VR1cB4AaABAg,0,3 years ago,"i have to say that watching this video is really a kind of enjoyment, so naturally not contrived.",不得不说，看这个视频真的是一种享受，如此的自然不做作。
16267,UgxysRYmmL8R4zwZu2h4AaABAg,0,3 years ago,"this is the nature, at some moments,that we had forgotten.
a world , industrial, modernity, 
at same time, we are going far away to the nature, where we rely to.
while the relationship between us and natural, become a kind of alienation, all of that means, we will disappear on this land, under an inevitable way--","在某些时刻，这就是我们忘记的大自然。
一个世界，工业，现代性，
同时，我们远离我们所依赖的自然。
尽管我们与自然之间的关系成为一种疏远，但所有这些都意味着，我们将以不可避免的方式在这片土地上消失 -"
16313,UgwGYPBax6VQem4KM8B4AaABAg,0,3 years ago,what kind of man deserves her?,什么样的人应该得到她？
16323,UgxDOMs6p_ItSvCLtEt4AaABAg.92wQLk-uyOV92xJyRcKnCL,0,3 years ago,"zou lu must have different differences. otherwise, there are new ideas and topics? but it feels like a personal heroist version of ""the tip of the tongue"", just gathered the characters in the south of the tongue on the south of the tongue on li ziqi, and then gave her all kinds of farming civilization skills that are far away from us today. and her so -called versatile is the collective results of the behind -the -scenes production team, which makes it easier for the audience to have concentrated resonance and emotional projection.",邹鲁 区别肯定是有的，要不哪有新意和话题？但总体给我感觉就是一个类似个人英雄主义版的《舌尖》，只是把《舌尖》里头天南地北的人物集合在李子柒身上，再赋予她现今社会离我们渐行渐远的各种农耕文明的技能，而她的所谓多才多艺是其幕后制作团队的集体成果，让观众更容易产生集中的共鸣和情感投射而已
16480,UgyS_eXUHWOUd7w_zjh4AaABAg,0,3 years ago,"dam ! it dont take much to make her happy... i'm sold ! she is worth her weight in gold , low maintenance and very pretty , i dont see one electric powerline anywhere. my kinda girl , shes an asian pearl ♡ ... i think i'm in love lol !",dam！让她开心并不需要太多...我卖了！她值得以黄金，低维护和非常漂亮的重量，在任何地方我都看不到一个电力线。我的女孩，她是亚洲珍珠...我想我恋爱了大声笑！
16538,Ugx6StlIHPgNOdXVEPB4AaABAg,0,3 years ago,i really can't stand it anymore. i watched this kind of video in the middle of the night and wanted to rush out to eat,我真的受不了了，大半夜看这种视频，想冲出去吃东西
16745,UgzVpTsve82DwhXZAUB4AaABAg,0,3 years ago,"i have been escaping this kind of paradise or something, but i still came in for snail powder.",本来一直逃避来看这种世外桃源什么的，但是为了螺蛳粉还是进来了
16758,UgwHnTY_68srp6DlxiZ4AaABAg,0,3 years ago,i am wondering that what kind of people will giving this,我想知道什么样的人会给她这个
9746,UgwlxftS2WvMNopBSAl4AaABAg.99cvwIYYmy-9Ah9COkfZCj,0,2 years ago,"in fact, you can buy this kind of noodles from taobao in china. and li ziqi opened his own shop there. you can get a set of noodles, seasonings and vegetables.",实际上，您可以从中国的淘宝购买这种面条。李齐（Li Ziqi）在那里开了自己的商店。您可以得到一套面条，调味料和蔬菜。
16992,UgyzMfcGftL_iS-aGbp4AaABAg,0,3 years ago,the kind of pack of one pack with us must not be the same thing at all.,跟我们买的一包一包的那种肯定完全不是一回事啊
10137,UgyWbD9N-xgIH6obpeh4AaABAg,0,3 years ago,what kind of bamboo shoots are this bamboo,这是什么竹子的笋
14635,UgxxWBz1kMp66nYIz-h4AaABAg.944lnZoE4bt94AMkqpIczA,0,3 years ago,"hi laobu, ziyi, in the highest value of all human beings, has reached the top of the top: filial piety, intelligent, hardworking, good learning, dedication, neighborhood, constant, benefit from the poor to repay the society ... who can't get used to her and stepping on her, i dismissed counterattack. ms. li has the lftiest virtues of us human kind: filial piety toward grandma, brilliant, diligent, eager to learn, ultra-dedicated, neighbourly caring, p. erseverant and donate money to help the underprivileged .... as they are not word any efforts.","Hi Laobu, 子柒在全人类最高价值中，达到不能再高的绝顶：孝亲，聪慧，勤劳，好学，笃敬业，睦邻，有恒，施惠于穷苦报答社会....谁看不惯她而踩她，我不屑反击。 Ms. Li has the loftiest virtues of us human kind: filial piety toward grandma, brilliant, diligent, eager to learn, ultra-dedicated, neighbourly caring, perseverant and donate money to help the underprivileged....I do not refute those attackers as they are not worth any efforts. My family praises her from north America."
14571,UgzGJkA1_05JZiiafKl4AaABAg.947wSBzYSTb950yqdTSgne,0,3 years ago,nature is a number healer. believe me. i grew up this kind of lifestyle like her and now i'm living far from mountains. its nostalgic watching her video and i long to live in the same kind of life again. its refreshing just watching her video.,大自然是一个治疗师。相信我。我像她一样长大了这种生活方式，现在我远离山脉了。它的怀旧观看了她的视频，我渴望再次生活在同一生活中。它令人耳目一新，只是看她的视频。
11034,UgzlxqeE3pFbU1lSTwF4AaABAg,0,3 years ago (edited),if i get that kinda food within a year i'll be ready to fight world championship,如果我在一年之内得到那种食物，我会准备与世界锦标赛作斗争。
11881,UgyH4gwQhCXE-5pB3tZ4AaABAg,0,3 years ago,"https://www.youtube.com/channel/ucojoiw2zv_tqj3q10s6t5ma?view_as=subscriber?sub_confirmation=1
kindly share & subscribe.
thank you","https://www.youtube.com/channel/ucojoiw2zv_tqj3q110s6t5ma?view_as = subscriber?sub_confirmation = 1
请分享和订阅。
谢谢"
11282,UgwOyyLS41gEj9xnAw14AaABAg.97hfGdjuPPV97pvQZjnqS7,0,3 years ago,may be just like a kind of vlog，she had lived this life for a loog time and she is become popular gradually about these year.,也许就像一种视频博客一样，她过了这一生的生活，并且在今年逐渐受到欢迎。
11236,UgzWpwOQHrkvNjYfkKN4AaABAg,0,3 years ago,"the younger sister is probably going to return to a big city in the future. the younger sister is sincere and kind. i take care of my mother at home for more than half a year, and sometimes i have complaints. i feel that she is too disobedient. temperature, but i still have to take care of her after complaining. i just have to work out of work, alas. i hope the grandmother’s grandmother is 100 years old",小姐姐以后估计还是要回归大城市的，小姐姐是真心善，我在家里照顾妈妈大半年时间，有时候都会有怨言，觉得她太不听话，得了癌症晚期还不配合治疗，还乱爱发脾气，可是内心埋怨完还是要好好照顾她，我才刚25，还是得出去工作啊，唉。希望小姐姐的奶奶长命百岁
11220,UgyWvyN1dqTYozgewT54AaABAg.97q3FemBiT098upUw09gDm,0,3 years ago,"maybe you could find some kinds of instant noodles with ""螺蛳粉"" or ""luo si fen"" on it, which is the same dish in this video, probably in some chinese/asian markets or markets near universities that having lots of asian students.",也许您可以在上面找到某种瞬间面条，上面有“螺蛳粉”或“ lu si fen”，这在此视频中是同一道菜，可能是在中国/亚洲市场或有很多亚洲学生的大学附近的一些中国/亚洲市场或市场中。
11214,UgwrKiRZ5PRTwiD3YpB4AaABAg,0,3 years ago,am envious of this kind of lifestyle❤️❤️❤️,我羡慕这种生活方式❤️❤️❤️
12403,UgzvEWfa2k9bBcF8QGh4AaABAg,0,3 years ago,"smart girl, hardworking and kind, athena",智慧的女孩，勤劳善良，雅典娜
12441,UgxcdWg7kiAkOKKFPuR4AaABAg.96dT0kx0M5796i-L38ctql,0,3 years ago,it's a kind of etable fungi grown on the woods. like mushroom,这是一种在树林上种植的一种可真菌。像蘑菇
12594,UgywKMtGbrCxa1SPZNV4AaABAg,0,3 years ago (edited),"i wonder what kind of environment is she living in. she has all kinds of ingredients around her and also rivers, forest, cotton field etc..",我想知道她生活在哪种环境中。她周围有各种成分，还有河流，森林，棉花场等。
12735,Ugyevc-U_aA0u2PBChh4AaABAg.96OBada0Q3o96WClzCbEr5,0,3 years ago,"@kameliakamelia4400 just like escargot but tinier.. also kinda bitter and sometimes you eat some sand particles because, of course you can't thoroughly clean such tiny snails",@kameliakamelia4400就像escargot一样，但微小..也有点苦，有时您会吃一些沙子颗粒
12830,UgzNzJKW5vDcusiNTeV4AaABAg,0,3 years ago,"swallowing, you can find the experience of ingredients in this kind of landscape, and you must be very happy",狂吞口水，这种山水间就能发现食材的经历，一定很开心
12853,UgxH9F1osqHNdxzP4454AaABAg,0,3 years ago,my kind of lady,我的女士
11060,Ugyp0E8CgQlpCC4U56F4AaABAg,0,3 years ago,i love this place i feel very kind,我爱这个地方，我很友善
11059,UgweetUnmxYDjS1sJ_V4AaABAg.9836H75Au8T983QMzDiO1f,0,3 years ago,those snails are different from the snails we see crawling on the ground. they are the eatable kind and its actually pretty good but i wouldn't eat it. lol,这些蜗牛与我们看到的蜗牛在地面上爬行的蜗牛不同。它们是可食用的种类，实际上很好，但我不会吃。哈哈
11044,Ugw3c3Ekp3yOnGH4EX54AaABAg,0,3 years ago,"addicted to ur videos...ur ideas...ur patience..ur hard work. .ur creativeness. .ur kindness towards your grandmother..i never shared any videos from youtube to others.. this is the first time i did it...
loved the background music. .loved the camera work... nice editing...","沉迷于您的视频...您的想法...您的耐心..努力工作。 。我对你祖母的善良..我从来没有分享过YouTube的任何视频。这是我第一次这样做...
喜欢背景音乐。 。"
10933,UgzCJwy1upncr9wmmp14AaABAg,0,3 years ago,what kind of dish is casual!,随便卤菜是什么菜！
10226,UgzbTJgct5t5V_ZWt5h4AaABAg,0,3 years ago,"i like ziqi so much, she is smart, capable, and very kind. her video reminds me of a beautiful experience of living with her grandmother in the rural hometown in jiangxi when she was young. zi yan's cultivation is what my grandma often taught me what i want to have when i was a child. zi yan reflects the traditional virtues of many chinese women. in the future, the person who marrys ziyi will be blessed. i am making a dream and hope she can be my daughter -in -law. essence essence essence essence",我太喜欢子柒了， 她聪明，能干，而且非常的善良。她的视频让我想起小的时候在江西的农村老家和奶奶一起生活的美好经历。子柒的修养就是我奶奶在我小时候常常教导我要具备的。子柒身上体现了很多中国妇女的传统美德。将来娶子柒为妻的那个人一定得福了。我在做美梦希望她能成为我的儿媳。。。。。
10910,UgxKbK7JHDea1wg2i-p4AaABAg,0,3 years ago,3:16 how do you call this kind of music ??,3:16您如何称呼这种音乐？
13360,UgwNWmyjM69XGl7iDZ94AaABAg.95f8fkLxL4595tCAVPHyml,0,3 years ago (edited),"forehead! sure enough, people in the city, bamboo shoots buried in the soil called winter bamboo shoots, and spring bamboo shoots were sprung up after the spring. there are also many bamboo forests in hunan, my hometown. generally, there are no dewdrops on the bamboo shoots that are not long bamboo shoots [not long] [the principle of plants can also breathe]. this kind of bamboo shoots! besides, the bamboo breeding ability of the bamboo is no1, and it can grow into a tree for a year.",额！果然城里人，竹笋埋在土里时叫冬笋，开春出土后叫春笋。我老家湖南也有很多竹林，去挖过，一般竹笋上没有结露珠的就是活不长的竹笋【长不大】【植物也会呼吸的原理吧】，农村人也有爱护生态的本能，基本都会挖这种竹笋的！再说竹子繁殖能力树木中No1，并且一年可以长成树，笋笋砍了就没了，怎可能还会长成树？
13481,UgyF9tEuMsV68gW_9F14AaABAg.95O4S11kPAl95fAuJrROIy,0,3 years ago,"@user-jm2nf7m6c our positions different: you think pigs, chickens, or fish are eaten, and they are cruelly killed regardless of their escape from all kinds of escapes, greedy for death.

and my position is: people and animals are just ""clothes"" and ""tools"" that have different appearances. the nature is the same. all beings are equal. they cannot eat dog meat, and they cannot eat pork, chicken, and fish.

our positions are different, logic is different.","@user-jm2nf7om6c 我们的立场不同：你认为猪、鸡、鱼是让人吃的，而不管它们百般逃脱、贪生怕死而照样残忍地把它们杀掉。

而我的立场是：人和动物只是外表的“衣服”、“工具”不同，本性是相同的，众生平等，不能吃狗肉，同样也不能吃猪肉、鸡肉、鱼肉。

我们立场不同，逻辑就不一样。"
10835,UgwsPek6k7cHpGTpt3p4AaABAg,0,3 years ago,having a wife like this is blessing 18 people. what kind of beautiful and beautiful is good at all the world,有这样的妻子是祝福18人。世界上哪种美丽和美丽的美好
13637,UgwFwIs6cinw8gy2r314AaABAg,0,3 years ago,i like this kind of girl,超喜欢这种女孩子
13662,Ugzi2CQaoc6UfZJagsJ4AaABAg,0,3 years ago (edited),liziqi pleaseis there any way to buy the roots of this kind of bamboo so i can plant it at home in lebanon. see my face book for communication.,Liziqi请有任何方法可以购买这种竹子的根源，以便我可以在黎巴嫩家里种植它。请参阅我的脸书以进行交流。
13665,UgwolDQUQ-crMCM-bsZ4AaABAg,0,3 years ago (edited),come be the woman of my house. as long as it cook too much over high heat. i eat all kinds of food.,快来成为我家的女人。只要它用高温煮得太多。我吃各种食物。
13811,Ugwp5pzP1Ui0to8HK8N4AaABAg,0,3 years ago,"what a beauty around, like in a fairy tale. and the girl is beautiful and kind, and how many talents she has. squeezed on these videos, they calm down, i also want to live far from everyone, surrounded by such a nature, signed up and waiting for new videos.",周围真是美，就像在童话中。女孩是美丽而善良的，她拥有多少才能。挤在这些视频上，他们冷静下来，我也想远离每个人，被这种性质包围，注册并等待新视频。
13883,UgwT-gGSbbZeW7DJW0Z4AaABAg,0,3 years ago,this is some kind of magic! clever! happiness to you and granny!,这是某种魔术！聪明！祝您和奶奶幸福！
10505,UgwFhIIIRNtt_3Dh2hp4AaABAg.98fDg5Xo6zv999OXMlDqEj,0,3 years ago,"yes, many chinese can't stand this kind of food. only a few like it, just like durian and herring",是的，许多中国人无法忍受这种食物。就像榴莲和鲱鱼一样，只有少数
13981,Ugz-VKCG7OUdLgpsuOZ4AaABAg,0,3 years ago,you are so pretty and kind,你真漂亮
10405,Ugwnca7GSKR6W5PL3kp4AaABAg,0,3 years ago (edited),i will love to stay in the province and do this kind of thing gardening and farming.. 100% fresh food,我很想留在该省，做这种事情园艺和耕种。.100％新鲜食物
14068,UgwMMchXSHiNr6Dp4714AaABAg.94X-OXeU5p895Xg_85yVsu,0,3 years ago,"galadreana lopez never mind, those kind of people are everywhere. why bother urself to see & respond it?",Galadreana Lopez没关系，这些人无处不在。为什么要打扰自己看和回应呢？
14078,UgwMMchXSHiNr6Dp4714AaABAg.94X-OXeU5p89657ydT8mMa,0,3 years ago,"i dont understand how racism is still even a thing. maybe i'm not as stupid as i thought i was. cause it takes a special kind of stupid to be racist. i was just wondering if anyone else found her to be stunningly beautiful. her sense of humor, family values, and work ethic make her a shining star amongst the darkest nights. i hope that if she ever marries her heart and soul never get harm.",我不明白种族主义仍然是一件事情。也许我不像我想象的那么愚蠢。因为成为种族主义者需要一种特殊的愚蠢。我只是想知道是否有人发现她很漂亮。她的幽默感，家庭价值观和职业道德的感觉使她成为最黑暗的夜晚中的光辉之星。我希望，如果她嫁给自己的心灵，永远不会受到伤害。
17043,UgzXKyxo6-PDTpHTHOJ4AaABAg.92oN4Rgb48S92pITRYc1of,0,3 years ago,"you are right, just make a instant noodle or order a takeaway chase play game, just make a meal, what kind of video, what kind of video, idle. → _ →",你说的对哦，泡个方便面或点个外卖追剧打游戏哈啤就行了，做什么饭拍什么视频哦，闲的。→_→
17111,UgwSuv1ncXtExNMui0l4AaABAg.92nrwEmNnxg92pJCFqt3ob,0,3 years ago,there are also people in vietnam to make this kind of video,越南也有人做这种视频
22441,Ugwcb2Ofkjc-Dm0CvgJ4AaABAg,0,3 years ago,i want this kind of girl to be my future wife....,我希望这种女孩成为我未来的妻子。
7817,UgzYryUlX1hAdbvU_2N4AaABAg,0,2 years ago,c is so humble n kind .๐ป,c是如此谦虚。
21152,Ugx3k4IECJSzn98Rdct4AaABAg,0,3 years ago,"the stress in the city in the city is obedient. if you can live this kind of life like you, or you can live here with you, you have no regret",在城市的生活压力从从，如果能够像妳一样，过着这种生活，或者能跟妳生活在这里，始生无憾
20628,Ugy2j0pkCP-6ZnSmrRF4AaABAg,0,3 years ago,i want this kind of life,我想要这种生活
7151,UgzPojiM8u_SF0WVyLp4AaABAg,0,2 years ago,what kind of mic do you use?,您使用哪种麦克风？
20517,UgwQp7bBAlcj4WDM0P94AaABAg,0,3 years ago,i love this kind of noodles food.... its yummy,我喜欢这种面条食物。
20401,UgxjPsnbkAMUr7xHVVB4AaABAg,0,3 years ago,"the broth taken with the rice screw
what kind of taste is?","用米螺钉取的肉汤
什么样的味道？"
7345,UgxYa5xoRPYhG-W8wTV4AaABAg,0,2 years ago,i want this kinda way of life but how huhhh,我想要这种生活方式，但是如何
19840,UgwAJee65DhHjhjUlCd4AaABAg,0,3 years ago,i wish i had this kind of women hard working and simply lookin that can survive iven its husband is farmer either her skills in cousine is remarkable,我希望我有这样的女人努力工作，只是看着可以在丈夫的丈夫的丈夫的丈夫中幸存下来的人，要么她在堂兄中的技能都非常出色。
17118,UgyOIgWsE0exw8qUmt54AaABAg,0,3 years ago,this kind of pot is delicious,这种锅做饭可好吃了
19683,UgzO_WGl1UvOTQle80d4AaABAg,0,3 years ago (edited),"zhi chi, a young woman who is kind, cooks, telling recipes and methods. for the general public good luck and happiness. today, stir -fried bamboo shoots, long beans, donated with the remaining grandmother to eat the next day or sell to earn money. the future is hoping to be rich, the little girl this is a genuine chinese, fruit plant. dry, pickled, pickled, branches, weeds, as fuel, raising animals for self -use, self -use, sell, sell, make it to see as well. do only do not talk people in and abroad like therefore have ten million fans to follow really awesome, the little and pathetic little girl her history is very attractive. right now, the little girl beside the bridge that she used to be famous is her life. history is in the clip that she spoke alone, answering with the fan club who was with two grandmother. near the bridge there are village headmen to help parents and grandfather at a young age. looks very difficult. wish you good health and good luck, both grandchildren, talented people 写给 泰国 看 看",智奇（Zhi Chi）是一个善良的年轻女子，烹饪，讲食谱和方法。对于公众祝你好运和幸福。今天，搅拌竹芽，长豆，与剩下的祖母捐赠第二天或卖钱。未来希望有钱，小女孩这是一个真正的中国水果植物。干燥，腌制，腌制，树枝，杂草作为燃料，饲养动物以自我使用，自我使用，出售，出售，也可以看到。只能不说话国外的人喜欢因此有一千万的粉丝要跟随真的很棒，小而可悲的小女孩她的历史非常吸引人。现在，她曾经出名的桥旁边的小女孩是她的生活。她独自讲话的历史是在剪辑中，与两个祖母的粉丝俱乐部回答。在桥附近有村长在很小的时候帮助父母和祖父。看起来很困难。祝您身体健康，祝您好运，两个孙子，才华横溢的人写写看看
19454,UgyF8EAvGHJPxm5217J4AaABAg,0,3 years ago,do some people in china actually live like this or is this really old time kinda stuff that no one has time for anymore? i hate living in the city i wish i could live on a farm like this,中国的某些人实际上是这样生活的吗？还是这么古老的东西，没有人有时间去做？我讨厌住在这座城市，我希望我可以住在这样的农场
19381,Ugy85VXQyfdeLbA5_Ul4AaABAg,0,3 years ago (edited),"sure enough, it was a goods cheating for the old. this kind of hodgepodge video show makes me look tired. ask what is the magic of kitchen. only miss gao",果然是骗老外的货。这种大杂烩视频秀的让我眼疲啊。问何为厨之魔力。唯有
19345,Ugwj34HSCNlqZ2GLlrd4AaABAg.91xSN9yQicg92GhDUw1NTB,0,3 years ago,"blood -absorbing is on the thread (slender), and this kind of snail is not. in addition, blood suction worms should be more in the middle and lower reaches of the yangtze river, and the southwest does not know whether it is popular.",血吸虫是在钉螺（长得细长）身上，这种螺没有。另外血吸虫在长江中下游应该比较多，西南不知道是否流行。
19295,UgwCzD8DiUiVzwgY6KJ4AaABAg,0,3 years ago,"liziqi is a beautiful young lady exceptional chef very sweet and kind to her grandmother. i enjoy watching all of her educational and beautiful videos, thank you for sharing your beautiful way of life",利兹奇（Liziqi）是一位美丽的年轻女士，对她的祖母非常友善和友善。我喜欢观看她所有的教育和美丽的视频，谢谢您分享您美丽的生活方式
19246,Ugx4en9tHEBhCuuVnH94AaABAg.92-WulDMxta928LXQFKZEZ,0,3 years ago,"this kind of lifestyle can be acceptable in the short term, and it will be suffocated in the long run.",这种生活方式短期可以接受，长期这样就会闷死了
21205,Ugwz0B9vUzJrZPVN-IV4AaABAg,0,3 years ago,they eat some kind of slop. disgusting,他们吃了某种坡度。令人作呕
21218,UgzehcSvWLdnHx2DBY14AaABAg,0,3 years ago,"i think it’s very tasty, but it is not clear what kind of products, for me it is a dark forest, except there carrots, noodles, pepper, some shells ...",我认为这很美味，但是尚不清楚哪种产品，对我来说是一个黑暗的森林，除了胡萝卜，面条，胡椒粉，一些贝壳...
21293,UgzoLQ0uEupYYAVej9x4AaABAg,0,3 years ago,this is absolute yummy reciepi bamboo shoot this kinds of vegetable is healthy,这绝对是美味的reciepi竹芽，这种蔬菜很健康
21481,UgwLTpihDzUQX6L6hXp4AaABAg,0,3 years ago,"according to my experience of 100 square meters, you can plant 20 kinds of vegetables. tomato cucumber cucumber bean pumpkin, pumpkin, pumpkin, lettuce, lettuce and green onion ... i do n’t know when i was a child, i still have something to buy vegetables.",按我家的经验100平米菜地可以种20种蔬菜吧，西红柿黄瓜豆角茄子南瓜生菜韭菜大葱...小时候根本不知道还有买菜这种东西，还以为都是从家门口菜地里摘的
21674,UgwQSsEnqsiO_HYpojJ4AaABAg.9-aAk1vvO3M9-i7a7LpR6Y,0,3 years ago,"kirong pangkak because that kind of noodle is so spicy, and not good for elderly",Kirong Pangkak，因为这种面条是如此辣，对老年人不利
6700,UgyFtEOP207Xt_6tZwB4AaABAg.9EYR3CGP_ia9EeumUDD3_j,0,2 years ago,"because too many people in 1.4 billion people come from where the rice comes from and what they get, when all the things and things that are visible by the tas are used to use the essence of their lives, shocked their achievements, and they are shocked to achieve their achievements. only when i care about ta can be so delicate ... there are very few people who dare to return to this kind of life and then collect their own careers ... i really admire that she dares to do a lot of it. a life of life. after an adult, i was restless in taoyuan living in dashan ... how good if i would change 72 and enjoy more types of life ๐๐",因为十四亿人里太多的人都对大米到底从哪里来，什么得来的并不感兴趣，当所有被TA们看不起的事和物被有心的人用出人生精髓，震撼出成就的时候才会来在意原来TA是可以如此的多娇……敢回归到这种生活再就地取材创事业的人真的很少……我很佩服她竟敢做了很多我15岁就幻想的其中一种余生生活。成年后的我根本不安于大山里的桃园生活……如果我会72变该多好，尽享更多类型的人生百态
6656,Ugw6M3VqRH_ZSqd1Ibp4AaABAg,0,2 years ago,this kind of food making is simple but it is so hard working,这种食物制作很简单，但是很难工作
21838,Ugx-8rgTRLyZrkLpXcZ4AaABAg,0,3 years ago,if you have this kind of wife love,如果有这种老婆 爱了
21986,UgwttpE0B0mYIFAjFoV4AaABAg,0,3 years ago,are you ((chaines)) really eating all kinds of insects?!!!,您（（链））真的吃了各种昆虫吗？
6606,Ugy3xkTYxlTAID94IdJ4AaABAg.9EeYlTw0XI49G46EKCLpwC,0,2 years ago,people in merica will never have this kind of life. lol,梅里卡的人们永远不会过这种生活。哈哈
6391,UgzpMvWfxQBIhmvVIDt4AaABAg,0,2 years ago,what is a kind of giant green bean.,什么是一种巨大的绿豆。
22121,UgwqhS8T3wFfOJr1l4B4AaABAg,0,3 years ago,"sincerely, the hard -working people are not lucky.
a girl, through her own efforts,
create a world of paradise -like world,
it is diligent, beautiful and kind.","心怀诚心，努力的人运气都不差。
一个女孩，通过自己的努力，
打造一个世外桃源般的世界，
呈现出来的是勤劳，美丽和善良。"
11813,UgxRxitMTi-IIY8rhHR4AaABAg,0,3 years ago,"hkoo the next day elementary school student reference for details osu, suspicious, kindness yuan shikai",hkoo次日小学生参考详略osu起疑心 慈恩袁世凯
22153,Ugzac2FeRtizeK8wNix4AaABAg,0,3 years ago,liziqi wherever u live u have resources readily available and that us very unusual in this day and age bcz human species will and have destroyed all natural resources available to mankind on mother earth!,Liziqi无论您居住在哪里，您都有很容易获得的资源，并且在当今时代，我们在BCZ人类物种将并且已经破坏了地球上人类可用的所有自然资源！
6349,UgzrOgipSKHwc8hEvCV4AaABAg.9EsO86ldc5x9Gxp5BdWMsu,0,2 years ago,https://youtu.be/u6szcf98pvo kindly subscribe ๐๐,https://youtu.be/u6szcf98pvo友好订阅
22198,UgxGS70tCnRyBYXt96x4AaABAg,0,3 years ago,"it turns out that there are so many procedures for snail powder, and you keep looking at it! ziyi is a sichuan girl? i heard my hometown very kind and proud!",原来螺蛳粉要这么多道工序，看的一直咽口水！子柒是四川姑娘吧？听到家乡话很亲切，而且很自豪！
22298,UgxQJOQHKfS6wooilx94AaABAg,0,3 years ago,"again wow, those were some long beans. what kind of beans. the ""long"" beans most people grow in the us are not like that.",哇，那些是一些长豆。什么样的豆。大多数人在美国种植的“长豆”不是那样。
19183,UgzJSaGs55yqMqe3ACZ4AaABAg,0,3 years ago,"the kind of snail powder is too stinky, the street is not promoted, ""~""",螺蛳粉太臭了 臭一条街的那种，还是不推广的为好、“~”
8225,UgyuRq8gS7Fz6ApIxN14AaABAg,0,2 years ago,i wish i could live that kind of life๐ซ,我希望我能过这种生活
