,cid,votes,time,含kind,含kind中文翻译
18326,UgzRKs4d9NmwMOL5lQx4AaABAg.97427EejB2G97HqH35Sr47,1,3 years ago,this kind of popcorn makers usually wait for customers on street. they are rarely seen now.,这种爆米花制造商通常在街上等待客户。他们现在很少见。
13946,UgxMNjDFMJoSju4UsEt4AaABAg,1,2 years ago (edited),let's be honest....liziki is the kind of wife that everyone wanted,老实说.... liziki是每个人都想要的妻子
13378,Ugwz_8z7medIzeBd2r14AaABAg.9BtUVuTpIUe9BvmZEDcAly,1,2 years ago,"what kind of americans do n’t know the real united states? hollywood is okay to deceive foreigners. as a americans, they cheat them and are funny.",真实的美国是什么样美国人心里没数么，好莱坞骗骗外国人还可以，身为美国人的自己骗了就搞笑了
9864,UgxxSB5ZcheXq5f-U2h4AaABAg,1,2 years ago,"when i was in a bad mood, i always wanted to watch the videos of ziyi. it was really yearning. i hope that my elderly life can have a land. there is a rural house, all kinds of dishes every day, and make some small things. it ’s good to buy something you want occasionally! bleak",心情不好的时候总想看看子柒的视频，真的很让人感觉向往，希望自己老年的生活可以有块地，有个农村的房子，每天种种菜，捣搞一些小东西。拿着退休金偶尔买点自己想要的东西，真好！
3305,UgxfnAulyWSgvvYFHjp4AaABAg,1,1 year ago,"this kind of video that is out of real life is cheating foreigners, but we can't lie to our chicken people!",这种脱离现实生活的视频骗老外可以，但骗不了我们鸡国人！
14139,UgwdA5KVTLOkzwBQNZ14AaABAg,1,2 years ago,"this is the kind of life i've dreamed of!

including making videos and have millions subscribers","这是我梦dream以求的生活！

包括制作视频并拥有数百万订户"
17856,UgyDYicyOgZ72IrJ3s94AaABAg,1,3 years ago (edited),"please create separate playlists for veg & non-veg videos, kind of grouping. it will be great.",请为Veg＆Non-Veg视频创建单独的播放列表，这是一种分组。这将会非常棒。
9200,UgwmOQJENUzj6f6IheR4AaABAg,1,2 years ago,you are kind and so sweet,你很友善
40745,UgzXCKjFUD5O_6xOi8N4AaABAg,0,4 years ago,"what kind of ghost? for the first time i knew the chestnut, it turned out that the outer skin was hairy ...",什么鬼？我第一次知道板栗这玩意，原来外皮是有毛的……
38905,UgxOqWcCP9ANHogw_eF4AaABAg,0,4 years ago,"what is islam?
can we find an explanation of the great universe? is there any convincing interpretation of the secret of existence? we realize that no family can function properly without a responsible head, that no city can prosperously exist without sound administration, and that no state can survive without a leader of some kind. we also realize that nothing comes into being on its own. moreover, we observe that the universe exists and functions in the most orderly manner, and that it has survived for hundreds of thousand of years. can we then say that all this is accidental and haphazard? can we attribute the existence of man and the whole world to mere chance. โ€ man represents only a very small portion of the great universe. and if he can make plans and appreciate the merits of planning, then his own existence and the survival of the universe must also be a planned policy. this means that there is an extraordinary power to bring things into being and keep them moving in order.in the world then must be a great force in action to keep everything in order. in the beautiful nature there must be a great creator who creates the most charming pieces of art produces every thing for a special purpose in life. the deeply enlightened people recognize this creator and call him allah ""god"". he is not a man because no man can create or make another man. he is not an animal, nor he is a plant. he is neither an idol nor is he a statue of any kind because non of these things can make itself or create anything else. he is different from all these things because he is the maker and keeper of them all. the maker of anything must be different from and greater than things which he makes.โ€ there are various ways to know god ""allah'' and there are many things to tell about him. the great wonders and impressive marvels of the world are like open books in which we can read about god. besides, god himself comes to our aid through the many messengers and revelations he has sent down to man. these messengers and revelations tell us everything we need to know about god. โ€ the complete acceptance of the teachings and guidance of god 'allah' as revealed to his messengers muhammad is the religion of islam. islam enjoins faith in the oneness and sovereignty of allah, which makes man aware of meaningfulness of the universe and of his place in it. this belief frees him from all fears and superstitions by making him conscious of the presence of the almighty allah and of man's obligations towards him. this faith must be expressed and tested in actions, faith alone is not enough. belief in one god requires that we look upon all humanity as one family under the universal omnipotence of god the creator and nourisher of all. islam rejects the idea of chosen people, making belief in god and good actions the only way to heaven. thus, a direct relationship in established with god, without any intercessor.โ€ islam is not a new religion. it is, in essence, the same message and guidance which allah revealed to all prophets. adam, noah, abraham, ismael, david, moses and jesus (pbut). but the message which was revealed to prophet mohammed (pbut) is islam in its comprehensive, complete and final form.the quran is the last revealed word of allah and the basic source of islamic teachings and laws. the quran deals with the basis of creeds, morality, history of humanity, worship, knowledge, wisdom, god-man relationship, and human relationship in all aspects. comprehensive teaching on which, can be built sound systems of social justice, economics, politics, legislation, jurisprudence, law and international relations, are important contents of the quran. hadith, the teachings, sayings and actions of prophet mohammed (pbut), meticulously reported and collected by his devoted companions. explained and elaborated the quranic verses.โ€ the fundamental articles of faith in islam the true faithful muslim believes in the following principal articles of faith:- โ€ he believes in one god 'allah', supreme and eternal, infinite and mighty, merciful and compassionate, creator and provider. he believes in all messengers of god without any discrimination among them. every known nation had a warner or messenger from god. they were chosen by god to teach mankind and deliver his divine message. the quran mentions the name of twenty five of them. among them mohammad stands as the last messenger and the crowning glory of the foundation of prophethood. muslin believes in all scriptures and revelations of god. they were the guiding light which the messengers received to show their respected peoples the right path of god. in the quran a special reference is made to the books of abraham, moses, david and jesus. but long before the revelations has been lost or corrupted. the only authentic and complete book of god in existence in the quran. the true muslim believes in the angels of allah. they are purely spiritual and splendid beings whose nature requires on food, drink or sleep. they spend their days and nights in the worship of god. muslim believes in the last day of judgement. this world will come to an end someday, and the dead will rise to stand for their final and fair trial. people with good records will be generously, rewarded and warmly welcomed to the heaven of allah, and those with bad records will be punished and cast into hell. muslim believes in the timeless knowledge of god and his power to plan and execute his planes and nothing could happen in his kingdom against his will. his knowledge and power are in action at all times and command over his creation. he is wise and merciful, and whatever he does must have a meaningful purpose. if this is established in our mind and hearts, we should accept with good faith all that he does, although we may fail to under stand it fully, or think it is bad. the five pillars of islamโ€ faith without actions arid practice is a dead end, as far as islam is concerned. faith by nature is very sensitive and can be most effective. when it is not out of practice or out of use, it quickly loses its liveliness and motivation power. there are five pillars of islam:โ€ the declaration of faith: to bear witness that there is none worthy of worship except allah, and that mohammad (pbuh) is his messenger to all human beings till the day of judgment. the prophethood of mohammad obliges the muslims to follow, his exemplary life as a model. prayers: daily, prayers are offered five times a day as a duty towards allah. they strengthen and enliven the belief in allah and inspire man to a higher morality. they purify the heart and prevent temptation towards wrong - doings and evil. fasting the month of ramadan. the muslims during the month of ramadan not only abstain from food, drink and sexual intercourse from dawn to sunset but also sincerity and devotion. it develops a sound social conscience, patience, unselfishness and will - power. zakkah: the literal and simple meaning of zakkah is purity. the technical meaning of this word designates the annual amount in kind or coin which a muslim with means must distribute among the rightful beneficiaries. but the religious and spiritual significance of zakkah is much deeper and more lively. so it has humanitarian and sociopolitical values. hajj (pilgrimage to makkah): it is to be performed once in a lifetime, if one can afford it financially and physically","什么是伊斯兰教？
我们可以找到大宇宙的解释吗？对存在秘密有令人信服的解释吗？我们意识到，没有负责任的头脑，没有一个家庭可以正常运作，没有任何城市就可以在没有合理的管理的情况下繁荣，没有某种领导者就无法生存。我们还意识到，没有任何东西可以自己。此外，我们观察到宇宙以最有序的方式存在和功能，并且它已经幸存了数十万年。然后，我们可以说所有这些都是偶然而偶然的吗？我们可以将人和整个世界的存在归因于机会吗？人只代表大宇宙的一小部分。而且，如果他可以制定计划并欣赏计划的优点，那么他自己的存在和宇宙的生存也必须是计划的政策。这意味着有非凡的力量将事物带入生存并保持它们的秩序。在世界上，必须是使一切保持秩序的重要力量。在美丽的大自然中，必须有一个伟大的创造者，他创造了最迷人的艺术作品，为人生的特殊目的而产生了所有东西。深深的人认识到这个创造者，并将他称为“上帝”。他不是一个男人，因为没有人可以创造或创造另一个男人。他不是动物，也不是植物。他既不是偶像，也不是任何形式的雕像，因为这些事情中的任何东西都能使自己造就或创造其他任何东西。他与所有这些事情有所不同，因为他是所有人的制造商和守护者。任何事物的创造者都必须与他所做的事情不同。有多种认识上帝的方式“真主”，还有很多关于他的事情要说的事情。世界上的奇迹和令人印象深刻的奇迹就像开放我们可以阅读关于上帝的书籍。此外，上帝本人通过他寄给人的许多使者和启示来援助我们的援助。这些使者和启示告诉我们我们需要了解的关于上帝的一切。完全接受向他的使者穆罕默德揭示的上帝“真主”的教义和指导是伊斯兰教的宗教。伊斯兰教禁止对真主的统一和主权信仰，这使得人意识到宇宙的有意义和他在其中的意义。这种信仰自由。他从所有的恐惧和迷信中意识到全能真主的存在以及人对他的义务的存在。人类是一个家庭，在上帝的普遍无所不能下，都是所有人的创造者和滋养者。伊斯兰教拒绝选择人民的想法，使对上帝的信仰和善行的信仰成为通往天堂的唯一途径。因此，在没有任何代祷者的情况下与上帝建立的直接关系。伊斯兰教不是一种新宗教。从本质上讲，这是真主向所有先知透露的相同的信息和指导。亚当，诺亚，亚伯拉罕，伊斯梅尔，大卫，摩西和耶稣（pbut）。但是向先知穆罕默德（PBUT）揭示的信息是伊斯兰教的全面，完整和最终的形式。《古兰经》是安拉的最后一个揭示的话，也是伊斯兰教义和法律的基本来源。古兰经涉及信条，道德，人类历史，崇拜，知识，智慧，神人的关系和人类关系的基础。可以在其中构建社会正义，经济学，政治，法学，法律和国际关系的全面教学，这是古兰经的重要内容。圣训，先知穆罕默德（PBUT）的教义，俗语和行为，由他的虔诚同伴精心报告和收集。解释并阐述了古兰经诗句。伊斯兰教信仰的基本文章真正忠实的穆斯林相信以下主要的信仰文章： - 他相信一个神的“阿拉”，至高无上，永恒，无限，无限，强大，仁慈，慈悲，富有同情心，创建者和提供商。他相信上帝的所有使者，而没有任何歧视。每个已知的国家都有来自上帝的华纳或信使。上帝被上帝选中教人类并传达他的神圣信息。古兰经提到了其中25个名称。其中，穆罕默德（Mohammad）站在了最后一个使者和预言基础的荣耀。平纹细布相信上帝的所有经文和启示。他们是使者收到的指导光，向他们尊敬的民族展示了上帝的正确道路。在古兰经中，特别提到了亚伯拉罕，摩西，大卫和耶稣的书。但是很久以前，启示已经丢失或腐败。古兰经中唯一的真实而完整的上帝。真正的穆斯林相信真主的天使。它们纯粹是精神和灿烂的生物，其性质需要食物，饮料或睡眠。他们白天和黑夜都在敬拜上帝上。穆斯林相信审判的最后一天。这个世界将有一天结束，死者将为他们的最后和公正的审判而崛起。拥有良好记录的人将受到慷慨，回报和热烈欢迎真主的天堂，那些记录不良的人将受到惩罚并陷入地狱。穆斯林相信对上帝的永恒知识以及他计划和执行他的飞机的能力，他的王国在他的意愿中没有任何事情发生。他的知识和力量在任何时候都在行动，并为他的创造而指挥。他是明智而仁慈的，他所做的一切都必须具有有意义的目的。如果在我们的思想和心灵中建立这一点，我们应该真诚地接受他所做的一切，尽管我们可能无法完全站立，或者认为这是不好的。就伊斯兰教而言，伊斯兰信仰的五个支柱无需采取行动。信仰天生非常敏感，可以最有效。当它不执行或无法使用时，它很快就会失去活力和动力。伊斯兰教有五个支柱：信仰宣言：见证，除了阿拉以外，没有什么值得敬拜的，而穆罕默德（pbuh）是他在审判日之前向所有人传播的使者。穆罕默德（Mohammad）的预言使穆斯林不得不遵循他的模范生活。祈祷：每天，每天祈祷五次作为对真主的责任。他们加强并充实了对真主的信仰，并激发了人类更高的道德。他们净化心脏并防止对错误的诱惑 - 行为和邪恶。禁食斋月月。在斋月月，穆斯林不仅避免了从黎明到日落的食物，饮料和性交，而且还要诚意和奉献。它发展出合理的社会良心，耐心，无私和意志 - 力量。 Zakkah：Zakkah的文字和简单含义是纯度。这个词的技术含义指定了穆斯林必须在应有的受益人中分配的年度金额或硬币。但是Zakkah的宗教和精神意义更加深入，更加生动。因此，它具有人道主义和社会政治价值观。朝j（前往麦加朝圣）：一生将进行一次，如果可以在财务上和身体上负担得起"
39195,UgwTPqDTIbZrVY8iWxl4AaABAg,0,4 years ago,"well, what kind of girl well -done everything in her hands can boils everything can and cooks and cooks and everything quickly and most importantly when he does cook and clean everything. and here, for now, you begin to do a mess. well, her man was lucky, well, just for everything",好吧，什么样的女孩在她的手中做得很好，可以煮沸一切，做饭和做饭，当他做饭和干净地做饭时，一切都很快，最重要。在这里，现在，您开始乱七八糟。好吧，她的男人很幸运，好吧，只是为了一切
41316,UgyUj2SDQbD9Zq7ZBXR4AaABAg,0,4 years ago,what kind of fruit is the big yellow one at 8:55? can someone tell me please,8:55的黄色大黄色是什么样的水果？有人可以告诉我吗
4671,Ugz6kJw3pPKVkUBMb614AaABAg,0,1 year ago,most kind heart and most beautiful girl in ever,有史以来最善良的心和最美丽的女孩
38856,Ugyxu1YAlYt1mR3nzhV4AaABAg,0,4 years ago,i hoped the popcorn popper was the old kind man that she had filmed in the previous video.,我希望爆米花流浪汉是她在上一段视频中拍摄的老人。
38900,Ugz0jq36TBy4dEwFnQx4AaABAg,0,4 years ago,the fruit trees and living utensils in your hometown look so kind.,你家乡的果树和生活用具看起来那么亲切。
38686,UgyC0Vf39FchUCE1Iwh4AaABAg,0,4 years ago,"this kind of life is really refreshing, all of them are given by nature. although it is hard, the deliciousness is all relying on your own strength โค",这种生活真是心旷神怡，全是大自然的赋予。虽然辛苦，但活的好吃的好全是靠自己的力量❤
41369,Ugz1Hex1GbP--uLupXJ4AaABAg,0,4 years ago,she is really a kind hardworking beautiful woman.,她真的是一个善良的美丽女人。
38538,Ugz6ezBlHN-4ng2zlch4AaABAg,0,4 years ago,"this video was shot deliberately. if these said they lived in this kind of small village like she were like she, it is estimated that she would cry and shout me to go back in a month.",这视频都是特意拍摄的，要是这些说想像她一样生活在这种小山村，估计过一个月就会哭着喊着我要回去。
41388,Ugzmrk__1Z_0fze1Gg94AaABAg,0,4 years ago,what kind of melon seeds is that,什么样的瓜子是
41500,UgwUrk5_3J7E22SHYMh4AaABAg,0,4 years ago,"seeing these poor dogs soooo hungry they would eat rocks..literally, kinda ruined it for me. makes me sad..you can see the ribs on the puppy.. they are so miserable.",看到这些可怜的狗太饿了，它们会吃岩石。实际上，有点为我毁了它。让我难过..您可以看到小狗上的肋骨..它们是如此痛苦。
38501,UgwifHbA-FpuLTdwLZd4AaABAg,0,4 years ago,is this a real documentary life of family from that girl and her granny? or is it some kind of commercial video wanting to show how great is chinese village life even in small family,这是那个女孩和她的奶奶的真正纪录片生活吗？还是某种商业视频，想展示中国乡村生活的伟大，即使在小家庭中
38220,UgzRRnrwugdDwkjT21R4AaABAg,0,4 years ago,kindly give to dog fuckers,请给狗混蛋
41508,UgyAFdqhBFcbKTHV8ol4AaABAg,0,4 years ago (edited),"i dont know, but watching this kind of life makes me feel so relaxed",我不知道，但是看着这种生活使我感到很放松
38139,Ugz62fc7P6ezOZLwgOh4AaABAg,0,4 years ago,"how i wish to have such kind of a peaceful and quite life away from the hustle and bustle of city life. to hear the rooster crows, the rain that patters the breeze that gently blows...",我希望拥有如此和平而相当的生活，远离城市生活的喧嚣。为了听到公鸡乌鸦，雨水轻而易举地吹来...
39265,Ugzjqhfej53noj5fgDF4AaABAg,0,4 years ago,you are so kind,你真好
41234,Ugw90llDxPsDYAZfPSl4AaABAg,0,4 years ago,"this is kinda random but she looks like jo yuri of iz*one

anyways, great video ✨ it’s relaxing and soothing","这有点随机，但她看起来像Iz的Jo Yuri*

无论如何，很棒的视频✨它令人放松而舒缓"
39309,UgyguYTCEuxT1tDOyrt4AaABAg,0,4 years ago,what kind of mango is that?,那是什么样的芒果？
40436,UgyqRx7XheB0Iox-enV4AaABAg,0,4 years ago,anyone else kinda wanna marry her?,还有其他人想嫁给她吗？
40714,Ugw3Ph2rNga7WOsv4s54AaABAg,0,4 years ago,it's just me or at 5:17 kinda remembered me digimon song? and the video itself makes me feel like i'm in heaven since it's so calm and lovely. but i know that since i've been raised in a city i'll never survive normally like her. you are awesome <3,只是我还是5:17记得我的Digimon歌曲？视频本身使我觉得自己在天堂，因为它是如此平静和可爱。但是我知道，自从我在一个城市长大以来，我将永远无法像她那样正常生存。你很棒<3
40701,UgxKQXWLYAePrtbIvgl4AaABAg,0,4 years ago,what kind of skills are you can't? marry your life full of infinite possibilities,有什么样的技能是妳不会的吗？娶到妳人生充满无限可能
40769,UgyyXAGfSIGjjz9NmJh4AaABAg,0,4 years ago,i want to live this kind of place❤❤❤❤❤❤,我想住这样的地方❤❤❤❤❤❤
40817,UgwzGrh0NUavG9WtWhx4AaABAg,0,4 years ago,"few words to "" reupload""we chinese fans have already told her this kind of actions on bilibili and weibo. we actually have access to youtube or facebook or something if we want...so never underestimate us, we wouldn't be able to let some greedy guy steal. fans that really love ziqi can come to weibo to see her updated videos, but stealing is not welcomed.",我们中国粉丝已经告诉她对比利比利和微博的这种行为，几乎没有什么话可以。实际上，如果需要的话，我们实际上可以访问YouTube或Facebook之类的东西……因此，永远不要低估我们，我们将无法让一些贪婪的家伙偷窃。真正喜欢Ziqi的粉丝可以来到微博来观看她的更新视频，但不受欢迎。
40629,UgxB4glX4Zi315bmUM54AaABAg.8sEba1rMEtk8sEbgmBdy7y,0,4 years ago,and she is kind,她很友善
3997,UgwIG_oUGRc7S_hgiJN4AaABAg,0,1 year ago,you are a great girl god give you all kind of ability and control of everything be safe,你是一个伟大的女孩，上帝赋予你各种能力和控制一切安全的能力
4655,Ugy98Y2Zalza60g21054AaABAg,0,1 year ago,"this, what kind of life im seeking for but damn i cook like a pig.",这是什么样的生活，我正在寻找，但该死的我像猪一样做饭。
37870,UgyiwoaRha28Qpxk65p4AaABAg,0,4 years ago,what kind of nah?,什么样的nah？
4306,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9a474thmTA_,0,1 year ago,she actually use to film this on her own but the editing took forever so she hired some people to help kind of follow her around on her day to day and they edit for her.,她实际上是用自己拍摄的，但是编辑花了永远花了很多时间，因此她雇用了一些人在每天跟随她，并为她编辑。
40922,UgwwWffcBPKH03QaUax4AaABAg,0,4 years ago,she kind of reminds me of migumi from food wars ............she was just as hard working and beautiful her,她有点让我想起了美食大战中的米古米.......................................................................................................................................................................
40403,UgydeOYX1Xd5wejEntd4AaABAg.8sMEIDfoSkB8sQsQJY3Dpm,0,4 years ago,"@islandfolk2283 she said that the scene was filmed at her home in her village. as you pointed out, the program is about food. she used ingredients such as freeze dried strawberries and marshmallows in one of her dish. i don't think the chinese had even seen them until a couple decades ago, even her grandma might have never heard of them. i still believe it is just a show. if you have even been to the villages in china, you will know how do they really look like, and what kinds of food they are eating. i really hope all mankind on earth would live like in the place like in the video describes and have plenty of food to eat, but sadly, in reality, it is far from it.",@Islandfolk2283她说，现场是在她村庄的家中拍摄的。正如您指出的那样，该计划是关于食物的。她在其中一道菜中使用了冻结干草莓和棉花糖等成分。我认为直到几十年前，中国人甚至都没有见过他们，甚至她的祖母也可能从未听说过。我仍然相信这只是一场演出。如果您甚至去过中国的村庄，您将知道它们的真实是如何，以及他们正在吃什么食物。我真的希望地球上的所有人类都会像视频描述并有很多食物可以吃的地方一样生活，但可悲的是，实际上，它离它很远。
41106,UgxkMBoC4FEEipdVjgV4AaABAg,0,4 years ago,she's the kind of girl that i want for wife,她是我想要妻子的那种女孩
40397,UgwBTaagCKqs43igi8p4AaABAg,0,4 years ago,"people should live like this, not kind of life in the cities, i mean every one of over 7 billions people in earth.",人们应该这样生活，而不是城市中的生活，我的意思是地球上有70亿人中的每一个。
3731,UgziqjQqhIdru4BMBmF4AaABAg,0,1 year ago,"you are the greatest woman l have ever seen. you are devoted, kind, loving, dedicated, truthful, hard working, dedicated to your demands, inherited your ansters gift that you got great job on all you do to show this world the great gift you have l truly admire you , your foods, your talent, your contribution to this world. you are truly amazing and l can't find the perfect words to describe you but you are special my child god bless you with all your talent l watch all your videos and always amazed with your talent wish l could eat some if those delicious foods too with your grandma so loving bye my friend",你是我见过的最伟大的女人。您忠于，善良，充满爱心，敬业，诚实，努力工作，致力于您的要求，继承了您的Ansters礼物，您在向这个世界展示您拥有的伟大礼物上所做的一切都非常佩服您，您的食物，您的食物，您的食物，您的食物，您的才华，对这个世界的贡献。你真是太神奇了，我找不到描述你的完美词，但是你很特别，我的孩子上帝保佑你所有的才华l观看你的所有视频，并且总是对你的才华希望我能吃些美味的食物，如果那些美味的食物也可以吃些和你的奶奶如此爱见我的朋友
41179,UgwnbNIpgEQWjO-loVh4AaABAg,0,4 years ago,"this is a china production very well done, kind of reminds me of potemkin village just to perfect to be true...
btw the grand ma in her day was more beautiful than granddaughter.","这是一部非常出色的中国作品，让我想起了波姆金村，只是完美地成为真实的...
顺便说一句，她那个时代的大妈比孙女更美丽。"
39658,Ugw6VqK6aIg-3F1xlvl4AaABAg,0,4 years ago,"if you do nโ€t pretend, you can rely on your face value, but you rely on your own ability. what kind of hero can match you. watch your video is a kind of enjoyment. recently, i was in a bad mood, but i watched your video and laughed. although i don't necessarily see this comment, i have to bless you! come on!",不矫情不做作，明明可以靠颜值，你却靠自己的能力。什么样的英雄才能配上你。看你的视频是一种享受。最近心情非常差，却看你的视频看笑了。虽然不一定能看到这个评论，但是我还要祝福你！加油！
18425,UgxvsIBYTsVdsui5bjp4AaABAg,0,3 years ago,i felt kinda disney vibes.. :),我有点迪斯尼的共鸣.. :)
37258,UgwA3e1bUu4_FYujEet4AaABAg,0,4 years ago,"man i am telling my sons right now this is the kind of woman they need to marry. smart, strong, good looking, and hard working. wow",我现在告诉我的儿子，这是他们需要结婚的那种女人。聪明，强壮，外观良好且努力工作。哇
5403,UgzJVvbm81JiETljJhZ4AaABAg.9OiQPbObjKD9OnUDHFjes5,0,1 year ago (edited),"@bdstudios6088 no, i heard she sells food things at her online store. and who would use those kind of wraps for family? yes i meant creppe, and candy like bars",@bdstudios6088不，我听说她在她的在线商店出售食物。谁会将这些包裹用于家庭？是的，我的意思是Creppe，像酒吧一样的糖果
7947,UgybZEy_mhj_hbQJDXd4AaABAg,0,2 years ago,"we urge your urgent attention as our democratically elected leaders including state counsellor aung san suu kyi, president win myint along with senior government officials, and the elected members of parliament have now been detained by the military. please kindly assist our country by stopping this military coup as it is happening right now in myanmar( burma). 

aung san suu kyis party won a landslide victory in the recent election and the new parliament is due to start in the next few hours. 

we need your urgent appropriate action and intervention to stop this military coup to protect the people of myanmar (burma) and the democratically elected national league for democracy government.

#savemyanmar 
#saveburma 
#reject_the_military
#we_want_democracy
#weneedjustice
#help_us
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleaderaungsansukyi","我们敦促您紧急关注我们的民主选举的领导人，包括州顾问Aung San Suu Kyi，总统Win Myint与高级政府官员以及民选议员现在已被军方拘留。请通过停止这项军事政变来协助我们的国家，因为缅甸（缅甸）正在发生。

昂山·苏伊斯（Aung San Suu Kyis）党在最近的选举中赢得了滑坡的胜利，新议会将在接下来的几个小时内开始。

我们需要您紧急采取适当的行动和干预，以阻止这项军事政变，以保护缅甸人民（缅甸）和民主选举的民主政府。

#savemyanmar
#Saveburma
#reject_the_military
#We_Want_Democracy
#weneedjustice
＃帮助我们
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleleaderaungsanukyi"
35769,UgyFqBPeCy6uTrndVDx4AaABAg,0,4 years ago,what kinda heaven is she living at?,她住在什么样的天堂？
7911,UgxlBJZ42wKi4HegftN4AaABAg,0,2 years ago,"right paradise, what kind of grandmother is always interesting in such hats",正确的天堂，在这样的帽子中，什么样的祖母总是很有趣
35720,UgwzksranQ1ipyZUEqB4AaABAg.8uaXQ921Lhd8upC_toqo8R,0,4 years ago,@selenenguyen3533 its not cat its kinda looks like a dog even the over door handle resembles dog bone like treat just like in the cartoons,@selenenguyen3533它的不是猫，它看起来像狗，即使是在门把手的手柄上都像狗的骨头一样，就像在动画片中一样
7945,UgxRmEi1tZ5G_u3MuyZ4AaABAg,0,2 years ago,"we urge your urgent attention as our democratically elected leaders including state counsellor aung san suu kyi, president win myint along with senior government officials, and the elected members of parliament have now been detained by the military. please kindly assist our country by stopping this military coup as it is happening right now in myanmar( burma). 

aung san suu kyis party won a landslide victory in the recent election and the new parliament is due to start in the next few hours. 

we need your urgent appropriate action and intervention to stop this military coup to protect the people of myanmar (burma) and the democratically elected national league for democracy government.

#savemyanmar 
#saveburma 
#reject_the_military
#we_want_democracy
#weneedjustice
#help_us
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleaderaungsansukyi","我们敦促您紧急关注我们的民主选举的领导人，包括州顾问Aung San Suu Kyi，总统Win Myint与高级政府官员以及民选议员现在已被军方拘留。请通过停止这项军事政变来协助我们的国家，因为缅甸（缅甸）正在发生。

昂山·苏伊斯（Aung San Suu Kyis）党在最近的选举中赢得了滑坡的胜利，新议会将在接下来的几个小时内开始。

我们需要您紧急采取适当的行动和干预，以阻止这项军事政变，以保护缅甸人民（缅甸）和民主选举的民主政府。

#savemyanmar
#Saveburma
#reject_the_military
#We_Want_Democracy
#weneedjustice
＃帮助我们
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleleaderaungsanukyi"
35643,Ugzpsr4gRiYVmbkAFX54AaABAg,0,4 years ago (edited),"biggest mangoes i've ever seen!!! its so funny how your fruit is on such a different schedule than american fruit. this is so cute and sweet and calming. those little animals love her so much, you can tell she's a kind person. i could watch her do random chores all day.",我见过的最大芒果！！！您的水果与美国水果的时间不同，真是太有趣了。这是如此可爱又甜美。那些小动物非常爱她，你可以告诉她她是一个善良的人。我可以看着她整天做家务。
35618,UgyGfxVDt_j-WwqEoqZ4AaABAg,0,4 years ago,"looking at it is a kind of enjoyment. the younger sister is so beautiful, the environment is good, the dogs and sheep are so cute!",看着都是一种享受啊，小姐姐好漂亮，环境好好，狗狗和羊好萌!
35582,UgwdCsYI4TTRyRVwF_h4AaABAg,0,4 years ago,"i wish i would have the possibility to live in that kind of place. i would retreat to there whenever i could if i had the knowledge. in finland there are some people who live within nature in lapland but that place is really cold. and i'm not sure what parts of nature to use. also hunting is a big part in there. and moose & reindeer husbandry. look at me brambling on. 


your videos are beautiful and peaceful. kudos to you.","我希望我有可能住在那种地方。如果我有知识，我会尽可能地撤退到那里。在芬兰，有些人生活在拉普兰，但这个地方真的很冷。而且我不确定要使用的自然部分。狩猎也是其中的重要组成部分。和驼鹿和驯鹿饲养。看着我brambry。


您的视频美丽而宁静。对你的敬意。"
35563,UgxCdK4orjoaLLgiQu14AaABAg,0,4 years ago,"itโ€s very interesting how we live in a society with internet and easy access to everything, yet many of us yearn for this kind of humble, comforting life full of hard work and purpose. kind of interesting how society works.",我们如何生活在一个互联网和轻松访问一切的社会中，这非常有趣，但是我们许多人都渴望这种谦虚，舒适的生活充满艰苦的工作和目的。社会如何运作有趣。
7946,UgzNcn6o4pSV33PW8fx4AaABAg,0,2 years ago,"we urge your urgent attention as our democratically elected leaders including state counsellor aung san suu kyi, president win myint along with senior government officials, and the elected members of parliament have now been detained by the military. please kindly assist our country by stopping this military coup as it is happening right now in myanmar( burma). 

aung san suu kyis party won a landslide victory in the recent election and the new parliament is due to start in the next few hours. 

we need your urgent appropriate action and intervention to stop this military coup to protect the people of myanmar (burma) and the democratically elected national league for democracy government.

#savemyanmar 
#saveburma 
#reject_the_military
#we_want_democracy
#weneedjustice
#help_us
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleaderaungsansukyi","我们敦促您紧急关注我们的民主选举的领导人，包括州顾问Aung San Suu Kyi，总统Win Myint与高级政府官员以及民选议员现在已被军方拘留。请通过停止这项军事政变来协助我们的国家，因为缅甸（缅甸）正在发生。

昂山·苏伊斯（Aung San Suu Kyis）党在最近的选举中赢得了滑坡的胜利，新议会将在接下来的几个小时内开始。

我们需要您紧急采取适当的行动和干预，以阻止这项军事政变，以保护缅甸人民（缅甸）和民主选举的民主政府。

#savemyanmar
#Saveburma
#reject_the_military
#We_Want_Democracy
#weneedjustice
＃帮助我们
#myanmarcoup
#nldgovernmentonly
#myanmar_military_coup
#ourleleaderaungsanukyi"
8290,Ugx23l2jeMsbcIKcZah4AaABAg,0,2 years ago,ur life must be kinda hard,你的生活必须有点艰难
