,cid,votes,time,含talent,含talent中文翻译
32890,UgxN7NFGjJrEc7efRWd4AaABAg.8yUkoNRrTzC95Xg_UwuyeX,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
4132,UgygAXpqOKIeA5p8jVV4AaABAg,0,2 years ago,"the granddaughter is so good
multi -purpose, multi -talented","孙女真好
多用途，多重的"
32422,UgzVqG2BMidNonH41j54AaABAg,0,3 years ago,"love in liziqi, multitalent",爱在liziqi，多重
32228,Ugwm-XO7u_glj-7h-U14AaABAg,0,3 years ago,"am happy for ur beautiful video's , u r talented hard working women ☺ and one thing i want to say marry 
soon, ur 30 years old now 
, marry when ur grandmother
is alive and shes very old now , good for u . :)","对您的美丽视频感到高兴，他才华横溢的努力工作的女性☺我想结婚的一件事
很快，你30岁了
，当你的祖母嫁给
还活着，现在她很老，对你有好处。 ：）"
32036,UgxbQlBF-KzB70mfor54AaABAg,0,3 years ago,"please give me your arms 
like this sister and her talent too","请给我你的手臂
像这个姐姐和她的才华"
31868,Ugwly-HX6hCef7q6eep4AaABAg,0,3 years ago (edited),this multi talented/ gifted woman. every thing that she do is such a masterpiece. resourceful and creative. i guess you've all learned that from your grandma. anyway your grand ma must have a very long life because everything that you cook and eat has no preservatives. all natural.,这个多才华横溢/有天赋的女人。她所做的每一件事都是如此杰作。足智多谋。我想你们都从祖母那里学到了这一点。无论如何，您的大妈妈一定要有很长的寿命，因为您烹饪和吃饭的所有东西都没有防腐剂。全天然。
4708,UgwrWgIWcRXSn3oNxdV4AaABAg,0,2 years ago,both beautiful and talented,既美丽又有才华
31749,UgxRMn_cLUJNyVHEwZl4AaABAg,0,3 years ago,c is genius ...she can do evrything ....some time i feel same on me....i have no talent,c是天才...她可以做任何事情。...有时候我对我有同样的感觉。。。我没有才华
31715,UgzoHUKPEn7Oc9qNOYl4AaABAg,0,3 years ago (edited),my mom likes to watch her videos sometimes.. and i admitted that she is talented and hardworking.. i find peace in every videos she made.. i wonder she had a husband to take care of her yet.. if anyone find a girl like would be so happy,我妈妈有时喜欢看她的视频。.我承认她很有才华和勤奋。.我在她制作的每个视频中都能找到和平..我想知道她有一个丈夫可以照顾她。如果有人找到一个女孩就像很高兴
31703,Ugz55IHf9rik-Rp9E8x4AaABAg,0,3 years ago,sis you are so much talented,姐姐你很有才华
25529,UgyBTaMwF5ezqQhpzct4AaABAg,0,3 years ago,oh my god..this is my first watch.and i'm loving it.why are you so talented and beautiful.im sure im gana give this vedio a like and subscribe too.love it,哦，我的上帝..这是我的第一台手表。我爱它。为什么你是如此才华横溢和美丽。
8281,UgzzwM_ZMMmnKWN7yP14AaABAg,0,2 years ago,you are your chef is also you. i want to learn you talents.,种是妳厨师也是妳，我要学习妳才能了 ，美丽的专业种値师
8901,UgxOBgD3fQC8I59-Qdl4AaABAg.9Ah38njXB5I9BRVwfz_uY5,0,2 years ago,"@user-qi5su1yw8l, is it? you have been educated well, so your mouth is full of excrement. sure enough, it is a talent educated by the party school.",@user-qi5su1yw8l 呵呵是吗？你受过良好教育所以满嘴都是排泄物。果然是党校教育出来的人才。
25167,UgzLSGGx4MwNa4_FqRF4AaABAg,0,3 years ago (edited),"i’m so happy to see the english subtitles, i watched several videos the other day from your facebook that didn’t have the subtitles. it’s nice to read everything you are preparing!! you have a beautiful life and you are incredibly talented!! you should build a bed and breakfast so people can come and visit and learn to cook and sew with you!! you would stay booked up!! hello from florida!!",我很高兴看到英语字幕，前几天我从您的Facebook看过几个视频，而这些视频没有字幕。很高兴阅读您准备的所有内容！！您的生活很美，您的才华也非常有才华！！您应该建造一个床和早餐，以便人们可以来参观并学会与您一起做饭和缝制！！你会预订的！你好来自佛罗里达州！
15098,UgybbDpm6SSjdmGqmu14AaABAg.93Yd0W1a9Ya93eDU23lWst,0,3 years ago,her grandpa was a well known chef in her town and he taught her how to cook while her grandma taught her how to do things like sew and make dresses. imagine being that talented,她的爷爷是她镇上著名的厨师，他教她如何做饭，而她的祖母教她如何做缝制和穿衣服等事情。想象那个才华横溢
17965,Ugya3-1oV_gaH1h3WyV4AaABAg,0,3 years ago,"li ziyi is indeed a talented woman, everything will be, who will marry who is blessed",李子柒确实是个才女，什么都会，谁娶了谁有福
17438,UgwV-LNEpQJAbi0pmAJ4AaABAg,0,3 years ago,"wow! beauty, talent and a dream life. she's amazing.",哇！美丽，才华和梦想的生活。她太赞了。
17347,Ugz4R3gxKzICr6qs9kt4AaABAg,0,3 years ago,you’re so beautiful and talented. marry me?,您是如此美丽和有才华。嫁给我吧？
17205,UgwQtCTANVHaum3r28J4AaABAg,0,3 years ago,she is my dream wife … perfect and multi talented,她是我梦dream以求的妻子……完美而多才华
16819,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI939GSd-UH31,0,3 years ago,"emily huang my grand parents live in henan. things are better now but they are still poor. there was still no toilet in the house in the country, concrete floors, and the river that used to be there when i was little got filled with trash. dirt mounds everywhere...no trees, rivers, natural beauty. it looked like poor parts of mexico. i went into the city and was told i couldn’t #2 in the toilet because it would clog the plumbing so it was for show only. sorry, but the infrastructure is just not there. the standard of living is just worse compared to the us. 5-star hotel in china is really 3-4 depending on the city.

maybe where liziqi lives in sichuan there’s is more natural beauty but there is lots of dirt and construction and decrepit stuff she probably doesn’t show on camera.

she’s talented for sure to be able to make her environment appear beautiful on camera. i’m not really jealous. good for her. 

not sure why you need to call me a bitch but if you think ikea is nice you got issues.","我的祖父母艾米丽·黄（Emily Huang）住在河南。现在情况更好，但它们仍然很差。该国的房子里仍然没有厕所，混凝土地板，当我很少被垃圾充满时，曾经在那里的河流。到处都是泥泞的土墩...没有树木，河流，自然的美丽。它看起来像墨西哥的贫困地区。我走进这座城市，被告知我不能在厕所里排名第二，因为它会堵塞管道，所以只能表演。抱歉，但是基础设施不存在。与美国相比，生活水平差得多。根据城市，中国的5星级酒店实际上是3-4。

也许Liziqi居住在四川的地方有更多的自然美景，但是她可能不会在相机上展示很多污垢，建筑和衰老的东西。

她一定有才华，能够使自己的环境在相机上显得美丽。我不是真的很嫉妒。对她有好处。

不知道为什么您需要称呼我为母狗，但是如果您认为宜家很好，您会遇到问题。"
16683,UgxHpdPde9EZOWMo0LN4AaABAg,0,3 years ago,"xiaoqi has more than 20 million fans on weibo, more than celebrities! one of talented girls!",小七在微博超过2000万粉丝，比明星还多！才女一位！
16631,UgwG6EGI9KhD1FkfuKZ4AaABAg.92t3bTvXZ7H97ZL3HVeaoy,0,3 years ago,"she used to film everything all by herself, now she got a photographer for that, cause it's too much work. but she still do the editing by herslef. amazing talent.",她曾经自己拍摄所有东西，现在她为此找到了摄影师，因为这太多了。但是她仍然由赫尔斯勒夫进行编辑。惊人的才华。
16424,Ugxv80nnGt3iyP2k4SV4AaABAg.92vfkD3X4aU92wgbPKTaHX,0,3 years ago,"with my understanding, i have adopted multiple shooting methods, and there are no opportunities. editor is very talented, very beautiful",以我的了解，是采用了多次拍摄的手法，并没有多机位。 editor很有天分，非常有美感
16164,Ugznz2b5IDa1Wgd7n8d4AaABAg,0,3 years ago,my god that food looks so yummy...very talented and beautiful young lady,我的上帝，食物看起来很美味...非常有才华和美丽的小姐
16156,UgwQmwt3bLXwye3i6Xp4AaABAg.92zkaLDVV4u95XgXZzxllM,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
10973,UgyRiG2IBV89oXP20SZ4AaABAg.987Rj_tZAGn99GR7nM8GL-,0,3 years ago,"no matter if there is a team, it is very powerful to take the picture so beautifully. why is it tangled so is not the team? talents are the most important.",不管有没有团队，能把画面拍的这么唯美就很厉害了，为什么要纠结于是不是团队呢，人才是最重要的
15686,Ugxw4xyuB21W4RuNOIJ4AaABAg,0,3 years ago (edited),"i was enjoying the video and her stressfree, simple but life-fulfilling moments and activities, perfect/amazing skills/talents in any/every activity, warm auras, aesthetics of the camera angles and moments taken, when all of a sudden im interrupted by an ad. a pizza delivering, dominos ad.
when that car pulled up from the ad, reality hits me like a car accident, making me realize the life, society, environment, and most of all, the s t r e s s that i have and live in. im in an urban area, near an iconic city you could see in postcards. that ad, reminded of how every second counts as a huge factor in my life that could mess it up. that ad, brought back the stress, the feeling of every opportunity good or bad at every corner of my brain. that ad, brought back the weight, suffocation, and reminders that my life is in a city and not as stressfree and life-fulfilling such as her. 
now, i have to watch another video to bring down this stress.","我喜欢视频以及她的无压力，简单但充实的时刻和活动，任何/每项活动的完美/惊人技能/才华，温暖的光环，相机角度的美学和时刻，当时突然被我突然被我打断了一个广告。 Dominos广告的披萨交付。
当那辆车从广告中撤出时，现实像车祸一样袭击了我，使我意识到了生活，社会，环境，最重要的是我所拥有和居住的S t r s s。您可以在明信片中看到的城市。那个广告让人想起了每一秒如何算作我一生中可能会弄乱它的重要因素。那个广告带回了压力，每个机会在我大脑的每个角落都好坏。那个广告使重量，窒息和提醒我的生活在一个城市中，而不是像她这样的无压力和生活充实。
现在，我必须观看另一个视频以减轻这种压力。"
11005,UgyGeyZQOP2EHPXHQul4AaABAg,0,3 years ago,you got a great talented camera men,你有一个很有才华的相机男人
15281,UgwCNmSIsedJMYB7ebN4AaABAg,0,3 years ago,talent,天赋
11639,UgyBWSxloK80OtEvEQt4AaABAg,0,3 years ago,you and dianxi very very talented i̇ love to watch your videos,您和Dianxi非常有才华的İ喜欢观看您的视频
19683,UgzO_WGl1UvOTQle80d4AaABAg,0,3 years ago (edited),"zhi chi, a young woman who is kind, cooks, telling recipes and methods. for the general public good luck and happiness. today, stir -fried bamboo shoots, long beans, donated with the remaining grandmother to eat the next day or sell to earn money. the future is hoping to be rich, the little girl this is a genuine chinese, fruit plant. dry, pickled, pickled, branches, weeds, as fuel, raising animals for self -use, self -use, sell, sell, make it to see as well. do only do not talk people in and abroad like therefore have ten million fans to follow really awesome, the little and pathetic little girl her history is very attractive. right now, the little girl beside the bridge that she used to be famous is her life. history is in the clip that she spoke alone, answering with the fan club who was with two grandmother. near the bridge there are village headmen to help parents and grandfather at a young age. looks very difficult. wish you good health and good luck, both grandchildren, talented people 写给 泰国 看 看",智奇（Zhi Chi）是一个善良的年轻女子，烹饪，讲食谱和方法。对于公众祝你好运和幸福。今天，搅拌竹芽，长豆，与剩下的祖母捐赠第二天或卖钱。未来希望有钱，小女孩这是一个真正的中国水果植物。干燥，腌制，腌制，树枝，杂草作为燃料，饲养动物以自我使用，自我使用，出售，出售，也可以看到。只能不说话国外的人喜欢因此有一千万的粉丝要跟随真的很棒，小而可悲的小女孩她的历史非常吸引人。现在，她曾经出名的桥旁边的小女孩是她的生活。她独自讲话的历史是在剪辑中，与两个祖母的粉丝俱乐部回答。在桥附近有村长在很小的时候帮助父母和祖父。看起来很困难。祝您身体健康，祝您好运，两个孙子，才华横溢的人写写看看
11799,Ugyp8kUN7cFeZ6kclIh4AaABAg,0,3 years ago,talent,才貌双全
12000,Ugz0mFC-Ay6si-uU1pZ4AaABAg,0,3 years ago,wow that very impressive everything is perfectly done very nice video good job chinese girl you and your team are very talented,哇，令人印象深刻的一切都完美地完成了非常好的视频，你和你的团队都很有才华
14436,Ugzmc0B8o9ur4Y1QRod4AaABAg.94CWh5dBXqR95XgJAWSC12,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
14435,Ugzmc0B8o9ur4Y1QRod4AaABAg.94CWh5dBXqR95XgBAcPIZV,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
14270,Ugx9scXIVeGR00l-hFN4AaABAg.94KdLZ7CMpN95XgS7Psw-R,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
14232,Ugyq9a1kCBZmDzNgLFV4AaABAg,0,3 years ago,"u work is amazing u r a talented girl
keep going on","你的工作真是太神奇了你一个才华横溢的女孩
继续进行下去"
14172,UgxhOUXbZAJ0PtM19IF4AaABAg.94REYyKeZb095XgO7kQJ_D,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
14164,UgzFD0haB6LInid_uzF4AaABAg,0,3 years ago,such an amazing woman! so talented!!! ❤️,真是个了不起的女人！如此有才华！！！ ❤️
12119,UgzA5sTQlbHTlpdYhGN4AaABAg,0,3 years ago,"his face
it's pretty
you have a lot of talent ~","他的脸
好漂亮啊
你有很多才华〜"
14067,UgwMMchXSHiNr6Dp4714AaABAg.94X-OXeU5p895XgLZnm8Ov,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
12169,UgycBYapKu7TH6vb3Ed4AaABAg.96zCrvM37vj971IMw18hTX,0,3 years ago,the beautiful artistic life of the great talent is to admire the broken sound of the diligent honest gestures that cannot be used by one of the beautiful views that the sky will be impressed.,伟大的才华的美丽艺术生活是欣赏美丽的诚实手势的破碎声，而这些诚实的手势无法使用，而天空会印象深刻的美丽景色。
13811,Ugwp5pzP1Ui0to8HK8N4AaABAg,0,3 years ago,"what a beauty around, like in a fairy tale. and the girl is beautiful and kind, and how many talents she has. squeezed on these videos, they calm down, i also want to live far from everyone, surrounded by such a nature, signed up and waiting for new videos.",周围真是美，就像在童话中。女孩是美丽而善良的，她拥有多少才能。挤在这些视频上，他们冷静下来，我也想远离每个人，被这种性质包围，注册并等待新视频。
13411,Ugw5sTOfTaavgeaQORZ4AaABAg,0,3 years ago,you are so young to be to so mature and talented .. amazing,您还很年轻，以至于如此成熟和才华。
13105,UgymypA6HinBBANUzuZ4AaABAg.95zW9zXKP0O96zrp8_hVOS,0,3 years ago,@thydacookingtv the camera crew is seen in the beer making video! very talented group,@thydacookingtv在啤酒制作视频中可以看到摄制组！非常有才华的团体
10699,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU79J_G7u_6UQF,0,2 years ago (edited),"@zcalvin80 after 8 months..!!!
she is a multitalented chef ninja for me
bye!","@zcalvin80 8个月后.. !!!
她是我的多元厨师忍者，尽管有八卦...
再见！"
10599,UgydUmvU2p81qdKY3fp4AaABAg,0,3 years ago,dont worry about haters. you are a very talented individual. i love love your relationship with your grandmother.continued success.. good luck,不用担心仇恨者。你是一个很有才华的人。我爱你与祖母的关系。成功..祝你好运
8866,UgzdkSvQDpWEro0gL754AaABAg,0,2 years ago,she's a great cook! all that talent and such a beauty!,她是一个很棒的厨师！所有的才华和如此美丽！
23078,UgwXZxosZE5E09tK6rt4AaABAg,0,3 years ago,wow! just read about liziqi. at first i thought she's a beautiful actress who's showing off her talents which she's learned but i'am pleasantly surprised to read she's a real farm girl. love how her clips are made and this clip has definately shown what a lot of work cooking can be at times and has made me hungry.,哇！只需阅读有关Liziqi的信息。起初，我以为她是一位漂亮的女演员，她正在炫耀自己学到的才华，但我很惊讶地读到她是一个真正的农场女孩。喜欢她的剪辑的制作方式，并且该剪辑肯定表明了有时可以做很多工作的烹饪，并且使我饿了。
12835,Ugy9uBpVVqw-mwz_zlF4AaABAg,0,3 years ago,very talented,非常优秀
9105,UgzOQAe49IsHkXZyHz94AaABAg.9AR2BJC_FsJ9AWwi5B5_KP,0,2 years ago,"i also feel that this is not only done, the performance, but also the shooting, the editing, the dubbing, and understanding the artistic conception. actor, director, screenwriter, camera, later, dubbing. also, it will operate and maintain. what a fucking talent.",我也觉得如此，不但会做，会演，还会拍，会剪辑，会配音，懂意境。演员，导演，编剧，摄像，后期，配音。还特么会运维。真他妈的是个人才。
24782,UgzZiU-_8XeiNcL0TT54AaABAg,0,3 years ago,i love this girl very talented and beautiful..,我爱这个女孩很有才华和美丽。
9752,Ugzaq82FTdP3kNOli-h4AaABAg,0,3 years ago (edited),those rice noodles look delicious omg liziqi ur so talented like girl,那些米饭看起来很美味的omg liziqi ur，像女孩一样才华横溢
24716,UgwXWkuP13mluhoceTd4AaABAg,0,3 years ago,"i am vietnamese. i really admire chinese people and culture. especially you, a very beautiful girl, very good at multi -talented. i really admire you. wishing you a lot of health is always beautiful and loved by many people. unfortunately, the chinese government always invaded vietnam to we haizzzz ... !! vietnam",我是越南人。我真的很欣赏中国人民和文化。尤其是你，一个非常漂亮的女孩，非常擅长多才能。我真的很佩服你。祝您很多健康总是美丽和受到许多人的喜爱。不幸的是，中国政府总是将越南侵入我们哈伊兹兹...！越南
24626,UgxUw2TzlQ6ioioQiId4AaABAg,0,3 years ago,"you are a woman with a lot of talent, and people who are married to you are happy.",您是一个有很多才华的女人，与您结婚的人很高兴。
24047,UgyQUHbkpp2DNuHbV-54AaABAg,0,3 years ago,"one of the most talented women ever i have seen,,,, i want to marry her",我见过的最有才华的女人之一，我想嫁给她
10157,Ugxhp0sw1TSndCyPBrl4AaABAg,0,3 years ago (edited),"i am beautiful and talented, cleverly and very filial.
in this life, i don't need anyone but you
seeing you i only have one thought: if you are a lover, i will love you throughout this life","我美丽，才华横溢，巧妙而非常纯净。
在这一生中，我不需要任何人
见到你，我只有一个想法：如果你是情人，我一生都会爱你"
23731,UgxGkA6SigRoge5Q6JF4AaABAg,0,3 years ago (edited),"you are such an amazing woman. i'm so amazed i can't even believe this could possibly be real. right in the middle of making her soup she has to walk out into the environment, then find the particular ingredients she needs and and then she has to extract them from the earth which takes time, and then she has to bring them all the way back to her house and and then she has to wash them and prep them and then she has to wash her hands which they also don't show on camera and all this time the fire is still cooking the rest of the ingredients while she's doing all this. i don't see how this could be possible. if you add up all the time it takes to do that it would seem that the food would have been long boiled away. but in the next camera shot it appears as though she's only been gone a few minutes. i still think she is the most amazing woman i've ever seen though.so much talent and knowledge at a young age.your culture is very very beautiful in your home too. everybody should try to live their life like you do. thank you for sharing with us.",你真是个了不起的女人。我很惊讶，我什至不敢相信这可能是真实的。就在做汤的过程中，她必须走进环境，然后找到所需的特定成分，然后她必须从地球上提取它们需要时间，然后她必须将它们一路带回到她的房子，然后她必须洗净并准备它们，然后她必须洗手，这些手也不在相机上显示，而这一切都在做所有这些时仍在烹饪其余的食材。我看不出这是怎么可能的。如果您所有的时间都需要做，那么似乎食物将长期沸腾。但是在下一个相机拍摄中，看起来她好像只有几分钟了。我仍然认为她是我见过的最神奇的女人。这很小的人才和知识。您的家中的文化也非常美丽。每个人都应该像您一样尝试过自己的生活。多谢与我们分享。
23638,UgyqIwT5au0NzVXApn94AaABAg,0,3 years ago,i wish she is my sister ❣️ so incredible talented #liziqi,我希望她是我的姐姐❣️如此不可思议的才华横溢的#liziqi
23550,UgxbQeqoTmsEoj2DMzV4AaABAg,0,3 years ago,freaking amazing true art so talented!!!!!,惊人的真实艺术如此才华！！！！
23439,Ugx3f9aHNABERPab9yd4AaABAg,0,3 years ago,she's pretty and talented. i wish i have a garden like her.,她很漂亮。我希望我有一个像她一样的花园。
23433,UgwjmAhbZSdl79l2iml4AaABAg,0,3 years ago,liziqi is a talented women how does expect laziness. she walks long distances to get one ingredient. she is truely amazing,利兹奇（Liziqi）是一位才华横溢的女性，如何期待懒惰。她走很长的距离，得到一种成分。她真是太神奇了
10592,UgxLte90zy-IGwbZn6Z4AaABAg,0,3 years ago,you are a very talented and strong woman. very proud of you to be able to live off the land that way. amazing!! thank you for sharing,你是一个很有才华和坚强的女人。为您能够以这种方式生活在土地上而感到自豪。惊人的！！感谢你的分享
23014,UgwoCtiahIPaZdSnkGJ4AaABAg,0,3 years ago,beauty and talent,美丽和才华
20308,Ugymn2SksbpqDWl_eXR4AaABAg,0,3 years ago,"ly tu that is a wonderful girl, dung, ngon, hanh, talented integrity wishes her busy and happy!",ly tu是一个很棒的女孩，粪便，Ngon，Hanh，才华横溢的正直，祝她忙碌而快乐！
22956,UgxiB_XDeLNKo11wnD54AaABAg,0,3 years ago,you are beyond talented!,你是有才华的！
10596,Ugwno4RQ0Q6RxHNBEG54AaABAg,0,3 years ago,"love your videos liziqi they are so relaxing u r suck a talent woman. i admire you girl, take care",爱你的视频liziqi，他们很放松，你吮吸一个才华横溢的女人。我很欣赏你的女孩，保重
22547,UgylPBFsmN0b1QD3oDN4AaABAg,0,3 years ago,this girl is so beautiful and talented,这个女孩是如此美丽而有才华
22213,UgyJ0WAIXrXQwTGnYmd4AaABAg.9-9z5z0dct39-DsMjYRLeE,0,3 years ago (edited),@spacebluemoth8320 there are men out there who would value and respect her properly and would love to have a talented partner like her to work through life with. i understand that most men aren't strong enough to be her partner. but some are.,@SpaceBluemoth8320有些人会适当地珍视和尊重她，并希望有一个有才华的伴侣像她这样的生活。我知道大多数男人不足以成为她的伴侣。但是有些是。
21735,UgzAZ5LA2Fo4o85dMRV4AaABAg,0,3 years ago,"hard, hard work filmed and edited to look effortless. this is a traditional but not simple life. liziqi is beautiful and talented but do the viewers seriously think everything she cooks is just for granny and her? this girl is a very intelligent business woman and makes a living from everything she makes. and good for her!! congratulations liziqi and all the best wishes for success.",拍摄和编辑艰苦，艰苦的工作看起来毫不费力。这是传统但不是简单的生活。 Liziqi美丽而有才华，但观众是否认真地认为她烹饪的一切都适合奶奶和她？这个女孩是一个非常聪明的商人，她的赚钱谋生。对她有好处！恭喜Liziqi和成功的一切祝福。
21647,UgzoPXlO8XeassqFseR4AaABAg,0,3 years ago,super.u r multitalented. god bless u!,Super.u r多元化。上帝保佑你！
21462,UgyDpH8zrFZ1FXLmgSd4AaABAg,0,3 years ago,iam from india.. you are multi talented.. i'm waiting for your new video.. i like them all so much,我来自印度..您是多才华的..我正在等待您的新视频..我非常喜欢它们
21272,UgzcUu-Y69_ysOC-tAp4AaABAg,0,3 years ago,this girl is both beautiful and talented. i wish you good health and a booming career.,这个女孩既美丽又有才华，祝您身体健康，事业蒸蒸日上。
21075,UgwvqwlK1rGdQ05nJmh4AaABAg,0,3 years ago,keep it up you are very talented,保持它很有才华
20947,UgzME4xbq7ZBmyiNLix4AaABAg,0,3 years ago,love you cuty you are sooo talented girl i watched your many videos.today i searched your channel and found your videos i am so happy and love to your grandma,爱你可爱的你真是个才华横溢的女孩，我看过你的许多视频。
20843,UgxeTkNsyWRNqbdeDfR4AaABAg,0,3 years ago,a very talented person,一个很有才华的人
20809,Ugzt8H1HT7WEfMaa3QR4AaABAg,0,3 years ago,"sis so smart, talent, and beautiful in natural way. no hair color or facial piercing, or tattoos, no cigarettes, no drugs. all natural woman. americans need to do that.",姐姐如此聪明，才华横溢，以自然的方式美丽。没有头发颜色或面部刺穿或纹身，没有香烟，没有药物。所有自然的女人。美国人需要这样做。
20440,Ugyyya9H7QTTedOaql14AaABAg.90sW5w5mbqW917BGC7CCIT,0,3 years ago,"i think her grandparents, especially her grandma, built and tended to that amazing garden. so yes, god's gift would be grandma's hard work and gardening talents",我认为她的祖父母，尤其是她的祖母，建造并倾向于那个惊人的花园。是的，上帝的礼物将是奶奶的辛勤工作和园艺才华
20363,UgyrRuottjPdYoWLRyJ4AaABAg,0,3 years ago,she's so talented,她是如此有才华
35365,Ugz1sIYY5K8sxHEOe7d4AaABAg.8yURijziNDU95XglQJLFWh,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
