,cid,votes,time,含great,含great中文翻译
29535,Ugw7pdGvQF_fd0s96zJ4AaABAg.8yWiBLps9B58yeAcz862kq,0,3 years ago,"@user-ke5rz1cw5d if you're humiliated to be a race that you lineage was born into you might as well end your family's line at yours because you are not grateful at all for being brought into this world. first of all, god allowed you to be birthed into this world. second of all, do you blame your parents to be chinese? if you do you are pitiful. the chinese is a noble and strong race worthy of every envy that comes their way just like how you envy those americans and europeans you so greatly wish to be. but let me tell you this. if you look down on your own race and yourself and belittle your own race, you are not making yourself look better because in the end you are still a chinese and you can never change that even in death. you are trampling yourself and belittling yourself in the end and the others will merely laugh at you pitiable state. you are the type of person whom everyone looks down on even more than how the 'whites' look down on the asians.",@user-ke5rz1cw5d如果您羞辱自己是一场您的血统诞生的种族，那么您也可能会结束家人的界限，因为您根本不感激被带入这个世界。首先，上帝允许您生育这个世界。其次，您责怪父母是中国人吗？如果你这样做，你很可怜。中国人是一个值得每一个嫉妒的贵族种族，就像您羡慕那些非常希望成为的美国人和欧洲人一样。但是让我告诉你。如果您看不起自己的比赛和自己贬低自己的种族，那么您并不会使自己看起来更好，因为最终您仍然是中国人，即使在死亡中，您也永远无法改变这种情况。您正在践踏自己，最终轻视自己，其他人只会嘲笑您可怜的状态。您是每个人都看不见的人，而不是“白人”看着亚洲人的方式。
29477,UgwJ24INsqLos9vL8nx4AaABAg,0,3 years ago,"come here from weibo and see, qi brother is really great",从微博来这里瞧瞧，七哥真的很棒
29347,UgygOy5opQSiNAtPZKt4AaABAg,0,3 years ago,great as ever♥️,一如既往的好♥谢
29240,UgzboGc9uYlvBZ8Xtnh4AaABAg,0,3 years ago,great praise snail powder.,大赞螺蛳粉。
29218,UgxjXNBXSD7C6h4TvWx4AaABAg,0,3 years ago,great life,伟大的生活
29108,UgzldnHbAlGvpYXiofl4AaABAg,0,3 years ago,"it turned out that the pack of things brought back last time was screw, and there was a correlation between the videos. it was amazing and great!",原来上次采藕回来带的那包东西是螺丝，视频之间都有关联，很神奇，好棒！
29100,UgyoulSszlHsPxTciwd4AaABAg,0,3 years ago,great and pretty,很棒
28386,UgwVM8uHXNpUEZbZckx4AaABAg,0,3 years ago,"da bamboo shoots are ginormous, sooo much to eat. oh yes an everything is grown. truly amazing and beautiful, loved it great job.",da竹芽很巨大，可以吃很多东西。哦，是的，一切都长大了。真正的惊人和美丽，喜欢它的出色工作。
28377,Ugz1GasNUvvs3jERQbx4AaABAg,0,3 years ago,great,伟大的
28371,Ugw0WzhV-XY65l41B214AaABAg,0,3 years ago,she is great,她很棒
28223,UgzvUXzlx4Hpc_AfBAB4AaABAg.8yZtNJOZ_7p8yiScVHxT8a,0,3 years ago,@mendezmirango its good that u understand the beautification of the video ... great day to u too :),@mendezmirango很好，您了解视频的美化...对您来说也是美好的一天:)
28222,UgzvUXzlx4Hpc_AfBAB4AaABAg.8yZtNJOZ_7p8yiR05uNYjP,0,3 years ago,"@stargirl-up2zr this is not an argument, it's just opinion exchange and it's most welcome. saying that the chinese gvt is promoting this vlog has nothing to do with me liking or not liking the content. so i agreed that it's a very beautiful content that i enjoy watching and even though i still believe it's staged. so we're fine, we're just repeating ourselves :) 

have a great day.","@stargirl-up2zr这不是一个争论，这只是意见交流，最受欢迎。说中国GVT正在推广此视频博客与我喜欢或不喜欢内容无关。因此，我同意这是我喜欢观看的非常漂亮的内容，即使我仍然相信它已经上演。所以我们很好，我们只是在重复自己:)

祝你有美好的一天。"
28072,UgzIxcp9j3yPZFQijYt4AaABAg,0,3 years ago,great,伟大的
28067,UgyweJFk6MW20Jk-2F54AaABAg,0,3 years ago,"mazhu grows in south asia, and the great wall of sichuan also grows.","麻竹生长在南亚地区,四川省长城也生长着。"
28028,UgzL9Bq6AeQ5o_pd26h4AaABAg,0,3 years ago,the food you do is great,你做的食物很棒
27935,UgwdkOuMYJJFFB32TO54AaABAg.8yapMy87noC8zYd2ae648M,0,3 years ago,"guys liziqi is amazing she doing, everything she touching or making y a great work what do you think guys amazing right?",伙计们Liziqi很棒，她在做她的一切，她触摸的一切或使Y成为一项出色的工作，您认为男人很棒吗？
21514,Ugy5LQPMmdnWznGKp9h4AaABAg,0,3 years ago,"watching again , love it !! saw your interview with your chinese funs, you looked great",再次看，爱它！看到了您对中国乐趣的采访，您看起来很棒
27788,UgyTjaF-2tIRZ47cA9B4AaABAg,0,3 years ago,"great like all your videos,",像所有视频一样，很棒
27761,UgwVBDBuIAXkhKY1mg54AaABAg,0,3 years ago,"it's great, beautiful and cute woman",好棒吖， 漂亮 可爱的女人
21554,UgxAi6UMl7tf8VB4j5R4AaABAg,0,3 years ago,"very beautiful and hardworking, now there are few. i only have time to remove in the apartment during the day, and she should make a bed and cosmetics from a bamboo, another dress. well, she will definitely survive on the island. it would be great to see her.",非常美丽而勤奋，现在很少。我白天只有时间在公寓里搬到公寓里，她应该用竹子（另一件衣服）制作床和化妆品。好吧，她一定会在岛上生存。很高兴见到她。
17927,UgxKpUA5sI57a_qbw5x4AaABAg,0,3 years ago,"miss fairy, although the highlight is the snail powder, but the recipe for two days during the preparation process, great",神仙小姐姐，虽然重头戏是螺蛳粉，但筹备过程中满足了两天的菜谱，棒棒的
21441,Ugz4wTTQPtBicucDirx4AaABAg,0,3 years ago,too great.,太好了。
8432,UgzcdqkzcU50Yfa8-aV4AaABAg,0,2 years ago,i'll pass on the snails but the rest looked great.,我会传递蜗牛，但其余的看起来很棒。
8356,UgyIwkmz7EjQBldGO894AaABAg,0,2 years ago,u you are great ๐โฃ๏ธ,你你很棒
8316,UgwTaWJGL70S4T8iwyl4AaABAg,0,2 years ago,"do not deprive yourself of the great reward in the days of dhu al -hijjah, in which god swore a new video of the enlargement of dhu al -hijjah 2020, more than enlargement, may god release you and open the doors of his livelihood, as well as do not forget to subscribe to the channel and share the video
https://youtu.be/f21fkruwqg","不要在dhu al -hijjah时代剥夺自己的巨大奖励，在那儿，上帝发誓，关于Dhu al -Hijjah 2020扩大的新视频，不仅仅是扩大，愿上帝释放您并打开他的生计，他的生计，而且不要忘记订阅频道并分享视频
https://youtu.be/f21fkruwqg"
8267,UgwwM9LWhwd83Gn3KId4AaABAg,0,2 years ago,"great video, please support my fellow ms. xiaoye. i am a psychologist who uses ancient chinese book of yijing , fengshui and astrology to answer people's psychological and practical questions. friends in need can add my wechat --haodaifu2015",很棒的视频，请支持我的小姐女士。我是一位心理学家，他使用中国古代伊扬（Yijing），风水和占星术书来回答人们的心理和实用问题。有需要的朋友可以添加我的微信-Haodaifu2015
8221,UgyAilFSfE-zVBt0UhZ4AaABAg,0,2 years ago,recently seen a indian you tuber video. its having great sense on video making. check out the videos in - nisha yk vlogs.,最近看过一个印度的块茎视频。它对视频制作具有很大的意义。在-nisha yk vlogs中查看视频。
8127,UgzcTD80kePfGiNYzdp4AaABAg,0,2 years ago,great,棒
8125,Ugz5mLQ5jhmyR6ws62F4AaABAg,0,2 years ago,"ziyi, you are great! don't care about those ""don't like"". not because these people don't like you, they don't like themselves deep inside. i hope that one day they can start learning to appreciate beauty, and then you can experience happiness. make sure yourself!
(you are! please ignore this who give your video ""dislike"". it's not before the people are not happy with you, deep double because the thes y are not happy with themselves. hopefully one day, they will start learning to enjoy beauty , they will start enjoying happiness!)","子柒，你很棒！不要在意那些“不喜欢”。不是因为这些人不喜欢你，内心深处他们是不喜欢他们自己。希望有一天他们能够开始学着欣赏美丽，然后就可以体会到幸福。保重自己! 
(you are great! Please ignore those who give your video ""dislike"". It's not because these people are not happy with you, deep down it's all because they are not happy with themselves. Hopefully one day, they will start learning to enjoy beauty, then they will start enjoying happiness! )"
7754,UgyppJNnGAydI3mdekB4AaABAg,0,2 years ago,"great greetings, ibuk",很棒的问候，IBUK
7745,Ugzsfu5Jxt0LehpjOJB4AaABAg,0,2 years ago,the video is great ... but the thing of tianluo looks at zhenyin ...,视频拍的很棒…但田螺这东西，看着真膈应啊……
7684,UgydXJub3cdehovLRLl4AaABAg,0,2 years ago,doing great u must add english subtitles to ur videos,做得很好，你必须在您的视频中添加英文字幕
7601,UgyFL73-WM9F09EeCS14AaABAg,0,2 years ago,"hey dr clare i was wondering if you have heard of this weight loss program before?https:https://nplink.net/rdamubuh
it looks like a great program to help people lose weight.i was just looking for some options before i made my decision by the way.i love the content you have been posting lately !","嘿，克莱尔博士，我想知道您是否在之前听说过这个减肥计划？https：https：//nplink.net/rdamubuh
看起来这是一个很好的计划，可以帮助人们减肥。我只是在寻找一些选择，然后才能做出决定。我喜欢您最近发布的内容！"
7589,UgzVYPtuAbVpoLeknzx4AaABAg,0,2 years ago,"great, too delicious, admired",太好了，太美好了，很钦佩
7562,UgxRGO4eQOyFCO0p2Cl4AaABAg,0,2 years ago,that she is wonderful life ... it's great to see that .... she's lucky ...,她是美好的生活...很高兴看到....她很幸运...
7335,UgwDylWW93UPogN1Q894AaABAg,0,2 years ago,"pinter cooked mba, all find yourself, great",Pinter Cooked MBA，所有人都发现自己很棒
7169,UgwnsKolCGEWuxdZru14AaABAg,0,2 years ago,great lady all in one,一位伟大的女士
7115,UgzBopQAPZVvLYQkfmp4AaABAg,0,2 years ago,very great ๐‘๐‘,非常棒
6987,Ugxh_AZeCi1EQI6MY2t4AaABAg,0,2 years ago,great love you,伟大的爱你
6776,Ugzvr3Rx83xCLmionbp4AaABAg,0,2 years ago,"great work, beautiful place",伟大的工作，美丽的地方
6704,UgwHZixUb5_M_hVxSx54AaABAg,0,2 years ago,"great neng
the cook is not much bacot","伟大的恩
厨师不多"
6675,UgyvIhnGXaZLwkDwjTN4AaABAg,0,2 years ago,"peace be upon you and the mercy and blessings of god almighty i was wearing very obsolete and fully torn clothes, but i had intelligence that was enough to be her favorite from among her students. my signs were very good, which caught her attention to always, i loved her until i loved the arabic subject that she was studying until she became my dialect, and my love for her.
one day (who was not in my mind) i called my name and asked me to stand in front of her office very loudly, so everyone watched and i did, but in my heart a great fear and surprised because the expressions of my teacher are not as usual. i did something that sparked her anger and i do not know, my god, which is a dilemma in it? !! and for a while, i heard her voice calling in my name, but i am suddenly thinking suddenly, i struck the office with a striking stick to me and i and around me to ask me how much your brothers? how old are your father?! ?? my brothers 4.
so i went to the country to four girls and said, i saw ??? you do not want to study and your parents provide all your requirements, while those who really need support here are in front of me and i cannot change the amount, so i directed the severity to me and said that i could help you to complete your studies, i know that you want it and you will not be able to complete it. if they could present to me some of their used clothes in her thinking of this, it may help me, but the opposite happened, i was preferred to her, which would have changed their jealousy, and when i asked them for old clothes for me, they did not come to her, but the opposite humiliated me and mocked me, but the strange thing about the passage of about 16 years old and i became sewn. professional. subscribe button and do the bell to receive all new and to get to know more, and god still i have a lot to tell you and do not forget, please, as long as you are in the care of god .......
https://youtu.be/dpfj7rwyir4","和平在你身边，全能的上帝的怜悯和祝福，我穿着非常过时和完全撕裂的衣服，但是我有足够的智慧，足以成为她在学生中的最爱。我的迹象非常好，这引起了她的注意，总是注意，我爱她，直到我爱她学习的阿拉伯语主题，直到她成为我的方言和对她的爱。
有一天（我不在我的想法）我叫我的名字，要求我大声地站在她的办公室前，所以每个人都看着，我做到了，但是在我心中，我感到非常恐惧和惊讶，因为我老师的表情是不像往常一样。我做的事情激发了她的愤怒，我不知道，我的上帝，这是一个困境？ !!有一段时间，我听到她的声音在我的名字中呼唤，但是我突然突然想着，我用醒目的棍子撞到了办公室，我和我周围和我周围问我多少兄弟？你父亲几岁？ ！??我的兄弟4。
所以我去了四个女孩说，我看到了？？？您不想学习，您的父母提供您的所有要求，而那些真正需要支持的人在我面前，我无法更改金额，所以我将严重程度指导给我，并说我可以帮助您完成您的工作研究，我知道您想要它，您将无法完成它。如果他们可以在她的想法中向我展示一些二手衣服，那可能会对我有所帮助，但相反，我更喜欢她，这会改变他们的嫉妒，当我要求他们为我吃旧衣服时，他们没有来找她，而是羞辱了我并嘲笑我，但是关于大约16岁的奇怪的事情，我变成了缝制。专业。订阅按钮，做钟声以获得所有新事物并了解更多，上帝仍然有很多要告诉你的，只要你在照顾上帝的地方，请不要忘记。 ..... .....
https://youtu.be/dpfj7rwyir4"
6647,UgxY6Zz7iY9Xgn2VUGx4AaABAg,0,2 years ago,"i ask forgiveness from god the great and repent to him, o god, bless muhammad and muhammad",我向上帝宽恕伟大，悔改，上帝，祝福穆罕默德和穆罕默德
6534,UgzYNnR2S5jXRcYTmEF4AaABAg,0,2 years ago,hello great master,你好，大师
6442,UgxjT8VH-eDMAUCKfQN4AaABAg,0,2 years ago,super great days.,超级棒的日子。
6369,Ugy82nJHwxum38cSff54AaABAg,0,2 years ago,what a great scene nice view nice food good quality of shots nice angle i wish we all live happy life and simple life like this,多么美好的场景，美好的食物质量好，镜头好，我希望我们所有人都过上幸福的生活和简单的生活
6252,UgznDOj0DY0PMhVbEh54AaABAg.9EvHRZ3NFaH9EySLx8x6cc,0,2 years ago,"@ayeshacooper7778 

dog รฏยฟยฝ a dog in a dream also means suffering from extremely high fever and in relation to dog star or the stars procyon and sirius of the constellations canis minor and canis major. in a dream, all breeds of dogs represent lowly, obsequious and despicable people. seeing dogs that are reared for bantering or dallying with in a dream signify fun and enjoying one's life. in the dream, anything that happens to such a breed of dogs means suffering from distress, sorrow or loss of one's pleasure of living. if one is transformed into a dog in a dream, it means that allah almighty has taught him great knowledge which he abused and discarded, then allah almighty stripped him from such a knowledge. dream interpreter: ibn sirin","@Ayeshacooper7778

狗 - 梦中的狗也意味着遭受极高的高烧，与狗星或星座的星座和小天狼星有关，坎尼斯·米特尔和坎尼斯大师。在梦中，所有犬种都代表着卑鄙，卑鄙和卑鄙的人。看到养育的狗在梦中开玩笑或与之狂欢的狗表示乐趣并享受着自己的生活。在梦中，这种犬种发生的任何事情都意味着遭受困扰，悲伤或失去生存乐趣。如果一个人在梦中变成狗，这意味着真主全能教会了他滥用和丢弃的丰富知识，然后全能的真主使他摆脱了这样的知识。梦想口译员：伊本·西林（Ibn Sirin）"
6165,UgztByHJKJJ5H0rIiTB4AaABAg,0,2 years ago,"great wisdom gives them god that i please who does everything with a lot of love, i'm falling in love with you bb",伟大的智慧赐给他们上帝，我希望谁做很多爱，我爱上了你
6164,Ugyzo-jS9Em2NkRztip4AaABAg,0,2 years ago,another of those china is great propaganda videos.lol,这些中国的另一个是伟大的宣传视频。
6096,UgysbYjI2cbaC4vBNft4AaABAg,0,2 years ago,ok. great..,好的。伟大的..
8367,Ugy1_DpbuO19cs-q7Jl4AaABAg,0,2 years ago (edited),"i will laugh at you, if you are great!",如果你很棒，我会嘲笑你！
8512,UgywHXGHGhD4YTFve7x4AaABAg,0,2 years ago,totally boil that's great,完全沸腾了
5953,Ugz2CKeJXJMocM5jyF14AaABAg,0,2 years ago,you are great ..,你很棒 ..
8651,UgzbQoXGnbc7y4H2Z1B4AaABAg,0,2 years ago,"great, nice video, beautiful place๐‘",伟大的，不错的视频，美丽的地方
10520,UgzB1gRjxBazdgY9krF4AaABAg,0,3 years ago,great,伟大的
10519,UgzMSksib6xncPKun9Z4AaABAg,0,3 years ago,great,伟大的
10461,Ugzna70d8N9idFdPutZ4AaABAg,0,3 years ago,great,太好了
10367,Ugzodxe1eWJRGt4fmeF4AaABAg,0,3 years ago,u can tell she has great skills but how is her hair staying so nice??!! esp her bangs. if i were her the bangs will look really oily and sweaty. plus her face looks sooooo matte. mine will be glistening with sweat lmao,你可以告诉她她的技能很好，但是她的头发如何保持太好？特别是她的刘海。如果我是她的话，刘海看起来真的很油腻和汗水。再加上她的脸看起来太哑光了。我的汗水会闪闪发光
10355,UgzXv2wlELVq-oWi4g54AaABAg,0,3 years ago,it was great,太好了
10232,UgzJPXv3eYCUjirGRwZ4AaABAg,0,3 years ago,great bamboo bamboo,大竹子
10122,UgzVa0J7eo4sWAlspdV4AaABAg,0,3 years ago,the food looks great absolutely delicious but ummm.... i just want to know who her camera man is,食物看起来很美味，但是嗯。...我只想知道她的相机男人是谁？？？？
10033,UgxETYsJgV0VyFoMVll4AaABAg,0,3 years ago,"beautiful clever, your great cook",美丽的聪明，你很棒的厨师
10014,UgwCFcmAcc88MwRcBnh4AaABAg,0,3 years ago,great,伟大的
10013,UgwJPG5z0MmiBTYTRct4AaABAg,0,3 years ago,english comments are far greater than chinese messages. essence essence essence essence chinese videos in chinese are not the limelight,英语留言远远大于中文留言。。。。。中文在中国人的视频没风头
10002,UgzmiUQZLEn9LpjH1eF4AaABAg,0,3 years ago,hello. you are great. my statue ❤❤❤❤,你好。你很棒。我的雕像❤❤❤❤
9855,UgwDcdg-1pWA7bvHpGB4AaABAg,0,3 years ago,"great, fairy",太好了，仙女
9797,UgyzpeYHHKm_ZOqdO4B4AaABAg,0,3 years ago,great video quality ๐‘,出色的视频质量
9775,UgxlvI6-CROSf0K2NoJ4AaABAg,0,3 years ago,wow sounds great bamboo soup,哇，听起来很棒的竹汤
9722,UgyXvkGOvuiMuGWw3T54AaABAg,0,3 years ago,"liziqi you do a great job in each video, thank you very much for making my life more interesting.",Liziqi您在每个视频中都做得很好，非常感谢您使我的生活更有趣。
9566,Ugw-3dDUsS0mCrJ2jeh4AaABAg,0,3 years ago,"that you will pollute our world with a virus
return to natural life
lizig, what a beautiful paradise created with little opportunities, i was jealous of
i loved you so much, you are great lizig","您会用病毒污染我们的世界
回到自然生活
利兹格（Lizig），多么美丽的天堂几乎没有机会，我嫉妒
我非常爱你，你很棒"
9553,Ugy3BQfuo-woKnJ60gR4AaABAg,0,3 years ago,"wow! i love the channel you have a great content and presentations! looks so yummy and healthy dishes. i leave you with a well deserved like๐‘, subscription, and the bell on๐””! hope to see you in my channel too to be friend and stay connected. sending love๐’•and support from ph๐ต๐ญ.๐โค",哇！我喜欢您的频道，您的内容和演示很棒！看起来很美味和健康的菜肴。我给您留下了当之无愧的
9550,Ugw8ilFuN_mu4CwHG554AaABAg,0,3 years ago,a great girl wise everything can help mother is a miracle woman more such people and the world will be more beautiful โ–บressive,一个伟大的女孩，一切都可以帮助母亲是一个奇迹女人，更多这样的人，世界将会更美丽►不得
9518,Ugz3g7bqRt3Us-xx7mN4AaABAg.99zv4hIeBrk9B2dbXmFUpY,0,2 years ago,your chinese is great,你的中文非常棒
9159,UgzklntCNID4wKlyuMl4AaABAg,0,2 years ago,"the environment it so peaceful, and the food she's cooking, it satisfying. man their culture it interesting, i would try out their food that would be great.",它是如此宁静的环境以及她正在烹饪的食物，它令人满意。他们的文化很有趣，我会尝试他们的食物。
9044,UgzhzWVbJJOaHS4REKt4AaABAg.9AX5_LiL_FU9B7AK53G1Zi,0,2 years ago,"ydyduud tstsyyd7f 
i suppose you are the placenta we left out then? what a great error.","ydyduud tstsyyd7f
我想你是我们遗漏的胎盘吗？这是一个很大的错误。"
8940,Ugw3vb8aJ6cj5-PIfbp4AaABAg,0,2 years ago,"the first video i watched about you.
great, very beautiful.โค๐ฌ","我观看的第一个视频。
太好了，非常漂亮。"
8866,UgzdkSvQDpWEro0gL754AaABAg,0,2 years ago,she's a great cook! all that talent and such a beauty!,她是一个很棒的厨师！所有的才华和如此美丽！
8864,UgxKq7dSL9GUX5xoJwN4AaABAg,0,2 years ago,"great girl๐‘๐ท
whatever we compliment would only be less
keep it up๐‘๐‘๐‘
can you arrange for english subtitles
also the editing is too much we cannot track what you are doing
wish more young people follow your footsteps
best wishes","伟大的女孩
我们称赞的一切只会少
保持上升
你能安排英文字幕吗
另外，编辑太多了，我们无法跟踪您在做什么
希望更多的年轻人跟随你的脚步
最好的祝愿"
8820,UgyzLUUmqGG9bYBnT2x4AaABAg,0,2 years ago,itโ€s a great video,这是一个很棒的视频
8804,UgwmipEQXjY9q44Jfgh4AaABAg,0,2 years ago,can you be my mentor. great harvest and cooking. ๐,你能成为我的导师吗？丰收和烹饪。
8680,Ugw4CaXfzj7gQDOBvth4AaABAg,0,2 years ago,wow such great cutting skills,哇，如此出色的切割技巧
5972,UgwRwwxe31pJjZZaUTh4AaABAg.9FERNfXhq2g9GGN5SdPwlh,0,2 years ago (edited),"if you do nโ€t like it, do nโ€t look at it. please do nโ€t deny the channel where others operate with your heart. when your achievement is greater than others, you are qualified to criticize others.",不喜欢可以别看，请不要否定别人用心经营的频道，当有一天你的成就大于别人的时候，你才有资格批评别人，不要心胸这么狭隘，格局大一点，尊重自己也重别人
5918,UgwmIta5-9jvizOJqQ54AaABAg.9FK4_1mSrLe9FXfvRD7WEN,0,2 years ago,those who say that true love isnโ€t real or isnโ€t coming hasnโ€t experienced true love. true love never fails. i think that wouldโ€ve a great addition to your statement:) have a nice day!,那些说真正的爱不是真实或没有来的人没有经历真正的爱。真爱永远不会失败。我认为这将是您的陈述中的一个很好的补充：)祝您有美好的一天！
21391,Ugw88PNok8j_br-PyPN4AaABAg,0,3 years ago (edited),"some things go too fast in her videos. wouldn't it be great if the rest of china could be like this, if their leaders weren't working for the banking families, and letting the environment in the country get destroyed for manufacturing useless products of commerce? how many cheap clothes or goods made in china get thrown away? because they are low quality and don't work but few times?",她的视频中有些事情太快了。如果中国其他地区的领导人不为银行家庭工作，让该国的环境被破坏以制造无用的商业产品，那不是很棒吗？中国制造的多少便宜的衣服或商品被扔掉了？因为它们质量低，不工作几次？
