,cid,votes,time,含great,含great中文翻译
38904,Ugzl5LeDf2The7x0AWl4AaABAg.8t6Ga8kvyJV8tIsmJaKxYp,0,4 years ago,hahaha chinese women are too great,哈哈哈 中国女人太厉害
38853,UgxeWg6hiOsPcDFHgZ94AaABAg,0,4 years ago,the second song is part of the digimon ost! brought me great memories from childhood :),第二首歌是Digimon Ost的一部分！给我带来了童年的美好回忆:)
38777,Ugw-EyMUznR601BQv-x4AaABAg,0,4 years ago,what a hardworking woman and what a great heart she has.. i really like your way of living and your video.,多么勤奋的女人，她拥有多么伟大的心..我真的很喜欢您的生活方式和视频。
38747,Ugwgl3TGHYh0Csi386R4AaABAg,0,4 years ago,"great, sister ...!",太好了，姐姐...！
38665,UgzKalPwL31wrXTV4ih4AaABAg,0,4 years ago,great your videos lessons,很棒的视频课程
38649,Ugye-pyhxOfrY35SrWl4AaABAg.8tPPTvkHE128t_-kvBy7Pj,0,4 years ago,duhdah wolff csvn vc great shoot bowls... they are afraid smokes blow in americans eyes....,Duhdah Wolff CSVN VC大型拍摄碗...他们害怕在美国人的眼睛里吸烟。
38501,UgwifHbA-FpuLTdwLZd4AaABAg,0,4 years ago,is this a real documentary life of family from that girl and her granny? or is it some kind of commercial video wanting to show how great is chinese village life even in small family,这是那个女孩和她的奶奶的真正纪录片生活吗？还是某种商业视频，想展示中国乡村生活的伟大，即使在小家庭中
38417,Ugw8cDmQUzzrfrlzAsZ4AaABAg,0,4 years ago,great woman. handyman.,伟大的女人。勤杂工。
38392,UgzXPXMzewgJHgwjup14AaABAg,0,4 years ago,i'm so amazed...great.,我很惊讶...太好了。
38390,Ugy5fYMHvi1hKmlEzch4AaABAg,0,4 years ago,"the lady i'm looking for is also on your own feet, it's really great ๐‘๐‘",我要寻找的那位女士也是您自己的脚，这真的很棒
38309,UgzNm2AQKfvfNFsBACp4AaABAg,0,4 years ago,great !!!,伟大的 ！！！
38234,UgxSrZ9momMsXy7a48x4AaABAg,0,4 years ago,great videography,很棒的摄影
38230,Ugxin-qIZTkZobvOSz94AaABAg,0,4 years ago,great yah๐‘,伟大的yah
44301,UgyHtUEt5vrWVIeO0Ql4AaABAg,0,4 years ago,great sichuan girl,大四川妹子
40710,UgzFFz0U1x_zSzysISR4AaABAg,0,4 years ago,great,伟大的
48958,UgwMt0hHu4Pmo0TgOEt4AaABAg,0,4 years ago,great job dearo,亲爱的工作很棒
48541,UgxXuYYHYC8U3DvGHBh4AaABAg,0,4 years ago,great!!,伟大的！！
48573,UgxW6Ij7ikjeyLKaP094AaABAg,0,4 years ago,great! very good video.,棒！很好的视频。
48623,Ugy_zkpm51gnxETYJ_B4AaABAg,0,4 years ago,goegeous! great video!,胆小！很棒的视频！
48726,Ugy2U8ary2__maB0fk94AaABAg,0,4 years ago,"real great .... very all i respect for you and funny is 2 puppy with 1 shelves baby that you don't always go with you because you are family everything is dear, u grandma really funny woman and dear grandma, gbu.",真是太好了。...我非常尊重你，有趣的是2个小狗，有1个货架宝贝，你并不总是和你一起去的，因为你是家人，你是亲爱的，你奶奶真的很有趣的女人和亲爱的奶奶，gbu。
48796,Ugx6atdWYMtZYvhl46l4AaABAg,0,4 years ago (edited),"you are great , thank you❤️",你很棒，谢谢你❤️
48860,UgxUpDJj76zL3xIrXMV4AaABAg,0,4 years ago,"thank you sooo much for uploading a longer video than as usual...watching ur videos r pleasure to the eyes...♥♥ it feels soo relaxing while watching,i didn want the video to come to an end...great work...!!♥♥",非常感谢您上传的视频比往常一样。看着您的视频愉快……♥♥观看时感觉很放松，我不希望视频结束...伟大的作品... !!♥♥
48911,UgwzCNgARgZ5n0v53b94AaABAg,0,4 years ago,"i greet you from poland, i love to watch you. your movies relax me are great. please show your dogs and sheep more often.",我从波兰打招呼，我喜欢看你。你的电影放松我很棒。请更频繁地向您的狗和绵羊展示。
48940,UgwTe60ltmb8qr2MnXp4AaABAg,0,4 years ago,village life is great!,乡村生活很棒！
48957,UgyPVQM-2f2rwCg9CLl4AaABAg,0,4 years ago,this is such a great video!,这是一个很棒的视频！
48967,Ugwg5myuB1bHCQFYdnB4AaABAg,0,4 years ago,"happy chinese new year. love you , be safe and have a great new year. thank you so very much.",农历新年快乐。爱你，安全，新年快乐。非常感谢你。
49992,UgyFLGSucp5uyFqPYdl4AaABAg,0,4 years ago,you great and lovely,你很棒可爱
49010,UgxkSltmzO3lY4ofPIp4AaABAg,0,4 years ago,you are great i love you,你很棒，我爱你
49080,UgxPUZbbFytSItW3lxJ4AaABAg,0,4 years ago,"miss li ziyi, you are great! (fans from thailand) ❤❤❤",李子柒小姐姐 妳很好棒!(来自泰国的粉丝)❤❤❤
49081,UgyfwEIWZ10AsSAuSYl4AaABAg,0,4 years ago,double great,双重很棒
49154,UgzviXImHEUj7HHQVPB4AaABAg,0,4 years ago,great!!!,伟大的！！！
49443,UgyMRZpx0Vc1BElnVdl4AaABAg,0,4 years ago,great,伟大的
49463,UgyOd-kg08ck5UtGpTt4AaABAg,0,4 years ago,what a great cooking! which lucky boy married you is really blessed.,好厉害的厨艺！哪个幸运的男生娶了你，真有福啊。
49707,Ugx0BEVdC9MmMTnwJ2B4AaABAg,0,4 years ago,"love it, greatfull",爱它，伟大
49743,UgywlMMeM-wJT6BJzUV4AaABAg,0,4 years ago,if she plays with the dogs and having cozy time it will be great video,如果她和狗一起玩并且有舒适的时间，那将是很棒的视频
49754,UgwAXa8wDaSUmOcm7CN4AaABAg,0,4 years ago,"oh my gosh!! were you going to have a party? everything looks great!!. what a beautiful peacefull life! i envy you...(the good way)!! peace, love, & prosperity.",天啊！！你要参加聚会吗？一切看起来都很棒！！。多么美丽的和平生活！我羡慕你...（好方法）！和平，爱与繁荣。
48446,Ugz377uXYODJtnlcDEJ4AaABAg,0,4 years ago,"i love you, is a great woman",我爱你，是一个伟大的女人
48381,UgwudlSYzUcwcCG88T54AaABAg,0,4 years ago,what a shame that is not in spain. you prepare so many foods you are great congratulations from my country chile i follow you.,在西班牙不是可耻的。您准备了很多食物，您非常恭喜我智利，我跟随您。
48341,Ugy5dzO50-6g6Yf62dZ4AaABAg,0,4 years ago,thanks for another great video. happy new year!,感谢您的另一个很棒的视频。新年快乐！
48309,UgykG7ZPOcBtqtuuOvd4AaABAg,0,4 years ago,very good. i don't have this year of goods. the year of my great.,太好了。这些年货 我这一个都没有。 棒棒的我的年。
47336,UgwOokGv-PYtH2CQAGZ4AaABAg,0,4 years ago,"you are very pretty when you present your great and delicious delicacies that you prepare, i really do not understand your language but thank you for sharing your videos",当您展示您准备的精美美味佳肴时，您真的很漂亮，我真的不理解您的语言，但感谢您分享您的视频
47364,Ugx2bTw9POWHPT6Qksx4AaABAg,0,4 years ago,"you are the best mistress, great! :)",你是最好的情妇，太好了！ :)
47390,Ugw_WYvAdtzEwRtXr2t4AaABAg,0,4 years ago,"oh, it's great, i really like what you do. cheerful beauty",哦，太棒了，我真的很喜欢你做的事。加油美女
47445,Ugyd8gLB1mukkF6YTCt4AaABAg,0,4 years ago,sis u r great,Sis U R很棒
47565,UgygJUdGEjgolUeWxtx4AaABAg,0,4 years ago,"great, excellent, wonderfull.",太好了，很棒，很棒。
47689,UgwiTY_th6MRMcMtZkN4AaABAg,0,4 years ago,<3 <3 <3 is great. essence,<3 <3 <3 太棒了。。
47816,UgxCbcmw0jqoBQg0Tr94AaABAg,0,4 years ago,"a great movie is to hope that this background music is authorized, otherwise the copyright party will find it, and it will be sad to eat three times.",很棒的影片，就是希望这背景音乐是拿过授权的，不然版权方找上来，吃三次strike就很悲凉了
47845,UgznvlMfJk2bUoQhzJl4AaABAg,0,4 years ago,great !!! so beautiful !!!,伟大的 ！！！如此美丽 ！！！
47926,Ugyk1N2TRLfc5OC-An54AaABAg,0,4 years ago,so great. <3,很好。 <3
47949,UgyS70w3x317pC4nGR14AaABAg,0,4 years ago,"wish you grandma and your family a year filled with great joy peace and prosperity, well done, keep doing this",祝您奶奶和您的家人一年充满欢乐的和平与繁荣，做得好，继续这样做
48036,UgzVh2AWmfd-dV270zF4AaABAg,0,4 years ago,"great, decisive attention",好棒的，果断关注
48047,UgzQ325YIQIV0Pkic1h4AaABAg,0,4 years ago,i haven't seen a talented person as b. you are great <3,我还没有看到一个才华横溢的人。你很棒<3
48172,UgzrL_bZUWhXLRTf4-J4AaABAg,0,4 years ago,"kneeling, who is so powerful in modern times, and the craftsmanship is great",跪了，现代谁家的老婆媳妇这么厉害，手艺也太棒
48182,UgyXj1oLgOlI6GBwGal4AaABAg,0,4 years ago,great,伟大的
48222,Ugx_J8enNWcrZAa6mRl4AaABAg,0,4 years ago,"it's a good thing she has such great fans on weibo, else they wouldn't post them on youtube...",她在微博上拥有如此出色的粉丝是一件好事，否则他们不会在YouTube上发布它们...
48232,UgxToAhpFNLUc4PJS5N4AaABAg,0,4 years ago,great delight.,非常高兴。
48240,Ugyrp47Ji9ioceQ-OPF4AaABAg,0,4 years ago,wow you know you are great taking care of your grandma,哇，你知道你很高兴照顾奶奶
48241,Ugyg3vZHZXCLLvMS8gh4AaABAg,0,4 years ago,"great, excellent, wonderfull",伟大，出色，很棒
48247,UgyLuu-kHVuId2vdTAx4AaABAg,0,4 years ago,"this is also great, right?",这也太棒了吧 自给自足做零食！
49777,UgxOmrV2tlLy_P4YcTp4AaABAg,0,4 years ago,happy chinise new year..i like follow your video..so great your life,Chinise新年快乐..我喜欢关注您的视频..太好了
50073,UgzTFeN46NIceL3Ox3N4AaABAg.8qlpzlgQ2g68qm7GaeJfV7,0,4 years ago,great,伟大的
40792,UgwajJxtS4NFaXgTxT54AaABAg,0,4 years ago,a handy and pretty girl. great mistress.,一个方便而漂亮的女孩。伟大的情妇。
52254,UgyKD4CqPxuUaA7_jmh4AaABAg,0,4 years ago,"indonesia taiwan is present, how come the update is with the one, konien comes to be ready to ""show your food great,",台湾印度尼西亚在场，更新是怎么回事，Konien准备好“向您的食物展示美味，
51423,UgyyuJIXeAit0jW7NQ54AaABAg,0,4 years ago (edited),great video and food,很棒的视频和食物
51431,UgwM-7oYhxzQRt7MkDd4AaABAg,0,4 years ago,great,伟大的
51521,UgxT1pN-uIjO6OncH7F4AaABAg,0,4 years ago,"oh my god, it's great, it's so beautiful, a lot of snacks in the new year, happy new year!子 子 柒",天呐，太棒了，太美好了，过年零嘴好多呀，新年快乐！子柒
51554,Ugwypj3cjYBocoM6VvZ4AaABAg,0,4 years ago,"omg... so loveee your video, your amazing thank you for great movies.... ❤",天哪...所以爱你的视频，非常感谢您的电影....❤
51561,UgxN02oFdSc82jQl1_t4AaABAg,0,4 years ago,"it's really great, i made a lot of food, so old!",真的太棒了，做了好多美食，好有年味啊！
51637,UgwoAwjkZZ2q_sfW9O94AaABAg,0,4 years ago,you and nature is a great wonderful wonderful i wish i could have a law,你和大自然是一个很棒的美妙，我希望我能有法律
51850,UgzxKVe81wg0Eemi6Up4AaABAg,0,4 years ago,a great girl,一个伟大的女孩
52025,UgzrxVdcGmVWh9VxvdN4AaABAg,0,4 years ago,"really great vdo ,i love your vdo from thailand , the dogs alway cute your food look great and delicious",真的很棒的VDO，我爱您来自泰国的VDO，狗总是可爱的，您的食物看起来很棒，美味
52244,Ugxylq5b6fBmaYfXOGF4AaABAg,0,4 years ago,"your videos are always refeshing, and always great",您的视频总是在介绍，而且总是很棒
52360,Ugx-LIEkYfnFyyHYbd94AaABAg,0,4 years ago,amazing video i felt a great sense of relief,令人惊叹的视频，我感到非常欣慰的感觉
50095,UgysfCZ2RuBOvGvAnUx4AaABAg,0,4 years ago,great perspective from the top at the grass field.,从草地顶部的角度出色。
52367,UgxP9JB78awEXkz7VHR4AaABAg,0,4 years ago,lovely inspiration.... beauty and fresh food... your amazing and great job!!,可爱的灵感....美丽和新鲜食物...您的出色工作！
52407,UgypfcpeV7MWbKicRix4AaABAg,0,4 years ago,your videos are of great quality congratulations and a hug here from brazil :),您的视频质量很高，并从巴西这里拥抱:)
52468,Ugy75_KEE8fA1qrEtJp4AaABAg,0,4 years ago,i have great admiration for your work ethic ❤️,我对您的职业道德❤️感到非常钦佩
52507,UgxyH-ppA7WUwCut7Xd4AaABAg,0,4 years ago,"i think your video is great, and you can learn a lot. there are two small suggestions: first, if some foods or ingredients, can the chinese name be added (if possible, you can add english)? because we also want to know what it is. second, the kitchen is too dark. if you can make the kitchen, you can also make a bright hall (even as beautiful as other rooms), so that the light of light is also helpful for you to shoot videos. i have seen a period of getting ice water fish. too dark.",我觉得你的视频好棒，也可以学到很多东西。有两个小小的建议：第一，如果有些食品或者配料，能不能把中文名加上（若有可能也能加英文）？因为我们也想知道是什么。第二，厨房太暗，若是能把厨房也能搞的亮堂（甚至像其他房间一样美美的），这样光线啥的对你拍视频也有帮助，看过有一期弄冰水鱼的，感觉晚上实在太暗了。
52566,UgxAvQIykHZ2MMy0N6d4AaABAg,0,4 years ago,great effort. thank you for spreading this world with love. this video and last year's new year video are two my favorites !,很努力。感谢您用爱传播这个世界。这个视频和去年的新年视频是我的两个最喜欢的视频！
52601,UgyVK-hm92xqwMpJLIh4AaABAg,0,4 years ago,i always wonder why they don't touch the skin of that fruit. is it itchy or something? please tell me in a nice way. tsk. anyway. your video is great! thank you for uploading such a wonderful video. it calms me down. i love you. :),我总是想知道为什么他们不碰到那种水果的皮肤。是痒吗？请以一种很好的方式告诉我。 TSK。反正。您的视频很棒！感谢您上传如此精彩的视频。它使我平静下来。我爱你。 :)
52603,Ugzgyz9UJBSF1-BrWot4AaABAg,0,4 years ago,she is great,她很棒
52820,UgxgpfjIsmw-YoIIS4B4AaABAg,0,4 years ago (edited),"as always great video ... music, the situation. adore))). i am not tired of admiring a sweet girl",一如既往，很棒的视频...音乐，情况。崇拜）））。我不厌倦欣赏一个可爱的女孩
52829,UgxMXaZBEnBfRvM8FlB4AaABAg,0,4 years ago,your vedios are great,您的Vedios很棒
51345,UgyR4wkLYEEYwMXSwnh4AaABAg,0,4 years ago (edited),"what a great video, also could anyone tell me the name of the song at 5:16?
edit: omg i knew it,it was from digimon adventure all along ( shouri zen no theme ), props to editor for the great taste!!","多么棒的视频，还有人在5:16告诉我这首歌的名字吗？
编辑：天哪，我知道，它一直来自Digimon Adventure（Shouri Zen no Thewe），向编辑提供了良好的口味！！"
51333,UgxB4zFgYkn-eg8f-EF4AaABAg,0,4 years ago,"miss, you are great",小姐姐，你棒棒的
51272,Ugyq8xz6tV6nSTJb9Wt4AaABAg.8qlXn9ONCRe8qljq-AVzQB,0,4 years ago,haha great!,哈哈太好了！
51180,UgxxngJKHeURB0XfOSJ4AaABAg,0,4 years ago,it's too z. where mak has a great place,太z。马克有一个很棒的地方
50173,Ugw_PmeqNQmOlRqwnH54AaABAg,0,4 years ago,you are very awesome great & strong woman.. amazing 'm from indonesia,你是非常棒的伟大而坚强的女人..令人惊讶的
50211,UgzC_AYMc9iKQDw54AR4AaABAg.8qlnUqpB5Ko8qm4UPH3eAj,0,4 years ago,see nostalgic not bored with great girls ... even the fruits you planted. china is so fertile,看到怀旧不对伟大的女孩感到无聊……甚至您种植的水果。中国是如此肥沃
50263,Ugz74Pi6_0E-Vby9dLp4AaABAg,0,4 years ago,"your life is soo great, please make more videos in the future, your videos are so inspiring, i will trade the modern world to this kind of life",您的生活真是太好了，请在将来制作更多视频，您的视频是如此鼓舞人心，我将把现代世界换成这种生活
50318,UgxHsjp7V7SkPS62QHZ4AaABAg,0,4 years ago,i'm watching well. it looks great to be with my grandmother.,我看着很好。和我的祖母在一起看起来很棒。
50375,UgwctjvzHhXm44SS5rp4AaABAg,0,4 years ago,"it ’s great to use these dimensions by myself, and i was scared by popcorn and jumped very cute.",自己用这些点心好棒呢，被爆米花吓到跳起来很可爱
50461,UgyzXgwbLDb7QwAQ47x4AaABAg,0,4 years ago,great ☹️❤️❤️,伟大的☹️❤️❤️
50506,UgwuUQdB7JDqQygR89p4AaABAg,0,4 years ago,she house have everything. looked great ❤❤,她的房子有一切。看起来很棒
50510,UgytC39ccsm4LTEx3bp4AaABAg,0,4 years ago,great!!!,很好啊!!!
50511,Ugy5K8A_dc4_lijozc14AaABAg,0,4 years ago,"great, wish me like her",太好了，祝我喜欢她
50677,UgxZO1GIspzFljujB2d4AaABAg,0,4 years ago (edited),"simply fantastic as always! unbelievably great. but why this distracting not fitting music? your wonderful videos with pure working/cooking sounds are much better in my opinion respectively for my kind of taste. nevertheless: thanks a lot for making, taping, editing, uploading and sharing.",一如既往的奇妙！令人难以置信的很棒。但是为什么这种分散注意力不适合音乐呢？在我看来，您对我的品味分别使用纯净的工作/烹饪声音的视频分别更好。但是：非常感谢您的制作，录音，编辑，上传和共享。
50690,UgyLDr0hrqNqhekP11p4AaABAg,0,4 years ago,great video. boom ! scary.,很棒的视频。繁荣！可怕的。
50724,UgydRmNtgiCzgEOepBJ4AaABAg,0,4 years ago,"great too, the billionaire prepares tet",太好了，亿万富翁准备Tet
50951,Ugz36xlN7-fZSf7xZJF4AaABAg,0,4 years ago,the place where you live iş really great and you do very well,您居住的地方真的很棒，您做得很好
51027,UgxjK606YYerLcnLBF94AaABAg,0,4 years ago,great,棒
51037,UgyTyXKc9qB6fOXpOh54AaABAg,0,4 years ago,multi tasking multi talented sweet lady.love the nature binding lifestyle . great preparation . regards from france,多任务多个才华横溢的甜蜜女士。精彩的准备。来自法国的问候
51073,UgxuFiMyj4jPiVGWK4t4AaABAg,0,4 years ago,give allah to you such a husband with golden hands and the greatest happiness to you and your grandmother and great health to you you are a super housewife with golden hands ily,给您这样的丈夫，用金色的手和您和您的祖母最大的幸福，对您的健康，您是一个超级家庭主妇，拥有金色的双手iily
51121,UgyvepzGxqQJ6h9b4UJ4AaABAg,0,4 years ago,wowwww. you are an incanzable worker ... …… you are great. receive a hug from santiago de chile ... ... a hug to your grandmother too.,哇。你是一个不可阻止的工人…………你很棒。从智利圣地亚哥（Santiago de Chile）接收一个拥抱……也拥抱了您的祖母。
51139,UgxvLb_9Y7Pz8X0522F4AaABAg,0,4 years ago,wow.....great,哇.....太好了
51143,UgwSLjIiORFxNdlNRjN4AaABAg,0,4 years ago,she is great lede,她很棒
47282,UgxcDn5cXPE8DRbPwp14AaABAg,0,4 years ago,you are really one of the greatest women and an example to follow you are wonderful and creative i hope to like you one day,您确实是最伟大的女人之一，也是跟随您的榜样，我很棒，很有创造力，我希望有一天喜欢您
47274,Ugy6qJeGWzUyMeLp5Yh4AaABAg,0,4 years ago,great !!!,太好了!!!
47238,UgxY1fvdJniH-EVgrM94AaABAg,0,4 years ago,"thank you for the subtitles they help tremendously. is all that food for your grandma or is that a store you are preparing the food for? either way you are a great cook, keep up the good work.",感谢您的字幕，它们非常有帮助。这是您奶奶的所有食物，还是您正在准备食物的商店？无论哪种方式，您都是一个很棒的厨师，请继续努力。
43491,Ugzo1FOEREGiFyITaGd4AaABAg.8rLO06elMxx8rXX3vYAqdu,0,4 years ago (edited),"dian xi xiao ge and gong shi dao can be great partners with her too.they also do such videos.oh wait,and primitive technology!",Dian Xi Xiao ge和Gong Shi Dao也可以与她成为出色的合作伙伴。他们也做这样的视频。哦，等等和原始技术！
42835,UgwvOloUmzJ_7-61QEV4AaABAg,0,4 years ago,too great! intersection,太厉害了吧！！
42846,UgzzoULC8x6Rx-xvXBZ4AaABAg,0,4 years ago,"lovely ,peaceful great videos ! i wish i was there !",可爱，和平的伟大视频！真希望我当时也在 ！
42847,Ugz5QcEidpiqPoUn5RB4AaABAg,0,4 years ago,"yaaa you are a joke, this is a great place",yaaa你是个玩笑，这是一个好地方
42962,UgwOP5uITb6TMEapg2x4AaABAg,0,4 years ago,"great quality , like how its made. 
greets from a half chinese half thai woman 
who lives in germany, im not often in asia 
to visit family so this is nice to see.","质量很高，就像它的制作方式一样。
问候一半中国半女人
住在德国的人，我不经常在亚洲
拜访家人，所以很高兴看到。"
43122,UgzJS4QGC1FvCwJXRg94AaABAg,0,4 years ago,great woman,伟大的女人
43203,Ugy0RjjxCDOmAHDGC254AaABAg,0,4 years ago,"this girl is special, very friendly, sweet and intelligent. continue so dear and will be much more successful. congratulations on your beautiful videos. a great and good life for you and your family.",这个女孩很特别，非常友好，甜美和聪明。继续如此亲爱的，将会更加成功。恭喜您精美的视频。对您和您的家人来说是美好而美好的生活。
43252,Ugyz0vAJ0AmodgHWfyR4AaABAg,0,4 years ago,uhauuu all very tasty! great video congratulations!,uhauuu都很美味！很棒的视频恭喜！
43321,UgxA1XvqKwhFXaVC57l4AaABAg,0,4 years ago,extremely great difference !!!,极大的区别！！！
43369,UgwmKKorzn9JB_mYXmd4AaABAg,0,4 years ago,it's a great blessing to marry you,谁娶到你真是莫大的福气
43555,UgxUfLgLxXFo3CZcVdx4AaABAg,0,4 years ago,great,伟大的
47176,UgzDJ0JrWqk4z5m5dXh4AaABAg,0,4 years ago,great,伟大的
43563,UgzWmHRqxgzqWTqXrCZ4AaABAg,0,4 years ago,"very nice girl, i looked with great pleasure",非常好的女孩，我很高兴地看着
43602,UgwnqxoC3w4EdiVKpSR4AaABAg,0,4 years ago,"i'd hate to be her if i had to do everything she does by myself. still, it's a great work and to have that much stock of food, this must be a rich household. by the way, were those prepared food for selling?",如果我不得不自己做她所做的一切，我不愿当她。尽管如此，这是一项伟大的工作，要拥有如此多的食物，这一定是一个富裕的家庭。顺便说一句，那些准备出售食物的食物吗？
43610,UgxndJaw5v_R1Keridp4AaABAg,0,4 years ago,great video !,很棒的视频！
43644,UgwFCAr4bDjOO_-p6CB4AaABAg,0,4 years ago,"great woman, i hope more of her videos",伟大的女人，我希望她的视频更多
43763,UgwQkYPusPiKfkn5rhd4AaABAg,0,4 years ago,how's your grandmother? great show. take care.,你的祖母怎么样？很棒的表演。小心。
43898,UgySy8dAdXLcw5uDSl54AaABAg,0,4 years ago,that is the greatest display of popping corn i've ever seen.,那是我见过的最大弹出玉米的展示。
43949,UgwvVzoFut5My2vv3Jt4AaABAg,0,4 years ago,great cinematography.quite impossible to do this alone...or does she have someone helping her? a company perhaps?,很棒的摄影。不可能单独这样做...还是她有人帮助她？也许是公司？
44007,Ugy-BGPj9YmGLV9Okf54AaABAg,0,4 years ago (edited),"hello, i wanted to post to your page but i can’t find anything so i’ll just go back to the first video i ever viewed of your channel. i must say, i’m sorry i didn’t know of you sooner. you’re great! & thank you so much for everything you do. you truly are skilled & the hard work shines through. thank you for piece of mind & tranquility. it’s a simple act, but it makes the rest of us feel as humble as you (i hope i can speak for everyone). but no doubt you are blessed & make the rest of us feel that too. thank you.",您好，我想发布到您的页面，但找不到任何东西，所以我只能回到我频道有史以来的第一个视频。我必须说，对不起，我早点不认识你。你太棒了！ ＆非常感谢您所做的一切。您确实是熟练的，辛勤的工作席卷了。谢谢您的思想和宁静。这是一个简单的举动，但它使我们其余的人都和您一样谦虚（我希望我能为所有人说话）。但是毫无疑问，您很幸运，并使我们其他人也感到。谢谢。
44079,UgwVomvgz3OKQ6fCgI14AaABAg,0,4 years ago,what a great environment!,多么伟大的环境！
42422,UgwdHRypGCS9qWZpbtR4AaABAg,0,4 years ago,great,伟大的
42213,UgzWaB2SoyBtc3C4LmJ4AaABAg,0,4 years ago,... great!!!!!...,... 伟大的！！！！！...
42110,Ugxb62EPToAzHaGm2tt4AaABAg,0,4 years ago,"great 's check. 
https://youtu.be/nlnewrvyl4s","很棒的
https://youtu.be/nlnewrvyl4s"
41852,UgxovMx4e_6_p7JUg7h4AaABAg,0,4 years ago,great really,真是太好了
40797,UgyHffJpQIFPn8xt2ZN4AaABAg,0,4 years ago,"dear ms. li ziqi, pay no attention to what others posts.. your work will pay off.. being there with your family is great the our just jealous.....don't let's that hurt you...word can hurt... being there with grandmother said a lot about you..my family help...stand by me... your truly, paul",亲爱的李齐齐女士，不关注别人的发表。.您的工作将获得回报..与家人在一起很棒，我们只是嫉妒.....不要让您伤害您... Word可以受伤...和祖母在那里说了很多关于你的事..我的家庭帮助...站在我身边...你的确，保罗
40801,UgyAEPwJeyJ5r6w9HZ94AaABAg,0,4 years ago,great saw,很棒的锯
40884,Ugz3M9Yx5mtXLDROuAx4AaABAg,0,4 years ago,great,伟大的
40893,UgyVrI5vdGoTjqPmlKp4AaABAg,0,4 years ago,and me here eating pqp dinner hobby but great video as always,我在这里吃PQP晚餐爱好，但一如既往的视频很棒
41025,UgwxBq5o69QPg-gcZNd4AaABAg,0,4 years ago,what's this! great,这是什么！太好了
41048,Ugy1jP_Rmo-79fwvyLF4AaABAg,0,4 years ago,the cannon popcorn seems fun. great food short story. sooo cool n yummy.,加农炮爆米花似乎很有趣。很棒的食物短篇小说。太酷了。
41054,Ugxhgdw_7cjS7BUGd7h4AaABAg,0,4 years ago,"although there is controversy, i like it, but she has always been inheriting oriental culture! great child",七七的视频，虽然有争议，但是我喜欢，她一直都在传承东方文化！了不起的孩子
41159,Ugw_ItduYii5tnEoOn94AaABAg,0,4 years ago,"great, fresh vegetables and fruits and all home, here it is life.",伟大的新鲜蔬菜和水果以及全家，这里就是生活。
41163,Ugxb8yJWgTPUvHNfqqd4AaABAg,0,4 years ago,"i thought it's going to be organic, marshmallow disappointed me. but still great. thanks",我认为这将是有机的，棉花糖让我失望的。但仍然很棒。谢谢
41172,UgyWCqfkkxzKGbgkHSZ4AaABAg,0,4 years ago (edited),beautiful cities and landscapes are great. i long for it.,美丽的城市和风景都很棒。我渴望它。
41196,Ugy7u2csgP43NQhKbgB4AaABAg,0,4 years ago,great girl,伟大的女孩
41234,Ugw90llDxPsDYAZfPSl4AaABAg,0,4 years ago,"this is kinda random but she looks like jo yuri of iz*one

anyways, great video ✨ it’s relaxing and soothing","这有点随机，但她看起来像Iz的Jo Yuri*

无论如何，很棒的视频✨它令人放松而舒缓"
41341,UgzXhMXE3eLsRRuvojR4AaABAg,0,4 years ago,you are great,你很棒
41417,Ugw1fHgQDSBujYTFk2F4AaABAg,0,4 years ago,great china i loved,我爱的大中国
41544,Ugx2CvNRilBGrosQ2lR4AaABAg,0,4 years ago,i really love this life style.. pure ... simple & close to nature ... great job,我真的很喜欢这种生活方式..纯净...简单而靠近自然...出色的工作
41624,Ugxf_8XjSbnHwBsfc0p4AaABAg,0,4 years ago,great,伟大的
41634,UgwIaTfzsJKki4ZMFLR4AaABAg,0,4 years ago,"i feel good, so great ，",好感触，好棒
41737,Ugw92L8WJNN-qNdPjn94AaABAg,0,4 years ago,what a great video! it warmed my heart... thank you!,多么棒的视频！它温暖了我的心...谢谢！
41789,Ugy3URzn0GCEyFxriOl4AaABAg,0,4 years ago,this is great,这太好了
44222,UgyiPrI3akMBhXdzO1J4AaABAg,0,4 years ago,"a great video, so cute puppy and lamb",好棒的视频，好可爱的小狗和小羊
44243,UgyA-7I40KFXCEramTB4AaABAg,0,4 years ago,you are great chef. you are amazing woman.,你是伟大的厨师。你是很棒的女人。
34522,UgzyzeGsUdycsA2i0rF4AaABAg,0,4 years ago,"wow great i like her life styal
cool n happy life no tention or stress","哇，我喜欢她的生活风格
酷n幸福的生活没有压力或压力"
45634,Ugx8mralHoHSNnpf0K94AaABAg,0,4 years ago,u a great girl,你是一个伟大的女孩
45725,UgwHBbQ5YFxm_k49D-h4AaABAg,0,4 years ago,great video..happy spring festival,很棒的视频..快乐的春节
45786,UgxcFLQfeN24_QDr9yN4AaABAg,0,4 years ago,"ask, what is the seeds of melon seeds? homemade seeds are great",问一问，那瓜子是什么瓜子？自制瓜子好棒
