,cid,votes,time,含village,含village中文翻译
26179,UgwQdehRp_7a7Gz3Xz94AaABAg.8zoNNAQmde-90-uB4gTyHL,1,3 years ago,@user-sc8cy5qc6e now a days... many people have their own youtube channel. and among those some of them really don't deserve it... they make unnecessary/useless or fake stuffs. so maybe you are right she is making million. but that's not a crime...and also...her videos are not unnecessary or useless.... many people loved her because she is prioritizing village lifestyle and cooking and all the village activities... that's what's people love...it's also meditative to watch her videos. so i hope you won't get offended by her.... cause we are not...๐๐๐’—๐’—,@user-sc8cy5qc6e现在是几天...许多人都有自己的YouTube频道。其中有些确实不值得……他们制作了不必要的/无用或假的东西。所以也许你是对的，她正在赚百万。但这不是犯罪……而且...她的视频不是不必要的或没有用的。...许多人爱她，因为她优先考虑乡村生活方式和烹饪以及所有乡村活动...这就是人们喜欢的。 。观看她的视频也是冥想的。所以我希望你不会被她生气。...因为我们不是...
29515,UgxOowRjxY0Hht_i_aB4AaABAg,1,3 years ago,"i like li ziyi, living in the world's most tense cities, and living towards your quiet mountain village",李子柒我喜欢，生活在世界最紧张的都市、好向往你宁静的山村生活
27968,UgzkvQQRitAYTvSA-ZV4AaABAg,1,3 years ago,"really like the content ..
so miss the village
&te","真的很喜欢内容。
所以想念村庄
＆te"
46447,UgzO0Nq6X2_vR9UoI814AaABAg,1,4 years ago,beautiful village,美丽的村庄
11966,UgyTUQIeZayNlggBDmN4AaABAg,1,2 years ago,hiii i watched this video 4times. i want to visit ur village,嗨，我看了这段视频4times。我想去你的村庄
43114,Ugw1VdwYGn21PA9WWFt4AaABAg.8rRGTP9aYWR8rS1yONH8Qd,1,4 years ago,"real house. she was a dj previously, but back to village to take care her grandma years ago.",真正的房子。她以前曾是DJ，但回到村庄，几年前照顾她的祖母。
8738,UgzHptbh2LhJeCMzfJB4AaABAg.9IJ-gJwii_j9JPFW1Gb1Mm,1,2 years ago,"yeah but 99% it’s nothing like this tho, yet it is rather interesting in rural china.
my in-laws were villagers and had some land, nothing like this video tho","是的，但是99％的人不像这一比例，但是在中国农村却相当有趣。
我的公婆是村民，有一些土地，没有像这段视频那样"
3295,UgxzYdbgbjepV2-RlSp4AaABAg,1,1 year ago,"want to play at his house, his village is beautiful and fertile",想在他的房子里玩，他的村庄美丽而肥沃
50988,UgyXi2AsI0a12kEEozF4AaABAg,1,4 years ago (edited),"follow up from iraq f

i always follow your creativity, madam and all your video
i hope to sit in your village where transport, transquility and beautiful nature and the latter is just a wish


i always pay attention to your creativity, all videos of ladies and you
i hope to sit in your tranquility, tranquility, beautiful and natural village, the latter is just a wish


يا يا ابداعاتك سيدتي و و كل كل
في في أجلس قريتك حيث حيث الهدوء السكينة و الخلابة و بالأخير تبقى مجرد مجرد مجرد","Follow up from Iraq

I always follow your creativity, Madam and all your videos
I hope to sit in your village where tranquility, tranquility and beautiful nature and the latter is just a wish


我总是关注你的创意，女士和你的所有视频
我希望坐在你宁静，宁静，美丽自然的村庄，后者只是一个愿望

متابعك من العراق 
دائماً اتابع ابداعاتك يا سيدتي و كل فديوهاتك 
أتمنى ان أجلس في قريتك حيث الهدوء و السكينة و الطبيعة الخلابة و بالأخير تبقى مجرد أمنية"
43708,UgxNzJ6PZiQymaiNV3R4AaABAg.8rIvoP8deLE8rOqeR8rfKS,1,4 years ago,@malakaya9732 yeah i've worked there for a week in chengdu then traveled to a town qionglai. no lack for sweet girls in both cities and villages lol.,@Malakaya9732是的，我在成都工作了一个星期，然后去了Qionglai镇。在城市和村庄中，可爱的女孩都不缺乏。
50764,UgygkWO7Ff0S-fCFaxp4AaABAg,1,4 years ago,women's village,妇女村
7148,UgxRzSSklq0MNskaRVV4AaABAg,1,2 years ago,where is your village it's realy beutiful !,你的村庄在哪里，真是太美了！
11993,UgynZCqIwT2Ie2RHXWF4AaABAg.9DnhhG0nc2N9DxNNx_HYvP,1,2 years ago,nb she sells candy in her village sometimes when things are in season,NB她有时在季节里有时在村庄里卖糖果
2205,Ugyk3Wss-SXjbOhTaK54AaABAg,1,1 year ago,"its more than a dream to have village life in america or in western world. her videos are authentic real unanimited and more to say, its magnificent. worth watching",在美国或西方世界中拥有乡村生活不仅仅是一个梦想。她的视频是真实的真正一致的，而且更宏伟。值得一看
17902,Ugy31SnRxJFBNUu2haB4AaABAg,1,3 years ago,beautyful village everything she have,美丽的村庄她拥有的一切
1996,UgxtCZAeixImb8xpaqB4AaABAg,1,1 year ago,i want to go to her village and he now how to cook,我想去她的村庄，他现在如何做饭
18138,UgyKM3U0u1XGiTGefNd4AaABAg.97Hqv7SaFeC97sMzyI7WcE,1,3 years ago,"@user-fl3iu9vl8p directing, cameras, light. everything is perfect. as in studio and not in a real village; )",@user-fl3iu9vl8p指导，摄像机，灯。一切都是完美的。就像在工作室一样，而不是在一个真正的村庄中； ）
10693,UgzggH3LcmPPa1jXggR4AaABAg.9FeQNDjrQiy9GCVLlh4bXh,1,2 years ago,yeah it is i live in place like this a traditional village but unfotunately we don't have that much of fruits,是的，我像这样一个传统的村庄，但是我们没有那么多的水果
4883,Ugw3mGMx9tAYOU2WhdV4AaABAg,1,1 year ago,"mabuhay!! 
keep on inspiring me to upload the same content and show you our little village 
greetings from the philippine countryside","mabuhay！ 
继续鼓励我上传相同的内容并向您展示我们的小村庄
来自菲律宾乡村的问候"
41660,UgxP_Cj06aZmLa2bSqp4AaABAg.8ruzrnHtE3L8s7nkNsKZAK,1,4 years ago,"lot of chinese ppl asked the same question and doubted her 2 years ago, she answered all these questions. the house appeared in that video is more like her studio in the city,where she and her small team do post-production. most of the time, she lives with her grandma in the village.",许多中国人问了同样的问题，并怀疑她两年前都回答了所有这些问题。该录像中出现的房子更像是她在城市的工作室，她和她的小团队在那里进行后期制作。大多数时候，她和祖母一起住在村庄。
19819,UgwG3vWTIy2ejpKrxHV4AaABAg,1,3 years ago,"haha, the popcorn master came in the village as a child, so he hurried a pot of meters and a little sugar from the house. i saw master turn around, and then said ""bong!"", the large plastic bag was equipped with home, and it was okay to stuff it in the mouth.",哈哈，儿时村里来了爆米花师傅，就赶紧从家里端一盆米、少许糖。只见师父转啊转，然后一声“BONG！”，大塑料袋装着跑回家，没事就一把一把的往嘴里塞
5046,UgwubTXHt9XZ3nYJI6R4AaABAg,1,1 year ago,it's just a made up environment. china is totally different all villages have become cancer villages due to apocalyptic level of toxins . check it put on the internet,这只是一个虚构的环境。由于世界末日的毒素水平，所有村庄都完全不同。检查它放在互联网上
48833,UgwIPs9H7PQ3J2ZfIhV4AaABAg.8qmQDmuPUNP8qmbqgOUBM_,0,4 years ago,"no propaganda at all. her original channel@weibo has 10+ million followers. someone permitted to repost all her stuff @yt. she is an orphan when 10yo, now running a store in town but should stay in this village to carrying her grandma after grandpa passed. see upside, annastacia fang has translated.",根本没有宣传。她的原始频道@微博有100多百万关注者。有人允许重新发布她所有的东西@yt。她是10岁时，现在是孤儿，现在现在在镇上经营一家商店，但应该留在这个村庄，在爷爷经过后携带她的祖母。请参阅上行，Annastacia Fang翻译了。
49403,Ugwc2G9zgVIeMLRaiRB4AaABAg.8qm7ZLnWwLu8qyUdqBVVRy,0,4 years ago,i want to move to this village!!,我想搬到这个村庄！
49408,Ugwc2G9zgVIeMLRaiRB4AaABAg.8qm7ZLnWwLu8rR1U4MqQBQ,0,4 years ago,@miratay3221 can you please tell mew here this village is? my email is martc1@yahoo.com thanks... i want to move to there too!,@miratay3221您能告诉Mew这个村庄是吗？我的电子邮件是martc1@yahoo.com谢谢...我也想搬到那里！
48940,UgwTe60ltmb8qr2MnXp4AaABAg,0,4 years ago,village life is great!,乡村生活很棒！
48362,Ugwx93tcsxMC7u9y7AF4AaABAg,0,4 years ago (edited),"she is beating gordon ramsay , martha stewart, olson, marty berry to the pulp with her nougat baking using her sixth sense and her village style man made kiln!",她击败了戈登·拉姆齐（Gordon Ramsay），玛莎·斯图尔特（Martha Stewart），奥尔森（Marty Berry），马蒂·贝里（Marty Berry）用她的牛轧糖烘烤，用她的第六感烘烤，而她的乡村风格的人制作了窑炉！
48791,Ugy8Nco5VipSGG_BXrB4AaABAg.8qmTnyk2aqL8qmci7FHdSN,0,4 years ago,"yeah so cool. professional vid-grapher, running a store in town and nowadays living in village to carrying her grandma. an amazing person.",是的，很酷。专业的Vid-Grapher，在镇上经营一家商店，如今居住在村庄里携带祖母。一个了不起的人。
48733,UgwujUuH2kEGCL2PRK94AaABAg,0,4 years ago,dam i'm jealous to you because you live in heaven type village and also horrible kind of cheif and after all you are also gergous.you must be my wife because i'm also a horrible kind of cheif.alot of live from italy,大坝我嫉妒你，因为你住在天堂类型的村庄，也很可怕，毕竟你也很讨厌。你一定是我的妻子，因为我也是一种可怕的人。
49957,Ugz2iRD4Vppr_vftBSp4AaABAg,0,4 years ago,how refreshing and peaceful to live in a village,住在村庄多么令人耳目一新
48025,Ugy07VPDRPWK1KD5o-F4AaABAg,0,4 years ago,"each of your videos represents the natural beauty and beautiful side of the rural life, depicts fresh food cooking in the village. but all the villagers have not been able to live like there. if all the rural life was beautiful like there then i did not need so called heaven. looking at your video, i'm in crush with you...",您的每个视频都代表着乡村生活的自然美景和美丽的一面，描绘了村里的新鲜食物烹饪。但是所有的村民都无法像那里一样生活。如果所有的农村生活都像那里一样美丽，那么我就不需要这样称为天堂。看你的视频，我和你迷恋...
47936,UgyJnMBXJEgxvE1ZmfB4AaABAg,0,4 years ago,"because this channel changed the way of the village, so my inspiration was to go home from farming, i was in college when i finished returning home for plants or whatever it was not yet wide enough to the land of my ancestors because the original population, yeah it was easy this hoby hoby
,indonesia","因为这个频道改变了村庄的方式，所以我的灵感是从耕种回家，所以我在大学返回植物的家中，或者尚未足够宽的植物，因为原始人口，原始人口，是的，这很容易
，印度尼西亚"
47101,UgxZmLzgSu6N67zDyD54AaABAg.8qpzniBVj1S8qq-KEFIP4B,0,4 years ago,you don't look like a village who lives in the north. isn't it born in the city?,你不看起来个住在北方的村人。出不出生在城市？
46998,UgylT3H0-hrhPKAPSzJ4AaABAg,0,4 years ago,"her village is really beautiful, full of fruits, really a peaceful place",她的村庄真的很漂亮，到处都是水果，真的是一个和平的地方
46868,Ugzy9Ytt29Kbh9V16id4AaABAg.8qr3JM5GtN28qyUVbEmv8N,0,4 years ago,"if i was you i’ll go back to my beautiful village as soon as i finish school, your village is heaven!!",如果我是你，我一完成上学后就回到我美丽的村庄，你的村庄就是天堂！
49416,Ugwc2G9zgVIeMLRaiRB4AaABAg.8qm7ZLnWwLu8rhDJq-zf2N,0,4 years ago,"love from indonesia , i wonder can visit this village...",来自印度尼西亚的爱，我想知道可以参观这个村庄...
50558,UgwEsMkHfIaTfAcyD8h4AaABAg,0,4 years ago (edited),"you are so wild, you have a single cousin in the village, we rich, let's go to the head?",你是如此疯狂，你在村里有一个堂兄，我们很富有，让我们走到头上吗？
37077,UgyEGa7S8OEs6vHDGF14AaABAg.8uKAG1ThWGP91QOmKe1_t-,0,3 years ago,"@jzg5585 there's no village with renovated and equipped to this extend. can't deny she's at least knowledgable for all the cooking process. be more meticulous and logical, you'll be able to find clues from her videos here. i guess at least 50% of the works not done by her, but ideas 100% hers.",@jzg5585没有经过翻新和配备的村庄。不能否认她至少在所有烹饪过程中都是知识的。更加细致和逻辑，您可以从她的视频中找到线索。我想至少有50％的作品不是由她完成的，而是100％的想法。
50069,UgwxhzdglHWqUKvKDmh4AaABAg.8qlqEUv124L8qlrb6Y0QRt,0,4 years ago,thank you miss pretty women li ziqi very very nice village as well as your house too,谢谢你想念漂亮的女人李Ziqi，也非常漂亮的村庄以及你的房子
35609,UgyVWcNmS9eaDsyNwlN4AaABAg,0,4 years ago,suddenly i feel wanna be a village girl ^^,突然我想成为一个乡村女孩^^
52370,UgwVi6Lw0luYnhJYlwx4AaABAg,0,4 years ago,health to a girl. support with likes. when will the channel appear about our village?,对一个女孩的健康。支持喜欢。我们村庄的频道何时会出现？
52278,UgxtUn7iyyWTInZbVf14AaABAg,0,4 years ago,"i feel nostalgic when watching the video, i miss my simple life in my country, my village our life was simple like this....",观看视频时，我感到怀旧，我想念我在我的国家中的简单生活，我的村庄我们的生活很简单。
52086,UgxB74URUyKr2iZidxF4AaABAg,0,4 years ago,ur vedios are something out of this world.. ur village is beautiful... and u are such a talented person.. want to watch more and more vedios from u... love from india,ur vedios是这个世界之外的东西.. ur村很美……你是一个才华横溢的人。
35750,Ugzd2hpA5wYCtyieVb14AaABAg,0,4 years ago,"i showed my grandma one of these videos and now sheโ€s hooked on this channel 
said it reminds her back when she was younger and lived in her village.","我给奶奶展示了其中一个视频，现在她迷上了这个频道
说这让她想起了她年轻时住在村庄的时候。"
51298,UgxWr2WKqhtE2YsnqoF4AaABAg.8qlXYOj_KUd8qlntTRltif,0,4 years ago,"living in village but she's rich. she buy things what she wants, also a baby lamb just for pet, paid any services she need. i'm sure she has an expensive cars but no need to appeared in all her vids.",住在村庄，但她很富有。她购买了自己想要的东西，也是一个只为宠物的小羊羔，支付了她需要的任何服务。我敢肯定她的汽车昂贵，但不需要出现在她所有的视频中。
35990,UgxXRdu0IRrVjnbgW9x4AaABAg,0,4 years ago,"marriage yuu ..
living happy in the village","婚姻Yuu ..
在村庄里幸福"
51226,UgzBjGReRPiEGF3nyI54AaABAg,0,4 years ago,living in the village but every day eating healthy and delicious food,住在村庄，但每天都在吃健康可口的食物
36248,Ugx5sHqoIvoZrOaB42F4AaABAg,0,4 years ago,welcome to my channel โ€the village in moscow regionโ€. all the videos are cam coded by myself. they are about my real life on line. i have changed the city life for the life in the country.,欢迎来到我的频道“莫斯科地区的村庄”。所有视频都是由我自己编码的。他们是关于我的现实生活。我改变了该国生活的城市生活。
36483,UgwdLcka4b2TStenQSB4AaABAg,0,4 years ago,life in the village is hard work ..,村里的生活是艰苦的工作。
36513,Ugx5wFY5h3f7tN-Vigh4AaABAg,0,4 years ago,i've never seen a village house so clean and tidy. looks like a beautiful fairy-tale movie.,我从未见过乡村房子这么干净整洁。看起来像一部美丽的童话电影。
36754,UgxUGToCE-9cqzF5Epp4AaABAg,0,4 years ago,i love this girl and her village life!,我爱这个女孩和她的乡村生活！
50911,UgxmG2wdFYPjiTnHSth4AaABAg.8qlbtwK52oe8qtppXHiJmQ,0,4 years ago,"@sparklelee4368 yes, she will share these foods with her friends and neighbors in the village.",@Sparklee4368是的，她将与村里的朋友和邻居分享这些食物。
50910,UgxmG2wdFYPjiTnHSth4AaABAg.8qlbtwK52oe8qtpP8bWZGO,0,4 years ago,"@peachdaniel2791 thank you dear. but where will the treats / snacks be eaten...just at home with grandma?
or they take to the village and pass out?","@peachdaniel2791谢谢亲爱的。但是，零食 /小吃会在哪里吃掉……和奶奶一起在家？
还是他们带到村庄昏倒？"
37251,UgwuiANJj-pIVV0wzxB4AaABAg,0,4 years ago,the scenery.... makes me wanna go to my village,风景....让我想去我的村庄
50358,Ugwq5JcP_iS2yWHMrV54AaABAg.8qlk_qbGlqs8qlrHHneDWD,0,4 years ago,yes no yeah her vids are awesome. and i wanted to know who she is. like she is an actress who demonstrates life in the village in china & makes it look like her life (but in reality she doesnt live there). but she seems to cook very well like its her own skills and not just acting. so i was confused and curious haha. thank u!!,是的，她的视频很棒。我想知道她是谁。就像她是一位女演员，她在中国村里展示了生活，并使它看起来像她的生活（但实际上她并不住在那里）。但是她似乎像自己的技能一样做得很好，而不仅仅是表演。所以我很困惑和好奇哈哈。感谢你！！
36917,Ugx9mIbIU8s78gJw5cZ4AaABAg,0,4 years ago (edited),"do you believe that this girl was a dj ? she is an orphan and went back to the village to take care her grandmother, unbelievable",您相信这个女孩是DJ吗？她是一个孤儿，回到村庄照顾祖母，难以置信
46707,UgxLe7L_pWAE8HZgPtF4AaABAg,0,4 years ago,"reminds you of those fantasy beautiful villages from anime and games, anazing, feels like another world",让您想起动漫和游戏中那些幻想美丽的村庄，厌恶，感觉就像另一个世界
41151,UgzonIYreStf3b2FWBp4AaABAg.8s0jWMEbRgJ8saEIQBwUun,0,4 years ago,"@supercat1969 in fact, the difference between the villages and towns at that time at that time was not much different. so we all miss the time, so i understand what you want to express",@supercat1969 其实那时候的乡村和城镇区别并不大，反而乡村生活更好一些吧，每个人的童年都不一样，有的人的童年不开心，有的人开心，我的童年就很开心，所以我们都怀念那个时候，所以我理解你想表达的，但并不完全认同你表达的
46477,UgxjKxFW2MxwbLK2T2B4AaABAg,0,4 years ago,beautiful village very nice weather i'm a srilankan,美丽的村庄非常好，我是斯里兰卡人
43043,Ugw9GZs9TOFagMN7TCV4AaABAg.8rSFVREWTcL8rlzSBDZzW5,0,4 years ago,"yessica xoritee! please don't hate yr life! as and old women , i still work hard here in malaysia! but i enjoy with my life,like my village, i live near the beautiful beach here! i love my country so much!",Yessica Xoritee！请不要讨厌您的生活！作为老妇，我仍然在马来西亚努力工作！但是我喜欢自己的生活，就像我的村庄一样，我住在美丽的海滩附近！我非常爱我的国家！
44095,UgzIQ488Zj37JfpyfL14AaABAg,0,4 years ago,i feel so utterly satisfied to watch her do all these chores...just love the village life,我很满意看着她做所有这些琐事...只是爱乡村生活
39889,UgyDtPcyxvOrw-QNR4R4AaABAg,0,4 years ago,i wanted to live in the village)),我想住在村庄）
43453,UgxN8131N7TNABooc-R4AaABAg,0,4 years ago,it is really possible to sell our chinese women with a mountain village in the office of the office. i really hope that there can be a man who can sell men,跟办公室小野一个办公室一个山村，是真能个啊，推销咱们中国女人啊。真希望有能推销男人的
43324,Ugyj8M1b7jgDdTYtdvN4AaABAg,0,4 years ago,she lives in an adventure rpg village,她住在一个冒险的RPG村庄
40055,UgziSdTRmc3cfFXW1Pt4AaABAg.8sau7EnJV6H8sc72CJ59SX,0,4 years ago,"your intelligence sources are out of date. in the past two years, china has basically realized the village -to -village network, even in the mountains",你的情报来源过时了，中国这两年已经基本实现村村通网络了，哪怕是在大山里的
40115,UgwYZldauvNB9OTI6Gt4AaABAg,0,4 years ago,your village is awesome,你的村庄很棒
43089,UgzZLvTkqXjgBagl1494AaABAg,0,4 years ago (edited),"i think i can live my life without smartphone anymore there, so beautiful village",我想我可以在没有智能手机的情况下生活，如此美丽的村庄
40179,UgxGoeB-0zW8-bUm7wx4AaABAg,0,4 years ago,"she is beautiful n smart li ziqi, if i am there so i will buy her produce such fruit candies n others, i love to watch her video and her village is beautiful, thanks li ziqi !",她是美丽的n智能李齐（Li Ziqi），如果我在那里，所以我会买她的其他水果糖果，我喜欢看她的视频，她的村庄很漂亮，谢谢李Ziqi！
43076,UgyLi1wY7FgD-F-zbIl4AaABAg,0,4 years ago,"it is pleasant also to discover your neighbours. they do help much in chinese village. when he build house, or need help for the pears season, or wrapping of fruits for when the buyers come to the village, the neighbours help my father in law very much. and he helps a lot in return also . when i arrived 17 years ago , i was astonished by even the well drilling process, i loved being carted away in a tricycle, must have been because i had only lived in france or london or munich . god , i love sichuan food, more recipes please! vegetarian ones please! vegetarian hotpot? with tofu pi, kailan, and mushroom.lots of mushroom. much love from beijing!",发现您的邻居也很愉快。他们在中国村庄确实有很多帮助。当他建造房屋，或者需要在梨季的帮助，或为买家来村庄的水果包装时，邻居会非常帮助我的岳父。而且他也有很多回报。当我17年前到达时，即使是井井有条的过程，我也感到惊讶，我喜欢在三轮车上搬走，这一定是因为我只住在法国，伦敦或慕尼黑。天哪，我爱四川食物，请更多食谱！请素食！素食热锅？与豆腐，凯兰和蘑菇一起使用蘑菇。来自北京的爱！
40403,UgydeOYX1Xd5wejEntd4AaABAg.8sMEIDfoSkB8sQsQJY3Dpm,0,4 years ago,"@islandfolk2283 she said that the scene was filmed at her home in her village. as you pointed out, the program is about food. she used ingredients such as freeze dried strawberries and marshmallows in one of her dish. i don't think the chinese had even seen them until a couple decades ago, even her grandma might have never heard of them. i still believe it is just a show. if you have even been to the villages in china, you will know how do they really look like, and what kinds of food they are eating. i really hope all mankind on earth would live like in the place like in the video describes and have plenty of food to eat, but sadly, in reality, it is far from it.",@Islandfolk2283她说，现场是在她村庄的家中拍摄的。正如您指出的那样，该计划是关于食物的。她在其中一道菜中使用了冻结干草莓和棉花糖等成分。我认为直到几十年前，中国人甚至都没有见过他们，甚至她的祖母也可能从未听说过。我仍然相信这只是一场演出。如果您甚至去过中国的村庄，您将知道它们的真实是如何，以及他们正在吃什么食物。我真的希望地球上的所有人类都会像视频描述并有很多食物可以吃的地方一样生活，但可悲的是，实际上，它离它很远。
37316,UgxgmCWxshhZDR1FVT14AaABAg,0,4 years ago,i have seen two channels so far that actually makes me wanna go make a home in a village and be a perfect woman like her! listen working in an office is cool n all until you see these videos t~t,到目前为止，我已经看到了两个频道，实际上我想在一个村庄里回家，成为一个像她这样的完美女人！在办公室里工作很酷，直到您看到这些视频T〜T
40471,UgwWTr6-ffK8jbiGGqR4AaABAg,0,4 years ago,"who knows the name of the settlement where these videos are shot ????
who knows the name of the village werese videos were shot ????
誰 知道 拍攝 這些 視頻 的 的 名字 名字 ????","谁知道这些视频被拍摄的定居点的名称？？？？
谁知道拍摄了村庄视频的名字？？？？
谁知道知道这些的的名字????"
40504,UgxHb32SCWnPMzpc1C54AaABAg,0,4 years ago,i also come from village and ill choose city life anyday. im just so lazy...,我也来自村庄，无论如何都会选择城市生活。我真懒...
40631,Ugx7gVgXvX_fLXmr9294AaABAg,0,4 years ago,beutifull life in village,村里的Beutifull Life
42531,UgzQwUM0YcpXH3pGaVt4AaABAg,0,4 years ago (edited),this is so beautifully filmed! everything is gorgeous! including the puppies and lamb! such beautiful chinese traditions and special rustic village life!! i'm subscribing to your channel!,这是如此精美的拍摄！一切都很漂亮！包括幼犬和羔羊！如此美丽的中国传统和特殊的乡村生活！我正在订阅您的频道！
40658,UgzuV8smoTiAgZAPs7N4AaABAg,0,4 years ago,is this intentionally maintained the traditional practice? or is it that people in the small village in yunnan make this?,这是她故意保持传统做法吗？ 还是云南的小村里人们都是这么做菜？
40812,Ugy4zNIhfYgrIGLBE9x4AaABAg,0,4 years ago,it can feel the meaning of happiness in this village,它可以感受到这个村庄幸福的意义。
42416,UgwiGanqSjVjS5TRpWl4AaABAg,0,4 years ago,"this is done for sale, as i understand it? and it costs like bread from sterligov probably. all clear. it is a simple business of rich people, not a deep village with ordinary life.",据我了解，这是出售的吗？而且它的价格可能像Sterligov的面包一样。全清。这是有钱人的简单生意，而不是一个有着平常生活的深村。
41917,Ugz8JTeyE46x0URx87B4AaABAg,0,4 years ago,good in the village in the summer ... gas sector,夏天在村庄里好...天然气行业
41328,UgzEEAiUDjNxlyKma5d4AaABAg,0,4 years ago (edited),"what an interesting company, dogs and sheep and morning in the chinese village.",多么有趣的公司，狗和绵羊以及中国村庄的早晨。
44213,Ugzd3QB974iviqbfZ4R4AaABAg,0,4 years ago,"wow, this video make me feel miss my village,this girl very2 cute",哇，这段视频让我感到想念我的村庄，这个女孩非常2可爱...我来自马来西亚
39690,Ugyh_wB3Y-zZtMgNRWp4AaABAg,0,4 years ago,"ms li, our family would love to come and stay with you in your village. you should start a tourist business.",李女士，我们的家人很想和您一起住在您的村庄。您应该开展旅游业。
39486,UgzC6zr31B60qlAQj2F4AaABAg.8sqIBNEwwv28suVF8Fp0X-,0,4 years ago,for villagers her fans and online stores on taobao (alibaba). ๐,对于虎（Alibaba）（阿里巴巴）上的村民和在线商店而言。
44765,UgwbEHHcPosMBdCmWgd4AaABAg,0,4 years ago,wow that's really nice and you're so cute's make me want to live with you in your village ❤,哇，真是太好了，你真可爱了，这让我想和你一起住在你的村庄❤
37851,UgxgUBZLN70KN9lvfZ54AaABAg.8tm72S1y1ol8txvXvrapAX,0,4 years ago,"it's not all her farm. she lives in a village, that means there're other villagers, you know, and they too have farms. when she needs additional ingredients, she'd take some from their farms. of course she'd pay them.",这并不是她的全部农场。她住在一个村庄，这意味着还有其他村民，他们也有农场。当她需要其他成分时，她会从他们的农场里拿出一些。她当然会付钱。
38008,UgwymeBmPkTYeRw6Oid4AaABAg,0,4 years ago,"everything looks so good.i want to live a nice, quite village life you do.everyone in your village seems to be so humble and lead a simple life.it's a very peaceful environment.thanks for the video.",一切看起来都很好。我想过上一个美好的乡村生活。您村里的每个人似乎都很谦虚，过着简单的生活。这是一个非常宁静的环境。感谢视频。
41179,UgwnbNIpgEQWjO-loVh4AaABAg,0,4 years ago,"this is a china production very well done, kind of reminds me of potemkin village just to perfect to be true...
btw the grand ma in her day was more beautiful than granddaughter.","这是一部非常出色的中国作品，让我想起了波姆金村，只是完美地成为真实的...
顺便说一句，她那个时代的大妈比孙女更美丽。"
46355,UgzEZ17hOqtq9XvwFkZ4AaABAg,0,4 years ago,"haha, watching the popcorn think of the master in the village when he was a kid",哈哈，看着爆米花想起小时候村里的老师傅
38501,UgwifHbA-FpuLTdwLZd4AaABAg,0,4 years ago,is this a real documentary life of family from that girl and her granny? or is it some kind of commercial video wanting to show how great is chinese village life even in small family,这是那个女孩和她的奶奶的真正纪录片生活吗？还是某种商业视频，想展示中国乡村生活的伟大，即使在小家庭中
46180,Ugzt5tI4fKctHEaRkW54AaABAg,0,4 years ago,village name ? where in china?,乡村名字？在中国哪里？
38538,Ugz6ezBlHN-4ng2zlch4AaABAg,0,4 years ago,"this video was shot deliberately. if these said they lived in this kind of small village like she were like she, it is estimated that she would cry and shout me to go back in a month.",这视频都是特意拍摄的，要是这些说想像她一样生活在这种小山村，估计过一个月就会哭着喊着我要回去。
38834,Ugwv7Gj6mTDMVcx9FtB4AaABAg,0,4 years ago,i love your animals and food and village,我爱你的动物，食物和乡村
45925,UgwxjX_DD7kW7SRY44B4AaABAg.8qzK5FYKs298r6uJv4fSap,0,4 years ago (edited),"expressing a kind of excitement when he heard the vaguely bursting rice flowers shouting in the distance. everyone should have such a memory as a child. it may not be the excitement that burst of rice flowers, but something else that came to suddenly came! strangely, do you have no such experience? when i was a kid, i came from the village entrance to sell the sound of a little gongs who sold maltose, and decades have passed, and now i still think of it.",表达的是一种：听到远处隐约传来爆爆米花叫喊声时，激动的心情。 每个人孩提时代应该都有这样的记忆。 可能不是爆爆米花，是其他什么期待的事情突然来到的兴奋！ 很奇怪难道你没有这样的体会吗？我小时候村口传来卖麦芽糖的挑货郎的敲小锣的声音，几十年过去了，现在想起来依然很温馨。
45609,UgwadGDIuNalvzlSG7d4AaABAg,0,4 years ago,"should i point out that what was labelled as ""roasted melon seeds"" was actually very obviously sunflower seeds? that part was a bit weird.
apart from that, i loved watching this, and have watched many other vids of yours, and they're all so beautiful! 
you're living in a dream village that ever so many people wish they could escape to - such is the stressful complexity of our lives.
i legit expected totoro to show up or something, lol! that's how surreal your lifestyle is to the rest of us. :) 
thank you for sharing! your camera person is on point! :)","我是否应该指出，标有“烤瓜子”的标签实际上是非常明显的葵花籽？那部分有点奇怪。
除此之外，我喜欢观看它，并且已经看过您的许多其他视频，而且它们都很漂亮！
您住在一个梦想中的村庄，有很多人希望他们能逃脱 - 这就是我们生活中压力很大的复杂性。
我合法期望托托罗出现，大声笑！这就是您的生活方式对我们其他人的超现实。 :)
感谢你的分享！您的相机人在点！ :)"
45178,UgxK4oK1W5WvS8oN6OV4AaABAg,0,4 years ago,is it a village ...i mean being villager you own quite big land it's so traditional to do every thing with your hands ..amazing,是一个村庄吗？
38866,UgzT3kNiw2ewlO5tJC54AaABAg,0,4 years ago,your village like paradise,你的村庄像天堂
45137,Ugw6lLIgaIFbyWHN5q14AaABAg.8r7aomYvk5W8rASGBaXyMY,0,4 years ago,village .... :-),村庄 .... ：-）
38988,UgxmuXFj_D_lYFMOq5V4AaABAg,0,4 years ago,"damn that's one very resourceful woman
damn that professional editing
you ain't fooling me with this is a typical life of chinese village girl.
but gimme more","该死的是一个非常机智的女人
该死的专业编辑
你不会因为这是中国乡村女孩的典型生活。
但是gimme更多"
