,cid,votes,time,含village,含village中文翻译
4352,UgyAplMgmZcOnFX26jV4AaABAg,0,2 years ago,this is the name in the village of the bamboo shoots. i remember the taste like a chicken when i cook as a child when i was on the curry spice.,这是竹芽村的名字。我记得当我在咖喱香料上小时候做饭时的味道。
2965,Ugwd3W72FDV8t0pzi2h4AaABAg,0,1 year ago,this is the only one in the entire village. so got so much,这是整个村庄中唯一的一个。所以得到了很多
2510,Ugw6EM8pi5eQBid6bw94AaABAg,0,1 year ago,what a beautiful village,多么美丽的村庄
599,Ugz9JKcFjclqezIgQ0p4AaABAg,0,8 months ago,this grandmother has a beautiful grandchild and diligent 'very diligent. living in a village that is peaceful damay 'cool air',这个祖母有一个美丽的孙子，非常勤奋。住在一个宁静的damay'酷空气'的村庄
630,UgxADoiG30pxrn7sLFF4AaABAg,0,8 months ago,"nice video , see my village ❤️",不错的视频，请参阅我的村庄❤️
750,Ugw4hC9msrU-YfH8uxx4AaABAg,0,10 months ago,"if in my village it is called bamboo shoots, and ear mushrooms. delicious cooking.",如果在我的村庄里，那就是被称为竹芽和耳蘑菇。美味的烹饪。
768,UgyhkTLYN9fk_ho6RuR4AaABAg,0,10 months ago,"people in village in china won’t spend so much time to make a bowl of rice noodles. they are busy with working in the farms and making a living , no time for such kind of show",中国村的人们不会花太多时间制作一碗米粉。他们忙于在农场工作，谋生，没有时间进行这种表演
808,UgyI1yK88Vh7qrdMlg54AaABAg,0,10 months ago,wow from village mud kitchen,来自乡村泥厨房的哇
934,UgwYPWzBVZKr0RLYgoF4AaABAg,0,1 year ago,"we also eat bambo in our village
...","我们还在我们村里吃班博
..."
979,UgzMlwioHGfURF_J8Sl4AaABAg,0,1 year ago,modern chinese village girl,中国现代乡村才女
1089,Ugzl4rYjPHgbBj8vkcp4AaABAg,0,1 year ago,"faced with this person's heart more and more corrupted. the world where natural disasters and people are constantly, people have more and more conflicts, and more and more illegal things are. it is mentioned: you will hear the sound of fighting and fighting, don't panic. these things must be available, but the last period has not yet arrived. the people want to attack the people, the country must attack the country; there must be earthquakes and famines in many places. this is the beginning of disaster ...

in the distant past, the world of noah's life was like such corruption today. at that time, god regretted making people (all people thought at that time were all evil), so god wiped out with the floods (only stayed in staying (only stayed in staying because of his ""fear of god""), human ancestor adam, adam, chose to accept the temptation and did not follow god. from then on, he entered the world. today, our world, enjoy the convenience brought by technology, the emergence of the internet , make the world a global village, but people's relationships have become more complicated, violent porn information, etc., constantly seduce the world to sin, we live in a world of deceit happy, no longer respect others. this lifestyle makes us more and more farther away from god. it is also unpleasant to god. many people do not know the god who creates the universe or does not want to know god, does not want to know the gospel. it is superstitious, but the bible tells us that god was the versatile god that was in the past and eternal in the past, and god hated ""sin"". no longer the same, we have lost eternal life, life is limited, and god has set a day to judge the world according to the people (jesus) set up by his (jesus). god loves the world. the only sons jesus became a flesh, nailed to ten, and the life of our sinful life with his innocent life was resurrected three days after his death. sitting on the right of god jehovah, so that we could pardon through jesus, repentance and was baptized. the holy spirit believes that jesus becomes a savior, so that we have a new style, and then live according to the inspiration of the bible. jesus said: you have a lot of love for people, and you have more forgiveness. ; what amount do you use to give you, and what amount to use will be used to give you .. similar teaching bibles are inspired. if we are willing to obey, we will have the opportunity to save.

we live in the scientific era, and people no longer believe in god, but we can't see that it does not mean nothing. the busy life makes us have no time to think. what will we face after death? since the outbreak of the new crown virus, we are becoming more and more feeling the impermanence and fragility of life, jesus told us in lujia gospel: a sinner repent, and he must also happy for him in the sky, and he is more happy than ninety -nine righteous people who do not have to repent. god loves us to be close to him. we are all created in the style of god. we must never be punished because of sin, so the last days have been extended for a long time. they are looking for those who belong to him.
the gospel of john mentioned: jesus said, ""i am the road, truth, and life, and no one can get to the father if she doesn't use me.
dear friend, jesus christ is the grace of god. god's mercy on the world allows us to receive this grace in vain without paying any cost. the choice, please study the bible (with app) to understand god's grace and jesus' teaching of sin, or go to the church to understand the gospel, (there is a fake blessing to confuse the world, we need to distinguish it) family, i wish you peace.","面对这个人心愈来愈败坏ˋ天灾人祸不断的世界,人们冲突愈来愈多,不法的事情也愈来愈多,许多人的爱心渐渐冷淡,这些世界的景况,耶稣在马太福音里就有提到:你们将听见打仗和打仗的风声，不要惊慌。这些事是必须有的，只是末期还没有到。民要攻打民，国要攻打国；多处必有地震、饥荒。这都是灾难的起头..

在遥远的过去,挪亚生活的年代世界就犹如今天这样的败坏,当时神后悔造人(那时的人所思所想尽都是恶),于是神就用大洪水灭绝所有人(只有留下挪亚因为他""敬畏神""),人类祖先亚当ˋ夏娃选择接受诱惑而不顺从上帝,从此罪就入了世界,时至今日我们的世界,享受科技带来的便利性,网路的出现,让世界成为一个地球村,但是人们的关系也变的复杂,暴力ˋ色情资讯等等,不断的在诱惑世人犯罪,我们就生活一个诡诈ˋ谎言ˋ贪婪ˋ欲望无止境的世界里,人们追求自我快乐,不再尊重其他人,这样的生活方式让我们离上帝愈来愈遥远,也是上帝不喜悦的,很多人不清楚创造宇宙的上帝或者不想了解上帝,不想知道福音,认为时代那么进步这都是迷信,但是圣经告诉我们上帝是昔在ˋ今在ˋ以后永在的全能神,并且上帝恨恶""罪"",在亚当ˋ夏娃选择不顺从神的结果,让我们因为罪和圣洁的神属性不再一样,我们也失去永生,生命受到限制,而神已经定了日子，要借着祂所设立的人(耶稣)按公义审判天下,神爱世人.上帝在二千年前差了祂的独生子耶稣道成肉身,钉上十架,以祂无罪的生命代替我们有罪的生命赎罪,死后三天复活,坐在上帝耶和华神的右边,让我们可以借着耶稣罪得赦免,悔改ˋ受洗ˋ领受圣灵ˋ相信耶稣成为救主,让我们有新生的样式,之后按照圣经的启示来生活,耶稣说:您对人付出的爱多,您的赦免就多,你们怎样论断人，也必怎样被论断；你们用什么量器量给人，也必用什么量器量给你们..类似的教导圣经都有启示,如果我们愿意顺服,都有机会得救.

我们活在科学时代,人不再相信有神,,不过看不到不代表没有,忙碌的生活让我们没有时间思考,人死后接下要面对什么?自从新冠病毒爆发以来,我们愈来愈感到生命的无常以及脆弱,耶稣在路加福音告诉我们:一个罪人悔改，在天上也要这样为他欢喜，较比为九十九个不用悔改的义人欢喜更大。神是喜爱我们亲近祂的,我们都是按着神的样式造的,绝对不要我们因为罪而受罚,所以末后的日子延长了很久,(耶稣离开2千年了)神要世人悔改归向祂,天天都在寻找归向祂的人.
约翰福音提到:耶稣说“我就是道路、真理、生命若不借着我，没有人能到父那里。
亲爱的朋友,耶稣基督就是神的恩典,神怜悯世人让我们不用付出什么代价就可以白白的领受这个恩典,末世的征兆愈来愈显明,在有限的生命里尽快的接受福音绝对是您最好的选择,恳请您研读圣经(有app)来了解神的恩典以及耶稣对罪的教导,或是到教会了解福音,(有假福音在迷惑世人,需要明辨)让我们一同进入神国的大家庭,祝平安ˋ喜乐."
1178,UgzFw9oDv6MLSzHvWB54AaABAg,0,1 year ago,where is yours village,你的村庄在哪里
1206,UgzbGiaB3u6xW7qtLV14AaABAg,0,1 year ago,i got the feeling that it was an elderly grandmother who taught this woman how to live and cook in a village or in a country private house!,我觉得是一个老祖母教这个女人如何在村庄或乡村私人住宅中生活和做饭！
1403,UgyPvgSi24GVV2KWJih4AaABAg,0,1 year ago,in my village named bung,在我的村庄叫邦
1476,UgzfrOayZxkymjF8Cdx4AaABAg,0,1 year ago,"nice village ❤❤❤"" my channel also support",好村庄❤❤❤“我的频道也支持
1662,Ugxv8lYzyC5W0GbEknt4AaABAg,0,1 year ago,i wish there was a house in such a peaceful village,我希望在一个宁静的村庄里有一所房子
1674,UgyVjeQUaPyCWMW0bgF4AaABAg,0,1 year ago,real village life is much harder. this is only a show.,真正的乡村生活要困难得多。这只是一个节目。
1700,UgzoXC01W5o31zaE9FF4AaABAg,0,1 year ago,wow i love in the village,哇，我爱村里
1786,UgwnOLHxaWllwiieEKZ4AaABAg,0,1 year ago,"this is the first time i watch your video. you are very pretty and also cook very well, peaceful villages, fresh air",这是我第一次观看您的视频。您非常漂亮，也很好做饭，宁静的村庄，新鲜空气
1918,UgzlWss18s6KRRAmJ394AaABAg,0,1 year ago,"live in the village by fulfilling the needs, with what is in nature is fun",通过满足需求，生活在村庄里，自然界很有趣
2282,UgzrEsqzKEhTistLW5x4AaABAg,0,1 year ago,"talking that china is not enough of the land as it lives perfectly, such villages are few there",说中国还不够，因为它的生活完美，这样的村庄很少
2485,UgwtfDRWNlnmDCv-Pp54AaABAg,0,1 year ago,what kind of giant bamboo shoot is that? the bamboo shoots around my village are definitely not that big ._.,那是什么样的巨型竹芽？我村庄周围的竹芽绝对不是那么大。
9303,UgyV-vuMfAOHDSfUenx4AaABAg,0,2 years ago,why are the girls in small villages be more beautiful than the city?,为什么有时候小村落的姑娘反而比城市的还美呢？
9508,UgzBDA30g8JeSUohaeB4AaABAg,0,3 years ago,"dirty, so eating like a village kid",肮脏，所以像乡村孩子一样吃饭
17283,Ugws4Vk0Ci3qg1b-D6J4AaABAg.92lfC9dxLb992pdqGBHYxy,0,3 years ago,huihui yu land is cheap in inland villages,huihui yu土地在内陆村庄很便宜
15715,Ugylc6No4Jw-Oler12F4AaABAg.936PIbRqsC7936jNdFgQKf,0,3 years ago,"the videos were made in her home village in sichuan province, southwest of china. next to home county to great panda as i know.",这些视频是在她位于中国西南部四川省的家乡制作的。据我所知，旁边是家乡大熊猫。
14272,UgwjZJLxdWv1kcGvz6d4AaABAg,0,3 years ago,"probably invited all the filming crew, invite the whole village to eat, but 2 grandchildren eat",可能邀请了所有拍摄人员，邀请整个村庄吃饭，但有2个孙子吃
14322,UgwR4aC0cvirt3xaIet4AaABAg,0,3 years ago,its same like on my village hahahaha,就像我村里的哈哈哈哈哈一样
14654,UgwdSu3uHAaEVRvtR294AaABAg,0,3 years ago,did she self-record this vid ? or someone did it as cameraman ? she lived in village and editing her own videos with laptop ? no wi-fi ? sounds fishy.. lol..,她是自我录制的吗？还是有人作为摄影师做过？她住在村庄，用笔记本电脑编辑自己的视频？没有Wi-Fi？听起来很腥..大声笑..
15116,UgzYaG8q1xN2uXktZBp4AaABAg.93XMX1w-pmD93sK_2qEYRI,0,3 years ago,"@onsight1318 most people despise the simple, rural life. a villager is synonymous with a fool",@Onsight1318大多数人鄙视简单的乡村生活。村民是傻瓜的代名词
15167,Ugx07gnhTp7xRM1DwI94AaABAg,0,3 years ago,"the girl's skin -slippery hands are not right with the kind of rough and heavy village aunt. whenever you have a heavy thing or do a rough work, you will not see people. use too much for body. take a glove to photography. it is common for labor to carry gloves to make rough work. there is never a joke for them.","女孩的皮滑手嫩跟做那种粗糙重工的村姑对不上。每当背重东西或做粗活时都是见影不见人。用得太多替身了。载手套来摄影吧。现在劳工载手套做粗活是很普遍的现象,从来不见有人笑话他们。"
15195,Ugy3XWMQHhg1qHH0Sax4AaABAg,0,3 years ago,"hi which china you come from? china cctv shows a totally different rural china here 
https://www.youtube.com/watch?v=qrhsradoygo

and this rural chinese village is very different as well
https://www.youtube.com/watch?v=dcvbrv14_hq","嗨，你来自哪个中国？中国闭路电视在这里显示了完全不同的农村中国
https://www.youtube.com/watch?v=qrhsradoygo

这个乡村中国村庄也大不相同
https://www.youtube.com/watch?v=dcvbrv14_hq"
15367,UgzihVCQe1voN7oY8Hd4AaABAg,0,3 years ago,this is called kembang village cuk.,这被称为Kembang Village Cuk。
15608,Ugzkm0tVEq8X2RZGNKF4AaABAg,0,3 years ago (edited),"she's amazing! its obvious this show is done by professionals.i bet if the cameraman panned off of her we'd see idk a rural estate? she's a chef and those are big portions she's cooking,so she's not just cooking for her and granny. even if it is only a simple village i wanna go move there, live like that.",她太赞了！我敢打赌，如果摄影师摆脱了她，我们会看到IDK是农村庄园吗？她是厨师，那是她正在做饭的大部分，所以她不仅为她和奶奶做饭。即使只是一个简单的村庄，我也想去那样搬到那里。
15678,Ugzv7TYt5oOtb4rs_Il4AaABAg,0,3 years ago,everyone in the village will do everything,村姑什么伙都要会干
15880,Ugz9ayyX_3tOrmuH04B4AaABAg,0,3 years ago,"seeing the fellow villagers, two tears wangwang",老乡见老乡，两眼泪汪汪
9888,UgzIE88I8fhnZeFZM2l4AaABAg,0,3 years ago,"congratulations to you to take the lead in the village name, and the tourists who come to teach you to teach the lost agricultural life of the mother -in -law and mother's heart and grandparentsโ€s craftsmanship",恭喜妳带头村庄的地方名，来的游客也赐教妳教的失传农业生活中的点点滴滴的婆婆妈妈心和爷爷爸爸的工艺心
15993,Ugxn53PckixC3pIVyCB4AaABAg.930lKCGRtEx933uqBGRaQT,0,3 years ago,lol...most villages people know what can eat and what can't.... don't teach them to live a life that they did for a thousand years,大声笑...大多数村庄人们都知道可以吃什么，什么不能吃。。。
16170,UgztUOUaLna89OdIc3F4AaABAg,0,3 years ago (edited),so satisfying... i love all the ingredients. she can easily open a michelin star resto with all that... and yes she is a hard worker. you can see it all in her hands. ps the bubbling broth poured on the food... yum! truly the easiest way to a man's heart is thru his stomach... hehehe she's got to be the most eligible girl in her village at one time or another. ;p i gotta try her cooking!,如此令人满意...我喜欢所有的成分。她可以轻松地打开米其林星级雷斯托（Michelin Star Resto）...是的，她是一个勤奋的人。您可以在她手中看到这一切。 PS冒泡的肉汤倒在食物上...好吧！确实，最简单的方式是一个男人的内心的肚子……呵呵，她必须一次或一次是她村里最合格的女孩。 ; P I必须尝试她的烹饪！
16213,UgxdUt-Ifh0Mthm1fwV4AaABAg,0,3 years ago,i should hv born next time in china village,我应该下次出生在中国村
16312,Ugy3_NC5BHdvi--yTEB4AaABAg,0,3 years ago,"fake chinese farmer life in china, life is hard for chinese farmers！she is a rich woman who plays a farmer in a poor village.",中国假的中国农民生活，中国农民的生活很难。
16617,UgwG6EGI9KhD1FkfuKZ4AaABAg.92t3bTvXZ7H933siaSIrUu,0,3 years ago,@yipucui2616 it is also because of the food and the village life. i am overseas chinese and i have just unsubscribed the channels regarding h.k news.,@yipucui2616这也是由于食物和乡村生活。我是海外的中国人，我刚刚订阅了有关H.K新闻的渠道。
16728,UgzcxNywUcrkbWA6AIJ4AaABAg,0,3 years ago,"oh, wow haha, she is a 2 good sake of the village 534 maker 4?",乖哦 哇哈她我们是个2好人缘故乡镇534定制造者4?
17028,UgwewJAq-bi0kAIPlpl4AaABAg,0,3 years ago,man i remember monster hunter portable 3rd. getting bamboo shoots and the music. ookh yukomo village you're forever in my heart.,男人，我记得怪物猎人便携式第三。绘画和音乐。 Ookh Yukomo村，您永远在我心中。
17040,UgyfW23zca-F4lew1cd4AaABAg.92oSyiEwCGP9307TIKgHrM,0,3 years ago,would you check out village food in sri lanka from here,您会从这里查看斯里兰卡的乡村食物吗
17109,Ugz-E_ilbLeJcTGxGDd4AaABAg,0,3 years ago,"i'd totally go to her village, have her cook for me, then have 10 babies with her",我会完全去她的村庄，让她为我做饭，然后和她有10个婴儿
14262,UgxJV8zKwbdmbungSeZ4AaABAg,0,3 years ago,her village is very beautiful.,她的村庄很漂亮。
13796,Ugz0Y2p06AeIsRovFCN4AaABAg,0,3 years ago,knya do the village sy masaanax..how to do it and the heaven almost sma good bgt definitely x ..,Knya做村庄Sy Masaanax ..如何做，天堂几乎是SMA好BGT肯定X ..
13539,Ugz-0Jc0rGBrfaApicV4AaABAg,0,3 years ago,this is a super complete live in a village,这是一个超级完整的现场直播
168,UgzIupmPtR98CBFhc2N4AaABAg.9pIZppd5kZl9ph64AYkatb,0,1 month ago,"can it be for them because it is a problem in the nineteen cultural villages? there is a chance to get more importantly, how can you let everyone",可以替他们是因为它就是要九族文化村落里面的问题吗有机会获得更重要的是你怎么可以让大家
10147,Ugweeq4sZUJKwFKEVnZ4AaABAg.99-h3UPVZiF997J1qDpw2k,0,3 years ago,where's your village? you seem like from bangladesh,你的村庄在哪里？你好像来自孟加拉国
10573,UgxiwRF7DNwf9S9wbY14AaABAg,0,3 years ago,true village here,真正的村庄
10902,Ugx73LE_CE4ZPKonTOl4AaABAg.98CJ31Wgm1E98FGQOHpYDN,0,3 years ago,"@fanyang8533 i know china is modern okay...china have skycrapers, new cars, high technologies. infact the phone i'm using is from china and the longest bridge made so far is in china. i watch chinese shows and i can see the modern places where they shoot videos. no one said china is not modern. besides i only said i admire her. you're acting like she is not chinese, as if being a villager will ruin china's reputation of being modern. she is representing traditional chinese values which you should be proud. rural doesn't mean it's not china.",@fanyang8533我知道中国是现代的...中国有天空剪刀，新车，高技术。实际上，我使用的电话是来自中国，到目前为止，最长的桥梁是在中国。我看中文节目，可以看到他们拍摄视频的现代场所。没有人说中国不是现代的。此外，我只说我很佩服她。您的举止就像她不是中国人一样，好像是村民会破坏中国的现代声誉。她代表传统的中国价值观，您应该为此感到自豪。农村并不意味着这不是中国。
10967,Ugy1k62RIPtJGwpQD1x4AaABAg.9884VUoEJVQ98CJMekac8C,0,3 years ago,may be she is from village area?,可能她来自乡村地区吗？
11121,UgxD-YarxG4DOxixQ4x4AaABAg,0,3 years ago,super. is it prepared for the whole village? the whole life of the stove is stove),极好的。它为整个村庄做好了准备吗？炉子的整个生命都是炉子）
11360,Ugxgkml3fqclasUDS1t4AaABAg,0,3 years ago,the fake village aunt is now again.,假村姑又现世了。
11454,UgwYBnPiPF97e5njuVN4AaABAg,0,3 years ago,very beautiful life in the village ... peace and beautiful .... so miss the hometown ....,村里非常美丽的生活...和平与美丽....所以想念家乡...。
11515,UgxJqkDsnWBfHTRSYCx4AaABAg,0,3 years ago,"make jealousy, and i like life in a village like that a lot of green vegetables",嫉妒，我喜欢像很多绿色蔬菜这样的村庄里的生活
11573,UgwOKaIWeB3nIXK7cUJ4AaABAg.97SYDnx5UUw9CAbfl8DjVP,0,2 years ago,primitive life in village channel to leave a comment next night,乡村频道的原始生活，第二天晚上发表评论
11996,UgzlsLnX7NOfPvQzFU54AaABAg,0,3 years ago,so want to live in the village ... cool and peaceful,所以想住在村庄...凉爽宁静
12001,Ugz_M7u0UOcXqEToEhh4AaABAg,0,3 years ago (edited),i want to go to your village. i like nature. i like cooking for life that has never been seen.,我想去你的村庄。我喜欢大自然。我喜欢从未见过的一生做饭。
12030,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9A4LieB9bCp,0,2 years ago,"https://youtu.be/p3r2vxpacti 
sri lankan village food ❤","https://youtu.be/p3r2vxpacti
斯里兰卡乡村食品❤"
12127,Ugy7b1TkyQ-OjNnPogl4AaABAg,0,3 years ago,amajing village,Amajing村
12147,UgygDQNCAFpIa-l6m3p4AaABAg,0,3 years ago,"i watch this video repeatedly not bored, village life is still natural, full of peace without conflict of dreams of almost everyone",我反复看这部视频并不感到无聊，乡村生活仍然很自然，充满了和平，没有几乎所有人的梦想冲突
12256,UgyreA4RMYHrc3UU8H54AaABAg,0,3 years ago,"dumb, chinese propaganda.
3 days in a real village at this pace, i would look at her.)","愚蠢，中国宣传。
在这个节奏的一个真正的村庄里，我看着她3天。）"
12661,UgxpBrD1zfYf9xMBHjR4AaABAg.96SjCx219yD96Vxef3OJPv,0,3 years ago,do you live in the same village as her?,你和她住在同一个村庄吗？
12724,Ugxci7c36sPVhdtbJWx4AaABAg,0,3 years ago,"the global village tastes, but there's no joke of video quality ...",全球村庄的品味，但没有笑话的笑话...
12914,UgxArqAJ9VAgoukIy5t4AaABAg,0,3 years ago,"love to buy this video of this village, the farm is making it",喜欢购买这个村庄的视频，该农场正在制作
13116,UgzkJ2R8sYghf48HNsF4AaABAg,0,3 years ago,with her money from adsense... she can build a village,凭着她的钱从Adsense ...她可以建造一个村庄
34498,UgwUYjijIU0AyriA8Pd4AaABAg,0,3 years ago,"she is the asia best village culture and organic food youtuber no one is like her, she show reality of hard work daily routine of village life no edit. she is soooooo real. luv u from india",她是亚洲最好的乡村文化和有机食品YouTuber没人像她一样，她展示了辛勤工作的乡村生活日常工作的现实，没有编辑。她是真实的。来自印度的爱情
