,cid,votes,含Chinese,含Chinese中文翻译
29785,UgzlqhVrMYyXkgz6FfV4AaABAg,0,I didn't see Chinese at a glance. Essence Essence,一眼看去没看见中文。。。
23601,UgwgH7kreNqQ2SglTfR4AaABAg.8zf5JqYJB0f8zi3c6V3I4s,0,23 Machine's worst is to watch in the city without Chinese takeaway late at night,23 machine 最惨的是在没有中国外卖的城市深夜看
29790,UgwS_4OWmelP5LMKNLh4AaABAg,0,No Chinese Comment?,没有中文的comment？
23561,UgxHlCuyWk6E1nUAukl4AaABAg,0,"Dear Chinese, please give me such a girl as a wife!!!",亲爱的中国人，请给我这样的女孩，就像妻子！！！
23558,UgxCZke1NaYBfXpBK094AaABAg,0,Vietnamese brother greeted Chinese sister,越南兄弟打招呼中国姐姐
23546,Ugye6QqngKUxgFuAhQB4AaABAg,0,I have study Chinese. But Cant Understand Language .may be chinese dialect (Chinese dialect).,I have study Chinese. but cant understand 李子柒 language .may be chinese dialect（中国方言）.
29795,UgysPWT3hN5T_0Kt81N4AaABAg.8yWFMyjqEiR8yhMxQoduwB,0,"Chinese people say that every trade must have a direct name of trust. Intelligence is not always the way if the mind is not directly. Good people live a long time. Bad habits are bad according to the days. Life is only shaking. Overflowing the boundary of chemicals and biological substances The bite, eat and destroy, do not have the word friendly, good overall images. There are many examples. Bad habits, difficult, conscious, smooth, wrong way The person who created the good blessing of the rotten, threw it to a friend. The sheet of popularity flying far away from the game. Bad, bad found, what will happen at the end of the end of the disaster?",中国人说，每个交易都必须直接名称信任。如果思想不是直接的话，智力并不总是这样。好人生活很长时间。根据日子，不良习惯是不好的。生活只是在发抖。溢出化学物质和生物物质的边界咬人，吃饭和破坏，没有友好词，整体上的良好图像。有很多例子。不良习惯，困难，有意识，平稳，错误的方式创造腐烂的好祝福的人将其扔给了一个朋友。受欢迎程度远离游戏。不好，发现，灾难结束时会发生什么？
29872,UgxyaQKn7iph9gt8wc94AaABAg.8yW1DChYmct8yYi6nRg4C9,0,I can say with confidence only one thing. The tastes of the Chinese are very different from ours),我只能自信地说一件事。中国人的口味与我们的品味大不相同）
28213,UgzpF2BcNkx0QP6lyC54AaABAg,0,You're very well! Are you Chinese or Japanese?,你很好！您是中国还是日语？
23382,UgzV-GNotIrfBoqDoVh4AaABAg,0,The fine tradition of Chinese culture can only be deeply appreciated by the Chinese people of the mainland. We must be more prosperous and strong.,中华文化的优良传统，只有大陆中国人民才可以深刻体会，加油中国人我们一定会更加繁荣富强。
23310,UgzIaXkAAlmYHpDHZrV4AaABAg.8zmPtILpokq8zzWHXYHkDR,0,"@liuwei1877 Thanks for the reply! I tried snail once, but it was from the ocean. Next time I will try the Chinese type from the river.",@liuwei1877感谢您的答复！我尝试过一次蜗牛，但它来自海洋。下次我将尝试从河中进行中国类型。
23304,UgylTLAVqKS7NKhnizh4AaABAg,0,PROUD of Ziqi !! Now I Can Comment in Chinese On YouTube Now I can play Chinese on the oil pipe hahaha,Proud of ziqi!! Now I can comment in Chinese on YouTube 现在我可以在油管上打中文了哈哈哈
30070,UgylRiFzwPFV2BUEC2t4AaABAg,0,"Two women, grandmother and grand daughter are bringing traditional Sichuan life to the entire world. I hope the Chinese people are aware and recognise the great contribution women and girls have made for their families and their nation throughout their history, because there has been appalling disrespect for girls during the one child policy. This is why 30 million men cannot find a wife, due to the widespread selective abortion of infant girls. Can the Chinese people now see the value of women?",两个女人，祖母和大女儿正在为整个世界带来传统的四川生活。我希望中国人民意识到并认识到妇女和女孩在整个历史上为自己的家人和国家做出的巨大贡献，因为在一个儿童政策中，人们一直对女孩感到不尊重。这就是为什么3000万男人由于堕胎的婴儿堕胎而找不到妻子的原因。中国人现在可以看到女性的价值吗？
23145,UgzQS2Ho6_BVHSYVni54AaABAg,0,"Very Chinese style, praise 很",很有中国风的味道，赞
23133,UgwXg_EBzPrVn1F8i2R4AaABAg.8zqL3FI2gSj8zs13FJH4yl,0,"When you make up for yourself, let's control yourself, this Chinese -style Japanese. Essence Essence Do you want to be a Japanese?",论装逼先管管自己吧，这中式日语。。。想当日本人想疯了吧？
30136,UgyWXJ06DKx-LOs2Znt4AaABAg.8yVi9OOkJYD8yVnlEIkBN4,0,"She is speaking the dialect, even some Chinese couldnt understand",她在说方言，甚至一些中国人都不明白
23067,Ugz19k2DYFgEtDw9L5Z4AaABAg.8zr_L9CpQkq8zraUxOvuQy,0,Is Chinese,是中国人
24589,UgzGYc6WH6dHQaj6PAZ4AaABAg,0,Let me add Chinese messages to you!,我来给你增加中文留言！
24608,UgxPYmry36iSDysMDcZ4AaABAg,0,Chinese like watch those video,中文喜欢看那些视频
25812,Ugwtp7ZipJNwN0JUNR94AaABAg,0,Chinese food is like poetry or painting !,中国菜就像诗歌或绘画！
25564,UgxhJ35THpnbFDk3u2J4AaABAg,0,"Ziyi's pastoral video is so beautiful, thank you for sharing. Do you want to see the pastoral life in France? I am a YouTuber in France, and I will share some of France every week. @JSSC I'm a Chinese YouTuber Who is Living in France, Happy to Share with You France CountrySide Life","子柒的田园视频太唯美了，感谢分享。大家想不想看一下法国的田园生活呢？ 我是一个在法国的youtuber，每周给大家分享些法国的日常。​@jSsc I'm a chinese youtuber who is living in France, happy to share with you France countryside life"
25349,UgzQ9CnXpFq6fLa8SXd4AaABAg,0,Great. Like the type that Chinese people cook. Chinese cuisine is wonderful. From Vietnam,伟大的。喜欢中国人烹饪的类型。中国美食很棒。来自越南
29012,Ugwp7_NKX-GP7LTaWnJ4AaABAg.8yY1Kq5XYC78yeS3u6l_yf,0,@annemai4090 She actually lives in the Southwestern China where people eat spicy food not because of coldness but for the humidity. Chinese think spicy food can keep body healthy in the humid weather.,@annemai4090她实际上住在中国西南部，人们吃辣食物不是因为寒冷而是湿度。中国人认为辛辣食物可以在潮湿的天气下保持身体健康。
25399,UgymFeZPe5LL_SJEygJ4AaABAg,0,ua then this is the channel of Vietnamese or Chinese,ua，这是越南或中文的渠道
25511,UgxryfopGDAm7IGNSDp4AaABAg,0,I know Chinese Buue,我知道中文
25546,UgwDnpsBaZ0qXCMPwcp4AaABAg,0,I love to see your video so much Chinese lady,我喜欢看你的视频这么多中国女士
25560,UgwiqYQ94HEgGCtrFbp4AaABAg,0,"Who ever wants to have such hardship the only aim is to earn more and more money so that life will be in great comfort.....
Is the Chinese culture is like that you are showing or something different?","曾经想拥有如此艰辛的人唯一的目标是赚取越来越多的钱，以使生活充满舒适.....
中国文化就像您正在展示的一样吗？"
25567,Ugw0FuQ10cwyDsqxoJV4AaABAg,0,"Wow magnificence of a lot of love for the Chinese I liked, but to cultivate Kalchizarneh",哇，对我喜欢的中国人有很多爱的壮丽，但是要培养kalchizarneh
29482,UgwYpk0F9h0FcUSd--x4AaABAg.8yWlGKQcUn78yYTldByo0r,0,"Yangkip hongtsg is impossible, and the Japanese are extremely able to speak. Hundreds of Japanese people have learned for a year and learned that Chinese is basically hello, thank you.",Yangkip Hongtsg 没可能，日本人极其没有语言才能。认识的几百个日本人学了1年中文基本只会你好，谢谢。
25625,UgwPjj6vnaxKH6BXapZ4AaABAg.8z0-YsL1sF18z04ofZbl3f,0,She is Chinese！Liziqi is from China,她是中国人！liziqi来自中国
25670,UgwF6yT_4sll3AYVTfR4AaABAg,0,"Ashti is a Chinese or Filipino wife, my Lord",阿什蒂（Ashti）是中国人或菲律宾妻子，我的主
25675,Ugx8Sg4vgrK5fGQUwgB4AaABAg.8z-Flu8MDYR8z6upReFmYU,0,She is Chinese,她是中国人
25698,UgxxWSJiwNrv5wPbMnl4AaABAg.8yzS-IrUDnk8yzV4VN9ZXs,0,"IM Chinese,I'm proud of her☺",我是中国人，我为她感到骄傲
25715,UgyMPEWWfXiRIkx7EDF4AaABAg,0,"If not for the Chinese government, China would be a wonderful place to see.",如果不是对于中国政府，中国将是一个很棒的地方。
29010,Ugwp7_NKX-GP7LTaWnJ4AaABAg.8yY1Kq5XYC78ydVzD7P1cj,0,"Lee Song The region she is from is in Northern China, I believe it snows. Northern Chinese can eat really spicy food because they help keep them warm.",Lee Song她来自中国北部的地区，我相信它会下雪。北方中国人可以吃真正的辛辣食物，因为它们可以帮助它们保持温暖。
29038,UgzVX1s3HdmhWmmILgN4AaABAg.8yXyAuH9Z1Y8yf0AXGMkPq,0,"@user-dw6rn9zh6c pay attention, there are always a lot of both May 2018 and there are still 3 videos there, and for the last month there are. ONE that the NP is growing)? Or she loves the pappis so that she constantly selects them, and how she grows up in Forest))!? Just their culture is like this. T.B.Do, see on Liz: it also squeezes calories, carbohydrates, vitamins and fats for all that is around and gives nature: vegetable and animal, it is simply apparently popular In European countries, in the USA, with us, and not just in Asia. And apparently she realizes that it will be living for us, and this is so: it is full of varieties! But the puppy, for them, like Borsuk- Superproof, even capable of treating tuberculosis with its fat. Turn to me: such a ""practical"" Korean, Japanese woman, legged, Chinese)) Whoever she is, will not miss this product !! (therefore, the little puppies are always disturbed in the video. I can’t judge: such as a culture, for Muslims shock and fu, that we eat pigs, I just think not to show, not to tell about it. If she prepares and uses everything that is in her household! And this is not honest according to her Relations towards us. Haith, I would have respected her more for honesty. I didn’t hide it particularly. Imea is a little knowledge about their culture, seeing her video and a little in my head. It’s hard to understand. Calm. By the way) By the way) by the way) I have today D.R. !!) and they gave me a puppy !! Dobermanchik)",@user-dw6rn9zh6c注意，2018年5月总是有很多两者，那里仍然有3个视频，在上个月。他们，以及她在森林中长大的方式）！！！！！！！！！！！！！！！！！！它显然在欧洲国家，在美国，与我们一起在亚洲而受欢迎。显然，她意识到它将为我们生活，这就是如此：它充满了品种！但是小狗，因为那只小狗，因为他们像Borsuk-Supphrove，甚至能够用脂肪治疗结核病。转向我：这样的“实用”韩国，日本女性，腿，中文））无论她是谁，都不会错过此产品！小幼犬总是在视频中被打扰。我无法判断：例如一种文化，对于穆斯林震惊和fu，我们吃猪，我只是认为不要表现出来，不要说出它。如果她准备并使用一切那是在她的家中！根据她与我们的关系，这是不诚实的。海斯，我会以诚实的态度更尊重她。我并没有特别掩饰。我的脑海里有点。很难理解。顺便说一句），顺便说一句），我今天拥有的），他们给了我一只小狗！dobermanchik） 。
25277,Ugwi7UG3YXUjf2FsODZ4AaABAg,0,They are all English comments. Isn't it Chinese watching it?,都是英文评论，难道没有中国人看么？
29045,UgxrxlDmInXxSqPwncJ4AaABAg.8yXxwnokw6P8yefnEZHS3m,0,"Irina Sverchkova is interesting, how do you understand? Do you know Chinese? Or just see?",Irina Sverchkova很有趣，您怎么了解？您知道中文吗？或者只是看到？
25138,UgxcWRBnJb1s0V4vHXV4AaABAg,0,Where is the Chinese army. ← _ ← Aiming at my subscription! Let them see our Chinese strength!,中国大军在哪里。 ←_←瞄准我的订阅开炮！让他们看看我们中国的实力！
29095,Ugy_rv69BA1VHfhSQsR4AaABAg.8yXqMcoFbCJ8ydyQRbHY1H,0,"My grandfather is the Kinh, but my family is originally Chinese",我的祖父是Kinh，但我的家人最初是中国人
29282,Ugz8t2kULNy_PYZZgO54AaABAg,0,"Is this winter bamboo shoot? I remember that the bamboo shoots in my hometown must grow delicious in front of the ground. It is usually very old. The variety is estimated to be different, haha. Not to mention, silently shed tears and took out the bag of snails bought by the Chinese supermarket. Essence Essence Essence",这是冬笋吗。我记得我家乡的笋必须长出地面前的才好吃，长这么大一般都很老了。品种估计不一样吧哈哈。不说了，默默的流着眼泪拿出华人超市买的袋装螺狮粉。。。。
24993,UgykG-Yypb4EG6iBiI54AaABAg.8zA389pIhAV8zS-fqn_TUM,0,"Chinese Zai, you will blindly blow, big fool",中华仔 你就瞎几把吹吧，大傻逼
24991,UgykG-Yypb4EG6iBiI54AaABAg.8zA389pIhAV8zPdHvVHW09,0,"Chinese Tsai, go. You can find a chicken. She has so many venues",中华仔 你去啊。你找得到个鸡儿。她这么多场地
24987,UgykG-Yypb4EG6iBiI54AaABAg.8zA389pIhAV8zNtKToqWEi,0,"Chinese Zai, you can pull down, I am from Sichuan",中华仔 你快拉倒吧，我就是四川的
24797,UgxMhLWVKNg2zFdgXxt4AaABAg.8zDc0v-0I9_8zFIrrgpiwU,0,Intersection Intersection Intersection … Chinese men's thoughts are just the opposite of you,？ ？ ？ ……中国男人想法刚好跟你相反
24788,UgxMhLWVKNg2zFdgXxt4AaABAg,0,"I'm a vietnamese
But especially Chinese women ❤
They are very good -looking at cooking 很","我是越南人
但特别喜欢中国的女人❤
她们做菜很好看"
24781,UgxcnBBth62vg028lN54AaABAg,0,"Without an exaggerated expression of Internet celebrities, it presents the true feelings of Chinese food culture. The old grandmother's calm smile is the true love of Li Ziyi filial piety! I like snail powder, more pink plums!",没有网红夸张的表情，呈现的是中华美食文化返璞归真的感情。老奶奶从容的笑意，是李子柒孝心大爱的真情流露！喜欢螺蛳粉，更粉李子柒！
24727,Ugyh2HXs9gQaHZ-NlZB4AaABAg.8zFKBfHSBsR8zHjZzlkJnX,0,Pat Cd Chinese village,PAT CD中国村庄
24716,UgwXWkuP13mluhoceTd4AaABAg,0,"I am Vietnamese. I really admire Chinese people and culture. Especially you, a very beautiful girl, very good at multi -talented. I really admire you. Wishing you a lot of health is always beautiful and loved by many people. Unfortunately, the Chinese government always invaded Vietnam to we haizzzz ... !! Vietnam",我是越南人。我真的很欣赏中国人民和文化。尤其是你，一个非常漂亮的女孩，非常擅长多才能。我真的很佩服你。祝您很多健康总是美丽和受到许多人的喜爱。不幸的是，中国政府总是将越南侵入我们哈伊兹兹...！越南
29481,UgwYpk0F9h0FcUSd--x4AaABAg.8yWlGKQcUn78yY7V35jgMe,0,"Learn Chinese
Learn Chinese","去学习中文
Learn Chinese"
24679,UgyNWVR-SSahabKi5014AaABAg.8zG5NlnsWzn8zHOinf0s2c,0,"“taste,the Chinese recipes show “.i think u need this channel",“品味，中国食谱显示”。我认为你需要这个频道
24671,UgyNWVR-SSahabKi5014AaABAg,0,Why she is never put ingredients at his video. I love Chinese food. But I don't know how to cooking.,为什么她永远不会在他的视频中放置成分。我喜欢中国菜。但是我不知道怎么做饭。
19155,UgyL36VAr3xFKNwipyt4AaABAg.923E6ue2Tl292Xn3-q3odd,0,"@yuesun6645 Nope, I know some Chinese.",@yuesun6645不，我知道一些中文。
92,UgwziuMcqRjJR8Id2_p4AaABAg,0,Never stop missing the Chinese food for a single day after living abroad,在国外居住的一天，永远不要停止错过中国菜
19098,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392Y3PgKjGuT,0,"Welcome to China! I don’t know how to visit Chinese little villages without knowing speaking mandarin( even so , a lot small villages can’t even speak mandarin) but still, it is muuuuch more interesting to visit small villages than big citys. I really hope to accompany you as I see you are such a lovely and positive lady",欢迎来到中国！我不知道如何在不知道讲普通话的情况下访问中国小村庄（即使如此，小村庄甚至无法说普通话），但是，访问小村庄比大城市更有趣。我真的希望陪着你，因为我看到你是一个如此可爱而积极的女士。
8927,UgxCbyMfk9KNYfGug3d4AaABAg,0,How did Chinese videos translate into Vietnamese?,中国视频是如何转化为越南人的？
8737,UgwrmIjxMTq_njJ18ox4AaABAg,0,Chinese advertising !!,中国广告！！
8799,UgwMxsYOfEanvG4KQCR4AaABAg,0,"Luosifen is a super delicious Chinese food, I 100% recommended as a Chinese.",Luosifen是一种超级美味的中国菜，我100％推荐作为中国食品。
8808,UgxL_J3NuTUn-XPqQml4AaABAg,0,I once naively thought that it was boring to go out of the wall to watch a Chinese cooking. It wasn't until I really saw her video that I knew how ridiculous I was. Essence Essence Essence Essence Essence Essence,曾经我天真的认为翻墙出来看一个中国人做菜很无趣，直到我真正的看到她的视频才知道原来自己有多可笑。。。。。。。
8814,UgxL_J3NuTUn-XPqQml4AaABAg.9Ar6BJvuMX69Az8JZPHQeF,0,@chuwanning1421 feels that many Chinese people are mixed in it. Essence Essence,@chuwanning1421 感觉不少国人混入其中。。。
8828,Ugx-R-VlzHvzVw7cU9N4AaABAg,0,"I am from Nagaland north east India and we make no differences in making curry.

We are Mongolian race and i find many similarities with the Chinese people.","我来自纳加兰东北印度，我们在制作咖喱方面没有差异。

我们是蒙古种族，我发现与中国人民有很多相似之处。"
8882,Ugw1BJloDxBX2nnDJWZ4AaABAg,0,"I'm sure that if Chinese mainland isn't blocked, she'll have 100,000,000 fans",我敢肯定，如果中国大陆没有被封锁，她将有10万名球迷
8899,UgxOBgD3fQC8I59-Qdl4AaABAg.9Ah38njXB5I9BQOJiWTyK3,0,"@User-QI5SU1YW8L Say is there a bandit of yin and ruthless? Fortunately, I will not die in the Chinese Communist Party. You can enjoy the dollar's dollar slowly.",@user-qi5su1yw8l 说起阴狠有共匪厉害吗？还好我不会死在中共国。你慢慢享受共匪的美元吧。
8905,UgxOBgD3fQC8I59-Qdl4AaABAg.9Ah38njXB5I9BcRDv8JRhp,0,"@User-US5EC5EV4H I can't read what comments are. As long as you are not attacking you in charge? Who do you think you are? This is the United States, not your bandit old nest. You should go back to the Chinese Communist Party.",@user-us5ec5ev4h 我看什么评论什么还轮不到你管。只要不是人身攻击你管的著吗?你以为你是谁?这里是美国不是你共匪老巢。是你应该滚回中共国。
8906,UgxOBgD3fQC8I59-Qdl4AaABAg.9Ah38njXB5I9BcTnz3-pGr,0,"@User-US5EC5EV4H is actually you who come to the wrong platform. You shouldn't go over the wall to send a video. Don't you know if you turn over the wall in the Chinese Communist Party? Watching Li Ziyi's video should go to Youku.com, not YouTube. Youtube is used for free and democratic countries.",@user-us5ec5ev4h 其实是你们来错平台了。你们不该翻墙发视频。在中共国翻墙是犯法的你不知道吗？要看李子柒的视频应该去优酷网不是YouTube。 YouTube是给自由民主国家用的。
8915,UgxOBgD3fQC8I59-Qdl4AaABAg.9Ah38njXB5I9CofPpBAyhI,0,"@yonglu5864 It seems that the United States is that the United States is already in the past. Yeah, the United States has stinky American guys, like good babies, good babies, you, you know, you know that you have all the people of the five -eye alliance.ๅ่ฃ็—ๅ‘€ๅ“ๅ“ๅ“ๅ’ฉๅข่ช็”ฑๆฐ‘ไธปๆ‘ๅ“ไธ€ๅพไธ็จ€็ฝ•ไฝ ้พๆๅ•ฒ่ชๅทฑไบซๅ—ๅค ๅๅผทๅ ๅจๆ‘ๅ“่บซไธๅ‘ขๅ•ฒ็ฒพ็ฅๅ่ฃ็—ๅผ็ๆฐ‘ไธป่ช็”ฑ็ไฟ็ฌ‘็”ฉๆ‘ๅ“ๅคง็่ฌๅขๅ้่ผฏๆ‘ๅ“ๅ””ไฟIeleums are so imposed. ้ข  The logic of the three barbaric bandits to force the plunder of the devil -like ugly politicians who plunder the wealth of Chinese corporate corporates.",@yonglu5864 好似美国就是美 已经系过去式 你能够喺美国咪靠啲贪官富二代三代卷走晒 中国人的血汗钱走佬去美国 叹世界 仲要嚟评击中国 边个稀罕你啲臭美国佬呀美国得你喺臭美国佬嗰度好似好巴闭 你好巴闭 狗嚟㗎 你唔知你特朗普 蓬佩奥 仲有啲五眼联盟全部啲人都系痴线佬嚟慨神经质呀精神分裂症呀哈哈哈 咩嘢自由 民主 我哋一律不稀罕你钟意啲 自己 享受够冇 强加在我哋身上 呢啲 精神分裂症式的民主自由 真系笑甩 我哋大牙 讲嘢冇逻辑我哋唔系文盲啦唔好强加呢啲颠三倒四野蛮土匪逻辑 强占 掠夺中国人企业财富的魔鬼式丑恶的政治黑手 我尊重 有教养的人 对那些精神病掠夺者 一万个 鄙视
9031,UgzhzWVbJJOaHS4REKt4AaABAg.9AX5_LiL_FU9AhVms8RgbE,0,"Ira k 
Good points thank you. Honestly I havenโ€t been to India or Russia and my observations were totally based on my personal impressions. What I really wanted to present was an interesting difference in attitudes towards life, and my own understanding to a traditional Chinese lifestyle. And I understand there are such differences and similarities between every two cultures. Thank you for pointing out.","艾拉·K
好点谢谢你。老实说，我没有去过印度或俄罗斯，我的观察完全是基于我的个人印象。我真正想提出的是对生活的态度和对中国传统生活方式的理解的有趣差异。我知道每两种文化之间存在这种差异和相似之处。谢谢您指出的。"
9744,UgzmRCZhMiZKFdT6dHR4AaABAg,0,"Who uploaded the Vietnamese translation that was so brave ... It would be better not to insert Vietsub, but all the miscellaneous notes could translate a Chinese word that looked hate !!",谁上传了如此勇敢的越南翻译……我宁愿不插入越南卷，但是所有的杂项笔记都可以翻译一个中文的单词看起来仇恨！
9043,UgzhzWVbJJOaHS4REKt4AaABAg.9AX5_LiL_FU9B6KTaf_ef4,0,@bozhoujin5925 we already know that u Chinese people eat humen foetus,@bozhoujin5925我们已经知道你们中国人吃了荷门胎儿
9050,UgzhzWVbJJOaHS4REKt4AaABAg.9AX5_LiL_FU9BOM7k3tiSJ,0,Most of our Chinese like to persuade the peaceful life and never have the ambition for the politics.,我们的大多数中国人都喜欢说服和平生活，而从不对政治有野心。
9204,Ugztg3AWD6dCH_KutUp4AaABAg.9AMNSj7YvIf9Bciqhi-IIu,0,"@yonglu5864 Don't say, just like you alone, do you do nโ€t know what Chinese people do you say? Do nโ€t know what the CCP has a wall without a wall without the brainwashing of Falun Gong? Do you really know nothing? What is the ultimate shady party? It seems that only Falun Gong knows that the truth will not be inverted without this wall. Because he knows who is brainwashing than you?",@yonglu5864 不要说的就你一个人聪明的样子 你所说的那些东西国人会不知道吗 不要把法轮功的洗脑搬出来说 什么中共设置了墙 没有墙就不知道了？父辈们真的什么都不知道吗？什么究极黑幕 党内相争好像只有法轮功知道真相没有这堵墙中共就会倒掉 然而事实是就算你把vpn软件免费发放给年轻人大多数人只会用来打游戏 上年纪的人根本就不想用因为他懂得比你们多 到底是谁受了洗脑？
9221,Ugztg3AWD6dCH_KutUp4AaABAg.9AMNSj7YvIf9BteKJW9FvD,0,"@Liveinxinjiangjiang Ziang4129 adds one. At the beginning, I still justified them. Now, I am foolish, I am really drunk. Saudi Arabia is well translated into Chinese in order to express politeness. Essence

Li Ziyi wanted to hit someone.","@liveinxinjiangjiang4129 加一，刚开始还跟他们讲道理，现在就是，算了傻逼，

李子柒听了想打人。"
9259,Ugxy85K5Mi8BE4sS24l4AaABAg,0,"Support Ziyi, spread Chinese culture, the most popular blogger overseas.",支持子柒，传播中国文化，海外最火博主。
9472,UgztmAygj-KTdne8EuF4AaABAg,0,"In order to eat a bowl of snail lion powder, it is so troublesome, I might as well eat Chinese trench oil.",为了吃一碗螺狮粉，这么麻烦，我还不如吃中国地沟油了呢
9513,Ugz3g7bqRt3Us-xx7mN4AaABAg.99zv4hIeBrk9ALHoeTvDxv,0,Overseas Chinese?,华侨吗？
9516,Ugz3g7bqRt3Us-xx7mN4AaABAg.99zv4hIeBrk9B1FrtOR-5q,0,"Yeah, then you write well in Chinese, the grammar is basically okay",呀，那你中文写的很不错啊，语法基本没问题
9518,Ugz3g7bqRt3Us-xx7mN4AaABAg.99zv4hIeBrk9B2dbXmFUpY,0,Your Chinese is great,你的中文非常棒
9520,Ugz3g7bqRt3Us-xx7mN4AaABAg.99zv4hIeBrk9BNQ08z6MWC,0,Chinese can haha,中文可以哈哈
8698,Ugx5mVKTOTBK3yXI8Sd4AaABAg.9B1ZVke3cOv9BJARzKROrP,0,"@haneenng9977
I knew his Chinese Talaat","@haneenng9977
我知道他的中国塔拉特"
8693,UgxbQNuvWk_2p96XOCF4AaABAg.9B1t7pcqM_W9B3-TJGzZCA,0,"Yes, and the Chinese economy is preparing to collapse for 30 years, the people at the bottom are miserable, and the power government ignore human rights. Please do not believe that China is a big country, and the strongest country in Asia is India.",是的，而且中国经济准备再崩溃三十年了，底层人民苦不堪言，强权政府罔顾人权，请不要相信中国是个大国，亚洲最强的国家是印度。
8517,UgzwW9uvzmLkAdY9m2F4AaABAg.9BGNpM53jDa9CPlZKibnRI,0,"She's Chinese, not Japanese...",她是中国人，而不是日语...
8438,UgxoCakenAE-rmBEY8V4AaABAg,0,The Chinese characterized by their strange meals,中国人以奇怪的饭菜为特征
6334,UgyfT3MvDCRzrYhzwXR4AaABAg.9EsZBEEQw_u9EshNwEMx-D,0,Chinese virus*,中国病毒*
6558,UgwCQfXuE0UPH4GZxel4AaABAg,0,"Your Chinese vegetables are very spicy, we can't eat it",你们中国的菜都很辣的，我们吃不了
6567,UgxfOs9n3ow-3HalRTZ4AaABAg,0,Is there any Chinese not eaten?,有什么中国人不吃的吗
6568,UgwDhQ1XiQAuGXUQdzh4AaABAg.9Ef_mbTH4-09EhMoEw_SuU,0,She's Chinese,她是中国人
6605,Ugy3xkTYxlTAID94IdJ4AaABAg.9EeYlTw0XI49FyHZ9FMUrf,0,"Poor Chinese people can never change the habit of bragging, this is the inferiority in their bones",可怜的中国人永远改不掉吹牛逼的习惯，这就是骨子里的自卑
6609,Ugy3xkTYxlTAID94IdJ4AaABAg.9EeYlTw0XI49G7l4LYXY-O,0,@ENOCHSUPERSTAR572 It seems that your mother is a Chinese pastoral dog. No wonder Chinese characters are so slippery and dare not admit that they are Chinese.,@enochsuperstar572 看来您的母亲是中华田园犬，怪不得汉字打这么溜还不敢承认自己是中国人，原来是不配啊hhh
6612,Ugy3xkTYxlTAID94IdJ4AaABAg.9EeYlTw0XI49GRURVr3pCA,0,@XDIDACT8014 is so poor that the Chinese are disgusting,@xdidact8014 真可怜 中国人让人恶心
6614,Ugy3xkTYxlTAID94IdJ4AaABAg.9EeYlTw0XI49GTxYFHC4eO,0,"@ENOCHSUPERSTAR572 Then don't you speak Chinese, why don't you speak English so proudly, cerebral palsy, international students see you like a fool, phenylite urine dead mother's stuff is really funny,",@enochsuperstar572 那你别说汉语啊，这么骄傲的你干嘛不说英语呢，脑瘫玩意，留学生看你像看傻子，苯丙酮尿症死妈玩意真好笑，
6765,Ugw86XqsLMtawyiH_zh4AaABAg,0,This is a Chinese comment. I show that I am Chinese and Taiwanese. Taiwan โ€s independence pornography rolled away,这是中文评论，我表明，我是中国人，也是台湾人。台独的乐色情滚开
6979,UgxUX9qzTZJAaIpI91R4AaABAg,0,Chinese girlโค๏ธ,中国女孩❤️
7137,UgzD9R3dIzVhBOu6HH54AaABAg.9DOH6F70HW09EAO-ALmBUM,0,"@user-so2kp4ey8s I don't speak Chinese @@,please, can u write English?",@user-so2kp4ey8s我不会说中文@@，请你写英语吗？
7301,UgyWyaoxbaUDVSDy6iR4AaABAg,0,She introduces the Chinese food to the whole world!!,她向全世界介绍了中国菜！
7387,UgwPGq0QDyhuNfBVhQd4AaABAg,0,Fuck the mother of the Chinese race. Cut the stir -fried bamboo shoots into bamboo shoots.,他妈的中国种族的母亲。将搅拌的竹芽切成竹芽。
7701,Ugzk2TwDQ69AK_NopuR4AaABAg,0,"Like watching Chinese people cook

Causing the food to become more valuable","喜欢看中国人做饭

使食物变得更有价值"
7706,Ugzf8ZLOXYz3ydd72g54AaABAg,0,I like Chinese girls.,我喜欢中国女孩。
8155,Ugwry3ONY0R-Tspj_4B4AaABAg,0,Chinese & Japanese dis,中国和日本人
8201,UgwgYOQMA4PIBxEITlZ4AaABAg,0,Vietnam Sem Chinese cuisine like for me,越南SEM中国美食对我来说很喜欢
8267,UgwwM9LWhwd83Gn3KId4AaABAg,0,"Great video, please support my fellow Ms. Xiaoye. I am a psychologist who uses ancient Chinese Book of Yijing , fengshui and astrology to answer people's psychological and practical questions. Friends in need can add my WEchat --haodaifu2015",很棒的视频，请支持我的小姐女士。我是一位心理学家，他使用中国古代伊扬（Yijing），风水和占星术书来回答人们的心理和实用问题。有需要的朋友可以添加我的微信-Haodaifu2015
8285,Ugz8uvFylC4e5QKnJTJ4AaABAg,0,Chinese but can't speak Chinese..here i am๐คฃ,中文但不能说中文..我在这里
8388,UgxKReoPpYE0TkSfBLx4AaABAg,0,"Stop lying to the world, in reality, Chinese even are not allowed to use YouTube.
She is a propaganda of the evil ccp , donโ€t get fooled!","实际上，不允许中国人使用YouTube。
她是对邪恶CCP的宣传，不要上当！"
