,cid,votes,含Chinese,含Chinese中文翻译
52865,UgyPtSCSjH1mCfKP52x4AaABAg.8qlJlbWN48C8qlRA_UWD9R,0,"That was the green one ""What beans are like coouts if you're cooked, maybe in Taiwan/ Chinese land there are many?",那是绿色的：“如果您煮熟的话，什么是豆类，也许在台湾/中国土地上有很多？
40443,Ugw7ROfxk9M_6Ex4nlB4AaABAg,0,"Young people in contemporary China should return to their own culture. Modern Chinese young people have more than westernized, and they have reached the point of flooding. Those who have conditions must return to their parents, grandparents, and put those traditional craftsmanship. The customs, diet inheritance, these are our identity passwords, the imprint of our thousands of years of historical culture, and the foundation that we distinguished from others.",当代中国的年轻人，更多的应该回归自己的文化，现代的中国人年轻人西化有余，已经到泛滥的地步了，有条件的一定要回到自己父母，爷爷奶奶身边，把那些传统的手艺，习俗，饮食继承下来，这些都是我们的身份密码，是我们几千年历史文化的烙印，是我们区别于其他人的根本。
40932,UgyS7CAxyKsDRGcS4214AaABAg.8s3nojrjAaN8s3wC6lbxGg,0,"https://liziqi.tmall.com/ This is her flagship store in a Chinese top online retailer. However, you should know that the business is very very very big, she cannot cook or made all these products by herself. Most of the products are from authorized outsourcings. And even if you buy, I am not sure if these foods will suffer problems from mail systems or customs since you are in the EU. The best way is to go to Sichuan and you will definitely get a chance to have dishes and snacks as she made, and enjoy beautiful sceneries there.",https://liziqi.tmall.com/这是她在中国顶级在线零售商中的旗舰店。但是，您应该知道，业务非常非常大，她不能自己做饭或制造所有这些产品。大多数产品来自授权外包。即使您购买了，我不确定这些食物是否会遇到邮件系统或海关问题，因为您在欧盟中。最好的方法是去四川，您肯定会有机会在她制作的菜肴和零食，并在那里享受美丽的风景。
40972,UgztubAISfp9k-NX4RR4AaABAg,0,Chinese Cinderella,中国灰姑娘
49926,Ugxe615CdwqiUSzcNxp4AaABAg,0,Happy Chinese Year!!,中国年快乐！！
40410,Ugz1cqU60G6Yp40M6Mx4AaABAg,0,"The food looks amazing , I've never correlated the raw ingredients with Chinese food.. i don't like heavy food . When i see her cook with grace down to picking the foods from a tree or ground it really lights up my curiosity for more culture taste testing , eating sushi does not make the cut",食物看起来很棒，我从来没有将原料与中国食物相关联..我不喜欢重物。当我看到她的恩典烹饪以从树或地面捡起食物时，它确实点燃了我对更多文化口味测试的好奇心，吃寿司不会削减
40403,UgydeOYX1Xd5wejEntd4AaABAg.8sMEIDfoSkB8sQsQJY3Dpm,0,"@islandfolk2283 She said that the scene was filmed at her home in her village. As you pointed out, the program is about food. She used ingredients such as freeze dried strawberries and marshmallows in one of her dish. I don't think the Chinese had even seen them until a couple decades ago, even her grandma might have never heard of them. I still believe it is just a SHOW. If you have even been to the villages in China, you will know how do they really look like, and what kinds of food they are eating. I really hope all mankind on earth would live like in the place like in the video describes and have plenty of food to eat, but sadly, in reality, it is far from it.",@Islandfolk2283她说，现场是在她村庄的家中拍摄的。正如您指出的那样，该计划是关于食物的。她在其中一道菜中使用了冻结干草莓和棉花糖等成分。我认为直到几十年前，中国人甚至都没有见过他们，甚至她的祖母也可能从未听说过。我仍然相信这只是一场演出。如果您甚至去过中国的村庄，您将知道它们的真实是如何，以及他们正在吃什么食物。我真的希望地球上的所有人类都会像视频描述并有很多食物可以吃的地方一样生活，但可悲的是，实际上，它离它很远。
52864,UgyPtSCSjH1mCfKP52x4AaABAg.8qlJlbWN48C8qlR4xpR1lc,0,@liemmeying795 wow.. nice to see u. do u can understand Chinese language?,@liemmeying795哇..很高兴见到你。你能理解中文吗？
40396,UgxK2yiTiZwzzBjhNlN4AaABAg,0,"I've got sweets and dried meat like nougat as Chinese souvenirs. Pon confectionery is called ""bomb confectionery"" in Japan. In Japan, the uncle came around like China, and the children seemed to bring rice and have them bon! Rice Puff May Be UNIVERSAL SNACK",我有糖果和干肉，例如牛轧糖，如中国纪念品。 PON糖果在日本被称为“炸弹糖果”。在日本，叔叔像中国一样来了，孩子们似乎带来了米饭，并给他们带来了bon！米粉可能是普遍的零食
41884,Ugw0UIdkrv99HrXY7HJ4AaABAg.8rqqQHwMkz98rr4W1yctSW,0,Because this is the cultural output of our Chinese ... The foreigners see a stunned all saying that [Fairy of Paradise],因为这就是我们中国的文化输出……老外看的一愣一愣的都说【天堂的仙女】
50338,Ugy2E7tLR7NUBiDtIFh4AaABAg,0,She preparing candies and snack for Chinese New Year. She is giving away the candies and snack to her fans in Weibo.,她为农历新年准备糖果和小吃。她正在将糖果和零食赠送给微博的粉丝。
52295,UgyBW603Ou7WGDkqdQx4AaABAg,0,"过 This is the real Chinese New Year
I really want to go to your house as a guest! Eat the snacks!","
好想去你家做客！把零食吃光！"
50058,Ugzth39ya6pGPbUbBNR4AaABAg,0,Happy Chinese New Year to everything!,春节快乐，一切！
42593,UgxZgsCTe9LlvwnPZk14AaABAg.8raDLSDxfW_8raPSByrvm9,0,ENRELIE's Chinese is very good.,Enrelie 你的中文很好啊。
39899,UgzFelGcvzLUs6aShFN4AaABAg.8shEw-AA99G8sisSm7xzZM,0,Schuyler Woodard sheโ€s Chinese and sheโ€s presenting homemade Chinese traditional food or snacks.,舒勒·伍德德（Schuyler Woodard）她是中国人，她正在介绍自制的中国传统食物或小吃。
52663,UgxKR6j-BnVQUMOflwp4AaABAg.8qlKyCmrdty8qlX2CukU_2,0,Those snacks she made for visiting relatives or friends serve. Chinese Lunar New Year is coming soon. 5 Feb 2019,她为来访亲戚或朋友提供的那些小吃。中国农历新年即将到来。 2019年2月5日
50127,UgysgogskphQps22aVx4AaABAg,0,Happy Chinese New Year,农历新年快乐
42614,UgyHluRISGHCHMSvTdh4AaABAg,0,It feels like this is what my grandmother will do during the Chinese New Year. Now no one is preparing for New Year's goods like this. Maybe this is why the taste of the year is getting lighter ...,感觉这是我外婆过年才会做的事情，现在已经没有人这样准备年货了，或许这也是为什么年味越来越淡的原因吧……
42682,UgxtJz4EUs6mM_Irxxl4AaABAg,0,"Usually, people who don't eat Chinese food. But watching you do and feel like eating
The lakes are very cute.","通常，那些不吃中国食物的人。但是看着你做的，感觉就像吃
湖泊很可爱。"
49900,Ugz22MW8TKYGnNwGkrp4AaABAg.8qluGgQvzZJ8qlw1WT_kTG,0,"In Chinese, there is a precise word describing your state:",再中文里，有一个精准的词形容你的这种状态：馋
52612,UgxssQDo8FrXzH9inIR4AaABAg.8qlLAEYKcIW8qpiGovIY26,0,this Chinese new year food。,这种农历新年食品。
50314,UgxjCjn7I9okRNal3ON4AaABAg.8qll-kaBmWF8qloZ9Q4bRp,0,But she is actually Chinese……both countries use Chinese characters(or kanji),但是她实际上是中国人……两国都使用汉字（或汉字）
49501,UgxCiJWaZMDG4f18zZ14AaABAg,0,Happy Chinese New Year! Amazing Gorgeous as Always :),农历新年快乐！一如既往的惊人华丽:)
39787,UgxteChedSVTGoPEw8p4AaABAg,0,Is it a movie Chinese like Oh Little Forest?,这是一部像哦，小森林的中文吗？
42809,UgysGxgQ5Ehy45ioJZ14AaABAg.8rX2wKoQhq08rlGWwbi-SZ,0,"Where does Zijun E, where do you follow? What is ""traditional diet""? The Chinese eating habits have been constantly changing. Which period do you mean?",子俊鄂 都哪跟哪啊？何为“传统饮食”？中国人饮食习惯一直在不断改变，您指哪个时期？
39773,Ugz4EmMvLwQlq6YmkzV4AaABAg.8skG9d9VWSe8su0tJFkIbl,0,You speak Chinese very well!,你的中文说的很好！
39772,Ugz4EmMvLwQlq6YmkzV4AaABAg.8skG9d9VWSe8srewAmsJaZ,0,Your Chinese looks so hard,你的中文看起来好生硬哦
42810,UgysGxgQ5Ehy45ioJZ14AaABAg.8rX2wKoQhq08rmQjahD04G,0,"This is called folk culture, not Chinese traditional culture",这叫民俗文化，不叫中华传统文化
50705,UgwloVTspppeersPrGp4AaABAg,0,Happy Chinese new year 's the name of the background music?,农历新年快乐
42531,UgzQwUM0YcpXH3pGaVt4AaABAg,0,This is SO BEAUTIFULLY filmed! Everything is gorgeous! Including the puppies and lamb! Such beautiful Chinese traditions and special rustic village life!! I'm subscribing to your channel!,这是如此精美的拍摄！一切都很漂亮！包括幼犬和羔羊！如此美丽的中国传统和特殊的乡村生活！我正在订阅您的频道！
52960,UgxmIR5buVHcjEeFB_B4AaABAg.8qlJU1gyc6t8qlOHBGOv3E,0,Chinese New year,中国新年
50122,UgxW0tysuZSCMUcrKVh4AaABAg,0,Happy Chinese new year！,农历新年快乐！！
52681,Ugw68mCgLbyKR8RCDAp4AaABAg,0,They say the Chinese are poorly preparing the fishing dates in FIG.,他们说，中国人在图2中准备捕鱼日期很差。
49561,Ugy6UV-YdSNIcw2NnCx4AaABAg,0,"Kongsi Fat Choi ,, Ni Hao Li Ziqi ,,, Happy Chinese New Year ... Congratulations Chinese New Year ,,, I always look forward to the latest video with your grandmother ... Greetings and Love from Indonesia",Kongsi Fat Choi，Ni Hao Li Ziqi，在农场新年快乐...恭喜农历新年
49545,Ugw1U6RKW00kys1ccXB4AaABAg.8qm4-9HK7Wc8qmE3tbJlm1,0,"Foreigners are fascinated, and the Chinese let Xianguang read no messages, I guess!",外国人着迷了，中国人就让贤光看不留言，我猜得啦!
42081,UgzHwH53ve_D6Tly_Nh4AaABAg,0,"Just wondering..., there are definitely diff puppies each year in all the various videos since she's been posting these (see May 27th 2018, another one in the 2017 videos & now two more different puppies here in 2019 etc.. for example) and you never see affection shown for them in ANY of the videos that I have seen so far....
I know that most of the Chinese people still eat dog meat at least once a week (some much more often) do you know if the diff puppies ever make it to being pets? During the timeframe that the videos have shown the puppies in the earlier videos they are never are shown growing older....very troubling for people in the west that love them like family members. Anyone seen any videos of the puppies from May 2018 or the one in 2017 being older or currently alive with her?","只是想知道...自从她发布这些视频以来，所有各种视频中肯定有Diff幼犬（请参阅2018年5月27日，2017年视频中的另一个，现在在2019年在这里有两只不同的幼犬等。例如）而且，您从来没有看到我到目前为止看到的任何视频中对他们展示的感情。
我知道，大多数中国人仍然每周至少每周吃一次狗肉（有些人更频繁）您知道diff幼犬是否曾经成为宠物？在时间范围内，这些视频已经在早期的视频中展示了这些幼犬，它们从未显示出年龄的增长。...对于像家人一样爱他们的西方人非常困扰。有人看过任何关于2018年5月的幼犬的视频，还是2017年的幼犬视频，或者现在与她一起活着？"
49534,Ugw1U6RKW00kys1ccXB4AaABAg,0,"Why not in the world of Chinese, admire",为什么不是中文的天下，佩服
42089,UgzHwH53ve_D6Tly_Nh4AaABAg.8rmDL9sXIBN8ruuIFDbD6o,0,You are so innocent to say most Chinese eat dogs!,您是如此无辜，可以说大多数中国吃狗！
42090,UgzHwH53ve_D6Tly_Nh4AaABAg.8rmDL9sXIBN8rv-GYFL6zM,0,"@islandfolk2283 It is what the Chinese press says! You can see the information (and pictures) from CHINESE reporters and News sources, here & all over the internet: 
https://www.dw.com/en/chinas-dog-meat-festival-its-a-man-eat-dog-world/g-18535808
As many as 10 million dogs are believed to be killed for their meat annually in China, with up to 10,000 killed for the Yulin festival, according to the Washington-based Humane Society. While much of the meat comes through legitimate farms, many dog slaughterhouses are run privately and secretively to avoid scrutiny by food-safety inspectors. 
All you have to do is google ""Chinese eat dog"" and read and see a myriad of videos and articles like this one from their South China Morning Post: https://www.scmp.com/news/hong-kong/community/article/2113704/eating-dog-meat-china-might-only-be-annual-affair-why-does . so sad...... They say that many urban people are no longer eating dog meat daily (mostly a rural mindset now) still the fact that they (as a country) still celebrate eating dogs at that terrible Yulin Dog Meat festival that they beat them and torture them before killing them (they say the adrenaline released during the torture improves the taste of the dog meat) is disturbing to people that love dogs as part of their families.","@Islandfolk2283这就是中国媒体所说的！您可以在此处及其互联网上查看中国记者和新闻来源的信息（和图片）：
https://www.dw.com/en/chinas-dog-meat-festival-is-a-man-eat-dog-world/g-18535808
据总部位于华盛顿的人道协会称，据信每年在中国每年有多达1000万只狗因其肉而杀死10,000只狗。尽管大部分肉来自合法的农场，但许多狗的屠宰场都是私下和秘密地运行的，以避免受到食品安全检查员的审查。
您所要做的就是Google“中国吃狗”，然后阅读并在中国南方早晨观看无数的视频和文章：https：//www.scmp.com/news/news/hong-kong/community/文章/2113704/饮食狗 - 少女 - 少年时代的恋人。很难过……他们说，许多城市人不再每天都在吃狗肉（现在主要是乡村心态）仍然是，他们（作为一个国家）仍然在那个可怕的Yulin狗肉节上庆祝吃狗他们在杀死他们之前殴打他们并折磨他们（他们说在酷刑期间释放的肾上腺素可以改善狗肉的味道），这让爱狗作为家庭的一部分感到不安。"
42505,Ugzpp9uOvHCG6uRSYJR4AaABAg,0,Chinese Cinderella),中国灰姑娘）
42093,UgzQk2-L5ZDqRB1sDwN4AaABAg,0,How do Chinese people use the YouTube?,中国人如何使用YouTube？
42130,UgyjRFNv6f5avcOfYQt4AaABAg,0,Is this a lake candy in Chinese legend?,这是中国传奇中的湖糖果吗？
42180,UgwCEGTdFr83IH0c0X54AaABAg,0,What a beautiful video with happy background music ! can we have a short video from Chinese Spring Festival !!! what a fantastic place ! :),带有快乐的背景音乐的美丽视频！我们可以在中国春节有一个简短的视频！！！真是一个很棒的地方！ :)
42302,Ugz__zMM3mNpBBOhq2l4AaABAg,0,I gotta move to that place *starts learning Chinese,我要搬到那个地方 *开始学习中文
49518,UgyS_wCl83HnQY_dt0J4AaABAg,0,I would like to have a box full of Chinese treats,我想给一个装满中国零食的盒子
42417,UgzFWdCP9XFdL0FrHJh4AaABAg,0,"This one is prepared to receive Tet guests, right? Who knows Chinese translation vs",这个准备接待TET客人，对吗？谁知道中文翻译与
47104,UgxZmLzgSu6N67zDyD54AaABAg.8qpzniBVj1S8qrGWGO_IOk,0,"@christiannugraha1011 Like, bro, how do you think she created this video and posted it on Youtube? She probably used a VPN. If she can post videos here, she can obviously watch AlmazanKitchen. My girlfriend and many of my friends are Chinese. Me and my girlfriend love to watch AlmazanKitchen videos together, because we're big into food and cooking videos.",@ChristianNugraha1011喜欢，兄弟，您如何看待她创建此视频并将其发布在YouTube上？她可能使用了VPN。如果她可以在这里发布视频，那么她显然可以观看Almazankitchen。我的女朋友和我的许多朋友是中国人。我和我的女友喜欢一起观看Almazankitchen视频，因为我们喜欢食物和烹饪视频。
48967,Ugwg5myuB1bHCQFYdnB4AaABAg,0,"Happy Chinese New Year. Love you , Be safe and have a great new year. Thank you so very much.",农历新年快乐。爱你，安全，新年快乐。非常感谢你。
49064,UgzKIgW2SGYcxBO2BI54AaABAg,0,How much is Chinese girl who takes care of Vietnam?,照顾越南的中国女孩多少钱？
48100,UgzQ0ZHjeB3O_R4NCvV4AaABAg.8qnTOIGXokZ8qqKYE7Tqr8,0,"@Chihacthien-gs9lk is also Asian ""Happy Lunar New Year"" on Weibo by the people who are cursed by the people because it must be ""Chinese New Year"", so I think Vietnamese people should also show a little patriotic attitude, by using it. Tet Holiday for example.
PS, though serious, but the culture creates the country, from everyday words. Small, as on the world map they write ""East Sea"" is the sea ""South China"", and that is the issue of sovereignty, right? I am not very political, but even though I am very admiring Chinese culture, like to listen to Chinese music, watch Chinese movies, read love language, watch Happy Camp, love Luo and Hoa Than Vu. But that is only a good aspect that we see. If you have seen some Chinese films about the Vietnamese border war, you will see the filmmaker misrepresented and made your country (no matter how bad he won) and China lost in the English position. How is Hung. It is just a movie, not to mention education or economics. So hope you sympathize if you seem serious the problem. ♡ (∩o∩) ♡ I just want to be honored in China and Vietnam.","@chihacthien-gs9lk也是亚洲人
PS虽然很严重，但文化是用日常言语创造的。小规模，就像世界地图上一样，他们写着“东海”是“中国南海”，这就是主权的问题，对吗？我不是很政治性，但是即使我非常欣赏中国文化，喜欢听中文音乐，看中文电影，阅读爱情语言，观看快乐的营地，爱情lu和hoa，而不是vu。但这只是我们看到的一个好方面。如果您看过一些有关越南边境战争的中国电影，您会看到电影制片人歪曲了陈述，并使您的国家（无论他赢得多么糟糕）和中国在英国职位上迷失方向。这只是一部电影，更不用说教育或经济学了。因此，如果您似乎很严重，希望您同情您。我只想在中国和越南获得荣誉。"
47839,UgwQGRMmZfVij7firKt4AaABAg.8qnrFsrYv518qolURSLykx,0,"Don't worry about puppies. In rural China, dogs play guards rather than pets. So the Chinese should not let them eat too much, lying on the ground and getting fat. Instead, the state of fullness at seven o'clock can improve the dog's dependence and loyalty to humans. In cities, more and more pet cats stop catching mice because humans feed them too much. It only accelerates their instincts.",不要担心小狗。在中国农村，狗扮演守卫而不是宠物的角色。所以中国人不要让他们吃得太多，躺在地上变胖。相反，七点饱腹感的状态可以改善狗对人类的依赖和忠诚。在城市中，越来越多的宠物猫停止捕捉老鼠，因为人类过多喂养它们。它只会加速他们本能的退化。
46341,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rU7p6f5b1m,0,"@lilySing766 Don't talk about slavery, if the Communist Party really makes us try it, you can try it. Who would have money to rebel? Crazy? The blood nature of the Chinese only awakened when it was forced to, but this is not a slavery. Is the rebellion the last choice to understand? Do you want to see China like France now? Cangtian has the dead yellow scarf? Is that farmers understand when they can't eat meals?",@lilysing766 别乱说什么奴性，，要是共产党真让我们吃不上饭你试试，中国人有钱谁去造反？疯了把？中国人的血性是在迫不得已的时候才会觉醒的，但这可不是什么奴性，造反是最后的选择懂吗？难道你希望看到中国像现在的法国一样？苍天已死黄巾当立？那是农民吃不上饭的时候懂吗？
46384,UgzheQh3lqKH1EvFUZZ4AaABAg.8qv-xnvCyIE8qyqPMmDnQB,0,"@mjt4789 https://www.youtube.com/watch?v=QUJz0mYS6Ow&t=160s

Look at the pinned comment. If you put it on google translate, it says this, ""Hello everyone, here is the official authorized channel of Li Zi Qi's overseas YouTube distribution. Thank you for your love and support for the channel and the children. We will promptly send the most exciting content to everyone, and hope that everyone can continue to like and support Li Zi Qi. And the official channel, share it with friends around you, share this pastoral artistic life with everyone, and share our excellent Chinese traditional culture with foreign friends. Thank you all, we continue to work harder~""","@mjt4789 https://www.youtube.com/watch?v=qujz0mys60＆t = 160S

看看固定的评论。如果您将其放在Google翻译上，它说：“大家好，这是Li Zi Qi的海外YouTube发行的官方授权渠道。谢谢您对频道和孩子的爱和支持。我们将立即发送最多的发送对每个人都令人兴奋的内容，并希望每个人都可以继续喜欢并支持李Zi Qi和官方渠道，与周围的朋友分享，与每个人分享这种牧师艺术生活，并与外国朋友分享我们出色的中国传统文化。谢谢大家，我们继续努力工作〜”"
47820,UgzXdqHJLYtQEpEbdyx4AaABAg,0,"when I began seeing Li Ziqi latest video, it read 1,183,628 views and I saw it 2X and 20 minutes later it read 1,185,748 views, that says something about how we who have subscribe to her channel want to see her latest video so much, OH! and in less than 22 hours she has 1,185,748 views, that is amazing. \( >_<)/ Happy Chinese New Year!!","当我开始观看Li Ziqi的最新视频时，它读了1,183,628次观看次数，我看到了2倍，20分钟后，它阅读了1,185,748次观看次数，这说明了我们如何订阅她的频道的我们如何看她的最新视频，哦！在不到22个小时的时间里，她有1,185,748次观看次数，这真是太神奇了。 \（> _ <）/农历新年快乐！"
47767,UgxHQAIS6Azjq6_uDph4AaABAg,0,Happy Chinese new year.. Love From Malaysia.. We also celebrated in our country,农历新年快乐..来自马来西亚的爱..我们也在我们的国家庆祝
46468,Ugwoj2mz2njKuPqKuyZ4AaABAg,0,"Really nice video and such a calming song, could somebody tell me the name or link it. Thanks in advance and happy Chinese new year :D",真的很不错的视频和如此平静的歌曲，有人可以告诉我这个名字或链接它。预先感谢和春节快乐：D
46470,UgwLoJFZwAw99YXjPg54AaABAg,0,"I love how she do its
I dont know Chinese
But when i look her, I am attracted from her.
Love her so much","我喜欢她的做法
我不知道中国人
但是当我看着她时，我被她吸引了。
如此爱她"
47750,Ugwi22OY8j4CuHPJQOx4AaABAg,0,wow. thanks god YouTube recommend your video on me.. I've watch your videos on facebook and i can't search you on you tube because its in Chinese writing.. i really love your videos..its very amazing unique.... I'm from Philippines...,哇。谢谢上帝youtube推荐您的视频。我在Facebook上观看了您的视频，我无法在您的管子上搜索您，因为它是中文写作的..我真的很喜欢您的视频..它非常了不起。我来自菲律宾...
46472,Ugw8zSUuSAQY8zF9rLF4AaABAg,0,Chinese beauty,中国美人
46501,Ugy4d4yGX7hcdupvMUh4AaABAg,0,Happy Chinese New year!,农历新年快乐！
51531,Ugx6FgQpTdWcud7raJR4AaABAg,0,Happy Chinese Year. There are a lot of cooking.,中国年快乐。有很多烹饪。
47702,UgzNPBXpVoaBRVjXfBF4AaABAg,0,Do you Chinese cook so much oil? It's hard to eat,你们中国人煮饭都用那么多食用油吗？很难吃阿
51529,UgzuBsgsADJxoH5s_8V4AaABAg,0,Is there anything you cannot do? This video has put me in awe. I really love it. Please make some more. I'm a big fan of your videos. Happy Chinese New Years from San Francisco.,有什么你不能做的吗？这个视频使我敬畏。我很喜欢。请做更多。我是您视频的忠实粉丝。从旧金山度过的农历新年快乐。
46594,UgyOk63oXHlJZxjyqDh4AaABAg,0,"Happy New Year, I am overseas Chinese in Vietnam",祝你新年快乐，我是华侨在越南
47686,Ugzl5fVEyQIJ0MUCOwF4AaABAg,0,"Happy New Year, happy Chinese new year.",大家新年快乐，Happy chinese new year.
46671,Ugw_ySQEkPZse0Q7WbJ4AaABAg,0,"Happy Chinese New Year! Congratulations on getting rich, Happy New Year!",Happy Chinese New Year! 恭喜发财，新年快乐！
46679,UgyWcu_I3R3BDvjFH_t4AaABAg,0,"The Chinese New Year's goods were made at home, and children would help. Now go outside to buy it, there are a lot of fun?",以前过年的年货都是大人在家做的，小孩也会帮忙。现在都是去外面买，少了很多乐趣呀
47683,UgwvAtqpJbW7SYC1ABN4AaABAg,0,Memories of all Chinese people,全体中国人的回忆
51235,Ugyu8Lwn3b-Hw8IXcel4AaABAg,0,Happy Chinese new year for everyone！2019 the year of pig &love,每个人的农历新年快乐！2019年猪和爱的一年
46340,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rU78Hbn1gi,0,"@LilySing766 has never been a low -class brother in China in China. Really, some Chinese people even discriminate against foreigners, feeling that they are barbaric. One of the few fourth -class fourth -class fourth -class fourth -class officials of the first -class foreigners is the Han nationality that is ridiculous. It is not as serious as you said. Now the national government has not raised foreigners, but the people are raised again. If people have been cut, it takes time for the people to accept that they are stronger than foreigners. You, such as the War Wolf 2 Red Sea, and the recent stray earth, these films are supported by the Chinese government to establish the self -confidence and patriotic of the Chinese people. Heart, you ca n’t always Chongyang Mei. Compared with Beijing, there will be a residence and home waiting for him. And foreign countries are homeless tramps. Remember that it is the kind of homelessness, and if you are willing to work hard, you always have money to earn you.",@lilysing766 在中国中国从没有低人一等兄弟，真的，有一些中国人甚至歧视外国人，觉得他们蛮夷之类的。一等洋人二等官三等少数四等汉是汉族自己在调侃而已并没有你说的那么严重，现在国家政府并没有抬高洋人而是人民再抬高洋人，毕竟从世界巅峰沦为任人宰割过，要让人民接受自己比外国人强需要时间，你比如战狼2红海行动，和最近的流浪地球，这几部电影都是中国政府支持的就是要树立中国人的自信心和爱国心，不能老是崇洋媚外，相比中国北京，再怎么惨都会有个住处和家在等他。而外国全是无家可归的流浪汉，记住是无家可归的那种，而中国只要你肯努力360行总有钱给你挣。
51668,UgygsbHxYK0Dcj4VjjJ4AaABAg,0,Happy Chinese new year,春节快乐
51154,UgxTM9XRZryfQaVpJkh4AaABAg,0,I can't understand Chinese but is this preparation for Chinese New Year? I really love your video!!!,我听不懂中文，但是这是为农历新年做准备吗？我真的很喜欢你的视频！！！
51126,UgzOiOIrDToCR_e6T2l4AaABAg,0,Happy Chinese new year ❤,农历新年快乐❤
46251,UgxvzaCKuxoRNrXPD-t4AaABAg.8qvxwmwp9Xx8qvyteWWDlr,0,Chinese.,中国人。
48074,Ugyd6kOxgtUmrIdtsXx4AaABAg,0,"Ziyi is the rhythm of becoming the United Nations ambassador, world peace! Intersection
Everyone, the New Year is coming, the thought of thought, happy New Year
Everybody, Best Wishes, and Happy Chinese New Year !!! Peace and love","子柒，是成为联合国大使的节奏啊，世界和平！！
大家，新年将至，心想事成，新年快乐
Everybody，best wishes, and Happy Chinese New Year!!! Peace and Love"
46253,Ugxih3Ge35L5r4HZ8jp4AaABAg,0,Gong xi fa chai ..happy Chinese new year li zi qi,Gong xi fa chai ..happy chinese new year li zi qi
46274,UgykQ-ztTwPeUJXHQYx4AaABAg.8qvfP2pQUWu8qwAxb_fR-W,0,"Her team? Watch her next new video and you will find all the members are together enjoy Chinese New Year meal! Or, you can find all of them in the video she made silk comforter.",她的团队？观看她的下一个新视频，您会发现所有成员都在一起享受农历新年餐！或者，您可以在她制作的丝绸床罩的视频中找到所有这些。
46277,Ugw1f59sGAENrjv5pQN4AaABAg,0,"Happy Chinese new year! First time watching this video it was so interesting, beautiful place and food. I wish i can get a girl like you onr day it so inspiringly. Absolutely gonna like, subs. Good video.",农历新年快乐！第一次观看此视频是如此有趣，美丽的地方和食物。我希望我能在一天中能得到一个像你这样的女孩。绝对会喜欢，潜艇。好视频。
51109,Ugzvnng1sa8lrGZmYiB4AaABAg.8ql_HHRQQwH8qlblV9FbAK,0,"That is not Japanese, it is Chinese.",那不是日语，它是中国人。
46316,Ugz1Y0L4KYdfJt5xXA94AaABAg,0,"Happy Chinese New Year! Is there videos exclusively during the Chinese New Year? I hope Li Ziyi can have new works to watch her video, I can't control me, I can't remember how much I remember",Happy Chinese New Year！ 过年期间有视频发吗？希望李子柒能有新的作品 看她的视频我控制不住我记几啊
48013,UgywDxtmveObvyyf8uh4AaABAg,0,I love his video I'm always watching....Happy New year Chinese,我喜欢他的视频，我一直在看....新年快乐中文
46327,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418r1kAyu-IQS,0,"All Chinese people love China. The opposition is generally opposed to the Communist Party. Mainly the Chinese ruling party treats ordinary people as slaves, and many people who go abroad obviously feel this. As a second -class citizen abroad, he is also a second -class citizen in China, so it is better to stay abroad. Foreign abroad is the target of their citizens as the targets, and all the benefits are left to their citizens. China is the object of exploitation of the people as the target of the people. I don't understand. In China, how can a lot of charges be free to foreigners and charges the Chinese. Is China China, or Chinese or Chinese? If the Chinese governments at all levels do not treat the Chinese so much, the people will not be blame. That is, there is a problem with the Chinese political system. The Chinese government does not take the Chinese people seriously, but the foreigners are favored by their ancestors. However, foreign governments spoiled their people to the sky and improperly incidents such as China. As a result, the Chinese were not only bullied abroad, but also bullied in China. China's government, when to learn to respect their citizens, treat their citizens as their ancestors, let's talk about letting Chinese love the party. I love China, but I absolutely hate the Communist Party. Although the Communist Party has contributed a lot to China, the development of China's economy has great contributions. However, it is really unbearable to not see Chinese citizens as a person. It is estimated that because it was not selected by citizens, they would not look at the people.",所有的华人都是爱中国的。反对的一般都是反对共产党。主要是中国执政党把老百姓当奴隶，很多出国的人明显这种感觉。在国外被当二等公民，在中国也被当二等公民，所以还不如留在国外呢。国外是把他们的公民当巴结的对象，什么好处都留给本国公民，中国是把百姓当剥削的对象，什么好处都给外国公民。我就不明白了，在中国，怎么很多收费的地方给外国人免费，对中国人收费，中国到底是外国人的中国，还是中国人的中国？如果中国各级政府再这么不把中国人当人看，百姓不反才怪。就是中国政治体制出问题了，中国政府不把中国老百姓当回事，却把外国人当祖宗宠上天。而国外的政府却把自己的百姓宠上天，把中国这种外来人不当回事。结果就是中国人不仅在国外受欺负，在中国也受欺负。中国这个政府，等什么时候学会尊重自己的公民，把自己的公民当祖宗来对待的时候，再来说让华人爱党不爱党吧。我爱中国，但是我绝对讨厌共产党，虽然共产党为中国也贡献了不少，中国经济的发展有他们很大的功劳。但是不把中国公民当人看，这点真让人忍无可忍，估计是因为不是公民选出来的，就不把百姓当人看。
46339,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418rU5O-q-LfE,0,"@lilySing766 Hahaha I found that you were brainwashed and Chinese people got off the plane. You are funny, how do you buy a ticket?",@lilysing766 哈哈哈我发现了你被洗脑了，还撵中国人下飞机。你是搞笑把，买了机票了你怎么撵？
